	A_V_0_5	A_V_1	A_V_2	A_V_3	A_V_4	A_V_5	A_V_6	A_V_8	A_V_12	A_V_24	B_V_0_5	B_V_1	B_V_2	B_V_3	B_V_4	B_V_5	B_V_6	B_V_8	B_V_12	B_V_24	C_V_0_5	C_V_1	C_V_2	C_V_3	C_V_4	C_V_5	C_V_8	C_V_12	C_V_24
FBgn0052772	37.6997915230624	40.6757051545639	40.8072661710831	39.5359654982064	40.5518704798372	36.2866635198677	35.7019181785536	35.0107835647071	36.1729737435478	38.0570873468747	33.0745920129693	34.9663817883648	43.0741567336924	41.1302914874872	40.9691212503941	40.2306771637146	39.5533911377364	35.48419048724	35.253135348915	37.8837787528957	34.2002055621508	36.1817431320754	36.9832293481617	36.307523488648	42.3422271615788	39.7735911051354	38.5718273920112	39.7204426584251	38.6821888120007
FBgn0053213	2.71146495048305	2.59139873567188	2.47316764673231	2.67064137802454	2.67140121738058	2.67267210061348	2.92324430723727	3.12912568116269	3.31621954705626	3.1547322405962	2.98866795297916	2.72465312636609	2.62786632592818	2.31564643763333	2.77931224562975	3.11382950183549	2.93581175786167	2.72955311440308	3.12110487123921	3.04647227435775	2.63078504324237	2.23420712307841	1.78501257789016	2.52217045236166	2.34667764991882	2.61062180998958	2.91474766186483	3.15109983511514	3.3355297945998
FBgn0085405	131.818911438868	112.494470114613	93.0643825585196	138.035503381817	115.992240858665	122.171953522274	100.780045542951	129.593035285889	74.9203810828367	93.690540034214	111.975425971619	127.085606536933	158.871657661006	114.845036418815	107.46674016435	108.734926204095	100.511518910064	93.5258199199244	83.9628376016975	121.500482471444	160.306314700182	146.216443943687	163.384432520008	131.504794283601	128.557123430336	119.01364133776	118.484492454805	89.9721926605245	108.429610337886
FBgn0085424	2.08574226960235	2.36002384855832	3.06855985798268	2.82773792967304	2.19054899825207	2.26149177744218	2.58779004247234	1.94832353732772	2.09445445077237	2.00300459720393	2.19168983218471	2.14079888500193	2.62786632592818	2.3707808766246	2.77931224562975	1.93057429113801	2.18851421949688	2.42054710145179	2.30245441320926	3.18983567550399	2.00168427203224	1.98596188718081	2.51017393765803	2.22889481836611	2.09160399231895	2.45705582116667	2.23463987409637	2.81940511562934	2.68833744639387
FBgn0085432	315.207800493655	324.665241597748	324.030761122798	297.645599856695	260.301334621564	319.538508644501	298.362607489496	239.702835198501	311.593734020115	285.578380446351	286.646464112401	261.891063598569	296.777512243411	298.608121576717	300.937753707355	236.401935779351	240.04264500189	300.765852605924	334.623374719745	282.28253685696	299.451967096022	275.30396661044	321.302264020228	303.129695297791	305.782300730727	315.93642767168	266.893727571423	287.579321794193	300.247465540767
FBgn0085450	61.0601049426087	56.9644972073585	60.5010085432108	57.6544344550003	56.6871338328159	58.1306181883433	56.9313809343915	60.1028291212004	59.735586314737	59.9399125713277	57.1831801670012	57.152842960203	65.411020504082	58.2771020137721	59.3434633187241	54.1806333319376	54.2858283226422	59.5866594974408	62.7802570001724	61.825466744319	60.794010890579	55.5448715320883	58.2918169967254	59.8868844618895	66.5232099020467	61.1704522144618	57.7605828326214	60.9074428655809	57.5005509367578
FBgn0085451	89.5304869226808	89.9122811323295	92.6521879507308	91.9014827143738	98.6815609700386	93.3893309002827	92.9208313398865	92.1025672191284	97.1739596222932	91.7376105519402	79.1664933322479	97.8280217752396	91.2897910615922	86.064859265372	97.5847410687779	88.9932471624584	100.084491745284	91.2082748227897	90.6655382268178	94.4764813553767	88.1312989486193	91.2921855013429	86.5173283846135	90.0356196366312	96.3668278412317	96.2858749919687	94.6321407552115	104.235065598414	89.8103843202693
FBgn0086655	45.9906170447318	46.92282710663	47.4023798957026	43.5681103238513	46.7495213041601	42.2487782058516	42.3630814360287	36.8410268876513	46.0343634492678	45.4682043565293	39.3840021359253	44.8919038915556	50.9006281826524	41.1854259264785	46.0645270340486	39.5456346733108	44.0371763679251	44.0848578477177	45.4862660742895	45.7687658159393	40.7771681702567	41.6431383218226	43.2307733707772	40.7066579985811	43.5155659865382	47.4007018833403	43.041107140204	47.4323448864701	45.1043282672749
FBgn0086680	81.2396614010114	89.6346312677933	97.8275202485225	88.7595516814037	98.4144208483005	94.7770644909859	90.3330412974141	97.829457616728	93.1159541239217	103.755638135164	66.5476730863359	83.4262838215903	89.8044753121545	97.5328225755561	91.5628978699134	91.9202468941838	102.539897942769	97.9034051034011	78.0276217809803	87.66671980093	84.8142221549659	80.617640357746	89.3064105375668	80.0642480807828	96.6219014988316	90.8086880572847	100.850269100523	94.7817660930687	80.8492594989564
FBgn0250732	35.3533314697598	36.6960570962107	35.1739398646373	36.0274758447232	36.170772483333	37.6229995701744	38.5772404479673	43.3354386787437	29.8459759235063	44.8673029773681	40.4466396303179	38.5992526235196	39.0752297159756	38.6492417328801	38.3956839859221	39.7324644434209	39.9804183025162	39.9132766728752	31.1598830587653	41.2886595301191	35.3440251461692	34.6922717166898	38.4893337107565	36.83541962984	40.8117852159796	35.5761207439757	39.9320429675482	32.2158496300588	38.7817568655708
