	A_C_0_5	A_C_1	A_C_2	A_C_3	A_C_4	A_C_5	A_C_6	A_C_8	A_C_12	A_C_24	B_C_0_5	B_C_1	B_C_2	B_C_3	B_C_4	B_C_5	B_C_6	B_C_8	B_C_12	B_C_24	C_C_0_5	C_C_1	C_C_4	C_C_5	C_C_6	C_C_8	C_C_12	C_C_24
FBgn0003963	5.78036040505829	5.964299150306306	5.770200413209818	4.923465908816471	6.386547758182349	6.218550491691346	7.527141809725288	6.344426831588117	5.205057062554671	5.4336688665419945	5.923746051239674	4.923169649581415	5.905438567492362	5.7759737246348655	6.902673211913903	5.716827535503889	5.728171554908531	5.551328382248883	5.342589769179291	5.553598502875504	4.435729711586341	5.20980193534039	6.304139566921546	5.339977115285838	5.035272582418619	6.408409517924789	6.064555730452733	5.357058452743853
FBgn0003964	33.48342388772225	34.37553073117677	32.32239367785944	29.211655342123755	32.12838446137039	32.16983533759823	34.33409065895138	31.48909215374704	31.76290812800978	24.616040661829164	35.58343499925926	30.92118452166349	33.85048719933895	32.67083444916429	34.49661516191091	30.87825314682031	27.801232361980325	28.8066961487668	32.43854651107197	32.116086530390355	25.977959232149907	29.05431529015546	33.4383272818784	31.547531281590427	27.945906683796537	31.437471637993397	31.33749115255049	23.10343885440661
FBgn0004050	23.12694166282024	23.66599039672348	22.78967473383205	19.889008771068717	20.95236155497857	19.98790641405218	22.32097612877778	19.86122245850002	18.639311370496337	17.861219704931198	24.77377041638853	23.37890703881728	25.66396474875676	21.999570688323693	22.703457362964567	21.91549738989068	18.494953302245587	21.22710985617433	18.467911532419247	21.484339875856566	19.087797186575024	21.20584661762797	23.422045071679985	20.145296605691435	19.27739037305589	19.585355685163	20.23635021029308	17.04517337552945
FBgn0004198	29.97565846143701	26.81386461158336	23.377695302977536	23.936657466401268	29.81160834202342	32.12003149855932	29.19579656911526	23.607628403835275	26.40121532792931	22.472885230351835	29.395367060717536	26.310882328314257	27.279594163067543	27.086160565331983	30.55985950750064	31.092836386576916	31.20458135747385	27.018486288860508	23.74237911559322	22.573565335968752	30.80119774768069	28.84683262046862	36.03439065111732	26.89986169359833	23.912735225974835	27.897218956053216	30.82963551579636	26.923304820217872
FBgn0004362	43.13211493068231	48.4850915577412	48.23558197161769	45.710928383018285	54.65384288564347	51.27930921851226	53.135877150475	53.329183857964445	63.459618714146366	44.74457517238234	47.96687812245529	42.8244179457467	52.0917299599442	55.32633349536594	53.92979295151648	54.82214274985203	60.3793609201396	52.2265823403409	58.27776091991786	48.34927756288568	49.086567385679416	50.13515951466975	59.963353906927296	51.17490848328966	52.53854426316014	61.3090769248645	64.83469371894923	48.70113596557537
FBgn0004396	18.90138959155641	19.76015234810266	30.912067573231862	17.361108754033676	13.210886950206593	22.96751856427037	22.826688018307664	30.36812510555544	33.032543916087604	18.089512238728584	14.973635596625508	19.909268268744167	29.01183712743854	23.40676143174201	22.739397339542823	27.548749561693175	30.9940780299256	36.46254626118	29.272800433950103	13.926984614976336	17.336266202131345	23.42489476223232	20.09162646508139	26.99422201578387	37.13704380662136	33.47024089432857	28.05984635283376	20.21997252083156
FBgn0004510	8.132453112811284	7.231715811308168	7.798476442391768	8.055863174691478	9.805911230167824	7.990673800770843	11.143779351962506	8.446594311221247	9.584667693327924	9.51426372046524	9.343725301457845	8.187319973270908	8.8459985944981	8.860385808040922	9.386594690984506	8.483336413817549	9.258837348524388	9.683447446578231	8.4712124578134	9.20193166158161	7.880195306683091	6.922098330025552	9.705534589754622	8.816286370828564	7.172977818943632	9.91881164197166	9.92190430280854	11.498539192809428
FBgn0004606	13.576495504163828	14.607063053090492	14.653970158760476	12.109137039803008	13.549728213850017	14.553090851891122	14.88067607905583	13.900089574181802	12.708852214536163	11.660246065240534	14.29334233668374	12.94535691468016	15.03801045017697	13.091602619470706	14.204444958371516	13.97656055740934	15.070195174305454	14.632049614195385	11.832226180734176	13.025513823839953	12.219824877935624	18.13414238838032	15.36599271641188	13.961702737995786	12.32629253576312	15.55436107100561	13.457058068694746	15.79689623721064
FBgn0004656	51.294956650414655	46.6568041220905	45.77139621335797	40.6456496670879	47.45432427603971	50.52560067353363	50.12348110224266	45.060476660696736	47.78146558000004	43.56636783828986	48.04627442085108	42.7292418299198	48.68891803777844	47.7035356176915	49.454297991548366	49.8940075495692	54.9424983435736	51.31459281917615	44.87475033642293	44.668724726012734	49.941467112324666	49.32172046801571	60.91951104186914	50.17357949989099	45.2143216052693	51.84743671904585	51.29625655062569	51.20878106345645
FBgn0004795	30.212644731991503	31.098999826323187	33.713708250715044	26.95784004008916	28.95053877446337	26.61659101734198	24.99478913221993	21.967119908167977	23.79407829323684	25.28727481203345	31.861132855174485	26.34740637285784	34.565019681453464	28.131902179519795	25.94936249107294	23.68460271385113	22.428125948689555	23.72052343750529	24.28482056962801	27.80324762340647	27.849089221279968	30.32733525398874	27.97742110571983	21.438815574988045	18.510892158821733	21.559988948795688	25.702594152529947	23.160291979710625
FBgn0004859	11.73360282706598	11.339414071298448	10.277672028751931	11.237690959049417	12.721322803946936	13.774500670942746	13.016333957696116	12.165413268653692	13.113686263850449	13.093899734618882	11.695377219633013	12.210947886214436	12.367490459610174	12.973730723672864	13.325199183221809	15.510587097871865	16.883048059556305	16.28261978847405	13.173121470387663	11.508531576363902	16.170521326511196	13.566369790349	16.668202053438485	15.603049861558372	13.645651703800311	15.69556925647902	13.207776949413528	18.76465048396283
FBgn0004893	11.56722561359727	10.109459335594437	9.955478006684732	8.650877811532547	10.399452718569682	9.58918022063626	10.645892891279198	9.31297106674343	8.925187288103736	9.74957504236068	10.89574642996901	9.739245123180083	10.644489564607383	10.154867918317748	10.362314103199887	11.075896266909082	11.405137950952495	11.784419705570976	10.374137870455822	10.35300369913379	10.13962835987307	11.102442093130596	13.243782198947052	9.522915505263288	8.620597534489622	10.49998651888445	10.544864291291526	10.71757404848331
FBgn0004914	47.893209219144985	50.04860083648175	52.09451115504645	51.74816118070753	49.718086353244495	51.78841139135877	49.1294792872229	50.38709197688843	54.01954845033876	51.81499564213584	49.26079589260188	45.56331142784963	51.11843026339344	53.56813604612309	52.14607602190779	54.88899061719021	51.18392403166186	51.76310025063896	57.018076056395486	53.62754881593068	48.669773061967085	46.29516350559695	52.96673017170327	51.21835170289835	50.29086506840218	52.5250329129854	60.31344839426362	55.06576715186811
FBgn0005386	11.043221128544426	10.768608964453946	10.403029026520084	9.582882654709682	11.68515650315237	12.418847533342412	11.822445025619755	10.170751048630532	11.891414953684771	13.849231035402552	11.122798003031908	11.086934779551006	11.456601146965284	11.001084912590896	11.258306985975668	12.17254195893267	12.51226784782668	11.138785674077614	10.180197729383083	10.519670629028322	11.698704509636494	11.210803904895076	12.640031973743556	10.40080743846208	9.961701535827508	12.006249558150127	12.708301308321298	15.42084086376101
FBgn0005427	44.365869617276445	48.08209102100316	42.41264956113818	43.42681761105123	49.66054610862623	52.7880449958116	53.41968261124912	44.71672066670117	50.0102573201636	56.71461542257774	47.24458234455249	45.10915609909975	49.79555637553597	47.16007005383221	49.189552505431344	50.05794962769782	55.00164694908619	47.610481372238254	43.51860331429509	50.9678061110134	47.74080024546135	48.91257612906045	57.60706212795879	46.5096261253944	41.257527788357976	50.61407619390584	52.03526941276836	59.45461118866851
FBgn0005612	26.58102935741588	28.58784271996394	27.568027772045784	25.333640807392747	23.06424307806661	23.933813373380897	23.880985938689445	21.287859109700097	22.39746919977774	22.29811706483313	26.71566558563354	28.03425854096412	25.48037744239819	23.15525777855695	24.442486218380346	26.053345291465945	20.484991239530807	24.860609710951344	22.000098922327624	27.99729239746552	28.31047151941713	30.53292987043568	27.701817691234503	25.07072242136784	21.486313970275337	23.70984749142803	21.014665255797613	26.03278641567152
