	1	2	3	4	5	6	7	8
FBgn0000592	554.099784606981	487.717265525945	448.21108307884	311.879149452301	381.815128217652	309.90439316571	324.8995334314171	400.208056906409
FBgn0001247	102.112424806083	97.8223763779572	95.2660422872896	93.2126520877736	103.176377589113	101.167136611947	99.91156760073676	101.196774114779
FBgn0001404	105.376292265638	113.960080016683	108.565042716081	111.904632188134	118.433975244716	126.266831265037	124.42598954450973	117.935707590778
FBgn0002917	138.01496686119	152.212414567738	148.76626950246	162.145509918201	140.132280107396	136.562828459468	135.4354763833964	131.520191597136
FBgn0003068	40.2155097695189	50.9034972801794	68.8853453582819	96.7235795669418	111.555550072108	101.269584345224	108.19987229894514	128.162229258485
FBgn0003429	436.483989368011	434.273574154485	420.309258649807	434.267114395134	442.720456564196	469.056946812959	467.5506787583615	443.556298005349
FBgn0004795	64.6945157161826	80.3896718299506	64.9304138582165	58.7956728553649	53.5266540704734	48.6114494403733	50.45338511610496	55.4572568049817
FBgn0005386	54.1452298201204	52.9954218259402	50.5014330008351	50.7353745581198	54.7147456911965	53.9387315708252	52.558601343590105	51.7940251628178
FBgn0013953	10.2578691586019	11.0075077288842	8.86600028586089	10.0877352922577	11.2556048279033	9.57886306148557	9.050005190891504	9.66686127793259
FBgn0014396	112.661710702145	128.205090018769	142.899063430934	193.991105644741	306.4025758707	347.553935145345	370.67717790536943	402.751967769023
FBgn0020618	1685.84582620773	1515.99779522194	1493.52990109613	1545.055339248	1385.56495431489	1223.94306947132	1258.4246289897326	1400.37205165167
FBgn0023076	53.0961295652634	57.0298477356217	37.8543443577688	36.7411143242524	35.1424995182313	36.8299601134124	33.5285701668004	26.7619422746976
FBgn0023094	28.2091401861553	29.9842518225714	30.9440794290831	27.6918223709036	31.5156935181292	28.6341414511788	27.953756538603095	29.967269961591
FBgn0025680	203.408882747277	199.579563211036	180.318799931553	160.51367038563	155.827595728528	132.157575928517	124.10772386700947	126.279735220151
FBgn0027109	26.868623193838	25.6011718219297	25.8591675004276	23.3402502840473	22.3236162420082	24.7923514532568	25.044542402030242	23.7601274568133
FBgn0028424	39.6326762945984	36.3596409144138	31.7698343576682	29.7687090487213	28.0764809318254	25.714381052758	26.032752518853123	27.4742373162295
FBgn0029768	49.59912871574	50.4054200073792	49.93644278654	50.6859248753146	49.8998480703712	51.6336575720719	46.98135210134339	38.7692015462349
FBgn0029769	77.1671520794827	55.7846545536212	70.0153257868721	76.745907713647	85.9803146575945	80.7288138230014	83.14658456709556	89.9526881020254
FBgn0030228	33.5129248079324	37.0071413690541	29.336030357628	35.4059728885124	28.8893857249517	26.7388583855373	27.773910360192282	29.2549749200592
FBgn0033153	13.2303198806968	10.6588536379241	8.77907871443088	9.8404868782318	26.3881402076399	6.55665492978691	0.0	6.41065537378688
FBgn0034638	505.782889536066	487.816880980506	433.651719864314	434.761611223186	390.131769562714	397.445981251693	407.9839272543725	402.44669846551
FBgn0036260	27.3931733212665	25.8004027310498	24.6857262861225	25.9116337899169	24.3246126558576	28.4804698512619	29.55947548716369	27.4233590989772
FBgn0038842	46.451827951169	44.826954552017	41.0269817149641	38.6202022708494	38.8943677941991	37.5983181129968	37.958028053003915	39.4814965877668
FBgn0040092	2.44790059466637	3.18769454592121	2.9553334286203	3.75817589319406	2.87643234490861	2.81731266514281	3.0022880169116037	3.15444946964116
FBgn0050446	12.8806197957445	12.9500090928049	12.6470886430663	13.7964615026466	11.0680114141049	11.7302654603219	11.343177130525735	10.0230087986985
FBgn0052484	28.3839902286315	31.627906822812	34.0297952148484	31.9939447749547	32.2660671733227	26.0729481192308	26.75755991713446	32.1041550861867
FBgn0053527	10.2578691586019	13.3982786383251	12.2124807859162	11.4723264108029	9.25460841405381	11.1155790606544	11.391671526922025	10.1756434504554
FBgn0060296	40.1572264220269	38.7006040965747	37.3328149291888	37.7795576631613	41.2080198977126	37.44464651308	34.73489940468781	34.3936748625391
FBgn0061492	25.1784061165684	21.9652077304884	30.3790892147881	25.7632847415014	31.0779755525996	37.1885271798851	37.50016597596959	35.8691431628551
FBgn0086370	70.3480004229121	79.6923636480303	74.9698553583825	68.7845087820123	71.9108086227154	58.4464318350537	55.14110217206251	60.7485913992185
FBgn0086676	249.627577308478	248.341328218174	175.711956645763	215.501717664996	227.863466627109	246.028231466926	252.10688441344595	252.050688267779
FBgn0260753	93.5447727247506	91.5466027406748	82.5320320727933	79.1689421711011	88.2939667611079	94.4055862156038	94.04325963353249	90.3088356227913
FBgn0262636	76.0014851296416	81.3360186482709	81.2282085013432	85.6468506185803	82.9788200368203	83.0851116883935	79.81531450698976	74.3839536228287
FBgn0264975	231.151756153496	231.406700942968	216.478173646437	229.495977898863	236.055045696305	246.233126933482	240.8801735860994	226.15367568637
FBgn0265487	308.668608317931	319.865224592282	286.623881790454	290.813584577293	304.901828560313	331.264745554156	330.9149232088955	309.543073762852
FBgn0265577	0.874250212380846	0.398461818240152	0.391147071435039	0.346147779636295	0.437717965529572	0.0512238666389603	0.059451348800984155	0.356147520765938
FBgn0267796	6.41116822412621	7.91942863752301	7.12756885726072	7.5658014691933	9.25460841405381	7.734803862483	7.528381469674735	8.5475404983825
