	1	2	3	4	5	6	7	8
FBgn0000592	525.339071840776	384.068376287287	345.968604670217	320.032658209737	362.698860373798	312.850776596859	281.38454540789803	275.890868563345
FBgn0001247	100.487802208121	107.456881718933	98.9663179893291	95.4745225119108	96.2173316067168	98.1628695037749	97.81973347624518	96.3583750386446
FBgn0001404	118.976519851319	127.337261749868	116.995279539474	117.039926788186	103.565969231049	116.204767215725	122.73037900360117	120.512345051004
FBgn0002917	152.775193156956	154.929858172114	159.173125367796	148.899080122349	139.49956168223	151.808157079247	152.95770167125323	145.026822078473
FBgn0003068	45.0216492785254	54.8995552003692	66.4921334234713	96.6583036535679	86.1908006108065	129.869636488681	147.60083556921208	140.546234890679
FBgn0003429	413.239057498857	466.217762736955	429.111338669052	426.830304685324	383.935177576317	400.49810216793	407.31229644310685	402.325828862582
FBgn0004795	73.6953797988542	68.6101621182554	56.4025310880689	60.1669632433551	55.5507183127452	59.2500191132083	58.63844899601328	53.973050262159
FBgn0005386	53.649717512018	57.584549055122	51.8263726517935	54.6598074973851	47.5170381980097	46.1723121918245	48.91807603834132	52.0160121801342
FBgn0013953	7.91446860515864	7.99785403543361	8.43556916566427	8.18353050102093	7.90912693466216	8.64730008679256	8.974493786253104	8.85817237127037
FBgn0014396	114.175940533436	132.307356757602	149.248926349367	202.272168987498	177.17689865444	309.541316069815	421.86865869428857	493.534103685372
FBgn0020618	1832.32922748119	1757.64267934418	1572.65473778698	1740.10680949067	1750.78177570203	1817.21409972078	1630.527193164757	1336.5025070165
FBgn0023076	45.4108854394348	47.1302112802338	31.8677057369539	28.1534036733236	30.4532525279511	26.4756842163525	22.452345372230447	19.4673788159314
FBgn0023094	30.1009297769968	25.7645154998611	28.5596393974777	29.6459972867173	28.7095080069233	31.1729830289312	31.882318354950964	30.7975992908121
FBgn0025680	225.821846020961	190.920201331565	178.47017901474	186.162451711904	204.267215320408	177.323030174845	149.03359481591124	129.576521430908
FBgn0027109	22.8351881066872	25.6502604422121	29.4969248603293	22.9035916538007	27.6508059762992	26.635819403145	25.970913573372727	26.9865251310795
FBgn0028424	34.0581640795761	37.5327864377134	36.1130575392817	37.9839340236066	33.6293586198233	30.5324422817614	29.992797258269768	30.2310882670681
FBgn0029768	50.7304463051972	52.2145613456165	53.5355402605229	48.0203393550473	47.3924850179362	46.3858257742144	46.37280931514114	46.3509019426938
FBgn0029769	74.6684702011278	76.6651436825136	65.9407890335586	84.6660860011285	72.0540146724733	67.8973192000009	74.06809454021771	81.4230844126655
FBgn0030228	33.5391825316969	32.0485436705589	34.8449654424825	34.4840593439247	34.0030181600436	32.8810916880507	32.83301694009233	33.4241504008981
FBgn0033153	8.04421399212845	7.99785403543361	8.71124136062061	5.97037445357502	8.46961624499255	7.95338094402526	7.719037551356976	8.29166134752634
FBgn0034638	482.458221447253	444.395046725986	428.890800913087	397.029901162739	408.09849451056	350.535923888684	315.86641465236124	308.078994912438
FBgn0036260	25.105732378659	24.1078171639499	25.4721108139666	24.0359040501684	25.8447848652346	25.0878459308179	26.859956795471774	29.8190802497997
FBgn0038842	35.6799814166988	42.1601162725	45.59618104578	40.9691212503941	44.4032086961742	41.5283917748433	41.20326641183829	43.1063388067053
FBgn0040092	2.14079888500193	2.05659103768293	3.85941072938888	3.13959346265583	3.48748904205575	3.14932534025161	2.8038431260885712	2.72955311440308
FBgn0050446	13.6232656318304	13.8819895043598	13.6733408698349	10.8084365107824	12.7044243674888	12.5973013610065	12.948158797483222	13.802268578491
FBgn0052484	32.5660921294233	28.90652958521	29.2763871043642	30.6239034472167	37.1791242519158	35.1763626987426	31.906178534424228	30.128086262751
FBgn0053527	11.2878486663738	10.9684855343089	12.2949798950531	11.94074890715	12.0816584671217	11.2628414710693	10.259241807891403	9.52768539933151
FBgn0060296	40.9346695889762	41.0175656960095	40.468678219592	40.8661837598152	38.1755496925032	40.4074454672961	41.61557587025529	40.6857917052535
FBgn0061492	32.2417286619987	28.1638717104912	22.2191789134817	24.6020602483522	24.5369764744637	29.3581175786167	29.334689569839693	25.8020020814329
FBgn0086370	68.3758189330919	82.7777892667378	79.8346676593585	76.6369617359759	75.4169505344557	84.6581354176112	82.4288301469099	73.4404290780904
FBgn0086676	250.79783301265	176.352681481311	192.198654323566	193.368076052425	196.794024516003	223.06831520189	220.88125380031715	206.364515649305
FBgn0260753	94.9087505684188	100.715833317639	82.9773306818609	94.3936788608326	82.2050988484571	80.6013773522023	82.0953830763903	82.8651124731048
FBgn0262636	82.9721749671959	84.8343803044207	83.4735406327823	79.3648052363162	72.9258869329873	77.5588088031457	79.35959410370994	77.9210162658842
FBgn0264975	247.48932564492	244.334440782497	244.686640243255	241.64575913392	224.569383672376	224.402775091827	231.62507486230908	236.544102914214
FBgn0265487	298.414390030572	363.730976025755	284.824511828899	279.526755666948	255.1471893804	251.999405615727	262.75364616688535	273.161315448942
FBgn0265577	0.194618080454721	0.628402817069783	0.661613267895236	0.874968669920477	0.498212720293679	1.0675679119497	1.2221546191954071	0.927018038853876
FBgn0267796	7.20086897682466	7.08381357424119	6.11992272803094	7.05121810465325	6.66359513392796	8.80743527358502	8.712569332279259	7.00413629356262
