"Time"	mqsA	mqsR	alaS	yccA	cpxR	psd	dsbA	motA	ydeH	bacA	ftnB	yidQ	ppiD	rseA	rdoA	cheA
540	0,7805489	0,8177706	0,6325184	0,8240462	0,0423313	0,4461417	0,0809544	0,9824010	0,4319663	0,0507346	0,7613908	0,3452824	0,5181753	0,9992639	0,8067540	0,1121123
560	0,7805488	0,8177710	0,6325184	0,8240466	0,0423313	0,4461401	0,0809544	0,9824010	0,4319663	0,0507346	0,7613911	0,3452824	0,5181799	0,9992639	0,8067602	0,1121113
580	0,7804695	0,8319131	0,6325184	0,5118137	0,0423313	0,6376916	0,0809544	0,9824010	0,2392379	0,0507346	0,4835742	0,1996634	0,4019393	0,9992639	0,5460287	0,4450713
600	0,7800796	0,8417368	0,6325184	0,3243337	0,0423313	0,7617217	0,0809544	0,9824010	0,1513272	0,0507346	0,3176699	0,1201881	0,3221337	0,9992639	0,3703002	0,6531526
620	0,7793835	0,8483393	0,6325184	0,2117615	0,0423313	0,8420315	0,0809544	0,9824010	0,1112279	0,0507346	0,2185967	0,0768125	0,2673426	0,9992639	0,2518624	0,7831917
640	0,7785206	0,8526473	0,6325184	0,1441675	0,0423313	0,8940323	0,0809544	0,9824010	0,0929371	0,0507346	0,1594330	0,0531392	0,2297254	0,9992639	0,1720374	0,8644588
660	0,7776389	0,8553875	0,6325184	0,1035808	0,0423313	0,9277030	0,0809544	0,9824010	0,0845940	0,0507346	0,1241022	0,0402189	0,2038991	0,9992639	0,1182367	0,9152462
680	0,7768443	0,8570963	0,6325184	0,0792105	0,0423313	0,9495048	0,0809544	0,9824010	0,0807883	0,0507346	0,1030036	0,0331673	0,1861678	0,9992639	0,0819760	0,9469854
700	0,7761914	0,8581490	0,6325184	0,0645774	0,0423313	0,9636216	0,0809544	0,9824010	0,0790525	0,0507346	0,0904042	0,0293187	0,1739943	0,9992639	0,0575369	0,9668207
720	0,7756935	0,8587958	0,6325184	0,0557909	0,0423313	0,9727622	0,0809544	0,9824010	0,0782607	0,0507346	0,0828802	0,0272183	0,1656366	0,9992639	0,0410655	0,9792166
740	0,7753373	0,8591966	0,6325184	0,0505151	0,0423313	0,9786808	0,0809544	0,9824010	0,0778995	0,0507346	0,0783870	0,0260719	0,1598985	0,9992639	0,0299640	0,9869634
760	0,7750971	0,8594498	0,6325184	0,0473473	0,0423313	0,9825131	0,0809544	0,9824010	0,0777348	0,0507346	0,0757039	0,0254462	0,1559589	0,9992639	0,0224817	0,9918046
780	0,7749438	0,8596140	0,6325184	0,0454451	0,0423313	0,9849945	0,0809544	0,9824010	0,0776596	0,0507346	0,0741016	0,0251048	0,1532542	0,9992639	0,0174389	0,9948302
800	0,7748514	0,8597234	0,6325184	0,0443030	0,0423313	0,9866012	0,0809544	0,9824010	0,0776253	0,0507346	0,0731447	0,0249184	0,1513973	0,9992639	0,0140401	0,9967210
820	0,7747988	0,8597979	0,6325184	0,0436172	0,0423313	0,9876416	0,0809544	0,9824010	0,0776097	0,0507346	0,0725733	0,0248167	0,1501224	0,9992639	0,0117493	0,9979026
840	0,7747706	0,8598490	0,6325184	0,0432054	0,0423313	0,9883152	0,0809544	0,9824010	0,0776026	0,0507346	0,0722321	0,0247612	0,1492471	0,9992639	0,0102054	0,9986410
860	0,7747564	0,8598840	0,6325184	0,0429581	0,0423313	0,9887514	0,0809544	0,9824010	0,0775993	0,0507346	0,0720283	0,0247309	0,1486462	0,9992639	0,0091648	0,9991025
880	0,7747496	0,8599076	0,6325184	0,0428097	0,0423313	0,9890339	0,0809544	0,9824010	0,0775978	0,0507346	0,0719066	0,0247143	0,1482336	0,9992639	0,0084635	0,9993909
900	0,7747464	0,8599231	0,6325184	0,0427205	0,0423313	0,9892167	0,0809544	0,9824010	0,0775972	0,0507346	0,0718339	0,0247053	0,1479504	0,9992639	0,0079908	0,9995712
920	0,7747448	0,8599328	0,6325184	0,0426670	0,0423313	0,9893351	0,0809544	0,9824010	0,0775968	0,0507346	0,0717906	0,0247004	0,1477559	0,9992639	0,0076722	0,9996838
940	0,7747438	0,8599386	0,6325184	0,0426349	0,0423313	0,9894118	0,0809544	0,9824010	0,0775967	0,0507346	0,0717646	0,0246977	0,1476224	0,9992639	0,0074575	0,9997542
960	0,7747431	0,8599418	0,6325184	0,0426156	0,0423313	0,9894615	0,0809544	0,9824010	0,0775966	0,0507346	0,0717492	0,0246962	0,1475307	0,9992639	0,0073128	0,9997982
980	0,7747423	0,8599433	0,6325184	0,0426040	0,0423313	0,9894936	0,0809544	0,9824010	0,0775966	0,0507346	0,0717399	0,0246954	0,1474678	0,9992639	0,0072153	0,9998257
1000	0,7747417	0,8599439	0,6325184	0,0425970	0,0423313	0,9895144	0,0809544	0,9824010	0,0775966	0,0507346	0,0717344	0,0246950	0,1474246	0,9992639	0,0071495	0,9998429
1020	0,7747412	0,8599439	0,6325184	0,0425928	0,0423313	0,9895279	0,0809544	0,9824010	0,0775966	0,0507346	0,0717311	0,0246947	0,1473949	0,9992639	0,0071052	0,9998536
1040	0,7747408	0,8599436	0,6325184	0,0425903	0,0423313	0,9895366	0,0809544	0,9824010	0,0775966	0,0507346	0,0717291	0,0246946	0,1473745	0,9992639	0,0070754	0,9998603
1060	0,7747405	0,8599433	0,6325184	0,0425888	0,0423313	0,9895423	0,0809544	0,9824010	0,0775966	0,0507346	0,0717280	0,0246945	0,1473606	0,9992639	0,0070552	0,9998645
1080	0,7747404	0,8599430	0,6325184	0,0425879	0,0423313	0,9895459	0,0809544	0,9824010	0,0775966	0,0507346	0,0717273	0,0246945	0,1473510	0,9992639	0,0070417	0,9998671
1100	0,7747402	0,8599427	0,6325184	0,0425874	0,0423313	0,9895483	0,0809544	0,9824010	0,0775966	0,0507346	0,0717268	0,0246945	0,1473444	0,9992639	0,0070325	0,9998688

0	0,7748684	0,8599822	0,6325081	0,0425865	0,0423307	0,9895617	0,0809544	0,9824067	0,0775965	0,0507336	0,0717261	0,0246914	0,1471955	0,9992651	0,0070107	0,9998717
20	0,7747828	0,8599466	0,6325115	0,0425865	0,0423309	0,9895590	0,0809544	0,9824050	0,0775965	0,1986111	0,0706515	0,3432637	0,1472354	0,9992648	0,0070115	0,9998716
40	0,7747388	0,8599273	0,6325148	0,0425865	0,0423310	0,9895571	0,0809544	0,9824038	0,0775966	0,2623383	0,0700098	0,5171326	0,1472634	0,9992645	0,0070121	0,9998716
60	0,7747211	0,8599202	0,6325169	0,0425865	0,0423311	0,9895557	0,0809544	0,9824030	0,0775966	0,2898013	0,0696266	0,6120260	0,1472830	0,9992644	0,0070126	0,9998716
80	0,7747180	0,8599206	0,6325181	0,0425865	0,0423311	0,9895548	0,0809544	0,9824024	0,0775966	0,3016364	0,0693978	0,6638164	0,1472969	0,9992642	0,0070129	0,9998715
100	0,7747216	0,8599247	0,6325185	0,0425865	0,0423312	0,9895542	0,0809544	0,9824020	0,0775966	0,3067367	0,0692611	0,6920824	0,1473066	0,9992641	0,0070131	0,9998715
120	0,7747272	0,8599297	0,6325186	0,0425865	0,0423312	0,9895537	0,0809544	0,9824017	0,0775966	0,3089347	0,0691795	0,7075092	0,1473135	0,9992641	0,0070132	0,9998715
140	0,7747324	0,8599344	0,6325186	0,0425865	0,0423312	0,9895534	0,0809544	0,9824015	0,0775966	0,3098819	0,0691308	0,7159288	0,1473183	0,9992640	0,0070134	0,9998715
160	0,7747364	0,8599380	0,6325185	0,0425866	0,0423312	0,9895532	0,0809544	0,9824013	0,0775966	0,3102901	0,0691017	0,7205240	0,1473217	0,9992640	0,0070134	0,9998715
180	0,7747389	0,8599404	0,6325185	0,0425866	0,0423313	0,9895530	0,0809544	0,9824012	0,0775966	0,3104661	0,0690843	0,7230320	0,1473241	0,9992640	0,0070135	0,9998715
200	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895529	0,0809544	0,9824012	0,0775966	0,3105419	0,0690739	0,7244008	0,1473258	0,9992640	0,0070135	0,9998715
220	0,7747410	0,8599425	0,6325184	0,0425866	0,0423313	0,9895528	0,0809544	0,9824011	0,0775966	0,3105745	0,0690677	0,7251478	0,1473270	0,9992640	0,0070136	0,9998715
240	0,7747411	0,8599428	0,6325184	0,0425866	0,0423313	0,9895528	0,0809544	0,9824011	0,0775966	0,3105886	0,0690640	0,7255555	0,1473279	0,9992639	0,0070136	0,9998715
260	0,7747410	0,8599427	0,6325184	0,0425866	0,0423313	0,9895527	0,0809544	0,9824010	0,0775966	0,3105947	0,0690618	0,7257781	0,1473285	0,9992639	0,0070136	0,9998715
280	0,7747408	0,8599426	0,6325184	0,0425866	0,0423313	0,9895527	0,0809544	0,9824010	0,0775966	0,3105973	0,0690605	0,7258995	0,1473289	0,9992639	0,0070136	0,9998715
300	0,7747406	0,8599424	0,6325184	0,0425866	0,0423313	0,9895527	0,0809544	0,9824010	0,0775966	0,3105984	0,0690597	0,7259658	0,1473292	0,9992639	0,0070136	0,9998715
320	0,7747404	0,8599422	0,6325184	0,0425866	0,0423313	0,9895527	0,0809544	0,9824010	0,0775966	0,3105989	0,0690592	0,7260020	0,1473294	0,9992639	0,0070136	0,9998715
340	0,7747403	0,8599420	0,6325184	0,0425866	0,0423313	0,9895527	0,0809544	0,9824010	0,0775966	0,3105991	0,0690589	0,7260217	0,1473296	0,9992639	0,0070136	0,9998715
360	0,7747403	0,8599419	0,6325184	0,0425866	0,0423313	0,9895527	0,0809544	0,9824010	0,0775966	0,3105992	0,0690588	0,7260325	0,1473297	0,9992639	0,0070136	0,9998715
380	0,7747402	0,8599419	0,6325184	0,0425866	0,0423313	0,9895527	0,0809544	0,9824010	0,0775966	0,3105993	0,0690587	0,7260384	0,1473298	0,9992639	0,0070136	0,9998715
400	0,7747402	0,8599418	0,6325184	0,0425866	0,0423313	0,9895527	0,0809544	0,9824010	0,0775966	0,3105993	0,0690586	0,7260416	0,1473298	0,9992639	0,0070136	0,9998715
420	0,7747402	0,8599418	0,6325184	0,0425866	0,0423313	0,9895527	0,0809544	0,9824010	0,0775966	0,3105993	0,0690586	0,7260433	0,1473298	0,9992639	0,0070136	0,9998715
440	0,7747402	0,8599418	0,6325184	0,0425866	0,0423313	0,9895527	0,0809544	0,9824010	0,0775966	0,3105993	0,0690585	0,7260443	0,1473299	0,9992639	0,0070136	0,9998715
460	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,3105993	0,0690585	0,7260448	0,1473299	0,9992639	0,0070136	0,9998715
480	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,3105993	0,0690585	0,7260451	0,1473299	0,9992639	0,0070136	0,9998715
500	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,3105993	0,0690585	0,7260453	0,1473299	0,9992639	0,0070136	0,9998715
520	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,3105993	0,0690585	0,7260454	0,1473299	0,9992639	0,0070136	0,9998715
540	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,3105993	0,0690585	0,7260454	0,1473299	0,9992639	0,0070136	0,9998715
560	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,3105993	0,0690585	0,7260454	0,1473299	0,9992639	0,0070136	0,9998715
580	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,1627222	0,0701331	0,4074743	0,1473299	0,9992639	0,0070136	0,9998715
600	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0989952	0,0707749	0,2336062	0,1473299	0,9992639	0,0070136	0,9998715
620	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0715323	0,0711581	0,1387133	0,1473299	0,9992639	0,0070136	0,9998715
640	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0596973	0,0713870	0,0869231	0,1473299	0,9992639	0,0070136	0,9998715
660	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0545970	0,0715236	0,0586573	0,1473299	0,9992639	0,0070136	0,9998715
680	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0523991	0,0716052	0,0432305	0,1473299	0,9992639	0,0070136	0,9998715
700	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0514519	0,0716540	0,0348110	0,1473299	0,9992639	0,0070136	0,9998715
720	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0510437	0,0716831	0,0302158	0,1473299	0,9992639	0,0070136	0,9998715
740	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0508678	0,0717005	0,0277079	0,1473299	0,9992639	0,0070136	0,9998715
760	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507920	0,0717108	0,0263391	0,1473299	0,9992639	0,0070136	0,9998715
780	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507593	0,0717170	0,0255921	0,1473299	0,9992639	0,0070136	0,9998715
800	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507453	0,0717207	0,0251843	0,1473299	0,9992639	0,0070136	0,9998715
820	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507392	0,0717229	0,0249618	0,1473299	0,9992639	0,0070136	0,9998715
840	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507366	0,0717243	0,0248404	0,1473299	0,9992639	0,0070136	0,9998715
860	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507355	0,0717251	0,0247741	0,1473299	0,9992639	0,0070136	0,9998715
880	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507350	0,0717255	0,0247379	0,1473299	0,9992639	0,0070136	0,9998715
900	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507348	0,0717258	0,0247182	0,1473299	0,9992639	0,0070136	0,9998715
920	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507347	0,0717260	0,0247074	0,1473299	0,9992639	0,0070136	0,9998715
940	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507346	0,0717261	0,0247015	0,1473299	0,9992639	0,0070136	0,9998715
960	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507346	0,0717261	0,0246983	0,1473299	0,9992639	0,0070136	0,9998715
980	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507346	0,0717262	0,0246966	0,1473299	0,9992639	0,0070136	0,9998715
1000	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507346	0,0717262	0,0246956	0,1473299	0,9992639	0,0070136	0,9998715
1020	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507346	0,0717262	0,0246951	0,1473299	0,9992639	0,0070136	0,9998715
1040	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507346	0,0717262	0,0246948	0,1473299	0,9992639	0,0070136	0,9998715
1060	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507346	0,0717262	0,0246946	0,1473299	0,9992639	0,0070136	0,9998715
1080	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507346	0,0717262	0,0246946	0,1473299	0,9992639	0,0070136	0,9998715
1100	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809544	0,9824010	0,0775966	0,0507346	0,0717262	0,0246945	0,1473299	0,9992639	0,0070136	0,9998715

0	0,7748684	0,8599822	0,6325081	0,0425865	0,0423307	0,9895617	0,0809544	0,9824067	0,0775965	0,0507336	0,0717261	0,0246914	0,1471955	0,9992651	0,0070107	0,9998717
20	0,7747828	0,8599466	0,6325115	0,0425865	0,0423309	0,9895590	0,1118616	0,5716645	0,0775965	0,0507339	0,0717262	0,0246922	0,3269829	0,9992648	0,0070115	0,9998716
40	0,7747388	0,8599273	0,6325148	0,0425865	0,0423310	0,9895571	0,1329819	0,3363885	0,0775966	0,0507341	0,0717262	0,0246929	0,4504172	0,9992645	0,0070121	0,9998716
60	0,7747211	0,8599202	0,6325169	0,0425865	0,0423311	0,9895557	0,1474144	0,2016206	0,0775966	0,0507342	0,0717262	0,0246933	0,5351621	0,9992644	0,0070126	0,9998716
80	0,7747180	0,8599206	0,6325181	0,0425865	0,0423311	0,9895548	0,1572768	0,1244247	0,0775966	0,0507343	0,0717262	0,0246936	0,5933443	0,9992642	0,0070129	0,9998715
100	0,7747216	0,8599247	0,6325185	0,0425865	0,0423312	0,9895542	0,1640162	0,0802063	0,0775966	0,0507344	0,0717262	0,0246939	0,6332897	0,9992641	0,0070131	0,9998715
120	0,7747272	0,8599297	0,6325186	0,0425865	0,0423312	0,9895537	0,1686215	0,0548776	0,0775966	0,0507345	0,0717262	0,0246940	0,6607146	0,9992641	0,0070132	0,9998715
140	0,7747324	0,8599344	0,6325186	0,0425865	0,0423312	0,9895534	0,1717686	0,0403692	0,0775966	0,0507345	0,0717262	0,0246942	0,6795433	0,9992640	0,0070134	0,9998715
160	0,7747364	0,8599380	0,6325185	0,0425866	0,0423312	0,9895532	0,1739191	0,0320587	0,0775966	0,0507345	0,0717262	0,0246942	0,6924704	0,9992640	0,0070134	0,9998715
180	0,7747389	0,8599404	0,6325185	0,0425866	0,0423313	0,9895530	0,1753887	0,0272984	0,0775966	0,0507346	0,0717262	0,0246943	0,7013455	0,9992640	0,0070135	0,9998715
200	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895529	0,1763929	0,0245716	0,0775966	0,0507346	0,0717262	0,0246943	0,7074388	0,9992640	0,0070135	0,9998715
220	0,7747410	0,8599425	0,6325184	0,0425866	0,0423313	0,9895528	0,1770791	0,0230097	0,0775966	0,0507346	0,0717262	0,0246944	0,7116223	0,9992640	0,0070136	0,9998715
240	0,7747411	0,8599428	0,6325184	0,0425866	0,0423313	0,9895528	0,1775481	0,0221151	0,0775966	0,0507346	0,0717262	0,0246944	0,7144944	0,9992639	0,0070136	0,9998715
260	0,7747410	0,8599427	0,6325184	0,0425866	0,0423313	0,9895527	0,1778685	0,0216026	0,0775966	0,0507346	0,0717262	0,0246944	0,7164663	0,9992639	0,0070136	0,9998715
280	0,7747408	0,8599426	0,6325184	0,0425866	0,0423313	0,9895527	0,1780875	0,0213090	0,0775966	0,0507346	0,0717262	0,0246944	0,7178201	0,9992639	0,0070136	0,9998715
300	0,7747406	0,8599424	0,6325184	0,0425866	0,0423313	0,9895527	0,1782371	0,0211409	0,0775966	0,0507346	0,0717262	0,0246944	0,7187496	0,9992639	0,0070136	0,9998715
320	0,7747404	0,8599422	0,6325184	0,0425866	0,0423313	0,9895527	0,1783394	0,0210446	0,0775966	0,0507346	0,0717262	0,0246944	0,7193878	0,9992639	0,0070136	0,9998715
340	0,7747403	0,8599420	0,6325184	0,0425866	0,0423313	0,9895527	0,1784092	0,0209894	0,0775966	0,0507346	0,0717262	0,0246944	0,7198259	0,9992639	0,0070136	0,9998715
360	0,7747403	0,8599419	0,6325184	0,0425866	0,0423313	0,9895527	0,1784570	0,0209578	0,0775966	0,0507346	0,0717262	0,0246944	0,7201267	0,9992639	0,0070136	0,9998715
380	0,7747402	0,8599419	0,6325184	0,0425866	0,0423313	0,9895527	0,1784896	0,0209397	0,0775966	0,0507346	0,0717262	0,0246945	0,7203332	0,9992639	0,0070136	0,9998715
400	0,7747402	0,8599418	0,6325184	0,0425866	0,0423313	0,9895527	0,1785119	0,0209293	0,0775966	0,0507346	0,0717262	0,0246945	0,7204750	0,9992639	0,0070136	0,9998715
420	0,7747402	0,8599418	0,6325184	0,0425866	0,0423313	0,9895527	0,1785271	0,0209234	0,0775966	0,0507346	0,0717262	0,0246945	0,7205723	0,9992639	0,0070136	0,9998715
440	0,7747402	0,8599418	0,6325184	0,0425866	0,0423313	0,9895527	0,1785375	0,0209200	0,0775966	0,0507346	0,0717262	0,0246945	0,7206392	0,9992639	0,0070136	0,9998715
460	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,1785447	0,0209180	0,0775966	0,0507346	0,0717262	0,0246945	0,7206851	0,9992639	0,0070136	0,9998715
480	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,1785495	0,0209169	0,0775966	0,0507346	0,0717262	0,0246945	0,7207166	0,9992639	0,0070136	0,9998715
500	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,1785528	0,0209163	0,0775966	0,0507346	0,0717262	0,0246945	0,7207382	0,9992639	0,0070136	0,9998715
520	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,1785551	0,0209159	0,0775966	0,0507346	0,0717262	0,0246945	0,7207530	0,9992639	0,0070136	0,9998715
540	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,1785567	0,0209157	0,0775966	0,0507346	0,0717262	0,0246945	0,7207632	0,9992639	0,0070136	0,9998715
560	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,1785577	0,0209156	0,0775966	0,0507346	0,0717262	0,0246945	0,7207702	0,9992639	0,0070136	0,9998715
580	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,1476513	0,4316553	0,0775966	0,0507346	0,0717262	0,0246945	0,5410291	0,9992639	0,0070136	0,9998715
600	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,1265315	0,6669299	0,0775966	0,0507346	0,0717262	0,0246945	0,4176266	0,9992639	0,0070136	0,9998715
620	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,1120993	0,8016969	0,0775966	0,0507346	0,0717262	0,0246945	0,3329039	0,9992639	0,0070136	0,9998715
640	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,1022372	0,8788924	0,0775966	0,0507346	0,0717262	0,0246945	0,2747369	0,9992639	0,0070136	0,9998715
660	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0954979	0,9231105	0,0775966	0,0507346	0,0717262	0,0246945	0,2348020	0,9992639	0,0070136	0,9998715
680	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0908926	0,9484390	0,0775966	0,0507346	0,0717262	0,0246945	0,2073845	0,9992639	0,0070136	0,9998715
700	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0877457	0,9629473	0,0775966	0,0507346	0,0717262	0,0246945	0,1885608	0,9992639	0,0070136	0,9998715
720	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0855952	0,9712578	0,0775966	0,0507346	0,0717262	0,0246945	0,1756372	0,9992639	0,0070136	0,9998715
740	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0841257	0,9760181	0,0775966	0,0507346	0,0717262	0,0246945	0,1667645	0,9992639	0,0070136	0,9998715
760	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0831215	0,9787448	0,0775966	0,0507346	0,0717262	0,0246945	0,1606729	0,9992639	0,0070136	0,9998715
780	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0824353	0,9803067	0,0775966	0,0507346	0,0717262	0,0246945	0,1564906	0,9992639	0,0070136	0,9998715
800	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0819664	0,9812013	0,0775966	0,0507346	0,0717262	0,0246945	0,1536193	0,9992639	0,0070136	0,9998715
820	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0816459	0,9817138	0,0775966	0,0507346	0,0717262	0,0246945	0,1516479	0,9992639	0,0070136	0,9998715
840	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0814269	0,9820074	0,0775966	0,0507346	0,0717262	0,0246945	0,1502945	0,9992639	0,0070136	0,9998715
860	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0812773	0,9821755	0,0775966	0,0507346	0,0717262	0,0246945	0,1493653	0,9992639	0,0070136	0,9998715
880	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0811751	0,9822718	0,0775966	0,0507346	0,0717262	0,0246945	0,1487273	0,9992639	0,0070136	0,9998715
900	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0811052	0,9823270	0,0775966	0,0507346	0,0717262	0,0246945	0,1482893	0,9992639	0,0070136	0,9998715
920	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0810575	0,9823586	0,0775966	0,0507346	0,0717262	0,0246945	0,1479886	0,9992639	0,0070136	0,9998715
940	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0810248	0,9823767	0,0775966	0,0507346	0,0717262	0,0246945	0,1477821	0,9992639	0,0070136	0,9998715
960	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0810025	0,9823871	0,0775966	0,0507346	0,0717262	0,0246945	0,1476404	0,9992639	0,0070136	0,9998715
980	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809873	0,9823930	0,0775966	0,0507346	0,0717262	0,0246945	0,1475431	0,9992639	0,0070136	0,9998715
1000	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809769	0,9823964	0,0775966	0,0507346	0,0717262	0,0246945	0,1474763	0,9992639	0,0070136	0,9998715
1020	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809698	0,9823983	0,0775966	0,0507346	0,0717262	0,0246945	0,1474304	0,9992639	0,0070136	0,9998715
1040	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809649	0,9823995	0,0775966	0,0507346	0,0717262	0,0246945	0,1473989	0,9992639	0,0070136	0,9998715
1060	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809616	0,9824001	0,0775966	0,0507346	0,0717262	0,0246945	0,1473773	0,9992639	0,0070136	0,9998715
1080	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809593	0,9824005	0,0775966	0,0507346	0,0717262	0,0246945	0,1473625	0,9992639	0,0070136	0,9998715
1100	0,7747403	0,8599418	0,6325184	0,0425866	0,0423313	0,9895526	0,0809578	0,9824007	0,0775966	0,0507346	0,0717262	0,0246945	0,1473523	0,9992639	0,0070136	0,9998715

