deoR	nupG	cytR	crp	rhaR	tsx	deoC	deoA	deoB	deoD	udp	ppiA	cdd	nupC	rpoH	glgP
0,7047855	0,3419353	0,4382565	0,0931593	0,1005318	0,4805606	0,7135439	0,5352515	0,5989208	0,3049391	0,7368056	0,3689869	0,3376384	0,3037292	0,3212159	0,0164825
