"Time"	yoeB	yefM	alaS	mngB	mngR	mngA	artJ	argR	argB	artI	artQ	argA	artM	argC	argE	artP
380	0,2226129	0,4132162	0,2754116	0,6833101	0,3280517	0,1950940	0,2484809	0,3172761	0,0026651	0,3948041	0,0772108	0,8077505	0,4662245	0,5000756	0,0220930	0,1838744
400	0,3109175	0,5595013	0,2665190	0,5880023	0,2652737	0,1819297	0,2287329	0,2733705	0,0281147	0,3935020	0,1191462	0,7922238	0,4981140	0,4836374	0,0062556	0,2229695
420	0,3141825	0,4805315	0,2784939	0,6978014	0,3873599	0,1796234	0,2653239	0,3342195	0,0046392	0,4689913	0,1109349	0,7405476	0,4683975	0,5284454	0,0095941	0,2156481
440	0,3567283	0,4871401	0,2847847	0,5928445	0,4661034	0,1997027	0,2687972	0,3215165	0,0043608	0,4680620	0,1145117	0,7758110	0,4094690	0,4128333	0,0180248	0,1823981
460	0,2763583	0,4635900	0,3760892	0,6585879	0,4654467	0,1761076	0,3744133	0,3329546	0,0049109	0,5601464	0,0914719	0,7959257	0,3746864	0,4121973	0,0314603	0,1988109
480	0,3050527	0,6046676	0,2355948	0,6406809	0,5153851	0,1145653	0,2525423	0,2514503	0,0039508	0,5496151	0,0868223	0,8051922	0,4774327	0,4698361	0,0159859	0,1914084
500	0,2434919	0,5264466	0,2690240	0,6664272	0,4380940	0,1719915	0,2628455	0,2254982	0,0002316	0,6104706	0,1021911	0,7828627	0,5022352	0,4799311	0,0100441	0,2807497
520	0,2875687	0,5178114	0,2456926	0,6148192	0,3594083	0,1623692	0,1968271	0,2878399	0,0016755	0,5373501	0,1131049	0,7135207	0,5764164	0,5336867	0,0147027	0,3277915
540	0,1999617	0,4574125	0,2066846	0,5762916	0,2899355	0,2192683	0,2877548	0,3150876	0,0036756	0,5879754	0,0963635	0,5278703	0,5086196	0,6235446	0,0039247	0,1924123
560	0,3119640	0,4525772	0,2435144	0,6769248	0,3959342	0,1916631	0,2641644	0,3552466	0,0000000	0,6961669	0,1120476	0,6762197	0,4402639	0,5418466	0,0043165	0,2823394
580	0,3481150	0,4136974	0,2521282	0,6069578	0,3520364	0,2289592	0,2390706	0,2330663	0,0143332	0,4906501	0,1068832	0,6847750	0,6008021	0,4422327	0,0037016	0,2255015
600	0,2731076	0,5162756	0,4081934	0,7190716	0,2815971	0,2154167	0,2213936	0,2705271	0,0183427	0,6524939	0,0485192	0,7312688	0,5827197	0,4230945	0,0059894	0,2199476
620	0,2344256	0,5487062	0,4011266	0,6941954	0,3949115	0,1461110	0,2910461	0,3099592	0,0068418	0,6113460	0,1214621	0,6041296	0,6857382	0,5455656	0,0048172	0,2977354
640	0,3591408	0,4935283	0,4121146	0,6540877	0,4168429	0,1686886	0,2572749	0,3554617	0,0076550	0,7678955	0,1103245	0,6655012	0,6673303	0,3724001	0,0090560	0,1858109
660	0,3833281	0,5139977	0,3530337	0,8044899	0,3917869	0,1904292	0,2087837	0,3325510	0,0054145	0,6741188	0,0887787	0,7292191	0,6441999	0,4499829	0,0124786	0,3037587
680	0,3044182	0,5996029	0,3991574	0,6581607	0,3205342	0,1428172	0,3204160	0,2567789	0,0192925	0,8408791	0,0983382	0,6930886	0,5748782	0,3890119	0,0124109	0,1475975
700	0,2968788	0,5012759	0,5697658	0,7575496	0,4635603	0,2052984	0,2688966	0,3486445	0,0066350	0,6893472	0,1214779	0,7323263	0,5352973	0,4461265	0,0054136	0,1403867
720	0,3391969	0,4468127	0,4512396	0,8432597	0,4796828	0,1710386	0,2301769	0,2864058	0,0049729	0,6835267	0,1358257	0,8039913	0,8214626	0,5170904	0,0070321	0,1341598
740	0,3165422	0,5796618	0,5334061	0,7124919	0,2882955	0,1469494	0,3010388	0,2432790	0,0093989	0,7178444	0,1451726	0,7654863	0,6744458	0,3782429	0,0047513	0,2375717
760	0,2194138	0,5072298	0,6041721	0,6938931	0,3016477	0,1866166	0,2199017	0,3232065	0,0057569	0,6207433	0,0969591	0,8257158	0,6948150	0,4128677	0,0075093	0,1625826
780	0,3563196	0,5458025	0,4795345	0,6689722	0,3433828	0,1257290	0,3534384	0,2417822	0,0074725	0,7868702	0,0678571	0,9585689	0,7557140	0,5535134	0,0328030	0,1557838
800	0,2734611	0,6318053	0,4218467	0,7725694	0,4711714	0,1351145	0,2427129	0,4729517	0,0088470	0,6059846	0,0668847	0,7381661	0,6110574	0,4899213	0,0064114	0,2293087
820	0,2950536	0,5586027	0,4597653	0,6958999	0,3868056	0,0882349	0,2749916	0,3639292	0,0295625	0,7289499	0,0902717	0,8248311	0,7443117	0,4984567	0,0163826	0,2022496
840	0,3478620	0,5540234	0,4918718	0,7032012	0,3678309	0,1770733	0,2279810	0,2894239	0,0053419	0,6428788	0,0807663	0,8251796	0,5724468	0,3913652	0,0168322	0,1824362
860	0,3407683	0,5766882	0,5767101	0,6492460	0,4494603	0,1127288	0,1734969	0,3238273	0,0374327	0,5514968	0,0566460	0,7572968	0,6653703	0,4067117	0,0089367	0,1873524
880	0,3111239	0,6050411	0,5695201	0,7052847	0,3984056	0,1513230	0,1502162	0,3515031	0,0150521	0,4952852	0,0951467	0,7804402	0,6385451	0,4301631	0,0167858	0,2051519
900	0,2775086	0,5205125	0,5982626	0,7123028	0,5077518	0,2303809	0,2620034	0,3235797	0,0084733	0,6551158	0,0936934	0,8483284	0,6757721	0,4153628	0,0107343	0,1933990
920	0,3185240	0,4729563	0,5851284	0,7517857	0,4216413	0,1474673	0,3329610	0,4360551	0,0320401	0,5436033	0,1019616	0,8607231	0,6021928	0,4226249	0,0118898	0,1969317
940	0,1816661	0,4235317	0,5154881	0,7880687	0,3188917	0,1105643	0,2400774	0,2748601	0,0307375	0,6222336	0,1158586	0,7079666	0,6478941	0,4699192	0,0078260	0,2213745
960	0,2221763	0,5069643	0,4639813	0,8512141	0,3666192	0,0938093	0,2977728	0,2776300	0,0121955	0,6478829	0,1250253	0,7378743	0,6679139	0,3610155	0,0023453	0,2012912
980	0,2633387	0,4422804	0,4115656	0,7925738	0,3035699	0,2173718	0,2291083	0,3272473	0,0134648	0,7368128	0,1295648	0,9674222	0,6845297	0,4402874	0,0060640	0,2675619
1000	0,2401669	0,6387180	0,4694560	0,6573520	0,3240131	0,2096077	0,2165920	0,3015365	0,0445371	0,6477853	0,0820532	0,8382513	0,6920053	0,4359216	0,0087994	0,2338156
1020	0,3829120	0,6039707	0,4405629	0,6198035	0,3893144	0,2431060	0,2561226	0,2567186	0,0198627	0,6770268	0,1169381	0,7509614	0,8612728	0,4693623	0,0017994	0,2279553
1040	0,2380309	0,5159393	0,5378253	0,6771830	0,4274589	0,1804687	0,3128294	0,3509016	0,0100921	0,6854495	0,0789914	0,6318338	0,7398404	0,4498867	0,0034782	0,2108367
1060	0,2798692	0,4836869	0,5252085	0,6967854	0,3213112	0,1616933	0,3571771	0,3514251	0,0165099	0,6422878	0,1636169	0,7960333	0,9289709	0,4964834	0,0186115	0,1727632
1080	0,2601771	0,6265438	0,5163589	0,7200314	0,3348690	0,1832398	0,2562899	0,3464978	0,0191329	0,9048150	0,0852520	0,7597840	0,7688826	0,5047614	0,0050702	0,1741599
1100	0,2255617	0,5924184	0,5304194	0,6760293	0,3344528	0,2263407	0,2560966	0,3001890	0,0106297	0,7227756	0,1142266	0,6477191	0,7487982	0,5847660	0,0142029	0,2108051

0	0,3722688	0,5013094	0,5331843	0,7344335	0,4506556	0,1010117	0,3182026	0,3134730	0,0137575	0,7791790	0,1092950	0,6555236	0,6676417	0,5197038	0,0157652	0,2295973
20	0,3674899	0,4466393	0,6200220	0,8216607	0,3045451	0,1948656	0,2028784	0,3643946	0,0080606	0,7028450	0,1091417	0,7586146	0,5614855	0,5029231	0,0188081	0,2269884
40	0,4135248	0,4771729	0,5102341	0,7663214	0,2838444	0,2023438	0,1650351	0,3019815	0,0074347	0,6461125	0,1336250	0,6288022	0,6155324	0,5007774	0,0103478	0,2658126
60	0,3006366	0,4685987	0,4323319	0,6182549	0,3100172	0,1510698	0,1688594	0,2623473	0,0048943	0,6920290	0,1352508	0,7663463	0,4341281	0,5422134	0,0040003	0,2050748
80	0,3474860	0,5382454	0,4871773	0,6066422	0,4079790	0,0837775	0,1161114	0,2803465	0,0078174	0,7744884	0,1288341	0,8521885	0,4033108	0,4111473	0,0075528	0,1887753
100	0,3517445	0,4776921	0,4031187	0,5588865	0,3785023	0,1018578	0,1402188	0,4143522	0,0095126	0,5982164	0,1281040	0,9021317	0,4080159	0,5662377	0,0070774	0,2084209
120	0,3026822	0,4200487	0,5200984	0,6373043	0,4126667	0,0424212	0,0751142	0,2888532	0,0014307	0,7291125	0,1598795	0,7012135	0,4168190	0,5367553	0,0039178	0,1840009
140	0,2753868	0,4708083	0,4602572	0,5957968	0,3241373	0,0283324	0,1167427	0,2414889	0,0021987	0,6530588	0,1321225	0,6650211	0,4010941	0,6327627	0,0040838	0,3150760
160	0,2386457	0,5066786	0,4679001	0,6421828	0,3626649	0,0384099	0,0645964	0,2871854	0,0011900	0,5964000	0,1364875	0,6453626	0,3800020	0,4536080	0,0042605	0,1633279
180	0,2732342	0,5669965	0,5110944	0,5545270	0,3695338	0,0519233	0,0554978	0,3324879	0,0016062	0,6916337	0,1692069	0,7608574	0,4306839	0,3945539	0,0114055	0,1759768
200	0,2559086	0,6141786	0,4527317	0,4909992	0,3409683	0,0486208	0,0477117	0,3015453	0,0029118	0,6646463	0,1249283	0,6955518	0,3237490	0,5218586	0,0268058	0,2027588
220	0,3085026	0,4891518	0,4012691	0,5051539	0,3247888	0,0407175	0,0358030	0,2439015	0,0034996	0,7103148	0,1173299	0,7561198	0,3328030	0,4009821	0,0126413	0,2753018
240	0,3449072	0,4220793	0,4710746	0,4420283	0,3444194	0,0212524	0,0148402	0,2695290	0,0026869	0,7961870	0,1564670	0,6481018	0,3584760	0,4594203	0,0065936	0,2027099
260	0,2745091	0,5370485	0,3792643	0,5180357	0,3966360	0,0136397	0,0304610	0,2572473	0,0010252	0,7816198	0,1144353	0,7137538	0,3765111	0,4570439	0,0027722	0,2224897
280	0,3611630	0,4596925	0,5353181	0,5106431	0,3577442	0,0257997	0,0289654	0,3314514	0,0002801	0,8643335	0,1849383	0,7193102	0,3556131	0,5506667	0,0047773	0,2942786
300	0,3212568	0,4185134	0,4807927	0,5532007	0,2846024	0,0075652	0,0452072	0,2695621	0,0030765	0,7188468	0,1460902	0,7153576	0,3213249	0,4332291	0,0017291	0,2956236
320	0,2542845	0,4964261	0,6154518	0,5254603	0,3671080	0,0400733	0,0347230	0,3132860	0,0007214	0,7540874	0,1628210	0,9783613	0,3348271	0,4364785	0,0122821	0,1954317
340	0,3523049	0,4477390	0,3838969	0,4968213	0,3458752	0,0167178	0,0288599	0,2907027	0,0007509	0,7390523	0,0998620	0,7491628	0,3575558	0,4848689	0,0135229	0,2513105
360	0,2635787	0,4909781	0,3788422	0,5474323	0,3721706	0,0093421	0,0417478	0,2645947	0,0015722	0,6028254	0,1090184	0,8357770	0,3165920	0,3812437	0,0137880	0,2235842
380	0,2846011	0,4806325	0,3998400	0,5776735	0,4176465	0,0085878	0,0281127	0,3293297	0,0005022	0,6139874	0,1053317	0,7794620	0,3695385	0,4326207	0,0196516	0,2913707
400	0,2736667	0,5758093	0,5237709	0,4549999	0,4706978	0,0191340	0,0335913	0,3771881	0,0010952	0,6686305	0,1498730	0,7854283	0,2851882	0,4160633	0,0064629	0,2438389
420	0,2668059	0,5052256	0,3968462	0,4347139	0,3132955	0,0416612	0,0181347	0,3505433	0,0002569	0,7890788	0,1296505	0,8685308	0,3125165	0,4200309	0,0089404	0,2815622
440	0,3691019	0,5187572	0,5435885	0,4272417	0,3623396	0,0177260	0,0317013	0,3586841	0,0000000	0,8072646	0,0610843	0,8137710	0,3405636	0,4214550	0,0029425	0,2309185
460	0,3909566	0,4373540	0,4462225	0,4876207	0,3590046	0,0209365	0,0458530	0,2947753	0,0011700	0,7971711	0,1499444	0,7604620	0,2949016	0,3940603	0,0064405	0,2225297
480	0,2680552	0,6346854	0,4277529	0,4202245	0,3816184	0,0182540	0,0285469	0,2562876	0,0012992	0,7040675	0,1195815	0,8344457	0,3107801	0,4983761	0,0163833	0,1876163
500	0,2472156	0,5402404	0,5256264	0,4515534	0,4121878	0,0296117	0,0078940	0,3831545	0,0038883	0,7142681	0,1517304	0,6587671	0,3008878	0,4180173	0,0058665	0,1711742
520	0,3426409	0,4858530	0,4719589	0,3951069	0,3731772	0,0235663	0,0137953	0,3064188	0,0032065	0,6538748	0,1160389	0,7215728	0,2757951	0,4079957	0,0147298	0,2131886
540	0,2396034	0,5383728	0,4914040	0,4382608	0,3825660	0,0190102	0,0071331	0,2966814	0,0047885	0,7174684	0,0847310	0,8163826	0,2688064	0,4513491	0,0191187	0,1670684
560	0,2181542	0,5505494	0,5602410	0,4997568	0,4470848	0,0185471	0,0256422	0,2898505	0,0031577	0,7165724	0,0786114	0,7473382	0,2668973	0,5161597	0,0178152	0,2613341
580	0,2218767	0,5965313	0,4803269	0,4222743	0,3088750	0,0433709	0,0416216	0,2358956	0,0001091	0,7051732	0,0720401	0,6707018	0,4112641	0,3610123	0,0183048	0,1875537
600	0,3035681	0,4977131	0,5131617	0,5898477	0,3864447	0,0591149	0,1021671	0,3726410	0,0037715	0,8724723	0,1105974	0,7047654	0,3973634	0,3331984	0,0117305	0,3046511
620	0,3662011	0,5180108	0,4284360	0,6285404	0,3724945	0,1020294	0,1507703	0,3618811	0,0027422	0,6452271	0,1430751	0,8619634	0,4308769	0,4765771	0,0029689	0,2280201
640	0,3724258	0,4367145	0,4887771	0,5641004	0,3480373	0,1123454	0,1879079	0,3960627	0,0048553	0,7025926	0,1210126	0,6948382	0,4353507	0,5172190	0,0079611	0,2162690
660	0,2939479	0,4861719	0,4116036	0,6067054	0,4487117	0,1485516	0,2135618	0,3248123	0,0048531	0,7135548	0,1144771	0,7406638	0,5586603	0,4487194	0,0105122	0,2212555
680	0,2712361	0,4819360	0,6241723	0,5910598	0,3917076	0,1084317	0,1725330	0,3656277	0,0138087	0,6995266	0,0898140	0,9227264	0,5454363	0,5837766	0,0349331	0,2475949
700	0,2894722	0,5109307	0,5109129	0,5425131	0,3207055	0,1594398	0,1780425	0,3243997	0,0059296	0,9033421	0,1240854	0,7928999	0,4936465	0,4523961	0,0384705	0,2144988
720	0,2784037	0,4902289	0,5697300	0,7463845	0,3883808	0,0910144	0,2334669	0,3139781	0,0335448	0,7005528	0,0959230	0,8490767	0,6287967	0,5200687	0,0575503	0,3041712
740	0,2681871	0,5618033	0,4370589	0,8314256	0,3396376	0,1666869	0,2295181	0,2532685	0,0210227	0,7752403	0,1271185	0,6689955	0,5837872	0,5258538	0,0183409	0,3073379
760	0,2843124	0,5002701	0,4960303	0,7869849	0,3602165	0,2197613	0,2223317	0,3558317	0,0109720	0,6506362	0,0595764	0,7077826	0,6275260	0,4970585	0,0099214	0,2881757
780	0,2813969	0,4639610	0,5202119	0,8087949	0,4283480	0,1438740	0,2129569	0,2576446	0,0120446	0,6890015	0,1510902	0,6452381	0,7403585	0,4350653	0,0106187	0,1944213
800	0,2481524	0,4488601	0,3447221	0,6126070	0,3838687	0,1527714	0,2493062	0,3331596	0,0048293	0,8352800	0,1293760	0,7367225	0,6957994	0,4728675	0,0178931	0,2428951
820	0,2583089	0,5635293	0,4529609	0,7164435	0,3340849	0,2357700	0,2140932	0,3042180	0,0075461	0,7202698	0,1020127	0,6339873	0,6788480	0,4905613	0,0081109	0,1715176
840	0,2549108	0,4844663	0,5550478	0,7233568	0,3455463	0,2107751	0,2914274	0,2797836	0,0188068	0,6915994	0,0856853	0,7136110	0,6809658	0,5724349	0,0101453	0,1934711
860	0,2715865	0,5145677	0,5206159	0,7587209	0,3775818	0,1711030	0,3199882	0,2454006	0,0017478	0,7168072	0,1166106	0,6744045	0,6358885	0,5232499	0,0095601	0,1759236
880	0,3199455	0,4782267	0,4545710	0,7365126	0,3366336	0,1834036	0,2679397	0,3027554	0,0063503	0,7680319	0,1083287	0,7232919	0,7392232	0,5465522	0,0174472	0,1999532
900	0,3025746	0,6113750	0,4321207	0,7076458	0,3976435	0,1610927	0,2220790	0,3728084	0,0083283	0,6793242	0,1454731	0,7658720	0,6017449	0,5988416	0,0038096	0,3058456
920	0,2642536	0,4614831	0,4023312	0,6119715	0,3646787	0,1456936	0,3241757	0,2676757	0,0080963	0,6581266	0,1016451	0,7112180	0,8045789	0,5275852	0,0074931	0,1935528
940	0,3112642	0,5670827	0,5146778	0,6998597	0,3385330	0,1125330	0,2981914	0,3202447	0,0069432	0,6954890	0,1552954	0,7181688	0,7637154	0,5783536	0,0018633	0,2793519
960	0,3449722	0,4132670	0,4732659	0,6657268	0,2869931	0,1262587	0,2745321	0,2044372	0,0058516	0,6868353	0,1138619	0,6819588	0,7363532	0,5777063	0,0094483	0,2122691
980	0,2216830	0,4492568	0,4753831	0,7604893	0,3096022	0,1459802	0,2826201	0,3131748	0,0033128	0,6608125	0,1065310	0,8710795	0,6250335	0,6274369	0,0019619	0,2269656
1000	0,2972638	0,5134258	0,4739124	0,6935894	0,3764332	0,1510874	0,2444166	0,2992043	0,0052016	0,6234100	0,1022348	0,7403834	0,7174559	0,4463097	0,0015436	0,1590073
1020	0,3799717	0,4220044	0,4804337	0,7295686	0,3943310	0,1800852	0,2460097	0,2967566	0,0037484	0,5768811	0,1136457	0,7471794	0,9163581	0,6498525	0,0182727	0,1523662
1040	0,3144531	0,4198109	0,6248041	0,7217979	0,3418398	0,1668398	0,2991348	0,3197074	0,0204797	0,6209170	0,0829907	0,7977201	0,8862705	0,4946343	0,0019167	0,1689514
1060	0,2692074	0,5092730	0,5480196	0,8423269	0,4143558	0,1529409	0,3094958	0,3319447	0,0056882	0,6569302	0,0914124	0,8230453	0,7463353	0,5336655	0,0000000	0,1646660
1080	0,2367429	0,3405082	0,4713235	0,7757045	0,3923567	0,2119005	0,2001503	0,3239739	0,0163817	0,6694041	0,1387061	0,7716944	0,6960367	0,5408293	0,0024683	0,2410130
1100	0,2291039	0,5112967	0,4913985	0,7723109	0,3273839	0,2186563	0,2207071	0,3507491	0,0126964	0,7403197	0,1205860	0,8400826	0,5107807	0,5213154	0,0052438	0,2563372

0	0,3994509	0,6297631	0,5611364	0,7539089	0,4007289	0,1112464	0,2684167	0,3551505	0,0052186	0,6115823	0,1200893	0,7034432	0,7142543	0,5320279	0,0122823	0,2611586
20	0,2485738	0,3928313	0,3885454	0,8043412	0,4579357	0,1268975	0,2302673	0,2538692	0,0180137	0,5558367	0,1549692	0,5425573	0,6002356	0,5349582	0,0137631	0,1717734
40	0,2094016	0,4077664	0,4050230	0,6302768	0,2382932	0,0742105	0,2936010	0,3031496	0,0224666	0,5309146	0,0911342	0,7188666	0,6249046	0,4582348	0,0187733	0,2655950
60	0,2390389	0,3974822	0,5581495	0,5954105	0,2695572	0,0806544	0,1919655	0,2427824	0,0105746	0,5803769	0,1221801	0,4813916	0,5424729	0,6337853	0,0118986	0,2365451
80	0,3194094	0,3250344	0,5748655	0,4129930	0,2594877	0,0757875	0,2376701	0,1939613	0,0103279	0,4884965	0,1326426	0,3723421	0,6974682	0,5423458	0,0095488	0,2184291
100	0,4037019	0,3905196	0,5493182	0,2722876	0,2479830	0,0592533	0,2347110	0,2876772	0,0070485	0,4133453	0,1504376	0,3071710	0,7380391	0,6422817	0,0078086	0,1688741
120	0,3396231	0,3292801	0,4211763	0,2545037	0,3338013	0,0446755	0,2929508	0,3103705	0,0199410	0,4015819	0,1014221	0,2529102	0,6261805	0,5679951	0,0071683	0,2315602
140	0,3026983	0,3196318	0,4207874	0,2514143	0,2606253	0,0294418	0,2887721	0,3304751	0,0026014	0,3478386	0,1759454	0,2243600	0,6386056	0,6041805	0,0157450	0,2311340
160	0,2970042	0,3227697	0,3830172	0,2602479	0,2506497	0,0247658	0,3105893	0,3385732	0,0012896	0,3418591	0,0809244	0,1784856	0,6395038	0,5337459	0,0249290	0,1695507
180	0,3044101	0,2164588	0,4941942	0,1438277	0,2906811	0,0173558	0,2589710	0,3363173	0,0024773	0,3088561	0,0899929	0,1985469	0,6981276	0,5431546	0,0190195	0,1453720
200	0,4040312	0,2701321	0,4650528	0,1748062	0,3373917	0,0235205	0,2821380	0,3453443	0,0013677	0,2324853	0,1132736	0,1971128	0,8903123	0,5150171	0,0106751	0,1758419
220	0,2927069	0,1987850	0,4474447	0,2055206	0,2612742	0,0327653	0,2929323	0,2285805	0,0015741	0,2117009	0,1388808	0,1822365	0,6782828	0,6477470	0,0018958	0,1805521
240	0,3028808	0,2753174	0,3767939	0,1554367	0,2455454	0,0262092	0,3382484	0,2926574	0,0015196	0,2749328	0,1172430	0,1943423	0,7003461	0,5291832	0,0143673	0,1463254
260	0,2768950	0,2078359	0,3992470	0,1313945	0,2612962	0,0150848	0,3646001	0,3602816	0,0148607	0,2973723	0,1332421	0,0953488	0,7418530	0,5090163	0,0219762	0,2212694
280	0,3754215	0,1683972	0,4114575	0,1145916	0,2825150	0,0120194	0,3225803	0,2959416	0,0038759	0,2945814	0,1373695	0,1274392	0,7306592	0,5729475	0,0186491	0,2255002
300	0,3624250	0,2001289	0,4153998	0,1161578	0,2741941	0,0519322	0,2174171	0,2489003	0,0014019	0,3375578	0,1093878	0,1645247	0,7248675	0,5634334	0,0242162	0,2207133
320	0,3860393	0,1756398	0,3859741	0,0762071	0,2438667	0,0470439	0,2820194	0,2645889	0,0013048	0,3262526	0,1205191	0,1280254	0,7650373	0,5594093	0,0116410	0,2091277
340	0,4021086	0,2392349	0,5033639	0,0932729	0,2658003	0,0264523	0,2987490	0,2430878	0,0006289	0,3189598	0,0657435	0,0778704	0,7170049	0,5915567	0,0107170	0,2121387
360	0,4162839	0,1851150	0,4694518	0,1112838	0,2751473	0,0245404	0,3211344	0,2709719	0,0008309	0,3012423	0,1101698	0,1448752	0,6496659	0,5706488	0,0074323	0,2824189
380	0,4288968	0,2240524	0,4965365	0,1108277	0,2399258	0,0297913	0,3197755	0,2009494	0,0005006	0,2802158	0,1556168	0,1842313	0,7470463	0,6105095	0,0041327	0,2067685
400	0,4035372	0,1703333	0,4470410	0,1003685	0,3283539	0,0261344	0,4121241	0,3188785	0,0014213	0,3072257	0,1103560	0,0802119	0,6957089	0,6368941	0,0124260	0,3589326
420	0,3615395	0,1484851	0,4704011	0,1338556	0,2432233	0,0147225	0,3829097	0,2625824	0,0088735	0,2858801	0,0955154	0,0657442	0,7258339	0,6032379	0,0087844	0,1915767
440	0,3849352	0,1863251	0,3742613	0,1131140	0,3346237	0,0134123	0,3431662	0,3507906	0,0029652	0,2810517	0,1257308	0,1032422	0,9353775	0,6165455	0,0056152	0,1853631
460	0,3699241	0,1885907	0,4982790	0,1464261	0,2243951	0,0536483	0,3201201	0,2937973	0,0075369	0,2902523	0,0967703	0,1111407	0,6616624	0,6805546	0,0224095	0,1542699
480	0,3941937	0,1670650	0,4281801	0,0849283	0,2237377	0,0224608	0,3245098	0,2459331	0,0005716	0,2861975	0,1403317	0,0919587	0,7174419	0,4952971	0,0035668	0,2773320
500	0,3704316	0,1347289	0,4093363	0,1016838	0,2780553	0,0191897	0,2433989	0,2823305	0,0002663	0,3969223	0,1124514	0,1130328	0,7627051	0,5868320	0,0100405	0,2793957
520	0,3770974	0,2093262	0,4696381	0,0916696	0,3567282	0,0270173	0,3205308	0,2248931	0,0017575	0,3096119	0,1091518	0,0766483	0,7444484	0,5777576	0,0059182	0,2542296
540	0,3653286	0,1068898	0,4297176	0,1346854	0,3114555	0,0558061	0,3025612	0,2664873	0,0063799	0,2851906	0,1343555	0,0965149	0,6840437	0,5369131	0,0077085	0,2164368
560	0,4550616	0,1386803	0,4823179	0,0921156	0,2490347	0,0270793	0,2729143	0,3028645	0,0049980	0,2802514	0,1359698	0,1502767	0,7720712	0,6145182	0,0120533	0,2719672
580	0,3913404	0,1681448	0,5240229	0,1270667	0,2702625	0,0691884	0,3211754	0,2875993	0,0032337	0,3508570	0,0736049	0,1713811	0,7892534	0,5126406	0,0286298	0,2233373
600	0,3521489	0,2053876	0,5712758	0,2873483	0,3457037	0,1378957	0,3202166	0,2996943	0,0053340	0,4157895	0,1359019	0,2174761	0,6811605	0,6145283	0,0323559	0,2360251
620	0,3621572	0,2631100	0,3691598	0,3700691	0,3383574	0,1578838	0,2526035	0,3399026	0,0219710	0,5826783	0,1316374	0,3243201	0,7404922	0,7742322	0,0035367	0,2833982
640	0,3042568	0,3205166	0,4429609	0,6144665	0,4361240	0,1623474	0,3028241	0,3209868	0,0218054	0,6337860	0,1365011	0,5221040	0,6585539	0,6270630	0,0033536	0,3003381
660	0,3256711	0,3752019	0,4111059	0,5524272	0,3648708	0,2046386	0,2685384	0,4765308	0,0074579	0,7225095	0,0956467	0,5409826	0,6018989	0,6289150	0,0067534	0,2133696
680	0,4778245	0,3499164	0,5119229	0,5998784	0,3618223	0,1970862	0,3122441	0,2821038	0,0067253	0,6239531	0,1121661	0,6196721	0,6822763	0,4524103	0,0105196	0,2834786
700	0,3573066	0,3806384	0,4057537	0,5721698	0,4636194	0,2066523	0,2520909	0,3409161	0,0112622	0,7197353	0,1198989	0,5885532	0,6005082	0,5187067	0,0135417	0,2070444
720	0,3511792	0,3945930	0,5468077	0,6578237	0,3947505	0,1147351	0,2556363	0,3645727	0,0150860	0,7089891	0,0979092	0,6638877	0,7168415	0,6589399	0,0152306	0,1755368
740	0,3915935	0,4387116	0,4992423	0,6616498	0,4510548	0,1733954	0,2197923	0,2797254	0,0070500	0,7717603	0,1165465	0,6274888	0,7427571	0,5637112	0,0068057	0,1757944
760	0,2709571	0,4498039	0,4658104	0,8119766	0,3999413	0,1719596	0,2748234	0,3506667	0,0077480	0,7246172	0,1449220	0,7453832	0,6265519	0,4006885	0,0026818	0,2353655
780	0,3720620	0,3954809	0,4446288	0,7153732	0,3459177	0,1984048	0,2812256	0,3017375	0,0019578	0,8181106	0,1271694	0,7176675	0,6933013	0,5002322	0,0411025	0,2606091
800	0,3018020	0,5007316	0,3810134	0,7345719	0,4550407	0,1286012	0,2736155	0,3254100	0,0129934	0,6777676	0,1055251	0,8871891	0,6119978	0,5605378	0,0076707	0,2545528
820	0,2904750	0,5407543	0,4793742	0,6514753	0,3359865	0,2100919	0,2828154	0,2452540	0,0281849	0,6165322	0,1141330	0,7234945	0,7180762	0,4455089	0,0205864	0,2820404
840	0,2248115	0,4755770	0,5050913	0,7042952	0,3809955	0,1657134	0,2319845	0,2911633	0,0122088	0,6990424	0,1118676	0,6847328	0,6186332	0,4905109	0,0239340	0,1749991
860	0,3174714	0,5043786	0,5388325	0,5442766	0,4194152	0,1601846	0,2399084	0,2904629	0,0140999	0,6769947	0,0802535	0,8736665	0,6744120	0,4947834	0,0179285	0,2123159
880	0,2664537	0,5786860	0,4933132	0,6955492	0,3592735	0,1637661	0,2458005	0,3037425	0,0028388	0,7038489	0,0663844	0,7282202	0,7525328	0,5191950	0,0138053	0,1565686
900	0,3329643	0,4886005	0,5181286	0,6892354	0,4360197	0,1623737	0,2256632	0,2616240	0,0045450	0,7211349	0,0676581	0,7876191	0,6899371	0,4269502	0,0121401	0,2368686
920	0,3819270	0,5804404	0,5698153	0,7411390	0,3775705	0,1905419	0,1510181	0,3028924	0,0039611	0,7076931	0,1047356	0,7084861	0,6645386	0,4014196	0,0045224	0,1170920
940	0,2860440	0,5998727	0,4638523	0,6978796	0,2269757	0,2133588	0,1683179	0,3233212	0,0004852	0,6696077	0,1254185	0,7324687	0,6527996	0,3219699	0,0035581	0,2343252
960	0,3259288	0,5980178	0,5120235	0,6661348	0,2661593	0,1806407	0,2330943	0,3456392	0,0004329	0,6318071	0,0852170	0,8265783	0,7276615	0,4693896	0,0035758	0,2012000
