"Time"	yoeB	yefM	alaS	mngB	mngR	mngA	artJ	argR	argB	artI	artQ	argA	artM	argC	argE	artP
540	0,3643304	0,6860197	0,3248602	0,7512985	0,5286090	0,2431563	0,3063427	0,3623400	0,0082199	0,6664631	0,1634133	0,9785840	0,6508505	0,7818321	0,0040288	0,3060924
560	0,3771333	0,6775780	0,3558142	0,7719957	0,5417709	0,2707277	0,3055656	0,3630505	0,0049719	0,6383732	0,1486599	0,9552004	0,6256352	0,7052851	0,0084233	0,3282881
580	0,3866963	0,6803306	0,5801637	0,9470825	0,5243738	0,2399176	0,3352335	0,3811588	0,0145055	0,8080034	0,1453555	0,9955697	0,7203785	0,6461475	0,0065110	0,2811917
600	0,4265872	0,6815183	0,7250878	1,0161456	0,5501834	0,2323544	0,3703854	0,4049871	0,0065357	0,8284480	0,1455923	0,9661764	0,8013813	0,6521423	0,0062086	0,3301124
620	0,3886294	0,6122802	0,6653467	0,9394350	0,5147293	0,2166897	0,3792435	0,4534631	0,0064197	0,8471752	0,1251875	0,9977181	0,7844210	0,6850298	0,0106845	0,3095138
640	0,4149147	0,6463619	0,6437966	0,9643957	0,4477577	0,1636255	0,3557333	0,4506431	0,0093149	0,8799827	0,1109002	0,9847745	0,8255627	0,6110750	0,0088075	0,2638131
660	0,4105296	0,6364116	0,6638112	1,0010962	0,4129238	0,1639184	0,3715685	0,4333171	0,0204924	0,9249520	0,1269004	0,9858657	0,8105659	0,5977465	0,0081290	0,2524899
680	0,3972003	0,6331215	0,6449497	0,9784029	0,4844314	0,1674202	0,3314399	0,4200747	0,0173536	0,8787189	0,1275677	0,9789576	0,7945379	0,6077040	0,0133132	0,2415276
700	0,4011542	0,6491110	0,6954304	0,9841749	0,4397839	0,1394016	0,2936014	0,4196189	0,0179748	0,9022160	0,1247933	0,9417686	0,8753741	0,6650485	0,0094294	0,2591186
720	0,4354540	0,6991276	0,7334785	0,8805701	0,4598488	0,1573048	0,2908992	0,3901827	0,0201603	0,8962389	0,1163253	1,0439280	0,9532176	0,6839631	0,0105315	0,2459250
740	0,3928529	0,6610165	0,7157767	0,8388099	0,4659337	0,1736963	0,3059205	0,4100162	0,0141993	0,8429197	0,1266455	0,9738553	0,8982589	0,6762009	0,0116561	0,2437050
760	0,3979077	0,6798291	0,6807153	0,9274786	0,5623648	0,2175913	0,3172012	0,4435016	0,0173632	0,8010982	0,1156254	0,9134722	0,9586672	0,6618097	0,0090363	0,2444145
780	0,3899165	0,7198898	0,6519379	0,9087287	0,5261526	0,2021853	0,3034803	0,4335289	0,0155725	0,8835147	0,1068166	0,9722188	0,9168062	0,6752810	0,0107140	0,2757424
800	0,4142267	0,7102845	0,6300313	0,9579903	0,5178168	0,2022153	0,2923128	0,4455903	0,0131850	0,7994555	0,1108770	1,0047413	0,9349146	0,5801839	0,0149879	0,2675650
820	0,4188894	0,7335626	0,7180451	0,9325147	0,5023638	0,1819883	0,3120376	0,4094006	0,0161920	0,8492997	0,1150973	0,9965043	0,9701194	0,5262057	0,0238894	0,2531557
840	0,3595286	0,6771444	0,7190133	0,9144554	0,4736567	0,2050229	0,2973490	0,4074408	0,0310786	0,8603443	0,1271796	0,9825911	0,9788935	0,5590143	0,0128021	0,2641284
860	0,3860228	0,6677355	0,6974582	0,9525200	0,5497032	0,1791333	0,2915665	0,3985355	0,0223964	0,8064574	0,1345462	1,0413857	0,9237644	0,5347830	0,0099410	0,2514100
880	0,3992462	0,6521928	0,6086433	0,9738449	0,5144417	0,1748177	0,2855241	0,3934879	0,0153505	0,8281128	0,1366608	1,0492821	0,8764180	0,5801660	0,0067548	0,2307841
900	0,3611353	0,6460776	0,5502578	0,8900086	0,4437361	0,2088282	0,2921433	0,4585153	0,0149067	0,8750991	0,1353028	1,0383016	0,9355082	0,5583159	0,0011153	0,2645530
920	0,3461428	0,6682503	0,5166616	0,9889199	0,4362132	0,1847944	0,3004631	0,4780161	0,0233961	0,8510441	0,1490046	0,9813882	0,9593632	0,5644545	0,0055331	0,2396122
940	0,3329107	0,6597581	0,5691290	1,0300574	0,4363807	0,1784866	0,2881648	0,4286995	0,0178357	0,8918748	0,1523533	0,9999764	0,9491131	0,5467532	0,0015436	0,2401231
960	0,3471672	0,6729375	0,5212752	0,9453281	0,4847767	0,2193533	0,3149116	0,4379633	0,0108098	0,9361767	0,1497609	1,0309532	0,9108273	0,5864090	0,0084448	0,2621654
980	0,3438413	0,6702087	0,5850065	0,9955966	0,5116674	0,1974532	0,2885839	0,4463396	0,0104699	0,9175892	0,1331969	1,0873851	0,9309801	0,6125707	0,0042917	0,2782077
1000	0,3511828	0,6950988	0,6195031	0,9726036	0,4948193	0,2240679	0,3011625	0,4410147	0,0118052	0,9037018	0,1489786	1,0443118	0,9604556	0,6013692	0,0107322	0,2848295
1020	0,3131360	0,6525358	0,6466403	0,9635438	0,4470515	0,2151512	0,3152469	0,4601076	0,0136291	0,9040262	0,1373023	1,0145194	0,9955656	0,6122533	0,0074914	0,3172406
1040	0,3211957	0,6540928	0,6839009	1,0046016	0,4807814	0,2181604	0,3469849	0,4273087	0,0160690	0,9225670	0,1152576	1,0157328	0,9940350	0,6394135	0,0105687	0,2772637
1060	0,3310789	0,7249757	0,6790891	0,9645228	0,5201902	0,2617392	0,3572384	0,4175861	0,0207435	0,9485214	0,1358364	0,9948381	0,9712625	0,6510203	0,0113546	0,2857773
1080	0,3425789	0,7125865	0,5860312	0,9138604	0,5332997	0,2506981	0,3585601	0,4362149	0,0124179	0,9533637	0,1502458	0,8978444	0,9449858	0,6414126	0,0187360	0,3044515
1100	0,3257906	0,7075223	0,6327625	0,9633212	0,5007590	0,1947623	0,3762053	0,3864470	0,0097864	0,9161241	0,1486546	0,9003215	0,9576641	0,6400830	0,0205305	0,2813404

0	0,4000132	0,6515465	0,5796497	1,0480861	0,5080704	0,1654157	0,3372386	0,4314835	0,0065202	0,8968690	0,1676354	1,0203437	0,8801678	0,6643341	0,0184241	0,3004976
20	0,4103036	0,6223324	0,6284495	0,8184125	0,4999040	0,1491624	0,2525945	0,3661843	0,0123289	0,8625552	0,1337258	0,9322010	0,7475459	0,6216728	0,0093202	0,3108363
40	0,4022752	0,6220976	0,5737219	0,7363520	0,5042760	0,0806370	0,1934869	0,3984156	0,0127925	0,8861258	0,1462229	0,9238416	0,6436756	0,6353756	0,0082115	0,2903763
60	0,4273983	0,6436563	0,5620962	0,7272698	0,5432030	0,0636875	0,1708271	0,3783071	0,0055005	0,8818507	0,1495005	0,9407429	0,5336653	0,7214538	0,0091940	0,2672571
80	0,4408066	0,6322004	0,5879880	0,6529994	0,5430761	0,0381323	0,1420883	0,3770667	0,0037589	0,9170748	0,1686331	0,9925406	0,5257524	0,7159661	0,0125531	0,2788991
100	0,4074929	0,5836004	0,6211209	0,6157760	0,4901375	0,0216508	0,1077444	0,4008867	0,0077843	0,8991609	0,1711471	1,0217420	0,5284790	0,6781004	0,0118429	0,2604020
120	0,4168576	0,5705495	0,5743917	0,6481429	0,4615497	0,0252719	0,1064162	0,3558226	0,0042426	0,8919438	0,1756708	0,9791719	0,5301182	0,7077477	0,0155737	0,2662159
140	0,3905418	0,5928270	0,6362562	0,6409226	0,4693612	0,0139599	0,1015295	0,3872522	0,0016052	0,9239984	0,1753761	0,9600497	0,5151041	0,6765073	0,0068494	0,3016231
160	0,4074041	0,5960446	0,5815656	0,6212732	0,4932293	0,0157906	0,0788406	0,4300758	0,0034173	0,9077337	0,1862263	0,9565666	0,5067442	0,6041633	0,0030744	0,3341206
180	0,4452055	0,6523572	0,5670440	0,6362847	0,4474830	0,0247004	0,0592250	0,4359148	0,0047646	0,8651250	0,1955856	0,9245636	0,4883587	0,5933666	0,0058090	0,2881689
200	0,4436755	0,6519736	0,5442834	0,6442377	0,4962570	0,0190117	0,0410065	0,4204530	0,0003681	0,9184144	0,1739331	0,9601690	0,4616459	0,5655862	0,0120955	0,2666483
220	0,4123769	0,6163254	0,6174552	0,6350811	0,5294560	0,0292021	0,0381649	0,4036008	0,0005786	0,8901482	0,1678404	0,9401494	0,4472921	0,5799701	0,0106224	0,2880906
240	0,3871714	0,5749247	0,6106580	0,6271106	0,5620688	0,0213349	0,0502606	0,4136697	0,0002753	0,8946622	0,1696257	0,9669948	0,4551100	0,5909168	0,0040892	0,3362615
260	0,4065614	0,5974304	0,5857761	0,6204022	0,4709228	0,0228260	0,0604425	0,4055229	0,0006967	0,8990582	0,1754125	0,9953739	0,4403158	0,5989510	0,0040258	0,3310232
280	0,3945706	0,5589916	0,6431411	0,6489437	0,4384511	0,0172901	0,0519173	0,3939248	0,0035175	0,8523410	0,1594034	1,0176738	0,4288359	0,5594689	0,0122088	0,2963544
300	0,3825940	0,6141692	0,6737028	0,6562599	0,4967062	0,0233766	0,0532813	0,3850055	0,0006407	0,9010004	0,1334141	1,0237305	0,4136638	0,5876611	0,0092589	0,2691381
320	0,3680665	0,5978104	0,6913660	0,6082418	0,5015185	0,0148897	0,0497391	0,3574137	0,0017800	0,8955123	0,1206030	0,9918797	0,4229826	0,5570550	0,0191958	0,2725864
340	0,3746386	0,6560172	0,6522138	0,5974547	0,4719779	0,0195682	0,0386859	0,4338088	0,0013637	0,9030047	0,1223571	1,0095392	0,4611073	0,6296298	0,0219934	0,2840765
360	0,3890415	0,6566359	0,5858612	0,5597122	0,4858926	0,0139974	0,0356454	0,4668958	0,0026331	0,9113334	0,1325115	0,9947149	0,4784757	0,5932942	0,0149567	0,3247133
380	0,3851407	0,6424081	0,5969767	0,6039529	0,4776891	0,0162907	0,0322585	0,4068469	0,0018080	0,9609048	0,1457374	0,9624042	0,4399235	0,6373839	0,0154062	0,2751338
400	0,4023339	0,6207752	0,6278476	0,5726287	0,4763073	0,0295492	0,0383215	0,4053145	0,0006330	0,9331878	0,1166559	0,9515145	0,4142902	0,5866927	0,0130624	0,2913782
420	0,3832530	0,6401602	0,6461107	0,6287750	0,5074953	0,0218753	0,0533873	0,4237378	0,0000841	0,8863018	0,1154138	1,0036334	0,4102208	0,5545480	0,0064041	0,2828442
440	0,3908314	0,7005140	0,6654272	0,6193309	0,5209812	0,0171598	0,0353158	0,3933084	0,0017113	0,7878488	0,1246073	1,0150035	0,3982854	0,5247442	0,0070561	0,3127424
460	0,3727116	0,6837869	0,5898957	0,6438889	0,5090043	0,0191468	0,0376973	0,4070238	0,0028546	0,8120755	0,1216514	0,9872853	0,3898734	0,5392870	0,0089669	0,2658454
480	0,3634629	0,6710947	0,6222276	0,6278344	0,5145478	0,0121128	0,0365521	0,4429973	0,0030424	0,7889087	0,1362925	0,9733904	0,4304456	0,5881547	0,0095886	0,2736689
500	0,3855732	0,6606090	0,7026299	0,6117361	0,4824963	0,0154707	0,0234044	0,3791649	0,0010780	0,7829712	0,1334700	0,9180502	0,4098023	0,5434230	0,0084414	0,2770372
520	0,3926358	0,6661273	0,6751969	0,6609037	0,4620065	0,0192824	0,0210608	0,3665192	0,0015127	0,8196154	0,1342609	0,9267567	0,4061218	0,5449077	0,0063589	0,2667223
540	0,3501406	0,6794854	0,6205450	0,5830910	0,4084235	0,0200405	0,0292351	0,4121179	0,0023145	0,8875976	0,1325894	0,9558212	0,4075854	0,5351064	0,0071753	0,3058330
560	0,3463299	0,7004702	0,5701239	0,6315875	0,4183349	0,0238715	0,0243679	0,4094201	0,0004656	0,8347485	0,1452600	0,9821870	0,4156505	0,5498045	0,0086678	0,2752655
580	0,3885863	0,6544560	0,6135144	0,8101439	0,4590818	0,1119310	0,1461578	0,4141565	0,0012941	0,8944409	0,1639549	0,8909154	0,5485993	0,5811355	0,0123877	0,2876939
600	0,3759055	0,6826648	0,5971789	0,9322242	0,5372807	0,1849048	0,1866133	0,4310534	0,0059739	0,8867335	0,1376937	0,9214424	0,6388637	0,6227883	0,0121471	0,3198331
620	0,3817363	0,6306750	0,6514453	0,9583566	0,5245007	0,1968728	0,2261637	0,4294858	0,0071579	0,9213922	0,1472999	0,9372211	0,6502146	0,6428136	0,0141841	0,2621448
640	0,3930751	0,6293566	0,6462896	0,9213800	0,5029525	0,1781048	0,2462075	0,4511974	0,0181583	0,9000127	0,1392642	0,9846732	0,6991751	0,6389769	0,0198308	0,2682149
660	0,4117384	0,6276417	0,6115257	0,9133194	0,4767338	0,1541758	0,2467313	0,4025393	0,0201834	0,9259735	0,1312609	0,9831023	0,7145820	0,5965085	0,0180028	0,2554613
680	0,3763790	0,6554535	0,6607805	0,9233469	0,4870232	0,2124206	0,2527663	0,4279957	0,0153040	0,9199867	0,1419119	1,0415526	0,7718605	0,6018220	0,0182389	0,2865011
700	0,3899114	0,6294121	0,6260112	0,9318313	0,4456871	0,2172920	0,2701840	0,3744092	0,0213764	0,8727402	0,1385077	0,9769041	0,8364301	0,6187267	0,0167632	0,2926104
720	0,3855370	0,6055002	0,5908106	0,9486794	0,4213611	0,1953981	0,2603486	0,3879025	0,0103715	0,8913342	0,1490486	0,9745983	0,8460806	0,6484357	0,0077507	0,3364836
740	0,3753575	0,6007748	0,5844326	0,8898968	0,4327241	0,1862904	0,2897967	0,4296234	0,0063531	0,9608562	0,1580311	1,0246690	0,8742155	0,6504365	0,0077390	0,3253390
760	0,3816297	0,6485878	0,6167554	0,8474028	0,4487273	0,2115172	0,3139081	0,4390351	0,0122074	0,9762310	0,1412409	0,9752008	0,9476270	0,6805504	0,0130049	0,3371885
780	0,3463057	0,7026050	0,6116617	0,9312870	0,4641925	0,2129936	0,3509163	0,4604168	0,0232274	0,9910442	0,1368429	0,9502240	0,9237147	0,6581295	0,0127762	0,3227270
800	0,3767895	0,7183640	0,6015976	0,9048179	0,4707191	0,2231036	0,3984183	0,4624766	0,0183509	0,9426408	0,1452396	0,9780838	0,9214067	0,6803866	0,0033712	0,2968715
820	0,3687233	0,7048583	0,6483933	0,9355275	0,4520483	0,2038933	0,3890703	0,3951022	0,0113018	0,9646433	0,1419670	0,9818119	0,8433062	0,6654662	0,0078586	0,2586641
840	0,3772773	0,6575822	0,6496508	0,8980527	0,3964667	0,1986307	0,3999027	0,3788387	0,0189767	0,9299599	0,1330814	0,9630062	0,9030339	0,6902071	0,0152162	0,2519271
860	0,4073039	0,6759214	0,6123432	0,9044001	0,4551990	0,2269174	0,3829648	0,4668899	0,0152218	0,9902640	0,1543774	0,9359863	0,9049392	0,6773186	0,0171877	0,3062368
880	0,4130935	0,6709389	0,6078493	0,9281925	0,4788943	0,2216105	0,3391754	0,4273142	0,0071803	0,9442808	0,1492779	0,9243634	0,8955737	0,6914369	0,0127992	0,3290882
900	0,3730923	0,6714829	0,6334671	1,0669773	0,5297083	0,1808216	0,3529943	0,4415648	0,0186247	0,8971471	0,1540048	0,9529856	0,8800911	0,7101234	0,0067433	0,3206076
920	0,3552911	0,6376353	0,6731491	1,0959064	0,4982568	0,2043647	0,3584449	0,4163235	0,0191425	0,8550172	0,1373623	0,9820350	0,9280627	0,6828296	0,0061828	0,2657746
940	0,3826670	0,6776153	0,7086197	1,1171550	0,4683783	0,2139240	0,3931590	0,4253033	0,0132154	0,8270084	0,1367921	0,9523105	0,8830000	0,6564662	0,0037722	0,2756123
960	0,3874766	0,6172532	0,6724385	1,0489126	0,5080505	0,2102702	0,3852529	0,4047139	0,0120390	0,8980586	0,1197602	0,9508313	0,9259912	0,6778409	0,0045328	0,2784338
980	0,3879570	0,6759470	0,6796118	1,0506309	0,5075084	0,2321906	0,3617799	0,4239428	0,0094072	0,8692907	0,1411539	0,9851006	0,9287922	0,7512893	0,0002920	0,2877371
1000	0,4209540	0,6143961	0,6471327	1,0545924	0,5734491	0,2161060	0,3373674	0,4133399	0,0175353	0,8255403	0,1422968	0,9236072	0,9420506	0,7314868	0,0037972	0,2286581
1020	0,3970376	0,5856731	0,6289783	1,0189877	0,5644904	0,2211305	0,3255168	0,3895669	0,0282641	0,8293300	0,1348986	0,9552891	0,9245320	0,7347149	0,0046747	0,2614675
1040	0,3634297	0,5880108	0,6384456	0,9818982	0,4957343	0,2214389	0,3318313	0,3846541	0,0257464	0,8290479	0,1117934	1,0048291	0,9157203	0,6552320	0,0073733	0,2520556
1060	0,3463889	0,5338151	0,5868189	1,0015749	0,4700773	0,2170516	0,3142879	0,4001196	0,0216813	0,8277237	0,1281893	1,0401953	0,8374898	0,6687311	0,0053239	0,3091919
1080	0,3555911	0,5376993	0,6018229	0,9968399	0,4510100	0,2298710	0,2893852	0,3804318	0,0194924	0,9478339	0,1463564	1,0158722	0,7945788	0,6636318	0,0116741	0,3339705
1100	0,3380112	0,6111657	0,5930376	0,9707584	0,4379262	0,2103987	0,3093354	0,3801287	0,0171904	0,9110070	0,1447375	0,9830214	0,8763508	0,6823573	0,0060588	0,2762670

0	0,4000132	0,6515465	0,5796497	1,0480861	0,5080704	0,1654157	0,3372386	0,4314835	0,0065202	0,8968690	0,1676354	1,0203437	0,8801678	0,6643341	0,0184241	0,3004976
20	0,3869620	0,4940504	0,5565800	0,5783572	0,3416192	0,1206963	0,3303725	0,3745173	0,0137227	0,6700503	0,1358126	0,7343560	0,8995246	0,6882291	0,0139584	0,3083920
40	0,3905236	0,4468260	0,6650481	0,3648453	0,2792237	0,0693088	0,3104861	0,3733364	0,0107011	0,5479057	0,1206349	0,5664012	0,8579636	0,7145248	0,0219682	0,3338776
60	0,4201091	0,3544173	0,6794319	0,2419332	0,2597341	0,0522931	0,3066218	0,3657945	0,0086284	0,4457310	0,1377182	0,4687243	0,8997667	0,6744893	0,0254764	0,3282906
80	0,3955831	0,3178082	0,6724560	0,2192301	0,2838651	0,0527934	0,2944110	0,3794926	0,0083539	0,4115776	0,1548088	0,3724913	0,9307795	0,7310606	0,0222613	0,3255550
100	0,3656263	0,2930174	0,6415441	0,2009075	0,3491155	0,0356218	0,3500731	0,3902157	0,0087337	0,3510797	0,1500143	0,2892708	0,9634742	0,7406284	0,0235157	0,2993194
120	0,3718175	0,2729802	0,6157769	0,1471572	0,3701954	0,0249320	0,3799669	0,3618650	0,0055989	0,4070081	0,1533184	0,2489953	0,9429187	0,7459715	0,0180501	0,2565957
140	0,3649106	0,2732018	0,6665532	0,1498336	0,3180440	0,0317775	0,4054250	0,3717910	0,0014581	0,4154985	0,1535614	0,2402864	0,9242966	0,6777127	0,0134822	0,2934355
160	0,3950796	0,2744292	0,6639855	0,1050860	0,3558746	0,0369124	0,3789087	0,3804129	0,0010315	0,3828432	0,1641508	0,2209990	0,9378921	0,6093596	0,0026153	0,3152604
180	0,3974205	0,2441375	0,6501023	0,1144809	0,3229120	0,0497507	0,3670871	0,3455686	0,0020917	0,3556922	0,1854677	0,2425319	0,8900723	0,6337268	0,0116024	0,2903077
200	0,3981553	0,1957063	0,6023901	0,1398833	0,3003834	0,0444788	0,3925122	0,3172723	0,0015287	0,3778752	0,1899590	0,1993262	0,9503368	0,6920535	0,0102326	0,3059663
220	0,4065352	0,1840818	0,5780523	0,1578186	0,3322004	0,0330926	0,3800498	0,3277243	0,0038670	0,3217211	0,1936516	0,1998382	0,8988785	0,7181376	0,0170865	0,3161084
240	0,4360418	0,2170930	0,5786524	0,1530714	0,3440021	0,0402037	0,3806323	0,3489167	0,0043409	0,3599957	0,1645774	0,1867023	0,9226153	0,7086998	0,0213127	0,2859586
260	0,4580912	0,2773173	0,5874781	0,1543593	0,3670401	0,0289593	0,3555165	0,3419416	0,0034465	0,3594432	0,1904652	0,1838182	0,9778543	0,7030553	0,0232781	0,3216748
280	0,4937205	0,2483018	0,6509434	0,1387544	0,3316467	0,0391978	0,3688159	0,3425904	0,0013039	0,3575388	0,1841869	0,1577301	0,9763685	0,7220469	0,0215913	0,3196057
300	0,5141093	0,2488710	0,6926930	0,1143570	0,3182365	0,0437298	0,3835931	0,3755970	0,0019643	0,3857704	0,1603434	0,1686956	0,9803975	0,7052274	0,0212340	0,3237265
320	0,4844142	0,2476071	0,6676089	0,1231741	0,2986788	0,0451526	0,4194516	0,3416927	0,0009867	0,3836986	0,1581853	0,1691854	0,9143278	0,7424171	0,0146666	0,3264019
340	0,4702775	0,2317183	0,6501009	0,1252370	0,2797957	0,0517981	0,4440569	0,3795943	0,0023230	0,4059456	0,1475213	0,1390798	0,9469407	0,8009491	0,0159175	0,3469826
360	0,4947712	0,2313191	0,5941436	0,1245919	0,2966875	0,0340649	0,4308911	0,3493954	0,0047439	0,4033712	0,1432333	0,1608852	0,9038198	0,8451369	0,0179308	0,3998723
380	0,4849924	0,2255174	0,5801439	0,1153235	0,3009579	0,0311452	0,4654287	0,4034171	0,0101019	0,4057850	0,1576449	0,1797055	0,9060252	0,8269318	0,0097843	0,3963556
400	0,4756191	0,2061826	0,6023469	0,1138948	0,3190544	0,0330813	0,4241342	0,3734083	0,0072786	0,3654031	0,1317836	0,1635441	0,9050851	0,8195819	0,0057091	0,3292877
420	0,4675855	0,1714644	0,5829297	0,1358781	0,3761409	0,0383327	0,4247726	0,3467567	0,0048729	0,3792235	0,1398683	0,1646325	0,9339961	0,8155544	0,0098256	0,3521954
440	0,5211378	0,1908160	0,6115895	0,1323210	0,3793810	0,0236624	0,3779864	0,3427713	0,0013902	0,3878859	0,1286620	0,1831126	0,8916978	0,7316243	0,0073458	0,3426852
460	0,5174280	0,1765658	0,6093459	0,1407494	0,3743303	0,0321604	0,3580570	0,3398604	0,0008898	0,3855951	0,1424415	0,1607364	0,9182834	0,7581609	0,0092243	0,2806088
480	0,5219098	0,2130021	0,6448275	0,1469135	0,3637336	0,0398848	0,3675936	0,3449084	0,0006368	0,3807075	0,1245920	0,1488789	0,9697371	0,7175245	0,0138489	0,3106220
500	0,5727125	0,2104182	0,6407758	0,1674499	0,3714049	0,0498588	0,3734267	0,3164539	0,0064394	0,3666130	0,1455710	0,1610790	0,9305523	0,6883755	0,0091118	0,3040395
520	0,5763749	0,1753572	0,6181529	0,1525841	0,3519979	0,0495310	0,4062872	0,3639816	0,0100094	0,3711862	0,1684542	0,1701948	0,8671821	0,7064497	0,0119336	0,3321967
540	0,5496416	0,1803881	0,6480167	0,1624372	0,3311925	0,0408003	0,4197617	0,3611415	0,0083284	0,3560543	0,1795845	0,1686201	0,8602949	0,6994035	0,0117837	0,3309765
560	0,5523488	0,2044070	0,6445249	0,1366267	0,3436464	0,0261693	0,4209432	0,3612186	0,0085042	0,3560613	0,1592712	0,1716164	0,8925463	0,7315032	0,0217474	0,3101400
580	0,5191154	0,3555647	0,6741465	0,5441853	0,4846406	0,1620548	0,3839806	0,4023206	0,0126628	0,6175890	0,1460861	0,3686532	0,8903521	0,7579716	0,0127018	0,3644025
600	0,5194920	0,4627199	0,5935473	0,8620183	0,5635583	0,2548155	0,3849736	0,4273579	0,0123129	0,8056614	0,1608508	0,5295014	0,8842682	0,7635416	0,0109038	0,3195185
620	0,4660981	0,5571757	0,6435983	0,8937331	0,5294965	0,2734361	0,3967024	0,4118988	0,0079697	0,8208731	0,1502363	0,6411178	0,8803413	0,7167005	0,0147418	0,3082400
640	0,5055505	0,5780609	0,6400054	0,9719324	0,4530935	0,2376982	0,4181832	0,4177929	0,0042915	0,8627853	0,1295733	0,7409037	0,8602958	0,7027850	0,0095285	0,3290103
660	0,5314481	0,5893126	0,6379311	0,9652532	0,4588178	0,2337419	0,4230905	0,3982729	0,0055135	0,8813650	0,1324519	0,8215554	0,8677431	0,6605929	0,0058477	0,3324330
680	0,4720865	0,5924995	0,6005127	0,9308979	0,4824548	0,2247418	0,3746668	0,3995226	0,0198476	0,9166478	0,1469699	0,8308240	0,8830527	0,6412058	0,0058985	0,3076782
700	0,4559312	0,5224463	0,7015016	1,0403246	0,5466915	0,2313203	0,3192724	0,3715957	0,0180254	0,9262452	0,1266621	0,9459559	0,8509833	0,6810777	0,0062532	0,3360971
720	0,4166015	0,5617624	0,6721331	0,9855128	0,5371191	0,2341160	0,3545541	0,3636528	0,0061863	0,8493110	0,1516072	1,0041422	0,8435478	0,6757347	0,0077262	0,3151678
740	0,4051177	0,5751360	0,6655964	1,0282337	0,5059879	0,2087686	0,3282911	0,3653827	0,0064860	0,8999769	0,1301583	0,9688174	0,8688352	0,6444250	0,0094675	0,2850208
760	0,4014461	0,5853569	0,6679648	0,9733541	0,4247052	0,2016274	0,3437070	0,3886524	0,0124358	0,9409747	0,1379634	0,9446519	0,8871902	0,6453598	0,0092827	0,3110333
780	0,3676908	0,6442537	0,6433398	0,8998974	0,4237651	0,1939736	0,3159669	0,4377140	0,0114269	0,9788444	0,1141526	0,9280126	0,8645195	0,6278601	0,0110467	0,2848038
800	0,3750877	0,6819855	0,5771227	0,9633932	0,4335206	0,1920319	0,3021331	0,4281247	0,0176558	0,9521766	0,1207843	0,9501281	0,8465503	0,6077147	0,0131127	0,3109345
820	0,3763670	0,6871509	0,6032232	0,9250983	0,4767633	0,2215603	0,3043606	0,4041926	0,0205323	0,9109970	0,1197439	0,9136031	0,8165031	0,5747935	0,0130683	0,2707287
840	0,3551198	0,6980010	0,6073880	0,8952773	0,4985883	0,2156647	0,2887893	0,4052865	0,0102255	0,8840359	0,1310914	0,8760858	0,8741706	0,5838892	0,0124227	0,3037678
860	0,3501905	0,7120982	0,6039803	0,9541040	0,4924434	0,2265562	0,2853913	0,4104271	0,0128962	0,9173651	0,1258192	0,9132383	0,9107869	0,6228180	0,0102284	0,3054667
880	0,4022806	0,7525097	0,5863011	1,0079095	0,4379669	0,2128164	0,2957661	0,4100162	0,0044825	0,9318991	0,1312987	0,9515833	0,8848290	0,6141679	0,0082480	0,2735485
900	0,3985498	0,6956555	0,5766089	0,9640551	0,4303553	0,2252826	0,2638226	0,3938167	0,0118906	0,9118244	0,1460320	0,9651464	0,9240139	0,5567797	0,0052742	0,2615030
920	0,3889995	0,6908986	0,6168172	1,0055991	0,4148964	0,2293575	0,2690170	0,3692270	0,0069435	0,9088390	0,1484601	0,9631960	0,8611427	0,5677930	0,0028871	0,2458350
940	0,3867315	0,7240412	0,6509276	0,9937065	0,4432178	0,2151549	0,2874774	0,4159173	0,0066481	0,9053751	0,1206924	0,9821745	0,8353906	0,5946088	0,0071428	0,2694799
960	0,4156811	0,7491688	0,6496365	1,0030560	0,4931488	0,1814478	0,3243092	0,3885833	0,0063580	0,8868427	0,1339983	0,9616152	0,8380225	0,6016185	0,0074629	0,2462307
980	0,4253503	0,7131335	0,6044259	0,9761383	0,5432827	0,2066528	0,3298642	0,4115337	0,0076335	0,8646973	0,1312952	0,9374607	0,8053467	0,6588993	0,0094953	0,2569088
1000	0,3990654	0,6380184	0,6311446	1,0262156	0,5446854	0,1847722	0,3355116	0,4139238	0,0078688	0,9626192	0,1270376	0,9439523	0,8427191	0,6826690	0,0079920	0,2518520
1020	0,3798420	0,6567234	0,6641309	1,0144381	0,5000440	0,1588342	0,3668055	0,4511588	0,0102026	0,9043580	0,1307309	0,9636975	0,7978302	0,7031863	0,0055220	0,3050802
1040	0,4040890	0,6518910	0,6690537	0,9361353	0,4770011	0,1701080	0,3887758	0,4483858	0,0098317	0,8968679	0,1292414	0,9826491	0,7783643	0,6583547	0,0118308	0,3023106
1060	0,3840319	0,6531949	0,6322420	0,9512339	0,4607254	0,1665831	0,3490932	0,4505539	0,0161784	0,7818617	0,1314860	1,0215992	0,7444267	0,5962983	0,0069685	0,2698689
1080	0,3802647	0,6541924	0,5864018	0,9669120	0,4274527	0,1833901	0,3370778	0,4353275	0,0135542	0,8106819	0,1500814	1,0176875	0,7580031	0,5533665	0,0047820	0,2678822
1100	0,3517787	0,6406427	0,5169607	0,9496160	0,4005050	0,2128229	0,3567122	0,4084336	0,0056124	0,8778753	0,1452384	1,0103552	0,7157426	0,5428072	0,0114844	0,2846625

0	0,4000132	0,6515465	0,5796497	1,0480861	0,5080704	0,1654157	0,3372386	0,4314835	0,0065202	0,8968690	0,1676354	1,0203437	0,8801678	0,6643341	0,0184241	0,3004976
