"Time"	paaX	maoC	ihfB	hipA	hipB	paaE	paaC	paaH	paaD	paaA	paaF	paaJ	paaI	paaB	paaG	paaK
540	1,0575611	0,5274246	0,2696879	0,9659992	0,2780924	0,4675532	0,9346823	0,5526737	0,1941214	0,0707332	0,1453659	0,0104129	0,4416571	0,1256987	0,1771412	0,0258083
560	0,9950517	0,4934472	0,2639250	0,9893736	0,3017247	0,4684675	0,9336450	0,6132338	0,2089693	0,0862171	0,1369576	0,0152677	0,4704900	0,1484891	0,1875712	0,0255720
580	1,0172948	0,4839492	0,2484268	0,8807101	0,2929821	0,4594445	0,7348475	0,5483559	0,2297726	0,1003128	0,1643652	0,0137108	0,4342258	0,1546386	0,1819161	0,0371027
600	0,9682454	0,5111947	0,2324125	0,9318176	0,3211847	0,4416415	0,4583084	0,5078963	0,2344683	0,1118316	0,1962814	0,0136762	0,4278124	0,1742736	0,2074271	0,0328617
620	1,0330346	0,5311813	0,2327989	0,9547140	0,3712404	0,4379087	0,2912373	0,4258751	0,2187865	0,1076199	0,2127178	0,0184768	0,3753690	0,1767504	0,1896072	0,0259075
640	0,9565894	0,4997768	0,2319077	0,8771643	0,3750925	0,4381886	0,1782739	0,3537730	0,2161321	0,0814926	0,2169120	0,0247264	0,4112982	0,1558287	0,1724820	0,0277371
660	0,9408200	0,5633915	0,2391770	0,8696876	0,3627833	0,4356901	0,1166357	0,3039807	0,2115070	0,0773020	0,2533220	0,0270420	0,4159218	0,1596288	0,1753926	0,0442013
680	0,9220645	0,5660344	0,2804969	0,9260361	0,3821674	0,3905292	0,0654470	0,2700246	0,2222278	0,1185221	0,2951221	0,0279292	0,4355671	0,1679118	0,1776043	0,0436802
700	0,9910891	0,5896534	0,2660988	0,8585518	0,3562656	0,3956676	0,0514431	0,2587291	0,2529619	0,0956539	0,3666415	0,0237433	0,4120851	0,1841216	0,2065340	0,0420260
720	0,9561120	0,5714141	0,2357808	0,9008577	0,3614198	0,4199798	0,0223867	0,2335755	0,2918997	0,0843172	0,4155719	0,0262981	0,4431560	0,1693093	0,1941100	0,0444134
740	0,9533857	0,5653226	0,1883783	0,8888366	0,3150373	0,4078352	0,0127631	0,2157087	0,3064675	0,0672106	0,4391249	0,0231745	0,3767350	0,1751858	0,1686117	0,0377872
760	0,9775834	0,5746326	0,2025491	0,8845159	0,3477254	0,4058505	0,0159874	0,1633164	0,2906347	0,0794072	0,3715066	0,0151925	0,3883798	0,1853428	0,1704156	0,0416136
780	1,0343070	0,5519124	0,2226262	0,9459934	0,3508561	0,4281887	0,0156746	0,1449007	0,3296227	0,0690853	0,3541239	0,0154592	0,4464759	0,1726194	0,1422204	0,0275612
800	1,0062086	0,5240063	0,2394426	0,9834524	0,3354662	0,4511308	0,0143080	0,1491038	0,3360521	0,0835133	0,3275667	0,0177319	0,4492871	0,1979744	0,1292684	0,0337972
820	1,0124198	0,5042846	0,2129856	0,8819468	0,3479235	0,4024968	0,0096971	0,1329637	0,3195553	0,0973873	0,3008634	0,0139322	0,4649957	0,1722715	0,1449352	0,0341792
840	0,9663638	0,5310934	0,2330723	0,8427304	0,3237166	0,4393794	0,0052452	0,1236469	0,3487033	0,1178539	0,3482721	0,0137721	0,4125489	0,1574624	0,1479510	0,0310795
860	0,9206001	0,5318358	0,2783756	0,8724559	0,3133559	0,4387361	0,0076776	0,1155635	0,3636542	0,1088241	0,3624878	0,0148603	0,3813708	0,1327709	0,1370685	0,0453931
880	0,9344997	0,5053705	0,2475275	0,9488638	0,3405017	0,4825057	0,0075981	0,1183581	0,3417937	0,0810185	0,3650042	0,0142141	0,3857971	0,1863160	0,1278039	0,0444547
900	0,8438835	0,4997929	0,2418408	0,9446858	0,3375962	0,4969568	0,0119077	0,1089769	0,2966821	0,0827382	0,3480648	0,0087460	0,4104997	0,1961995	0,1630780	0,0594847
920	0,8662936	0,5108801	0,2644740	0,8935300	0,3808648	0,4848005	0,0150173	0,0968983	0,3235742	0,1047655	0,3774640	0,0180862	0,4378636	0,2025411	0,1889652	0,0524089
940	0,8693061	0,5112430	0,2628505	0,9119043	0,3605735	0,4652007	0,0091445	0,1106152	0,3090378	0,1444634	0,4321306	0,0202763	0,4411712	0,2186793	0,1684173	0,0377682
960	0,9521892	0,5435125	0,3027168	0,9415359	0,3515871	0,4631518	0,0040528	0,0980517	0,3569789	0,1298125	0,4778844	0,0310790	0,4621422	0,2502514	0,1814131	0,0265251
980	0,9274864	0,5703207	0,2803878	0,8563164	0,3541830	0,4771779	0,0070156	0,0976027	0,3889718	0,1689652	0,4459807	0,0281753	0,4613722	0,2568860	0,1773706	0,0191422
1000	0,9230585	0,5992011	0,2599969	0,9474637	0,3642189	0,4708621	0,0149426	0,1025940	0,3774855	0,1446820	0,4535502	0,0263617	0,4593184	0,2478058	0,2360195	0,0201104
1020	0,9976860	0,6018855	0,2772865	0,9909677	0,3869826	0,4851678	0,0152256	0,1268201	0,3494920	0,1405347	0,4326859	0,0248243	0,4665083	0,2404342	0,1714441	0,0230550
1040	1,0157861	0,5973336	0,2447043	0,9195260	0,3416592	0,5027978	0,0066842	0,1504752	0,3280722	0,1262275	0,4064497	0,0201638	0,5026701	0,2280916	0,1807368	0,0170602
1060	0,9080559	0,5798754	0,2402118	0,9570833	0,3310310	0,5144611	0,0024865	0,1393336	0,3713237	0,1110187	0,4546629	0,0257306	0,4481250	0,2103803	0,1745922	0,0273855
1080	0,9896436	0,5355586	0,2463685	0,9272469	0,2983106	0,4938461	0,0043524	0,1391037	0,3537199	0,1009540	0,4213140	0,0251445	0,4077128	0,2328119	0,1921399	0,0327700
1100	0,9645223	0,5481581	0,2540705	0,9379424	0,3257312	0,4773272	0,0047186	0,1413142	0,3390299	0,0932383	0,4284477	0,0197068	0,4089620	0,2089830	0,2264076	0,0270038

0	1,0168799	0,6180102	0,2157128	0,9610993	0,3481701	0,4535668	0,0136403	0,1081878	0,2993641	0,1270029	0,4084998	0,0264635	0,3794365	0,1733925	0,1849556	0,0342330
20	0,8824441	0,5226778	0,1826963	0,9264157	0,3302363	0,3974342	0,0675826	0,0975142	0,2700670	0,1051575	0,3512646	0,0448226	0,3856877	0,1946034	0,1281755	0,0254487
40	0,7705333	0,5685940	0,1983601	0,9545738	0,3586274	0,4386749	0,1922825	0,0994463	0,2695036	0,1211989	0,3585629	0,0590142	0,3449485	0,1888655	0,1471470	0,0318585
60	0,6590404	0,5770058	0,1712388	0,9466683	0,3328694	0,4708694	0,2439463	0,1009075	0,2438573	0,1260396	0,3718019	0,1034474	0,4118434	0,1939588	0,1221159	0,0277377
80	0,5823635	0,5619357	0,1634388	0,9741534	0,3339991	0,4610948	0,2899970	0,0935055	0,2210394	0,1304802	0,3447336	0,1450875	0,4840934	0,2356541	0,1142876	0,0379012
100	0,5262232	0,5839571	0,1557712	0,9376908	0,3166403	0,5119010	0,3330999	0,0943030	0,1852080	0,1735472	0,3365712	0,1504696	0,4584910	0,2867075	0,1312153	0,0325956
120	0,4490420	0,6077222	0,1559459	0,8696340	0,3080050	0,6021649	0,3638636	0,0866335	0,1580859	0,2310872	0,2943614	0,1821527	0,4400228	0,3048997	0,0804963	0,0321771
140	0,4279584	0,6279431	0,1645663	0,9115413	0,3211523	0,6137320	0,3931543	0,0861233	0,1728527	0,3063011	0,2710844	0,2215538	0,5100511	0,3762781	0,0770708	0,0294033
160	0,3953176	0,6123719	0,1628208	0,8879407	0,3293525	0,6217981	0,3339153	0,0934257	0,1391918	0,3838170	0,2527386	0,2254033	0,5271449	0,4423262	0,0834415	0,0294999
180	0,4031041	0,6340916	0,1397911	0,8992057	0,3597876	0,6403000	0,4058299	0,0917471	0,1159176	0,3949979	0,2339307	0,2751790	0,5630057	0,4394888	0,0792803	0,0210090
200	0,4170546	0,6603584	0,1310121	0,8869872	0,3554361	0,6394906	0,4419575	0,0813549	0,1047408	0,3741247	0,2492234	0,3015404	0,6166454	0,4296321	0,0805781	0,0234894
220	0,4113102	0,6344746	0,1318592	0,8954213	0,3514614	0,5795220	0,4379772	0,0702662	0,1089001	0,3874953	0,2678714	0,2629726	0,6545323	0,4325697	0,0779883	0,0252932
240	0,4054374	0,6789542	0,1252078	0,8835011	0,3625232	0,6155316	0,3540132	0,0796182	0,0853096	0,3758436	0,2734821	0,2854342	0,7426060	0,4423117	0,0781177	0,0301030
260	0,3987032	0,6668458	0,1382162	0,9264720	0,3134356	0,6042930	0,3646507	0,0652087	0,0741233	0,3645587	0,2349979	0,2838556	0,6924718	0,4522774	0,0849448	0,0277125
280	0,3961717	0,6845228	0,1175096	0,8747436	0,2896056	0,6648565	0,3561121	0,0794504	0,0827624	0,4106342	0,2071650	0,2766821	0,6803370	0,4259595	0,0636453	0,0282181
300	0,4308773	0,6245980	0,1074958	0,9654744	0,3268923	0,6581560	0,3348343	0,0812832	0,0872875	0,4162746	0,2315884	0,2888009	0,7008551	0,3776473	0,0682359	0,0410582
320	0,4452363	0,6715142	0,1296493	0,9631164	0,3511964	0,6821673	0,3558327	0,0784665	0,1038216	0,4069350	0,2049573	0,2688499	0,7325762	0,3360812	0,0601721	0,0311049
340	0,4431157	0,6302022	0,1157429	0,9578893	0,3346700	0,6559491	0,3435326	0,0670178	0,1120552	0,4664163	0,2134305	0,2879835	0,7078053	0,3142196	0,0622527	0,0291529
360	0,4543772	0,5881360	0,1364159	0,9792568	0,3157183	0,6511828	0,3587444	0,0557496	0,1018035	0,4422975	0,2152549	0,3027102	0,6657516	0,3162364	0,0519100	0,0364539
380	0,4714671	0,5896558	0,1415266	0,9980334	0,3232663	0,6635694	0,4086107	0,0709541	0,0779484	0,4626629	0,2232366	0,2772017	0,6512308	0,3307621	0,0492785	0,0359639
400	0,5004147	0,5886676	0,1250175	0,9361539	0,3559459	0,7016942	0,4024296	0,0803089	0,0738154	0,4396929	0,2067913	0,2887642	0,6039792	0,3429317	0,0574727	0,0257406
420	0,5252837	0,6422790	0,1159705	0,9192878	0,3799207	0,6605507	0,4299681	0,0676309	0,0927902	0,4459119	0,2014423	0,2750028	0,5736893	0,3401846	0,0722394	0,0180181
440	0,5298334	0,5617283	0,1298542	0,8899100	0,3890810	0,6871625	0,4139559	0,0830951	0,0779920	0,4872011	0,1767651	0,3304194	0,6296456	0,3236621	0,0587157	0,0267566
460	0,4496118	0,6018853	0,1126517	0,9547892	0,3570318	0,7335070	0,4026648	0,0628134	0,0796764	0,3970392	0,1695932	0,3611324	0,6292882	0,2750791	0,0484488	0,0296781
480	0,4065558	0,6252750	0,1164537	0,8652898	0,3519381	0,6808837	0,4329555	0,0733024	0,0887242	0,4117677	0,1785401	0,3240925	0,5911122	0,2793645	0,0480673	0,0288080
500	0,4112113	0,6173469	0,1023653	0,8308576	0,3924391	0,6750574	0,3884917	0,0745196	0,0771660	0,3951201	0,1599693	0,3068994	0,6442233	0,2466750	0,0536307	0,0312953
520	0,3676707	0,5538626	0,1262096	0,8598252	0,3514775	0,6855119	0,3559794	0,0678075	0,0831393	0,4662067	0,1354152	0,2953595	0,6380097	0,2413407	0,0711229	0,0343748
540	0,3737747	0,5535622	0,1193660	0,9001895	0,3670796	0,6685004	0,3692005	0,0649549	0,0811375	0,3934485	0,1521863	0,3148207	0,6284050	0,2628918	0,0839043	0,0368725
560	0,3607749	0,5685830	0,1061319	0,9782256	0,3685362	0,6821387	0,4194798	0,0659018	0,0701130	0,3893979	0,1799382	0,3262608	0,6251155	0,2757358	0,0891106	0,0319650
580	0,4625619	0,5291479	0,1441702	0,9976032	0,3841704	0,7560895	0,3852420	0,0640773	0,1297248	0,4088027	0,2085616	0,3014864	0,6262865	0,2579997	0,0861302	0,0197793
600	0,6271678	0,4995247	0,1796770	0,9895366	0,3442626	0,7289127	0,2641328	0,0674547	0,2408757	0,3611726	0,2064577	0,2906777	0,6351368	0,2783872	0,0857660	0,0167266
620	0,7231792	0,4606868	0,2088081	1,0278625	0,3335144	0,7160959	0,1719003	0,0654179	0,3329276	0,3524338	0,1890734	0,2621898	0,6164709	0,3017687	0,0776586	0,0180028
640	0,8317933	0,5020526	0,2417125	0,9454822	0,3213759	0,6765686	0,1184776	0,0661973	0,4202898	0,2773945	0,2153429	0,2073735	0,5896964	0,3281130	0,0809989	0,0147982
660	0,9191481	0,5520134	0,2349927	0,8979375	0,3595583	0,5881614	0,0620461	0,0684437	0,5162417	0,2491546	0,2145024	0,1921260	0,5738752	0,3367060	0,0729789	0,0275295
680	0,9685674	0,5515259	0,2255987	0,9200875	0,3378152	0,5643625	0,0430064	0,0650947	0,5052574	0,1696536	0,2820047	0,1340962	0,5636942	0,3057656	0,0860607	0,0393054
700	0,9496371	0,5107072	0,2461424	0,9686091	0,3262262	0,5479486	0,0255001	0,0762047	0,4704092	0,1670724	0,2756092	0,1140697	0,5517724	0,2930876	0,1236961	0,0355235
720	0,9554881	0,5072388	0,2646552	0,9762299	0,3333019	0,4755834	0,0220160	0,0941788	0,4134983	0,1455312	0,2894765	0,0853425	0,4860512	0,2243855	0,1257377	0,0248207
740	0,9761169	0,5207218	0,2806235	1,0056673	0,3444387	0,4425398	0,0168301	0,1187413	0,3855342	0,1094012	0,2963030	0,0751367	0,4422984	0,2115925	0,1486656	0,0358093
760	1,0204453	0,5312764	0,2507548	0,9814168	0,3667242	0,4342258	0,0154290	0,1202629	0,3229539	0,1274254	0,2959046	0,0560206	0,3961800	0,2264358	0,1439593	0,0411906
780	0,9817150	0,5497292	0,2232909	0,9694583	0,3644773	0,4033798	0,0167535	0,1195922	0,3204010	0,0956304	0,2881153	0,0406146	0,4066256	0,1750948	0,1619665	0,0393048
800	1,0397856	0,6053628	0,2320513	0,9583049	0,3199702	0,4028446	0,0079900	0,1080892	0,3418914	0,1178397	0,3016155	0,0445417	0,3918881	0,1462533	0,1462464	0,0370304
820	1,0304074	0,5559956	0,2333577	0,9700818	0,3140955	0,3826824	0,0062146	0,0982002	0,3332911	0,1224398	0,3159657	0,0525062	0,4158971	0,1228504	0,1669584	0,0495504
840	0,9475258	0,5433291	0,2671628	0,9349795	0,3368418	0,3964320	0,0141708	0,0963902	0,3152195	0,0917249	0,3071017	0,0514629	0,3765666	0,1181979	0,1594912	0,0472349
860	1,0052502	0,5472303	0,2586846	0,9148229	0,3680264	0,4298093	0,0139748	0,0866720	0,2660260	0,0956686	0,3330478	0,0471856	0,3735617	0,1434549	0,1598838	0,0654171
880	1,0291428	0,5589098	0,2999562	0,8346814	0,3877149	0,4585096	0,0171013	0,1258857	0,2709426	0,0788852	0,3645689	0,0314962	0,4185411	0,1561326	0,1850062	0,0606473
900	1,0408357	0,6103751	0,3109707	0,8963324	0,3624650	0,4694405	0,0112170	0,1178170	0,2823584	0,1106846	0,3708604	0,0370478	0,4215896	0,1580660	0,1742171	0,0527942
920	1,0637796	0,6022686	0,3088714	0,9040987	0,3603856	0,4587542	0,0076135	0,1346314	0,3007146	0,1265271	0,3870959	0,0360500	0,3940614	0,1448261	0,2089093	0,0440228
940	1,0940048	0,5685584	0,2770501	0,8873245	0,3511580	0,4040120	0,0078168	0,1276486	0,3028825	0,0877074	0,3945122	0,0400353	0,4183059	0,1535290	0,2211881	0,0436599
960	1,1176618	0,5514122	0,2514924	0,9339452	0,3535057	0,4497681	0,0093299	0,1420164	0,3212496	0,1121396	0,3987435	0,0427200	0,3834023	0,1362441	0,2001037	0,0501736
980	1,0261968	0,5570907	0,2466573	0,9132007	0,3335160	0,4206910	0,0100923	0,1144588	0,3071286	0,1119267	0,3989545	0,0233925	0,3847352	0,1543153	0,2104498	0,0604341
1000	1,0384818	0,5436488	0,2461973	0,9462953	0,3027408	0,4494317	0,0075485	0,1190444	0,2944227	0,1210513	0,4421122	0,0204280	0,3770344	0,1622760	0,2383834	0,0524884
1020	1,0396107	0,5295070	0,2330665	0,9720637	0,3430621	0,4302407	0,0060245	0,1059927	0,2730197	0,0935103	0,4095211	0,0159238	0,3608188	0,1697188	0,2078721	0,0593366
1040	0,9991767	0,5003127	0,2298030	0,9811621	0,3820015	0,4309626	0,0048974	0,1052786	0,2722731	0,0871623	0,4335297	0,0160976	0,3329151	0,1543251	0,2092556	0,0419779
1060	1,0005258	0,5321491	0,2640014	0,9707649	0,3524984	0,4014817	0,0106749	0,1140686	0,2682321	0,1048049	0,4061636	0,0171178	0,3284272	0,1516174	0,1838757	0,0384175
1080	0,9365068	0,5375561	0,2669365	0,9743222	0,3662798	0,4528614	0,0096011	0,1107610	0,2462634	0,0954635	0,4028996	0,0256271	0,3518374	0,1837246	0,1683641	0,0329017
1100	1,0220031	0,5180019	0,2166502	0,9598118	0,3732359	0,4557499	0,0064575	0,0966529	0,2644373	0,1161844	0,4221073	0,0360432	0,3501132	0,2298865	0,1931268	0,0238281

0	1,0168799	0,6180102	0,2157128	0,9610993	0,3481701	0,4535668	0,0136403	0,1081878	0,2993641	0,1270029	0,4084998	0,0264635	0,3794365	0,1733925	0,1849556	0,0342330
20	1,0502966	0,5335549	0,2615565	0,9085111	0,3723962	0,4037942	0,0094558	0,1755248	0,2440467	0,1065291	0,3835197	0,0132011	0,3953372	0,1811169	0,1463823	0,0407636
40	1,0931861	0,5253995	0,2552795	0,9386853	0,3401578	0,3808506	0,0130510	0,2454373	0,2784740	0,0950938	0,3814363	0,0155051	0,4362884	0,1760187	0,1543235	0,0338128
60	1,0791046	0,5599511	0,2203244	0,9340322	0,3502872	0,3610820	0,0092656	0,3082039	0,2488296	0,1339625	0,3398809	0,0172778	0,4554758	0,1740696	0,1711256	0,0367676
80	1,0550391	0,5800524	0,2445215	0,8919711	0,3876747	0,4014100	0,0103701	0,3745454	0,2278581	0,1291662	0,3870399	0,0186694	0,3770769	0,1461298	0,1423785	0,0234514
100	1,0564771	0,5474330	0,2480521	0,8743711	0,3819112	0,3630715	0,0042573	0,4211635	0,2418012	0,1143252	0,3711073	0,0189483	0,3564447	0,1372539	0,1606558	0,0275865
120	1,0125377	0,5535828	0,2492655	0,8847324	0,3544286	0,3544824	0,0059566	0,4540385	0,2477938	0,1258588	0,3866696	0,0168928	0,3941189	0,1594321	0,1762081	0,0363805
140	0,9551471	0,5478994	0,2339769	0,8708437	0,3723414	0,3981206	0,0164690	0,4974842	0,2193770	0,1062378	0,3674735	0,0083177	0,3956047	0,1507767	0,1972046	0,0398546
160	0,9649525	0,5196267	0,2107520	0,8594098	0,3831976	0,3970865	0,0198727	0,5660298	0,2340175	0,0930744	0,3587103	0,0176581	0,3999323	0,1439471	0,1843210	0,0411837
180	0,9910114	0,5298043	0,1871154	0,8528331	0,3143264	0,4870222	0,0126131	0,5833449	0,2111112	0,0924254	0,3498575	0,0209623	0,4462508	0,1857387	0,2015646	0,0540545
200	1,0183198	0,5410418	0,1945342	0,8531845	0,2914332	0,4538545	0,0241622	0,5746021	0,2283487	0,0979549	0,3619665	0,0194139	0,4390785	0,1673258	0,1991588	0,0582304
220	0,9999306	0,5003105	0,2275774	0,9635682	0,3172753	0,4517001	0,0143257	0,5562869	0,2429249	0,0907979	0,3346450	0,0218539	0,4599626	0,1395301	0,2097656	0,0436632
240	1,0273893	0,5023132	0,2290263	0,9706857	0,3476765	0,4354855	0,0187914	0,5947221	0,2456857	0,1035312	0,2787248	0,0182420	0,4216801	0,1432433	0,2022764	0,0389298
260	1,0418567	0,5181698	0,2427684	0,9376262	0,3805547	0,4062134	0,0113901	0,5714872	0,2014676	0,1166788	0,3597326	0,0166797	0,4052687	0,1438329	0,1530158	0,0341851
280	1,0923620	0,4709084	0,2416136	0,9057237	0,3852773	0,4134288	0,0114032	0,6066677	0,2170996	0,1071870	0,3772636	0,0223845	0,3792360	0,1374889	0,1364151	0,0392279
300	1,1082947	0,4847390	0,2429563	0,9321449	0,3879757	0,4096824	0,0101520	0,6055165	0,2287285	0,1121509	0,3762632	0,0200968	0,3931524	0,1666734	0,1709225	0,0467687
320	1,0522829	0,4963154	0,2184870	0,9581966	0,3404116	0,3916921	0,0180092	0,5502986	0,2043356	0,1354749	0,3368235	0,0187156	0,3660742	0,1603592	0,1655719	0,0345882
340	1,0359492	0,4881591	0,2424451	0,9903450	0,3318421	0,4001592	0,0206563	0,5415384	0,2000710	0,1105817	0,3289513	0,0122864	0,3569668	0,1556894	0,1245752	0,0316218
360	1,0337707	0,5032654	0,2433780	0,9478992	0,3336287	0,3910184	0,0130786	0,4798221	0,1940714	0,1282422	0,3021861	0,0147026	0,3947090	0,1233529	0,1126763	0,0363865
380	0,9713900	0,5206041	0,2569611	0,8871165	0,3066447	0,4040370	0,0130429	0,5105271	0,2158474	0,1102800	0,3556957	0,0126314	0,3692085	0,1220509	0,1475633	0,0515569
400	0,9737375	0,5294610	0,2167584	0,8899971	0,3249625	0,4278707	0,0100073	0,4942588	0,2260249	0,1236089	0,3004384	0,0091768	0,3587395	0,1437886	0,1454673	0,0563021
420	0,9620047	0,5228910	0,1978902	0,9282219	0,3273893	0,4539999	0,0066231	0,5559578	0,2287063	0,1399328	0,3466947	0,0091983	0,3446863	0,1521702	0,1631512	0,0422702
440	0,9484087	0,5037016	0,2081678	0,9403585	0,3462807	0,4758697	0,0084548	0,5101639	0,2149448	0,1592690	0,3376520	0,0169069	0,3773930	0,1359529	0,2178785	0,0550228
460	0,9992722	0,5000614	0,2465272	0,8836495	0,3559463	0,4288748	0,0067729	0,5415853	0,2472924	0,1381103	0,3417023	0,0189215	0,3724568	0,1314265	0,2120522	0,0411905
480	0,9835123	0,5227985	0,2527339	0,9186555	0,3557208	0,4377472	0,0026429	0,5285899	0,2769687	0,1103695	0,3670692	0,0125229	0,4311315	0,1363558	0,1970834	0,0487320
500	1,0434271	0,5683053	0,2511170	0,8865390	0,3593765	0,4728905	0,0057832	0,5089450	0,2845325	0,1092824	0,3775674	0,0107509	0,4283742	0,1699748	0,1852110	0,0451696
520	1,0185286	0,5512440	0,2281351	0,9126337	0,3582224	0,4558626	0,0094835	0,5587312	0,2744727	0,0949866	0,3824158	0,0011306	0,4105037	0,1833544	0,2032208	0,0405497
540	1,0428636	0,5778437	0,2229968	0,8164844	0,3692590	0,4950443	0,0072324	0,5811245	0,2540945	0,1112010	0,3733892	0,0046067	0,4185165	0,1867370	0,1783119	0,0369755
560	1,0494842	0,5651178	0,2246716	0,9017320	0,3136863	0,5092384	0,0068944	0,5205446	0,2367780	0,1007457	0,3982683	0,0076850	0,4484128	0,1815405	0,1682077	0,0370904
580	0,9519479	0,6250982	0,2224209	0,9754899	0,2873102	0,4860962	0,0127579	0,4955117	0,2108957	0,0742140	0,3779300	0,0122726	0,4713389	0,1745737	0,1746932	0,0349524
600	0,9855323	0,6402306	0,2505141	0,9471023	0,3092822	0,4504482	0,0047407	0,4455372	0,2086622	0,1051965	0,3669189	0,0097952	0,4288658	0,1986407	0,1577495	0,0333220
620	1,0075087	0,5763110	0,2584754	0,9739468	0,3407144	0,4417750	0,0083292	0,3628456	0,2122774	0,1263332	0,3496861	0,0153700	0,4071979	0,1583189	0,1819323	0,0284355
640	0,9819888	0,5484902	0,2358190	0,9657972	0,2991572	0,4422554	0,0124495	0,2812885	0,2318401	0,1439608	0,3940388	0,0174671	0,4011884	0,1787485	0,1613207	0,0405923
660	1,0301047	0,4800660	0,2414833	0,8677461	0,3162883	0,4173354	0,0096495	0,2100404	0,2632365	0,1209529	0,4333786	0,0161694	0,4052599	0,1717111	0,1834767	0,0433282
680	1,0129128	0,4969623	0,2071134	0,8711172	0,3121459	0,4413504	0,0152816	0,1960691	0,2679253	0,1341200	0,4099446	0,0202301	0,4269295	0,1721047	0,1721233	0,0481194
700	1,0239644	0,4582317	0,2137352	0,8541802	0,3598497	0,4575830	0,0156536	0,1689850	0,2435998	0,1024076	0,3818202	0,0266079	0,4503797	0,1579900	0,1604948	0,0429924
720	1,0464688	0,4388825	0,1962648	0,8858452	0,3784789	0,4974865	0,0132077	0,1301817	0,2464353	0,0719260	0,2915190	0,0191124	0,4725974	0,1584137	0,1224648	0,0432225
740	1,0476925	0,4714605	0,2133222	0,9090727	0,3545560	0,4904802	0,0142418	0,1262291	0,2798862	0,0734025	0,3150904	0,0138163	0,4712666	0,1754280	0,1480798	0,0321302
760	1,0080839	0,4968585	0,2213540	0,9007754	0,3593424	0,5084019	0,0089750	0,1083412	0,2530930	0,0780335	0,2887654	0,0078681	0,4492975	0,1681257	0,1267432	0,0361854
780	0,9398556	0,4574096	0,2344365	0,9556254	0,3358422	0,4419903	0,0079961	0,1099124	0,2784609	0,0685496	0,2990338	0,0040386	0,4510827	0,1521729	0,1353127	0,0317976
800	1,0348656	0,4698645	0,2385568	0,9580306	0,3369790	0,4771171	0,0092910	0,1151901	0,2905903	0,0774748	0,3005318	0,0043065	0,4170740	0,1503273	0,1226201	0,0333478
820	1,0148772	0,4836842	0,2035886	0,9902437	0,3054060	0,4249778	0,0083634	0,0928928	0,2981645	0,0702981	0,3367665	0,0086746	0,4260729	0,1773292	0,1337984	0,0442039
840	1,0066074	0,4866748	0,2447496	0,9216056	0,3490625	0,4319772	0,0104834	0,0974442	0,3222353	0,0651915	0,3611924	0,0051637	0,4018156	0,1732174	0,1616609	0,0374217
860	1,0996355	0,4720472	0,2559065	0,9819271	0,3585317	0,3813560	0,0119555	0,1134691	0,2776493	0,0735019	0,3574339	0,0109438	0,3738608	0,1430158	0,1814388	0,0456649
880	1,1179619	0,4986750	0,2702947	1,0018370	0,3299620	0,3882867	0,0169349	0,1001722	0,2643687	0,0760393	0,3662151	0,0092229	0,3537651	0,1357997	0,1898282	0,0335588
900	1,0871754	0,5432086	0,2869790	1,0213428	0,3128448	0,4065451	0,0178189	0,0992697	0,2685358	0,0723079	0,3683192	0,0105474	0,3720149	0,1335804	0,2013727	0,0378028
920	1,1290666	0,5048389	0,2718666	0,9201936	0,3350643	0,4312582	0,0187291	0,1132038	0,2525775	0,0756008	0,3570629	0,0116944	0,3876679	0,1120153	0,2165030	0,0460043
940	1,0331812	0,5173650	0,2438439	0,9181675	0,3374405	0,4259304	0,0244053	0,1182672	0,2599327	0,0927628	0,3581199	0,0121323	0,3869331	0,1105085	0,1863590	0,0354243
960	1,0304945	0,4796568	0,2104781	1,0075512	0,3494662	0,4161741	0,0281841	0,1453129	0,2430621	0,1316609	0,3460336	0,0087058	0,3616917	0,1483659	0,2101150	0,0342064
980	1,0073248	0,4826658	0,2044280	0,9746656	0,3220936	0,4508493	0,0123968	0,1416717	0,2529274	0,1178082	0,3494389	0,0147456	0,3387996	0,1698443	0,1623546	0,0473351
1000	1,0384965	0,5479164	0,2160795	0,9109616	0,3526511	0,4954668	0,0036224	0,1258665	0,2359636	0,1135911	0,3462233	0,0161889	0,3311852	0,1674301	0,1571207	0,0366282
1020	1,0787041	0,4977726	0,1806388	0,8617308	0,3700474	0,4598549	0,0072060	0,1216786	0,2042403	0,1011368	0,3633506	0,0131737	0,3052765	0,1677334	0,1566760	0,0367746
1040	0,9918069	0,4857567	0,1646912	0,9000620	0,3232215	0,4505523	0,0135069	0,1188554	0,2145410	0,0766964	0,3072936	0,0077281	0,3342630	0,1504857	0,1675985	0,0204752
1060	0,9599339	0,4468994	0,2272363	0,8945463	0,3659237	0,4339982	0,0081237	0,0898452	0,2466996	0,0642801	0,3404123	0,0096697	0,3639923	0,1447096	0,1419747	0,0121216
1080	0,9703965	0,4480737	0,2257249	0,8949776	0,3400276	0,4177414	0,0009440	0,0851553	0,2495729	0,0646191	0,3456129	0,0244300	0,4102901	0,1312438	0,1556575	0,0166119
1100	1,0222658	0,4632038	0,2540945	0,8210733	0,3239167	0,4171970	0,0032698	0,1063816	0,2635903	0,0581256	0,3248384	0,0316792	0,4079012	0,1358105	0,1332875	0,0218486

