"Time"	hipA	hipB	ihfB	yeiL	tdcA	tdcF	tdcG	tdcE	tdcC	tdcD	tdcB	hemF	amiA	ibpB	uspB	ecpD
540	0,6937989	0,3345595	0,3492908	0,8158486	0,6886799	0,8085668	0,8087701	0,5155666	0,5799012	0,8284236	0,7506237	0,3280954	0,7644073	0,1685070	0,8627472	0,2590920
560	0,6937989	0,3345595	0,3492908	0,8159406	0,6886799	0,8085669	0,8087819	0,5155696	0,5799012	0,8284061	0,7506237	0,3280954	0,7644073	0,1685068	0,8627472	0,2590920
580	0,6937989	0,3345595	0,3492908	0,8063188	0,6886799	0,7155394	0,7633627	0,4792399	0,5799012	0,8338145	0,7506237	0,3280954	0,7644073	0,1695420	0,8627472	0,2590920
600	0,6937989	0,3345595	0,3492908	0,7862409	0,6886799	0,5648932	0,6723856	0,4132866	0,5799012	0,8456011	0,7506237	0,3280954	0,7644073	0,1715691	0,8627472	0,2590920
620	0,6937989	0,3345595	0,3492908	0,7635401	0,6886799	0,4378541	0,5754163	0,3498450	0,5799012	0,8593803	0,7506237	0,3280954	0,7644073	0,1736776	0,8627472	0,2590920
640	0,6937989	0,3345595	0,3492908	0,7416802	0,6886799	0,3483860	0,4891105	0,2985779	0,5799012	0,8728461	0,7506237	0,3280954	0,7644073	0,1755100	0,8627472	0,2590920
660	0,6937989	0,3345595	0,3492908	0,7220006	0,6886799	0,2905018	0,4187033	0,2603415	0,5799012	0,8849117	0,7506237	0,3280954	0,7644073	0,1769707	0,8627472	0,2590920
680	0,6937989	0,3345595	0,3492908	0,7048475	0,6886799	0,2548320	0,3641498	0,2330671	0,5799012	0,8951814	0,7506237	0,3280954	0,7644073	0,1780775	0,8627472	0,2590920
700	0,6937989	0,3345595	0,3492908	0,6901328	0,6886799	0,2335244	0,3232962	0,2141367	0,5799012	0,9036303	0,7506237	0,3280954	0,7644073	0,1788887	0,8627472	0,2590920
720	0,6937989	0,3345595	0,3492908	0,6776040	0,6886799	0,2210634	0,2934342	0,2012290	0,5799012	0,9104150	0,7506237	0,3280954	0,7644073	0,1794695	0,8627472	0,2590920
740	0,6937989	0,3345595	0,3492908	0,6669675	0,6886799	0,2138855	0,2719980	0,1925329	0,5799012	0,9157657	0,7506237	0,3280954	0,7644073	0,1798782	0,8627472	0,2590920
760	0,6937989	0,3345595	0,3492908	0,6579420	0,6886799	0,2097966	0,2568248	0,1867227	0,5799012	0,9199266	0,7506237	0,3280954	0,7644073	0,1801621	0,8627472	0,2590920
780	0,6937989	0,3345595	0,3492908	0,6502775	0,6886799	0,2074868	0,2462045	0,1828632	0,5799012	0,9231263	0,7506237	0,3280954	0,7644073	0,1803572	0,8627472	0,2590920
800	0,6937989	0,3345595	0,3492908	0,6437601	0,6886799	0,2061904	0,2388387	0,1803102	0,5799012	0,9255642	0,7506237	0,3280954	0,7644073	0,1804901	0,8627472	0,2590920
820	0,6937989	0,3345595	0,3492908	0,6382093	0,6886799	0,2054664	0,2337688	0,1786264	0,5799012	0,9274077	0,7506237	0,3280954	0,7644073	0,1805802	0,8627472	0,2590920
840	0,6937989	0,3345595	0,3492908	0,6334743	0,6886799	0,2050636	0,2303017	0,1775184	0,5799012	0,9287927	0,7506237	0,3280954	0,7644073	0,1806408	0,8627472	0,2590920
860	0,6937989	0,3345595	0,3492908	0,6294291	0,6886799	0,2048402	0,2279436	0,1767904	0,5799012	0,9298275	0,7506237	0,3280954	0,7644073	0,1806814	0,8627472	0,2590920
880	0,6937989	0,3345595	0,3492908	0,6259686	0,6886799	0,2047166	0,2263474	0,1763126	0,5799012	0,9305970	0,7506237	0,3280954	0,7644073	0,1807085	0,8627472	0,2590920
900	0,6937989	0,3345595	0,3492908	0,6230046	0,6886799	0,2046484	0,2252715	0,1759992	0,5799012	0,9311668	0,7506237	0,3280954	0,7644073	0,1807265	0,8627472	0,2590920
920	0,6937989	0,3345595	0,3492908	0,6204631	0,6886799	0,2046107	0,2245490	0,1757939	0,5799012	0,9315872	0,7506237	0,3280954	0,7644073	0,1807384	0,8627472	0,2590920
940	0,6937989	0,3345595	0,3492908	0,6182819	0,6886799	0,2045900	0,2240653	0,1756594	0,5799012	0,9318963	0,7506237	0,3280954	0,7644073	0,1807463	0,8627472	0,2590920
960	0,6937989	0,3345595	0,3492908	0,6164084	0,6886799	0,2045786	0,2237424	0,1755713	0,5799012	0,9321229	0,7506237	0,3280954	0,7644073	0,1807515	0,8627472	0,2590920
980	0,6937989	0,3345595	0,3492908	0,6147980	0,6886799	0,2045724	0,2235275	0,1755137	0,5799012	0,9322886	0,7506237	0,3280954	0,7644073	0,1807550	0,8627472	0,2590920
1000	0,6937989	0,3345595	0,3492908	0,6134130	0,6886799	0,2045689	0,2233848	0,1754759	0,5799012	0,9324095	0,7506237	0,3280954	0,7644073	0,1807572	0,8627472	0,2590920
1020	0,6937989	0,3345595	0,3492908	0,6122212	0,6886799	0,2045671	0,2232902	0,1754512	0,5799012	0,9324975	0,7506237	0,3280954	0,7644073	0,1807587	0,8627472	0,2590920
1040	0,6937989	0,3345595	0,3492908	0,6111951	0,6886799	0,2045660	0,2232276	0,1754351	0,5799012	0,9325614	0,7506237	0,3280954	0,7644073	0,1807597	0,8627472	0,2590920
1060	0,6937989	0,3345595	0,3492908	0,6103115	0,6886799	0,2045655	0,2231863	0,1754245	0,5799012	0,9326078	0,7506237	0,3280954	0,7644073	0,1807603	0,8627472	0,2590920
1080	0,6937989	0,3345595	0,3492908	0,6095502	0,6886799	0,2045651	0,2231591	0,1754176	0,5799012	0,9326413	0,7506237	0,3280954	0,7644073	0,1807607	0,8627472	0,2590920
1100	0,6937989	0,3345595	0,3492908	0,6088941	0,6886799	0,2045650	0,2231412	0,1754130	0,5799012	0,9326656	0,7506237	0,3280954	0,7644073	0,1807610	0,8627472	0,2590920

0	0,6937945	0,3345656	0,3492908	0,6012613	0,6886797	0,2045644	0,2231043	0,1754039	0,5798956	0,9326967	0,7506236	0,3280956	0,7644072	0,1807618	0,8627472	0,2590941
20	0,6936325	0,3305922	0,3268801	0,6012323	0,6884810	0,2040266	0,2224861	0,1750372	0,5940613	0,9326140	0,7503249	0,3287232	0,7646050	0,1803382	0,8631868	0,2586913
40	0,6922429	0,3197751	0,2999599	0,5970846	0,6869716	0,1999909	0,2173396	0,1720916	0,6207428	0,9317336	0,7479772	0,3344062	0,7663284	0,1768961	0,8666162	0,2552406
60	0,6893047	0,3039540	0,2902309	0,5868362	0,6840891	0,1924426	0,2064020	0,1661417	0,6464619	0,9294981	0,7433593	0,3474109	0,7701749	0,1697793	0,8732904	0,2476398
80	0,6859535	0,2864711	0,2914309	0,5728708	0,6809032	0,1844228	0,1928548	0,1592903	0,6672875	0,9262695	0,7382318	0,3638116	0,7750989	0,1612389	0,8805888	0,2379046
100	0,6833599	0,2703055	0,2943057	0,5584529	0,6782511	0,1781152	0,1800842	0,1534158	0,6833206	0,9227746	0,7340490	0,3787268	0,7798168	0,1534968	0,8863884	0,2284428
120	0,6818986	0,2568579	0,2954932	0,5453136	0,6763601	0,1738889	0,1696623	0,1491156	0,6954448	0,9194993	0,7311709	0,3900740	0,7836896	0,1474756	0,8902009	0,2204964
140	0,6813470	0,2462560	0,2954335	0,5337760	0,6750930	0,1711873	0,1616894	0,1461562	0,7044126	0,9166159	0,7293139	0,3980686	0,7866551	0,1431115	0,8924941	0,2142526
160	0,6813311	0,2380898	0,2951259	0,5236253	0,6742432	0,1694025	0,1557088	0,1441186	0,7108527	0,9141382	0,7281013	0,4036345	0,7888794	0,1400093	0,8938668	0,2094547
180	0,6815647	0,2318735	0,2949814	0,5146222	0,6736615	0,1681670	0,1512462	0,1426898	0,7153465	0,9120391	0,7272816	0,4075498	0,7905403	0,1378067	0,8947163	0,2057951
200	0,6818846	0,2271933	0,2949786	0,5066150	0,6732607	0,1672999	0,1479432	0,1416825	0,7184146	0,9102875	0,7267201	0,4103082	0,7917716	0,1362512	0,8952507	0,2030283
220	0,6822095	0,2237122	0,2950109	0,4994985	0,6729873	0,1667000	0,1455302	0,1409796	0,7204789	0,9088499	0,7263401	0,4122271	0,7926728	0,1351674	0,8955810	0,2009627
240	0,6825012	0,2211523	0,2950281	0,4931768	0,6728035	0,1662926	0,1437910	0,1404957	0,7218529	0,9076879	0,7260874	0,4135398	0,7933233	0,1344237	0,8957786	0,1994399
260	0,6827439	0,2192867	0,2950295	0,4875556	0,6726809	0,1660183	0,1425503	0,1401652	0,7227581	0,9067603	0,7259209	0,4144269	0,7937881	0,1339194	0,8958940	0,1983278
280	0,6829350	0,2179357	0,2950262	0,4825486	0,6725991	0,1658333	0,1416710	0,1399398	0,7233476	0,9060273	0,7258111	0,4150235	0,7941180	0,1335795	0,8959609	0,1975208
300	0,6830792	0,2169623	0,2950241	0,4780802	0,6725445	0,1657080	0,1410507	0,1397859	0,7237267	0,9054529	0,7257383	0,4154242	0,7943513	0,1333513	0,8960000	0,1969375
320	0,6831849	0,2162638	0,2950239	0,4740863	0,6725079	0,1656231	0,1406150	0,1396806	0,7239676	0,9050062	0,7256899	0,4156931	0,7945157	0,1331985	0,8960231	0,1965175
340	0,6832606	0,2157645	0,2950242	0,4705118	0,6724834	0,1655656	0,1403100	0,1396088	0,7241186	0,9046611	0,7256577	0,4158730	0,7946311	0,1330966	0,8960366	0,1962160
360	0,6833139	0,2154089	0,2950244	0,4673090	0,6724671	0,1655269	0,1400975	0,1395599	0,7242120	0,9043963	0,7256363	0,4159931	0,7947118	0,1330289	0,8960444	0,1960004
380	0,6833510	0,2151564	0,2950245	0,4644360	0,6724561	0,1655008	0,1399500	0,1395266	0,7242688	0,9041941	0,7256221	0,4160729	0,7947681	0,1329840	0,8960489	0,1958466
400	0,6833765	0,2149776	0,2950245	0,4618565	0,6724488	0,1654833	0,1398478	0,1395040	0,7243028	0,9040406	0,7256127	0,4161260	0,7948073	0,1329544	0,8960515	0,1957371
420	0,6833940	0,2148512	0,2950244	0,4595382	0,6724440	0,1654716	0,1397772	0,1394887	0,7243226	0,9039245	0,7256065	0,4161612	0,7948345	0,1329348	0,8960530	0,1956592
440	0,6834059	0,2147621	0,2950244	0,4574532	0,6724407	0,1654637	0,1397286	0,1394783	0,7243338	0,9038372	0,7256024	0,4161845	0,7948534	0,1329219	0,8960539	0,1956040
460	0,6834140	0,2146994	0,2950244	0,4555765	0,6724385	0,1654585	0,1396952	0,1394712	0,7243399	0,9037716	0,7255997	0,4162000	0,7948664	0,1329135	0,8960544	0,1955649
480	0,6834195	0,2146553	0,2950244	0,4538862	0,6724371	0,1654549	0,1396722	0,1394664	0,7243429	0,9037226	0,7255978	0,4162102	0,7948755	0,1329079	0,8960547	0,1955372
500	0,6834233	0,2146244	0,2950244	0,4523630	0,6724361	0,1654525	0,1396565	0,1394632	0,7243443	0,9036862	0,7255966	0,4162170	0,7948817	0,1329043	0,8960549	0,1955177
520	0,6834259	0,2146027	0,2950244	0,4509896	0,6724355	0,1654510	0,1396457	0,1394610	0,7243447	0,9036591	0,7255958	0,4162214	0,7948860	0,1329019	0,8960550	0,1955038
540	0,6834276	0,2145875	0,2950244	0,4497507	0,6724350	0,1654499	0,1396384	0,1394595	0,7243447	0,9036390	0,7255953	0,4162244	0,7948890	0,1329004	0,8960550	0,1954941
560	0,6834289	0,2145769	0,2950244	0,4486326	0,6724348	0,1654492	0,1396334	0,1394585	0,7243444	0,9036242	0,7255949	0,4162264	0,7948910	0,1328993	0,8960550	0,1954872
580	0,6836883	0,2179593	0,3206434	0,4482976	0,6726164	0,1660116	0,1402421	0,1398544	0,7075495	0,9037734	0,7259359	0,4152001	0,7946475	0,1333189	0,8955678	0,1959244
600	0,6856862	0,2283536	0,3476234	0,4528901	0,6741084	0,1702834	0,1454538	0,1429850	0,6777494	0,9050401	0,7285347	0,4075879	0,7926533	0,1368616	0,8918296	0,1996696
620	0,6895280	0,2444303	0,3551310	0,4637147	0,6771149	0,1782180	0,1566327	0,1491301	0,6510328	0,9077026	0,7334224	0,3932566	0,7885168	0,1443165	0,8847812	0,2077259
640	0,6937128	0,2623462	0,3528988	0,4778547	0,6804624	0,1864350	0,1703731	0,1560044	0,6305944	0,9111329	0,7386202	0,3771861	0,7834989	0,1531875	0,8773563	0,2177591
660	0,6969805	0,2788075	0,3499109	0,4923183	0,6831780	0,1926792	0,1831352	0,1617668	0,6154091	0,9146607	0,7427148	0,3632427	0,7788412	0,1610440	0,8716667	0,2272709
680	0,6989257	0,2923810	0,3487889	0,5056516	0,6850370	0,1967207	0,1934045	0,1659252	0,6041591	0,9179031	0,7454581	0,3526993	0,7750816	0,1669878	0,8680503	0,2351050
700	0,6997277	0,3030041	0,3488736	0,5175634	0,6862338	0,1992368	0,2011926	0,1687723	0,5959829	0,9207272	0,7471948	0,3451999	0,7722288	0,1711900	0,8659391	0,2411734
720	0,6997459	0,3111481	0,3491810	0,5281846	0,6870169	0,2008811	0,2070257	0,1707396	0,5902511	0,9231233	0,7483165	0,3399395	0,7701018	0,1741261	0,8647019	0,2457919
740	0,6992998	0,3173327	0,3493284	0,5376688	0,6875498	0,2020227	0,2113979	0,1721327	0,5863857	0,9251216	0,7490717	0,3362412	0,7685210	0,1761925	0,8639431	0,2492938
760	0,6986173	0,3219848	0,3493369	0,5461133	0,6879185	0,2028300	0,2146593	0,1731270	0,5838603	0,9267619	0,7495890	0,3336478	0,7673533	0,1776469	0,8634655	0,2519321
780	0,6978495	0,3254443	0,3493071	0,5535916	0,6881710	0,2033918	0,2170628	0,1738298	0,5822481	0,9280879	0,7499395	0,3318494	0,7665008	0,1786587	0,8631695	0,2538972
800	0,6970933	0,3279883	0,3492890	0,5601817	0,6883409	0,2037740	0,2188099	0,1743196	0,5812384	0,9291454	0,7501725	0,3306195	0,7658863	0,1793514	0,8629924	0,2553431
820	0,6964061	0,3298424	0,3492860	0,5659691	0,6884538	0,2040311	0,2200662	0,1746577	0,5806195	0,9299794	0,7503256	0,3297871	0,7654479	0,1798196	0,8628893	0,2563969
840	0,6958157	0,3311852	0,3492887	0,5710398	0,6885287	0,2042042	0,2209634	0,1748907	0,5802512	0,9306310	0,7504262	0,3292270	0,7651372	0,1801340	0,8628300	0,2571603
860	0,6953295	0,3321531	0,3492908	0,5754744	0,6885788	0,2043213	0,2216013	0,1750513	0,5800405	0,9311362	0,7504927	0,3288509	0,7649178	0,1803445	0,8627955	0,2577110
880	0,6949419	0,3328481	0,3492913	0,5793465	0,6886123	0,2044007	0,2220531	0,1751621	0,5799268	0,9315253	0,7505369	0,3285988	0,7647634	0,1804851	0,8627753	0,2581072
900	0,6946409	0,3333454	0,3492911	0,5827223	0,6886347	0,2044545	0,2223717	0,1752384	0,5798707	0,9318231	0,7505662	0,3284301	0,7646551	0,1805789	0,8627635	0,2583912
920	0,6944119	0,3337001	0,3492909	0,5856615	0,6886497	0,2044907	0,2225955	0,1752908	0,5798476	0,9320497	0,7505857	0,3283176	0,7645793	0,1806411	0,8627565	0,2585942
940	0,6942408	0,3339523	0,3492908	0,5882176	0,6886598	0,2045151	0,2227521	0,1753268	0,5798423	0,9322213	0,7505985	0,3282428	0,7645265	0,1806823	0,8627526	0,2587390
960	0,6941148	0,3341312	0,3492908	0,5904383	0,6886664	0,2045315	0,2228613	0,1753514	0,5798459	0,9323508	0,7506070	0,3281930	0,7644898	0,1807094	0,8627503	0,2588420
980	0,6940231	0,3342578	0,3492908	0,5923661	0,6886709	0,2045425	0,2229373	0,1753683	0,5798533	0,9324479	0,7506127	0,3281600	0,7644644	0,1807273	0,8627490	0,2589151
1000	0,6939572	0,3343473	0,3492908	0,5940383	0,6886739	0,2045498	0,2229900	0,1753798	0,5798617	0,9325206	0,7506164	0,3281382	0,7644467	0,1807391	0,8627482	0,2589670
1020	0,6939101	0,3344104	0,3492908	0,5954879	0,6886759	0,2045548	0,2230265	0,1753877	0,5798697	0,9325749	0,7506189	0,3281237	0,7644345	0,1807469	0,8627478	0,2590037
1040	0,6938768	0,3344548	0,3492908	0,5967439	0,6886772	0,2045581	0,2230517	0,1753930	0,5798767	0,9326152	0,7506205	0,3281141	0,7644260	0,1807519	0,8627475	0,2590297
1060	0,6938533	0,3344861	0,3492908	0,5978315	0,6886781	0,2045603	0,2230691	0,1753967	0,5798825	0,9326450	0,7506216	0,3281077	0,7644202	0,1807553	0,8627474	0,2590481
1080	0,6938368	0,3345081	0,3492908	0,5987730	0,6886787	0,2045618	0,2230811	0,1753992	0,5798871	0,9326671	0,7506223	0,3281035	0,7644162	0,1807574	0,8627473	0,2590610
1100	0,6938253	0,3345235	0,3492908	0,5995877	0,6886791	0,2045628	0,2230893	0,1754009	0,5798907	0,9326834	0,7506228	0,3281008	0,7644134	0,1807589	0,8627472	0,2590702

0	0,6937945	0,3345656	0,3492908	0,6012613	0,6886797	0,2045644	0,2231043	0,1754039	0,5798956	0,9326967	0,7506236	0,3280956	0,7644072	0,1807618	0,8627472	0,2590941
20	0,7041949	0,3303423	0,3492908	0,6005161	0,6886798	0,3223706	0,2521269	0,2447143	0,5975100	0,9327055	0,7506236	0,3044404	0,7644072	0,1960790	0,8627472	0,2590935
40	0,7244754	0,3215138	0,3492908	0,5983670	0,6886798	0,5131426	0,3102528	0,3705368	0,6330498	0,9327118	0,7506237	0,2586988	0,7644072	0,2260712	0,8627472	0,2590930
60	0,7453209	0,3116366	0,3492908	0,5957825	0,6886798	0,6740195	0,3722056	0,4915667	0,6712460	0,9327164	0,7506237	0,2117200	0,7644073	0,2572681	0,8627472	0,2590927
80	0,7630762	0,3023962	0,3492908	0,5931966	0,6886798	0,7873181	0,4273451	0,5893707	0,7055317	0,9327196	0,7506237	0,1713608	0,7644073	0,2843791	0,8627472	0,2590925
100	0,7768353	0,2944657	0,3492908	0,5907899	0,6886798	0,8606202	0,4723269	0,6623155	0,7337428	0,9327220	0,7506237	0,1395147	0,7644073	0,3059900	0,8627472	0,2590923
120	0,7868890	0,2879961	0,3492908	0,5886245	0,6886798	0,9057910	0,5071800	0,7143476	0,7557919	0,9327236	0,7506237	0,1155963	0,7644073	0,3223649	0,8627472	0,2590922
140	0,7939396	0,2828914	0,3492908	0,5867091	0,6886799	0,9327741	0,5332804	0,7504618	0,7724488	0,9327248	0,7506237	0,0981965	0,7644073	0,3343667	0,8627472	0,2590921
160	0,7987337	0,2789573	0,3492908	0,5850296	0,6886799	0,9485541	0,5523585	0,7750861	0,7847318	0,9327257	0,7506237	0,0858152	0,7644073	0,3429599	0,8627472	0,2590921
180	0,8019154	0,2759778	0,3492908	0,5835636	0,6886799	0,9576439	0,5660535	0,7916758	0,7936276	0,9327263	0,7506237	0,0771447	0,7644073	0,3490072	0,8627472	0,2590921
200	0,8039864	0,2737512	0,3492908	0,5822869	0,6886799	0,9628219	0,5757473	0,8027602	0,7999808	0,9327268	0,7506237	0,0711451	0,7644073	0,3532069	0,8627472	0,2590920
220	0,8053137	0,2721048	0,3492908	0,5811762	0,6886799	0,9657469	0,5825323	0,8101231	0,8044678	0,9327271	0,7506237	0,0670316	0,7644073	0,3560935	0,8627472	0,2590920
240	0,8061542	0,2708978	0,3492908	0,5802103	0,6886799	0,9673886	0,5872381	0,8149935	0,8076080	0,9327273	0,7506237	0,0642315	0,7644073	0,3580610	0,8627472	0,2590920
260	0,8066821	0,2700190	0,3492908	0,5793705	0,6886799	0,9683055	0,5904771	0,8182056	0,8097893	0,9327275	0,7506237	0,0623363	0,7644073	0,3593929	0,8627472	0,2590920
280	0,8070121	0,2693829	0,3492908	0,5786403	0,6886799	0,9688156	0,5926922	0,8203194	0,8112947	0,9327276	0,7506237	0,0610594	0,7644073	0,3602895	0,8627472	0,2590920
300	0,8072184	0,2689248	0,3492908	0,5780052	0,6886799	0,9690985	0,5941987	0,8217083	0,8123280	0,9327277	0,7506237	0,0602022	0,7644073	0,3608902	0,8627472	0,2590920
320	0,8073479	0,2685962	0,3492908	0,5774528	0,6886799	0,9692550	0,5952185	0,8226198	0,8130340	0,9327277	0,7506237	0,0596286	0,7644073	0,3612910	0,8627472	0,2590920
340	0,8074300	0,2683613	0,3492908	0,5769723	0,6886799	0,9693414	0,5959058	0,8232176	0,8135143	0,9327278	0,7506237	0,0592456	0,7644073	0,3615576	0,8627472	0,2590920
360	0,8074828	0,2681940	0,3492908	0,5765542	0,6886799	0,9693890	0,5963675	0,8236093	0,8138400	0,9327278	0,7506237	0,0589905	0,7644073	0,3617344	0,8627472	0,2590920
380	0,8075174	0,2680751	0,3492908	0,5761903	0,6886799	0,9694153	0,5966765	0,8238659	0,8140600	0,9327278	0,7506237	0,0588208	0,7644073	0,3618513	0,8627472	0,2590920
400	0,8075405	0,2679908	0,3492908	0,5758736	0,6886799	0,9694297	0,5968827	0,8240339	0,8142083	0,9327278	0,7506237	0,0587081	0,7644073	0,3619285	0,8627472	0,2590920
420	0,8075562	0,2679311	0,3492908	0,5755979	0,6886799	0,9694376	0,5970200	0,8241439	0,8143080	0,9327278	0,7506237	0,0586334	0,7644073	0,3619793	0,8627472	0,2590920
440	0,8075671	0,2678890	0,3492908	0,5753579	0,6886799	0,9694420	0,5971112	0,8242159	0,8143748	0,9327278	0,7506237	0,0585838	0,7644073	0,3620127	0,8627472	0,2590920
460	0,8075749	0,2678593	0,3492908	0,5751490	0,6886799	0,9694444	0,5971716	0,8242630	0,8144195	0,9327279	0,7506237	0,0585510	0,7644073	0,3620347	0,8627472	0,2590920
480	0,8075804	0,2678384	0,3492908	0,5749671	0,6886799	0,9694457	0,5972116	0,8242939	0,8144494	0,9327279	0,7506237	0,0585293	0,7644073	0,3620491	0,8627472	0,2590920
500	0,8075844	0,2678237	0,3492908	0,5748087	0,6886799	0,9694464	0,5972380	0,8243141	0,8144693	0,9327279	0,7506237	0,0585150	0,7644073	0,3620585	0,8627472	0,2590920
520	0,8075872	0,2678134	0,3492908	0,5746707	0,6886799	0,9694468	0,5972554	0,8243273	0,8144826	0,9327279	0,7506237	0,0585055	0,7644073	0,3620647	0,8627472	0,2590920
540	0,8075893	0,2678062	0,3492908	0,5745506	0,6886799	0,9694470	0,5972668	0,8243359	0,8144914	0,9327279	0,7506237	0,0584992	0,7644073	0,3620687	0,8627472	0,2590920
560	0,8075908	0,2678011	0,3492908	0,5744460	0,6886799	0,9694471	0,5972744	0,8243416	0,8144972	0,9327279	0,7506237	0,0584951	0,7644073	0,3620713	0,8627472	0,2590920
580	0,7967940	0,2720190	0,3492908	0,5755787	0,6886799	0,8516412	0,5682576	0,7550350	0,7968884	0,9327279	0,7506237	0,0821475	0,7644073	0,3467558	0,8627472	0,2590920
600	0,7758600	0,2808434	0,3492908	0,5780663	0,6886799	0,6608692	0,5101355	0,6292150	0,7613525	0,9327279	0,7506237	0,1278872	0,7644073	0,3167646	0,8627472	0,2590920
620	0,7545870	0,2907177	0,3492908	0,5809512	0,6886799	0,4999924	0,4481852	0,5081868	0,7231588	0,9327279	0,7506237	0,1748647	0,7644073	0,2855684	0,8627472	0,2590920
640	0,7367574	0,2999559	0,3492908	0,5838062	0,6886799	0,3866938	0,3930474	0,4103839	0,6888748	0,9327279	0,7506237	0,2152232	0,7644073	0,2584579	0,8627472	0,2590920
660	0,7232080	0,3078848	0,3492908	0,5864541	0,6886799	0,3133918	0,3480667	0,3374399	0,6606648	0,9327279	0,7506237	0,2470688	0,7644073	0,2368473	0,8627472	0,2590920
680	0,7135157	0,3143534	0,3492908	0,5888343	0,6886799	0,2682210	0,3132144	0,2854082	0,6386164	0,9327279	0,7506237	0,2709868	0,7644073	0,2204725	0,8627472	0,2590920
700	0,7068596	0,3194575	0,3492908	0,5909393	0,6886799	0,2412380	0,2871144	0,2492944	0,6219601	0,9327279	0,7506237	0,2883864	0,7644073	0,2084709	0,8627472	0,2590920
720	0,7024144	0,3233912	0,3492908	0,5927841	0,6886799	0,2254579	0,2680366	0,2246703	0,6096773	0,9327279	0,7506237	0,3007675	0,7644073	0,1998778	0,8627472	0,2590920
740	0,6994989	0,3263705	0,3492908	0,5943928	0,6886799	0,2163682	0,2543418	0,2080806	0,6007818	0,9327279	0,7506237	0,3094379	0,7644073	0,1938306	0,8627472	0,2590920
760	0,6976046	0,3285970	0,3492908	0,5957912	0,6886799	0,2111902	0,2446482	0,1969963	0,5944288	0,9327279	0,7506237	0,3154375	0,7644073	0,1896308	0,8627472	0,2590920
780	0,6963751	0,3302434	0,3492908	0,5970047	0,6886799	0,2082652	0,2378632	0,1896336	0,5899419	0,9327279	0,7506237	0,3195509	0,7644073	0,1867443	0,8627472	0,2590920
800	0,6955718	0,3314505	0,3492908	0,5980565	0,6886799	0,2066234	0,2331575	0,1847632	0,5868017	0,9327279	0,7506237	0,3223509	0,7644073	0,1847768	0,8627472	0,2590920
820	0,6950397	0,3323293	0,3492908	0,5989672	0,6886799	0,2057065	0,2299185	0,1815511	0,5846205	0,9327279	0,7506237	0,3242461	0,7644073	0,1834449	0,8627472	0,2590920
840	0,6946806	0,3329654	0,3492908	0,5997555	0,6886799	0,2051964	0,2277034	0,1794373	0,5831151	0,9327279	0,7506237	0,3255231	0,7644073	0,1825483	0,8627472	0,2590920
860	0,6944331	0,3334236	0,3492908	0,6004375	0,6886799	0,2049135	0,2261969	0,1780484	0,5820818	0,9327279	0,7506237	0,3263802	0,7644073	0,1819476	0,8627472	0,2590920
880	0,6942590	0,3337523	0,3492908	0,6010273	0,6886799	0,2047570	0,2251772	0,1771369	0,5813758	0,9327279	0,7506237	0,3269538	0,7644073	0,1815468	0,8627472	0,2590920
900	0,6941343	0,3339872	0,3492908	0,6015372	0,6886799	0,2046706	0,2244899	0,1765391	0,5808955	0,9327279	0,7506237	0,3273368	0,7644073	0,1812802	0,8627472	0,2590920
920	0,6940438	0,3341546	0,3492908	0,6019781	0,6886799	0,2046230	0,2240282	0,1761474	0,5805698	0,9327279	0,7506237	0,3275919	0,7644073	0,1811034	0,8627472	0,2590920
940	0,6939776	0,3342735	0,3492908	0,6023590	0,6886799	0,2045968	0,2237192	0,1758908	0,5803498	0,9327279	0,7506237	0,3277616	0,7644073	0,1809865	0,8627472	0,2590920
960	0,6939290	0,3343579	0,3492908	0,6026883	0,6886799	0,2045823	0,2235130	0,1757228	0,5802015	0,9327279	0,7506237	0,3278743	0,7644073	0,1809093	0,8627472	0,2590920
980	0,6938932	0,3344175	0,3492908	0,6029727	0,6886799	0,2045744	0,2233757	0,1756128	0,5801018	0,9327279	0,7506237	0,3279490	0,7644073	0,1808585	0,8627472	0,2590920
1000	0,6938669	0,3344597	0,3492908	0,6032185	0,6886799	0,2045701	0,2232845	0,1755408	0,5800350	0,9327279	0,7506237	0,3279986	0,7644073	0,1808251	0,8627472	0,2590920
1020	0,6938478	0,3344894	0,3492908	0,6034308	0,6886799	0,2045677	0,2232241	0,1754937	0,5799903	0,9327279	0,7506237	0,3280314	0,7644073	0,1808031	0,8627472	0,2590920
1040	0,6938338	0,3345103	0,3492908	0,6036142	0,6886799	0,2045664	0,2231841	0,1754628	0,5799604	0,9327279	0,7506237	0,3280531	0,7644073	0,1807887	0,8627472	0,2590920
1060	0,6938237	0,3345250	0,3492908	0,6037726	0,6886799	0,2045656	0,2231577	0,1754426	0,5799405	0,9327279	0,7506237	0,3280674	0,7644073	0,1807793	0,8627472	0,2590920
1080	0,6938165	0,3345354	0,3492908	0,6039094	0,6886799	0,2045652	0,2231403	0,1754294	0,5799273	0,9327279	0,7506237	0,3280769	0,7644073	0,1807731	0,8627472	0,2590920
1100	0,6938113	0,3345426	0,3492908	0,6040275	0,6886799	0,2045650	0,2231289	0,1754208	0,5799184	0,9327279	0,7506237	0,3280832	0,7644073	0,1807691	0,8627472	0,2590920

