"Time"	hipB	hipA	ihfB	yeiL	tdcA	tdcD	tdcG	tdcE	tdcB	tdcF	tdcC	hemF	ibpB	htrE	ecpD	amiA
340	0,2589245	0,9861354	0,6700287	0,9756380	0,0212108	0,5669847	0,8559239	0,0741963	0,4200955	0,8379304	0,8400078	0,1516041	0,5937609	0,8534953	0,9967120	0,1553054
360	0,2586742	0,9886183	0,6700287	0,9757233	0,0212108	0,5672149	0,8562308	0,0744038	0,4200956	0,8379847	0,8401228	0,1515609	0,5937609	0,8534953	0,9967162	0,1553054
380	0,2585213	0,9904175	0,6700287	0,9757815	0,0212108	0,5673584	0,8564285	0,0745528	0,4200956	0,8380159	0,8401891	0,1515361	0,5937609	0,8534953	0,9967190	0,1553054
400	0,2584281	0,9917158	0,6700287	0,9758212	0,0212108	0,5674477	0,8565557	0,0746594	0,4200956	0,8380339	0,8402273	0,1515219	0,5937609	0,8534953	0,9967209	0,1553054
420	0,2583714	0,9926494	0,6700287	0,9758482	0,0212108	0,5675031	0,8566374	0,0747355	0,4200956	0,8380442	0,8402493	0,1515137	0,5937609	0,8534953	0,9967222	0,1553054
440	0,2583370	0,9933184	0,6700287	0,9758666	0,0212108	0,5675374	0,8566899	0,0747897	0,4200956	0,8380501	0,8402619	0,1515089	0,5937609	0,8534953	0,9967230	0,1553054
460	0,2583162	0,9937966	0,6700287	0,9758792	0,0212108	0,5675585	0,8567235	0,0748282	0,4200956	0,8380535	0,8402692	0,1515062	0,5937609	0,8534953	0,9967236	0,1553054
480	0,2583036	0,9941375	0,6700287	0,9758878	0,0212108	0,5675716	0,8567451	0,0748555	0,4200956	0,8380555	0,8402733	0,1515047	0,5937609	0,8534953	0,9967240	0,1553054
500	0,2582960	0,9943800	0,6700287	0,9758936	0,0212108	0,5675796	0,8567589	0,0748748	0,4200956	0,8380566	0,8402757	0,1515038	0,5937609	0,8534953	0,9967242	0,1553054
520	0,2582914	0,9945522	0,6700287	0,9758976	0,0212108	0,5675845	0,8567677	0,0748885	0,4200956	0,8380572	0,8402771	0,1515033	0,5937609	0,8534953	0,9967244	0,1553054
540	0,2582886	0,9946742	0,6700287	0,9759003	0,0212108	0,5675876	0,8567733	0,0748981	0,4200956	0,8380576	0,8402778	0,1515030	0,5937609	0,8534953	0,9967245	0,1553054
560	0,2582869	0,9947605	0,6700287	0,9759022	0,0212108	0,5675894	0,8567769	0,0749049	0,4200956	0,8380578	0,8402783	0,1515028	0,5937609	0,8534953	0,9967245	0,1553054
580	0,3371552	0,9947045	0,6700287	0,9662176	0,0212108	0,5201778	0,8102478	0,0708302	0,4200956	0,7719770	0,7316212	0,2330254	0,5937609	0,8534953	0,9964329	0,1553054
600	0,4823147	0,9927877	0,6700287	0,9492021	0,0212108	0,4309085	0,7223459	0,0621545	0,4200956	0,6611693	0,5446619	0,3615618	0,5937609	0,8534953	0,9958555	0,1553054
620	0,6229144	0,9833167	0,6700287	0,9329184	0,0212108	0,3420903	0,6344116	0,0522638	0,4200956	0,5639765	0,3761985	0,4675468	0,5937609	0,8534953	0,9952472	0,1553054
640	0,7361199	0,9592509	0,6700287	0,9194009	0,0212108	0,2683680	0,5608832	0,0428396	0,4200956	0,4927195	0,2495314	0,5410819	0,5937609	0,8534953	0,9947118	0,1553054
660	0,8192774	0,9192897	0,6700287	0,9087405	0,0212108	0,2122981	0,5044399	0,0346063	0,4200956	0,4447020	0,1621611	0,5883055	0,5937609	0,8534953	0,9942796	0,1553054
680	0,8770400	0,8687038	0,6700287	0,9005012	0,0212108	0,1718009	0,4632157	0,0277734	0,4200956	0,4138707	0,1048499	0,6173957	0,5937609	0,8534953	0,9939478	0,1553054
700	0,9156706	0,8149300	0,6700287	0,8941812	0,0212108	0,1435336	0,4340638	0,0222919	0,4200956	0,3946741	0,0684648	0,6348803	0,5937609	0,8534953	0,9937014	0,1553054
720	0,9408077	0,7641861	0,6700287	0,8893446	0,0212108	0,1242760	0,4139064	0,0179995	0,4200956	0,3829688	0,0458849	0,6452299	0,5937609	0,8534953	0,9935227	0,1553054
740	0,9568299	0,7203400	0,6700287	0,8856438	0,0212108	0,1113923	0,4001942	0,0146982	0,4200956	0,3759366	0,0321033	0,6512960	0,5937609	0,8534953	0,9933953	0,1553054
760	0,9668803	0,6850466	0,6700287	0,8828104	0,0212108	0,1028933	0,3909804	0,0121944	0,4200956	0,3717576	0,0237969	0,6548287	0,5937609	0,8534953	0,9933057	0,1553054
780	0,9731065	0,6583325	0,6700287	0,8806392	0,0212108	0,0973494	0,3848477	0,0103166	0,4200956	0,3692942	0,0188390	0,6568771	0,5937609	0,8534953	0,9932433	0,1553054
800	0,9769260	0,6392322	0,6700287	0,8789740	0,0212108	0,0937662	0,3807963	0,0089209	0,4200956	0,3678512	0,0159025	0,6580614	0,5937609	0,8534953	0,9932001	0,1553054
820	0,9792513	0,6263195	0,6700287	0,8776962	0,0212108	0,0914679	0,3781357	0,0078914	0,4200956	0,3670098	0,0141740	0,6587448	0,5937609	0,8534953	0,9931706	0,1553054
840	0,9806585	0,6180866	0,6700287	0,8767149	0,0212108	0,0900032	0,3763970	0,0071368	0,4200956	0,3665211	0,0131617	0,6591387	0,5937609	0,8534953	0,9931504	0,1553054
860	0,9815059	0,6131726	0,6700287	0,8759611	0,0212108	0,0890749	0,3752651	0,0065868	0,4200956	0,3662381	0,0125713	0,6593654	0,5937609	0,8534953	0,9931367	0,1553054
880	0,9820140	0,6104707	0,6700287	0,8753818	0,0212108	0,0884893	0,3745308	0,0061877	0,4200956	0,3660745	0,0122281	0,6594959	0,5937609	0,8534953	0,9931274	0,1553054
900	0,9823174	0,6091505	0,6700287	0,8749365	0,0212108	0,0881216	0,3740556	0,0058994	0,4200956	0,3659802	0,0120292	0,6595710	0,5937609	0,8534953	0,9931212	0,1553054
920	0,9824975	0,6086312	0,6700287	0,8745942	0,0212108	0,0878914	0,3737488	0,0056918	0,4200956	0,3659259	0,0119142	0,6596141	0,5937609	0,8534953	0,9931170	0,1553054
940	0,9826039	0,6085331	0,6700287	0,8743309	0,0212108	0,0877478	0,3735510	0,0055428	0,4200956	0,3658946	0,0118479	0,6596389	0,5937609	0,8534953	0,9931142	0,1553054
960	0,9826663	0,6086249	0,6700287	0,8741284	0,0212108	0,0876586	0,3734238	0,0054362	0,4200956	0,3658766	0,0118097	0,6596532	0,5937609	0,8534953	0,9931123	0,1553054
980	0,9827024	0,6087774	0,6700287	0,8739726	0,0212108	0,0876032	0,3733421	0,0053602	0,4200956	0,3658663	0,0117877	0,6596614	0,5937609	0,8534953	0,9931110	0,1553054
1000	0,9827232	0,6089263	0,6700287	0,8738528	0,0212108	0,0875689	0,3732896	0,0053060	0,4200956	0,3658604	0,0117751	0,6596661	0,5937609	0,8534953	0,9931102	0,1553054
1020	0,9827349	0,6090458	0,6700287	0,8737607	0,0212108	0,0875478	0,3732560	0,0052675	0,4200956	0,3658570	0,0117678	0,6596688	0,5937609	0,8534953	0,9931096	0,1553054
1040	0,9827413	0,6091307	0,6700287	0,8736898	0,0212108	0,0875347	0,3732344	0,0052402	0,4200956	0,3658551	0,0117637	0,6596704	0,5937609	0,8534953	0,9931093	0,1553054
1060	0,9827448	0,6091851	0,6700287	0,8736352	0,0212108	0,0875267	0,3732207	0,0052208	0,4200956	0,3658539	0,0117613	0,6596713	0,5937609	0,8534953	0,9931090	0,1553054
1080	0,9827467	0,6092164	0,6700287	0,8735933	0,0212108	0,0875218	0,3732118	0,0052072	0,4200956	0,3658533	0,0117599	0,6596718	0,5937609	0,8534953	0,9931089	0,1553054
1100	0,9827476	0,6092322	0,6700287	0,8735610	0,0212108	0,0875187	0,3732062	0,0051975	0,4200956	0,3658529	0,0117592	0,6596721	0,5937609	0,8534953	0,9931088	0,1553054

0	0,9827490	0,6092637	0,6700277	0,8708502	0,0212108	0,0875140	0,3731946	0,0051747	0,4200808	0,3658557	0,0117581	0,6596693	0,5937662	0,8534887	0,9930246	0,1553732
20	0,9827487	0,6092520	0,6700279	0,8869835	0,0212108	0,0875140	0,3731954	0,0051747	0,4200853	0,3658544	0,0117581	0,6482723	0,6545749	0,8534915	0,9930530	0,1553499
40	0,9827486	0,6092426	0,6700281	0,9140705	0,0212108	0,0875140	0,3731957	0,0051747	0,4200884	0,3658534	0,0117581	0,6303012	0,7332030	0,8534930	0,9930718	0,1553346
60	0,9827484	0,6092359	0,6700284	0,9386621	0,0212108	0,0875140	0,3731958	0,0051747	0,4200905	0,3658528	0,0117581	0,6154829	0,7890266	0,8534938	0,9930843	0,1553246
80	0,9827484	0,6092315	0,6700285	0,9576266	0,0212108	0,0875140	0,3731958	0,0051747	0,4200920	0,3658525	0,0117581	0,6052014	0,8244919	0,8534943	0,9930925	0,1553180
100	0,9827484	0,6092289	0,6700287	0,9712510	0,0212108	0,0875140	0,3731959	0,0051747	0,4200930	0,3658524	0,0117581	0,5985987	0,8463334	0,8534946	0,9930980	0,1553137
120	0,9827484	0,6092276	0,6700287	0,9806885	0,0212108	0,0875140	0,3731960	0,0051747	0,4200938	0,3658524	0,0117581	0,5945313	0,8596569	0,8534948	0,9931016	0,1553109
140	0,9827484	0,6092270	0,6700288	0,9870937	0,0212108	0,0875140	0,3731960	0,0051747	0,4200943	0,3658524	0,0117581	0,5920866	0,8677599	0,8534950	0,9931039	0,1553090
160	0,9827484	0,6092269	0,6700288	0,9913896	0,0212108	0,0875140	0,3731961	0,0051747	0,4200947	0,3658524	0,0117581	0,5906395	0,8726834	0,8534951	0,9931055	0,1553077
180	0,9827484	0,6092269	0,6700288	0,9942502	0,0212108	0,0875140	0,3731961	0,0051747	0,4200950	0,3658524	0,0117581	0,5897913	0,8756739	0,8534952	0,9931065	0,1553069
200	0,9827484	0,6092271	0,6700288	0,9961469	0,0212108	0,0875140	0,3731961	0,0051747	0,4200952	0,3658524	0,0117581	0,5892974	0,8774903	0,8534952	0,9931072	0,1553064
220	0,9827484	0,6092273	0,6700288	0,9974010	0,0212108	0,0875140	0,3731961	0,0051747	0,4200953	0,3658524	0,0117581	0,5890110	0,8785934	0,8534953	0,9931077	0,1553061
240	0,9827484	0,6092274	0,6700288	0,9982289	0,0212108	0,0875140	0,3731962	0,0051747	0,4200954	0,3658524	0,0117581	0,5888454	0,8792634	0,8534953	0,9931080	0,1553058
260	0,9827484	0,6092275	0,6700288	0,9987750	0,0212108	0,0875140	0,3731962	0,0051747	0,4200954	0,3658524	0,0117581	0,5887498	0,8796703	0,8534953	0,9931082	0,1553057
280	0,9827484	0,6092276	0,6700287	0,9991348	0,0212108	0,0875140	0,3731962	0,0051747	0,4200955	0,3658524	0,0117581	0,5886947	0,8799174	0,8534953	0,9931083	0,1553056
300	0,9827484	0,6092276	0,6700287	0,9993719	0,0212108	0,0875140	0,3731962	0,0051747	0,4200955	0,3658524	0,0117581	0,5886630	0,8800675	0,8534953	0,9931084	0,1553055
320	0,9827484	0,6092276	0,6700287	0,9995281	0,0212108	0,0875140	0,3731962	0,0051747	0,4200955	0,3658524	0,0117581	0,5886448	0,8801586	0,8534953	0,9931084	0,1553055
340	0,9827484	0,6092276	0,6700287	0,9996309	0,0212108	0,0875140	0,3731962	0,0051747	0,4200955	0,3658524	0,0117581	0,5886343	0,8802140	0,8534953	0,9931085	0,1553054
360	0,9827484	0,6092276	0,6700287	0,9996986	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,5886283	0,8802476	0,8534953	0,9931085	0,1553054
380	0,9827484	0,6092276	0,6700287	0,9997432	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,5886248	0,8802680	0,8534953	0,9931085	0,1553054
400	0,9827484	0,6092276	0,6700287	0,9997725	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,5886228	0,8802804	0,8534953	0,9931085	0,1553054
420	0,9827484	0,6092276	0,6700287	0,9997919	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,5886217	0,8802879	0,8534953	0,9931085	0,1553054
440	0,9827484	0,6092276	0,6700287	0,9998046	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,5886210	0,8802925	0,8534953	0,9931085	0,1553054
460	0,9827484	0,6092276	0,6700287	0,9998130	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,5886206	0,8802953	0,8534953	0,9931085	0,1553054
480	0,9827484	0,6092276	0,6700287	0,9998185	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,5886204	0,8802970	0,8534953	0,9931085	0,1553054
500	0,9827484	0,6092276	0,6700287	0,9998221	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,5886203	0,8802980	0,8534953	0,9931085	0,1553054
520	0,9827484	0,6092276	0,6700287	0,9998245	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,5886202	0,8802986	0,8534953	0,9931085	0,1553054
540	0,9827484	0,6092276	0,6700287	0,9998261	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,5886202	0,8802990	0,8534953	0,9931085	0,1553054
560	0,9827484	0,6092276	0,6700287	0,9998271	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,5886201	0,8802992	0,8534953	0,9931085	0,1553054
580	0,9827484	0,6092276	0,6700287	0,9877819	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6000186	0,8194882	0,8534953	0,9931085	0,1553054
600	0,9827484	0,6092276	0,6700287	0,9666464	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6179906	0,7408589	0,8534953	0,9931085	0,1553054
620	0,9827484	0,6092276	0,6700287	0,9464661	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6328095	0,6850346	0,8534953	0,9931085	0,1553054
640	0,9827484	0,6092276	0,6700287	0,9297604	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6430911	0,6495690	0,8534953	0,9931085	0,1553054
660	0,9827484	0,6092276	0,6700287	0,9166234	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6496939	0,6277273	0,8534953	0,9931085	0,1553054
680	0,9827484	0,6092276	0,6700287	0,9064967	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6537613	0,6144037	0,8534953	0,9931085	0,1553054
700	0,9827484	0,6092276	0,6700287	0,8987469	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6562060	0,6063006	0,8534953	0,9931085	0,1553054
720	0,9827484	0,6092276	0,6700287	0,8928275	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6576531	0,6013771	0,8534953	0,9931085	0,1553054
740	0,9827484	0,6092276	0,6700287	0,8883052	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6585013	0,5983866	0,8534953	0,9931085	0,1553054
760	0,9827484	0,6092276	0,6700287	0,8848469	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6589952	0,5965702	0,8534953	0,9931085	0,1553054
780	0,9827484	0,6092276	0,6700287	0,8821994	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6592816	0,5954671	0,8534953	0,9931085	0,1553054
800	0,9827484	0,6092276	0,6700287	0,8801706	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6594472	0,5947971	0,8534953	0,9931085	0,1553054
820	0,9827484	0,6092276	0,6700287	0,8786144	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6595428	0,5943902	0,8534953	0,9931085	0,1553054
840	0,9827484	0,6092276	0,6700287	0,8774201	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6595978	0,5941431	0,8534953	0,9931085	0,1553054
860	0,9827484	0,6092276	0,6700287	0,8765028	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6596296	0,5939930	0,8534953	0,9931085	0,1553054
880	0,9827484	0,6092276	0,6700287	0,8757982	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6596478	0,5939019	0,8534953	0,9931085	0,1553054
900	0,9827484	0,6092276	0,6700287	0,8752566	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6596583	0,5938465	0,8534953	0,9931085	0,1553054
920	0,9827484	0,6092276	0,6700287	0,8748402	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6596643	0,5938129	0,8534953	0,9931085	0,1553054
940	0,9827484	0,6092276	0,6700287	0,8745201	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6596678	0,5937925	0,8534953	0,9931085	0,1553054
960	0,9827484	0,6092276	0,6700287	0,8742739	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6596698	0,5937801	0,8534953	0,9931085	0,1553054
980	0,9827484	0,6092276	0,6700287	0,8740846	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6596709	0,5937725	0,8534953	0,9931085	0,1553054
1000	0,9827484	0,6092276	0,6700287	0,8739389	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6596716	0,5937680	0,8534953	0,9931085	0,1553054
1020	0,9827484	0,6092276	0,6700287	0,8738269	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6596720	0,5937652	0,8534953	0,9931085	0,1553054
1040	0,9827484	0,6092276	0,6700287	0,8737407	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6596722	0,5937635	0,8534953	0,9931085	0,1553054
1060	0,9827484	0,6092276	0,6700287	0,8736744	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6596723	0,5937625	0,8534953	0,9931085	0,1553054
1080	0,9827484	0,6092276	0,6700287	0,8736234	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6596724	0,5937618	0,8534953	0,9931085	0,1553054
1100	0,9827484	0,6092276	0,6700287	0,8735842	0,0212108	0,0875140	0,3731962	0,0051747	0,4200956	0,3658524	0,0117581	0,6596724	0,5937615	0,8534953	0,9931085	0,1553054

0	0,9827490	0,6092637	0,6700277	0,8708502	0,0212108	0,0875140	0,3731946	0,0051747	0,4200808	0,3658557	0,0117581	0,6596693	0,5937662	0,8534887	0,9930246	0,1553732
20	0,9827488	0,6078347	0,6700279	0,8714493	0,0212108	0,0875140	0,4209950	0,0051747	0,4246561	0,3658544	0,1307495	0,6596708	0,6774680	0,8534915	0,9930530	0,1553499
40	0,9827497	0,6049625	0,6700281	0,8719107	0,0212108	0,0875140	0,5112943	0,0051747	0,4329318	0,3658534	0,3354900	0,6596717	0,7856970	0,8534930	0,9930718	0,1553346
60	0,9827525	0,6019565	0,6700284	0,8722660	0,0212108	0,0875140	0,6016262	0,0051747	0,4409251	0,3658528	0,5199754	0,6596722	0,8625362	0,8534938	0,9930843	0,1553246
80	0,9827572	0,5994096	0,6700285	0,8725396	0,0212108	0,0875140	0,6771591	0,0051747	0,4474630	0,3658525	0,6586894	0,6596725	0,9113529	0,8534943	0,9930925	0,1553180
100	0,9827631	0,5975009	0,6700287	0,8727501	0,0212108	0,0875140	0,7351411	0,0051747	0,4524349	0,3658524	0,7543693	0,6596726	0,9414169	0,8534946	0,9930980	0,1553137
120	0,9827696	0,5961986	0,6700287	0,8729122	0,0212108	0,0875140	0,7774892	0,0051747	0,4560751	0,3658524	0,8171311	0,6596726	0,9597561	0,8534948	0,9931016	0,1553109
140	0,9827758	0,5953844	0,6700288	0,8730369	0,0212108	0,0875140	0,8074357	0,0051747	0,4586835	0,3658524	0,8569766	0,6596726	0,9709097	0,8534950	0,9931039	0,1553090
160	0,9827812	0,5949225	0,6700288	0,8731329	0,0212108	0,0875140	0,8281426	0,0051747	0,4605287	0,3658524	0,8817040	0,6596725	0,9776866	0,8534951	0,9931055	0,1553077
180	0,9827857	0,5946931	0,6700288	0,8732067	0,0212108	0,0875140	0,8422286	0,0051747	0,4618239	0,3658524	0,8967963	0,6596725	0,9818029	0,8534952	0,9931065	0,1553069
200	0,9827892	0,5946042	0,6700288	0,8732636	0,0212108	0,0875140	0,8516936	0,0051747	0,4627286	0,3658524	0,9058928	0,6596725	0,9843031	0,8534952	0,9931072	0,1553064
220	0,9827917	0,5945913	0,6700288	0,8733073	0,0212108	0,0875140	0,8579935	0,0051747	0,4633587	0,3658524	0,9113222	0,6596725	0,9858215	0,8534953	0,9931077	0,1553061
240	0,9827935	0,5946135	0,6700288	0,8733409	0,0212108	0,0875140	0,8621553	0,0051747	0,4637965	0,3658524	0,9145380	0,6596725	0,9867436	0,8534953	0,9931080	0,1553058
260	0,9827947	0,5946469	0,6700288	0,8733668	0,0212108	0,0875140	0,8648884	0,0051747	0,4641005	0,3658524	0,9164309	0,6596725	0,9873037	0,8534953	0,9931082	0,1553057
280	0,9827954	0,5946793	0,6700287	0,8733868	0,0212108	0,0875140	0,8666746	0,0051747	0,4643113	0,3658524	0,9175395	0,6596725	0,9876439	0,8534953	0,9931083	0,1553056
300	0,9827959	0,5947056	0,6700287	0,8734021	0,0212108	0,0875140	0,8678373	0,0051747	0,4644575	0,3658524	0,9181860	0,6596725	0,9878504	0,8534953	0,9931084	0,1553055
320	0,9827961	0,5947247	0,6700287	0,8734139	0,0212108	0,0875140	0,8685917	0,0051747	0,4645588	0,3658524	0,9185618	0,6596725	0,9879759	0,8534953	0,9931084	0,1553055
340	0,9827962	0,5947373	0,6700287	0,8734230	0,0212108	0,0875140	0,8690798	0,0051747	0,4646290	0,3658524	0,9187796	0,6596725	0,9880521	0,8534953	0,9931085	0,1553054
360	0,9827963	0,5947449	0,6700287	0,8734300	0,0212108	0,0875140	0,8693950	0,0051747	0,4646776	0,3658524	0,9189055	0,6596725	0,9880984	0,8534953	0,9931085	0,1553054
380	0,9827963	0,5947490	0,6700287	0,8734353	0,0212108	0,0875140	0,8695981	0,0051747	0,4647113	0,3658524	0,9189782	0,6596725	0,9881265	0,8534953	0,9931085	0,1553054
400	0,9827963	0,5947509	0,6700287	0,8734395	0,0212108	0,0875140	0,8697288	0,0051747	0,4647347	0,3658524	0,9190200	0,6596725	0,9881436	0,8534953	0,9931085	0,1553054
420	0,9827963	0,5947514	0,6700287	0,8734426	0,0212108	0,0875140	0,8698127	0,0051747	0,4647508	0,3658524	0,9190441	0,6596725	0,9881539	0,8534953	0,9931085	0,1553054
440	0,9827963	0,5947513	0,6700287	0,8734451	0,0212108	0,0875140	0,8698666	0,0051747	0,4647620	0,3658524	0,9190579	0,6596725	0,9881602	0,8534953	0,9931085	0,1553054
460	0,9827963	0,5947510	0,6700287	0,8734470	0,0212108	0,0875140	0,8699012	0,0051747	0,4647698	0,3658524	0,9190659	0,6596725	0,9881640	0,8534953	0,9931085	0,1553054
480	0,9827963	0,5947506	0,6700287	0,8734484	0,0212108	0,0875140	0,8699233	0,0051747	0,4647752	0,3658524	0,9190704	0,6596725	0,9881664	0,8534953	0,9931085	0,1553054
500	0,9827963	0,5947502	0,6700287	0,8734495	0,0212108	0,0875140	0,8699375	0,0051747	0,4647789	0,3658524	0,9190730	0,6596725	0,9881678	0,8534953	0,9931085	0,1553054
520	0,9827963	0,5947499	0,6700287	0,8734504	0,0212108	0,0875140	0,8699465	0,0051747	0,4647815	0,3658524	0,9190745	0,6596725	0,9881686	0,8534953	0,9931085	0,1553054
540	0,9827963	0,5947497	0,6700287	0,8734511	0,0212108	0,0875140	0,8699523	0,0051747	0,4647832	0,3658524	0,9190754	0,6596725	0,9881691	0,8534953	0,9931085	0,1553054
560	0,9827963	0,5947496	0,6700287	0,8734516	0,0212108	0,0875140	0,8699561	0,0051747	0,4647845	0,3658524	0,9190759	0,6596725	0,9881695	0,8534953	0,9931085	0,1553054
580	0,9827961	0,5961847	0,6700287	0,8734520	0,0212108	0,0875140	0,8221588	0,0051747	0,4602146	0,3658524	0,8000848	0,6596725	0,9044655	0,8534953	0,9931085	0,1553054
600	0,9827950	0,5990784	0,6700287	0,8734523	0,0212108	0,0875140	0,7318613	0,0051747	0,4519426	0,3658524	0,5953445	0,6596725	0,7962354	0,8534953	0,9931085	0,1553054
620	0,9827920	0,6021004	0,6700287	0,8734525	0,0212108	0,0875140	0,6415305	0,0051747	0,4439517	0,3658524	0,4108591	0,6596725	0,7193955	0,8534953	0,9931085	0,1553054
640	0,9827871	0,6046508	0,6700287	0,8734527	0,0212108	0,0875140	0,5659983	0,0051747	0,4374156	0,3658524	0,2721452	0,6596725	0,6705785	0,8534953	0,9931085	0,1553054
660	0,9827809	0,6065520	0,6700287	0,8734528	0,0212108	0,0875140	0,5080167	0,0051747	0,4324449	0,3658524	0,1764653	0,6596725	0,6405143	0,8534953	0,9931085	0,1553054
680	0,9827744	0,6078406	0,6700287	0,8734529	0,0212108	0,0875140	0,4656690	0,0051747	0,4288056	0,3658524	0,1137036	0,6596725	0,6221749	0,8534953	0,9931085	0,1553054
700	0,9827682	0,6086394	0,6700287	0,8734530	0,0212108	0,0875140	0,4357226	0,0051747	0,4261979	0,3658524	0,0738580	0,6596725	0,6110213	0,8534953	0,9931085	0,1553054
720	0,9827629	0,6090870	0,6700287	0,8734530	0,0212108	0,0875140	0,4150159	0,0051747	0,4243531	0,3658524	0,0491306	0,6596725	0,6042444	0,8534953	0,9931085	0,1553054
740	0,9827585	0,6093046	0,6700287	0,8734531	0,0212108	0,0875140	0,4009300	0,0051747	0,4230582	0,3658524	0,0340383	0,6596725	0,6001279	0,8534953	0,9931085	0,1553054
760	0,9827551	0,6093849	0,6700287	0,8734531	0,0212108	0,0875140	0,3914650	0,0051747	0,4221537	0,3658524	0,0249418	0,6596725	0,5976278	0,8534953	0,9931085	0,1553054
780	0,9827527	0,6093918	0,6700287	0,8734532	0,0212108	0,0875140	0,3851652	0,0051747	0,4215239	0,3658524	0,0195124	0,6596725	0,5961094	0,8534953	0,9931085	0,1553054
800	0,9827510	0,6093659	0,6700287	0,8734532	0,0212108	0,0875140	0,3810034	0,0051747	0,4210861	0,3658524	0,0162966	0,6596725	0,5951872	0,8534953	0,9931085	0,1553054
820	0,9827498	0,6093304	0,6700287	0,8734532	0,0212108	0,0875140	0,3782703	0,0051747	0,4207822	0,3658524	0,0144037	0,6596725	0,5946271	0,8534953	0,9931085	0,1553054
840	0,9827491	0,6092969	0,6700287	0,8734532	0,0212108	0,0875140	0,3764842	0,0051747	0,4205714	0,3658524	0,0132952	0,6596725	0,5942870	0,8534953	0,9931085	0,1553054
860	0,9827487	0,6092703	0,6700287	0,8734532	0,0212108	0,0875140	0,3753215	0,0051747	0,4204253	0,3658524	0,0126486	0,6596725	0,5940804	0,8534953	0,9931085	0,1553054
880	0,9827485	0,6092513	0,6700287	0,8734532	0,0212108	0,0875140	0,3745671	0,0051747	0,4203240	0,3658524	0,0122728	0,6596725	0,5939549	0,8534953	0,9931085	0,1553054
900	0,9827484	0,6092389	0,6700287	0,8734532	0,0212108	0,0875140	0,3740790	0,0051747	0,4202538	0,3658524	0,0120550	0,6596725	0,5938787	0,8534953	0,9931085	0,1553054
