yoeB	yefM	alaS	mngB	mngR	mngA	artJ	argR	argB	artI	artQ	argA	artM	argC	argE	artP
0,4551796	0,5399920	0,5457309	0,8606047	0,3131348	0,1407313	0,2793186	0,3273979	0,0115844	0,8428162	0,0997671	0,7727348	0,7725154	0,4054446	0,0094817	0,2624276
