"Time"	norR	nsrR	dsdC	feaR	fhlA	feaB	hypA	hycE	hycF	hycD	hypB	hycG	hypE	hycH	hypD	hycB
480	0,0005484	0,4621194	0,5102785	0,1675173	0,1604136	0,3549370	0,0132727	0,0167569	0,3886751	0,3443910	0,3611621	0,6165257	0,0121644	0,0550912	0,6611396	0,7699656
500	0,0011855	0,4650889	0,4736004	0,2206680	0,1277973	0,3449862	0,0343237	0,0088330	0,2849829	0,3424608	0,3072889	0,6425870	0,0077793	0,0807458	0,5198166	0,5833203
520	0,0005082	0,5450025	0,4223583	0,1408116	0,1588094	0,2965250	0,0227460	0,0330215	0,2965069	0,3852555	0,3237904	0,7419199	0,0074048	0,0706587	0,3972019	0,6484451
540	0,0005479	0,5120232	0,4981992	0,1912971	0,1073472	0,2006983	0,0090619	0,0279820	0,2845971	0,4609132	0,2996186	0,7217810	0,0194781	0,1094236	0,4849594	0,7506994
560	0,0012383	0,4541498	0,4874167	0,1401798	0,1394325	0,2710607	0,0075090	0,0219836	0,3192267	0,4898053	0,3497097	0,6651334	0,0130024	0,0574293	0,4837120	0,7623834
580	0,2314621	0,4904967	0,4169516	0,2215904	0,1018142	0,3503548	0,0117935	0,0260557	0,3717482	0,4722057	0,3730307	0,5705013	0,0129752	0,0304005	0,4417204	0,7610173
600	0,2048657	0,5736816	0,3630517	0,3150808	0,0746886	0,2732749	0,0080207	0,0247335	0,3288056	0,4136999	0,4250499	0,6052561	0,0204115	0,0472721	0,3367597	0,7771647
620	0,1534264	0,5929640	0,4390861	0,3170646	0,0825882	0,3024356	0,0123208	0,0328804	0,2619365	0,4088490	0,2818013	0,6536492	0,0184119	0,0273667	0,4024490	0,6952193
640	0,1378878	0,5921345	0,3044923	0,3358272	0,0654098	0,2948251	0,0054812	0,0639251	0,1913423	0,3269439	0,1821346	0,5574749	0,0116597	0,0097540	0,3081255	0,6504398
660	0,1277466	0,5325497	0,2882900	0,3466727	0,0372247	0,3281610	0,0077191	0,0227717	0,1797370	0,3847441	0,2934975	0,6446243	0,0123693	0,0076402	0,2117563	0,7085085
680	0,1748581	0,6329241	0,3579263	0,3937599	0,0274312	0,3848048	0,0049070	0,0337050	0,1810941	0,3361186	0,2226259	0,5797670	0,0284792	0,0007771	0,2216672	0,7167052
700	0,1905264	0,7344338	0,4214970	0,3407992	0,0119565	0,4202637	0,0240354	0,0247286	0,1961698	0,3292094	0,1366760	0,3327611	0,0159152	0,0013953	0,1471646	0,4234141
720	0,1348084	0,7084381	0,2967870	0,3721861	0,0157177	0,3972458	0,0119331	0,0242184	0,1462578	0,3443540	0,1260978	0,4115908	0,0112397	0,0021971	0,1584150	0,4129604
740	0,1320492	0,7175895	0,2981991	0,3077636	0,0097104	0,4012214	0,0043002	0,0319148	0,1049780	0,3478456	0,1483019	0,3434838	0,0128747	0,0021469	0,1210510	0,3648235
760	0,1811643	0,7295128	0,2302175	0,3064681	0,0113623	0,3806601	0,0138472	0,0263278	0,0667442	0,3462487	0,1025876	0,3429022	0,0195460	0,0009823	0,1190381	0,3375049
780	0,1923833	0,7520568	0,1974521	0,3425711	0,0084625	0,3649712	0,0111612	0,0322349	0,0781103	0,2934363	0,1123271	0,2306602	0,0156016	0,0015422	0,0890160	0,2969211
800	0,2678379	0,8083246	0,2459007	0,3406515	0,0015303	0,3780945	0,0084108	0,0238848	0,0529251	0,3084409	0,0862274	0,1900334	0,0149733	0,0000458	0,0685461	0,3164652
820	0,1497581	0,6923646	0,2726875	0,2004174	0,0008909	0,3911544	0,0361129	0,0879925	0,0741244	0,2684263	0,0812108	0,2648265	0,0274633	0,0000172	0,0622931	0,1889326
840	0,1825954	0,8282987	0,2215768	0,2357085	0,0007630	0,3772804	0,0169719	0,0458959	0,0588231	0,3492948	0,1093747	0,2185974	0,0237380	0,0000725	0,0386748	0,1510713
860	0,1642658	0,8806400	0,3482949	0,2853443	0,0020045	0,3921213	0,0373256	0,0282304	0,0666803	0,3496079	0,0746407	0,2076300	0,0100323	0,0000687	0,0513454	0,2084685
880	0,2085471	0,8469055	0,4071178	0,2272807	0,0031240	0,3803705	0,0141720	0,0566564	0,0404970	0,3158171	0,0760472	0,2071877	0,0242653	0,0000118	0,0224161	0,1513092
900	0,1430816	0,8637615	0,3048963	0,2391596	0,0006576	0,3293494	0,0113430	0,0183143	0,0483842	0,3320777	0,0764082	0,2207606	0,0060437	0,0004087	0,0088594	0,1014500
920	0,1844688	0,7375699	0,3463916	0,2777863	0,0002676	0,4124863	0,0154225	0,0173611	0,0496682	0,3203429	0,1061315	0,2768446	0,0293209	0,0000188	0,0144773	0,1139397
940	0,1946054	0,7238607	0,2769508	0,2980326	0,0018713	0,3754791	0,0178543	0,0133084	0,0488380	0,3006662	0,0737107	0,2883194	0,0170124	0,0000000	0,0047852	0,1206101
960	0,1393089	0,6042047	0,3523158	0,3192650	0,0015705	0,3439023	0,0353540	0,0244070	0,0378857	0,2881325	0,1008955	0,2694329	0,0093150	0,0000000	0,0179645	0,0910081
980	0,2367195	0,6753969	0,3604175	0,3508162	0,0029510	0,4127308	0,0146992	0,0288661	0,0583054	0,2980707	0,1425010	0,1964476	0,0109035	0,0000903	0,0074076	0,0755550
1000	0,1511823	0,6281792	0,3182881	0,3013509	0,0010529	0,4368988	0,0069885	0,0314766	0,0344836	0,2626626	0,0738441	0,1881107	0,0184052	0,0017838	0,0092248	0,1153597
1020	0,1681162	0,6965833	0,3656078	0,2499908	0,0012232	0,4044252	0,0206882	0,0236613	0,0333816	0,3699588	0,1058049	0,2531416	0,0055112	0,0000641	0,0129462	0,0953710
1040	0,2005358	0,6439768	0,3602561	0,3048383	0,0020045	0,3694354	0,0191224	0,0127258	0,0688257	0,2919957	0,1529770	0,2678738	0,0145579	0,0007380	0,0102332	0,0765097
1060	0,1605670	0,6853988	0,3858888	0,2626133	0,0005297	0,3168807	0,0095062	0,0177622	0,0805726	0,2781385	0,1186640	0,3594766	0,0190164	0,0008920	0,0184218	0,0598765
1080	0,1190556	0,6902307	0,2988992	0,2650042	0,0020835	0,3631094	0,0031026	0,0115682	0,1116980	0,2918164	0,1471797	0,2903183	0,0033405	0,0000898	0,0062538	0,1538601
1100	0,1273452	0,5800686	0,3888881	0,3049250	0,0022660	0,4363959	0,0038836	0,0219687	0,0723515	0,3009221	0,0816094	0,2990008	0,0174631	0,0000000	0,0068456	0,1187668

0	0,1916721	0,8713609	0,3114622	0,3053613	0,0000036	0,3420112	0,0121468	0,0405509	0,0627159	0,3142513	0,0880862	0,2708388	0,0345763	0,0006984	0,0175477	0,0710189
20	0,0482365	0,6367786	0,3424266	0,2815172	0,0000082	0,4855224	0,0995561	0,0201139	0,0836135	0,2071520	0,1293717	0,2016029	0,0351504	0,0256594	0,0232430	0,0639108
40	0,0207773	0,7883522	0,4011780	0,2829367	0,0004720	0,4074711	0,1547146	0,0307876	0,0801502	0,1528509	0,1055674	0,2191973	0,0231853	0,0333111	0,0103693	0,0483961
60	0,0023576	0,7093157	0,3403077	0,2603176	0,0003976	0,3870035	0,1743341	0,0195190	0,0463650	0,1087869	0,1321464	0,3105586	0,0157211	0,0778539	0,0152886	0,0451440
80	0,0014847	0,7664251	0,2573290	0,2657653	0,0010838	0,3272455	0,1977992	0,0245834	0,0489273	0,0447954	0,1115908	0,2463018	0,0148189	0,0926869	0,0165081	0,0474923
100	0,0003174	0,7790392	0,2295420	0,2140289	0,0001156	0,3502129	0,2329148	0,0360360	0,0703451	0,0444806	0,0678522	0,2247165	0,0175754	0,0840708	0,0049004	0,0939080
120	0,0004771	0,7741407	0,2759020	0,3000214	0,0007145	0,3035643	0,2407829	0,0189021	0,0697829	0,0442358	0,0787489	0,1490267	0,0300442	0,0724908	0,0163389	0,1151595
140	0,0000000	0,7249889	0,2799247	0,3083310	0,0002240	0,3564222	0,2808421	0,0276457	0,0511884	0,0417291	0,0799056	0,1824006	0,0489559	0,0421672	0,0094769	0,0732482
160	0,0000139	0,7850501	0,3148886	0,2879837	0,0005412	0,3752201	0,2453572	0,0611331	0,0768951	0,0298294	0,1197050	0,2077549	0,0247879	0,0656512	0,0291844	0,0805306
180	0,0032687	0,7598064	0,2989246	0,2336481	0,0002901	0,3880687	0,1998789	0,0360666	0,0630617	0,0639124	0,0742249	0,2049765	0,0234211	0,0565247	0,0351226	0,0913704
200	0,0008312	0,6041294	0,2820177	0,1835580	0,0003227	0,3028299	0,1350884	0,0191511	0,0701090	0,0218266	0,1458264	0,2281431	0,0148522	0,1100453	0,0020343	0,0682844
220	0,0000000	0,7276433	0,2874357	0,2540324	0,0000176	0,2377735	0,2169117	0,0082665	0,0568870	0,0212303	0,0640171	0,2083113	0,0036665	0,0720336	0,0094002	0,1017575
240	0,0012313	0,7063278	0,3096345	0,3153648	0,0000995	0,3610093	0,2013504	0,0292183	0,0663259	0,0452238	0,0601380	0,1850474	0,0020511	0,0971425	0,0065404	0,0910503
260	0,0003838	0,7281775	0,3490915	0,2562558	0,0005663	0,2999408	0,2968985	0,0045071	0,0771470	0,0222848	0,1318067	0,2261852	0,0053089	0,0672516	0,0112156	0,0646764
280	0,0007013	0,7107220	0,3597255	0,2707860	0,0001240	0,3329306	0,2123149	0,0217686	0,0955070	0,0212347	0,0670752	0,1871095	0,0089939	0,0861707	0,0093911	0,0652030
300	0,0007803	0,8049632	0,4059893	0,2445672	0,0000008	0,3395930	0,2352847	0,0159613	0,1257695	0,0550476	0,0799892	0,2422787	0,0271037	0,1277071	0,0013256	0,0597797
320	0,0136989	0,8394488	0,2957475	0,2404556	0,0000000	0,3319539	0,1795272	0,0325420	0,1147781	0,0452341	0,0881976	0,1568907	0,0021030	0,0725783	0,0022472	0,1118779
340	0,0005954	0,7123966	0,3080931	0,2652849	0,0001613	0,3266524	0,2518689	0,0291157	0,0590939	0,0422203	0,0790713	0,1500614	0,0089801	0,1372691	0,0141745	0,0464232
360	0,0006988	0,7245869	0,3020633	0,2440935	0,0002836	0,3827646	0,3333699	0,0170122	0,0825055	0,0172978	0,0842707	0,1855537	0,0033083	0,1390915	0,0182429	0,0843398
380	0,0007404	0,8178225	0,3599877	0,3064485	0,0001760	0,3029296	0,2520252	0,0470341	0,0627266	0,0467813	0,1060341	0,2069811	0,0099222	0,0637219	0,0159492	0,0652328
400	0,0047561	0,7921747	0,3296591	0,2244802	0,0055322	0,2834334	0,2696514	0,0262030	0,1128739	0,0686738	0,0683695	0,2379129	0,0091333	0,0910207	0,0224311	0,1056387
420	0,0039538	0,6940193	0,2502120	0,2037363	0,0011115	0,3631719	0,2839311	0,0133404	0,1063664	0,0337909	0,1244100	0,1644237	0,0154442	0,0748402	0,0181699	0,1242880
440	0,0000000	0,6962040	0,3229410	0,2609316	0,0005082	0,3792572	0,2972921	0,0264224	0,0526337	0,0255536	0,0858193	0,1313679	0,0069487	0,0865986	0,0131900	0,0655029
460	0,0003310	0,7408488	0,2083987	0,2360594	0,0009231	0,2992552	0,2402327	0,0335968	0,0521958	0,0283407	0,0932328	0,1346306	0,0131005	0,0669156	0,0095215	0,0794609
480	0,0005853	0,7443456	0,4394789	0,2722062	0,0011760	0,2850424	0,2201040	0,0381638	0,0473903	0,0197735	0,0883157	0,3018260	0,0184080	0,0895669	0,0085843	0,0599354
500	0,0000325	0,8572654	0,3779699	0,3391237	0,0000000	0,3829173	0,2801107	0,0234142	0,0584064	0,0326237	0,1033317	0,1922312	0,0115138	0,0476309	0,0184301	0,0843544
520	0,0009785	0,7162885	0,2400218	0,2929018	0,0000031	0,3762952	0,2179211	0,0101628	0,0388896	0,0320095	0,0944743	0,2024437	0,0035829	0,0713913	0,0132934	0,0965193
540	0,0022387	0,6766316	0,2724172	0,1775106	0,0000297	0,3822020	0,2514309	0,0112351	0,0395999	0,0252852	0,1344307	0,1988927	0,0095622	0,0762017	0,0094543	0,0598029
560	0,0021020	0,5858421	0,2816679	0,2320315	0,0002187	0,3070549	0,2274589	0,0168938	0,0549823	0,0172242	0,1095696	0,2697914	0,0104004	0,0720198	0,0081451	0,0608196
580	0,1563049	0,6164361	0,3360281	0,2000546	0,0000871	0,3366722	0,1421165	0,0182570	0,0488344	0,1567379	0,1704181	0,2267110	0,0114859	0,0678023	0,0134273	0,0668150
600	0,1706238	0,7231149	0,2898835	0,3079153	0,0000234	0,3702647	0,0617250	0,0265091	0,1085065	0,2469707	0,1533933	0,2625717	0,0029521	0,0387070	0,0139948	0,0644698
620	0,1629024	0,7231223	0,3454860	0,1989044	0,0004866	0,3220230	0,0108823	0,0285355	0,0670196	0,2762664	0,0859266	0,2504684	0,0031127	0,0311063	0,0251026	0,0457009
640	0,1758011	0,5964531	0,3536379	0,2911393	0,0011635	0,3467089	0,0176985	0,0653091	0,0613692	0,3145500	0,0739308	0,2438170	0,0020471	0,0211533	0,0046845	0,0832561
660	0,2127626	0,6964498	0,3289547	0,3148029	0,0004714	0,3902572	0,0177287	0,0352487	0,1093758	0,3588715	0,1094534	0,2715527	0,0046920	0,0022163	0,0111955	0,0712941
680	0,1331278	0,6735259	0,3011505	0,2931046	0,0014747	0,3341660	0,0058544	0,0214254	0,0741823	0,2624925	0,1440208	0,2224978	0,0069653	0,0084443	0,0195984	0,0636488
700	0,1913785	0,8104943	0,3338939	0,2555537	0,0029675	0,2961874	0,0090747	0,0145029	0,0543455	0,2823793	0,1462422	0,2116878	0,0109510	0,0006115	0,0067349	0,0565818
720	0,1829695	0,8369898	0,3292016	0,2511502	0,0038213	0,3134217	0,0161741	0,0255330	0,0661849	0,2295855	0,0955973	0,1678105	0,0111801	0,0001775	0,0227149	0,1135784
740	0,1284827	0,6114792	0,3583861	0,2952781	0,0002136	0,3915713	0,0125813	0,0350466	0,0870260	0,2347206	0,0884640	0,2764515	0,0083342	0,0000631	0,0172339	0,0629518
760	0,1176671	0,8696946	0,3478168	0,2408570	0,0007563	0,3508973	0,0120717	0,0549766	0,0625645	0,2500202	0,1006019	0,2334266	0,0283800	0,0002626	0,0094526	0,0473768
780	0,1888902	0,8380881	0,3361492	0,2953259	0,0006367	0,3560825	0,0110039	0,0252540	0,0498230	0,2863434	0,0730931	0,1777088	0,0111997	0,0005356	0,0188657	0,0625012
800	0,1569026	0,6436597	0,3689073	0,2371532	0,0000559	0,2984295	0,0097648	0,0333450	0,0765986	0,3433494	0,0991124	0,2073856	0,0144507	0,0001218	0,0089634	0,0486938
820	0,1838235	0,6954125	0,3405975	0,2736228	0,0000008	0,3522728	0,0096012	0,0204341	0,0820787	0,2935325	0,0891382	0,1897618	0,0184839	0,0047217	0,0201867	0,1064885
840	0,1818849	0,6424622	0,2705654	0,3252543	0,0004603	0,3822671	0,0036136	0,0243668	0,0769057	0,3697998	0,1044659	0,2296840	0,0250783	0,0038723	0,0060343	0,0654415
860	0,1534881	0,6280904	0,3549882	0,2438470	0,0000086	0,3234517	0,0006018	0,0279532	0,0606167	0,3968962	0,1233620	0,2306010	0,0186281	0,0004039	0,0105355	0,0575400
880	0,1776631	0,6165664	0,3162395	0,3537408	0,0005226	0,2769231	0,0010932	0,0248709	0,0877920	0,2797185	0,0724433	0,2694167	0,0077171	0,0002495	0,0061181	0,0655756
900	0,1635937	0,6208257	0,3740812	0,3713574	0,0018503	0,2948597	0,0036265	0,0215794	0,0666815	0,3947162	0,1938897	0,2742696	0,0074159	0,0003366	0,0113713	0,0419602
920	0,1787748	0,6569406	0,3441507	0,3081958	0,0002962	0,2718396	0,0055561	0,0330404	0,0870206	0,3851071	0,1161052	0,2448050	0,0179377	0,0000316	0,0084778	0,0631076
940	0,1961229	0,6992692	0,3771916	0,3056306	0,0000187	0,2627716	0,0042643	0,0440117	0,0850209	0,3852165	0,0885548	0,2978840	0,0118953	0,0022137	0,0222258	0,0679376
960	0,1483976	0,8508251	0,3633784	0,2614890	0,0002089	0,3211898	0,0190177	0,0445048	0,0842702	0,3616137	0,1102776	0,2210147	0,0162828	0,0014912	0,0097995	0,0657214
980	0,1546501	0,6497668	0,4220239	0,3210855	0,0000000	0,3627184	0,0192720	0,0354817	0,0733446	0,3974850	0,1210946	0,3104013	0,0079936	0,0005597	0,0086050	0,0435986
1000	0,1173512	0,6678956	0,3064977	0,2888206	0,0002972	0,3579949	0,0084227	0,0335973	0,0681546	0,3651661	0,0816774	0,2334664	0,0095259	0,0006279	0,0079873	0,0687710
1020	0,0801407	0,8212840	0,2628252	0,2910309	0,0000025	0,3732698	0,0110463	0,0169326	0,0830393	0,3182631	0,1018418	0,2549259	0,0103063	0,0000495	0,0052937	0,0614496
1040	0,1213223	0,7258505	0,3753150	0,3920176	0,0000455	0,4533461	0,0052054	0,0217705	0,0527469	0,3435813	0,1038248	0,2139719	0,0141573	0,0010451	0,0196353	0,0598297
1060	0,1583421	0,5899042	0,3076602	0,2209466	0,0000388	0,2806963	0,0069680	0,0196185	0,0430358	0,3771089	0,0863969	0,2132393	0,0409061	0,0001006	0,0059308	0,0588320
1080	0,2136728	0,7123643	0,3197210	0,2804526	0,0000610	0,3865457	0,0066330	0,0223776	0,0798610	0,3120065	0,0888916	0,2903462	0,0246701	0,0001337	0,0041199	0,0834455
1100	0,2223009	0,7573098	0,3155834	0,3102837	0,0000193	0,5043510	0,0116452	0,0111890	0,0645816	0,3418079	0,0893188	0,2213080	0,0408320	0,0002469	0,0126743	0,0605557

0	0,2052406	0,7210201	0,3417462	0,2928667	0,0000315	0,3870253	0,0203329	0,0126988	0,0734272	0,3913864	0,0944337	0,2264545	0,0275625	0,0001185	0,0149532	0,0501278
20	0,1648692	0,7549535	0,2685462	0,2236633	0,0476570	0,2991920	0,0279618	0,0257868	0,0572619	0,1981799	0,1462644	0,2051686	0,0536644	0,1648654	0,0085159	0,0208295
40	0,1643633	0,6877500	0,3004028	0,3218106	0,0885906	0,2916425	0,0198286	0,0137004	0,0529481	0,2310036	0,1280506	0,2142610	0,1086612	0,2334953	0,0159000	0,0304492
60	0,1441764	0,8278937	0,4273140	0,1996054	0,0971637	0,2387830	0,0154331	0,0285059	0,0764948	0,1695165	0,1956947	0,2521809	0,1007163	0,2364766	0,0731131	0,1147816
80	0,1139660	0,6973049	0,3492970	0,2664179	0,1235627	0,2794656	0,0135374	0,0250954	0,0870063	0,1960810	0,2303052	0,2927047	0,1205060	0,3515152	0,0784665	0,1454395
100	0,1580437	0,7468888	0,2609571	0,2029784	0,1271400	0,2659818	0,0111740	0,0368922	0,0957337	0,1513541	0,2329719	0,2884337	0,1165555	0,3198597	0,1143101	0,2598098
120	0,1939398	0,6565752	0,2933034	0,2712141	0,1143039	0,1350630	0,0333614	0,0439104	0,1430588	0,2514690	0,3403076	0,3334849	0,1611243	0,3141762	0,1301881	0,2559714
140	0,2000568	0,7591092	0,2771713	0,2627903	0,1694987	0,1539523	0,0258196	0,0346776	0,2076771	0,3175314	0,2622307	0,4215109	0,1242713	0,3471754	0,1766667	0,3273921
160	0,1322419	0,6697917	0,3589284	0,3549964	0,1912315	0,1762495	0,0240534	0,0207672	0,1624128	0,2213161	0,3207361	0,5189509	0,1261878	0,2394579	0,1728392	0,4327267
180	0,1912060	0,6615105	0,3462963	0,3302959	0,2472610	0,2150444	0,0217344	0,0169540	0,2114572	0,2039840	0,2030651	0,5432175	0,1284895	0,3046586	0,2213344	0,3493424
200	0,1827444	0,6482484	0,2525847	0,2683747	0,1946656	0,2585426	0,0116562	0,0294451	0,1699688	0,2373445	0,2931979	0,3797166	0,1437623	0,3201290	0,2303742	0,6020939
220	0,1032325	0,7777374	0,2683900	0,2451477	0,1572331	0,1541329	0,0337978	0,0099579	0,2003031	0,1664340	0,3204978	0,4151866	0,1834314	0,3044427	0,2345703	0,5303076
240	0,2031788	0,7678313	0,3745626	0,2161496	0,1943486	0,2013988	0,0258859	0,0145170	0,1855737	0,1123967	0,2865516	0,5083383	0,1277834	0,4426862	0,1599024	0,4993815
260	0,1596337	0,8822543	0,2852884	0,2317863	0,1333991	0,2329607	0,0506037	0,0194516	0,1867316	0,1789407	0,2844881	0,5062472	0,1344199	0,4065178	0,2303985	0,6057554
280	0,1197607	0,7240067	0,3409411	0,2023375	0,1697498	0,1772087	0,0416491	0,0350590	0,2198083	0,2031627	0,2868141	0,4763996	0,1751332	0,4512970	0,1370239	0,5083259
300	0,1441897	0,6834153	0,2911251	0,2247829	0,1878692	0,1714649	0,0407248	0,0290338	0,2103050	0,1544167	0,3831972	0,4482104	0,1065615	0,3221065	0,1741903	0,5105001
320	0,1627634	0,6841216	0,4025562	0,2235186	0,1452355	0,2048161	0,0391776	0,0294945	0,2281804	0,2023297	0,3255850	0,5185286	0,1677672	0,3375825	0,2472159	0,5275462
340	0,1403650	0,6467260	0,3509484	0,1859417	0,2502621	0,1840573	0,0174931	0,0482311	0,2552317	0,2440089	0,4261106	0,5253541	0,1501617	0,5027693	0,2287926	0,5452108
360	0,1973837	0,6704268	0,3886690	0,2619365	0,2364416	0,2176418	0,0137363	0,0179933	0,2518304	0,1664107	0,4098486	0,5084305	0,1416048	0,5028755	0,2461765	0,6477642
380	0,1893473	0,7772418	0,3625195	0,3046269	0,1927976	0,2013072	0,0552004	0,0315874	0,2491062	0,2107770	0,3438761	0,6623822	0,1169118	0,4954560	0,1992262	0,6817505
400	0,2386015	0,7278217	0,3057855	0,3273046	0,1963177	0,2109155	0,0233269	0,0150428	0,2498960	0,1851881	0,3575047	0,6219829	0,1364185	0,3887223	0,2918425	0,6921488
420	0,1658146	0,8075544	0,3560265	0,2807345	0,1758384	0,2149777	0,0320268	0,0234163	0,2632538	0,1653545	0,3101510	0,5199204	0,1631497	0,5150763	0,2395310	0,5149424
440	0,1514062	0,7322597	0,2094498	0,2112076	0,2314972	0,2628598	0,0556241	0,0184842	0,2468220	0,1634029	0,3083656	0,5661723	0,1922016	0,6165345	0,2604053	0,6269682
460	0,1310891	0,7682421	0,3119420	0,2489444	0,2184203	0,2535013	0,0266554	0,0136590	0,1842192	0,2242560	0,2768798	0,7517163	0,2026286	0,4481366	0,2621813	0,5313737
480	0,1420916	0,7538098	0,3295960	0,1811179	0,2133635	0,2299628	0,0380093	0,0373702	0,2285488	0,1863081	0,3260985	0,5115351	0,1641080	0,4015514	0,2122152	0,6415772
500	0,1705721	0,8070691	0,3417902	0,1974160	0,1805502	0,1473729	0,0312778	0,0171546	0,1531694	0,1173670	0,2786785	0,6014745	0,1627831	0,4988995	0,2364505	0,5573290
520	0,1711318	0,7390587	0,2332221	0,2215321	0,2523109	0,1932936	0,0327464	0,0307047	0,2105281	0,1269743	0,2880582	0,5476203	0,1953745	0,3648171	0,2414543	0,5675671
540	0,2276735	0,7301361	0,3286507	0,2038782	0,1681686	0,2268888	0,0116241	0,0207829	0,2321500	0,1093528	0,3699329	0,4833754	0,2217756	0,4471799	0,2999560	0,5944162
560	0,1907866	0,6951172	0,3133370	0,3542185	0,1651447	0,2111349	0,0094330	0,0366919	0,2077804	0,1672387	0,3949322	0,5005338	0,2155667	0,3984096	0,3237858	0,4862608
580	0,1597466	0,6370292	0,3092796	0,2611295	0,1650441	0,2945803	0,0186057	0,0295875	0,2122598	0,1495995	0,3948029	0,7182007	0,1195617	0,3656721	0,2797718	0,6188523
600	0,0925963	0,7824453	0,3278118	0,2667657	0,0955982	0,2870758	0,0099373	0,0449582	0,1973197	0,2648653	0,3431932	0,6088723	0,1460352	0,2628974	0,1954758	0,5942967
620	0,1295139	0,6925421	0,2600196	0,2045509	0,1071594	0,2825743	0,0105449	0,0320630	0,1981979	0,2114764	0,2715619	0,7087558	0,0816390	0,0849517	0,2006788	0,4850556
640	0,1989551	0,7809914	0,3162623	0,2130267	0,0768977	0,3282377	0,0083786	0,0321699	0,1616812	0,3426424	0,2191742	0,6300985	0,0747937	0,0582703	0,3141581	0,5628915
660	0,1694301	0,8059910	0,3409186	0,2977897	0,0836970	0,4040678	0,0153173	0,0093488	0,2050797	0,3721927	0,2388528	0,6123995	0,0699924	0,1164719	0,1547864	0,6910853
680	0,2245644	0,6094574	0,4315857	0,2846358	0,0592381	0,3966343	0,0045902	0,0491350	0,1952807	0,2914335	0,1465299	0,6112977	0,0160756	0,0266966	0,1963260	0,5844058
700	0,1855765	0,6788671	0,3741784	0,3385712	0,0500733	0,3547230	0,0179984	0,0586830	0,1893456	0,2746953	0,0919629	0,5262311	0,0372855	0,0199786	0,2172663	0,5217667
720	0,1011874	0,5962300	0,3355022	0,3121424	0,0143950	0,4083059	0,0076554	0,0315222	0,2451078	0,3704787	0,1172923	0,5784036	0,0209547	0,0076101	0,1378731	0,5330586
740	0,1912892	0,7190837	0,2933213	0,3541415	0,0269200	0,3501848	0,0121187	0,0279933	0,1969473	0,2866819	0,1310205	0,4170646	0,0296662	0,0066564	0,0893809	0,4514227
760	0,1527849	0,9890923	0,2897016	0,2538355	0,0075059	0,3964030	0,0094635	0,0373587	0,1200866	0,3178391	0,1176524	0,3082696	0,0111799	0,0095573	0,1423176	0,4362117
780	0,1535957	0,8087311	0,2514164	0,3208044	0,0087935	0,5563177	0,0085309	0,0228503	0,1586118	0,2715251	0,0436786	0,2288000	0,0137698	0,0086258	0,0811781	0,3031836
800	0,1247915	0,7565702	0,2800069	0,3062885	0,0035174	0,3890933	0,0143836	0,0266429	0,0852327	0,3410751	0,0950190	0,2624723	0,0095060	0,0137734	0,0484490	0,2648599
820	0,1192197	0,7389879	0,2589407	0,2577893	0,0064572	0,4089830	0,0153674	0,0274071	0,0958762	0,3014489	0,0756062	0,2813436	0,0039227	0,0017820	0,0480250	0,1571757
840	0,1821406	0,7502662	0,2730621	0,2689740	0,0009760	0,3622056	0,0340460	0,0275823	0,0799395	0,4304588	0,1240904	0,1861629	0,0135407	0,0021188	0,0151874	0,2462045
860	0,2061699	0,6627351	0,2560486	0,2344960	0,0001936	0,4600927	0,0252460	0,0157481	0,0934604	0,3298556	0,1206608	0,2459480	0,0112754	0,0002613	0,0754462	0,1096724
880	0,1675105	0,6525571	0,3308470	0,2643719	0,0000180	0,3684183	0,0053556	0,0409206	0,0585034	0,2502327	0,1010126	0,2211160	0,0067235	0,0009972	0,0127619	0,0848146
900	0,1146791	0,7786521	0,2683238	0,3084205	0,0003125	0,4295347	0,0205696	0,0269183	0,0502781	0,2231314	0,0681809	0,2665721	0,0103085	0,0005805	0,0305797	0,0918516
920	0,1607360	0,6409925	0,3325075	0,2064955	0,0000484	0,3947966	0,0112510	0,0154992	0,0459785	0,3031517	0,1098150	0,3559089	0,0091558	0,0000830	0,0124017	0,0792973
940	0,2205801	0,7098834	0,3434857	0,2871779	0,0000000	0,5685919	0,0154312	0,0349226	0,0456237	0,3147945	0,0787158	0,3011133	0,0156096	0,0009366	0,0319423	0,0521710
960	0,2079902	0,6801653	0,2585108	0,2319136	0,0000000	0,4379391	0,0122849	0,0284521	0,0581058	0,4190506	0,0897149	0,2494934	0,0117565	0,0009635	0,0377017	0,0837594
980	0,0875204	0,7281968	0,2986243	0,2975531	0,0000010	0,4531163	0,0012514	0,0756185	0,0393412	0,3349083	0,0914765	0,1897867	0,0089504	0,0003265	0,0246576	0,0706704
1000	0,1747483	0,6612470	0,3470236	0,2556717	0,0000508	0,4086415	0,0009456	0,0655698	0,0516720	0,2304850	0,1025933	0,1614896	0,0112116	0,0006878	0,0129637	0,0483789
1020	0,1459659	0,6986860	0,2427512	0,3932034	0,0003958	0,5073885	0,0128896	0,0508612	0,0680716	0,2956658	0,0977286	0,2146248	0,0163188	0,0005908	0,0221793	0,0747388
1040	0,1864621	0,6616071	0,3548046	0,2744147	0,0009951	0,2933189	0,0113463	0,0263536	0,0583036	0,3421541	0,1040157	0,2552087	0,0172174	0,0007667	0,0233241	0,0906020
