rstA	csgD	ompR	bolA	rcsB	csgE	csgG	csgF	sra	ompF	omrA	ampC	omrB	iraP	adrA	tppB
0,7613289	0,5174445	0,6667692	0,1721583	0,8138933	0,1555030	0,3064467	0,6511758	0,0249707	0,2575387	0,5815187	0,4589183	0,6738846	0,4872640	0,4921171	0,7447639
