yoeB	yefM	alaS	mngB	mngR	mngA	artJ	argR	argB	artI	artQ	argA	artM	argC	argE	artP
0,3456680	0,5013329	0,3881705	0,7757929	0,3955370	0,1030695	0,2506789	0,3577491	0,0046725	0,6325620	0,1400881	0,8719596	0,6317789	0,5778453	0,0117063	0,2133220
