"Time"	hns	cspA	bolA	stpA	bglJ	bglB	bglG	bglF	cspD	proW	gspB	yjjP	proV	gspO	mukE	yciE
400	0,5674733	0,8772477	0,0933066	0,0004716	0,8868411	0,3609805	0,9295951	0,8677545	0,7270069	0,7100020	0,0464094	0,6788353	0,3623035	0,6699855	0,5825649	0,0783349
420	0,5674727	0,8772376	0,0933381	0,0003795	0,8868471	0,3610640	0,9318567	0,8677825	0,7268754	0,7106228	0,0464116	0,6789611	0,3625093	0,6705944	0,5823697	0,0781886
440	0,5674717	0,8772314	0,0933592	0,0003187	0,8868501	0,3611146	0,9336603	0,8677994	0,7267899	0,7110621	0,0464128	0,6790412	0,3626497	0,6710293	0,5822341	0,0780899
460	0,5674706	0,8772277	0,0933735	0,0002787	0,8868519	0,3611451	0,9350899	0,8678095	0,7267340	0,7113718	0,0464135	0,6790921	0,3627451	0,6713399	0,5821399	0,0780233
480	0,5674697	0,8772254	0,0933832	0,0002523	0,8868533	0,3611636	0,9362173	0,8678156	0,7266973	0,7115894	0,0464140	0,6791245	0,3628098	0,6715616	0,5820746	0,0779785
500	0,5674690	0,8772241	0,0933898	0,0002350	0,8868544	0,3611747	0,9371022	0,8678193	0,7266732	0,7117419	0,0464143	0,6791453	0,3628535	0,6717200	0,5820294	0,0779483
520	0,5674685	0,8772233	0,0933942	0,0002237	0,8868553	0,3611814	0,9377941	0,8678216	0,7266573	0,7118486	0,0464145	0,6791586	0,3628831	0,6718331	0,5819981	0,0779280
540	0,5674682	0,8772228	0,0933973	0,0002163	0,8868560	0,3611855	0,9383330	0,8678230	0,7266467	0,7119231	0,0464146	0,6791671	0,3629030	0,6719140	0,5819764	0,0779144
560	0,5674680	0,8772225	0,0933994	0,0002114	0,8868565	0,3611880	0,9387515	0,8678238	0,7266397	0,7119750	0,0464147	0,6791726	0,3629164	0,6719717	0,5819613	0,0779052
580	0,5851107	0,8901443	0,0933016	0,0244616	0,8859211	0,3611086	0,9403521	0,8578117	0,7270951	0,7117251	0,0671084	0,6788409	0,3758351	0,6715842	0,5821131	0,1190972
600	0,6182670	0,9140343	0,0924408	0,0727949	0,8777621	0,3599185	0,9421690	0,8429880	0,7312060	0,7088450	0,0959779	0,6756542	0,3991391	0,6674132	0,5836790	0,1993858
620	0,6505622	0,9373265	0,0904415	0,1239580	0,8581668	0,3545934	0,9412696	0,8292003	0,7410480	0,7007591	0,1149572	0,6674135	0,4188321	0,6562044	0,5878234	0,2809127
640	0,6762634	0,9562682	0,0876213	0,1689330	0,8295397	0,3421962	0,9366634	0,8143101	0,7553020	0,6870378	0,1238671	0,6545001	0,4301435	0,6380093	0,5944734	0,3487597
660	0,6946147	0,9703825	0,0845097	0,2047047	0,7974466	0,3230737	0,9287218	0,7952396	0,7713559	0,6690420	0,1263951	0,6388501	0,4333444	0,6151663	0,6027576	0,3996189
680	0,7067898	0,9803705	0,0815313	0,2311412	0,7670364	0,3000889	0,9183687	0,7712965	0,7869544	0,6488527	0,1257713	0,6226230	0,4306591	0,5905906	0,6116269	0,4352219
700	0,7144154	0,9872016	0,0789281	0,2494516	0,7414111	0,2764311	0,9066328	0,7445230	0,8007228	0,6284514	0,1239972	0,6074739	0,4245590	0,5667169	0,6202146	0,4589016
720	0,7189574	0,9917620	0,0767910	0,2613535	0,7216176	0,2544721	0,8944310	0,7180318	0,8120859	0,6093210	0,1220921	0,5943631	0,4170417	0,5451364	0,6279556	0,4740009
740	0,7215363	0,9947518	0,0751149	0,2685875	0,7073318	0,2355542	0,8824815	0,6944015	0,8210089	0,5923604	0,1204755	0,5836515	0,4094560	0,5266394	0,6345697	0,4832742
760	0,7229302	0,9966848	0,0738454	0,2726564	0,6975760	0,2201702	0,8712873	0,6750248	0,8277508	0,5779638	0,1192544	0,5752893	0,4025744	0,5114169	0,6399910	0,4887690
780	0,7236435	0,9979206	0,0729099	0,2747237	0,6912201	0,2082377	0,8611566	0,6601977	0,8326903	0,5661604	0,1183975	0,5689986	0,3967448	0,4992811	0,6442899	0,4919078
800	0,7239855	0,9987036	0,0722356	0,2756161	0,6872484	0,1993502	0,8522385	0,6494984	0,8362189	0,5567520	0,1178278	0,5644101	0,3920410	0,4898475	0,6476084	0,4936297
820	0,7241361	0,9991959	0,0717582	0,2758778	0,6848598	0,1929642	0,8445636	0,6421677	0,8386873	0,5494248	0,1174648	0,5611492	0,3883824	0,4826611	0,6501142	0,4945294
840	0,7241945	0,9995035	0,0714249	0,2758408	0,6834745	0,1885237	0,8380812	0,6373798	0,8403841	0,5438276	0,1172419	0,5588829	0,3856177	0,4772746	0,6519722	0,4949695
860	0,7242125	0,9996946	0,0711950	0,2756924	0,6826989	0,1855288	0,8326911	0,6343944	0,8415335	0,5396204	0,1171093	0,5573375	0,3835763	0,4732888	0,6533291	0,4951635
880	0,7242151	0,9998128	0,0710377	0,2755272	0,6822796	0,1835664	0,8282678	0,6326192	0,8423030	0,5365007	0,1170328	0,5563007	0,3820971	0,4703692	0,6543079	0,4952323
900	0,7242135	0,9998856	0,0709309	0,2753860	0,6820606	0,1823159	0,8246779	0,6316165	0,8428133	0,5342134	0,1169898	0,5556147	0,3810417	0,4682475	0,6550069	0,4952421
920	0,7242118	0,9999303	0,0708586	0,2752804	0,6819499	0,1815404	0,8217914	0,6310831	0,8431493	0,5325525	0,1169661	0,5551659	0,3802982	0,4667146	0,6555020	0,4952274
940	0,7242110	0,9999576	0,0708099	0,2752084	0,6818954	0,1810719	0,8194888	0,6308203	0,8433694	0,5313559	0,1169534	0,5548750	0,3797799	0,4656119	0,6558504	0,4952051
960	0,7242112	0,9999743	0,0707771	0,2751632	0,6818690	0,1807963	0,8176643	0,6307045	0,8435131	0,5304996	0,1169466	0,5546877	0,3794215	0,4648210	0,6560943	0,4951829
980	0,7242120	0,9999844	0,0707550	0,2751368	0,6818560	0,1806383	0,8162269	0,6306627	0,8436069	0,5298902	0,1169430	0,5545678	0,3791755	0,4642550	0,6562645	0,4951638
1000	0,7242129	0,9999906	0,0707401	0,2751228	0,6818492	0,1805497	0,8150999	0,6306544	0,8436680	0,5294586	0,1169410	0,5544912	0,3790074	0,4638503	0,6563828	0,4951483
1020	0,7242139	0,9999943	0,0707300	0,2751164	0,6818452	0,1805012	0,8142202	0,6306588	0,8437079	0,5291540	0,1169399	0,5544424	0,3788931	0,4635612	0,6564650	0,4951363
1040	0,7242147	0,9999966	0,0707232	0,2751141	0,6818425	0,1804751	0,8135358	0,6306661	0,8437340	0,5289397	0,1169392	0,5544112	0,3788156	0,4633548	0,6565220	0,4951272
1060	0,7242153	0,9999979	0,0707186	0,2751138	0,6818405	0,1804610	0,8130052	0,6306722	0,8437512	0,5287895	0,1169388	0,5543913	0,3787632	0,4632073	0,6565614	0,4951205
1080	0,7242158	0,9999988	0,0707155	0,2751145	0,6818391	0,1804535	0,8125949	0,6306762	0,8437624	0,5286843	0,1169385	0,5543785	0,3787278	0,4631020	0,6565888	0,4951155
1100	0,7242161	0,9999993	0,0707134	0,2751153	0,6818379	0,1804492	0,8122784	0,6306784	0,8437699	0,5286109	0,1169383	0,5543703	0,3787040	0,4630268	0,6566077	0,4951118

0	0,7242161	1,0000000	0,0708292	0,2751392	0,6818323	0,1805233	0,8099806	0,6307156	0,8437191	0,5288388	0,1169379	0,5543851	0,3788344	0,4633001	0,6564014	0,4952834
20	0,7241444	0,9648471	0,0707900	0,2533889	0,6818368	0,1808159	0,8104248	0,6321054	0,8437415	0,5287159	0,1169382	0,5543744	0,3787735	0,4631677	0,6564792	0,4849134
40	0,7234393	0,8998569	0,0707668	0,2100355	0,6819343	0,1841885	0,8111442	0,6434897	0,8437398	0,5286498	0,1169476	0,5543876	0,3787501	0,4630978	0,6565244	0,4643257
60	0,7215262	0,8364929	0,0707701	0,1640668	0,6825066	0,1940222	0,8124321	0,6671048	0,8436428	0,5287205	0,1170052	0,5545155	0,3788381	0,4631956	0,6565051	0,4425435
80	0,7183596	0,7849640	0,0708218	0,1233688	0,6841020	0,2112632	0,8147003	0,6954808	0,8433236	0,5290981	0,1171718	0,5549223	0,3791861	0,4636698	0,6563520	0,4233832
100	0,7143106	0,7465676	0,0709428	0,0903441	0,6870887	0,2338395	0,8183968	0,7211184	0,8426607	0,5299766	0,1174959	0,5557706	0,3799570	0,4647448	0,6559889	0,4080899
120	0,7099072	0,7193963	0,0711428	0,0648928	0,6914606	0,2580202	0,8239073	0,7408333	0,8415929	0,5314928	0,1179897	0,5571466	0,3812576	0,4665626	0,6553665	0,3966971
140	0,7056318	0,7008129	0,0714160	0,0459361	0,6968721	0,2804238	0,8314379	0,7547228	0,8401410	0,5336777	0,1186268	0,5590301	0,3831011	0,4691328	0,6544808	0,3887171
160	0,7018212	0,6884071	0,0717443	0,0321555	0,7027986	0,2991141	0,8409190	0,7641335	0,8383946	0,5364525	0,1193542	0,5613083	0,3854079	0,4723377	0,6533720	0,3834869
180	0,6986474	0,6802735	0,0721029	0,0223180	0,7087069	0,3135678	0,8519873	0,7704700	0,8364830	0,5396568	0,1201099	0,5638142	0,3880328	0,4759729	0,6521109	0,3803387
200	0,6961476	0,6750150	0,0724661	0,0153940	0,7141724	0,3241467	0,8640662	0,7747966	0,8345422	0,5430905	0,1208375	0,5663702	0,3908034	0,4798000	0,6507809	0,3786798
220	0,6942700	0,6716531	0,0728122	0,0105753	0,7189271	0,3315842	0,8765024	0,7778196	0,8326896	0,5465540	0,1214952	0,5688209	0,3935537	0,4835929	0,6494611	0,3780242
240	0,6929166	0,6695232	0,0731255	0,0072527	0,7228553	0,3366605	0,8886952	0,7799804	0,8310107	0,5498767	0,1220586	0,5710523	0,3961479	0,4871690	0,6482164	0,3779970
260	0,6919764	0,6681839	0,0733972	0,0049792	0,7259599	0,3400501	0,9001759	0,7815514	0,8295548	0,5529328	0,1225194	0,5729964	0,3984911	0,4904022	0,6470915	0,3783255
280	0,6913445	0,6673472	0,0736243	0,0034338	0,7283204	0,3422767	0,9106336	0,7827039	0,8283393	0,5556442	0,1228812	0,5746271	0,4005305	0,4932230	0,6461114	0,3788221
300	0,6909328	0,6668272	0,0738082	0,0023892	0,7300544	0,3437215	0,9199046	0,7835507	0,8273576	0,5579766	0,1231553	0,5759504	0,4022491	0,4956102	0,6452838	0,3793666
320	0,6906721	0,6665057	0,0739530	0,0016864	0,7312891	0,3446501	0,9279425	0,7841704	0,8265873	0,5599297	0,1233564	0,5769933	0,4036572	0,4975781	0,6446040	0,3798880
340	0,6905115	0,6663076	0,0740644	0,0012157	0,7321437	0,3452427	0,9347839	0,7846201	0,8259981	0,5615273	0,1234996	0,5777942	0,4047827	0,4991639	0,6440586	0,3803498
360	0,6904151	0,6661861	0,0741482	0,0009016	0,7327200	0,3456185	0,9405182	0,7849429	0,8255575	0,5628073	0,1235990	0,5783951	0,4056628	0,5004169	0,6436302	0,3807380
380	0,6903587	0,6661117	0,0742102	0,0006926	0,7330993	0,3458558	0,9452631	0,7851717	0,8252345	0,5638144	0,1236663	0,5788368	0,4063378	0,5013904	0,6432998	0,3810520
400	0,6903265	0,6660663	0,0742552	0,0005541	0,7333432	0,3460048	0,9491466	0,7853318	0,8250019	0,5645943	0,1237108	0,5791555	0,4068466	0,5021357	0,6430490	0,3812986
420	0,6903085	0,6660387	0,0742876	0,0004624	0,7334968	0,3460981	0,9522957	0,7854424	0,8248369	0,5651896	0,1237397	0,5793815	0,4072242	0,5026991	0,6428614	0,3814877
440	0,6902986	0,6660220	0,0743105	0,0004019	0,7335915	0,3461563	0,9548289	0,7855177	0,8247215	0,5656385	0,1237580	0,5795395	0,4075007	0,5031205	0,6427228	0,3816299
460	0,6902933	0,6660118	0,0743267	0,0003621	0,7336489	0,3461924	0,9568526	0,7855684	0,8246418	0,5659731	0,1237695	0,5796484	0,4077006	0,5034327	0,6426215	0,3817351
480	0,6902905	0,6660057	0,0743379	0,0003359	0,7336831	0,3462148	0,9584596	0,7856021	0,8245873	0,5662201	0,1237765	0,5797225	0,4078437	0,5036623	0,6425482	0,3818119
500	0,6902890	0,6660020	0,0743456	0,0003188	0,7337031	0,3462286	0,9597289	0,7856243	0,8245503	0,5664010	0,1237808	0,5797725	0,4079450	0,5038301	0,6424955	0,3818673
520	0,6902881	0,6659998	0,0743509	0,0003075	0,7337146	0,3462370	0,9607268	0,7856387	0,8245254	0,5665323	0,1237833	0,5798058	0,4080162	0,5039521	0,6424579	0,3819069
540	0,6902877	0,6659984	0,0743546	0,0003002	0,7337213	0,3462422	0,9615081	0,7856479	0,8245088	0,5666271	0,1237848	0,5798279	0,4080658	0,5040404	0,6424313	0,3819349
560	0,6902874	0,6659976	0,0743571	0,0002954	0,7337251	0,3462454	0,9621176	0,7856539	0,8244977	0,5666950	0,1237857	0,5798424	0,4081002	0,5041040	0,6424125	0,3819546
580	0,6904069	0,7011500	0,0743586	0,0245049	0,7337229	0,3462378	0,9623909	0,7856569	0,8244912	0,5667427	0,1237858	0,5798511	0,4081231	0,5041488	0,6423997	0,3925429
600	0,6915087	0,7661399	0,0743536	0,0727696	0,7335745	0,3456885	0,9603593	0,7855761	0,8245172	0,5667454	0,1237685	0,5798233	0,4081095	0,5041387	0,6424048	0,4136152
620	0,6942348	0,8295038	0,0743171	0,1238812	0,7327372	0,3418240	0,9540069	0,7845379	0,8247017	0,5665632	0,1236674	0,5796161	0,4079300	0,5038901	0,6424904	0,4358669
640	0,6983103	0,8810326	0,0742136	0,1688326	0,7305478	0,3311780	0,9437839	0,7800343	0,8252314	0,5659528	0,1233968	0,5790059	0,4073685	0,5031007	0,6427602	0,4553186
660	0,7030250	0,9194289	0,0740199	0,2046043	0,7267214	0,3135234	0,9311313	0,7693933	0,8262334	0,5646908	0,1229154	0,5778219	0,4062401	0,5015182	0,6433024	0,4706610
680	0,7076965	0,9466002	0,0737377	0,2310549	0,7214886	0,2917190	0,9174138	0,7522628	0,8277084	0,5626788	0,1222484	0,5760336	0,4044817	0,4990640	0,6441466	0,4818812
700	0,7118664	0,9651835	0,0733891	0,2493856	0,7154187	0,2692164	0,9036454	0,7309273	0,8295453	0,5599703	0,1214669	0,5737498	0,4021663	0,4958471	0,6452575	0,4895403
720	0,7153163	0,9775894	0,0730063	0,2613077	0,7091629	0,2485274	0,8904967	0,7086882	0,8315761	0,5567358	0,1206543	0,5711631	0,3994620	0,4921038	0,6465546	0,4943897
740	0,7180081	0,9857229	0,0726210	0,2685589	0,7032663	0,2309483	0,8783702	0,6882861	0,8336305	0,5532041	0,1198814	0,5684867	0,3965746	0,4881178	0,6479397	0,4971717
760	0,7200112	0,9909814	0,0722584	0,2726405	0,6980848	0,2168424	0,8674748	0,6712674	0,8355707	0,5496064	0,1191956	0,5659059	0,3936993	0,4841542	0,6493197	0,4985266
780	0,7214436	0,9943433	0,0719348	0,2747164	0,6937834	0,2060126	0,8578861	0,6580821	0,8373056	0,5461392	0,1186198	0,5635545	0,3909916	0,4804216	0,6506208	0,4989612
800	0,7224332	0,9964732	0,0716582	0,2756141	0,6903775	0,1979926	0,8495906	0,6484622	0,8387889	0,5429455	0,1181582	0,5615100	0,3885554	0,4770584	0,6517932	0,4988497
820	0,7230962	0,9978125	0,0714301	0,2758785	0,6877873	0,1922340	0,8425178	0,6417927	0,8400108	0,5401126	0,1178020	0,5598007	0,3864458	0,4741369	0,6528107	0,4984523
840	0,7235281	0,9986492	0,0712475	0,2758428	0,6858852	0,1882108	0,8365636	0,6373737	0,8409861	0,5376785	0,1175363	0,5584187	0,3846771	0,4716753	0,6536663	0,4979386
860	0,7238024	0,9991692	0,0711051	0,2756946	0,6845308	0,1854691	0,8316071	0,6345662	0,8417436	0,5356431	0,1173438	0,5573333	0,3832349	0,4696544	0,6543664	0,4974113
880	0,7239723	0,9994907	0,0709965	0,2755292	0,6835928	0,1836427	0,8275220	0,6328533	0,8423182	0,5339807	0,1172080	0,5565022	0,3820871	0,4680315	0,6549261	0,4969264
900	0,7240752	0,9996888	0,0709152	0,2753876	0,6829593	0,1824515	0,8241852	0,6318497	0,8427451	0,5326503	0,1171144	0,5558801	0,3811928	0,4667527	0,6553644	0,4965092
920	0,7241362	0,9998103	0,0708553	0,2752815	0,6825413	0,1816891	0,8214811	0,6312858	0,8430566	0,5316045	0,1170513	0,5554235	0,3805089	0,4657613	0,6557018	0,4961663
940	0,7241715	0,9998847	0,0708119	0,2752092	0,6822713	0,1812095	0,8193056	0,6309828	0,8432801	0,5307953	0,1170096	0,5550945	0,3799946	0,4650035	0,6559574	0,4958939
960	0,7241916	0,9999301	0,0707808	0,2751637	0,6821003	0,1809121	0,8175664	0,6308277	0,8434383	0,5301778	0,1169826	0,5548610	0,3796134	0,4644310	0,6561484	0,4956831
980	0,7242029	0,9999577	0,0707588	0,2751371	0,6819941	0,1807299	0,8161841	0,6307524	0,8435488	0,5297122	0,1169654	0,5546978	0,3793345	0,4640031	0,6562895	0,4955235
1000	0,7242091	0,9999744	0,0707433	0,2751230	0,6819292	0,1806191	0,8150911	0,6307176	0,8436252	0,5293651	0,1169546	0,5545852	0,3791330	0,4636860	0,6563926	0,4954047
1020	0,7242124	0,9999846	0,0707325	0,2751165	0,6818902	0,1805519	0,8142308	0,6307021	0,8436775	0,5291087	0,1169479	0,5545084	0,3789888	0,4634528	0,6564673	0,4953175
1040	0,7242143	0,9999907	0,0707251	0,2751141	0,6818671	0,1805110	0,8135565	0,6306950	0,8437129	0,5289210	0,1169438	0,5544565	0,3788867	0,4632822	0,6565209	0,4952544
1060	0,7242152	0,9999944	0,0707199	0,2751138	0,6818536	0,1804859	0,8130299	0,6306912	0,8437368	0,5287845	0,1169414	0,5544218	0,3788149	0,4631582	0,6565592	0,4952091
1080	0,7242158	0,9999966	0,0707164	0,2751145	0,6818458	0,1804703	0,8126201	0,6306885	0,8437528	0,5286860	0,1169399	0,5543988	0,3787648	0,4630684	0,6565864	0,4951769
1100	0,7242161	0,9999980	0,0707140	0,2751153	0,6818413	0,1804605	0,8123021	0,6306862	0,8437635	0,5286153	0,1169391	0,5543836	0,3787301	0,4630036	0,6566055	0,4951542

0	0,7242161	1,0000000	0,0708292	0,2751392	0,6818323	0,1805233	0,8099806	0,6307156	0,8437191	0,5288388	0,1169379	0,5543851	0,3788344	0,4633001	0,6564014	0,4952834
20	0,6886614	1,0000000	0,0708928	0,2533816	0,5858811	0,1805813	0,8103473	0,6354062	0,8620399	0,5292628	0,1172365	0,5333215	0,3593939	0,4638971	0,6562343	0,4956133
40	0,6216001	1,0000000	0,0718954	0,2100174	0,4656628	0,1829668	0,8111225	0,6461665	0,8941430	0,5348246	0,1200730	0,4975240	0,3219688	0,4712502	0,6537662	0,4995506
60	0,5559528	1,0000000	0,0748370	0,1640498	0,3965875	0,1929146	0,8125378	0,6584190	0,9239487	0,5507690	0,1277861	0,4692383	0,2853695	0,4921226	0,6465630	0,5108019
80	0,5035368	1,0000000	0,0801595	0,1233773	0,3691831	0,2130855	0,8144951	0,6685617	0,9472642	0,5780797	0,1409144	0,4546997	0,2573322	0,5274723	0,6338519	0,5302642
100	0,4661399	1,0000000	0,0876433	0,0904125	0,3633157	0,2413434	0,8170939	0,6764774	0,9641456	0,6138776	0,1582757	0,4524235	0,2393691	0,5730086	0,6165465	0,5561718
120	0,4414933	1,0000000	0,0965374	0,0650571	0,3656877	0,2728695	0,8205443	0,6830562	0,9758659	0,6537272	0,1776014	0,4583052	0,2300003	0,6225497	0,5965268	0,5854555
140	0,4262790	1,0000000	0,1058511	0,0462260	0,3699613	0,3030401	0,8249021	0,6888099	0,9838024	0,6935223	0,1964410	0,4682777	0,2267716	0,6707373	0,5758573	0,6150312
160	0,4174485	1,0000000	0,1146763	0,0325872	0,3737846	0,3289599	0,8300137	0,6938316	0,9890935	0,7303388	0,2129360	0,4793357	0,2273284	0,7141003	0,5562463	0,6425434
180	0,4126507	1,0000000	0,1223939	0,0228931	0,3765889	0,3495507	0,8355965	0,6980582	0,9925862	0,7625341	0,2261496	0,4896648	0,2298446	0,7509886	0,5388151	0,6665823
200	0,4102478	1,0000000	0,1287204	0,0161016	0,3784513	0,3649780	0,8413344	0,7014506	0,9948772	0,7894996	0,2359701	0,4983991	0,2330888	0,7810757	0,5241024	0,6865770
220	0,4091804	1,0000000	0,1336421	0,0113972	0,3796112	0,3760264	0,8469447	0,7040488	0,9963740	0,8113270	0,2428106	0,5053007	0,2363295	0,8048319	0,5121923	0,7025606
240	0,4088047	1,0000000	0,1373111	0,0081677	0,3802979	0,3836593	0,8522116	0,7059566	0,9973495	0,8285132	0,2473066	0,5104841	0,2391961	0,8231154	0,5028758	0,7149274
260	0,4087532	1,0000000	0,1399525	0,0059667	0,3806853	0,3887792	0,8569953	0,7073066	0,9979845	0,8417390	0,2501044	0,5142227	0,2415496	0,8369015	0,4957919	0,7242387
280	0,4088293	1,0000000	0,1418002	0,0044754	0,3808926	0,3921289	0,8612239	0,7082314	0,9983976	0,8517237	0,2517525	0,5168300	0,2433845	0,8471266	0,4905317	0,7310902
300	0,4089371	1,0000000	0,1430624	0,0034699	0,3809965	0,3942735	0,8648794	0,7088467	0,9986662	0,8591404	0,2526672	0,5185964	0,2447607	0,8546108	0,4867025	0,7360343
320	0,4090355	1,0000000	0,1439081	0,0027947	0,3810438	0,3956204	0,8679816	0,7092455	0,9988409	0,8645743	0,2531395	0,5197630	0,2457617	0,8600313	0,4839608	0,7395433
340	0,4091114	1,0000000	0,1444659	0,0023429	0,3810619	0,3964519	0,8705742	0,7094976	0,9989545	0,8685092	0,2533602	0,5205161	0,2464722	0,8639252	0,4820247	0,7419990
360	0,4091645	1,0000000	0,1448294	0,0020414	0,3810662	0,3969571	0,8727130	0,7096534	0,9990284	0,8713305	0,2534468	0,5209922	0,2469664	0,8667051	0,4806727	0,7436973
380	0,4091990	1,0000000	0,1450642	0,0018408	0,3810649	0,3972596	0,8744584	0,7097475	0,9990765	0,8733363	0,2534681	0,5212876	0,2473043	0,8686809	0,4797372	0,7448603
400	0,4092201	1,0000000	0,1452150	0,0017076	0,3810617	0,3974385	0,8758697	0,7098030	0,9991078	0,8747524	0,2534615	0,5214678	0,2475321	0,8700810	0,4790945	0,7456504
420	0,4092322	1,0000000	0,1453118	0,0016194	0,3810586	0,3975429	0,8770019	0,7098351	0,9991282	0,8757462	0,2534461	0,5215760	0,2476840	0,8710714	0,4786552	0,7461838
440	0,4092388	1,0000000	0,1453738	0,0015611	0,3810561	0,3976034	0,8779041	0,7098532	0,9991415	0,8764403	0,2534305	0,5216401	0,2477843	0,8717714	0,4783560	0,7465421
460	0,4092420	1,0000000	0,1454138	0,0015226	0,3810543	0,3976380	0,8786187	0,7098632	0,9991501	0,8769231	0,2534178	0,5216777	0,2478501	0,8722662	0,4781528	0,7467821
480	0,4092434	1,0000000	0,1454397	0,0014973	0,3810532	0,3976578	0,8791819	0,7098686	0,9991557	0,8772579	0,2534086	0,5216995	0,2478930	0,8726161	0,4780148	0,7469424
500	0,4092438	1,0000000	0,1454566	0,0014806	0,3810525	0,3976690	0,8796238	0,7098715	0,9991594	0,8774894	0,2534025	0,5217122	0,2479208	0,8728637	0,4779211	0,7470495
520	0,4092439	1,0000000	0,1454677	0,0014697	0,3810520	0,3976754	0,8799691	0,7098729	0,9991617	0,8776491	0,2533987	0,5217195	0,2479389	0,8730392	0,4778575	0,7471209
540	0,4092437	1,0000000	0,1454751	0,0014625	0,3810518	0,3976791	0,8802380	0,7098737	0,9991633	0,8777592	0,2533964	0,5217237	0,2479506	0,8731637	0,4778142	0,7471686
560	0,4092436	1,0000000	0,1454801	0,0014578	0,3810517	0,3976812	0,8804468	0,7098740	0,9991643	0,8778350	0,2533952	0,5217262	0,2479582	0,8732520	0,4777847	0,7472005
580	0,4473331	1,0000000	0,1449687	0,0257841	0,5163554	0,3973442	0,8810916	0,7098760	0,9432887	0,8774249	0,2519996	0,5511319	0,2844180	0,8726274	0,4782487	0,7466424
600	0,5184462	1,0000000	0,1408418	0,0741642	0,6921366	0,3939928	0,8841340	0,7278282	0,8571911	0,8724971	0,2413214	0,6000226	0,3511559	0,8654321	0,4828121	0,7409798
620	0,5866606	1,0000000	0,1322070	0,1252390	0,7980616	0,3838897	0,8885035	0,7529186	0,7975077	0,8578069	0,2203484	0,6365592	0,4095642	0,8445424	0,4944475	0,7259272
640	0,6395849	1,0000000	0,1212190	0,1700257	0,8352635	0,3652670	0,8917337	0,7685773	0,7708113	0,8317338	0,1956569	0,6528062	0,4464347	0,8087256	0,5123969	0,7018394
660	0,6760135	1,0000000	0,1101582	0,2055675	0,8277834	0,3402829	0,8922965	0,7695768	0,7672186	0,7966315	0,1729397	0,6520881	0,4623792	0,7624323	0,5339261	0,6721120
680	0,6989955	1,0000000	0,1003720	0,2317771	0,7993755	0,3128107	0,8898464	0,7577029	0,7757874	0,7567860	0,1547465	0,6409479	0,4631471	0,7120956	0,5561812	0,6407241
700	0,7124274	1,0000000	0,0923716	0,2498907	0,7664832	0,2859833	0,8848167	0,7378003	0,7888650	0,7164407	0,1413946	0,6252827	0,4549733	0,6632424	0,5770472	0,6108394
720	0,7196781	1,0000000	0,0861671	0,2616373	0,7376916	0,2617197	0,8779815	0,7150127	0,8021396	0,6787740	0,1321724	0,6091312	0,4427662	0,6194312	0,5953054	0,5844044
740	0,7232238	1,0000000	0,0815342	0,2687584	0,7159501	0,2410028	0,8701594	0,6932214	0,8136300	0,6456689	0,1260925	0,5947271	0,4297661	0,5823395	0,6104780	0,5622769
760	0,7247113	1,0000000	0,0781731	0,2727508	0,7011168	0,2241542	0,8620559	0,6746367	0,8227227	0,6178990	0,1222395	0,5829813	0,4177998	0,5522750	0,6225892	0,5445378
780	0,7251523	1,0000000	0,0757900	0,2747701	0,6917967	0,2110354	0,8542031	0,6600639	0,8294994	0,5954521	0,1198858	0,5739915	0,4076905	0,5287180	0,6319494	0,5308032
800	0,7251247	1,0000000	0,0741319	0,2756346	0,6863755	0,2012203	0,8469535	0,6493848	0,8343307	0,5778460	0,1185006	0,5674391	0,3996345	0,5107484	0,6389945	0,5204698
820	0,7249324	1,0000000	0,0729960	0,2758815	0,6834752	0,1941438	0,8405037	0,6420041	0,8376565	0,5643751	0,1177173	0,5628501	0,3934865	0,4973311	0,6441821	0,5128796
840	0,7247189	1,0000000	0,0722278	0,2758379	0,6820823	0,1892164	0,8349296	0,6371704	0,8398808	0,5542786	0,1172946	0,5597431	0,3889504	0,4874822	0,6479328	0,5074157
860	0,7245405	1,0000000	0,0717136	0,2756872	0,6815216	0,1858975	0,8302227	0,6341668	0,8413328	0,5468406	0,1170792	0,5577009	0,3856931	0,4803486	0,6506037	0,5035490
880	0,7244107	1,0000000	0,0713721	0,2755221	0,6813782	0,1837328	0,8263217	0,6324002	0,8422613	0,5414393	0,1169778	0,5563937	0,3834059	0,4752344	0,6524822	0,5008514
900	0,7243246	1,0000000	0,0711466	0,2753817	0,6814166	0,1823652	0,8231373	0,6314238	0,8428451	0,5375636	0,1169358	0,5555766	0,3818290	0,4715955	0,6537902	0,4989916
920	0,7242716	1,0000000	0,0709981	0,2752773	0,6815140	0,1815286	0,8205696	0,6309246	0,8432071	0,5348100	0,1169224	0,5550768	0,3807584	0,4690197	0,6546938	0,4977216
940	0,7242413	1,0000000	0,0709004	0,2752063	0,6816135	0,1810336	0,8185200	0,6306966	0,8434294	0,5328692	0,1169214	0,5547770	0,3800404	0,4672022	0,6553143	0,4968609
960	0,7242254	1,0000000	0,0708361	0,2751618	0,6816940	0,1807510	0,8168973	0,6306120	0,8435651	0,5315101	0,1169248	0,5546001	0,3795637	0,4659217	0,6557388	0,4962809
980	0,7242178	1,0000000	0,0707937	0,2751360	0,6817515	0,1805958	0,8156211	0,6305960	0,8436478	0,5305631	0,1169289	0,5544972	0,3792494	0,4650197	0,6560283	0,4958917
