hipB	hipA	ihfB	yeiL	tdcA	tdcD	tdcG	tdcE	tdcB	tdcF	tdcC	hemF	ibpB	htrE	ecpD	amiA
0,8214022	0,4378448	0,4840759	0,6254137	0,0165644	0,0653968	0,3925855	0,0040370	0,3292375	0,2373817	0,0047182	0,4553668	0,4916373	0,5956311	0,6574946	0,1516469
