deoR	nupG	cytR	crp	rhaR	tsx	deoC	deoA	deoB	deoD	udp	ppiA	cdd	nupC	rpoH	glgP
0,7086245	0,2308206	0,3855817	0,0772059	0,1058426	0,6726713	0,7099183	0,5099224	0,5288883	0,3317533	0,7424258	0,2548413	0,3164708	0,2337959	0,3052091	0,0139562
