"Time"	paaX	maoC	ihfB	hipA	hipB	paaE	paaC	paaH	paaD	paaA	paaF	paaJ	paaI	paaB	paaG	paaK
360	0,6808170	0,3865958	0,2155408	0,6617457	0,1736479	0,2326443	0,7207412	0,5456768	0,2109718	0,0897258	0,1348392	0,0062306	0,3044380	0,1273615	0,1527233	0,0433012
380	0,7787505	0,3598496	0,1525286	0,6401635	0,2454611	0,2933889	0,7201461	0,5176179	0,2640601	0,0711402	0,1158211	0,0085588	0,4243130	0,1119887	0,1308946	0,0155730
400	0,7111557	0,4530438	0,1126305	0,6467636	0,2601195	0,2882034	0,7734288	0,5629059	0,2148645	0,0966430	0,1263359	0,0287275	0,3110456	0,1430373	0,1996340	0,0261258
420	0,6901138	0,3655940	0,1974452	0,6391130	0,2223142	0,3303881	0,6565922	0,5400317	0,2511724	0,0476041	0,0934547	0,0151887	0,3031722	0,1597884	0,1541737	0,0240983
440	0,7847459	0,4318023	0,1748870	0,6486056	0,2855144	0,4032417	0,7219971	0,5328249	0,2441335	0,0456740	0,0974258	0,0170699	0,2635256	0,1886094	0,1308074	0,0186664
460	0,8417405	0,4532157	0,1948324	0,7787183	0,2508862	0,3431080	0,6348845	0,5267591	0,1880289	0,0507082	0,1375633	0,0049508	0,2607180	0,1695106	0,1269399	0,0185537
480	0,9337989	0,3750077	0,1844907	0,7747740	0,2665098	0,3523772	0,6657750	0,5173252	0,1342668	0,0405360	0,1624526	0,0326219	0,2694570	0,0817053	0,1265337	0,0393523
500	0,8768932	0,3833474	0,1844585	0,6249385	0,2498903	0,3471405	0,6364070	0,4440280	0,1823972	0,1284136	0,1102002	0,0036834	0,3260854	0,0850606	0,1552751	0,0406369
520	0,8647835	0,3358892	0,2006063	0,5966744	0,2287411	0,4008883	0,7038328	0,4073916	0,2534844	0,0670022	0,1503294	0,0099165	0,2876922	0,1285286	0,1219237	0,0176351
540	0,7993271	0,4026779	0,2099266	0,7080613	0,1976125	0,3938831	0,6234333	0,4443382	0,1098388	0,0444065	0,0962387	0,0121125	0,2545143	0,0818464	0,1892798	0,0184563
560	0,8465363	0,4062492	0,2096337	0,7270766	0,2320718	0,4287628	0,6994917	0,5265020	0,1779200	0,0542408	0,1000873	0,0059746	0,4059586	0,1923694	0,1519655	0,0259282
580	0,8202200	0,4122461	0,2479228	0,7950160	0,2485741	0,2969672	0,5599025	0,4334467	0,1638905	0,0942575	0,1177022	0,0094045	0,3135123	0,1272564	0,1580345	0,0215748
600	0,7009064	0,3748787	0,1688990	0,6834671	0,2120402	0,3864633	0,2968567	0,3625288	0,1396912	0,0964803	0,1554735	0,0074456	0,3195673	0,1563544	0,1536304	0,0261311
620	0,9641286	0,3858780	0,1222969	0,7271807	0,2592087	0,3033550	0,1824719	0,3764582	0,2016065	0,1117444	0,1259694	0,0198003	0,2922423	0,1608095	0,1206942	0,0165802
640	0,7626582	0,3712512	0,2166986	0,8546512	0,2336311	0,3744218	0,2046050	0,2765698	0,1998624	0,0758466	0,2107405	0,0195855	0,3609842	0,1027189	0,1176346	0,0160936
660	0,7048639	0,4565143	0,2067067	0,7728106	0,3187012	0,3441597	0,0883084	0,2011906	0,1493768	0,0590072	0,2166897	0,0312732	0,2694207	0,1270302	0,1534060	0,0204385
680	0,7043544	0,3979756	0,2227138	0,7419670	0,3534864	0,3023420	0,0428145	0,2664186	0,1499939	0,0883560	0,1839398	0,0134131	0,3933386	0,1311456	0,1646943	0,0487971
700	0,6584186	0,4982392	0,2013564	0,7159426	0,2636206	0,2635968	0,0229383	0,1558873	0,2176149	0,0835370	0,2589608	0,0247281	0,3297551	0,1536904	0,1298978	0,0314831
720	0,6464514	0,5052845	0,1969949	0,7124599	0,2606652	0,3119389	0,0091352	0,2529092	0,2014995	0,0643152	0,2561369	0,0139592	0,2941825	0,1729463	0,1558615	0,0264180
740	0,6653271	0,4756179	0,1414661	0,7617527	0,2651644	0,2873660	0,0045286	0,1274348	0,2266165	0,0667774	0,3691024	0,0163165	0,2325537	0,1067914	0,1359751	0,0202562
760	0,7090682	0,4590375	0,1865524	0,5606799	0,3021288	0,3547128	0,0043339	0,1120732	0,2471041	0,0780187	0,2659766	0,0101148	0,3215177	0,1746715	0,0993623	0,0281494
780	0,7778837	0,3397345	0,1713083	0,7106538	0,2553204	0,3131032	0,0043323	0,1173086	0,2275514	0,0485371	0,3074246	0,0198776	0,3712982	0,1600488	0,1041228	0,0190885
800	0,9344130	0,3809030	0,1716068	0,7247150	0,2220169	0,3502272	0,0040289	0,1300377	0,3216964	0,0743572	0,2471239	0,0156640	0,3862500	0,1627647	0,0849658	0,0461107
820	0,6870519	0,4005389	0,1555765	0,5822416	0,3688199	0,3396500	0,0032749	0,0827272	0,2829702	0,0470080	0,2337913	0,0202013	0,3686877	0,1309426	0,1191613	0,0302872
840	0,6684614	0,4761489	0,1770381	0,6270155	0,1749845	0,3846162	0,0099177	0,0902141	0,2534769	0,0640752	0,2799636	0,0095388	0,3146237	0,1065604	0,0834517	0,0229116
860	0,6435120	0,4362902	0,2248342	0,6406615	0,2229820	0,3556061	0,0041673	0,1057986	0,3143825	0,0993496	0,2741784	0,0121519	0,3632829	0,1164665	0,0890201	0,0289577
880	0,6705461	0,3806725	0,1662021	0,6920868	0,2387333	0,3570566	0,0194146	0,0713769	0,3386705	0,0677234	0,2795858	0,0082184	0,2479574	0,1877598	0,0923590	0,0394411
900	0,6308781	0,3351564	0,2008584	0,7678850	0,2580648	0,4263902	0,0078691	0,0827494	0,2536829	0,0970383	0,2795619	0,0038307	0,2777441	0,1447451	0,1142569	0,0685530
920	0,6621128	0,3797166	0,1933078	0,7286040	0,3593868	0,3619641	0,0157122	0,0755071	0,2589466	0,0896124	0,3414320	0,0083632	0,3142401	0,1083251	0,1021138	0,0596034
940	0,6314884	0,4028500	0,2266867	0,7022197	0,2745321	0,3236141	0,0053491	0,0653834	0,2280636	0,0810371	0,2605689	0,0165887	0,3302602	0,1879669	0,1578753	0,0243708
960	0,7338048	0,3695952	0,1742345	0,6713130	0,3105890	0,3285175	0,0039570	0,0775986	0,2734341	0,0835473	0,4348441	0,0347597	0,3056781	0,2005567	0,1419068	0,0310826
980	0,7062640	0,4695428	0,2330256	0,6399188	0,2383347	0,3306581	0,0062677	0,0777073	0,2971243	0,1208898	0,4316404	0,0453997	0,2886251	0,1740432	0,1432708	0,0127315
1000	0,6853819	0,5407006	0,1965187	0,7903665	0,2710325	0,3315942	0,0140929	0,0874350	0,2611182	0,1985762	0,3118618	0,0277087	0,2786897	0,1986313	0,2115026	0,0336694
1020	0,8459085	0,5225810	0,1851436	0,7226870	0,3953779	0,3437028	0,0089021	0,0887365	0,2298232	0,1327577	0,3490875	0,0126118	0,4815650	0,1850153	0,1088438	0,0318877
1040	0,7478567	0,5312683	0,1564593	0,6802251	0,2130808	0,3945707	0,0134790	0,1285632	0,2390376	0,1660777	0,3710774	0,0385300	0,3262369	0,2289150	0,1388561	0,0093704
1060	0,7138826	0,4299520	0,1818372	0,6661924	0,2750739	0,4283769	0,0021472	0,1536433	0,3259016	0,0760589	0,3992843	0,0231762	0,3697912	0,1531900	0,1543432	0,0275528
1080	0,6838372	0,3956611	0,1845699	0,6537799	0,1931525	0,4612110	0,0019262	0,1125625	0,3108354	0,0768455	0,3005531	0,0285983	0,2968998	0,2231541	0,1582778	0,0119545
1100	0,6924789	0,3931032	0,1828622	0,7415558	0,2750152	0,3703903	0,0079923	0,1343272	0,2523268	0,0562613	0,3287352	0,0149152	0,3836998	0,1815558	0,1748575	0,0180207

0	0,6946595	0,4297504	0,1725073	0,7420217	0,3260965	0,3605606	0,0123966	0,0761375	0,1770777	0,0604549	0,3635897	0,0217775	0,3611937	0,1376284	0,1411911	0,0183927
20	0,7329292	0,3245104	0,1165730	0,7525984	0,2048836	0,2627948	0,0553004	0,0881278	0,2805386	0,1183542	0,2740882	0,0204632	0,3208227	0,1922213	0,1277216	0,0135649
40	0,5087934	0,4788650	0,1408099	0,6377917	0,2972316	0,3205176	0,1328992	0,0797485	0,2254275	0,1126662	0,3278619	0,0245096	0,2226071	0,1152528	0,1209091	0,0206811
60	0,3921158	0,4446013	0,1223292	0,7375006	0,2248743	0,3412291	0,2061498	0,0972299	0,1957012	0,0901674	0,3198566	0,1225545	0,2410098	0,1237575	0,0868964	0,0209853
80	0,4579280	0,3992711	0,1337002	0,7421493	0,2856120	0,3587691	0,2611640	0,0634045	0,1388137	0,1367506	0,3028114	0,1320906	0,4059651	0,1482389	0,0982555	0,0295359
100	0,4312916	0,4662852	0,1283865	0,7770453	0,1974708	0,3498011	0,2486645	0,0814516	0,1028440	0,1255684	0,2666505	0,1041420	0,2919817	0,1710793	0,1257109	0,0308874
120	0,2989151	0,4559315	0,1158532	0,6101991	0,2514015	0,5156075	0,3333731	0,0761298	0,1133742	0,1828959	0,1759207	0,1336058	0,3138410	0,2250573	0,0368026	0,0115884
140	0,3793433	0,5112692	0,1335619	0,7309242	0,2551365	0,5411541	0,3480019	0,0479962	0,1300697	0,2165355	0,1555282	0,1744393	0,3789266	0,2666881	0,0673678	0,0180729
160	0,3139107	0,4936975	0,1258638	0,7580878	0,2631905	0,4892826	0,2035074	0,0468527	0,1599770	0,2924040	0,2043464	0,1788833	0,3186818	0,3466693	0,0611582	0,0163937
180	0,3139143	0,4791211	0,1510799	0,5570401	0,3573726	0,4876297	0,3387584	0,0380350	0,0956578	0,2807665	0,1731211	0,2120473	0,4563720	0,3492795	0,0689874	0,0219495
200	0,3014165	0,4680312	0,0975767	0,5887128	0,2653743	0,4199996	0,3076525	0,0685900	0,0849195	0,3983670	0,1713797	0,2240395	0,4090370	0,3004102	0,0593197	0,0349215
220	0,3231445	0,4587241	0,1010730	0,7206490	0,2891529	0,4499434	0,2883083	0,0561236	0,0596499	0,3065898	0,1792719	0,1489445	0,4653863	0,3809190	0,0753407	0,0150939
240	0,3015150	0,6168514	0,1082306	0,6878279	0,2722452	0,4382213	0,3527836	0,0510372	0,0495181	0,2213702	0,2090069	0,1945504	0,6513627	0,3371695	0,0902594	0,0262831
260	0,2723904	0,4720581	0,0732122	0,8339346	0,2117466	0,4639143	0,2629716	0,0544613	0,0551373	0,3028167	0,1379263	0,2793209	0,5250701	0,4167748	0,0541241	0,0207050
280	0,2817299	0,5227045	0,0741133	0,6639838	0,1711071	0,5583098	0,2991118	0,0630710	0,0379583	0,3748852	0,1282591	0,2260128	0,5547284	0,3608729	0,0448929	0,0401495
300	0,3049624	0,4695526	0,0465690	0,7728349	0,2377715	0,4909223	0,2438354	0,0561130	0,0752114	0,3778993	0,1327311	0,2041012	0,5219315	0,3667838	0,0419256	0,0235669
320	0,3113665	0,5621717	0,1202262	0,6750693	0,2950326	0,4831617	0,2614685	0,0666032	0,0731920	0,3598333	0,1790975	0,2227267	0,6123634	0,2520292	0,0584288	0,0342015
340	0,3172977	0,4584545	0,0861338	0,7796955	0,3069137	0,4685785	0,2432468	0,0348059	0,0691906	0,3328786	0,1711080	0,1683347	0,5778382	0,2280663	0,0376684	0,0544138
360	0,3704327	0,4228191	0,0974996	0,7432922	0,2502692	0,4669764	0,3408892	0,0153076	0,1002417	0,2834231	0,2042920	0,2177485	0,4264207	0,3610855	0,0419923	0,0142390
380	0,3686809	0,5141431	0,0965609	0,8466399	0,1945161	0,5294886	0,3000192	0,0839782	0,0862300	0,3299231	0,1839609	0,2376259	0,4441056	0,2423117	0,0308031	0,0207259
400	0,4014350	0,3877223	0,0757971	0,7446538	0,2925639	0,5634262	0,2942148	0,0458650	0,0504685	0,3427075	0,1651774	0,2527192	0,4913797	0,2816428	0,0321453	0,0153124
420	0,5348899	0,5302713	0,0827095	0,6873185	0,3021036	0,4597754	0,3723975	0,0610253	0,1039397	0,2571607	0,1744319	0,2293760	0,3785147	0,2947902	0,0721361	0,0151401
440	0,3987868	0,3995970	0,0902507	0,7096545	0,2881625	0,5310776	0,2674867	0,0605409	0,0800735	0,3461126	0,1268364	0,2288543	0,5443752	0,1950289	0,0465902	0,0188914
460	0,2887638	0,4715786	0,1151676	0,7500282	0,2771997	0,5739985	0,3599266	0,0519453	0,0708965	0,3094041	0,1038541	0,2169125	0,3687351	0,2344214	0,0293300	0,0128934
480	0,3164745	0,4114579	0,1225361	0,6404379	0,4088573	0,4873789	0,2832310	0,0539066	0,0490394	0,3093761	0,1727573	0,2395664	0,4454315	0,2377247	0,0366838	0,0441257
500	0,4515140	0,4380761	0,0767666	0,5211720	0,3484121	0,4629100	0,2444044	0,0434646	0,0497372	0,3179906	0,1024009	0,2668339	0,4895614	0,2203073	0,0429835	0,0247914
520	0,2592671	0,3980859	0,1288888	0,6605686	0,2738586	0,6041288	0,2926537	0,0487230	0,0696708	0,3053657	0,0883883	0,2687901	0,5064398	0,1998747	0,0405228	0,0508790
540	0,2674155	0,3994996	0,1243978	0,6272913	0,2344500	0,6431114	0,2369622	0,0277021	0,0863102	0,2464140	0,1113175	0,3273855	0,5974246	0,2029907	0,0374424	0,0654751
560	0,2708647	0,4626675	0,0736098	0,7503991	0,2540623	0,4652619	0,3051521	0,0956968	0,0676177	0,3090413	0,0986988	0,2779446	0,5287760	0,1653634	0,0901347	0,0237737
580	0,3820800	0,3965872	0,0970618	0,7421337	0,2797783	0,5377231	0,2791104	0,0603504	0,0717703	0,3396190	0,1793644	0,2082666	0,4813702	0,1893391	0,0452770	0,0104134
600	0,4621339	0,3804822	0,1352918	0,7755483	0,3295760	0,5632092	0,2143161	0,0533515	0,1792635	0,2645423	0,1345312	0,2602674	0,4527569	0,2077625	0,0796789	0,0069796
620	0,6417313	0,3767048	0,1333891	0,8204479	0,2127415	0,5457961	0,1145155	0,0290861	0,2482466	0,2258552	0,1585198	0,1636755	0,4604499	0,2843813	0,0581466	0,0284827
640	0,7038760	0,3381159	0,2038636	0,7909302	0,2958042	0,5322446	0,0892656	0,0630629	0,3136006	0,2677316	0,1769213	0,1452883	0,4497005	0,2714008	0,0748451	0,0187199
660	0,6128004	0,3927701	0,2014056	0,7493666	0,2796151	0,4249092	0,0376909	0,0494559	0,5386092	0,1465558	0,1762855	0,1586582	0,6445663	0,3323976	0,0822981	0,0132869
680	0,7614729	0,4382309	0,1453051	0,8332236	0,2637208	0,4216650	0,0183953	0,1130377	0,4516593	0,1309961	0,2307910	0,0865520	0,3963805	0,2216354	0,0703907	0,0210582
700	0,7093846	0,5548858	0,2180726	0,7661518	0,2495723	0,4090513	0,0185966	0,0776522	0,3973635	0,1589866	0,2371052	0,0740791	0,3714068	0,2067489	0,1056160	0,0180158
720	0,6803957	0,3616264	0,1767625	0,7496427	0,2341782	0,3475207	0,0246855	0,0688055	0,3103994	0,1063108	0,2297942	0,0797972	0,4031179	0,2045075	0,1322467	0,0219079
740	0,7214626	0,4535303	0,1689555	0,6992615	0,2496934	0,4350865	0,0205386	0,1065911	0,3144111	0,0529088	0,1746337	0,0601707	0,2857219	0,1545881	0,0759978	0,0262901
760	0,7834372	0,3890347	0,1614476	0,6624811	0,3256282	0,3285053	0,0055890	0,1073507	0,2692707	0,0914931	0,2373522	0,0343899	0,3184036	0,1891551	0,1179617	0,0381484
780	0,8437434	0,4344231	0,1903028	0,8210881	0,3335216	0,2839473	0,0121928	0,0826662	0,2615168	0,0400831	0,2402373	0,0757776	0,2732298	0,1050105	0,1013542	0,0303749
800	0,7647034	0,4483598	0,1803667	0,6545551	0,2486427	0,2800010	0,0055470	0,0826946	0,2851221	0,0642089	0,2111264	0,0246167	0,3190228	0,1422699	0,0951493	0,0129377
820	0,7100884	0,3495767	0,1675511	0,7416835	0,3210605	0,2649925	0,0040556	0,0635663	0,2849565	0,1092371	0,2033258	0,0382599	0,3077777	0,1142273	0,2010508	0,0395627
840	0,7898297	0,3595301	0,1907253	0,5992541	0,3040086	0,3002518	0,0116333	0,1043352	0,2716335	0,0667302	0,2503834	0,0517620	0,3277994	0,1032705	0,0925196	0,0344555
860	0,7821878	0,4195130	0,2474412	0,7255532	0,2935538	0,3699662	0,0232911	0,0831616	0,1753179	0,0619266	0,2011281	0,0198555	0,3212475	0,1434364	0,0920736	0,0507382
880	0,7839554	0,3334536	0,2159610	0,6047581	0,2602085	0,3964779	0,0191147	0,1008284	0,1439202	0,0654897	0,3803765	0,0227928	0,3479184	0,1475779	0,1477461	0,0504459
900	0,8073010	0,4537381	0,3353337	0,7142414	0,2238572	0,3692389	0,0066954	0,0966373	0,2573272	0,1360906	0,2710149	0,0296870	0,3403059	0,1103001	0,1772479	0,0441273
920	0,8794557	0,5006749	0,2389876	0,5750372	0,2301973	0,3240831	0,0131541	0,1205537	0,2387193	0,1075329	0,3137551	0,0368946	0,2831530	0,1321214	0,2048747	0,0256705
940	0,8680834	0,4951619	0,2675506	0,6357668	0,2808505	0,3428565	0,0225234	0,1024889	0,1907386	0,0446835	0,2828753	0,0279604	0,2814209	0,1014583	0,1566114	0,0643665
960	0,8358154	0,4556486	0,1921453	0,6152786	0,2543726	0,4311464	0,0194099	0,0958456	0,2159222	0,0868335	0,3449386	0,0273709	0,3373697	0,0797448	0,1068050	0,0332541
980	0,8228480	0,3872683	0,2021935	0,6477403	0,2728102	0,3599587	0,0024400	0,0913670	0,2518635	0,0777195	0,3348258	0,0208346	0,2501948	0,1339114	0,1659224	0,0512055
1000	0,8727982	0,4372281	0,1817879	0,7438948	0,2251232	0,3628573	0,0139820	0,1000981	0,2669780	0,0751805	0,3228660	0,0209588	0,2844681	0,1419310	0,1594372	0,0343843
1020	0,7591518	0,3484646	0,2219192	0,8753160	0,2369390	0,3317623	0,0011409	0,0680652	0,2586861	0,0821951	0,2729093	0,0054742	0,3228806	0,1419115	0,1627332	0,0562508
1040	0,6496421	0,4130536	0,1515620	0,7390585	0,2840803	0,2805040	0,0049603	0,0668800	0,1337840	0,0591593	0,3518089	0,0156390	0,2334517	0,1567746	0,1655242	0,0440864
1060	0,7523841	0,4391299	0,1913958	0,7099121	0,2891297	0,3204089	0,0118553	0,1005627	0,1993706	0,0808220	0,3316566	0,0079335	0,2022899	0,1800478	0,0825016	0,0438541
1080	0,6492900	0,4203499	0,1884283	0,6759567	0,1868320	0,3865474	0,0061844	0,0862081	0,1417869	0,0754875	0,2786111	0,0173569	0,2697291	0,1425504	0,1343644	0,0258338
1100	0,6761831	0,4044363	0,1116953	0,7526671	0,2388726	0,3089774	0,0013175	0,1109093	0,1944919	0,0912717	0,2680627	0,0253955	0,2557801	0,2201132	0,1736097	0,0228840

0	0,7018737	0,4628289	0,1570574	0,6339030	0,3118081	0,4071929	0,0037636	0,0781623	0,2049489	0,1329182	0,3371483	0,0143310	0,3362918	0,1470624	0,1670664	0,0219575
20	0,7736610	0,4175194	0,2254994	0,6743672	0,3517142	0,2767933	0,0073593	0,1178981	0,1448093	0,0727153	0,4173440	0,0045445	0,2823058	0,1175374	0,1038522	0,0107770
40	0,6381530	0,3657327	0,1532357	0,6300020	0,3268713	0,2366425	0,0044242	0,1733601	0,1947610	0,0898014	0,2701746	0,0065495	0,3403075	0,1274042	0,1305945	0,0264166
60	0,8547209	0,3633137	0,1625122	0,7083512	0,2669327	0,3502590	0,0072854	0,2552158	0,2357246	0,0955618	0,2813380	0,0293174	0,3482253	0,1156495	0,1574192	0,0266109
80	0,8555349	0,4222614	0,1909469	0,6344928	0,2219439	0,2556500	0,0065750	0,3373589	0,1318654	0,0798715	0,3309956	0,0116825	0,3175638	0,1119831	0,0816773	0,0409564
100	0,7581165	0,4824501	0,1777325	0,6270177	0,2917720	0,2526484	0,0060252	0,3600669	0,1497868	0,1412276	0,2791264	0,0252372	0,2636949	0,1126068	0,1641268	0,0201210
120	0,8004940	0,4448455	0,2590210	0,7460091	0,2718963	0,2341262	0,0027192	0,3443608	0,1558033	0,0769305	0,2967025	0,0162697	0,3201960	0,1196850	0,1838806	0,0263884
140	0,6085934	0,3964692	0,1704959	0,6432981	0,2711476	0,3281427	0,0142704	0,3856318	0,1538219	0,0571411	0,2660606	0,0031681	0,3868814	0,1369605	0,1383864	0,0750138
160	0,6507234	0,4693539	0,1550165	0,6623581	0,3458807	0,3315273	0,0201232	0,4676891	0,1365015	0,0612946	0,3447061	0,0068316	0,2892574	0,1185543	0,0971959	0,0430473
180	0,8080407	0,3856890	0,1441343	0,7730224	0,2782317	0,2818750	0,0153030	0,4231286	0,1368245	0,0954728	0,2951494	0,0355621	0,3727570	0,1317696	0,1203348	0,0641983
200	0,7958722	0,3395617	0,2077336	0,6520798	0,1593965	0,3471660	0,0158522	0,5148350	0,2150551	0,0754469	0,2968342	0,0158949	0,3383661	0,1662121	0,1586495	0,0364947
220	0,9872126	0,3775539	0,1384316	0,7200303	0,1895667	0,3702879	0,0072865	0,4631543	0,1488830	0,0903988	0,2749711	0,0170388	0,4059761	0,1070763	0,1247336	0,0580787
240	0,7844439	0,4334104	0,1767023	0,7847279	0,2910429	0,3836396	0,0135316	0,4074392	0,2769466	0,0719900	0,2010030	0,0167835	0,3510702	0,1344735	0,1957687	0,0575921
260	0,7757974	0,3544868	0,2182636	0,6509929	0,3243013	0,3399565	0,0106391	0,4977982	0,1545884	0,1196683	0,2939313	0,0247248	0,2906838	0,1033563	0,0924899	0,0131999
280	0,7701209	0,3698658	0,2127809	0,7312115	0,3350156	0,3179643	0,0057751	0,4470567	0,1623789	0,0775455	0,2838977	0,0278571	0,3584073	0,0829071	0,1178384	0,0432131
300	0,8083856	0,4033699	0,1798184	0,6400835	0,3166091	0,2243926	0,0063198	0,4452599	0,1583887	0,1011289	0,2533428	0,0191349	0,3115683	0,1658005	0,1089239	0,0452846
320	0,7743419	0,3243643	0,1469732	0,6094160	0,3361776	0,3205545	0,0103881	0,4614565	0,1381950	0,0945828	0,3447667	0,0113231	0,2939679	0,1492036	0,1230956	0,0243908
340	0,8076048	0,3888444	0,2431551	0,7425409	0,2416238	0,3299365	0,0102203	0,4255754	0,1624223	0,0912881	0,2237820	0,0157586	0,2058043	0,1274768	0,0826354	0,0293763
360	0,7629709	0,4061840	0,2197037	0,6461683	0,3003436	0,2984322	0,0090735	0,3742337	0,2244685	0,0934741	0,3205553	0,0070274	0,2920974	0,1078648	0,1065893	0,0576567
380	0,7494991	0,3782843	0,1992954	0,6845311	0,2533885	0,2896359	0,0088740	0,3978521	0,2023763	0,0821927	0,2469287	0,0151428	0,2198784	0,0793818	0,1238858	0,0774099
400	0,6885855	0,3417839	0,2018321	0,6194154	0,2948038	0,3454677	0,0139108	0,4902410	0,1929361	0,1127167	0,2353278	0,0108737	0,3191622	0,1498563	0,1530551	0,0572198
420	0,7354338	0,3210240	0,1641771	0,6515043	0,2316906	0,4229418	0,0045843	0,4758662	0,1899024	0,1052813	0,2976819	0,0047803	0,2345756	0,1215570	0,1258043	0,0859830
440	0,6745838	0,2929672	0,1473564	0,7240087	0,2559716	0,3564669	0,0097441	0,3573210	0,1879477	0,0724245	0,2854888	0,0154310	0,3570184	0,1100092	0,1711737	0,0467945
460	0,7919596	0,4454509	0,2424710	0,7101067	0,2382373	0,3021948	0,0124379	0,4667366	0,2550277	0,0988899	0,2837205	0,0073233	0,3973261	0,1022968	0,1886462	0,0381029
480	0,7659136	0,3982045	0,1364468	0,7499189	0,2140544	0,3444975	0,0020628	0,3510626	0,2551497	0,0851483	0,3031602	0,0053525	0,3676871	0,0761017	0,1802447	0,0314432
500	0,6538787	0,5141881	0,2255591	0,6443863	0,2622015	0,4146235	0,0022049	0,3360319	0,2925773	0,1276551	0,2982453	0,0259568	0,3705948	0,1601792	0,1595566	0,0783175
520	0,7777245	0,4937502	0,1758645	0,6746922	0,3256399	0,3622489	0,0188173	0,4928328	0,1998583	0,0870166	0,2564402	0,0005792	0,2964590	0,1345168	0,1603946	0,0837017
540	0,7927696	0,4475038	0,2521165	0,6301944	0,2874845	0,3682125	0,0058830	0,4705479	0,1919439	0,0471047	0,3136181	0,0132948	0,2869800	0,1269309	0,1367879	0,0157275
560	0,8089861	0,4512059	0,2257013	0,6721776	0,1907136	0,3502421	0,0067426	0,3566371	0,2009106	0,0711032	0,3161963	0,0023482	0,3275618	0,1704246	0,1400792	0,0069087
580	0,6899462	0,4433874	0,1996771	0,8437919	0,2253898	0,4365231	0,0064099	0,3656847	0,1699740	0,0565363	0,2129707	0,0120350	0,3638716	0,1659633	0,1101961	0,0163554
600	0,8042473	0,4615988	0,2130472	0,7111294	0,2604458	0,3732626	0,0075918	0,4425796	0,1910846	0,0839552	0,2530516	0,0154516	0,2973389	0,1319887	0,1423626	0,0386195
620	0,7819967	0,4723638	0,1701913	0,7862189	0,2306965	0,3561232	0,0116527	0,2820140	0,1732740	0,0823468	0,2750949	0,0198935	0,2867012	0,0971589	0,1541248	0,0285821
640	0,6936328	0,3788740	0,1921748	0,7294796	0,2443167	0,3778531	0,0164591	0,2210512	0,1918602	0,1134123	0,2520200	0,0188976	0,3015062	0,1350504	0,1348539	0,0424085
660	0,7884964	0,3764319	0,1941646	0,6174600	0,2391485	0,3705907	0,0047611	0,1383179	0,1930784	0,0609682	0,4179107	0,0119330	0,2324782	0,1304323	0,1568637	0,0153204
680	0,7599016	0,4388812	0,1558196	0,6168517	0,2720001	0,2646865	0,0072702	0,1674570	0,2369796	0,0749631	0,3641983	0,0075296	0,2529281	0,1216510	0,1449365	0,0507294
700	0,7655999	0,3314376	0,1588561	0,6954002	0,2342309	0,2874074	0,0086842	0,1167740	0,1857585	0,0616893	0,2476685	0,0296852	0,3905696	0,1425788	0,1057223	0,0234842
720	0,7241460	0,3145324	0,1608504	0,6217396	0,2848053	0,4754144	0,0071847	0,1220394	0,2126346	0,0835873	0,2821051	0,0242012	0,3569925	0,1420136	0,1023853	0,0320964
740	0,7974685	0,3769882	0,1204996	0,7755738	0,2069436	0,4295694	0,0134538	0,0689068	0,2299716	0,0679890	0,2837565	0,0096756	0,3190337	0,1200580	0,1716361	0,0305411
760	0,7038800	0,3908922	0,1781325	0,7669273	0,2411342	0,3255311	0,0061323	0,0737302	0,2530296	0,0573426	0,2114104	0,0244649	0,3256268	0,1185716	0,1593689	0,0273927
780	0,6476077	0,3431835	0,1814194	0,7888998	0,2425758	0,3311603	0,0038141	0,0803429	0,2808659	0,0774681	0,2848562	0,0052836	0,3860629	0,1041893	0,1363293	0,0212178
800	0,8077092	0,3350169	0,2095470	0,7261395	0,2162103	0,3432535	0,0066347	0,1183289	0,1897558	0,0427350	0,2480683	0,0082862	0,3674796	0,1190727	0,0525989	0,0312471
820	0,7613718	0,3651223	0,1976882	0,6241629	0,2095657	0,3684380	0,0138199	0,0453255	0,3050614	0,0362481	0,2611781	0,0081461	0,1899942	0,1283091	0,1336479	0,0530808
840	0,7995489	0,2986888	0,1547278	0,7175181	0,2631274	0,3549348	0,0133647	0,0571300	0,2645260	0,0560134	0,3262442	0,0006869	0,2623745	0,1771125	0,0857742	0,0310038
860	0,7599308	0,3835864	0,1888426	0,8244828	0,2963217	0,3970684	0,0173111	0,0507785	0,2256504	0,0490783	0,2940092	0,0081359	0,2802594	0,1129085	0,1419164	0,0471961
880	0,8424447	0,3827111	0,1763561	0,7722648	0,2548503	0,3184806	0,0124855	0,0970058	0,1795979	0,0426028	0,3102766	0,0080958	0,2732915	0,0980156	0,1945420	0,0189022
900	0,9046280	0,3931065	0,2702397	0,6867491	0,1763068	0,2796984	0,0101988	0,0948956	0,1974988	0,0484692	0,2908855	0,0053233	0,2728296	0,0964940	0,1360128	0,0180661
920	0,9636919	0,4471862	0,1855159	0,7727453	0,3080481	0,2956742	0,0154480	0,0632667	0,1953238	0,0588161	0,2956623	0,0085319	0,2412064	0,0534087	0,1634597	0,0215271
