paaX	maoC	ihfB	hipA	hipB	paaE	paaC	paaH	paaD	paaA	paaF	paaJ	paaI	paaB	paaG	paaK
1,0452188	0,5218371	0,2431001	0,9937943	0,3502292	0,4619982	0,0154682	0,1587941	0,3179983	0,1064183	0,4190559	0,0202205	0,4101721	0,1783405	0,1809217	0,0357007
