"Time"	mqsA	mqsR	alaS	yccA	cpxR	psd	dsbA	motA	ydeH	bacA	ftnB	yidQ	ppiD	rseA	rdoA	cheA
480	0,8419010	0,8733188	0,7070748	0,8791630	0,0510115	0,4389721	0,0567110	0,9982718	0,4067103	0,0478271	0,7829652	0,3416444	0,4909527	1,0909270	0,7533381	0,1362610
500	0,7921926	0,8884659	0,6785709	0,8861766	0,0417604	0,4672012	0,0739045	1,0085660	0,4074298	0,0650387	0,7800739	0,3821259	0,4786475	1,0199613	0,6681893	0,1489044
520	0,8196091	0,8798477	0,6486352	0,8907532	0,0353854	0,4144015	0,1117486	0,9024706	0,4221730	0,0477880	0,7359557	0,3921024	0,4798333	1,0090872	0,6663485	0,1130799
540	0,7535806	0,8999555	0,6529880	0,8807667	0,0374857	0,4102457	0,0951864	0,9019781	0,4188220	0,0440169	0,7668362	0,4020997	0,4982059	1,0459929	0,6898100	0,0939293
560	0,7834376	0,8457321	0,6720346	0,9656015	0,0420253	0,3541627	0,0872820	0,8785361	0,4070399	0,0545288	0,7421898	0,3743241	0,5659816	1,0192341	0,7081844	0,0922378
580	0,7997193	0,8049401	0,6443234	0,9258067	0,0510351	0,4807805	0,0940221	0,8429661	0,3649212	0,0436110	0,6667881	0,3927510	0,5418029	1,0431370	0,6021304	0,1760460
600	0,7717737	0,7808090	0,6029579	0,7485483	0,0417680	0,5560927	0,0672566	0,8504315	0,2903230	0,0329076	0,5453280	0,2909161	0,4927445	1,1248023	0,5411141	0,3501806
620	0,7788144	0,8058528	0,6039072	0,5601131	0,0430195	0,6419877	0,0498140	0,8321251	0,2478638	0,0321626	0,4687598	0,2398953	0,3909886	1,0984323	0,3886617	0,5635335
640	0,8541623	0,7659490	0,5539684	0,4266338	0,0568905	0,6930338	0,0848635	0,8940535	0,2092223	0,0496726	0,3445980	0,1725462	0,2618220	1,0812947	0,3251004	0,7143969
660	0,9188547	0,8196936	0,5787496	0,3332227	0,0494278	0,7291045	0,0716824	0,8850619	0,1902534	0,0499478	0,2991236	0,1007766	0,2509656	0,9751752	0,2292951	0,7859620
680	0,9150642	0,7708932	0,5890017	0,2431099	0,0374128	0,7400968	0,0747852	1,0075379	0,1413974	0,0721945	0,2744169	0,0880630	0,2377482	0,9661481	0,1940065	0,9444348
700	0,8697467	0,8000885	0,6916525	0,1774243	0,0514299	0,7709257	0,1033084	1,0082393	0,1304953	0,0608660	0,2351030	0,0662146	0,2092939	0,9303442	0,1365523	0,9082786
720	0,7826587	0,8460118	0,6639840	0,1117045	0,0491525	0,7797985	0,1098125	0,9434973	0,1100876	0,0788230	0,1885585	0,0549030	0,1760648	0,9254907	0,1120843	0,9063664
740	0,7808267	0,8386036	0,6560170	0,0736773	0,0530783	0,8946021	0,0963726	0,9034496	0,1065737	0,0562183	0,1517662	0,0418543	0,1679009	0,9061113	0,0678151	0,9214951
760	0,7414703	0,8553743	0,6398587	0,0679298	0,0588244	0,9027690	0,1022821	1,0189113	0,1145645	0,0684145	0,1346093	0,0401461	0,1923200	0,8904292	0,0365584	0,9532988
780	0,7539922	0,8552674	0,6668276	0,0660086	0,0575876	1,0024463	0,1068465	1,0573362	0,0867555	0,0914099	0,1090978	0,0367845	0,1925483	0,8701894	0,0356627	1,0373095
800	0,7230789	0,8911158	0,6634917	0,0571874	0,0583796	0,9730348	0,0780944	0,9979109	0,0841442	0,0972674	0,1126614	0,0276973	0,1939487	0,9176956	0,0189308	0,9894251
820	0,7303212	0,8932787	0,6958133	0,0494532	0,0545748	1,0016059	0,1001243	1,0645785	0,0896706	0,0925284	0,0969144	0,0221210	0,1900380	0,8659385	0,0109323	0,9616374
840	0,6925239	0,8304383	0,5884099	0,0610154	0,0549948	0,9833865	0,1112830	0,9795409	0,0742904	0,0761212	0,0996164	0,0232855	0,1986124	0,9153095	0,0104779	0,9529262
860	0,8337770	0,8411980	0,5708672	0,0530314	0,0595714	1,0197098	0,1126145	1,0033197	0,0791748	0,0747396	0,0793165	0,0229580	0,2028647	0,9249555	0,0177290	0,9561142
880	0,7768578	0,8319947	0,6624397	0,0675287	0,0600286	1,0346949	0,1146349	0,9807633	0,1044404	0,0712031	0,0872863	0,0297454	0,1981149	0,9397448	0,0096303	0,9273457
900	0,7916917	0,8352325	0,6849173	0,0470252	0,0608069	0,9942966	0,1032858	0,9336811	0,1182534	0,0646595	0,1178561	0,0227305	0,1985554	0,9982828	0,0065292	0,9232419
920	0,7840890	0,8498638	0,7355147	0,0372193	0,0651229	1,0059855	0,0953239	0,9914481	0,1026225	0,0540811	0,0943700	0,0216766	0,2145026	1,0610918	0,0127590	0,9117861
940	0,7771201	0,8698910	0,6883260	0,0343396	0,0694627	1,0096135	0,0912338	1,0180248	0,1171759	0,0593457	0,0731134	0,0161898	0,2529004	1,0306031	0,0280481	0,9062720
960	0,8077238	0,7718237	0,6768538	0,0417432	0,0503875	0,9490792	0,1155423	1,0562654	0,1245830	0,0491987	0,0688820	0,0126442	0,2446340	1,0583796	0,0224893	0,9157718
980	0,8078118	0,8414131	0,6276714	0,0413604	0,0421895	0,9365080	0,1018322	1,0070000	0,1274484	0,0490773	0,0867324	0,0111845	0,2169088	1,0412129	0,0196128	0,9476348
1000	0,8290150	0,8231140	0,7162345	0,0388986	0,0394429	0,8903189	0,0859207	1,0151465	0,1009134	0,0413191	0,0785833	0,0110976	0,1870817	0,9649901	0,0149057	1,0331075
1020	0,8154587	0,8042233	0,6742172	0,0475465	0,0414444	0,9036293	0,0780710	1,0143166	0,0976151	0,0556222	0,0700742	0,0075307	0,1708829	0,9282372	0,0322315	1,0521838
1040	0,7648820	0,7995391	0,6206043	0,0599449	0,0473195	0,9950286	0,1069982	0,9734410	0,0910726	0,0362618	0,0590156	0,0161813	0,1540447	0,9644948	0,0290785	1,0031946
1060	0,7070974	0,7692609	0,5811882	0,0776063	0,0409623	0,9890157	0,1081927	0,9664410	0,0731999	0,0340437	0,0645065	0,0315288	0,1549683	0,9733223	0,0150459	0,9918520
1080	0,7007255	0,7588634	0,6153033	0,0702759	0,0393148	0,9748659	0,0888182	0,9342365	0,0635383	0,0535809	0,0581762	0,0193021	0,1448405	0,9983433	0,0116036	1,0056730
1100	0,6956733	0,7805583	0,6350549	0,0681947	0,0379060	1,0043767	0,0718137	0,9411328	0,0534892	0,0464898	0,0665331	0,0158293	0,1308966	1,0050067	0,0089323	0,9768581

0	0,7481054	0,8350477	0,7072648	0,0351994	0,0305130	1,0165021	0,1092707	0,9689308	0,0795370	0,0790270	0,0521901	0,0206896	0,1570893	1,0221352	0,0023986	0,9739668
20	0,7521219	0,8112631	0,6415645	0,0435700	0,0272853	0,9641439	0,0813501	0,9647747	0,0950102	0,1043424	0,0685918	0,1005137	0,0962974	1,1292442	0,0019384	1,0007376
40	0,7628416	0,7849350	0,6528522	0,0371695	0,0353852	0,9302734	0,0922740	0,9889549	0,1021091	0,1793018	0,0581494	0,1990303	0,1248490	1,0886125	0,0096554	0,9917505
60	0,7871738	0,7728325	0,6282603	0,0438655	0,0528337	0,9244562	0,1132676	1,0343677	0,1124436	0,2562759	0,0659516	0,3079492	0,1239671	1,0799195	0,0188500	0,9353350
80	0,7477282	0,8223153	0,6703862	0,0237715	0,0560902	0,9368450	0,0926367	0,9532039	0,0860202	0,2517196	0,0844297	0,3680975	0,1085784	1,0883511	0,0167910	1,0154647
100	0,7082975	0,8409153	0,6555279	0,0392729	0,0474529	0,9482344	0,0691442	0,9413281	0,0835827	0,2650688	0,0919675	0,4588126	0,1344037	1,0932919	0,0139903	0,9661320
120	0,7238867	0,7385406	0,5905854	0,0389671	0,0466984	0,9267082	0,0487554	0,9991470	0,0930205	0,3076095	0,1058961	0,4779574	0,1608844	1,0942517	0,0095733	0,9836001
140	0,7311310	0,7894201	0,6390818	0,0422487	0,0531864	0,9417786	0,0576265	0,9249130	0,0797012	0,3029386	0,0856305	0,5126994	0,1721052	1,1154153	0,0134858	1,0324796
160	0,7946209	0,8113675	0,6675074	0,0312325	0,0590782	0,9377088	0,0652221	0,9161242	0,0976130	0,3247139	0,0732125	0,5879935	0,1864804	1,1664359	0,0067413	0,9861400
180	0,7636408	0,7861564	0,6426170	0,0482895	0,0506295	0,9397519	0,0652634	0,8469742	0,0955382	0,3245472	0,0713069	0,6349559	0,1826954	1,1061180	0,0077164	1,0164461
200	0,8526939	0,8020564	0,5542207	0,0464999	0,0512667	0,9371949	0,0696096	0,9438241	0,1008359	0,3018972	0,0642053	0,7654542	0,1574776	1,1023580	0,0084513	1,0342754
220	0,8353154	0,8195199	0,5491023	0,0433830	0,0517873	0,8915115	0,0746463	0,9530180	0,0943976	0,2905325	0,0750043	0,7563602	0,1440855	1,0215489	0,0168082	0,9979422
240	0,8251313	0,8125921	0,5721881	0,0479370	0,0502328	0,9365107	0,0510099	0,9529557	0,0979818	0,3081279	0,0697865	0,7746214	0,1450573	0,9982573	0,0105777	1,0065238
260	0,8142826	0,8611396	0,5870918	0,0599154	0,0340900	0,9949694	0,0601506	0,9688667	0,0652531	0,2782229	0,0684740	0,7635727	0,1608237	1,0068288	0,0137936	0,9839515
280	0,7843581	0,8464129	0,6128857	0,0555065	0,0388848	0,9600885	0,0689040	0,9200773	0,0791283	0,2985789	0,0834140	0,8112419	0,1811437	0,9543713	0,0102645	0,9877871
300	0,7308706	0,7897121	0,6012365	0,0518759	0,0530966	0,9646153	0,0880003	0,9050330	0,0823525	0,3262940	0,0723212	0,8129740	0,1588078	0,9814438	0,0128474	1,0245992
320	0,7341201	0,8254636	0,6781479	0,0584651	0,0444614	0,9916604	0,1081015	0,9394323	0,0811457	0,3106680	0,0700803	0,7310202	0,1266016	0,9803692	0,0046961	1,0508364
340	0,6812553	0,8039430	0,6750165	0,0565547	0,0388329	1,0140081	0,0909109	0,9631391	0,0764057	0,3280867	0,0793594	0,7034750	0,1405723	1,0402069	0,0022165	1,0483055
360	0,7255228	0,8506282	0,6592332	0,0427607	0,0352060	0,9204467	0,0927767	0,9688142	0,0836008	0,3710962	0,0810558	0,6959403	0,1119439	1,0423761	0,0011641	1,0721727
380	0,7143310	0,8884798	0,6537132	0,0341707	0,0358566	0,9499923	0,0699343	1,0000698	0,0835358	0,3120770	0,0709112	0,7336355	0,1236339	1,0215021	0,0067579	1,0808819
400	0,7500618	0,9008621	0,6718936	0,0444876	0,0502194	0,8864024	0,0578738	0,9529880	0,0733330	0,3298765	0,0591077	0,6799814	0,1125350	1,0469438	0,0079033	1,0422815
420	0,6879086	0,8497795	0,7074410	0,0447155	0,0417176	0,9266227	0,0850343	0,8797384	0,0684947	0,3466672	0,0597903	0,7369351	0,1067992	1,0520622	0,0111300	1,0324631
440	0,6831421	0,8379998	0,6807622	0,0480877	0,0459153	0,9119949	0,0833405	0,9479437	0,0650483	0,3692211	0,0633615	0,7386658	0,1108938	1,0912916	0,0224992	0,9747219
460	0,6952949	0,8147956	0,5852778	0,0381404	0,0354893	0,8493093	0,0786567	1,0346879	0,0809113	0,3095209	0,0718484	0,7356183	0,1429507	1,0254595	0,0129318	1,0451020
480	0,7141030	0,8482724	0,5592924	0,0461925	0,0535018	0,9201864	0,0754404	0,9271863	0,0886476	0,2870972	0,0712507	0,7498640	0,1421563	1,0238189	0,0195735	1,0089213
500	0,7177379	0,8876563	0,5827479	0,0401195	0,0539042	0,9370974	0,0658706	0,8895226	0,0915939	0,3826055	0,0747596	0,7572265	0,1428605	1,0014103	0,0175707	0,9866088
520	0,6769782	0,8691488	0,6349946	0,0428302	0,0524208	0,9818707	0,1000901	0,9603635	0,1168162	0,3601419	0,0668152	0,7430446	0,1447725	1,0547322	0,0166310	0,9783767
540	0,6925124	0,8885338	0,6270026	0,0625196	0,0475912	0,9368675	0,0847741	0,9522302	0,1230770	0,3070216	0,0440674	0,7636336	0,1503501	1,0286297	0,0208556	0,9960390
560	0,6925775	0,8733305	0,6683536	0,0343697	0,0393950	1,0393908	0,0851355	0,9406150	0,1100769	0,2576748	0,0673682	0,7390696	0,1668662	1,0624411	0,0196862	0,9467518
580	0,7328017	0,8791882	0,6411655	0,0240136	0,0503075	1,0834216	0,0887479	0,9319792	0,0976238	0,2554605	0,0699885	0,7519162	0,1608654	1,0382241	0,0087523	0,9437068
600	0,7487295	0,8670344	0,6404383	0,0251137	0,0441580	0,9582570	0,0835839	0,9269962	0,1121078	0,1802772	0,1035316	0,6022470	0,1635974	1,1033017	0,0084122	0,9900497
620	0,7876142	0,8622735	0,5592900	0,0376191	0,0471934	1,0425189	0,1086940	0,9784369	0,1126884	0,1411771	0,1250129	0,4414894	0,1657833	1,1236563	0,0015343	0,9721861
640	0,8496291	0,8792412	0,5799812	0,0364284	0,0485591	1,0852786	0,0799366	0,9808381	0,0988437	0,0996701	0,1003707	0,3475155	0,1483948	1,0966117	0,0089139	1,0097507
660	0,8927893	0,8422497	0,6061470	0,0399150	0,0376072	1,0728126	0,0746006	1,0725200	0,0825937	0,0700893	0,0823808	0,2493097	0,1418297	1,1127900	0,0138610	0,9876261
680	0,7920803	0,8596438	0,6751566	0,0438188	0,0415021	1,0062243	0,0844379	0,9766554	0,0851977	0,0682966	0,0766978	0,1807966	0,1224079	1,0717376	0,0136699	0,9950251
700	0,8129719	0,8556235	0,5913476	0,0472135	0,0425065	0,9411899	0,0674623	0,9881389	0,0825892	0,0573657	0,0615467	0,1303484	0,1243569	1,0638097	0,0126393	1,0614512
720	0,7294419	0,8414268	0,6337833	0,0439037	0,0479054	0,8627492	0,0440316	0,9875254	0,0808182	0,0844824	0,0740386	0,0887276	0,1347421	1,0350704	0,0131684	1,0868449
740	0,7849872	0,8820258	0,6450763	0,0474316	0,0434145	0,8703520	0,0288749	1,1036063	0,0727993	0,0442102	0,0579128	0,0542783	0,1416698	0,9180074	0,0092075	1,0250495
760	0,7964314	0,9242911	0,6073410	0,0572270	0,0462089	0,8043996	0,0273605	1,0900441	0,0787473	0,0477363	0,0679346	0,0452511	0,1679544	0,9359366	0,0037390	0,9798474
780	0,8321582	0,9225126	0,6151380	0,0512201	0,0508841	0,8749377	0,0407009	1,0536389	0,0909979	0,0415430	0,0741302	0,0276633	0,1496597	0,9231374	0,0025215	1,0089370
800	0,8523722	0,9088101	0,5936615	0,0391462	0,0466980	0,8717318	0,0823620	0,9940234	0,0867618	0,0409522	0,0779624	0,0405926	0,1734246	0,9810558	0,0087920	0,9846453
820	0,8171102	0,8508575	0,5852005	0,0429249	0,0467683	0,9058489	0,0844919	0,9864935	0,0741441	0,0325547	0,0661431	0,0415913	0,1850671	0,9554875	0,0107391	0,9199598
840	0,7792872	0,8635783	0,6023588	0,0316072	0,0343274	0,9281724	0,0784207	1,0931485	0,0768313	0,0520830	0,0633856	0,0432000	0,1755700	1,0294452	0,0164724	0,8932609
860	0,8073153	0,9048059	0,6728367	0,0402828	0,0429072	0,9756760	0,0977516	0,9976420	0,0975060	0,0678386	0,0853105	0,0358723	0,1676370	0,9694552	0,0098536	0,9545681
880	0,8367552	0,8962467	0,6631203	0,0387844	0,0500522	1,0287499	0,0850677	1,0487335	0,0987284	0,0622065	0,0922531	0,0299951	0,1674493	0,9611614	0,0071902	1,0253929
900	0,8158684	0,8925854	0,6476455	0,0366330	0,0321892	0,9514446	0,0585104	1,0766625	0,0942607	0,0450930	0,0936911	0,0213179	0,1503895	0,9764222	0,0072073	1,0132301
920	0,7786290	0,8726021	0,6258448	0,0357911	0,0322448	0,8988899	0,0764951	1,0913098	0,0752690	0,0461381	0,0875420	0,0195795	0,1564490	1,0228797	0,0080445	1,0649520
940	0,7187839	0,8476263	0,5867497	0,0428748	0,0330317	0,9325961	0,0593646	1,0682368	0,0797956	0,0450435	0,0822689	0,0244486	0,1603180	1,0227187	0,0016782	1,0960471
960	0,7518918	0,8254017	0,6159378	0,0439970	0,0270004	0,9449350	0,0884265	1,0469604	0,0844200	0,0365933	0,0774695	0,0127395	0,1597279	1,0658475	0,0031156	1,0275095
980	0,7766493	0,8582251	0,6853663	0,0301721	0,0281420	0,9962577	0,0635927	0,9894856	0,0652604	0,0584873	0,0862537	0,0235911	0,1366868	1,0576594	0,0114038	0,9565607
1000	0,7461852	0,8808383	0,7083363	0,0464603	0,0279274	0,9817447	0,0840193	1,0582811	0,0600527	0,0688739	0,1122727	0,0248012	0,1515009	1,1157072	0,0126791	0,8900281
1020	0,7596755	0,8516883	0,6162542	0,0319716	0,0304641	0,9233192	0,0746596	1,0108540	0,0635235	0,0625275	0,0996969	0,0277188	0,1441556	1,1463471	0,0123447	0,8826446
1040	0,7694218	0,8468619	0,6244359	0,0306870	0,0308464	1,0191514	0,0547753	1,0169021	0,0572303	0,0563494	0,1214395	0,0296004	0,1479844	1,1670327	0,0057275	0,8783604
1060	0,7679066	0,8373537	0,6107777	0,0202486	0,0512327	1,0638190	0,1010168	1,0105666	0,0638312	0,0366672	0,1148593	0,0345200	0,1137743	1,1061946	0,0076538	0,9360251
1080	0,7778134	0,8202516	0,5734961	0,0377139	0,0355691	1,0346517	0,1192644	1,0765182	0,0652023	0,0439213	0,1180126	0,0346444	0,1438188	1,1223929	0,0130722	0,8438525
1100	0,7596981	0,7793297	0,6780035	0,0716819	0,0455390	1,0057807	0,1164536	1,0117053	0,0624132	0,0425085	0,0874564	0,0236716	0,1378439	1,0532868	0,0079603	0,9008878

0	0,7481054	0,8350477	0,7072648	0,0351994	0,0305130	1,0165021	0,1092707	0,9689308	0,0795370	0,0790270	0,0521901	0,0206896	0,1570893	1,0221352	0,0023986	0,9739668
20	0,7938057	0,8696077	0,6427757	0,0110458	0,0448927	1,0767151	0,0706239	0,8478994	0,0560009	0,0895936	0,0658651	0,0505046	0,1797255	1,1360019	0,0103840	0,9821488
40	0,8558424	0,9263456	0,6323590	0,0211136	0,0520506	1,0392447	0,1082608	0,6749099	0,0559050	0,0568540	0,0621526	0,0468270	0,2795109	1,0951372	0,0065638	0,9669167
60	0,8034275	0,9275693	0,6291071	0,0293308	0,0442387	1,0744552	0,1383044	0,4734181	0,0606986	0,0408935	0,0586532	0,0356396	0,3645195	1,0526708	0,0076078	0,9484351
80	0,7811972	0,8586119	0,6220717	0,0290940	0,0494265	1,0525427	0,1519722	0,2825156	0,0623718	0,0608417	0,0719487	0,0414909	0,4425522	1,0265775	0,0106956	1,0086413
100	0,7898172	0,9098901	0,6150193	0,0437517	0,0658452	1,0066760	0,1634300	0,1748724	0,0728716	0,0465574	0,0868440	0,0430363	0,5920912	1,0514515	0,0185796	0,9809938
120	0,8287491	0,8712481	0,6861639	0,0393517	0,0576603	0,9790946	0,1618156	0,1164899	0,0752324	0,0543397	0,0763753	0,0272241	0,6474286	1,0159031	0,0186461	0,9936909
140	0,8336396	0,9035025	0,6513500	0,0327241	0,0642894	0,9764072	0,1751353	0,0712633	0,0769171	0,0485575	0,0635824	0,0251961	0,7093979	1,1045142	0,0078447	0,9979692
160	0,8377050	0,9160068	0,6083603	0,0320940	0,0512923	1,0105606	0,1734517	0,0618369	0,0750969	0,0480902	0,0528051	0,0212641	0,6490380	1,0981031	0,0158771	0,9711991
180	0,7599466	0,9088736	0,5958505	0,0301474	0,0564567	0,9781059	0,2352145	0,0401639	0,0711823	0,0467988	0,0494218	0,0135435	0,7278770	1,0290377	0,0184794	0,9745208
200	0,7130361	0,8756030	0,6486714	0,0389767	0,0462076	0,9404325	0,2032969	0,0602631	0,0637005	0,0656038	0,0723975	0,0283555	0,7540252	1,0486631	0,0072652	1,0227976
220	0,7308093	0,8559589	0,6445390	0,0465617	0,0508864	0,9954145	0,2379278	0,0337686	0,0604022	0,0792549	0,0592576	0,0256893	0,6910453	1,0849662	0,0146752	1,0732623
240	0,7846543	0,8872611	0,5924570	0,0361066	0,0520643	0,9732846	0,1696612	0,0232486	0,0641929	0,0796033	0,0580355	0,0297371	0,7231481	1,1259641	0,0116917	1,0580967
260	0,8130316	0,8830671	0,6690479	0,0279813	0,0540217	0,9871443	0,2034502	0,0223232	0,0633813	0,0637787	0,0571267	0,0332647	0,7626616	1,1031963	0,0084966	1,0810718
280	0,7783571	0,8163988	0,6414421	0,0398217	0,0600174	1,0118000	0,2134594	0,0221922	0,0641493	0,0718663	0,0522920	0,0349027	0,7268793	1,1190280	0,0032103	1,0782632
300	0,8088150	0,8123944	0,6442158	0,0460317	0,0440898	0,9703421	0,2151015	0,0161946	0,0851196	0,0444985	0,0673830	0,0377095	0,7534495	1,1689879	0,0050924	0,9463371
320	0,8731554	0,7984251	0,6754387	0,0490644	0,0475101	0,9791667	0,1807961	0,0145243	0,0762679	0,0650997	0,0775972	0,0246886	0,6778097	1,1747568	0,0066360	0,9731801
340	0,8779198	0,8110368	0,6754967	0,0384407	0,0496735	1,0232696	0,2260902	0,0232009	0,0765149	0,0574465	0,0706843	0,0274490	0,7021043	1,1749575	0,0048759	0,9590576
360	0,8127198	0,8502073	0,6888041	0,0348103	0,0382361	0,9908151	0,2171602	0,0169936	0,0626729	0,0464049	0,0675378	0,0353812	0,6961411	1,1496187	0,0089771	0,9275081
380	0,7970057	0,8715139	0,7164308	0,0289000	0,0351207	1,0527438	0,1919032	0,0146248	0,0804363	0,0585497	0,0750909	0,0300730	0,7906605	1,1147722	0,0064614	0,9526512
400	0,7596289	0,8701320	0,5827553	0,0365709	0,0312315	0,9938227	0,1680298	0,0189008	0,0835181	0,0584964	0,0546629	0,0187454	0,7265322	1,0843571	0,0085517	0,9681036
420	0,7988792	0,8887093	0,5701394	0,0559505	0,0476410	0,9312480	0,1641807	0,0335567	0,0822007	0,0846795	0,0546997	0,0256726	0,7560985	0,9789796	0,0059490	1,0285636
440	0,7819288	0,8306216	0,5476856	0,0599699	0,0499664	1,0085509	0,1262832	0,0268979	0,0771400	0,0801761	0,0539958	0,0274681	0,7136625	0,9674297	0,0129689	1,0394630
460	0,7835433	0,9191224	0,5686586	0,0558783	0,0365905	1,0063611	0,1264482	0,0309432	0,0773338	0,0581746	0,0561301	0,0385177	0,7599549	0,9910649	0,0009158	1,0468418
480	0,7718131	0,8627578	0,6168829	0,0641068	0,0444518	1,0186514	0,1267185	0,0324409	0,0865913	0,0760725	0,0678007	0,0369377	0,7616008	1,0573704	0,0017304	1,0036274
500	0,7577265	0,9103060	0,6119664	0,0592573	0,0394135	0,9936080	0,1324065	0,0414623	0,0934189	0,0907855	0,0606199	0,0280014	0,7873906	1,0650934	0,0043309	0,9919057
520	0,7930169	0,9697144	0,6016357	0,0421101	0,0442684	1,0135632	0,1479875	0,0562034	0,1105880	0,0856818	0,0673245	0,0296457	0,7226055	1,0537074	0,0060067	1,0227536
540	0,8006036	0,9185969	0,6545476	0,0474623	0,0506782	1,0101755	0,1670956	0,0380898	0,0895970	0,0752729	0,0610857	0,0277180	0,7325274	1,0237630	0,0075870	1,0096656
560	0,7790777	0,8878984	0,6138922	0,0496044	0,0431199	1,0182095	0,1716338	0,0414090	0,0927047	0,0594394	0,0685521	0,0281326	0,6373542	0,9803273	0,0084482	0,9905619
580	0,7553559	0,9364859	0,6211010	0,0379194	0,0340400	1,0403099	0,1428878	0,1417948	0,0990232	0,0552854	0,0753739	0,0217122	0,6086772	1,0076527	0,0044327	1,0215841
600	0,8328210	0,9600077	0,6537468	0,0576985	0,0343244	1,0227207	0,1164526	0,3431740	0,0864500	0,0500615	0,0706711	0,0301894	0,5843203	0,9959309	0,0012781	0,9614237
620	0,7866775	0,9811699	0,6703267	0,0600904	0,0261158	1,0413919	0,1561054	0,5613386	0,0713985	0,0505812	0,0767806	0,0314490	0,4839976	0,9655325	0,0055397	0,9354246
640	0,7676458	0,9752020	0,7006981	0,0560649	0,0283503	1,0718798	0,1215388	0,7049914	0,0988959	0,0366363	0,0612308	0,0278719	0,3992378	0,9701384	0,0036878	0,8780203
660	0,8286805	0,9278527	0,6349041	0,0543351	0,0326212	1,1006613	0,0909166	0,8303093	0,0899723	0,0473870	0,0822953	0,0227555	0,3518176	0,9092907	0,0055535	0,9797860
680	0,7875842	0,8641612	0,7085697	0,0505836	0,0351476	1,0335285	0,0857877	0,8924005	0,0864223	0,0742386	0,0923451	0,0150336	0,2877822	0,9543113	0,0077171	0,9840897
700	0,7773021	0,7962582	0,6784184	0,0471851	0,0345367	1,0793349	0,0633707	0,8849128	0,1012954	0,0740610	0,1074617	0,0166170	0,2493002	0,9676074	0,0151693	1,0228533
720	0,7464526	0,8186519	0,6605576	0,0481650	0,0451068	1,0796808	0,0494199	0,9482163	0,0811693	0,0609665	0,0911898	0,0177687	0,2677138	0,9609991	0,0040565	1,0188536
740	0,7520608	0,8023524	0,6154137	0,0518182	0,0562960	0,9611848	0,0541055	0,9682419	0,0862884	0,0556212	0,0807568	0,0195965	0,1806843	0,9962197	0,0051538	1,0186886
760	0,7486109	0,8542760	0,6819007	0,0527439	0,0529909	0,9724174	0,0879431	0,9371679	0,0874841	0,0529246	0,0913952	0,0182992	0,1591347	0,9788504	0,0104002	1,0038530
780	0,6809910	0,9014129	0,6142286	0,0522290	0,0449816	0,9981293	0,0715391	0,9220024	0,1007561	0,0455164	0,0737791	0,0253401	0,1611347	0,9176237	0,0152374	1,0177143
800	0,6963885	0,8612774	0,5825506	0,0548848	0,0450526	0,9497632	0,0629936	0,8662249	0,0892618	0,0315719	0,0651674	0,0318498	0,1879099	0,9235424	0,0090199	0,9734314
820	0,6918172	0,8325185	0,6768152	0,0523474	0,0516296	1,0349402	0,0676773	0,9524611	0,1044998	0,0476301	0,0509724	0,0302042	0,1975550	0,9434222	0,0106454	0,9907927
840	0,6843212	0,8392735	0,6369206	0,0447611	0,0434316	0,9916084	0,0786547	0,9119763	0,1012066	0,0509852	0,0569197	0,0292811	0,2164922	0,9354918	0,0096590	0,9759768
860	0,7501483	0,7947241	0,5592494	0,0365327	0,0491264	0,9743166	0,0688693	0,9295811	0,0861578	0,0531699	0,0646947	0,0245907	0,2084117	1,0085496	0,0057042	1,0234866
880	0,8234440	0,7832049	0,5810247	0,0406676	0,0426632	0,9461411	0,0584953	0,9683771	0,0957667	0,0307674	0,0553857	0,0307889	0,1879939	0,9984185	0,0088166	0,9591429
900	0,7957803	0,7592948	0,6487311	0,0610054	0,0309971	0,8935326	0,0507463	0,9770057	0,1003403	0,0538619	0,0731026	0,0371896	0,1566021	1,0534912	0,0028726	0,9733423
920	0,8734255	0,8196146	0,6573031	0,0484449	0,0488915	0,8421403	0,0752358	1,0420547	0,0989402	0,0388857	0,0627907	0,0296229	0,1922753	1,0073852	0,0050241	0,9456452
940	0,8178528	0,8194078	0,6748696	0,0401753	0,0520951	0,8566842	0,0705318	1,1411789	0,0806607	0,0485025	0,0683975	0,0339236	0,1877263	1,0511676	0,0097414	0,9568529
960	0,8229191	0,8404096	0,6826121	0,0265071	0,0478734	0,8371517	0,0988889	1,1876263	0,0777967	0,0628330	0,0747786	0,0277529	0,1720074	1,1009153	0,0104459	0,9996462
980	0,8833793	0,8116034	0,6148847	0,0380798	0,0597566	0,8905946	0,0966755	1,1663011	0,0616683	0,0774253	0,0743051	0,0329018	0,1672108	1,1562839	0,0142894	0,9622661
1000	0,8412766	0,7961020	0,6640143	0,0518975	0,0421418	0,9332941	0,0958404	1,1648903	0,0559061	0,0644962	0,0676742	0,0418991	0,1738844	1,0566819	0,0112234	0,9325176
1020	0,8253989	0,7799967	0,6349288	0,0648927	0,0513807	0,9761861	0,0565596	1,0569654	0,0488950	0,0493932	0,0571187	0,0393216	0,1518873	1,0605234	0,0109240	1,0661330
1040	0,8494477	0,7983762	0,6049435	0,0877332	0,0500645	0,9365708	0,0798675	1,0307736	0,0679351	0,0426837	0,0659897	0,0342249	0,1522316	1,1432972	0,0138928	1,0773138
