norR	nsrR	dsdC	feaR	fhlA	feaB	hypA	hycE	hycF	hycD	hypB	hycG	hypE	hycH	hypD	hycB
0,1720066	0,7586721	0,3175556	0,3307319	0,0000587	0,3980816	0,0371465	0,0149932	0,0485301	0,2823724	0,0552128	0,2310977	0,0337061	0,0006633	0,0063039	0,0701648
