"Time"	hipB	hipA	ihfB	yeiL	tdcA	tdcD	tdcG	tdcE	tdcB	tdcF	tdcC	hemF	ibpB	htrE	ecpD	amiA
500	0,1629426	0,8200143	0,5449785	0,7074387	0,0261453	0,4846298	0,5951740	0,0432945	0,2968922	0,4988786	0,7343282	0,1578278	0,4537495	0,4916117	0,6934390	0,1482952
520	0,2286219	0,7493887	0,4678520	0,7599626	0,0074436	0,4910634	0,5541718	0,0312469	0,3439910	0,6111829	0,5840019	0,0713579	0,4844511	0,5420097	0,5738149	0,1548078
540	0,1817100	0,8405170	0,4084048	0,7825671	0,0105925	0,4343913	0,6436635	0,0709630	0,2320912	0,6154467	0,6854462	0,2198306	0,4828863	0,6081622	0,8400570	0,1265236
560	0,2679610	0,8111952	0,4728448	0,8420306	0,0089805	0,5491171	0,5303658	0,0884714	0,2609194	0,6409852	0,8325281	0,1346876	0,4932227	0,4329249	0,6371405	0,1982211
580	0,2703240	0,7159909	0,4238477	0,7358411	0,0073249	0,3499305	0,7118484	0,0911921	0,2768729	0,6072312	0,6449981	0,1623711	0,4455668	0,5803505	0,8967325	0,1318840
600	0,4436809	0,7280035	0,5716411	0,6863195	0,0210410	0,3697602	0,4431585	0,0578054	0,2321017	0,4808365	0,3945803	0,3220458	0,4108255	0,6447469	0,6650581	0,0934212
620	0,5166636	0,7430312	0,5281670	0,7043935	0,0104619	0,2151718	0,4603412	0,0541780	0,3686059	0,3864224	0,4434659	0,3751653	0,4920817	0,6203942	0,6983274	0,0834806
640	0,5445190	0,7266161	0,5584509	0,6545762	0,0139054	0,2244859	0,3846488	0,0278626	0,4958555	0,4387278	0,2006960	0,4501902	0,4277343	0,5947549	0,7430069	0,0790932
660	0,5573421	0,5991647	0,4789526	0,7784200	0,0172964	0,1466307	0,2916915	0,0236059	0,3063143	0,3299317	0,1504236	0,4576396	0,4276205	0,6721408	0,8234537	0,1168199
680	0,4474074	0,5926539	0,5235271	0,6866177	0,0101345	0,1039357	0,3219501	0,0142808	0,3424322	0,3160794	0,1112413	0,4701770	0,5178429	0,6852480	0,8357125	0,1279224
700	0,5758103	0,6323163	0,4409587	0,7116639	0,0209832	0,0795130	0,3194459	0,0129664	0,3311711	0,2724730	0,0342660	0,4716387	0,4709902	0,6627850	0,8786051	0,0823367
720	0,6375694	0,6160897	0,6334279	0,7406696	0,0113047	0,1049640	0,3448361	0,0228560	0,2963677	0,3120556	0,0445080	0,4455096	0,4435217	0,6461763	0,7012625	0,0817749
740	0,5702726	0,6126907	0,4269703	0,6941040	0,0027969	0,1129912	0,2640859	0,0318815	0,3909833	0,3350021	0,0273089	0,5171157	0,4477108	0,5923536	0,7551057	0,1046883
760	0,6965397	0,5020205	0,4426220	0,6969865	0,0026151	0,0654384	0,2929861	0,0061126	0,2876658	0,3031303	0,0112575	0,5196979	0,3935966	0,6669121	0,7036928	0,0936668
780	0,7527573	0,5968025	0,5728598	0,6801890	0,0082175	0,0785975	0,2278843	0,0059390	0,4154804	0,2680259	0,0092864	0,4798877	0,5235145	0,6851924	0,7107696	0,0920277
800	0,6808100	0,5006694	0,4669344	0,7003702	0,0088910	0,0615245	0,3078392	0,0077051	0,3129288	0,2934402	0,0153697	0,3562820	0,4681443	0,7290098	0,6777654	0,0928490
820	0,6962410	0,5956677	0,5242186	0,7574682	0,0288687	0,0492169	0,3239617	0,0030611	0,3371269	0,2989179	0,0205529	0,4607241	0,5231177	0,7650391	0,7441116	0,1020759
840	0,6425215	0,5565704	0,4751095	0,5847297	0,0208501	0,0491830	0,3509440	0,0079223	0,3622628	0,3078409	0,0105891	0,3635031	0,4579801	0,6645972	0,7229951	0,0863195
860	0,7947717	0,5353783	0,4933571	0,6436052	0,0412093	0,0473499	0,3415451	0,0109776	0,3257848	0,3136082	0,0045496	0,5419572	0,4388108	0,6694914	0,7205023	0,1154449
880	0,6383511	0,4343353	0,4297151	0,5450577	0,0101852	0,0813000	0,3949647	0,0029594	0,3009541	0,3013607	0,0143393	0,3965787	0,4012614	0,6625155	0,7451550	0,1421728
900	0,8525974	0,4825626	0,5220608	0,6763461	0,0289957	0,0614367	0,2495406	0,0075462	0,3132008	0,3090119	0,0178285	0,4737566	0,3946080	0,6680481	0,6699807	0,1120357
920	0,7016323	0,4802668	0,3899666	0,7483876	0,0188508	0,0490049	0,2583088	0,0063195	0,3158433	0,2664865	0,0019566	0,5234111	0,3986296	0,6020844	0,7398434	0,1051045
940	0,7418794	0,4013221	0,4039033	0,7171279	0,0314272	0,0533118	0,1984483	0,0135648	0,3026415	0,2618966	0,0182220	0,5185801	0,3967713	0,6094741	0,7554032	0,1074878
960	0,7400207	0,3801846	0,4774031	0,6333382	0,0157930	0,0635780	0,2420771	0,0016899	0,3189908	0,2520658	0,0085310	0,5226367	0,3563156	0,4878137	0,6757859	0,1144146
980	0,7508729	0,4223186	0,4305437	0,6467048	0,0054835	0,0688421	0,1628245	0,0068080	0,3476484	0,2978305	0,0061463	0,5021901	0,4988346	0,5528694	0,7443939	0,0723982
1000	0,7910069	0,4082276	0,4810368	0,5964717	0,0069650	0,0557390	0,2560847	0,0040710	0,2500701	0,3176422	0,0166406	0,4795271	0,4672751	0,7064224	0,6725084	0,0410103
1020	0,8256453	0,3804148	0,3924542	0,5068695	0,0059638	0,0579171	0,3226736	0,0108063	0,3083915	0,3160230	0,0070770	0,4567586	0,4758527	0,5854666	0,7953019	0,0847273
1040	0,7573049	0,4139622	0,5560024	0,5571063	0,0159831	0,0777021	0,2498084	0,0068801	0,4040446	0,3203614	0,0125562	0,5629390	0,3831071	0,5316768	0,7774229	0,1039602
1060	0,7537370	0,5252002	0,5349003	0,5279279	0,0084445	0,0559363	0,2547524	0,0068641	0,3382791	0,2604391	0,0159399	0,6256496	0,3207020	0,5707072	0,7476079	0,1087219
1080	0,6947612	0,4456347	0,5765907	0,6788654	0,0138934	0,0874549	0,2305588	0,0030835	0,3541545	0,3414587	0,0048464	0,5906692	0,5004305	0,5013086	0,7417146	0,1154490
1100	0,6908140	0,4529736	0,3657398	0,5893511	0,0058718	0,0576415	0,2769636	0,0012776	0,2354509	0,2715067	0,0112030	0,4800946	0,4319008	0,6055802	0,7388534	0,1218653

0	0,7332463	0,4156881	0,5686098	0,5952166	0,0236624	0,0633195	0,3685507	0,0111474	0,2945697	0,3885457	0,0231283	0,5051076	0,6536679	0,6398682	0,7199484	0,1352227
20	0,8012481	0,5094813	0,6096897	0,6493888	0,0128427	0,0555073	0,3274038	0,0096227	0,4230037	0,2317448	0,0134762	0,4809320	0,4962442	0,6645962	0,7508398	0,1150495
40	0,7399495	0,5138824	0,4330734	0,7696444	0,0084287	0,0923526	0,2715449	0,0072086	0,3468795	0,2599242	0,0071791	0,5416859	0,5253409	0,6480995	0,9049656	0,0815551
60	0,6888121	0,3926647	0,4895290	0,6617477	0,0233465	0,0727112	0,3341590	0,0067023	0,3719333	0,2061431	0,0165211	0,4713536	0,5058091	0,7037782	0,7602590	0,0694606
80	0,6652822	0,3905433	0,4769868	0,7443507	0,0231269	0,1098405	0,4076278	0,0078960	0,4304640	0,2556283	0,0032455	0,3625712	0,5336395	0,6595372	0,7171168	0,1218312
100	0,7541290	0,3931420	0,6268680	0,7133715	0,0126130	0,0771894	0,2283601	0,0051646	0,3539167	0,2703447	0,0016419	0,5334463	0,6086021	0,6951156	0,7598565	0,1205256
120	0,8341681	0,3665877	0,5127336	0,8099884	0,0133056	0,0476400	0,2806737	0,0110344	0,3606711	0,2199208	0,0147034	0,4800252	0,5594477	0,7538852	0,6740103	0,1010027
140	0,6300834	0,4311756	0,5965794	0,8860787	0,0147393	0,0695730	0,2926417	0,0353876	0,2837443	0,2247891	0,0020259	0,3441928	0,6602508	0,7912723	0,7697445	0,1022832
160	0,7368328	0,5531115	0,4306255	0,7696340	0,0286564	0,0899182	0,2505523	0,0100031	0,3797849	0,3257654	0,0138969	0,5190585	0,5577572	0,7961421	0,7132045	0,0905317
180	0,6584813	0,4898048	0,5857948	0,7413772	0,0240496	0,0503569	0,2048127	0,0058878	0,3792940	0,2573528	0,0277367	0,4114458	0,6188639	0,7125833	0,7465371	0,0994089
200	0,6055082	0,4746733	0,4104160	0,8308830	0,0181644	0,0609382	0,2241139	0,0101922	0,3236959	0,2540757	0,0078189	0,4839345	0,5677282	0,7030451	0,7276245	0,0959158
220	0,6530944	0,4671483	0,5147875	0,6335667	0,0129491	0,0511854	0,2405972	0,0088471	0,4421226	0,2229181	0,0190203	0,4443853	0,6065514	0,5396995	0,7350005	0,1028561
240	0,5899578	0,3900433	0,4638084	0,7691441	0,0316551	0,1125218	0,2308750	0,0078531	0,2484066	0,2176759	0,0161021	0,3898026	0,7449869	0,5514456	0,9033908	0,1243487
260	0,6925629	0,4364572	0,5389640	0,6350923	0,0309827	0,0824746	0,3250358	0,0279589	0,3622701	0,2766341	0,0249737	0,4433013	0,5205504	0,6441202	0,6388461	0,1278907
280	0,7022603	0,4243384	0,5380125	0,7949762	0,0100217	0,0941655	0,2833953	0,0082948	0,3110114	0,2752698	0,0112669	0,5044791	0,5801678	0,6099094	0,7364935	0,1153382
300	0,7737955	0,4475901	0,5330991	0,7241886	0,0057714	0,0816663	0,3152555	0,0154332	0,2891081	0,2636552	0,0038268	0,3700735	0,6042956	0,6600942	0,7750047	0,1105337
320	0,6616372	0,3826577	0,4197409	0,6404019	0,0103961	0,0610705	0,2431144	0,0115235	0,3173689	0,2443351	0,0041108	0,4125428	0,7239928	0,6077312	0,8713696	0,0920305
340	0,8470693	0,4454584	0,5269541	0,7136298	0,0257117	0,0476730	0,2806290	0,0062367	0,3527724	0,3212437	0,0061869	0,4441757	0,5429492	0,6324977	0,7875888	0,1071463
360	0,6523694	0,3913487	0,4874561	0,6786354	0,0278070	0,0639861	0,3626397	0,0120913	0,3577955	0,2651556	0,0068167	0,4529413	0,6858821	0,8777132	0,7648584	0,1116024
380	0,7664846	0,3798299	0,4770929	0,8076955	0,0102123	0,1016684	0,2532869	0,0070414	0,3552953	0,2874106	0,0049696	0,4791902	0,6237994	0,4683017	0,7892672	0,0982189
400	0,7550704	0,4641452	0,4150423	0,7440738	0,0133340	0,1078354	0,2628202	0,0091915	0,3206941	0,2469385	0,0137269	0,4886705	0,7318451	0,5979148	0,6818453	0,0983348
420	0,8557951	0,4466568	0,4012418	0,9093428	0,0404072	0,0983715	0,2092498	0,0085527	0,3442317	0,2375296	0,0102068	0,5670843	0,6529482	0,4944218	0,7265171	0,1197850
440	0,6971589	0,3428671	0,4945960	0,7177202	0,0186690	0,0887471	0,2786946	0,0021836	0,3150253	0,2659320	0,0133474	0,4700953	0,6898624	0,6428534	0,6853661	0,0851680
460	0,8050114	0,3579258	0,4930009	0,8764480	0,0164028	0,0940299	0,2550339	0,0085955	0,2758638	0,1826562	0,0033407	0,5088204	0,5962424	0,4371862	0,7014515	0,1134109
480	0,7854568	0,4096359	0,6139418	0,7200053	0,0188356	0,1140636	0,3245378	0,0102798	0,2600260	0,2750103	0,0114811	0,4964644	0,6981980	0,5915124	0,6969561	0,1246381
500	0,7173744	0,5166405	0,3925178	0,8086986	0,0452100	0,0926504	0,2348228	0,0116693	0,2849554	0,2532747	0,0091284	0,4477850	0,6928358	0,5559550	0,6601063	0,1564630
520	0,8422848	0,3958902	0,5114911	0,9080787	0,0518632	0,1272541	0,2205454	0,0032683	0,2609826	0,2972816	0,0159313	0,3538393	0,7188908	0,5249677	0,6948995	0,1313277
540	0,8189522	0,4423730	0,3762809	0,7578218	0,0353772	0,1031313	0,3579089	0,0058075	0,2818501	0,3121249	0,0084881	0,3659058	0,6006996	0,5780719	0,6882704	0,0899807
560	0,7663186	0,3920487	0,4211578	0,8022890	0,0171742	0,0624236	0,2612269	0,0016551	0,2420516	0,2830886	0,0190366	0,4677547	0,6350796	0,5486069	0,6636802	0,0930707
580	0,6494687	0,4095708	0,4798703	0,7697600	0,0648705	0,0588495	0,2370940	0,0005305	0,2857133	0,3024221	0,0064349	0,4550304	0,4139879	0,5767693	0,7269110	0,1063851
600	0,8746270	0,4231388	0,5469160	0,6498034	0,0375191	0,0449106	0,2103760	0,0042471	0,3611603	0,2749282	0,0087550	0,5955623	0,5420180	0,5230051	0,6545839	0,1038619
620	0,7985008	0,4180641	0,4706114	0,6566111	0,0093364	0,0752213	0,1935149	0,0048443	0,3238723	0,2429165	0,0241967	0,5367200	0,4953198	0,5001373	0,5712113	0,1393919
640	0,6723109	0,4194522	0,4587503	0,6541887	0,0105604	0,0906693	0,3027396	0,0053615	0,2990185	0,2825803	0,0072678	0,6013437	0,4946968	0,5891447	0,6819780	0,1585495
660	0,7253901	0,3946312	0,3962926	0,6380924	0,0065511	0,0587098	0,2184989	0,0041895	0,2213592	0,2421210	0,0100374	0,5229749	0,3477861	0,5710928	0,7631726	0,1007583
680	0,7110601	0,4267668	0,5822741	0,7119333	0,0044498	0,0684925	0,2554459	0,0025935	0,3261739	0,3196789	0,0145484	0,4716346	0,3460020	0,5240192	0,7302429	0,1435237
700	0,7965669	0,4836553	0,5619464	0,6875087	0,0024213	0,0945020	0,2629651	0,0015385	0,3207649	0,3085334	0,0087228	0,3862321	0,3404331	0,6305940	0,7777413	0,1505589
720	0,7874376	0,4983139	0,5660593	0,6703945	0,0012350	0,0489795	0,2891732	0,0030933	0,3432275	0,2972482	0,0039659	0,5183774	0,4347145	0,6352536	0,7271325	0,1503190
740	0,9013548	0,4987096	0,5492604	0,6545422	0,0055449	0,0751232	0,2185825	0,0014398	0,3266345	0,2904264	0,0044318	0,4466304	0,4753207	0,6190216	0,5743136	0,1107189
760	0,7091689	0,5010519	0,4051538	0,6616152	0,0081409	0,0288978	0,2458204	0,0009689	0,3026088	0,2641412	0,0030016	0,3987020	0,4965614	0,7225937	0,5972343	0,1460381
780	0,6705321	0,3988822	0,3993636	0,6589828	0,0113589	0,0605409	0,2343221	0,0032369	0,3991434	0,2516810	0,0196690	0,4132843	0,3876264	0,6331796	0,7375163	0,1728742
800	0,7092226	0,4651101	0,4919995	0,5714995	0,0098158	0,0642420	0,2171335	0,0009449	0,2983545	0,2448776	0,0179076	0,4938951	0,4495865	0,5584252	0,6652518	0,1430375
820	0,7808138	0,3960444	0,5075137	0,5445379	0,0076834	0,0553185	0,2673766	0,0000189	0,3131288	0,2684407	0,0048005	0,4459413	0,3399081	0,6411839	0,8242156	0,0761470
840	0,6559584	0,5017618	0,4462117	0,6434236	0,0169677	0,0607521	0,2875633	0,0002881	0,2866169	0,2186329	0,0047532	0,4312515	0,3820887	0,6500354	0,8863234	0,1443239
860	0,6645591	0,3554446	0,5529313	0,6550222	0,0089393	0,0817909	0,2681375	0,0038327	0,3795932	0,3373097	0,0043426	0,5721546	0,4120936	0,5140588	0,6319060	0,1442929
880	0,7610684	0,4813864	0,4842310	0,6558186	0,0182140	0,0525996	0,2845418	0,0033867	0,3494668	0,2350889	0,0028387	0,4011329	0,4227835	0,6343103	0,7117721	0,1042545
900	0,5918711	0,4834269	0,5822032	0,7532903	0,0119028	0,0596631	0,2543576	0,0052049	0,3005953	0,2782084	0,0041589	0,4164676	0,3806965	0,7206701	0,7990755	0,0855838
920	0,5771627	0,4042549	0,5548215	0,6902700	0,0078594	0,0426313	0,2304460	0,0012981	0,3268614	0,2015009	0,0062851	0,3513493	0,4191738	0,7542522	0,7760671	0,0915767
940	0,6704198	0,3987922	0,4743756	0,6727824	0,0091166	0,0380170	0,3387009	0,0018222	0,2940024	0,2216571	0,0137675	0,4462084	0,3821457	0,7521297	0,6880315	0,1044776
960	0,7226041	0,4973429	0,3838855	0,6538186	0,0129662	0,0384637	0,2759036	0,0083209	0,3652373	0,2451676	0,0172130	0,4593179	0,4732066	0,7833103	0,7517735	0,1243723
980	0,7881548	0,5015014	0,4693634	0,6136170	0,0110469	0,0596322	0,2710499	0,0110177	0,2853740	0,2318766	0,0103158	0,5137043	0,4389081	0,6751943	0,5697418	0,1625341
1000	0,8200420	0,3835888	0,5619956	0,7364266	0,0097483	0,0726438	0,2522297	0,0012342	0,2560612	0,3490843	0,0095879	0,5120591	0,3604057	0,6219722	0,7239295	0,1389134
1020	0,8888258	0,4334937	0,4425061	0,4952058	0,0137624	0,0637291	0,2431104	0,0031002	0,2699641	0,1859896	0,0127117	0,5923203	0,3011395	0,6026382	0,7352309	0,0818478
1040	0,8846966	0,4154540	0,5234297	0,5806194	0,0244187	0,0704565	0,2840050	0,0052846	0,3348908	0,2678494	0,0127615	0,3487795	0,3885553	0,5519524	0,8058048	0,1413561
1060	0,6616706	0,3884589	0,4723817	0,4710933	0,0254810	0,0422302	0,2433145	0,0042200	0,2703362	0,3823933	0,0041517	0,4735909	0,3516690	0,6572369	0,7585763	0,0658465
1080	0,8533883	0,3512926	0,5915586	0,6846596	0,0134002	0,0795163	0,2602155	0,0000847	0,3800668	0,2301408	0,0136931	0,4547580	0,4156839	0,5417204	0,8104378	0,0854704
1100	0,7910762	0,3936485	0,4541596	0,5417318	0,0226823	0,0507683	0,3259126	0,0004097	0,3354617	0,2726271	0,0109217	0,3675599	0,2923882	0,4954102	0,7080897	0,1145032

0	0,6793355	0,4531309	0,5990319	0,6475405	0,0227627	0,0729089	0,3427835	0,0046643	0,3193383	0,2434237	0,0562474	0,5875949	0,5271715	0,6299820	0,7816985	0,2008955
20	0,6855333	0,4861562	0,5019431	0,6332683	0,0336212	0,0661280	0,3477531	0,0205385	0,3267683	0,3358052	0,1545015	0,3814490	0,5679600	0,6685109	0,7383319	0,1082538
40	0,7996241	0,4200166	0,5820894	0,6971182	0,0205954	0,0643808	0,4529326	0,0033950	0,3439265	0,2742150	0,2659010	0,3696598	0,7328298	0,7252189	0,7722106	0,0725064
60	0,6183057	0,4586582	0,4443351	0,6908411	0,0328249	0,0589745	0,4927390	0,0014758	0,3125249	0,2861712	0,4125853	0,4560570	0,6317201	0,6555834	0,7682127	0,1544420
80	0,6038843	0,5074500	0,5213436	0,6295331	0,0113119	0,0822168	0,5983772	0,0034194	0,3753107	0,2547691	0,4533229	0,4503814	0,8070472	0,5239649	0,8656971	0,0783016
100	0,7901126	0,4032820	0,5594763	0,5994761	0,0190673	0,0997104	0,6167437	0,0010014	0,3302933	0,2432502	0,7211234	0,4747303	0,5725049	0,6305094	0,7289076	0,0527949
120	0,6217057	0,5389627	0,5020233	0,6594884	0,0221965	0,0567742	0,8064841	0,0016658	0,3988507	0,2749260	0,5954199	0,4305254	0,7591166	0,6987629	0,8457370	0,0888642
140	0,7556654	0,3845166	0,5204879	0,7144456	0,0063716	0,0676574	0,7427357	0,0071197	0,3350436	0,3144822	0,7288006	0,4557609	0,7090299	0,6275242	0,8349291	0,0954323
160	0,6855119	0,3903732	0,4969268	0,6929293	0,0072499	0,0652444	0,7794101	0,0096862	0,3440852	0,2555284	0,7971355	0,4560501	0,6959939	0,5561116	0,7693900	0,1162332
180	0,7499660	0,4668620	0,5239511	0,6086388	0,0135605	0,0648459	0,6296032	0,0037427	0,3838820	0,2329521	0,8646633	0,3382487	0,6436199	0,5894015	0,7664048	0,0885598
200	0,7153412	0,5898383	0,5011133	0,6005416	0,0334362	0,0605552	0,7511386	0,0092842	0,4053647	0,2297659	0,7985568	0,4663714	0,7063161	0,5972696	0,7793204	0,0473255
220	0,7478146	0,4089381	0,5063026	0,6798078	0,0243752	0,0707101	0,5523267	0,0160865	0,3706754	0,2268956	0,6153310	0,4162478	0,6499192	0,5988219	0,9140636	0,0808507
240	0,7182105	0,4533826	0,5401709	0,6153647	0,0161921	0,0681393	0,7247995	0,0031243	0,3395649	0,2620429	0,7803684	0,5341918	0,8161286	0,7709505	0,7077715	0,0950738
260	0,7752261	0,4284560	0,4612560	0,7434105	0,0156092	0,0847961	0,5427505	0,0046665	0,3444543	0,2558573	0,6427078	0,4861890	0,6495163	0,6611170	0,8199713	0,1050324
280	0,6909016	0,3737519	0,5166517	0,6835224	0,0230411	0,0761958	0,7791325	0,0020928	0,2926261	0,2190987	0,6446427	0,4693008	0,7781096	0,5314538	0,8666015	0,1486131
300	0,6460605	0,4384647	0,5723964	0,7398525	0,0316854	0,0706609	0,5732388	0,0019285	0,3420442	0,3175977	0,7332145	0,5605868	0,7655474	0,6008249	0,8656907	0,1245486
320	0,6670791	0,4122168	0,4605609	0,6524017	0,0300036	0,0675213	0,6929382	0,0136828	0,3263720	0,3059223	0,6661278	0,3838190	0,8540871	0,6246826	0,8720122	0,1326519
340	0,7535252	0,4896815	0,4801850	0,6151432	0,0142389	0,0987248	0,7671748	0,0071036	0,2977228	0,2143114	0,6448813	0,4087059	0,7308935	0,5990155	0,9604009	0,1233903
360	0,7705762	0,4148254	0,4000609	0,6898143	0,0113198	0,0531503	0,6799048	0,0035429	0,3410699	0,2856489	0,6966432	0,6111181	0,6164519	0,6246512	0,8753642	0,1609714
380	0,8409256	0,4055032	0,4518022	0,5956883	0,0136107	0,0918869	0,6985580	0,0067002	0,4190705	0,2376157	0,7354091	0,5122987	0,6717379	0,6112914	0,8424227	0,0947381
400	0,7474988	0,4100520	0,5290444	0,7241860	0,0209076	0,0664634	0,6038835	0,0028283	0,3748098	0,3108747	0,7408918	0,4707331	0,6294163	0,5835775	0,8074580	0,1276571
420	0,6755813	0,4206832	0,4929132	0,6487854	0,0311636	0,0694626	0,6014825	0,0120465	0,4373889	0,2557457	0,6396850	0,5224986	0,7601876	0,5457339	0,7225819	0,1783387
440	0,7138747	0,4091777	0,4833424	0,7780942	0,0226338	0,1002396	0,5199638	0,0038612	0,3142575	0,3086416	0,8171541	0,5512511	0,7164608	0,6102687	0,7472272	0,1607180
460	0,5623292	0,3419465	0,5739969	0,6634259	0,0249848	0,0929938	0,6824152	0,0087591	0,3120526	0,2916420	0,7904616	0,4782771	0,7307698	0,6081227	0,6706165	0,1176492
480	0,5703981	0,4980483	0,5659002	0,6341322	0,0125190	0,0437809	0,5583670	0,0058932	0,3018429	0,1998965	0,7084067	0,4487090	0,7722898	0,6577166	0,7269673	0,0809764
500	0,6123749	0,4887653	0,4979719	0,6582318	0,0188958	0,0524214	0,6904590	0,0149531	0,4264996	0,2865801	0,6313993	0,4163850	0,9214571	0,8334011	0,8169572	0,1117399
520	0,7350981	0,3624333	0,4302799	0,6181212	0,0108557	0,0640385	0,6229267	0,0088218	0,3893446	0,2951196	0,6834714	0,5857855	0,8053595	0,6035138	0,7645211	0,0797081
540	0,6349201	0,5158230	0,3807156	0,4830102	0,0112564	0,0510202	0,5538871	0,0069571	0,3394536	0,2695219	0,7603922	0,5329467	0,7207508	0,5441031	0,7836599	0,1338943
560	0,5651535	0,3909744	0,4186823	0,6768962	0,0107478	0,0633699	0,7287074	0,0009460	0,3389248	0,3854091	0,6304667	0,5664071	0,7026858	0,6390129	0,8731371	0,0774387
580	0,5985639	0,5110026	0,4534573	0,5228881	0,0119382	0,0538134	0,7114055	0,0041557	0,3413796	0,2390225	0,5571486	0,5313733	0,7213320	0,6458169	0,7605750	0,1004256
600	0,6895553	0,4553156	0,4708631	0,6222201	0,0079102	0,0642628	0,5038294	0,0063166	0,3595608	0,2590912	0,3618824	0,5551182	0,6129636	0,5575918	0,8006803	0,1020937
620	0,7007072	0,3110522	0,4633511	0,6277548	0,0220169	0,0407589	0,4470078	0,0034272	0,2607824	0,2254778	0,2803421	0,6074527	0,5272770	0,7736648	0,6408572	0,1169363
640	0,6665033	0,4779568	0,4999178	0,6557675	0,0200296	0,0860129	0,4462002	0,0054887	0,2741178	0,2278859	0,1731940	0,6286400	0,5291928	0,7963841	0,6857666	0,1405469
660	0,6056699	0,3942440	0,4545468	0,6807121	0,0124356	0,0536434	0,3303404	0,0130284	0,2737835	0,2508910	0,0819726	0,6272530	0,5204750	0,6122953	0,7617032	0,1527070
680	0,8101507	0,5699466	0,4248153	0,5997036	0,0173023	0,1136266	0,3890731	0,0069538	0,2417146	0,2324602	0,0784854	0,5066334	0,3767516	0,6379467	0,6728857	0,1469565
700	0,6310457	0,4795512	0,4178506	0,6187349	0,0471417	0,0851970	0,3328010	0,0051037	0,3156541	0,2666888	0,0491284	0,4264241	0,4280953	0,7411046	0,8781130	0,1403327
720	0,7481369	0,4893350	0,5157972	0,6774742	0,0118688	0,0663599	0,3171280	0,0063484	0,2606943	0,2570242	0,0598180	0,5151998	0,3885517	0,5667439	0,7465119	0,1901289
740	0,7088631	0,5100663	0,5931495	0,5431219	0,0227536	0,0697498	0,2872528	0,0028838	0,2646656	0,2338267	0,0172317	0,5557715	0,3812886	0,6349411	0,7497179	0,1758275
760	0,7068810	0,4082167	0,4334157	0,6136632	0,0197220	0,0636534	0,2546894	0,0178469	0,3319676	0,2437734	0,0285832	0,4896014	0,4171335	0,6699580	0,7238996	0,1130066
780	0,7809632	0,4843561	0,5035373	0,7510911	0,0341318	0,0829935	0,1993432	0,0052870	0,3630415	0,2379042	0,0163890	0,5434641	0,4080345	0,7019376	0,8031616	0,0984063
800	0,7117950	0,5123722	0,5222001	0,6188250	0,0176318	0,0720389	0,3018919	0,0071320	0,4188943	0,2316739	0,0080788	0,5340506	0,5118113	0,7155674	0,8005236	0,0753951
820	0,7336009	0,4697825	0,4840649	0,6500675	0,0398038	0,0916046	0,2674525	0,0034520	0,4151258	0,2417258	0,0084901	0,4108542	0,4797673	0,7481662	0,7526772	0,1205133
840	0,6759260	0,4123997	0,4613868	0,8198340	0,0235835	0,1152120	0,3295750	0,0190366	0,3605085	0,2471309	0,0115497	0,3918379	0,5273572	0,5754815	0,7158639	0,1056304
860	0,8298033	0,5148786	0,5112523	0,6477714	0,0355984	0,0661177	0,2927780	0,0072213	0,3012766	0,3033787	0,0147761	0,5610558	0,4312434	0,7476958	0,6893344	0,1753560
880	0,6494824	0,3335897	0,4324209	0,6291607	0,0120765	0,0764639	0,4170121	0,0183536	0,3258110	0,2587701	0,0029923	0,5865609	0,5126900	0,5766998	0,6730412	0,1075946
900	0,7818154	0,5130425	0,4798789	0,5601136	0,0113649	0,0642190	0,3226610	0,0210268	0,2738213	0,2563199	0,0061470	0,4716969	0,4050712	0,5622636	0,6763458	0,1196545
920	0,8541863	0,4443310	0,5175414	0,6364382	0,0222669	0,1276487	0,3466142	0,0108693	0,2488050	0,2486812	0,0316896	0,3973559	0,4385618	0,5558613	0,8892292	0,1578392
940	0,7955428	0,4881565	0,3626915	0,7448626	0,0213366	0,0370099	0,2715404	0,0148323	0,2352741	0,2287993	0,0076471	0,4946894	0,4616547	0,6106205	0,8223143	0,1065350
960	0,6518849	0,5271984	0,4424529	0,6108008	0,0153464	0,0807159	0,2661342	0,0090369	0,3184382	0,2224099	0,0228992	0,5033223	0,3843774	0,7109581	0,8159100	0,1151594
980	0,7340091	0,4496006	0,4494400	0,7504925	0,0255534	0,0982077	0,3542062	0,0065149	0,2973864	0,2401914	0,0106468	0,4715459	0,3380239	0,5705302	0,8011758	0,1703001
1000	0,7247660	0,4026642	0,4644055	0,6426957	0,0121163	0,0484755	0,2641692	0,0060152	0,2226331	0,2380325	0,0169473	0,5022133	0,4278896	0,5854011	0,7439240	0,1472795
1020	0,7258214	0,3618179	0,4480042	0,6796070	0,0118000	0,0871102	0,2584759	0,0035209	0,2759028	0,2609476	0,0132414	0,5127920	0,3059986	0,7865943	0,7558146	0,2025032
1040	0,5320931	0,4869743	0,4667026	0,6050348	0,0138544	0,1117767	0,2394175	0,0145663	0,2294810	0,2486686	0,0142399	0,5272831	0,3043711	0,6030453	0,8962398	0,1568700
1060	0,7007689	0,4604476	0,5154158	0,7050679	0,0112824	0,0866765	0,2846745	0,0029462	0,3566418	0,2680843	0,0114392	0,5724384	0,4318442	0,6014429	0,8471639	0,1339763
