yoeB	yefM	alaS	mngB	mngR	mngA	artJ	argR	argB	artI	artQ	argA	artM	argC	argE	artP	Time	Experiment
1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	840	6
1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	860	6
1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	880	6
1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	900	6
1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	920	6
1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	940	6
1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	960	6
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	980	6
1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1000	6
1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1020	6
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1040	6
1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1060	6
1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1080	6
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1100	6
1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	7
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	20	7
1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	40	7
0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	60	7
0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	80	7
0	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	100	7
0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	0	120	7
0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	140	7
0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	160	7
0	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	180	7
0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	200	7
0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	220	7
0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	240	7
0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	260	7
0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	280	7
0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	300	7
0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	320	7
0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	340	7
0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	360	7
0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	380	7
0	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	400	7
0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	420	7
0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	440	7
0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	460	7
0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	480	7
0	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	500	7
0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	520	7
0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	540	7
0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	560	7
0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	580	7
1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	600	7
1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	620	7
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	640	7
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	660	7
1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	680	7
1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	700	7
1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	720	7
1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	740	7
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	760	7
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	780	7
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	800	7
1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	820	7
1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	840	7
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	860	7
1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	880	7
1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	900	7
1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	920	7
1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	940	7
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	960	7
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	980	7
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1000	7
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1020	7
1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1040	7
1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1060	7
1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1080	7
1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1100	7
1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	8
1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	20	8
1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	40	8
1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	60	8
1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	80	8
1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	100	8
1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	120	8
1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	140	8
1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	160	8
1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	180	8
1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	200	8
1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	220	8
1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	240	8
1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	260	8
1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	280	8
1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	300	8
1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	320	8
1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	340	8
1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	360	8
1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	380	8
1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	400	8
1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1	420	8
1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1	440	8
1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	460	8
1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1	480	8
1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	500	8
1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1	520	8
1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	540	8
1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	560	8
1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	580	8
1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	600	8
1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	620	8
1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	640	8
1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	660	8
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	680	8
1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	700	8
1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	720	8
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	740	8
1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	760	8
1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	780	8
1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	800	8
1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	820	8
1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	840	8
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	860	8
1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1	880	8
1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	900	8
1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	920	8
1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	940	8
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	960	8
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	980	8
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1000	8
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1020	8
1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1040	8
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1060	8
1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1080	8
1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1100	8
1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	9
1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	20	9
1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	40	9
1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	60	9
1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	80	9
1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	100	9
1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	120	9
1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	140	9
1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	160	9
1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	180	9
1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	200	9
1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	220	9
1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	240	9
1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	260	9
1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	280	9
1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	300	9
1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	320	9
1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	340	9
1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	360	9
1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	380	9
1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	400	9
1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	420	9
1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	440	9
1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	460	9
1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	480	9
1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	500	9
1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	520	9
1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	540	9
1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	560	9
1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	580	9
1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	600	9
1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	620	9
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	640	9
1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	660	9
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	680	9
1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	700	9
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	720	9
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	740	9
1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	760	9
1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	780	9
1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	800	9
1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	820	9
1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	840	9
1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	860	9
1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	880	9
1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	900	9
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	920	9
1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	940	9
1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	960	9
1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	980	9
1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1000	9
1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1020	9
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1040	9
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1060	9
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1080	9
1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1100	9
