mqsA	mqsR	alaS	yccA	cpxR	psd	dsbA	motA	ydeH	bacA	ftnB	yidQ	ppiD	rseA	rdoA	cheA
0,4877057	0,6682942	0,4316774	0,0331402	0,0299311	0,7579811	0,0704639	0,7056350	0,0690384	0,0629208	0,0664462	0,0064560	0,1175762	0,6996389	0,0036230	0,7650755
