"Time"	rstA	csgD	ompR	bolA	rcsB	csgE	csgG	csgF	sra	ompF	omrA	ampC	omrB	iraP	adrA	tppB
780	1,0000000	0,6822443	0,9964541	0,1779803	1,0000000	0,1375631	0,4736869	0,9990995	0,0788691	0,3073280	0,9383677	0,5519932	0,9099839	0,6043764	0,7005884	0,9819066
800	1,0000000	0,6824715	0,9976792	0,1761336	1,0000000	0,1388798	0,4737088	0,9991077	0,0727568	0,3060775	0,9392325	0,5699001	0,9101849	0,6045329	0,7008382	0,9820273
820	1,0000000	0,6826683	0,9984888	0,1747795	1,0000000	0,1398585	0,4737275	0,9991145	0,0683258	0,3051047	0,9398689	0,5848260	0,9103834	0,6046769	0,7010799	0,9821155
840	1,0000000	0,6828372	0,9990203	0,1738023	1,0000000	0,1405747	0,4737433	0,9991201	0,0651319	0,3043609	0,9403297	0,5970451	0,9105582	0,6048067	0,7013076	0,9821790
860	1,0000000	0,6829807	0,9993674	0,1731067	1,0000000	0,1410923	0,4737566	0,9991246	0,0628407	0,3038007	0,9406589	0,6068731	0,9107025	0,6049218	0,7015176	0,9822239
880	1,0000000	0,6831020	0,9995929	0,1726172	1,0000000	0,1414624	0,4737679	0,9991282	0,0612038	0,3033843	0,9408912	0,6146465	0,9108168	0,6050224	0,7017078	0,9822554
900	1,0000000	0,6832038	0,9997388	0,1722763	1,0000000	0,1417247	0,4737772	0,9991310	0,0600387	0,3030781	0,9410536	0,6206999	0,9109046	0,6051095	0,7018775	0,9822772
920	1,0000000	0,6832891	0,9998329	0,1720410	1,0000000	0,1419095	0,4737851	0,9991333	0,0592120	0,3028553	0,9411660	0,6253469	0,9109705	0,6051842	0,7020269	0,9822922
940	1,0000000	0,6833601	0,9998934	0,1718799	1,0000000	0,1420389	0,4737916	0,9991352	0,0586269	0,3026946	0,9412433	0,6288677	0,9110192	0,6052478	0,7021571	0,9823024
960	1,0000000	0,6834192	0,9999321	0,1717703	1,0000000	0,1421292	0,4737970	0,9991366	0,0582140	0,3025796	0,9412960	0,6315037	0,9110546	0,6053016	0,7022696	0,9823092
980	1,0000000	0,6834683	0,9999569	0,1716963	1,0000000	0,1421921	0,4738015	0,9991377	0,0579232	0,3024980	0,9413317	0,6334557	0,9110801	0,6053468	0,7023661	0,9823138
1000	1,0000000	0,6835089	0,9999726	0,1716465	1,0000000	0,1422359	0,4738052	0,9991387	0,0577188	0,3024403	0,9413557	0,6348870	0,9110982	0,6053848	0,7024482	0,9823169
1020	1,0000000	0,6835426	0,9999827	0,1716133	1,0000000	0,1422664	0,4738083	0,9991394	0,0575754	0,3023999	0,9413718	0,6359269	0,9111110	0,6054165	0,7025178	0,9823189
1040	1,0000000	0,6835704	0,9999891	0,1715912	1,0000000	0,1422877	0,4738109	0,9991400	0,0574750	0,3023717	0,9413826	0,6366762	0,9111200	0,6054430	0,7025764	0,9823203
1060	1,0000000	0,6835934	0,9999931	0,1715765	1,0000000	0,1423026	0,4738130	0,9991404	0,0574048	0,3023521	0,9413897	0,6372119	0,9111263	0,6054649	0,7026257	0,9823212
1080	1,0000000	0,6836123	0,9999956	0,1715668	1,0000000	0,1423132	0,4738147	0,9991408	0,0573557	0,3023386	0,9413945	0,6375923	0,9111307	0,6054832	0,7026670	0,9823217
1100	1,0000000	0,6836280	0,9999973	0,1715605	1,0000000	0,1423207	0,4738162	0,9991411	0,0573215	0,3023293	0,9413976	0,6378605	0,9111337	0,6054983	0,7027014	0,9823221

0	1,0000000	0,6824549	1,0000000	0,1715493	1,0000000	0,1421279	0,4737072	0,9991218	0,0572415	0,3023198	0,9414026	0,6382793	0,9111324	0,6043422	0,6999406	0,9823226
20	1,0000000	0,6826579	0,9375315	0,1667698	1,0000000	0,1418222	0,4737246	0,9228438	0,0641721	0,3024989	0,9472004	0,6388148	0,9109524	0,6045585	0,7004592	0,9822827
40	1,0000000	0,6826472	0,8167944	0,1637117	1,0000000	0,1381462	0,4737077	0,7716840	0,0790138	0,3045688	0,9567886	0,6424363	0,9091045	0,6047267	0,7008801	0,9818763
60	1,0000000	0,6821276	0,6931117	0,1741338	1,0000000	0,1270743	0,4736102	0,6120595	0,0971288	0,3115557	0,9642382	0,6473570	0,9036997	0,6048079	0,7011888	0,9806796
80	1,0000000	0,6807333	0,5873706	0,2038786	1,0000000	0,1082737	0,4733786	0,4709308	0,1175065	0,3266154	0,9675893	0,6433835	0,8936731	0,6047122	0,7013195	0,9784370
100	1,0000000	0,6780692	0,5045255	0,2533962	1,0000000	0,0857600	0,4729584	0,3562488	0,1410327	0,3520732	0,9665059	0,6172795	0,8788883	0,6043032	0,7011454	0,9750825
120	1,0000000	0,6737937	0,4428834	0,3181203	1,0000000	0,0641451	0,4723093	0,2674930	0,1691008	0,3883227	0,9614493	0,5631073	0,8600208	0,6034106	0,7004798	0,9707242
140	1,0000000	0,6677353	0,3985570	0,3903638	1,0000000	0,0460685	0,4714251	0,2009227	0,2024188	0,4333517	0,9533948	0,4879455	0,8383556	0,6018559	0,6990926	0,9656180
160	1,0000000	0,6599759	0,3674461	0,4622221	1,0000000	0,0322221	0,4703417	0,1520564	0,2403759	0,4834155	0,9435914	0,4056667	0,8154832	0,5994913	0,6967437	0,9601190
180	1,0000000	0,6508461	0,3460032	0,5277642	1,0000000	0,0222139	0,4691257	0,1167367	0,2811909	0,5343425	0,9332706	0,3281159	0,7929606	0,5962398	0,6932296	0,9546086
200	1,0000000	0,6408355	0,3314303	0,5837409	1,0000000	0,0152620	0,4678522	0,0914992	0,3225520	0,5826262	0,9234111	0,2617906	0,7720419	0,5921190	0,6884284	0,9494218
220	1,0000000	0,6304755	0,3216371	0,6292037	1,0000000	0,0105672	0,4665864	0,0736221	0,3622757	0,6259290	0,9146386	0,2086416	0,7535445	0,5872405	0,6823295	0,9447977
240	1,0000000	0,6202410	0,3151160	0,6647195	1,0000000	0,0074606	0,4653741	0,0610430	0,3987116	0,6630881	0,9072454	0,1679268	0,7378487	0,5817868	0,6750391	0,9408637
260	1,0000000	0,6104985	0,3108069	0,6916322	1,0000000	0,0054352	0,4642422	0,0522377	0,4308678	0,6938654	0,9012741	0,1377199	0,7249821	0,5759775	0,6667625	0,9376485
280	1,0000000	0,6014915	0,3079777	0,7115375	1,0000000	0,0041290	0,4632029	0,0460989	0,4583495	0,7186328	0,8966122	0,1158240	0,7147354	0,5700358	0,6577720	0,9351093
300	1,0000000	0,5933536	0,3061304	0,7259744	1,0000000	0,0032930	0,4622591	0,0418326	0,4812145	0,7380954	0,8930717	0,1002222	0,7067705	0,5641626	0,6483691	0,9331617
320	1,0000000	0,5861318	0,3049301	0,7362781	1,0000000	0,0027606	0,4614087	0,0388747	0,4998142	0,7530881	0,8904432	0,0892466	0,7007045	0,5585210	0,6388503	0,9317047
340	1,0000000	0,5798120	0,3041534	0,7435339	1,0000000	0,0024224	0,4606471	0,0368277	0,5146585	0,7644445	0,8885283	0,0815993	0,6961636	0,5532304	0,6294808	0,9306376
360	1,0000000	0,5743412	0,3036526	0,7485858	1,0000000	0,0022077	0,4599687	0,0354127	0,5263142	0,7729230	0,8871554	0,0763095	0,6928138	0,5483673	0,6204782	0,9298702
380	1,0000000	0,5696449	0,3033308	0,7520692	1,0000000	0,0020711	0,4593676	0,0344355	0,5353393	0,7791742	0,8861843	0,0726708	0,6903735	0,5439716	0,6120059	0,9293271
