"Time"	mqsA	mqsR	alaS	yccA	cpxR	psd	dsbA	motA	ydeH	bacA	ftnB	yidQ	ppiD	rseA	rdoA	cheA
60	0,7751890	0,8455047	0,6325159	0,3777834	0,0423298	0,7772019	0,0809544	0,9824057	0,2537915	0,0507339	0,3406302	0,1624037	0,2980079	0,9992661	0,3715016	0,6221332
80	0,7755455	0,8395607	0,6325168	0,4954685	0,0423302	0,6976798	0,0809544	0,9824043	0,3068464	0,0507341	0,4410074	0,2101415	0,3522909	0,9992655	0,4907586	0,4886763
100	0,7760698	0,8344006	0,6325175	0,5886846	0,0423305	0,6323364	0,0809544	0,9824033	0,3460073	0,0507343	0,5234805	0,2478622	0,3961170	0,9992651	0,5825077	0,3826055
120	0,7766982	0,8301847	0,6325181	0,6588183	0,0423307	0,5813354	0,0809544	0,9824026	0,3737262	0,0507344	0,5879172	0,2762634	0,4298447	0,9992648	0,6500073	0,3025345
140	0,7773611	0,8268812	0,6325183	0,7098235	0,0423309	0,5428594	0,0809544	0,9824021	0,3928630	0,0507344	0,6366328	0,2969978	0,4550195	0,9992645	0,6983199	0,2441143
160	0,7779998	0,8243697	0,6325184	0,7460344	0,0423310	0,5145252	0,0809544	0,9824018	0,4058699	0,0507345	0,6726236	0,3118196	0,4734236	0,9992644	0,7322856	0,2025094
180	0,7785740	0,8225030	0,6325185	0,7712844	0,0423311	0,4940325	0,0809544	0,9824015	0,4146210	0,0507345	0,6987665	0,3222569	0,4866805	0,9992642	0,7558767	0,1734105
200	0,7790620	0,8211387	0,6325185	0,7886481	0,0423311	0,4794168	0,0809544	0,9824014	0,4204695	0,0507345	0,7175127	0,3295259	0,4961270	0,9992642	0,7721247	0,1533415
220	0,7794581	0,8201538	0,6325184	0,8004572	0,0423312	0,4691083	0,0809544	0,9824013	0,4243603	0,0507346	0,7308200	0,3345465	0,5028039	0,9992641	0,7832488	0,1396540
240	0,7797670	0,8194491	0,6325184	0,8084165	0,0423312	0,4619036	0,0809544	0,9824012	0,4269409	0,0507346	0,7401907	0,3379921	0,5074941	0,9992640	0,7908325	0,1304037
260	0,7799998	0,8189479	0,6325184	0,8137410	0,0423312	0,4569059	0,0809544	0,9824011	0,4286489	0,0507346	0,7467464	0,3403451	0,5107732	0,9992640	0,7959868	0,1241993
