"Time"	hns	cspA	bolA	stpA	bglJ	bglB	bglG	bglF	cspD	proW	gspB	yjjP	proV	gspO	mukE	yciE
540	0,5416171	0,8341496	0,1083938	0,0003967	0,8748692	0,3403661	0,8843224	0,8995859	0,7344868	0,6899635	0,0394754	0,7172119	0,3189550	0,6928904	0,5378422	0,0571362
560	0,5305153	0,8378265	0,1053634	0,0009726	0,8517198	0,3697668	0,9580928	0,8473848	0,7383748	0,6944575	0,0479821	0,6559089	0,3540807	0,6382029	0,6306368	0,0594039
580	0,5994865	0,8610146	0,1043511	0,1059321	0,8388991	0,3561260	0,9613503	0,8402221	0,7100276	0,6970620	0,0786220	0,6392582	0,4240061	0,6813428	0,6052919	0,3144789
600	0,6265236	0,9809449	0,0878414	0,2030185	0,8319022	0,3548577	0,9867816	0,8041583	0,7116347	0,7590884	0,1201329	0,6687664	0,4355485	0,7302630	0,6326370	0,4419247
620	0,6759298	1,0571336	0,0793981	0,2598967	0,8186129	0,3562425	1,0203513	0,8290790	0,7136373	0,7082115	0,1708216	0,6857740	0,5026171	0,6902990	0,6046649	0,5229196
640	0,6537867	1,0362583	0,0829053	0,2721407	0,8577180	0,3340672	0,9885050	0,8281085	0,7832669	0,6974789	0,1682115	0,7186994	0,5103221	0,6661324	0,6389350	0,5219378
660	0,6630714	0,9953684	0,0825315	0,3105833	0,8435819	0,2863840	1,0143792	0,7061725	0,7344059	0,6260122	0,1381364	0,7034816	0,4535918	0,5603277	0,6186005	0,5360899
680	0,7312699	0,9274373	0,0860720	0,3182497	0,8808182	0,2647408	0,9773413	0,6914880	0,7507032	0,6562362	0,1349895	0,6530526	0,5146474	0,6297814	0,6747219	0,5685768
700	0,7631760	0,9227302	0,0717332	0,3050419	0,9061797	0,2323098	0,9865484	0,6109222	0,7013557	0,6860600	0,1395421	0,6578521	0,4923813	0,5970727	0,6537907	0,5745229
720	0,7584624	0,9620648	0,0832860	0,3123355	0,7033299	0,2340633	0,9431549	0,7241405	0,7301977	0,6131832	0,1513205	0,6341504	0,4933611	0,5931022	0,6983535	0,5391521
740	0,7848566	0,9475892	0,0752441	0,3023719	0,7345832	0,2184673	0,9242257	0,6810660	0,7493010	0,5621124	0,1312678	0,6230119	0,4856599	0,5494828	0,6312860	0,5296717
760	0,8015555	0,9221709	0,0860097	0,3064333	0,6665443	0,1999864	0,8805776	0,5444807	0,8301202	0,5988345	0,1291075	0,6336093	0,4440387	0,4408145	0,6537749	0,4898711
780	0,7760613	1,0441083	0,0758979	0,2528646	0,6270187	0,1657812	0,9064428	0,6397871	0,8116313	0,5983600	0,1243176	0,5769692	0,3981278	0,4187972	0,6524693	0,5514668
800	0,7435319	0,9685636	0,0640165	0,2597892	0,6838435	0,1944964	0,8694016	0,5976570	0,8258995	0,5690263	0,1079558	0,5843427	0,4109093	0,5131705	0,6316861	0,4665968
820	0,7441241	0,9600006	0,0620946	0,2509772	0,7566401	0,1767043	0,8625422	0,6323386	0,8489997	0,5853697	0,1121110	0,5958811	0,4050441	0,5031671	0,6359100	0,4621046
840	0,7188363	1,0402065	0,0790187	0,2622077	0,7368858	0,1717979	0,8688503	0,5740863	0,8727135	0,6432892	0,1148699	0,5787977	0,3801891	0,4756310	0,6773926	0,4719974
860	0,7539723	1,0077292	0,0855151	0,2830632	0,7287977	0,1631057	0,8354832	0,6338104	0,8320771	0,6552131	0,1330730	0,5686403	0,3730033	0,5084731	0,6372306	0,4630380
880	0,7564620	1,0093863	0,0657907	0,2551793	0,7503900	0,1597319	0,8757064	0,5626209	0,8494912	0,5881053	0,1302724	0,6125170	0,3772415	0,5360334	0,6528557	0,5080647
900	0,6737846	1,0243708	0,0668077	0,2600691	0,5836195	0,1693259	0,8450162	0,6100737	0,8396745	0,5390082	0,1286690	0,6160408	0,3040032	0,4919560	0,6470542	0,5703385
920	0,7233433	0,9917721	0,0629648	0,2857568	0,5522145	0,1655121	0,8158404	0,6486487	0,9031144	0,5199893	0,0849944	0,5944226	0,3514028	0,4282414	0,6483562	0,5687782
940	0,7100419	1,0268435	0,0815650	0,2899662	0,6254617	0,1479988	0,8530867	0,6310656	0,8891212	0,5830826	0,1076672	0,5956649	0,3511746	0,4198855	0,7040603	0,5693347
960	0,7533610	1,0526932	0,0779135	0,2253507	0,7057318	0,1619236	0,7733622	0,5444393	0,8447450	0,5449996	0,0994033	0,5487670	0,3454663	0,4672054	0,6790187	0,4928747
980	0,6994770	1,0353166	0,0890577	0,2852661	0,6234485	0,1443580	0,7891980	0,6289320	0,8503387	0,5066170	0,0998672	0,4832308	0,3575846	0,5373772	0,7096387	0,4973959
1000	0,7822672	0,9997749	0,0779746	0,2791807	0,6756158	0,1395986	0,7589111	0,6251259	0,8400251	0,4965606	0,1167711	0,5266288	0,3687547	0,4835995	0,6554296	0,4739683
1020	0,7435058	1,0331544	0,0716673	0,2744773	0,5838915	0,1767366	0,7662220	0,6024032	0,8707367	0,5123989	0,1094038	0,4991753	0,3614618	0,4138128	0,7008640	0,4518501
1040	0,7025290	1,0518512	0,0866679	0,3047134	0,6297034	0,1652916	0,7132999	0,6505628	0,9071931	0,4742380	0,1268475	0,4684153	0,3582019	0,4187505	0,6657644	0,4359790
1060	0,8022601	0,9185887	0,0672905	0,2971610	0,5655990	0,1765435	0,7203312	0,6004801	0,8583446	0,4476715	0,1049491	0,5250162	0,3689127	0,3688984	0,6960213	0,4733832
1080	0,7338786	0,9658157	0,0820162	0,2741700	0,5641040	0,1611883	0,7192904	0,5420624	0,7835226	0,4755168	0,1188224	0,5185904	0,3577836	0,3894343	0,6469030	0,4899593
1100	0,7243497	1,0052076	0,0827182	0,2726467	0,5572363	0,1268350	0,7795907	0,5063776	0,8283195	0,4388887	0,1002643	0,5124911	0,3342230	0,3696265	0,6474978	0,4433782

0	0,7499971	1,0703927	0,0832195	0,2748605	0,6641118	0,1756837	0,8432911	0,6525918	0,8548055	0,5404004	0,1141584	0,5636655	0,3943092	0,4479596	0,6463446	0,4656693
20	0,6837287	0,8605677	0,0640495	0,1782010	0,7286102	0,2326026	0,8778819	0,7069400	0,8656954	0,5535112	0,1236324	0,6037417	0,4365387	0,5160689	0,6257170	0,4414746
40	0,6718658	0,7471034	0,0622120	0,1045212	0,7859865	0,2288466	0,8886844	0,6752792	0,8899608	0,5328127	0,1245763	0,6417509	0,4396500	0,5173969	0,5853513	0,4608482
60	0,7068736	0,7475679	0,0794208	0,0703537	0,8091641	0,2498580	0,8970638	0,6473327	0,8608224	0,5658233	0,1364218	0,6846830	0,4488735	0,5992403	0,5555656	0,4279037
80	0,7021196	0,7171244	0,0755576	0,0334148	0,8462477	0,3014087	0,9776588	0,7233663	0,8375037	0,5218782	0,1100611	0,5977954	0,4430290	0,6084431	0,5674713	0,4526854
100	0,6983521	0,6134184	0,0752417	0,0189021	0,7829829	0,3369369	0,9312163	0,8178306	0,8688606	0,5561029	0,0954166	0,6135039	0,4096452	0,5378768	0,5274028	0,4024471
120	0,6764957	0,6461794	0,0790574	0,0120625	0,7438031	0,3176925	0,9549419	0,7551609	0,8694558	0,5796295	0,1057606	0,6690989	0,4060389	0,5069302	0,5755125	0,3921942
140	0,6615711	0,6857722	0,0857093	0,0056878	0,8733567	0,2782526	0,9603224	0,8178257	0,8137677	0,5650470	0,1326509	0,6959493	0,3777678	0,4577926	0,6050645	0,4168049
160	0,6969195	0,6927070	0,0716904	0,0011182	0,8437485	0,2874891	0,9579853	0,7453422	0,8125638	0,4796740	0,1339531	0,6626121	0,3651813	0,5467890	0,6231485	0,3958148
180	0,6628462	0,6611287	0,0554764	0,0008020	0,7784651	0,3177283	1,0119480	0,6689459	0,8309681	0,5450186	0,1397244	0,7068203	0,4157329	0,5167589	0,6122273	0,3327459
200	0,6421255	0,6615633	0,0824003	0,0034013	0,7443228	0,3266011	0,9959309	0,7380330	0,8249797	0,5275638	0,1355462	0,6442412	0,3940792	0,5154308	0,6221252	0,3592426
220	0,6444075	0,6713132	0,0868606	0,0068735	0,6977731	0,3702774	1,0295736	0,8044878	0,8213860	0,5601685	0,1311263	0,6173723	0,3985457	0,4889603	0,6404153	0,3467335
240	0,6466031	0,6777681	0,0796092	0,0021156	0,7305961	0,3719244	1,0693712	0,8038712	0,8400627	0,5868449	0,1553478	0,6155967	0,4429009	0,4763683	0,6627524	0,3790748
260	0,6499812	0,7027368	0,0709858	0,0028291	0,7221815	0,3377995	1,0300553	0,7790839	0,8073427	0,5866509	0,1488990	0,6464834	0,4389889	0,5075071	0,6780877	0,3864365
280	0,6372418	0,7357695	0,0920388	0,0078728	0,7830815	0,3593396	0,9360079	0,7319353	0,7990277	0,5920343	0,1306868	0,5784619	0,4502272	0,4734992	0,6193681	0,3690984
300	0,6245348	0,7313187	0,0779221	0,0081912	0,7922562	0,3460211	0,9339253	0,8150810	0,8375594	0,5364212	0,1255996	0,5619777	0,4735119	0,4994643	0,6524986	0,3432324
320	0,6753740	0,6707205	0,0581562	0,0030444	0,7738645	0,3649604	0,9579281	0,8043250	0,8607212	0,5346778	0,1006551	0,5907409	0,4766807	0,5198290	0,6263579	0,4034101
340	0,7236235	0,6939951	0,0708920	0,0009881	0,7818206	0,3633991	0,9622760	0,8089830	0,7819797	0,5110807	0,0999758	0,6221914	0,4858187	0,4910756	0,6624699	0,3940598
360	0,6863460	0,6896643	0,0643923	0,0000000	0,7726038	0,3662452	0,8878694	0,8150096	0,8397151	0,4989278	0,1074216	0,5660414	0,4542608	0,4780804	0,6663432	0,4267855
380	0,6954292	0,6927699	0,0778856	0,0003401	0,8639113	0,3635051	0,8790518	0,8262430	0,7745461	0,5985583	0,1111755	0,5676570	0,4799154	0,5572860	0,6126496	0,4523065
400	0,6849615	0,7015909	0,0932167	0,0000759	0,8147565	0,3814234	0,9139084	0,8502496	0,8138080	0,6042281	0,1233012	0,6248843	0,4803093	0,6236656	0,6307855	0,4459646
420	0,6749510	0,6865525	0,0892303	0,0009655	0,7230558	0,3463638	0,9532489	0,8138749	0,8489430	0,6178126	0,1100776	0,6477093	0,5107052	0,6182774	0,5794189	0,4451177
440	0,6638353	0,7203794	0,0990809	0,0012484	0,8401265	0,3746785	0,9454984	0,8855138	0,7575847	0,6837980	0,1541685	0,6383118	0,5290888	0,6288318	0,5974209	0,3915066
460	0,7464554	0,7240870	0,1079903	0,0018613	0,8133412	0,3773546	0,9862364	0,8414954	0,7406022	0,7209238	0,1646141	0,6320567	0,4970036	0,6579341	0,6051810	0,4564696
480	0,8232150	0,7192696	0,0911015	0,0015872	0,8271738	0,3627574	1,0204301	0,8181386	0,7827352	0,6604341	0,1370660	0,6413466	0,4804945	0,6136321	0,6533545	0,4361431
500	0,7837960	0,6437100	0,0898224	0,0021381	0,6867394	0,3614311	0,9875099	0,8104797	0,8361502	0,6599028	0,1373526	0,6330685	0,4324945	0,5621683	0,6183796	0,4091203
520	0,7651466	0,6398215	0,0821351	0,0003251	0,6096679	0,3615685	1,0034767	0,8245271	0,8701909	0,5823850	0,1249463	0,5697503	0,4010040	0,5078013	0,6410704	0,3823597
540	0,6428004	0,6652700	0,0878083	0,0000000	0,5329830	0,3714169	1,0201666	0,7798896	0,8795957	0,5484575	0,1065518	0,5814503	0,3449452	0,4714597	0,7551836	0,3729694
560	0,6140047	0,7106131	0,0655307	0,0007099	0,6591189	0,3602886	1,0240312	0,7914969	0,8697595	0,5234819	0,0992359	0,5331540	0,3468461	0,4676293	0,6809353	0,3333540
580	0,6943006	0,8466042	0,0656702	0,1098985	0,7233127	0,3531013	0,9794859	0,8185651	0,8497289	0,5181099	0,1236498	0,5226577	0,3235913	0,4821055	0,7137409	0,3685163
600	0,6846390	0,9379378	0,0746500	0,2143295	0,7180034	0,3783576	0,9778051	0,7773581	0,8616505	0,5006082	0,1295128	0,5135125	0,3471663	0,5380334	0,7067017	0,3883944
620	0,6894139	0,9855742	0,0880456	0,2501683	0,7456871	0,3162582	0,9530533	0,7935172	0,8357355	0,4880285	0,1557854	0,5028778	0,3568320	0,5033985	0,6741448	0,4377674
640	0,7145583	1,0899969	0,0752164	0,2732265	0,7050639	0,3225996	0,9418948	0,7862687	0,8411584	0,5077423	0,1329174	0,5253394	0,3530980	0,4989806	0,6703601	0,4859756
660	0,8015671	1,0309661	0,0876306	0,2948624	0,6517967	0,2801893	0,8627031	0,8299620	0,7922465	0,5019117	0,1328401	0,5760331	0,3690769	0,4635111	0,7043383	0,4794440
680	0,7056052	1,0361726	0,0787777	0,2939605	0,6254259	0,2773412	0,8295934	0,7438386	0,8217940	0,5234316	0,1390298	0,5506876	0,3509551	0,4129126	0,7127265	0,4143356
700	0,7309079	1,0542449	0,0719619	0,2870069	0,6917252	0,2565130	0,7924167	0,7857314	0,8297181	0,5796031	0,1221605	0,5766155	0,3630673	0,4815375	0,6967793	0,5028990
720	0,7160959	1,0203728	0,0837445	0,2927790	0,6933181	0,2390324	0,8646343	0,7529908	0,7909351	0,5696993	0,1429895	0,6466660	0,4039829	0,5317310	0,6446792	0,5090008
740	0,7328787	1,1123534	0,0913654	0,2933648	0,6588475	0,1950990	0,8375666	0,6909553	0,8134616	0,5746679	0,1492290	0,5860189	0,3917981	0,5032205	0,6835748	0,5073038
760	0,7624808	1,0303238	0,0945646	0,2867784	0,6735262	0,1771334	0,8459863	0,6053087	0,8330343	0,5587077	0,1192665	0,5985934	0,3611775	0,5136089	0,6916187	0,4637571
780	0,7867265	1,0291106	0,0796468	0,2630398	0,6256770	0,1805287	0,8301199	0,6273586	0,8025748	0,5236064	0,1074329	0,5834559	0,3386762	0,5100799	0,6392065	0,4864500
800	0,7257241	0,9068329	0,0916939	0,2752980	0,6776276	0,1854865	0,8266207	0,6785074	0,8380145	0,5403848	0,1198909	0,5483473	0,3446363	0,4822593	0,6687106	0,4585598
820	0,6629061	0,9171211	0,0867946	0,2833819	0,7840268	0,1954989	0,7966305	0,6978159	0,7848308	0,5293895	0,1268339	0,5628713	0,3707788	0,4965180	0,6495526	0,4378339
840	0,6735596	0,9687372	0,0834405	0,2958388	0,7478979	0,2435458	0,8196745	0,6219768	0,8151962	0,5155639	0,1446077	0,6041576	0,4035310	0,4316809	0,6634187	0,4460005
860	0,6643393	0,9445277	0,0619912	0,2867796	0,7486493	0,2321813	0,7779534	0,6288875	0,7537685	0,5561688	0,1258442	0,5957954	0,4026596	0,4816407	0,7287248	0,4271535
880	0,7059985	1,0185665	0,0571591	0,2915409	0,8115314	0,2137271	0,8263896	0,6385240	0,8201309	0,5724419	0,1380970	0,6534166	0,3968531	0,5185680	0,7279980	0,4786862
900	0,6954012	1,0466809	0,0540283	0,2401281	0,7219269	0,2061109	0,7882232	0,6778431	0,7953806	0,5712148	0,1561257	0,6165752	0,4000835	0,5258407	0,6264898	0,4730551
920	0,6397144	0,9811782	0,0553851	0,2980112	0,6927435	0,2204623	0,7995545	0,6525668	0,8172601	0,5880595	0,1315866	0,5952059	0,3839121	0,4446159	0,6401998	0,4396442
940	0,6546728	1,0806656	0,0615055	0,3070643	0,6297057	0,1901350	0,7765989	0,6451035	0,7914856	0,5672037	0,1035661	0,5734108	0,4123764	0,4265126	0,6213419	0,4684861
960	0,6545646	1,0568916	0,0657047	0,3288047	0,6891940	0,2060437	0,7447129	0,5337672	0,8609718	0,5352863	0,0951898	0,5630386	0,4266708	0,4628809	0,6466929	0,4838695
980	0,6853647	1,0425941	0,0577608	0,2945651	0,6561085	0,1774772	0,7705481	0,5475609	0,8093368	0,4973857	0,0949261	0,5499066	0,4324878	0,4669988	0,6655402	0,5025806
1000	0,7582981	1,0265751	0,0518130	0,2624760	0,6878735	0,1805494	0,8003630	0,6183484	0,8027688	0,5323042	0,1050594	0,5992952	0,3961980	0,5071548	0,6298644	0,5329630
1020	0,7696488	1,0032848	0,0592718	0,2810422	0,7132878	0,1582047	0,7646511	0,6475377	0,8665577	0,5182268	0,1111641	0,5584639	0,3303083	0,5081266	0,6269089	0,5290798
1040	0,7371541	0,9649104	0,0620317	0,3029441	0,6462709	0,1697420	0,7911402	0,6248270	0,7932679	0,4935178	0,1127763	0,6412545	0,3075716	0,4290287	0,6089832	0,5489640
1060	0,6895152	0,9373907	0,0756693	0,2688301	0,7118939	0,1559952	0,8548301	0,5725004	0,8399274	0,5149973	0,1329525	0,6431201	0,3008014	0,4533277	0,6302859	0,5424563
1080	0,6795569	0,9811012	0,0720037	0,2394307	0,6787437	0,1531689	0,8742762	0,5294153	0,8522319	0,5061888	0,1261097	0,5346574	0,3671843	0,4118983	0,6071175	0,5094608
1100	0,7125435	0,9720035	0,0685920	0,2741197	0,6573805	0,1840541	0,8841143	0,6329259	0,8903223	0,5316953	0,1458634	0,5202331	0,4082661	0,4859933	0,6323681	0,4543153

0	0,7499971	1,0703927	0,0832195	0,2748605	0,6641118	0,1756837	0,8432911	0,6525918	0,8548055	0,5404004	0,1141584	0,5636655	0,3943092	0,4479596	0,6463446	0,4656693
20	0,5618660	0,9917650	0,0556168	0,1677750	0,3857875	0,1329425	0,8296209	0,5958515	0,7842759	0,5361988	0,1124661	0,4016892	0,2550672	0,4194233	0,6713124	0,4415272
40	0,5017764	0,9457278	0,0705666	0,0990686	0,2781402	0,1570989	0,8454998	0,5640166	0,8392444	0,5471658	0,1152016	0,3826186	0,2191082	0,3799785	0,6874868	0,4822366
60	0,4136370	0,9582332	0,0672449	0,0593743	0,2518254	0,1452356	0,9213016	0,6489251	0,8924179	0,5736974	0,1264685	0,3716444	0,1745882	0,3892503	0,6374648	0,4612192
80	0,3214703	0,9947220	0,0668265	0,0387215	0,2605479	0,1578980	0,8635338	0,7240913	0,9286344	0,5639081	0,1254387	0,3588120	0,1785918	0,4415717	0,5926226	0,5865826
100	0,3320437	0,9956449	0,0837770	0,0302608	0,2859968	0,2215704	0,8576602	0,6856243	1,0212359	0,6597419	0,1566050	0,3764883	0,1719963	0,5567223	0,5480615	0,5783115
120	0,3881180	1,0184130	0,1182054	0,0206909	0,4010264	0,2474601	0,8360194	0,6384142	1,0371899	0,7782941	0,1669724	0,3735448	0,1641412	0,7263435	0,5818715	0,6087706
140	0,3727045	1,0072810	0,1280464	0,0114624	0,4090773	0,2702369	0,8660156	0,6996117	1,0149820	0,8779523	0,1940553	0,4588423	0,1975999	0,8214913	0,6222830	0,6592982
160	0,4174277	0,9880495	0,1343704	0,0088452	0,3997293	0,2709444	0,8712980	0,7172213	1,0334201	0,8841648	0,2229568	0,4860845	0,2137456	0,8477902	0,5629550	0,7115365
180	0,4236260	0,9642877	0,1091525	0,0064921	0,3829053	0,3502247	0,8468319	0,7349845	0,9724998	0,8795432	0,2400824	0,5064938	0,2365397	0,9184956	0,5123772	0,7736471
200	0,4576167	0,9526504	0,1207257	0,0043289	0,4377633	0,4136049	0,8754621	0,7098085	1,0154654	0,8215015	0,3063072	0,5253363	0,2268145	0,8901754	0,5366872	0,7487761
220	0,4178047	0,9817435	0,1503211	0,0000000	0,4076513	0,4385425	0,8549346	0,7106493	0,9899985	0,8572434	0,2922517	0,5380828	0,2418771	0,9282338	0,4747574	0,8618758
240	0,4073244	0,9353830	0,1475496	0,0023672	0,3466390	0,4205965	0,8597239	0,6717544	0,9506785	0,9417812	0,3226798	0,5793655	0,2553640	0,9333251	0,4409476	0,8229566
260	0,3993215	0,9414184	0,1412559	0,0021075	0,3753335	0,4024188	0,8688882	0,7679060	0,9537291	1,0147730	0,3186915	0,5634808	0,2729889	1,0166985	0,4718366	0,7873378
280	0,3899083	1,0144253	0,1540221	0,0016896	0,3637316	0,4374001	0,8586229	0,7459176	0,9414476	0,9991012	0,3540423	0,5194058	0,2881011	0,9523289	0,4620843	0,7887973
300	0,4524678	1,0117825	0,1620679	0,0008519	0,3694369	0,4063048	0,8450925	0,8022561	0,9500067	0,9846261	0,2860546	0,5482247	0,2859918	1,0120532	0,5255111	0,7326617
320	0,4633927	1,0322693	0,1450706	0,0037932	0,3488478	0,3967389	0,8365689	0,7342217	0,9985982	0,9013106	0,2958617	0,5434894	0,2880776	0,9771183	0,5105861	0,7345494
340	0,4435042	1,0905205	0,1413338	0,0058490	0,3583687	0,3787341	0,8541092	0,7146704	0,9856595	0,8770976	0,2632797	0,5397889	0,2671050	0,9757309	0,4898035	0,7493504
360	0,4771957	1,0058208	0,1488802	0,0041746	0,3674528	0,3893391	0,8383421	0,7531250	0,9493173	0,8219659	0,2626274	0,5176081	0,2463792	0,9284927	0,4736818	0,7262568
380	0,4662779	0,9842847	0,1193221	0,0042015	0,3740244	0,3524690	0,9126341	0,7526143	0,9816896	0,8441984	0,2492836	0,5008995	0,2379930	0,9210075	0,4915380	0,7904165
400	0,4509587	1,0673035	0,1383865	0,0046995	0,4114200	0,4057984	0,8659057	0,7965227	0,9200000	0,8341231	0,2531618	0,5634304	0,2514004	0,8754202	0,5293699	0,7838971
420	0,4074867	0,9907687	0,1515752	0,0047071	0,3354662	0,4564405	0,8503361	0,7778429	0,9099415	0,8131194	0,2459219	0,5441664	0,1805356	0,9034892	0,5367932	0,7780639
440	0,4174868	0,9902714	0,1721699	0,0020307	0,3875800	0,4132349	0,8607168	0,7092709	0,9249594	0,7709026	0,2272345	0,5167467	0,2011549	0,8648290	0,5327308	0,7427970
460	0,4175676	0,9229227	0,1473548	0,0016300	0,3370560	0,4152250	0,9224218	0,7318300	0,9525337	0,8643074	0,2667999	0,4520427	0,2116602	0,7915136	0,5589489	0,7413640
480	0,3971929	0,8950363	0,1567382	0,0014765	0,3899450	0,4005329	0,9399376	0,7458590	0,9607178	0,7962946	0,2826367	0,4713605	0,2217586	0,8314251	0,5063315	0,7211128
500	0,4342935	0,9700230	0,1504191	0,0020457	0,3864782	0,4451529	0,9210329	0,6543349	0,9682074	0,8323283	0,2485746	0,4737585	0,2512333	0,8869495	0,5285029	0,6647266
520	0,4075841	0,9989787	0,1471999	0,0014675	0,3768781	0,3662445	0,9372418	0,7111650	0,9409329	0,8257675	0,2805702	0,4209990	0,2464453	0,8908993	0,4886222	0,6648476
540	0,3840062	1,0465017	0,1329568	0,0007100	0,3728564	0,3898671	0,8967744	0,7410550	0,9397462	0,8932137	0,2147833	0,5111043	0,2396712	0,8440406	0,5068344	0,6839634
560	0,3796329	1,0630953	0,1275311	0,0002032	0,3769290	0,3752091	0,9011980	0,7129364	1,0009419	0,8588682	0,2153105	0,5466845	0,2550840	0,8585940	0,5003820	0,7340871
580	0,5509569	1,0497602	0,1364569	0,1075355	0,8461079	0,3996184	0,8885264	0,7743992	0,7659292	0,8968975	0,2539559	0,6807756	0,3504412	0,8168947	0,4606878	0,7239121
600	0,7621469	1,0412658	0,1179274	0,1922903	0,8716160	0,3796119	0,9203265	0,8089776	0,6605186	0,8562273	0,2429259	0,7071724	0,4787940	0,8764313	0,4614707	0,6817296
620	0,8272041	1,0263852	0,0959030	0,2181147	0,8872463	0,3891380	0,9076544	0,8053430	0,6832370	0,8555327	0,2203932	0,6638591	0,4899214	0,8033851	0,5049332	0,6516185
640	0,8437436	1,0667379	0,0726171	0,2394238	0,7816555	0,3666007	0,8870515	0,8028289	0,6994457	0,7830541	0,1990209	0,6180021	0,4865438	0,6436941	0,5589153	0,5722186
660	0,8046137	1,0274759	0,0714776	0,2739411	0,7756381	0,3350037	0,8768838	0,7928315	0,7700867	0,6913970	0,1454136	0,5742858	0,4581525	0,5649307	0,6211280	0,5260390
680	0,8335984	1,0170801	0,0574897	0,2754049	0,6290543	0,2354485	0,8381776	0,6583769	0,8302648	0,6148244	0,1035187	0,5494231	0,4329664	0,4933221	0,6354615	0,5139083
700	0,8892958	1,0290817	0,0531449	0,2762324	0,6299889	0,2326438	0,8052274	0,6361159	0,8974490	0,5332248	0,1109710	0,5323248	0,3573815	0,4505064	0,6596993	0,5312964
720	0,7725732	1,0267851	0,0591440	0,2926470	0,5984703	0,2152347	0,8212893	0,6187248	0,8818473	0,5002593	0,1210841	0,5074052	0,3447143	0,3720538	0,6952376	0,5093803
740	0,7525687	1,0395252	0,0487241	0,2717546	0,6964372	0,1930673	0,8451159	0,5095805	0,8909990	0,4758508	0,1196652	0,5838931	0,3508037	0,4224100	0,6629848	0,4920025
760	0,7084518	0,9343475	0,0547150	0,2527185	0,6417759	0,1337424	0,8412945	0,5376034	0,8296950	0,4525351	0,1148632	0,5696150	0,3645648	0,4794655	0,6718351	0,5049407
780	0,7105670	0,9184241	0,0714243	0,2978545	0,6346522	0,1424181	0,8684982	0,5457881	0,8552769	0,4656102	0,1054178	0,5695880	0,3672739	0,4269894	0,6583727	0,4954345
800	0,7130996	1,0027615	0,0672307	0,2975953	0,6938181	0,1424615	0,8440564	0,5040563	0,9009388	0,4658457	0,0956359	0,5585528	0,3363543	0,4417527	0,6500823	0,4859728
820	0,7520090	1,0127507	0,0748870	0,2940546	0,6941930	0,1547761	0,8041107	0,5321744	0,8509354	0,4746781	0,1159292	0,5531630	0,3318768	0,4389306	0,6006372	0,4803066
840	0,7289875	1,0187744	0,0633723	0,3049914	0,6495652	0,1500887	0,8568581	0,5813570	0,8838519	0,4530226	0,1001702	0,5488753	0,3227866	0,4130696	0,6454116	0,4811047
860	0,7259518	0,9470532	0,0607983	0,2894096	0,6868148	0,1572708	0,8147005	0,5653186	0,9199721	0,4152712	0,0803099	0,5304880	0,3461830	0,3665229	0,6243365	0,5056587
880	0,6947645	0,9626248	0,0606486	0,3102503	0,6432074	0,1444848	0,8250716	0,6193825	0,9341214	0,4236526	0,1055623	0,5386928	0,3025379	0,3737962	0,6387181	0,5012600
900	0,6760487	1,0053042	0,0712615	0,3242353	0,6146815	0,1364556	0,8008549	0,6171307	0,9247969	0,4312974	0,1236606	0,4928654	0,3254836	0,3488258	0,6708639	0,4698840
920	0,6684105	0,9482013	0,0786539	0,2862245	0,6035011	0,1581793	0,7944742	0,6266666	0,9038843	0,4802485	0,1197060	0,5029393	0,3489027	0,4048563	0,6398832	0,5078567
940	0,6487246	0,8828328	0,0793900	0,2708786	0,6145202	0,1698326	0,7689791	0,7021717	0,8960785	0,4814153	0,1226313	0,4773651	0,4178301	0,4183531	0,6807966	0,5228810
960	0,7145316	0,9285423	0,0653816	0,2697947	0,6439897	0,1575962	0,8286400	0,6139355	0,8743096	0,4702920	0,1281916	0,4869625	0,3915047	0,4701373	0,5725014	0,5222387
980	0,7332040	0,9364491	0,0508426	0,2583923	0,5829684	0,1320105	0,8625404	0,6442140	0,8788730	0,5234852	0,1298129	0,4570546	0,3458462	0,4611149	0,6375050	0,4483602
1000	0,6667360	1,0019284	0,0577507	0,2622319	0,6705167	0,1428702	0,8735328	0,5893096	0,7844064	0,5309985	0,1088510	0,4958682	0,3066027	0,4710278	0,6416171	0,4298637
1020	0,6417899	0,9286571	0,0765971	0,2631405	0,7275970	0,1566167	0,8972500	0,6532958	0,8458044	0,5497971	0,1411606	0,5277016	0,3183968	0,5043727	0,6542664	0,4892510
1040	0,7022906	0,9759343	0,0748855	0,2765334	0,8186200	0,1812346	0,8620267	0,6204200	0,8038466	0,5617906	0,1434279	0,5491680	0,3328748	0,5338144	0,6097934	0,5097339
1060	0,6707094	0,9506049	0,0625024	0,2726654	0,7894372	0,1848269	0,8684177	0,6352493	0,7763357	0,5564113	0,1273692	0,5741901	0,4000254	0,5067291	0,6257160	0,4811678
1080	0,7186191	0,9724656	0,0707023	0,2561594	0,8216808	0,1846763	0,8758776	0,6770453	0,8056965	0,5579422	0,1167949	0,6240827	0,4568888	0,5417449	0,6043162	0,5700523
1100	0,6994784	0,9292587	0,0681367	0,2947681	0,8912597	0,1703550	0,8155797	0,6896725	0,8286050	0,5436058	0,1355584	0,5839677	0,4163438	0,5209807	0,6327080	0,5508986

