"Time"	deoR	nupG	cytR	crp	rhaR	tsx	deoC	deoA	deoB	deoD	udp	ppiA	cdd	nupC	rpoH	glgP
440	0,8378205	0,2777800	0,4108187	0,0970823	0,0693890	0,5825502	0,0340979	0,5495807	0,5710204	0,3677622	0,5893748	0,0061455	0,1627641	0,2494403	0,2750101	0,0171386
460	0,7283466	0,3373487	0,5071603	0,0755586	0,0615334	0,4533157	0,0144310	0,5451420	0,4831460	0,3717627	0,6714831	0,0036107	0,1499430	0,2077279	0,2657334	0,0293435
480	0,6739568	0,2686692	0,4127251	0,0633795	0,0962258	0,6257938	0,0088596	0,5802691	0,5396698	0,3695339	0,6840945	0,0103693	0,0886130	0,2683751	0,2832740	0,0186347
500	0,6641624	0,2419257	0,3798629	0,0970176	0,0954492	0,6180560	0,0046356	0,5169201	0,4283761	0,3762414	0,5760187	0,0030153	0,1210970	0,2237092	0,3007772	0,0181100
520	0,7843448	0,2980041	0,4794879	0,1270253	0,1126935	0,5346100	0,0273565	0,4624238	0,4718092	0,2361650	0,7220098	0,0314576	0,1333937	0,2536555	0,3354014	0,0163680
540	0,7824201	0,2684120	0,3832688	0,0805548	0,1230965	0,5356936	0,0118684	0,4383574	0,4625161	0,2620427	0,6336290	0,0055326	0,1308741	0,2385622	0,3295016	0,0101137
560	0,8148236	0,2685541	0,3704816	0,0929835	0,1013287	0,5473679	0,0061857	0,4424433	0,5220334	0,2534505	0,5983914	0,0099338	0,1588771	0,2966706	0,4098255	0,0194658
580	0,6899807	0,3748295	0,6179493	0,0856102	0,1112928	0,4887827	0,0328718	0,5038518	0,4929471	0,3194107	0,5843753	0,0229725	0,1740566	0,2218367	0,2950405	0,0390618
600	0,8490957	0,3128453	0,4095209	0,0598788	0,1302430	0,5357077	0,0678592	0,4836591	0,5668406	0,4217667	0,5899209	0,0697730	0,1557419	0,1987424	0,3632525	0,0252680
620	0,6566702	0,2755146	0,3970734	0,0779692	0,2300133	0,4740105	0,1461460	0,4771615	0,5549210	0,3436229	0,4745047	0,1065571	0,2461015	0,1749220	0,3045450	0,0170947
640	0,7660022	0,2726279	0,4108868	0,1272727	0,1472528	0,4901433	0,2870770	0,4734121	0,6110431	0,3346337	0,5858020	0,2434503	0,2861461	0,1991285	0,2754358	0,0225084
660	0,6715259	0,3202706	0,4798829	0,0907519	0,1421348	0,5289848	0,3422391	0,5037108	0,4589328	0,3279287	0,5240880	0,2941699	0,3225274	0,1451328	0,4110437	0,0307540
680	0,7332552	0,2393404	0,4295137	0,0945408	0,1162285	0,5359105	0,3910186	0,4352728	0,4771605	0,2595149	0,6095673	0,2162866	0,3073960	0,2626777	0,3458726	0,0341482
700	0,7797765	0,2942780	0,4481476	0,0698708	0,1470334	0,5275539	0,4026705	0,5574412	0,6308110	0,3831199	0,5714339	0,2892321	0,2659575	0,1748298	0,3162038	0,0192830
720	0,7959587	0,2647512	0,5505272	0,1162240	0,1519647	0,5127086	0,5170979	0,4654510	0,5232402	0,3844134	0,5886052	0,2272654	0,3065316	0,2385382	0,3395111	0,0242039
740	0,8619691	0,2927609	0,5025412	0,1255215	0,1724266	0,5441942	0,6312053	0,4413426	0,5176127	0,4337421	0,7217230	0,2356023	0,2633465	0,1596475	0,3946234	0,0152373
760	0,8153025	0,2813954	0,5618848	0,0974085	0,1341406	0,5299789	0,7013581	0,4526274	0,4711409	0,3497663	0,6370302	0,2666955	0,3442193	0,2301169	0,2873899	0,0166579
780	0,7900671	0,2451724	0,4321691	0,0825981	0,1461815	0,5463055	0,5783605	0,3631063	0,4636035	0,3185583	0,5493529	0,2121046	0,3525701	0,1629478	0,2648629	0,0229047
800	0,8046350	0,3077925	0,3877605	0,0846021	0,1201859	0,5695209	0,6105348	0,4520665	0,4911055	0,3777208	0,5874567	0,2150813	0,3595875	0,1594899	0,2791936	0,0258627
820	0,7453031	0,2888940	0,4119178	0,1235929	0,1135796	0,6266967	0,6460326	0,4933518	0,5586310	0,3606747	0,6238363	0,1891723	0,3528864	0,1824713	0,3804550	0,0407862
840	0,7208193	0,4277866	0,4639931	0,0699992	0,1657090	0,5083317	0,6475727	0,4624472	0,5629838	0,3253554	0,6097007	0,2025205	0,3252410	0,2027866	0,3010444	0,0425437
860	0,7977764	0,3027908	0,4479053	0,1439454	0,1220178	0,4831188	0,6463998	0,4305117	0,4643989	0,2424782	0,5315576	0,2470616	0,2543120	0,2004399	0,2228088	0,0415917
880	0,7729314	0,2991986	0,3931086	0,1275235	0,1414684	0,6099001	0,8439954	0,4838717	0,3812389	0,2739657	0,6038562	0,1914850	0,2838891	0,2222100	0,2858716	0,0635426
900	0,7389576	0,2835967	0,4609685	0,0896891	0,0961922	0,6292991	0,5872135	0,5531564	0,4672959	0,2507511	0,7409595	0,3081604	0,3989343	0,2325064	0,3472888	0,0469645
920	0,7685797	0,4469001	0,4394698	0,1195825	0,0773238	0,4690985	0,7069609	0,4706788	0,4724695	0,2492575	0,6941242	0,1673662	0,3098786	0,1575888	0,3552968	0,0120680
940	0,8744859	0,3030002	0,4766769	0,0877912	0,1014162	0,6136561	0,7780627	0,5034168	0,5068949	0,3007667	0,5766936	0,2974423	0,3630780	0,1903299	0,2731442	0,0234772
960	0,7391731	0,2624706	0,3163360	0,1001773	0,0602531	0,5213222	0,6181229	0,5199640	0,4829667	0,3409293	0,5153433	0,2377850	0,2893662	0,1466403	0,3425708	0,0199356
980	0,8610146	0,3098065	0,3355987	0,1120245	0,0662771	0,5617400	0,6881843	0,5296876	0,4307940	0,2599047	0,6279544	0,2348468	0,2720298	0,2070451	0,3458484	0,0238418
1000	0,6276789	0,3003331	0,5175097	0,0838980	0,1077797	0,6004771	0,7125062	0,5184589	0,4312673	0,2942885	0,6848830	0,3261120	0,2763166	0,1807272	0,3155776	0,0226807
1020	0,7620573	0,3171187	0,5324517	0,0900133	0,1036254	0,6275886	0,6797543	0,5113863	0,4124798	0,3134477	0,6776404	0,2477784	0,3805214	0,2500597	0,3365944	0,0474530
1040	0,7766197	0,4272120	0,4981975	0,1447875	0,0787938	0,4946470	0,6828386	0,5116968	0,5328350	0,2310213	0,6150389	0,3004741	0,4507774	0,1864637	0,2859963	0,0203055
1060	0,7595848	0,2979894	0,4360101	0,0884316	0,0844068	0,6185433	0,7556360	0,5052042	0,4401232	0,2923103	0,6437185	0,2962258	0,3547704	0,2666052	0,3110803	0,0125064
1080	0,7213959	0,3170585	0,4470983	0,0889975	0,0960859	0,5408893	0,8119900	0,5266655	0,4834597	0,2302646	0,6483900	0,2871358	0,4081225	0,1975124	0,3107633	0,0541920
1100	0,7825710	0,2937195	0,4931219	0,0889416	0,1142523	0,5345305	0,7881589	0,6183444	0,5691940	0,2497775	0,6573683	0,3481605	0,3737804	0,1887289	0,2955789	0,0139752

0	0,7276815	0,3262207	0,3945504	0,0949614	0,1086384	0,6496739	0,8667241	0,4428098	0,6068133	0,3007459	0,6838498	0,2560224	0,3075154	0,2168670	0,3195566	0,0276759
20	0,7009732	0,3194574	0,4735168	0,0692388	0,0854619	0,6282453	0,6984061	0,5708425	0,5550654	0,3053803	0,6885466	0,3369902	0,3524021	0,2815634	0,3406648	0,0545023
40	0,7710599	0,3375326	0,3403444	0,0610814	0,1397516	0,5911468	0,5353624	0,4561002	0,5896492	0,2571188	0,8633309	0,2663723	0,3788727	0,2487938	0,3584447	0,0821031
60	0,6848934	0,2283209	0,3500475	0,0465500	0,1086662	0,7002439	0,4801400	0,4965836	0,4824230	0,2870968	0,6412144	0,2320336	0,3211403	0,2306905	0,2890134	0,0566227
80	0,6704754	0,2239486	0,4128116	0,0549674	0,1077942	0,5762271	0,4375273	0,4969819	0,4850593	0,2482241	0,6989460	0,2266391	0,4776877	0,4090623	0,3472324	0,0489855
100	0,8926685	0,1933616	0,3477197	0,0622314	0,1093007	0,5438109	0,4627636	0,6014580	0,4179920	0,2310241	0,7662379	0,2616325	0,4724859	0,1983010	0,3028306	0,0768745
120	0,6058047	0,2426298	0,3642032	0,0336151	0,1059929	0,5925013	0,3261138	0,6935234	0,4744656	0,2051695	0,6087739	0,3711805	0,3630083	0,2236417	0,3295879	0,0556305
140	0,7501669	0,3036734	0,3181198	0,0349893	0,1074013	0,7972038	0,4073424	0,5415086	0,3941390	0,1749864	0,6817667	0,4069601	0,3754361	0,2091009	0,3873912	0,0787702
160	0,6792491	0,3873205	0,2539036	0,0613622	0,1259875	0,6138259	0,3433262	0,4956460	0,5219143	0,2564786	0,7428073	0,3725182	0,3356975	0,1815447	0,4420963	0,1052842
180	0,6883600	0,3845651	0,3293352	0,0560985	0,1033345	0,6481760	0,2669711	0,4147161	0,5454300	0,1634561	0,6862045	0,4215443	0,3009552	0,2135961	0,3287174	0,1400006
200	0,7027517	0,2989618	0,3707017	0,0523191	0,0464594	0,6991758	0,2293606	0,5471074	0,3734739	0,1331122	0,6922580	0,4033247	0,3065139	0,2842668	0,3699656	0,0987106
220	0,6863972	0,2460981	0,4373977	0,0513423	0,0584170	0,6400774	0,2071355	0,5204705	0,4251414	0,2001301	0,6393673	0,3964337	0,3568003	0,3245609	0,4024768	0,0833467
240	0,7148824	0,2839629	0,3570277	0,0654517	0,0764127	0,7223195	0,2103275	0,5062903	0,3741151	0,2201282	0,6956506	0,3253474	0,3451771	0,2740655	0,4079485	0,0980943
260	0,7413352	0,4007738	0,3679176	0,0714196	0,0633753	0,6252558	0,1950790	0,4876161	0,4310183	0,1745324	0,6867122	0,3301586	0,4213774	0,2758489	0,4087439	0,1460794
280	0,6619918	0,3263901	0,5345559	0,0447872	0,0646645	0,6975419	0,0842400	0,6020060	0,3957257	0,1226917	0,7130499	0,4407537	0,5148246	0,2430789	0,3314304	0,1222209
300	0,8936931	0,3510760	0,3802673	0,0567125	0,0948403	0,5724846	0,1374790	0,5648861	0,3854793	0,1185444	0,6700151	0,4397483	0,3498180	0,2013461	0,4197842	0,1234703
320	0,6142722	0,2995295	0,3455614	0,0712543	0,0586637	0,6484050	0,1280982	0,4694332	0,3643516	0,1774333	0,6162128	0,3831105	0,3327038	0,2173194	0,4259259	0,1270804
340	0,7059864	0,2905756	0,3902398	0,0288930	0,1369063	0,5932054	0,1207125	0,4774463	0,3600502	0,1113176	0,5670123	0,4416201	0,3395921	0,2492127	0,4665484	0,1041333
360	0,7349788	0,3014902	0,3730761	0,0444402	0,0728227	0,7934609	0,0962254	0,4544808	0,3430421	0,0917688	0,5923922	0,4500937	0,3368200	0,2195457	0,3575093	0,0907847
380	0,7952867	0,3547082	0,3215323	0,0314408	0,0652787	0,7304295	0,1216248	0,6229438	0,3121609	0,1568187	0,5671890	0,3886233	0,4117688	0,2259478	0,4166341	0,0974251
400	0,6957768	0,2884214	0,3493279	0,0332025	0,0934013	0,5997270	0,0888737	0,4655517	0,3407184	0,1078296	0,6111764	0,3930168	0,4275238	0,3030839	0,4221149	0,1316163
420	0,7404827	0,2719411	0,3531315	0,0186759	0,0847007	0,6080710	0,1330650	0,4177608	0,2772764	0,1373828	0,6991919	0,4443222	0,3527454	0,1993892	0,4096711	0,0569434
440	0,7557724	0,3426597	0,3631364	0,0148502	0,1024883	0,6711818	0,1325052	0,4613274	0,3647203	0,1127954	0,6838435	0,4095398	0,4000257	0,2678009	0,4314940	0,0917505
460	0,7125453	0,2729023	0,3464122	0,0239628	0,0722986	0,7316161	0,1285181	0,4083784	0,2708382	0,1497837	0,6615405	0,4967415	0,4204998	0,2112150	0,4174816	0,0792122
480	0,7629137	0,3615094	0,3634876	0,0213941	0,1064218	0,6315147	0,0884531	0,5781035	0,3176548	0,0973116	0,6842188	0,4211005	0,3763867	0,1625953	0,4508991	0,0914133
500	0,7523866	0,3218353	0,4129931	0,0420677	0,0664862	0,6997122	0,1062240	0,4548471	0,3425925	0,1835618	0,7840676	0,4493649	0,3860211	0,2791015	0,5330124	0,0713329
520	0,7541191	0,3987941	0,3208995	0,0560877	0,0847139	0,6598800	0,1005113	0,4622524	0,3292259	0,1436185	0,6300705	0,4755211	0,5272460	0,1748541	0,5003470	0,0585403
540	0,7813539	0,3321459	0,2761450	0,0303150	0,1045296	0,6270014	0,1002834	0,5171655	0,3461118	0,1693138	0,6368728	0,4607767	0,3351793	0,2233904	0,3976399	0,1083485
560	0,7104436	0,3254491	0,3104674	0,0679746	0,1343929	0,5645487	0,1724660	0,5065435	0,3437745	0,1761482	0,6977869	0,4710176	0,4258546	0,2959874	0,4322328	0,0757259
580	0,8620104	0,3633208	0,4107981	0,0867000	0,0905672	0,6832930	0,1533063	0,5607996	0,4303178	0,1918194	0,7170139	0,4234266	0,4182598	0,2511721	0,4360691	0,0720080
600	0,8027998	0,2984042	0,4141313	0,1328532	0,0877311	0,5373791	0,2709981	0,5006977	0,4274834	0,1456888	0,6831632	0,3797248	0,4427084	0,2420972	0,4403487	0,0985794
620	0,7542382	0,2992404	0,4611303	0,2060757	0,0949052	0,6990342	0,3154971	0,5513440	0,4363836	0,1687409	0,7466729	0,3452637	0,4843052	0,2242650	0,3590529	0,1044750
640	0,7595627	0,3582673	0,4342406	0,0932665	0,1330942	0,6849596	0,3999504	0,5137535	0,4919910	0,1969485	0,6798228	0,3747747	0,3935015	0,3136525	0,3143662	0,0578363
660	0,7822582	0,2787526	0,4636024	0,1152663	0,0931970	0,7009562	0,4304885	0,4871366	0,4376911	0,2916116	0,6749595	0,3515196	0,2716362	0,1828104	0,3948252	0,0507865
680	0,7425751	0,3275486	0,4172049	0,1350164	0,1365061	0,6916846	0,5321250	0,4569202	0,5674053	0,2389698	0,6213841	0,3137847	0,4034350	0,2635852	0,4387803	0,0508446
700	0,6963400	0,2846759	0,4180787	0,0647031	0,1595677	0,7069163	0,4968027	0,4070084	0,4498588	0,2399811	0,5986859	0,3225250	0,3536840	0,2355139	0,3611701	0,0659878
720	0,7745356	0,3445288	0,5039200	0,0928170	0,1484507	0,5577161	0,5296190	0,4145015	0,3669525	0,3172393	0,7289197	0,3125483	0,3819618	0,1535028	0,3391950	0,0521302
740	0,7304602	0,2701225	0,4074540	0,1065946	0,1375840	0,5612742	0,5616380	0,4365917	0,4693945	0,3620629	0,6825114	0,2674324	0,3611259	0,1810182	0,3598651	0,0273277
760	0,7676519	0,3516243	0,3954209	0,1278455	0,1024633	0,6273397	0,7062677	0,4297579	0,4456110	0,3220282	0,5947157	0,2685991	0,4178284	0,1709074	0,4213655	0,0264194
780	0,7045988	0,3066090	0,4691057	0,0979507	0,0974261	0,5171017	0,5850396	0,5114984	0,4943334	0,3541683	0,6535146	0,3204731	0,3219132	0,2152397	0,3475594	0,0370151
800	0,6597305	0,2493015	0,4759527	0,0667567	0,0978884	0,4994871	0,7466887	0,4295109	0,6490315	0,4071127	0,6864948	0,2700496	0,3200461	0,2022027	0,3684393	0,0313228
820	0,6771372	0,2861224	0,4246690	0,0781612	0,0907535	0,6010412	0,6623334	0,4936825	0,5966342	0,3670796	0,7274633	0,3315949	0,3023550	0,2416548	0,3265007	0,0403796
840	0,6518378	0,2699565	0,4769045	0,1106014	0,0975563	0,5378332	0,7207217	0,5173949	0,5394600	0,2578372	0,7948235	0,3310998	0,2608997	0,2622493	0,3689573	0,0352518
860	0,5867384	0,2426785	0,4671951	0,0797346	0,0694312	0,5052581	0,7054235	0,4868631	0,5201402	0,3506752	0,6274074	0,2535661	0,3125223	0,2144852	0,3107728	0,0320619
880	0,8154578	0,3098331	0,4279754	0,0716953	0,0545746	0,6197651	0,6905228	0,4241437	0,6011855	0,3185841	0,5778902	0,3262949	0,3114994	0,2306456	0,2892782	0,0168981
900	0,8035920	0,2921120	0,5513779	0,0595343	0,1068995	0,4712502	0,6778143	0,5528062	0,5366073	0,2899589	0,6468622	0,3106150	0,3200730	0,2630269	0,2967717	0,0340610
920	0,9226761	0,2778536	0,4748942	0,0780457	0,0964624	0,4858608	0,6494454	0,5611501	0,6589414	0,3169461	0,6502977	0,3546354	0,4016781	0,2259568	0,3154175	0,0150824
940	0,7587943	0,3291147	0,5011181	0,0711687	0,0913039	0,4208002	0,7205239	0,4559036	0,6430364	0,2597403	0,6752222	0,3086135	0,3728569	0,2219064	0,3107259	0,0366645
960	0,6722594	0,3126704	0,4675781	0,0944119	0,0768556	0,4726573	0,5832624	0,5306283	0,5574725	0,2740065	0,6981360	0,2912906	0,4506995	0,2036831	0,2712897	0,0176084
980	0,7909947	0,3145934	0,4636751	0,0624714	0,1025360	0,5176764	0,5300865	0,5513235	0,5810521	0,2395311	0,7029281	0,2200100	0,3921954	0,1818173	0,3064943	0,0448956
1000	0,6750198	0,3967510	0,4170598	0,0697977	0,1292299	0,4316803	0,6502433	0,5581405	0,5242126	0,2983020	0,5890106	0,1927612	0,3969975	0,2388686	0,3668277	0,0681147
1020	0,7967767	0,3124077	0,3621916	0,0930770	0,1160993	0,4924231	0,5715732	0,4951577	0,5978744	0,2729900	0,6295025	0,2510869	0,3981597	0,2410366	0,2889505	0,0327855
1040	0,8869335	0,3826515	0,3552822	0,1278329	0,1096344	0,4917539	0,6964363	0,6282137	0,4517198	0,2390573	0,7760637	0,2823586	0,3268318	0,2444351	0,2603030	0,0364628
1060	0,9680474	0,2904363	0,5018312	0,1220962	0,0860464	0,5208283	0,7039275	0,5174816	0,4187547	0,2953975	0,6300125	0,3166715	0,3965313	0,1689430	0,2783453	0,0444655
1080	0,7060584	0,4363080	0,5035608	0,0796268	0,0911092	0,6713007	0,7135416	0,4373510	0,5840981	0,2099568	0,6801371	0,2659543	0,3874988	0,1923338	0,2484873	0,0276495
1100	0,7570883	0,2858551	0,4047416	0,0737265	0,1147787	0,5164614	0,7169850	0,4866609	0,4755599	0,2174615	0,7900602	0,2724971	0,4293030	0,1615729	0,2827310	0,0410458

0	0,7854374	0,3172139	0,4395824	0,0929868	0,1416582	0,6146815	0,6037682	0,4881512	0,5672410	0,3051595	0,7426715	0,2401499	0,3316954	0,2761776	0,3522064	0,0211948
20	0,8789184	0,2576292	0,4385617	0,1037958	0,1467637	0,5483656	0,6685794	0,6336471	0,5479447	0,2913467	0,5838988	0,3552090	0,3613644	0,2203864	0,3384601	0,1407102
40	0,7858471	0,1734839	0,3961410	0,0819434	0,1418783	0,5903730	0,5710989	0,3507145	0,5244686	0,3061818	0,4949985	0,2999188	0,3887133	0,3238600	0,3908165	0,1818133
60	0,7790679	0,1386158	0,4601660	0,0896639	0,2429610	0,4834550	0,7393484	0,2741891	0,4735181	0,2430333	0,3364635	0,3212662	0,2683717	0,2832919	0,2715155	0,1935259
80	0,6552926	0,1090071	0,3958842	0,0651226	0,2783952	0,6030518	0,6658938	0,2470998	0,3863828	0,3376362	0,3154571	0,2893360	0,3351014	0,3250411	0,2285324	0,3110723
100	0,7084939	0,0803003	0,4917514	0,1105609	0,3593807	0,5348818	0,6376264	0,1846796	0,2540547	0,2974354	0,2248266	0,2886260	0,3415457	0,5010733	0,3309040	0,2900984
120	0,6850760	0,0297588	0,4454828	0,0647711	0,4338738	0,5638740	0,7028493	0,2127832	0,2864973	0,3830163	0,2263517	0,3248261	0,3631874	0,3813369	0,2844487	0,4714789
140	0,8705864	0,0333237	0,5002152	0,0973859	0,4388616	0,5462191	0,6183987	0,1368934	0,2203081	0,3874168	0,2011710	0,3621291	0,3032317	0,4699563	0,3029414	0,3977454
160	0,6784212	0,0203471	0,5260106	0,1056484	0,3014935	0,5253391	0,5956547	0,1430027	0,1716670	0,3262543	0,1063827	0,3104383	0,3496603	0,4569348	0,2691587	0,5105011
180	0,6607111	0,0171417	0,5360974	0,0812316	0,4385661	0,6012169	0,6483101	0,0872135	0,1681879	0,3757252	0,1077081	0,3290944	0,3855905	0,4818660	0,3297645	0,4827094
200	0,7261955	0,0111843	0,5021065	0,1091245	0,5254725	0,6509263	0,5977537	0,0601976	0,1318515	0,3408142	0,1171618	0,2577032	0,3593641	0,4299152	0,2234121	0,5881757
220	0,7890829	0,0213674	0,3392549	0,0844675	0,4525525	0,5202432	0,6353288	0,0628113	0,1506724	0,2356699	0,1444922	0,2136499	0,4983374	0,3310691	0,1952377	0,6650792
240	0,6590712	0,0061812	0,4104299	0,0696206	0,4854579	0,6084073	0,7137721	0,1022213	0,0823288	0,3438431	0,1938783	0,2522111	0,3162893	0,3585399	0,2322132	0,5561543
260	0,6382623	0,0125974	0,5164276	0,0841778	0,5216570	0,7267057	0,6972919	0,0787622	0,0934111	0,2571807	0,1403070	0,3006919	0,3204382	0,6154990	0,1858365	0,6613893
280	0,7908341	0,0055860	0,4881667	0,0887854	0,5448434	0,6115686	0,8057359	0,0586359	0,0899928	0,3069815	0,1826482	0,2969116	0,4251611	0,4537450	0,1977816	0,5588599
300	0,8309947	0,0036275	0,4506896	0,0708755	0,4397793	0,5979015	0,6983034	0,0445141	0,0766796	0,2912912	0,1710474	0,3745417	0,3432637	0,5189562	0,2263733	0,6162312
320	0,7769647	0,0063730	0,4931254	0,0521698	0,5673101	0,6124426	0,7269446	0,0691163	0,0658199	0,3097289	0,1711901	0,4021668	0,3340003	0,4513102	0,2007196	0,6420133
340	0,7540213	0,0103043	0,4126672	0,0613042	0,5583710	0,6121114	0,6660461	0,0875174	0,0551679	0,2372652	0,2587176	0,3924193	0,3093464	0,4121095	0,2040623	0,5999031
360	0,7361842	0,0106651	0,5395657	0,0915655	0,5426221	0,5994132	0,6605169	0,0739714	0,0879464	0,2741412	0,1927907	0,3158848	0,2798893	0,3755741	0,2441268	0,6802602
380	0,9087947	0,0062138	0,4898191	0,0992585	0,5009958	0,6405553	0,6170866	0,0752638	0,0749429	0,2924080	0,1636768	0,2775224	0,3984660	0,4358345	0,2491336	0,8173021
400	0,7166909	0,0019117	0,4719889	0,1305083	0,6148240	0,5265846	0,7079005	0,0876187	0,0375362	0,3178899	0,1568072	0,2863906	0,2899414	0,5405470	0,2576751	0,7376593
420	0,8617680	0,0218150	0,3818416	0,0816005	0,5966119	0,5534992	0,6319621	0,0374636	0,0834577	0,2395577	0,1282056	0,3016549	0,3245025	0,4338788	0,2184731	0,7631412
440	0,6799493	0,0023149	0,4674950	0,0991724	0,6275746	0,5690744	0,5417235	0,0787453	0,0676923	0,3551198	0,1577026	0,2653866	0,3563947	0,4993935	0,2025786	0,6996894
460	0,7360974	0,0124121	0,5253506	0,0898872	0,5031836	0,6195126	0,6258047	0,0831701	0,0603331	0,3122072	0,1465213	0,2485638	0,3483014	0,4450903	0,1681005	0,6553747
480	0,6966055	0,0172427	0,4417369	0,0761809	0,4521466	0,5350743	0,7689099	0,0744765	0,0762980	0,2684611	0,1502966	0,2788047	0,2933400	0,4750234	0,1685776	0,6864453
500	0,7416752	0,0348407	0,4515213	0,0735732	0,5283457	0,5821895	0,6081201	0,0749476	0,0485511	0,3626337	0,1555358	0,2835360	0,2239303	0,4418581	0,2171146	0,7436384
520	0,7869670	0,0462166	0,4809556	0,0492695	0,5588652	0,5206427	0,7723817	0,0859932	0,0899196	0,3168229	0,1958359	0,2720483	0,2492179	0,4629343	0,2317551	0,6954960
540	0,7302238	0,0213324	0,5992942	0,0892674	0,5879825	0,5660111	0,6332155	0,1199491	0,0778229	0,3317409	0,1324821	0,2528454	0,2157346	0,4207310	0,1673922	0,6635441
560	0,8426963	0,0044381	0,5414566	0,0836232	0,5278171	0,6975167	0,7457284	0,0986196	0,0704953	0,3817470	0,1166619	0,3053475	0,2662732	0,4589398	0,2351028	0,6528870
580	0,6856081	0,0435159	0,4287905	0,0914521	0,4992015	0,5017015	0,6507247	0,1128805	0,1108992	0,3826230	0,1933945	0,3075310	0,3301484	0,4632840	0,2567114	0,5701266
600	0,6939373	0,1069420	0,4897666	0,0784437	0,5026171	0,6157027	0,6822003	0,2114734	0,1502915	0,3481356	0,2424764	0,2780645	0,2940020	0,4111836	0,2990587	0,4293957
620	0,7030936	0,2274298	0,4655968	0,0852335	0,4703494	0,6216670	0,7668586	0,3713672	0,2489117	0,2934025	0,4494709	0,3299394	0,3940428	0,4069558	0,2390364	0,3855297
640	0,6501539	0,1505184	0,4431834	0,1186849	0,4242470	0,5717372	0,6376475	0,3567684	0,2723497	0,2745097	0,4556823	0,3184703	0,2937858	0,2471104	0,3389690	0,3591746
660	0,8679965	0,2039379	0,4865143	0,0944355	0,4956676	0,5674250	0,6412335	0,4106012	0,3296997	0,2402332	0,5083627	0,2695022	0,3223012	0,2627236	0,2442140	0,1997406
680	0,6420535	0,1967593	0,4921040	0,1192429	0,4304558	0,6357534	0,6505555	0,4469244	0,4768153	0,2829116	0,5826742	0,1848461	0,3023674	0,2509295	0,3533501	0,1317976
700	0,6110338	0,2137148	0,4099704	0,0754789	0,5378463	0,6280231	0,5795017	0,3566624	0,3906918	0,3085256	0,5639596	0,3281333	0,3430551	0,2605471	0,2310858	0,1012617
720	0,6959650	0,2868325	0,4722439	0,0994383	0,5121108	0,5770732	0,6159735	0,5173819	0,5275202	0,2839748	0,5654595	0,3090842	0,2941909	0,2324553	0,2395700	0,0915233
740	0,7488945	0,3263632	0,4151794	0,1154611	0,4521792	0,5710599	0,6682322	0,3539447	0,4210098	0,3094284	0,5635329	0,2597588	0,3346284	0,2241721	0,2067055	0,0966437
760	0,7451216	0,2363226	0,5450067	0,0650149	0,3111720	0,5608322	0,5633672	0,4162800	0,4871120	0,2718692	0,5925973	0,2857496	0,3498889	0,1337526	0,2772783	0,0448658
780	0,7309286	0,3115248	0,4075265	0,0689146	0,3853751	0,5109628	0,6377550	0,4089297	0,5382027	0,3484828	0,6132108	0,2793485	0,3450229	0,1972157	0,3161591	0,0231825
800	0,6668640	0,2642204	0,5239706	0,1459867	0,3552350	0,5435974	0,6377529	0,4407225	0,5863057	0,3331279	0,7506948	0,3135484	0,3728073	0,1654535	0,2960123	0,0455128
820	0,5728693	0,2756593	0,4427465	0,1230463	0,3545795	0,6651150	0,5679264	0,5308018	0,5027738	0,3496667	0,7274046	0,2696149	0,3050103	0,1583249	0,2498615	0,0412913
840	0,6293541	0,2841042	0,4441793	0,0581229	0,3711048	0,6511633	0,6085186	0,5461111	0,5774247	0,3338036	0,7212852	0,3035875	0,2955631	0,1557808	0,2645100	0,0191244
860	0,6569693	0,2974341	0,4674366	0,0477951	0,3363508	0,6149271	0,7114065	0,4740002	0,4902754	0,2938590	0,5329043	0,2455615	0,3214925	0,1439053	0,2972764	0,0361741
880	0,7211120	0,3014325	0,3578401	0,1087270	0,3605131	0,6746369	0,5784173	0,4692660	0,5415800	0,3114563	0,7273579	0,2803745	0,3287792	0,1413878	0,3345596	0,0305419
900	0,7547898	0,2671857	0,5599401	0,0962779	0,2905041	0,6388464	0,6450303	0,4817793	0,5160056	0,3629680	0,7214762	0,2021864	0,4077671	0,1805814	0,3150188	0,0379353
920	0,8848910	0,2986417	0,4275546	0,0728502	0,2957245	0,5623638	0,7300468	0,4242895	0,5495727	0,3392391	0,6286253	0,2500035	0,3341665	0,2953321	0,2977610	0,0727363
940	0,8605336	0,3024625	0,5152313	0,0710822	0,3572585	0,5746191	0,6324120	0,4788376	0,4638115	0,4586904	0,6362006	0,2383487	0,2839233	0,2893549	0,3395080	0,0224579
960	0,8281956	0,2678373	0,5564466	0,1218089	0,2456245	0,6046078	0,6225358	0,5228312	0,3520178	0,4414356	0,5845981	0,3090384	0,4509688	0,2236953	0,2913260	0,0414562
980	0,8304630	0,3431400	0,4866222	0,0869047	0,2285247	0,5511559	0,6662187	0,4741484	0,4789619	0,3736901	0,6894843	0,2803092	0,4257231	0,1910927	0,3608822	0,0406040
1000	0,7213126	0,3675158	0,4211606	0,0772900	0,1985765	0,5176164	0,5762327	0,4930527	0,5922804	0,3409363	0,5271961	0,3423513	0,2268479	0,2060683	0,3354910	0,0283923
