hipA	hipB	ihfB	yeiL	tdcA	tdcF	tdcG	tdcE	tdcC	tdcD	tdcB	hemF	amiA	ibpB	uspB	ecpD
0,6937970	0,3345596	0,3492908	0,6024895	0,6886799	0,2045647	0,2231066	0,1754042	0,5799005	0,9327251	0,7506237	0,3280954	0,7644073	0,1807616	0,8627472	0,2590920
