"Time"	norR	nsrR	dsdC	feaR	fhlA	feaB	hypA	hycE	hycF	hycD	hypB	hycG	hypE	hycH	hypD	hycB
440	0,2737541	1,0039001	0,4239008	0,3786689	0,0000901	0,5965666	0,4019751	0,0202405	0,7555233	0,4672857	0,1359676	0,3330961	0,0175688	0,2373088	0,0155345	0,0031622
460	0,2183365	1,0676877	0,4338957	0,3838618	0,0000000	0,5855693	0,3739570	0,0324342	0,7804689	0,4751410	0,1365568	0,3279958	0,0248840	0,2507950	0,0260503	0,0026333
480	0,2383326	1,0592427	0,4040880	0,3782485	0,0001629	0,5464541	0,3621993	0,0318011	0,7707345	0,4803682	0,1299886	0,2869801	0,0265362	0,2756036	0,0094988	0,0011593
500	0,2460022	1,0098889	0,3822207	0,3522905	0,0004896	0,4913732	0,3423055	0,0290363	0,7468006	0,5064634	0,1314856	0,3418420	0,0305161	0,2455176	0,0112323	0,0007888
520	0,2385285	1,0989195	0,3608267	0,3178737	0,0003675	0,4817066	0,4178205	0,0319745	0,7387565	0,5133991	0,1480716	0,3353760	0,0256774	0,2421501	0,0118409	0,0002494
540	0,2176525	1,0722023	0,3610491	0,3255359	0,0007415	0,4639640	0,4095614	0,0320768	0,8229204	0,4483169	0,1441224	0,3204566	0,0170532	0,2840709	0,0188846	0,0007784
560	0,1732449	1,0713692	0,3890594	0,3096309	0,0006287	0,4548251	0,4102781	0,0355824	0,7127074	0,3812694	0,1374312	0,2595495	0,0120138	0,2605349	0,0239931	0,0011712
580	0,2184653	1,0371915	0,4045857	0,3158382	0,0003416	0,4719300	0,2114827	0,0345079	0,4540343	0,4265749	0,0913173	0,2262795	0,0135107	0,1322515	0,0231491	0,0493187
600	0,2046441	1,0240920	0,4088452	0,3232277	0,0002304	0,4531878	0,1082796	0,0367082	0,3043869	0,4187947	0,0855929	0,2746208	0,0056398	0,0643776	0,0226187	0,0721998
620	0,1864883	1,0651123	0,4470577	0,3256334	0,0000295	0,4280463	0,0532150	0,0198221	0,2271751	0,4298355	0,0801872	0,2982012	0,0049141	0,0349603	0,0235373	0,0791675
640	0,1969045	1,0628594	0,4611410	0,3733607	0,0002092	0,3763407	0,0278135	0,0258927	0,1855767	0,4122830	0,1168113	0,2852210	0,0107260	0,0233272	0,0235436	0,0710449
660	0,1976592	1,0809073	0,4063551	0,3656247	0,0000004	0,4691657	0,0309279	0,0379423	0,1635392	0,4067502	0,0937543	0,2779400	0,0143838	0,0170329	0,0182667	0,0692161
680	0,2260904	1,0177800	0,4177540	0,3464343	0,0000433	0,4433847	0,0184741	0,0472916	0,1362827	0,4443091	0,0957693	0,2966592	0,0198697	0,0080993	0,0125718	0,0822302
700	0,2124315	0,9923298	0,4544677	0,3563504	0,0006643	0,4894425	0,0159404	0,0567039	0,1083348	0,4589355	0,1023358	0,3061765	0,0227817	0,0027979	0,0122153	0,0922641
720	0,2200287	0,9987554	0,4556765	0,3701185	0,0009241	0,5522961	0,0138705	0,0690877	0,1004419	0,4046459	0,1323531	0,3079598	0,0158744	0,0023665	0,0069622	0,0865116
740	0,2628755	1,0248591	0,4690801	0,3948425	0,0000000	0,5318507	0,0192139	0,0605844	0,0784082	0,4351735	0,1319287	0,3065183	0,0155071	0,0002004	0,0021469	0,0705915
760	0,2777138	1,0782743	0,4748091	0,4011438	0,0000318	0,4799091	0,0177864	0,0332432	0,0939706	0,4670983	0,1244377	0,3094686	0,0145295	0,0000000	0,0038723	0,0753645
780	0,2101078	1,0161259	0,5077036	0,3775240	0,0000066	0,4983218	0,0165734	0,0189094	0,1009417	0,4397365	0,1212578	0,3319978	0,0154965	0,0009902	0,0010147	0,0881599
800	0,1927329	1,0401198	0,4554647	0,3577960	0,0001789	0,5895154	0,0288956	0,0203443	0,0852200	0,4342765	0,1222583	0,2988420	0,0101103	0,0004796	0,0075840	0,0882757
820	0,1816115	0,9947903	0,4339908	0,3604711	0,0005035	0,6068499	0,0206149	0,0195137	0,0998773	0,4147133	0,0988618	0,2773580	0,0033546	0,0001246	0,0095749	0,0956510
840	0,1847848	0,9702419	0,4252272	0,3700158	0,0007405	0,5558496	0,0231651	0,0193279	0,0787939	0,3859637	0,1251677	0,3139732	0,0047439	0,0002083	0,0148471	0,0919405
860	0,2077145	0,9940495	0,4924714	0,3486014	0,0004582	0,5105581	0,0075721	0,0273944	0,1047216	0,4318887	0,1203279	0,3267240	0,0096856	0,0008121	0,0149270	0,0805625
880	0,1993081	0,9517924	0,5261458	0,4046963	0,0010946	0,4661881	0,0051203	0,0265453	0,1165655	0,4543265	0,1330345	0,3343701	0,0158035	0,0025801	0,0105145	0,0878983
900	0,2246284	0,9548350	0,4990765	0,3750023	0,0003170	0,5132042	0,0172518	0,0393684	0,0926124	0,4251042	0,1639538	0,3719771	0,0105120	0,0003582	0,0142323	0,1043209
920	0,2219364	0,9475519	0,4641584	0,3853039	0,0011279	0,4873792	0,0086450	0,0363094	0,0864044	0,4040290	0,1653339	0,3788775	0,0211685	0,0004774	0,0142288	0,0931101
940	0,1964476	1,0432608	0,4259714	0,3578366	0,0001386	0,5100687	0,0136203	0,0343532	0,0766538	0,4465662	0,1574624	0,3738040	0,0179106	0,0000869	0,0125048	0,0854867
960	0,2344877	1,0405744	0,4003608	0,4056932	0,0003911	0,5145942	0,0144582	0,0279119	0,0844510	0,4121587	0,1244764	0,3361687	0,0161887	0,0001209	0,0148140	0,0903627
980	0,1935545	1,1253835	0,4207120	0,3608278	0,0007127	0,5598867	0,0142648	0,0239817	0,0834240	0,4217184	0,1233276	0,3091359	0,0155423	0,0003953	0,0198587	0,1040825
1000	0,2477111	0,9987499	0,4017782	0,3267771	0,0008679	0,5079610	0,0120228	0,0450067	0,0699403	0,3714851	0,1107023	0,2940553	0,0220770	0,0012770	0,0150403	0,1139560
1020	0,1901492	0,9801498	0,4042686	0,3300233	0,0017245	0,4626176	0,0026723	0,0480595	0,0818709	0,3794348	0,0937191	0,2761404	0,0150885	0,0014872	0,0239615	0,1194761
1040	0,1948571	0,9863983	0,4065866	0,3007961	0,0007384	0,4006739	0,0089053	0,0427308	0,0808715	0,4037319	0,1116937	0,2735897	0,0121033	0,0002697	0,0068749	0,1302087
1060	0,2508797	0,9587490	0,4504964	0,2905384	0,0000955	0,3974598	0,0125361	0,0419253	0,0779921	0,3822903	0,0988287	0,2800191	0,0132594	0,0002566	0,0072020	0,1304190
1080	0,2280433	0,9131482	0,4864323	0,2623612	0,0000000	0,3845176	0,0175058	0,0323970	0,0903059	0,3575904	0,1289747	0,2966520	0,0116729	0,0001409	0,0117240	0,0996312
1100	0,1971765	0,9475968	0,4623048	0,3078242	0,0000244	0,4284114	0,0177840	0,0189774	0,0901996	0,4204244	0,1395898	0,3418525	0,0109797	0,0002460	0,0106322	0,0939564

0	0,2509678	0,9971115	0,4377799	0,4340029	0,0000586	0,5269902	0,0164615	0,0390091	0,0806892	0,4477050	0,1198072	0,3359531	0,0366665	0,0008264	0,0177445	0,0875374
20	0,2211258	1,1251450	0,4039772	0,3941485	0,0001596	0,4344339	0,0166764	0,0547702	0,0521001	0,2739057	0,1017625	0,3058712	0,0667920	0,0018502	0,0557576	0,0855196
40	0,2184895	1,1615669	0,4213994	0,3816046	0,0001553	0,4757509	0,0291555	0,0453985	0,0451265	0,1632126	0,0939301	0,3249246	0,0998442	0,0008603	0,0779183	0,0841358
60	0,2198559	1,0642350	0,4272164	0,3126877	0,0000000	0,4900305	0,0214764	0,0424374	0,0366746	0,1092417	0,0878490	0,3076554	0,1240406	0,0008247	0,1105316	0,0945862
80	0,2037375	1,0240738	0,4390971	0,3062191	0,0000000	0,4743694	0,0219007	0,0336475	0,0494035	0,0828957	0,0878273	0,2583603	0,1295816	0,0006693	0,1359707	0,1097471
100	0,2616363	1,0069074	0,4512566	0,3382327	0,0000031	0,5539537	0,0170677	0,0408731	0,0494428	0,0710753	0,1001703	0,2607797	0,1428108	0,0000080	0,1107250	0,0774142
120	0,2270570	1,0126376	0,4372115	0,3394689	0,0000952	0,5082176	0,0099815	0,0360576	0,0409428	0,0624466	0,1089864	0,2304233	0,1472855	0,0006678	0,1263047	0,0899942
140	0,2173837	0,9533264	0,4290155	0,3333115	0,0000000	0,5265531	0,0120398	0,0513809	0,0463469	0,0611346	0,1227474	0,2319570	0,1752821	0,0005173	0,1188191	0,1082610
160	0,1856731	1,0584468	0,4289153	0,3756343	0,0000000	0,4571895	0,0130566	0,0559669	0,0519428	0,0471342	0,1460663	0,3023437	0,1855264	0,0001049	0,1201170	0,1146750
180	0,2656524	1,0666718	0,4311480	0,3512438	0,0000000	0,4449592	0,0066301	0,0632880	0,0491842	0,0506082	0,1315240	0,3393515	0,1898450	0,0010921	0,1301410	0,1110595
200	0,2704725	1,0958058	0,3934707	0,3680860	0,0000471	0,4952351	0,0128091	0,0418137	0,0512752	0,0613709	0,1230189	0,2976569	0,1861468	0,0007367	0,1303854	0,1102927
220	0,2580791	1,0817010	0,4457421	0,3716230	0,0001695	0,5323102	0,0143437	0,0479529	0,0660533	0,0601492	0,1396404	0,2924598	0,1809000	0,0008879	0,1218333	0,1136655
240	0,2220898	1,0821991	0,4082156	0,3821469	0,0000000	0,5140087	0,0162245	0,0274093	0,0534956	0,0563825	0,1225697	0,2923249	0,2249442	0,0006778	0,1265894	0,0965586
260	0,2287159	1,0622605	0,3966532	0,3716048	0,0001509	0,4684025	0,0183631	0,0325752	0,0529000	0,0526422	0,1153067	0,3111443	0,2319409	0,0005566	0,1517989	0,1151734
280	0,1802381	1,0534490	0,4040431	0,3551040	0,0008171	0,4442534	0,0145493	0,0325385	0,0356250	0,0486991	0,1141552	0,2610402	0,2276549	0,0000000	0,1313710	0,1307019
300	0,2424880	1,0958414	0,4078633	0,3748816	0,0013174	0,4762610	0,0213603	0,0430429	0,0280822	0,0661231	0,1024497	0,2459550	0,1816721	0,0000160	0,1315075	0,1090191
320	0,2444742	0,9863731	0,4077522	0,3611079	0,0023801	0,4830840	0,0199478	0,0468474	0,0379117	0,0647046	0,0967088	0,2542438	0,2203426	0,0000570	0,1232439	0,0942817
340	0,2525893	0,9787752	0,4306576	0,3417184	0,0024548	0,4364346	0,0186627	0,0367427	0,0439386	0,0621401	0,1121126	0,2881043	0,2501426	0,0004486	0,1230202	0,1049043
360	0,2139599	0,9854724	0,4438438	0,3731867	0,0016314	0,4795956	0,0249727	0,0280927	0,0609497	0,0601188	0,1118879	0,3294648	0,2252756	0,0000825	0,1270560	0,1299909
380	0,1694965	1,0065654	0,4541616	0,3769047	0,0000845	0,5171691	0,0298631	0,0348580	0,0642436	0,0564270	0,1215132	0,3617011	0,2303897	0,0005541	0,1254777	0,1177851
400	0,2423067	1,0424039	0,4460193	0,3857057	0,0003321	0,5198302	0,0287619	0,0310010	0,0482662	0,0735087	0,1239072	0,3248775	0,2347549	0,0006496	0,1331912	0,0863790
420	0,1871264	1,0650324	0,4465518	0,3773410	0,0004309	0,4908033	0,0157126	0,0361573	0,0508659	0,0734890	0,1501331	0,2798129	0,2269838	0,0029085	0,1388358	0,0726682
440	0,2203137	1,0435583	0,4479235	0,3917734	0,0000871	0,5151236	0,0212500	0,0460740	0,0585373	0,0519357	0,1304860	0,2514877	0,2065732	0,0016965	0,1293732	0,0792765
460	0,1789445	1,0270353	0,4648626	0,3629866	0,0007567	0,5022952	0,0139295	0,0372235	0,0539905	0,0529720	0,1321271	0,2798060	0,1741573	0,0011358	0,1549321	0,0664573
480	0,2070144	0,9967981	0,4638647	0,3437133	0,0008297	0,4391331	0,0152499	0,0222475	0,0490766	0,0630241	0,1103555	0,3153180	0,1779805	0,0010978	0,1464756	0,0658454
500	0,1805646	0,9842091	0,4382204	0,3358675	0,0003614	0,4771871	0,0140255	0,0211268	0,0570044	0,0582458	0,1197762	0,3012207	0,1570409	0,0005113	0,1439155	0,0786370
520	0,2378926	1,0185948	0,4224758	0,3725188	0,0005599	0,4643576	0,0158353	0,0287833	0,0527333	0,0483712	0,1199463	0,3654254	0,1848751	0,0001616	0,1476030	0,0750881
540	0,1906203	1,1027777	0,4876686	0,3987159	0,0012822	0,4832513	0,0164067	0,0288398	0,0613490	0,0649624	0,1384209	0,3429234	0,1917487	0,0003522	0,1131519	0,0882093
560	0,2260658	1,0553831	0,4704897	0,3471957	0,0003893	0,4406126	0,0091770	0,0369423	0,0588146	0,0599086	0,1253102	0,3167263	0,1856710	0,0000000	0,1131946	0,0804439
580	0,2654567	1,0550739	0,4775914	0,3682650	0,0004444	0,4830441	0,0160228	0,0449781	0,0705146	0,2423632	0,1067492	0,2675943	0,1461604	0,0001406	0,0765196	0,0754428
600	0,2674463	1,0097513	0,4970292	0,3539581	0,0002966	0,5635449	0,0179638	0,0411555	0,0766325	0,3498876	0,1025087	0,2413567	0,0910647	0,0002807	0,0569265	0,0839043
620	0,2421345	1,0408315	0,4321746	0,3992345	0,0001724	0,5033836	0,0182484	0,0436896	0,0798494	0,3836252	0,1097377	0,2727261	0,0852095	0,0003408	0,0433253	0,1001868
640	0,2297738	0,9674869	0,4396362	0,4139991	0,0003419	0,5117182	0,0239903	0,0634684	0,0831179	0,4630086	0,1444010	0,2883615	0,0740968	0,0004208	0,0348854	0,0925036
660	0,2240105	0,9688390	0,4477554	0,3628036	0,0000951	0,4788557	0,0259564	0,0420708	0,0979462	0,4943949	0,1548130	0,3071107	0,0600785	0,0001492	0,0336128	0,0851008
680	0,2514465	0,9865701	0,4444383	0,3934842	0,0008666	0,5059694	0,0248118	0,0455420	0,0858664	0,5601775	0,1465950	0,3483556	0,0496931	0,0002412	0,0240539	0,0899991
700	0,2303018	0,9748755	0,4070093	0,4200964	0,0009353	0,4985742	0,0255157	0,0264926	0,0810079	0,4852458	0,1397528	0,3410730	0,0402843	0,0000933	0,0291220	0,0941067
720	0,1967360	0,9286266	0,3637672	0,3608411	0,0010506	0,5102265	0,0201074	0,0440448	0,0850681	0,4511605	0,1145476	0,3348512	0,0286204	0,0000061	0,0268561	0,0886099
740	0,2040218	1,0001491	0,4319272	0,3806027	0,0003760	0,5011842	0,0155864	0,0237830	0,1016778	0,4767693	0,1473581	0,3897988	0,0210945	0,0001218	0,0271390	0,0858190
760	0,1995349	1,0120661	0,4578646	0,3725891	0,0000515	0,4398256	0,0157739	0,0265853	0,1209474	0,4490895	0,1515823	0,3166207	0,0206825	0,0006043	0,0276960	0,0922980
780	0,2341966	1,0408003	0,4580092	0,3276126	0,0004659	0,4203962	0,0153593	0,0191188	0,1248593	0,4405638	0,1427700	0,3669038	0,0202738	0,0000546	0,0218202	0,1067931
800	0,1937179	1,0598211	0,4357668	0,3744936	0,0003187	0,4198598	0,0227889	0,0196523	0,1269846	0,4855184	0,1438591	0,3308709	0,0102091	0,0000184	0,0174936	0,1032284
820	0,2451333	1,0579713	0,4410586	0,3708426	0,0004121	0,4537269	0,0136111	0,0206789	0,0811754	0,4771423	0,1308497	0,3213355	0,0107460	0,0002313	0,0153126	0,0899213
840	0,2172804	1,0581840	0,3867144	0,3602986	0,0005071	0,4762047	0,0102147	0,0466745	0,0798576	0,4662269	0,1166710	0,3303863	0,0165935	0,0011711	0,0135102	0,1008177
860	0,2160448	1,0407048	0,3767798	0,3442163	0,0001156	0,4984481	0,0036986	0,0451906	0,0768655	0,4197874	0,0984536	0,2739328	0,0169431	0,0030988	0,0121281	0,1123154
880	0,2504299	1,0036407	0,3913879	0,3517600	0,0002353	0,4720813	0,0039602	0,0449819	0,0787813	0,4530378	0,1060086	0,2684904	0,0164024	0,0008013	0,0122050	0,1017478
900	0,2356316	1,0242541	0,4723985	0,3247257	0,0002792	0,4598571	0,0016439	0,0358228	0,0847223	0,4973591	0,1134666	0,3143802	0,0242436	0,0004582	0,0210392	0,0948716
920	0,2086662	0,9584819	0,4165317	0,3507651	0,0000218	0,4780688	0,0084748	0,0514538	0,0950503	0,4842387	0,1215203	0,3087944	0,0165854	0,0006788	0,0126137	0,0918083
940	0,2201043	1,0311673	0,4183659	0,3861034	0,0006067	0,4688091	0,0074149	0,0337436	0,0906867	0,4794324	0,1100235	0,2967595	0,0145126	0,0000000	0,0155140	0,0754027
960	0,2498608	1,0768227	0,4329280	0,4079294	0,0000484	0,4482110	0,0096115	0,0294114	0,0746314	0,4612509	0,1312351	0,3125729	0,0177095	0,0002876	0,0175935	0,1003528
980	0,2106869	1,0641322	0,4145319	0,3812753	0,0000000	0,4533012	0,0043589	0,0335592	0,0789848	0,4591341	0,1251997	0,2993270	0,0206327	0,0005084	0,0047296	0,1046998
1000	0,2307930	1,0372415	0,4668564	0,3635404	0,0000010	0,4994903	0,0019600	0,0223194	0,0730153	0,4277957	0,0997379	0,2569447	0,0337612	0,0004476	0,0106215	0,0996190
1020	0,2377226	1,0261763	0,4947201	0,3694231	0,0002049	0,5043159	0,0130891	0,0318505	0,0859129	0,4103782	0,1158226	0,2761218	0,0313721	0,0003563	0,0165549	0,0925075
1040	0,2620187	0,9481827	0,4600939	0,3869269	0,0000001	0,4924071	0,0113199	0,0447620	0,0753294	0,4477757	0,1124324	0,2647351	0,0398391	0,0000000	0,0179123	0,0704420
1060	0,2513183	0,9676621	0,4652815	0,3741090	0,0009082	0,4884809	0,0124503	0,0343794	0,0847086	0,4326942	0,0981401	0,3074408	0,0374369	0,0000120	0,0122338	0,0563382
1080	0,2468050	0,9619342	0,4522477	0,4123218	0,0002775	0,5075165	0,0171024	0,0356440	0,0707761	0,4413087	0,1349242	0,3294772	0,0366906	0,0002248	0,0135193	0,0571384
1100	0,2204097	0,9720719	0,4393386	0,3648049	0,0004804	0,4934451	0,0142002	0,0239658	0,0812139	0,4739176	0,1433687	0,3822256	0,0314422	0,0000331	0,0148706	0,0771927

0	0,2509678	0,9971115	0,4377799	0,4340029	0,0000586	0,5269902	0,0164615	0,0390091	0,0806892	0,4477050	0,1198072	0,3359531	0,0366665	0,0008264	0,0177445	0,0875374
20	0,0675529	0,8465584	0,4029574	0,3002681	0,0456293	0,4219601	0,0219059	0,0458029	0,0977279	0,4395827	0,0842506	0,3414531	0,0113903	0,0009721	0,1679143	0,1113962
40	0,0154867	0,8165035	0,4541349	0,2321035	0,0650157	0,3892640	0,0138510	0,0528341	0,0838234	0,4164984	0,1147947	0,4098823	0,0174027	0,0010718	0,2755397	0,2004190
60	0,0005871	0,8057041	0,5185254	0,2109539	0,0980681	0,4022296	0,0149893	0,0412900	0,1201085	0,4603018	0,1414588	0,4567447	0,0183833	0,0000748	0,3328895	0,3072459
80	0,0003825	0,7430963	0,4962461	0,1810595	0,1472074	0,3772189	0,0122523	0,0612413	0,1493842	0,4761993	0,2081487	0,5530363	0,0235276	0,0009790	0,3686034	0,4474027
100	0,0017214	0,7221375	0,5053006	0,1767970	0,1613064	0,3939499	0,0127439	0,0400304	0,1713443	0,4385463	0,2184116	0,6894720	0,0144286	0,0008695	0,4112931	0,5482983
120	0,0000000	0,6752345	0,5781339	0,1858539	0,1597427	0,3613622	0,0113688	0,0331827	0,2000148	0,4560758	0,3248108	0,7077375	0,0172602	0,0039982	0,4657130	0,6492877
140	0,0000000	0,6650895	0,5643467	0,1971806	0,1795763	0,3020442	0,0215456	0,0421821	0,2204176	0,5041093	0,3338075	0,7923169	0,0101216	0,0046828	0,5206160	0,7334456
160	0,0061910	0,6723600	0,5780959	0,1689232	0,1762016	0,3165379	0,0147759	0,0311811	0,2570901	0,5121435	0,3715721	0,8445151	0,0095649	0,0075217	0,5320736	0,7377071
180	0,0000000	0,6579372	0,5715089	0,1966913	0,1668868	0,3170953	0,0177379	0,0432779	0,2933585	0,5246924	0,4140640	0,8447606	0,0147562	0,0148455	0,5513853	0,8511231
200	0,0009330	0,7001048	0,5435371	0,2133827	0,1765505	0,3132600	0,0156567	0,0434745	0,2910308	0,5299075	0,3834072	0,8347262	0,0208964	0,0143173	0,5740087	0,7994273
220	0,0039374	0,7050482	0,5542463	0,2276069	0,1791652	0,3204698	0,0066034	0,0549446	0,3084629	0,5093316	0,3994695	0,8789449	0,0209418	0,0159878	0,5519641	0,8389176
240	0,0024503	0,7003001	0,5222271	0,2288928	0,1655774	0,3419293	0,0143681	0,0510599	0,3556144	0,5404102	0,3971812	0,8742358	0,0196441	0,0161000	0,6132115	0,8014214
260	0,0041151	0,7307855	0,4941410	0,2445424	0,1671167	0,3825384	0,0227996	0,0304066	0,3345556	0,5043413	0,3901371	0,8564479	0,0267181	0,0128108	0,6052089	0,8155773
280	0,0062529	0,7186340	0,5198070	0,2493222	0,1689751	0,3835599	0,0290665	0,0283054	0,2953296	0,5757414	0,3651555	0,9086437	0,0173191	0,0090882	0,6036511	0,9177647
300	0,0002785	0,6584013	0,5387129	0,2531055	0,1631488	0,4460343	0,0179618	0,0398730	0,3041048	0,5603841	0,3487685	0,8674979	0,0152271	0,0138850	0,5923473	0,8736713
320	0,0021039	0,6784327	0,5450210	0,2411413	0,1839017	0,4319843	0,0240927	0,0423381	0,2866088	0,5715200	0,3647168	0,8777876	0,0132583	0,0105826	0,6308021	0,8696185
340	0,0041731	0,7585310	0,5217571	0,2529792	0,1983038	0,4122292	0,0201318	0,0319077	0,2789611	0,5595327	0,3552899	0,8428063	0,0296717	0,0237231	0,6440469	0,8844045
360	0,0028105	0,6574513	0,5542014	0,2452345	0,1877186	0,4235563	0,0298386	0,0361845	0,3003493	0,5928543	0,3735248	0,8794515	0,0239589	0,0286863	0,6496043	0,8849073
380	0,0038369	0,6437592	0,4770895	0,2720979	0,2029822	0,3831976	0,0446945	0,0465884	0,3450327	0,5432887	0,3953634	0,9564274	0,0255950	0,0383112	0,6468116	0,9159906
400	0,0000974	0,6686780	0,5320035	0,2678559	0,1995690	0,3406979	0,0234912	0,0177447	0,3916554	0,5520982	0,4379427	0,9926105	0,0147146	0,0426068	0,6573736	0,8641896
420	0,0012616	0,7421818	0,5358518	0,2539862	0,2227381	0,3912439	0,0268536	0,0285243	0,3561663	0,5629034	0,4465612	0,9401105	0,0078644	0,0416853	0,7015961	0,9250672
440	0,0005238	0,7326896	0,5777362	0,2330730	0,2312711	0,4383160	0,0253937	0,0307349	0,3930841	0,4980966	0,4273766	0,9615373	0,0071052	0,0633407	0,6875532	1,0191454
460	0,0005294	0,6489277	0,5705464	0,2146591	0,2359916	0,4035916	0,0316714	0,0363678	0,4035562	0,5059960	0,4519591	0,9907243	0,0097162	0,0573734	0,6621285	1,0063864
480	0,0006736	0,6225510	0,6077220	0,2124385	0,2198807	0,3668598	0,0266094	0,0216920	0,4119357	0,4929387	0,4637710	0,8960678	0,0073711	0,0800305	0,6512933	0,9379836
500	0,0009333	0,6485655	0,6111713	0,2344814	0,2082516	0,3951461	0,0297255	0,0253989	0,4028799	0,4911653	0,4656457	0,9423992	0,0091606	0,1020263	0,6699203	0,9607130
520	0,0018320	0,6774457	0,5978400	0,2228917	0,2035055	0,4008857	0,0263796	0,0355659	0,3817548	0,5525064	0,4822071	1,0261546	0,0111227	0,1078986	0,6314031	0,9749463
540	0,0015535	0,7069343	0,6343399	0,2329202	0,1851571	0,3666087	0,0127307	0,0363029	0,4395307	0,5572149	0,5069991	0,9216723	0,0216659	0,0961140	0,5773705	0,9956340
560	0,0016312	0,6644681	0,6205746	0,2087249	0,2015815	0,3721564	0,0194050	0,0346498	0,4478476	0,5863115	0,5305362	0,8601994	0,0295626	0,0863354	0,5725457	1,0007519
