"Time"	hipA	hipB	ihfB	yeiL	tdcA	tdcF	tdcG	tdcE	tdcC	tdcD	tdcB	hemF	amiA	ibpB	uspB	ecpD
400	0,6937938	0,2733463	0,3030924	0,7516283	0,6839227	0,8216972	0,7528595	0,4784536	0,5914247	0,9225965	0,7904638	0,3391945	0,7092138	0,2154832	0,8857964	0,2340424
420	0,6905771	0,3071965	0,3524145	0,7376758	0,7667723	0,7114414	0,7701333	0,5030198	0,4915137	0,9096173	0,7266566	0,3190158	0,7241680	0,1837651	0,9464146	0,2515760
440	0,6929513	0,2864998	0,3629130	0,7275308	0,7353856	0,7598304	0,7916458	0,5486149	0,5098502	0,8609191	0,7184191	0,3129452	0,7149487	0,1688467	0,8868582	0,2733025
460	0,6940312	0,3076724	0,3683039	0,7218833	0,6421369	0,7955762	0,8124169	0,5268195	0,4835061	0,8829818	0,7085668	0,3200588	0,7433524	0,1434005	0,8696157	0,2357198
480	0,6674629	0,2762915	0,4091209	0,7470349	0,6626138	0,7589766	0,8625902	0,5411849	0,6090923	0,8684523	0,6784802	0,3562515	0,7943763	0,1937890	0,9412859	0,2164202
500	0,6893488	0,3560528	0,3669773	0,7674353	0,6664185	0,8226791	0,8960954	0,5182723	0,6165024	0,8680370	0,7971851	0,3720723	0,8228158	0,2229640	0,8785685	0,2719117
520	0,6928840	0,3281575	0,2831172	0,8239134	0,6794631	0,7966528	0,8146767	0,5498099	0,6711748	0,9076013	0,7629623	0,3435635	0,7631934	0,1857419	0,8299054	0,3055355
540	0,6969028	0,3336911	0,2553099	0,8075921	0,6835324	0,8152375	0,8046637	0,5838888	0,5923165	0,8786453	0,7172115	0,3301408	0,7419420	0,1813722	0,8469098	0,2906525
560	0,6734238	0,2876242	0,3467664	0,8296720	0,6634451	0,8013839	0,8644196	0,5438715	0,5807588	0,8017881	0,7305766	0,3508968	0,6834604	0,1529963	0,8086515	0,2980687
580	0,7163032	0,2466060	0,3985997	0,7605582	0,7175849	0,4695598	0,6193032	0,3782542	0,5433021	0,8037457	0,6902757	0,3619878	0,7350048	0,1547738	0,8338298	0,2466190
600	0,7266627	0,2816230	0,2949558	0,7322331	0,7319205	0,3284984	0,4733137	0,3262685	0,6187079	0,8621703	0,7572866	0,3897607	0,7212941	0,1889420	0,8061011	0,2728803
620	0,7072334	0,2968512	0,3211469	0,7330131	0,6449276	0,3093800	0,3838414	0,2798036	0,6118837	0,8466267	0,7045080	0,3022104	0,7042131	0,1837796	0,8206026	0,2539117
640	0,8176978	0,3028156	0,3261686	0,7482134	0,6884342	0,2430569	0,3573462	0,2201286	0,6168964	0,8449224	0,7838123	0,3502250	0,7537909	0,1934209	0,7980341	0,2470688
660	0,7460044	0,3418121	0,2969446	0,7124711	0,6730107	0,2470675	0,3313493	0,2331024	0,6484656	0,9552059	0,7712567	0,3113024	0,7758139	0,1713604	0,8036550	0,2319978
680	0,7063848	0,3558566	0,3792289	0,6498066	0,6239564	0,2185311	0,2601874	0,1905151	0,6196116	0,9167945	0,6943719	0,3416750	0,7909286	0,1466434	0,8052752	0,2527648
700	0,7082700	0,3312588	0,3569309	0,6337691	0,6509748	0,1599688	0,2485818	0,1887482	0,5712707	0,9499429	0,6748731	0,3842523	0,8355076	0,1438159	0,8650833	0,2771303
720	0,6880238	0,2798888	0,3125373	0,6070140	0,6661818	0,1270890	0,2164983	0,1972825	0,5824814	0,9112569	0,7410319	0,3803853	0,7891511	0,1387848	0,8888605	0,2812160
740	0,6767363	0,2816254	0,3660495	0,6148066	0,6392487	0,1126338	0,2151443	0,1828815	0,5814031	0,9008261	0,8019254	0,4014114	0,7917666	0,1197614	0,8772231	0,2427922
760	0,6672870	0,2580356	0,4122725	0,5538518	0,7185049	0,1406236	0,1773289	0,1867868	0,5688863	0,8748660	0,8042166	0,3951664	0,8017404	0,1239878	0,8829252	0,2409749
780	0,7195129	0,3462826	0,3584379	0,5729904	0,6806562	0,2203655	0,2080255	0,1823653	0,6249347	0,9106721	0,7904779	0,3801168	0,7928001	0,1607262	0,8426947	0,2277830
800	0,7031204	0,3703716	0,2847817	0,5485296	0,6325896	0,2154519	0,2467035	0,2103459	0,6853809	0,9128924	0,7898272	0,3241692	0,7786072	0,1833598	0,8050545	0,2562593
820	0,6344407	0,3642215	0,3357634	0,5267184	0,6400690	0,2125392	0,2632540	0,1841930	0,6414783	0,8990714	0,7398093	0,3424982	0,7935253	0,1866426	0,8744439	0,2794128
840	0,6397102	0,3339912	0,3883585	0,4859524	0,6533315	0,2023033	0,2612558	0,1835166	0,5853464	0,8836477	0,7426208	0,3975903	0,7857139	0,1615430	0,8964627	0,2647182
860	0,5904572	0,3425088	0,3949537	0,5165396	0,6734985	0,2165453	0,2577424	0,1654798	0,5900315	0,9713992	0,7168643	0,3689880	0,7838187	0,1667431	0,8787074	0,2803290
880	0,6256986	0,3779751	0,3553656	0,4685667	0,6640304	0,2123868	0,2505539	0,1951663	0,5584102	0,9624859	0,7092886	0,3684663	0,8131898	0,1852385	0,8578408	0,2724294
900	0,7252246	0,3520168	0,4047301	0,4747427	0,7038651	0,2237774	0,2380711	0,2085010	0,5378372	0,9020379	0,7369327	0,3953283	0,8219303	0,2010378	0,8694160	0,2651406
920	0,6541037	0,3350167	0,3498483	0,4948686	0,6840469	0,2587302	0,2661178	0,2022523	0,5884389	0,8878139	0,7962178	0,3941777	0,8301920	0,1999422	0,8284765	0,2663430
940	0,6481299	0,3380311	0,3288869	0,5457133	0,7263680	0,2144691	0,2553879	0,1968575	0,5877176	0,8811722	0,7921746	0,3316740	0,8223318	0,2112507	0,8856944	0,2397810
960	0,6210160	0,3397558	0,3382092	0,5526871	0,7429192	0,2333447	0,2837864	0,1824564	0,5537571	0,9318176	0,6842162	0,3593405	0,8175528	0,1756909	0,8971558	0,2329611
980	0,6242932	0,3085803	0,3058493	0,5321754	0,6915687	0,2136548	0,2603778	0,1815333	0,6013245	0,9438683	0,7246555	0,3532905	0,7956537	0,1265303	0,8487282	0,2351730
1000	0,6873854	0,3404889	0,3413822	0,5930592	0,6855972	0,1966157	0,2540975	0,1637464	0,5857817	0,9231454	0,7933170	0,3297486	0,7901080	0,1520195	0,8641828	0,2380689
1020	0,6547351	0,3272918	0,3764478	0,5323219	0,7757241	0,1623559	0,2349734	0,1461569	0,5861865	0,9260730	0,7465302	0,3271529	0,7690362	0,1486093	0,8506292	0,2085234
1040	0,6151265	0,3324754	0,3759052	0,5493804	0,6957552	0,1759995	0,2464796	0,1700501	0,6002485	0,8935159	0,6678589	0,3312871	0,8181087	0,1419075	0,8902795	0,2370858
1060	0,6368358	0,3527658	0,3796793	0,5302003	0,7310605	0,2377956	0,2496659	0,1830955	0,6191320	0,8841427	0,7057782	0,3130969	0,7881813	0,1810063	0,8289050	0,2515334
1080	0,6148677	0,3280794	0,3702834	0,5178902	0,7366633	0,2120153	0,2512070	0,1867609	0,6215798	0,8717426	0,7670553	0,3361605	0,7883944	0,1858818	0,8955904	0,2415683
1100	0,6512738	0,3886091	0,3631501	0,5914332	0,7047264	0,1914499	0,2795040	0,1961060	0,6545064	0,9435169	0,7823247	0,2877934	0,7831325	0,2145066	0,8141530	0,2707701

0	0,6901887	0,3011659	0,3610637	0,5426894	0,7793742	0,1743977	0,1510436	0,2100146	0,5197872	0,9659991	0,7132291	0,3327858	0,7820050	0,1886105	0,9196860	0,2544122
20	0,6543107	0,3436713	0,2658281	0,6056401	0,6760657	0,2207688	0,2627090	0,1770487	0,6623264	1,0710476	0,8120503	0,3339291	0,7214654	0,1876634	0,9367261	0,2435825
40	0,6776519	0,2883435	0,2431153	0,6047918	0,6866879	0,2046810	0,2314652	0,1403553	0,7092846	1,0170202	0,7573816	0,3623018	0,7223736	0,1572362	0,8813851	0,2251122
60	0,6761850	0,2669188	0,3124614	0,5853906	0,7079898	0,2181378	0,2069943	0,1466804	0,7052781	0,9429974	0,7598347	0,3806532	0,7676486	0,1189962	0,8842852	0,2099015
80	0,7398076	0,2357520	0,3074956	0,5533989	0,7488281	0,2130950	0,1674785	0,1270533	0,7267222	0,9358648	0,7825035	0,4229918	0,7524822	0,1259853	0,9337668	0,1993802
100	0,7023269	0,2335505	0,2997349	0,5285553	0,6421234	0,1854496	0,1426600	0,1090175	0,7032243	0,9218466	0,7305239	0,3960765	0,7372412	0,1060786	0,8563898	0,1646129
120	0,6604220	0,2314155	0,3042161	0,5439376	0,6729874	0,1392388	0,1107812	0,0972380	0,7070560	0,9120989	0,7302572	0,4128469	0,7050436	0,1008395	0,8553550	0,1704101
140	0,7353936	0,2332782	0,2609148	0,5309327	0,6291195	0,1423062	0,1449141	0,1160386	0,6756325	0,8714135	0,6581114	0,4568562	0,6995384	0,1277485	0,8585710	0,2114256
160	0,7322832	0,2095057	0,2816057	0,5272231	0,6219936	0,1736758	0,1089795	0,1128010	0,6841637	0,8467189	0,7197390	0,5092325	0,7381084	0,1257312	0,8619935	0,1658682
180	0,7430965	0,1917945	0,3013047	0,5008208	0,6596798	0,1755162	0,1040128	0,1291652	0,7701890	0,7965648	0,7241010	0,4956965	0,7813084	0,1109338	0,8473966	0,1563563
200	0,7757688	0,1960108	0,3063673	0,4778241	0,6630081	0,1237453	0,1091594	0,1006753	0,7806258	0,7809901	0,6872035	0,4482335	0,7835968	0,1315222	0,9061978	0,1559825
220	0,7581315	0,2313768	0,2924468	0,4825827	0,7248430	0,1696904	0,1143129	0,1121616	0,7219700	0,7738469	0,7327813	0,3986901	0,8077741	0,1345507	0,8238851	0,2097006
240	0,7477868	0,2078633	0,2511493	0,5139654	0,6991591	0,2067008	0,1435108	0,1550440	0,7167128	0,8105333	0,7929657	0,3552642	0,8012229	0,1737230	0,8170798	0,2448364
260	0,7061262	0,2279529	0,2948015	0,5054676	0,6917161	0,1884000	0,1462994	0,1283712	0,7165819	0,8615729	0,7333082	0,3605366	0,7754193	0,1711623	0,8666570	0,1919661
280	0,6865275	0,2071765	0,2608248	0,5212800	0,6925822	0,2085199	0,1581534	0,1357623	0,7578676	0,9042394	0,6898251	0,3640634	0,7474328	0,1638099	0,8927100	0,1951577
300	0,6679800	0,2074454	0,2980454	0,4797030	0,5929450	0,1872069	0,1346558	0,1423519	0,7524064	0,8900445	0,7077120	0,3931957	0,7351981	0,1414799	0,9399887	0,1561404
320	0,6780233	0,2498029	0,3144797	0,4722962	0,7252879	0,1889407	0,1428516	0,1610111	0,7413790	0,8888056	0,6902050	0,3570193	0,7079262	0,1345760	0,9616629	0,1697232
340	0,6376643	0,2532234	0,2574912	0,5017079	0,7340991	0,1960005	0,1626995	0,1524537	0,7955116	0,8963062	0,7375123	0,3332940	0,7280353	0,1526680	0,9651812	0,2030885
360	0,6663594	0,2141176	0,2914980	0,4524933	0,7446765	0,1819885	0,1330096	0,1698636	0,7554945	0,8628269	0,7311542	0,3873879	0,7497515	0,1264582	0,9653854	0,2163541
380	0,6762740	0,2395707	0,2708574	0,4337484	0,7187772	0,1837557	0,1639568	0,1574792	0,7137658	0,9015788	0,7294591	0,3865287	0,8153410	0,1209330	0,9406386	0,1992472
400	0,7157656	0,2657986	0,2862432	0,4545813	0,6521286	0,1550628	0,1612382	0,1560898	0,6966123	0,8832766	0,7001705	0,3985633	0,8286397	0,1114040	0,8719588	0,1686331
420	0,7002650	0,2335188	0,2858630	0,4447556	0,6439929	0,1301765	0,1339487	0,1562411	0,6853821	0,9054937	0,7574986	0,4049836	0,8387697	0,1249594	0,8860765	0,1754925
440	0,6646672	0,2104317	0,2891373	0,3927019	0,6879445	0,1388007	0,1238097	0,1452471	0,7471368	0,8849503	0,7550497	0,3921150	0,8031176	0,1082834	0,9023178	0,1746905
460	0,6822526	0,2213467	0,2884377	0,4237263	0,7234547	0,1333565	0,1443676	0,1615208	0,7899138	0,9231377	0,7507921	0,3654227	0,8005308	0,1261303	0,9611500	0,1703367
480	0,6849227	0,2130807	0,2647046	0,4580939	0,6852379	0,1700886	0,1393559	0,1664683	0,7606530	0,9422146	0,7552020	0,3680158	0,8233996	0,1342103	0,8883097	0,1865324
500	0,6693441	0,2349991	0,2415703	0,4944787	0,6907657	0,1745422	0,1679219	0,1642240	0,7292538	0,9700812	0,7236378	0,3707698	0,8206536	0,1462111	0,9091086	0,1956444
520	0,6269698	0,2249882	0,2950594	0,4937476	0,6613023	0,1455950	0,1561126	0,1653115	0,6702431	0,8955906	0,7796816	0,4499827	0,8419375	0,1137097	0,9113459	0,2078095
540	0,5797878	0,2129316	0,3070011	0,4355805	0,5788677	0,1526411	0,1237307	0,1485898	0,6551521	0,9248345	0,7432297	0,4595302	0,8852981	0,0959270	0,9043710	0,2200431
560	0,6146515	0,1949100	0,3094197	0,3714453	0,6548831	0,1527904	0,1226228	0,1376918	0,6356896	0,8551804	0,7622799	0,4275793	0,8370114	0,1055438	0,9035228	0,2173089
580	0,6710672	0,1989265	0,3764556	0,4123807	0,6867066	0,1646443	0,1158402	0,1478800	0,5758990	0,8717762	0,7375464	0,4024615	0,8286116	0,1058416	0,8692209	0,2322017
600	0,6899881	0,2410881	0,3995108	0,4646159	0,6832163	0,1815022	0,1454116	0,1864228	0,6226589	0,9491999	0,7345483	0,3644689	0,8366935	0,1224689	0,8351555	0,2343054
620	0,7307917	0,2987535	0,3685252	0,5163785	0,7045854	0,2039957	0,2130757	0,1701384	0,5831125	0,9260631	0,6509554	0,3552217	0,8288148	0,1362683	0,8706275	0,2539823
640	0,7421625	0,3191167	0,3402503	0,5565589	0,7779798	0,1983293	0,2130477	0,1704828	0,5905877	0,8409547	0,6968801	0,3442643	0,7628998	0,1484620	0,8682120	0,2591559
660	0,7426853	0,3360148	0,3203373	0,5990297	0,7301335	0,2106552	0,2040097	0,1647631	0,5844526	0,8405525	0,6892839	0,3217666	0,8058486	0,1279559	0,8488499	0,2939861
680	0,6889532	0,2918632	0,3454293	0,5337208	0,7243608	0,1879078	0,2246092	0,1821114	0,5965983	0,8075522	0,7100681	0,3093314	0,7333353	0,1491868	0,8837766	0,3210656
700	0,6377913	0,2590052	0,3869836	0,5607762	0,6694423	0,2043554	0,2567328	0,1937264	0,6420130	0,8568825	0,6526682	0,3331126	0,6984363	0,1705354	0,9218220	0,2910685
720	0,6595974	0,2494043	0,3649842	0,5437228	0,6768588	0,2482069	0,2835259	0,2077637	0,6167807	0,9277462	0,7856044	0,3361683	0,7646500	0,1836052	0,8936958	0,2760545
740	0,7392657	0,3026375	0,3227401	0,5275226	0,6798132	0,2120494	0,2856286	0,1889278	0,6041506	0,9321043	0,7524405	0,3390537	0,7945712	0,1767116	0,8066437	0,2755217
760	0,7274251	0,3150266	0,2834963	0,5513076	0,6655421	0,1594284	0,2826473	0,1916294	0,5965722	0,8664402	0,7841056	0,3395334	0,7289052	0,1984191	0,7947471	0,2841231
780	0,7333905	0,2995293	0,2822263	0,5932780	0,6895583	0,1698821	0,2475097	0,1699747	0,6117738	0,9606371	0,7073526	0,3611109	0,7168292	0,2115143	0,8394720	0,2803620
800	0,7027611	0,3064085	0,3402345	0,5706072	0,6541326	0,1493796	0,2070423	0,1686526	0,5624337	0,9475881	0,7049591	0,3846183	0,6905712	0,2007751	0,8559013	0,2438281
820	0,6829445	0,2884851	0,3930160	0,5298532	0,6776216	0,1755727	0,1687222	0,1368572	0,5339682	0,9169655	0,7421086	0,4282114	0,8313211	0,1869425	0,9339332	0,2089439
840	0,6763176	0,3153283	0,3578530	0,5727993	0,6837226	0,1536126	0,1641351	0,1457788	0,5629521	0,9542465	0,8040245	0,3942322	0,8410525	0,1716000	0,9093408	0,2257936
860	0,6482081	0,2969715	0,3331557	0,6296410	0,6096599	0,2297881	0,1941786	0,1567847	0,5854088	0,9197194	0,7675175	0,3692397	0,7493406	0,1882882	0,9227877	0,2506125
880	0,6333594	0,3368513	0,2994444	0,6484777	0,6657165	0,2104681	0,2022114	0,1611894	0,5814348	0,9768530	0,7265215	0,3426889	0,7635617	0,1959575	0,7929052	0,2789565
900	0,6428976	0,3578614	0,3209185	0,6440970	0,6971605	0,2268001	0,2158130	0,1846102	0,5553180	0,9673786	0,7540230	0,3138102	0,7682291	0,1804912	0,7856784	0,2832747
920	0,6877714	0,3817960	0,3630285	0,6118770	0,6786819	0,1993667	0,2237654	0,1776990	0,5737729	0,9140471	0,7797663	0,2713913	0,7111188	0,1893442	0,7663296	0,2637157
940	0,6970697	0,4003084	0,3933554	0,6676772	0,6846472	0,1633397	0,2467267	0,2063027	0,5788940	1,0214834	0,7328958	0,3087042	0,7156908	0,2010148	0,8558028	0,3013381
960	0,7154328	0,3700076	0,3795540	0,6263604	0,6785113	0,1780044	0,2511956	0,1648035	0,5547012	1,0069301	0,8161065	0,3311744	0,7130215	0,1867100	0,8521511	0,2514541
980	0,6715975	0,3544398	0,3430554	0,5882679	0,6722205	0,1924849	0,2697848	0,1855700	0,5684700	1,0735532	0,7945820	0,3707417	0,8205143	0,1749756	0,7699096	0,2453061
1000	0,6821374	0,3295682	0,3164774	0,6279001	0,7097961	0,1916952	0,2329749	0,1741021	0,6110147	0,9671264	0,8251584	0,3610853	0,8094635	0,1517773	0,8560873	0,2385526
1020	0,6357105	0,2799935	0,3965361	0,5622868	0,7041960	0,1946349	0,2247856	0,1721425	0,5368320	0,9997102	0,7166596	0,4116389	0,8019992	0,1278518	0,8596643	0,2299393
1040	0,6579941	0,2711909	0,4152093	0,5556800	0,6426488	0,2279458	0,2432934	0,1695873	0,5480083	0,9649244	0,7192952	0,3344667	0,8131534	0,1533981	0,8311998	0,2598043
1060	0,6738496	0,2887729	0,3840073	0,5952953	0,6877647	0,2192201	0,2587092	0,2018752	0,5806553	0,9342102	0,7729406	0,3004782	0,7345602	0,1882626	0,7851599	0,2840401
1080	0,6638354	0,3558655	0,3490124	0,5629477	0,7068441	0,2092978	0,2520611	0,1799734	0,6317116	0,9943640	0,7484691	0,3065721	0,7146586	0,2017754	0,8101646	0,2911397
1100	0,6169341	0,3646105	0,3194069	0,5803170	0,7483497	0,1908543	0,2529226	0,1857843	0,6012866	1,0045466	0,6869654	0,3279743	0,7685366	0,1729843	0,7999822	0,2663134

0	0,6901887	0,3011659	0,3610637	0,5426894	0,7793742	0,1743977	0,1510436	0,2100146	0,5197872	0,9659991	0,7132291	0,3327858	0,7820050	0,1886105	0,9196860	0,2544122
20	0,7441172	0,2666684	0,3509197	0,5712148	0,7411055	0,5821243	0,3550315	0,3454372	0,6446684	0,9005153	0,8019460	0,2357801	0,8003119	0,2673431	0,8360122	0,2646353
40	0,7549583	0,2833374	0,3420031	0,5466018	0,7004384	0,8306294	0,5153723	0,5057465	0,6866786	0,9158692	0,8148528	0,1543694	0,7805956	0,3050366	0,7249003	0,2953687
60	0,7691814	0,2883203	0,3476220	0,5279681	0,6928453	0,9064265	0,4501592	0,5484921	0,7126700	0,9244495	0,7573600	0,1251915	0,7684396	0,3025835	0,7710470	0,2787745
80	0,8040079	0,2802005	0,3688127	0,5752149	0,6466614	0,9035561	0,5227335	0,6464118	0,7382495	0,9409823	0,7360951	0,1046767	0,7756769	0,3037637	0,7458343	0,2546532
100	0,7942982	0,2761308	0,3435367	0,5548531	0,6258406	0,9048573	0,5185181	0,7096251	0,7522498	0,9462142	0,7233774	0,1041727	0,7882882	0,3225136	0,8085130	0,2569207
120	0,7866113	0,2946408	0,3695419	0,5631693	0,6892650	0,9133727	0,5388265	0,7438950	0,7970029	0,9825060	0,6748144	0,1030498	0,8212223	0,3573130	0,8825304	0,2915479
140	0,7960463	0,2949879	0,3713099	0,5409122	0,6747503	0,8950401	0,5912759	0,8523494	0,7577358	1,0096667	0,8047278	0,0900596	0,8011622	0,3536147	0,9236064	0,2443385
160	0,8098786	0,2950600	0,4007525	0,5606372	0,7208767	0,9796298	0,5678164	0,8729216	0,7392016	0,9571680	0,7174025	0,0608670	0,7881916	0,3088626	0,9390777	0,2432200
180	0,8473832	0,3376649	0,3390592	0,5802224	0,6966753	0,9567404	0,5787806	0,8151646	0,7729299	0,9281839	0,6785477	0,0446695	0,7523810	0,3376764	0,8816787	0,2668738
200	0,7535892	0,3164407	0,3397843	0,5512037	0,6444169	0,9651613	0,5684823	0,8335612	0,7747452	0,9247036	0,6721669	0,0609829	0,7035704	0,3548491	0,8108672	0,2545782
220	0,7979359	0,2964912	0,3683449	0,5318932	0,6343268	0,8668135	0,5819426	0,8593836	0,8316328	0,9206534	0,7262539	0,0651662	0,6830940	0,3594647	0,7731736	0,2259556
240	0,7984070	0,3129368	0,3431259	0,5467009	0,6666902	0,8803627	0,5638864	0,8206779	0,8075099	0,9200244	0,7787006	0,0592628	0,7264011	0,3330270	0,8616461	0,2506183
260	0,8250996	0,2886834	0,3234229	0,5491368	0,6719917	0,9790750	0,5910599	0,8395603	0,7360770	0,9035908	0,7929358	0,0643286	0,6988175	0,3350265	0,8222998	0,2252561
280	0,7972420	0,2198523	0,3632485	0,5560880	0,6864564	0,9445335	0,5948105	0,8744907	0,7573354	0,9514977	0,7529501	0,1046449	0,7660674	0,3241861	0,8656872	0,1996389
300	0,8648534	0,2560390	0,3557659	0,5350096	0,6401531	0,8553008	0,6246246	0,8561202	0,7874332	0,8994294	0,8241241	0,0983491	0,7339842	0,3620694	0,8860887	0,2097884
320	0,9370701	0,2805808	0,3497697	0,5587802	0,7460485	0,9777246	0,6663342	0,8845248	0,8141388	0,9352690	0,7491683	0,0937817	0,8061753	0,3611664	0,8671296	0,2235152
340	0,9379082	0,2648988	0,3316749	0,5250540	0,7217102	0,8720744	0,6745756	0,9199509	0,7773447	0,9217295	0,6868475	0,0892460	0,7302804	0,4103584	0,8379995	0,2245031
360	0,9069042	0,2714495	0,3410705	0,5189580	0,7014611	0,9807504	0,6496296	0,8542366	0,8335923	0,8850344	0,7277800	0,0805192	0,7042373	0,3783670	0,8364127	0,2423638
380	0,9098063	0,2451284	0,3452967	0,5376647	0,6755800	0,9992776	0,6180657	0,9025337	0,8353224	0,9871761	0,7356693	0,0770073	0,7410005	0,3556377	0,8397309	0,2485565
400	0,8384101	0,2332727	0,3285746	0,5381117	0,6590795	1,0376515	0,6123894	0,8673467	0,8737504	0,9497755	0,6827751	0,0644764	0,7620959	0,3597509	0,8220640	0,2369579
420	0,7663567	0,2354886	0,3740965	0,5445505	0,7378916	1,0703430	0,5402444	0,8834303	0,8065374	0,9711773	0,7505726	0,0618467	0,7348904	0,3757314	0,8851708	0,2312600
440	0,7210027	0,2430512	0,3534336	0,5455659	0,7175268	1,0530440	0,5540321	0,8862197	0,7631870	0,8990790	0,7053542	0,0652075	0,7617326	0,3882731	0,8528839	0,2561932
460	0,7014547	0,2285392	0,3304704	0,5049235	0,6345139	0,9629866	0,5513309	0,8797160	0,8094270	0,8773378	0,7146346	0,0559396	0,7472815	0,3541166	0,8812132	0,2388016
480	0,6863037	0,2090474	0,4114752	0,4670183	0,6066622	0,9735988	0,5477074	0,8086310	0,8404080	0,8960706	0,7266100	0,0793241	0,8099011	0,3705681	0,8862381	0,2166115
500	0,7433943	0,2623499	0,3601168	0,5223615	0,6147634	0,9295114	0,5771067	0,8127398	0,7792521	0,8527534	0,6980538	0,0743449	0,7919003	0,3749836	0,9341804	0,1985440
520	0,7569308	0,2713452	0,3287887	0,5088928	0,6553222	0,9044551	0,6132135	0,8654590	0,7770998	0,9375949	0,6771198	0,0727329	0,7758996	0,3875343	0,8676570	0,2266895
540	0,7643415	0,2534470	0,3383676	0,4793888	0,6601495	0,8608599	0,6477351	0,8825416	0,7914973	0,8902513	0,6942968	0,0879533	0,7668186	0,3617317	0,8376897	0,2273306
560	0,7795611	0,2518994	0,3795235	0,4859092	0,6849615	0,9211691	0,6191245	0,8734236	0,7706105	0,9104891	0,7309234	0,0916512	0,7254453	0,3661360	0,7446253	0,2306491
580	0,7163183	0,2965748	0,3447546	0,4727581	0,7005051	0,5271372	0,4395358	0,6116517	0,6865870	0,9832687	0,7630763	0,1754142	0,6559276	0,2880929	0,7929438	0,2572293
600	0,6843828	0,3680791	0,3281126	0,4779028	0,7302118	0,3418109	0,3684550	0,4607775	0,6215749	0,9837231	0,7516530	0,2529904	0,7222575	0,2410442	0,8785087	0,2788356
620	0,7503875	0,3647013	0,3520257	0,4807411	0,7002464	0,2474765	0,2972852	0,3208273	0,5746672	1,0141662	0,7351346	0,2983105	0,7585370	0,2157815	0,8390392	0,2796179
640	0,7384827	0,3460436	0,3400087	0,4740252	0,6902679	0,2359716	0,2295849	0,2451139	0,5562728	0,9419212	0,7197662	0,3169391	0,7730393	0,1821816	0,8660460	0,2769161
660	0,7177820	0,3366260	0,3467001	0,5055444	0,6896575	0,2429895	0,2382392	0,2156213	0,5209066	1,0063250	0,7639149	0,3454444	0,8039877	0,1599797	0,8931493	0,2795331
680	0,7111633	0,3712544	0,4014823	0,4720383	0,6231774	0,1999754	0,2309487	0,1835603	0,5363538	0,9652589	0,7393526	0,3518502	0,7969774	0,1622295	0,8769314	0,2749959
700	0,7220083	0,3396869	0,3882602	0,5055166	0,5787064	0,2000195	0,2122638	0,1641694	0,5501353	0,9182836	0,7114848	0,3158896	0,8178580	0,1523851	0,8650580	0,2565091
720	0,6993027	0,3121052	0,3853616	0,5459123	0,6181905	0,2218426	0,1686394	0,1704013	0,5866733	0,8709325	0,7440174	0,2869217	0,7212997	0,1682527	0,8607343	0,2467246
740	0,7043351	0,3072057	0,3917621	0,5393493	0,6931836	0,2157065	0,2176119	0,1934492	0,5317556	0,8673853	0,7447513	0,3178877	0,7423688	0,1588733	0,8187496	0,2667070
760	0,7478199	0,3174412	0,3452694	0,5579423	0,7372584	0,2352512	0,2416526	0,2178719	0,6057082	0,8828335	0,7537506	0,3315448	0,6973506	0,2054193	0,8197279	0,2958941
780	0,7464929	0,3021592	0,3397834	0,5136952	0,6900394	0,2230963	0,2385223	0,1999278	0,5791082	0,9241682	0,8257730	0,3334614	0,6860751	0,2069524	0,8423404	0,2876434
800	0,7492868	0,3466166	0,3323284	0,5328067	0,6987391	0,2385049	0,2391546	0,1675641	0,5890399	0,9166802	0,7777254	0,3496867	0,7302953	0,1813127	0,8629732	0,2796885
820	0,7545966	0,4207737	0,3283242	0,6188534	0,7080999	0,2318722	0,2709672	0,1698277	0,5921161	0,9220175	0,8019785	0,2868690	0,7398328	0,2206285	0,7808827	0,3089190
840	0,7564081	0,4191220	0,2657716	0,6358748	0,7125345	0,2621826	0,2928099	0,2076710	0,6752363	0,9094649	0,8186997	0,2638506	0,6903160	0,1936049	0,7405467	0,2731019
860	0,7345470	0,4051323	0,3290783	0,6388063	0,6589418	0,2555314	0,2950743	0,2002696	0,5854702	0,9246440	0,7497468	0,2758205	0,7455804	0,1748203	0,7812787	0,2829734
880	0,6674560	0,3419245	0,3190752	0,6734972	0,6684207	0,2019058	0,2842899	0,1725121	0,6017045	0,9184069	0,7478360	0,3290742	0,7533417	0,1910552	0,8765201	0,3178806
900	0,6251253	0,3643075	0,3143302	0,6386978	0,7398283	0,2058076	0,2813389	0,1975695	0,5922202	0,9381877	0,7133249	0,2974764	0,7442611	0,1750283	0,9947917	0,3037038
920	0,6402144	0,3730915	0,3708718	0,6453171	0,7042122	0,2158977	0,2552483	0,1995292	0,6244472	0,9125464	0,7001469	0,2848824	0,6976006	0,1657392	0,8767101	0,3008594
940	0,6741153	0,3788147	0,3286777	0,6460775	0,6740300	0,2608606	0,2273998	0,1881389	0,6689381	0,9480838	0,7660472	0,2909315	0,6960945	0,2153287	0,8402931	0,2860364
960	0,6698611	0,3799414	0,3157565	0,6427123	0,6347293	0,2817623	0,2473882	0,2020806	0,5903210	0,9428346	0,7439565	0,3010955	0,7163377	0,2292127	0,8611927	0,2655098
