"Time"	norR	nsrR	dsdC	feaR	fhlA	feaB	hypA	hycE	hycF	hycD	hypB	hycG	hypE	hycH	hypD	hycB
480	0,0007211	0,4579613	0,4011319	0,1876271	0,1886681	0,2498013	0,0224864	0,0199345	0,2695558	0,3836667	0,3557947	0,6737804	0,0067023	0,0741984	0,4264023	0,6743320
500	0,0005471	0,4356608	0,4458936	0,2047802	0,2247111	0,4393521	0,0382708	0,0226305	0,2572702	0,3518087	0,3156797	0,6046652	0,0062229	0,1134133	0,5096256	0,6227288
520	0,0010072	0,4507071	0,4183151	0,1839025	0,1189616	0,3375689	0,0323847	0,0228197	0,2637370	0,4132963	0,2605707	0,6761756	0,0149903	0,0446307	0,4250811	0,7818947
540	0,0003769	0,4597845	0,5185835	0,2406687	0,1197217	0,4012856	0,0217643	0,0359199	0,2920250	0,3652693	0,3767765	0,8150152	0,0140866	0,0317110	0,4173377	0,7534559
560	0,0012020	0,4297921	0,4691465	0,1618174	0,2312348	0,3447219	0,0031555	0,0254011	0,2776138	0,3190649	0,2654858	0,7468585	0,0162932	0,0482986	0,3715883	0,7964433
580	0,0387142	0,5287365	0,4164108	0,1957190	0,1513830	0,2422673	0,0103329	0,0166550	0,2855199	0,3643989	0,3637488	0,6093641	0,0336838	0,0387857	0,4262715	0,6646111
600	0,1645696	0,5994365	0,4667591	0,2331396	0,1597139	0,2625276	0,0091063	0,0192942	0,3176956	0,4328779	0,3010015	0,6457785	0,0130959	0,0294365	0,3241274	0,7620505
620	0,1439950	0,6651744	0,3880911	0,2223301	0,1136786	0,2595184	0,0120427	0,0228984	0,2974243	0,4233007	0,3577180	0,6631119	0,0161727	0,0627145	0,2994895	0,6109384
640	0,1521637	0,5948485	0,3231863	0,2452369	0,1193860	0,3107226	0,0078231	0,0306984	0,2924861	0,3818674	0,3738498	0,5606837	0,0173449	0,0452165	0,3261134	0,6470599
660	0,1620710	0,5620506	0,2789322	0,2056462	0,0770687	0,3896386	0,0035863	0,0460673	0,2225827	0,3238099	0,2742526	0,6075541	0,0200173	0,0391776	0,3295227	0,6928022
680	0,1919062	0,6225157	0,4374204	0,2641938	0,0408236	0,3748266	0,0095539	0,0144078	0,2084759	0,2525296	0,2746571	0,5054547	0,0384468	0,0192496	0,3248607	0,7091573
700	0,1303999	0,6576299	0,3293919	0,2785766	0,0367744	0,3545609	0,0149287	0,0298435	0,2337419	0,3740826	0,1685669	0,5383528	0,0129257	0,0151049	0,2818846	0,5882267
720	0,1701524	0,7465949	0,3737371	0,3552183	0,0252396	0,3713485	0,0217181	0,0189850	0,1959973	0,3038505	0,1597671	0,4879090	0,0144770	0,0126183	0,1660821	0,5505220
740	0,1174429	0,7960318	0,3618978	0,3152673	0,0582271	0,4409189	0,0265417	0,0183382	0,1673540	0,3563837	0,1648184	0,3741955	0,0061793	0,0044678	0,2624256	0,4815281
760	0,1623452	0,9274529	0,2831176	0,2888058	0,0482906	0,3971878	0,0167171	0,0457743	0,1104024	0,3474858	0,1111697	0,3892832	0,0246754	0,0007511	0,2057725	0,4267715
780	0,1463549	0,8423998	0,2788408	0,3007144	0,0315557	0,4691348	0,0092821	0,0336867	0,1240442	0,3120885	0,1075228	0,4469013	0,0122789	0,0021389	0,1868803	0,4551962
800	0,1437855	0,7189812	0,3125492	0,2604077	0,0223706	0,4046550	0,0110333	0,0446284	0,1010215	0,2882331	0,0977496	0,3699168	0,0195761	0,0010105	0,1224686	0,3109690
820	0,1871514	0,6187698	0,3105566	0,2917991	0,0131657	0,4078526	0,0053396	0,0130433	0,0570582	0,3229931	0,0607775	0,3987502	0,0195093	0,0021031	0,1476163	0,3815238
840	0,1901557	0,6381542	0,3261802	0,2665264	0,0261578	0,3675685	0,0133701	0,0120977	0,0580905	0,3276191	0,0855292	0,3139380	0,0144159	0,0072906	0,0996131	0,2744264
860	0,2089338	0,9581972	0,3167068	0,3460926	0,0170391	0,3581743	0,0230948	0,0396368	0,0595054	0,3634036	0,0912796	0,2507893	0,0407637	0,0043427	0,0965192	0,1622233
880	0,1343628	0,7906066	0,2855028	0,2580472	0,0089439	0,3501316	0,0145367	0,0508194	0,0829912	0,2764476	0,0764894	0,2434351	0,0226725	0,0034620	0,1004998	0,1617647
900	0,1482422	0,6623048	0,4100605	0,2324089	0,0034976	0,4193103	0,0102102	0,0347866	0,0638538	0,2508552	0,0617801	0,2605678	0,0392315	0,0004491	0,0465987	0,1627597
920	0,1161487	0,6632384	0,3226452	0,1685709	0,0011002	0,4789293	0,0092464	0,0345832	0,0793599	0,3467287	0,0871180	0,1922173	0,0118749	0,0010558	0,0525462	0,1560262
940	0,1895007	0,7750187	0,3443198	0,3020703	0,0009988	0,3521667	0,0179879	0,0249149	0,1049380	0,3183142	0,0989939	0,2080629	0,0139168	0,0000805	0,0173031	0,1476665
960	0,1681770	0,6119817	0,4233156	0,2265959	0,0024140	0,3596338	0,0083488	0,0207045	0,0932383	0,2770349	0,0884848	0,1845109	0,0054529	0,0001598	0,0170089	0,1091855
980	0,1935755	0,8583654	0,2761175	0,2840124	0,0017146	0,2660154	0,0060333	0,0233407	0,0613662	0,2962573	0,1004245	0,2065701	0,0031157	0,0007061	0,0237488	0,0913666
1000	0,1796180	0,8348152	0,3897001	0,3228586	0,0041259	0,3459116	0,0165634	0,0248879	0,0398934	0,3271809	0,0833293	0,2357902	0,0079322	0,0000000	0,0132712	0,0678847
1020	0,1927385	0,6506750	0,3249478	0,2618102	0,0021558	0,3738583	0,0048625	0,0166716	0,0324727	0,3299852	0,1080388	0,2218956	0,0085292	0,0043456	0,0110734	0,0812371
1040	0,1844083	0,6566039	0,2977953	0,2908370	0,0075689	0,4370628	0,0128750	0,0283940	0,0423355	0,3414320	0,1168799	0,2304046	0,0108476	0,0007753	0,0067822	0,0503323
1060	0,1906102	0,6411911	0,3439329	0,3560599	0,0069310	0,4541373	0,0103267	0,0064426	0,0588917	0,2704545	0,1390813	0,2881686	0,0158892	0,0030653	0,0196611	0,0471239
1080	0,1502145	0,7244116	0,3554175	0,2578968	0,0045247	0,3370262	0,0039002	0,0160450	0,1356435	0,2624279	0,0876499	0,2544050	0,0102594	0,0027194	0,0319411	0,1173592
1100	0,2096691	0,7067945	0,3061769	0,3742155	0,0022279	0,2713790	0,0099155	0,0323302	0,0578424	0,3098554	0,1175057	0,2278927	0,0108504	0,0002803	0,0145615	0,0600750

0	0,2196731	0,7936447	0,3097720	0,3388596	0,0008238	0,3557396	0,0209932	0,0423816	0,0911452	0,3792692	0,1377936	0,3358440	0,0269433	0,0006059	0,0090901	0,0804906
20	0,1172115	0,6668751	0,3295820	0,2582639	0,0000589	0,3468263	0,0336790	0,0328966	0,0899672	0,2954854	0,0996519	0,2448076	0,0076605	0,0108082	0,0184574	0,0814174
40	0,0607390	0,5211868	0,2963474	0,1919352	0,0001220	0,3866852	0,0756485	0,0372831	0,0731496	0,2551022	0,1658288	0,1803936	0,0138536	0,0156475	0,0055252	0,1070785
60	0,0558082	0,5565987	0,2583256	0,1956873	0,0025598	0,4160902	0,1205399	0,0416257	0,0607465	0,1551448	0,1177655	0,2123760	0,0076587	0,0316044	0,0057664	0,0891561
80	0,0345350	0,7658631	0,3952558	0,2244272	0,0036422	0,4498958	0,1241233	0,0635464	0,0898139	0,1024638	0,1042477	0,2077077	0,0195681	0,0278676	0,0031665	0,0400310
100	0,0204788	0,6827247	0,3443020	0,2326252	0,0017447	0,4091326	0,1614708	0,0195494	0,0741780	0,0791534	0,0672390	0,2201744	0,0161087	0,0427431	0,0159622	0,0775063
120	0,0160541	0,8129664	0,2966221	0,2913467	0,0029890	0,3643617	0,1556824	0,0192307	0,0617367	0,1026002	0,0806212	0,3015005	0,0069332	0,0570700	0,0142981	0,0522724
140	0,0060967	0,7751866	0,2538453	0,2049909	0,0063704	0,3048191	0,2475204	0,0298100	0,0706902	0,0611910	0,1326040	0,1838027	0,0171842	0,0617789	0,0221404	0,1090417
160	0,0039411	0,7457019	0,3177244	0,1720707	0,0033535	0,3547205	0,2714760	0,0633372	0,0372013	0,0137558	0,0890484	0,2440462	0,0154480	0,0844364	0,0112981	0,0878511
180	0,0061460	0,7573226	0,3878870	0,2735635	0,0014303	0,4253899	0,2609808	0,0241383	0,0568122	0,0152435	0,1232860	0,1571120	0,0153285	0,0857880	0,0193710	0,0402291
200	0,0135314	0,5657269	0,3762516	0,2763687	0,0023308	0,4056890	0,2580396	0,0634066	0,0584761	0,0279814	0,0858460	0,1636802	0,0214669	0,0835852	0,0051465	0,0622982
220	0,0054889	0,6158983	0,3362701	0,3120183	0,0016047	0,2816029	0,2397608	0,0219848	0,1064563	0,0222966	0,0916199	0,1736145	0,0102133	0,1268034	0,0173565	0,1242344
240	0,0004593	0,7289681	0,3120958	0,2325646	0,0008420	0,3639073	0,2750200	0,0254658	0,0904455	0,0347291	0,1276163	0,1875251	0,0122807	0,1046525	0,0093112	0,0828996
260	0,0023500	0,7442993	0,2826875	0,3302588	0,0006144	0,3634537	0,2751107	0,0629063	0,0801359	0,0338375	0,1189068	0,2261798	0,0108666	0,0950552	0,0035614	0,0579667
280	0,0021456	0,8315915	0,2703934	0,2632967	0,0007790	0,3220793	0,2367914	0,0171390	0,1205247	0,0277334	0,0691215	0,1697284	0,0083224	0,0780162	0,0036369	0,0816929
300	0,0038196	0,7447622	0,2907699	0,3192328	0,0000805	0,3936018	0,2612384	0,0171557	0,0732157	0,0280564	0,0761284	0,1822530	0,0067644	0,0758088	0,0022121	0,0783879
320	0,0005875	0,6479741	0,2939647	0,1699036	0,0000267	0,3339475	0,1959180	0,0230715	0,0836901	0,0242014	0,0904709	0,1519194	0,0035222	0,0957984	0,0123998	0,0568990
340	0,0009341	0,6950810	0,3149031	0,2420247	0,0000000	0,3253759	0,2007376	0,0203522	0,0860206	0,0497857	0,0674170	0,1583569	0,0097868	0,1074455	0,0172010	0,0991458
360	0,0012781	0,6779887	0,2794165	0,2423678	0,0057093	0,3732679	0,2333719	0,0243199	0,0715610	0,0505113	0,0657863	0,1803308	0,0104831	0,0873835	0,0063746	0,0841638
380	0,0017069	0,6825802	0,3034144	0,2558721	0,0010632	0,4354326	0,2187060	0,0164815	0,0751562	0,0414276	0,0853438	0,2740924	0,0175748	0,0942822	0,0069711	0,0959261
400	0,0030959	0,7444265	0,4216245	0,2252808	0,0019681	0,4762451	0,2813552	0,0307965	0,0774702	0,0295472	0,0610611	0,1766743	0,0082389	0,0963880	0,0079235	0,1173170
420	0,0048284	0,7723728	0,2844188	0,2376522	0,0005877	0,4009426	0,2050958	0,0146968	0,0582721	0,0455135	0,0688140	0,1720650	0,0265395	0,0922054	0,0109883	0,1116493
440	0,0045105	0,7814003	0,2671767	0,2861403	0,0007125	0,3300285	0,1919210	0,0330417	0,0815383	0,0341823	0,1021203	0,2426304	0,0123631	0,0933940	0,0160289	0,0610895
460	0,0131059	0,7178961	0,2157347	0,2677643	0,0003746	0,2294488	0,2469836	0,0228923	0,0330796	0,0210897	0,0766545	0,1846135	0,0198392	0,0808174	0,0203122	0,0531308
480	0,0119229	0,6789615	0,2857383	0,2709850	0,0002220	0,3777916	0,3014044	0,0146809	0,0276604	0,0194066	0,0808344	0,1480659	0,0142726	0,0838029	0,0210017	0,0976104
500	0,0050051	0,6335014	0,3828169	0,3146021	0,0000460	0,3209727	0,1966154	0,0327314	0,0568557	0,0289834	0,1232614	0,1388976	0,0226904	0,0651617	0,0101548	0,0530081
520	0,0034431	0,7442884	0,4272228	0,3501499	0,0002523	0,4088192	0,2321166	0,0301774	0,0512300	0,0304230	0,0919348	0,1796465	0,0154714	0,0782418	0,0144700	0,0706976
540	0,0049309	0,7044486	0,4134178	0,1804618	0,0006280	0,4750076	0,1981123	0,0390580	0,0436409	0,0170053	0,0969438	0,1632164	0,0291377	0,0713102	0,0162529	0,0592147
560	0,0039414	0,6555860	0,3147707	0,3660058	0,0005704	0,4054846	0,1879788	0,0279506	0,0610684	0,0256369	0,1531702	0,1988856	0,0058564	0,0858763	0,0212172	0,0792585
580	0,0369372	0,7043956	0,3147920	0,2271647	0,0022494	0,3919168	0,1778934	0,0178896	0,0432991	0,0624018	0,1464818	0,2136372	0,0120391	0,1039729	0,0193230	0,0650516
600	0,0939532	0,7478751	0,2965817	0,2187186	0,0000260	0,4172905	0,1576091	0,0242060	0,0733853	0,1447077	0,0853384	0,1857539	0,0092193	0,0512370	0,0246064	0,0515654
620	0,0926518	0,6227815	0,3660287	0,2215808	0,0009636	0,3541010	0,1266414	0,0207390	0,0626177	0,2775712	0,0993901	0,2383713	0,0074619	0,0351210	0,0587092	0,0986615
640	0,0971098	0,5116872	0,3502395	0,1987466	0,0035498	0,3993738	0,0465650	0,0265000	0,0513869	0,1943987	0,1100319	0,1689247	0,0071359	0,0356719	0,0140943	0,0800120
660	0,1449500	0,7116015	0,3297217	0,2045260	0,0036099	0,2509796	0,0554501	0,0547575	0,0550444	0,3028483	0,0953623	0,2068193	0,0076406	0,0277569	0,0132073	0,0575056
680	0,1629074	0,6855425	0,2551372	0,2268173	0,0006898	0,3021379	0,0284623	0,0180088	0,0533331	0,3648037	0,1355942	0,2600712	0,0120146	0,0215197	0,0263894	0,1230224
700	0,1665486	0,6794975	0,2033147	0,3341074	0,0039296	0,3096303	0,0269191	0,0798610	0,1038441	0,3991329	0,1110248	0,2237096	0,0056797	0,0212712	0,0067686	0,0565720
720	0,1867079	0,6595307	0,4340129	0,2808015	0,0043487	0,3337770	0,0234443	0,0521949	0,0898045	0,4135083	0,0831508	0,2324409	0,0112978	0,0049176	0,0100911	0,0793625
740	0,1789686	0,7476674	0,3383987	0,2622661	0,0018397	0,4116878	0,0196196	0,0394432	0,0662268	0,2969701	0,0882197	0,2274625	0,0046305	0,0017984	0,0173492	0,0451352
760	0,1474158	0,7792038	0,3896462	0,2819459	0,0000841	0,4805883	0,0181220	0,0293112	0,0706232	0,3336901	0,0662116	0,2767598	0,0047663	0,0000904	0,0085920	0,0688050
780	0,1859584	0,6974298	0,4520445	0,1756608	0,0010533	0,3349856	0,0072461	0,0248719	0,0852069	0,3472809	0,0763148	0,1924652	0,0072628	0,0003860	0,0137440	0,0832001
800	0,2064601	0,7291486	0,2822646	0,2296680	0,0009962	0,3979206	0,0146429	0,0074451	0,0871428	0,2960678	0,0922620	0,1956383	0,0212190	0,0015886	0,0161000	0,0744393
820	0,1894182	0,6555530	0,3541315	0,2529014	0,0017662	0,3815151	0,0267907	0,0235754	0,0619467	0,3116837	0,0600048	0,2352113	0,0063306	0,0000638	0,0134072	0,0486516
840	0,1566457	0,6400753	0,3832976	0,2384322	0,0008382	0,3819299	0,0171828	0,0290709	0,0893455	0,2468382	0,0917463	0,2755651	0,0277877	0,0000494	0,0048929	0,0456162
860	0,2195863	0,5302473	0,2957824	0,2325581	0,0051946	0,3931682	0,0062820	0,0169115	0,1433800	0,2932664	0,0953812	0,1753907	0,0247371	0,0026475	0,0448258	0,0439767
880	0,1554275	0,7236477	0,3026053	0,2541254	0,0002762	0,3070992	0,0116734	0,0546298	0,0915378	0,3178877	0,0540440	0,2326368	0,0067100	0,0026433	0,0127150	0,0575412
900	0,1871883	0,7009586	0,3020355	0,2724965	0,0039580	0,2593654	0,0116542	0,0206449	0,0649615	0,3147552	0,1076643	0,2224066	0,0191792	0,0001547	0,0121100	0,0477913
920	0,2037827	0,5960853	0,2814934	0,2790080	0,0010322	0,3480229	0,0083552	0,0124759	0,0646397	0,3723745	0,0801054	0,2470486	0,0083323	0,0004774	0,0132141	0,0799642
940	0,2236773	0,6466605	0,3453257	0,1616035	0,0000000	0,3704177	0,0085053	0,0305503	0,1026107	0,3342432	0,0742793	0,2261443	0,0130346	0,0010183	0,0309792	0,0550017
960	0,1749221	0,6735432	0,3324644	0,2741263	0,0001726	0,3366618	0,0098504	0,0272662	0,0418409	0,4253434	0,0913349	0,2432221	0,0101179	0,0000707	0,0139451	0,0711073
980	0,2169885	0,7591536	0,3328986	0,2149585	0,0002740	0,3903065	0,0227168	0,0314223	0,0998986	0,3997628	0,1219166	0,1850220	0,0081566	0,0003966	0,0089539	0,0696031
1000	0,1814517	0,7324359	0,3390483	0,2195231	0,0006309	0,2642347	0,0157966	0,0292197	0,0866609	0,4115682	0,1361109	0,2061285	0,0097712	0,0033555	0,0129849	0,0554011
1020	0,1585968	0,7250473	0,4054931	0,2647178	0,0004772	0,4650278	0,0089705	0,0478349	0,0520352	0,3684735	0,0911244	0,2501463	0,0069986	0,0026762	0,0305065	0,0851101
1040	0,1643349	0,7613866	0,3085799	0,3144741	0,0002280	0,4344471	0,0132997	0,0156111	0,0396775	0,3414394	0,1082852	0,1860684	0,0283043	0,0009752	0,0151256	0,1016314
1060	0,1712847	0,6172433	0,3196049	0,3348266	0,0000000	0,3654734	0,0442075	0,0297016	0,0981154	0,2281964	0,1439524	0,3176404	0,0365970	0,0002543	0,0097786	0,0798378
1080	0,1590126	0,6466165	0,3789427	0,2868895	0,0001740	0,3508238	0,0137604	0,0292768	0,0557064	0,3350374	0,1064597	0,2137673	0,0162347	0,0008733	0,0123854	0,1111650
1100	0,1488493	0,6458714	0,2871280	0,3178878	0,0002800	0,4441614	0,0129536	0,0362073	0,0734175	0,2822018	0,1244387	0,1697664	0,0265435	0,0009965	0,0159156	0,0723312

0	0,1730562	0,7722910	0,3215505	0,2523910	0,0001305	0,3046700	0,0203411	0,0254431	0,0734486	0,3425302	0,1744342	0,3064192	0,0125098	0,0001074	0,0188549	0,0690141
20	0,1547141	0,6436563	0,2831924	0,2943572	0,0212092	0,3727065	0,0107704	0,0262122	0,1049679	0,3593208	0,1196308	0,3199395	0,0351395	0,0306600	0,0086705	0,0639428
40	0,1790471	0,6236167	0,2775242	0,2665359	0,0473132	0,3247783	0,0076848	0,0389647	0,0824163	0,2868944	0,1240315	0,1861299	0,0989058	0,1252521	0,0066071	0,0575476
60	0,2359686	0,9408090	0,2705123	0,2582830	0,0731848	0,2713891	0,0301624	0,0323137	0,1044885	0,1915163	0,1312072	0,1711944	0,0539244	0,2694442	0,0159834	0,0591928
80	0,1425120	0,8125762	0,3238293	0,2465212	0,0731172	0,2953651	0,0194649	0,0384690	0,0741283	0,2487889	0,1634617	0,2322070	0,0858700	0,2542982	0,0550472	0,1285603
100	0,1473384	0,7342463	0,3240704	0,2486265	0,0951060	0,2258366	0,0174402	0,0264085	0,0590160	0,1651865	0,1758168	0,2611390	0,1136362	0,3026047	0,0825295	0,2562170
120	0,2162405	0,8201784	0,3234638	0,3024307	0,1216465	0,2786991	0,0203004	0,0214553	0,1389660	0,2254537	0,1532111	0,3232631	0,0690742	0,3312301	0,1409211	0,3485676
140	0,1545129	0,6088271	0,3205738	0,2870990	0,2027350	0,1693445	0,0359573	0,0114544	0,1670810	0,2838942	0,1718940	0,3314597	0,0771126	0,1870682	0,0823390	0,2775724
160	0,1200254	0,6675455	0,3244796	0,2446258	0,1456113	0,2202333	0,0370967	0,0140209	0,0961233	0,1716292	0,2726900	0,3850238	0,0807378	0,3141462	0,1659911	0,3117589
180	0,1380606	0,6762735	0,2955153	0,2488446	0,1608042	0,2017505	0,0149916	0,0432922	0,1200672	0,2175579	0,3140084	0,4450146	0,1152986	0,3043117	0,1417310	0,3466558
200	0,1500315	0,6204658	0,2912451	0,2663309	0,1509453	0,2003164	0,0069130	0,0472536	0,2046723	0,1725079	0,2321812	0,4223200	0,1256910	0,3600018	0,1840567	0,3353554
220	0,1405218	0,7548272	0,3090525	0,2316489	0,2104005	0,2123987	0,0064310	0,0232853	0,2043303	0,1176274	0,2433323	0,5170096	0,1414457	0,3384720	0,1866978	0,4551015
240	0,1352007	0,7272808	0,3438343	0,3239212	0,2703867	0,2550791	0,0171468	0,0323238	0,1921894	0,0822357	0,2622718	0,4903491	0,1223750	0,3238798	0,1499702	0,5308710
260	0,1605719	0,8317511	0,2736685	0,2081400	0,1917858	0,2187983	0,0243004	0,0355177	0,1670631	0,1375970	0,2447417	0,4744422	0,1432244	0,3869171	0,1619978	0,5420458
280	0,1950053	0,9136627	0,3201578	0,2353883	0,1735237	0,1528359	0,0325012	0,0141130	0,1628000	0,1977631	0,3298379	0,5459651	0,1218243	0,3136066	0,1840716	0,5789759
300	0,1622754	0,7169162	0,3361243	0,2088886	0,1626991	0,2950515	0,0341893	0,0161419	0,1743702	0,1483155	0,2766518	0,6153968	0,1697678	0,2939714	0,1806790	0,5015559
320	0,1463935	0,7084027	0,2733301	0,2452260	0,2397704	0,2106456	0,0510567	0,0214006	0,1993305	0,2468204	0,3072409	0,5167653	0,1778192	0,3542022	0,1952821	0,4750891
340	0,1554950	0,9426913	0,3887338	0,2307193	0,2269967	0,2043117	0,0274767	0,0236540	0,2431638	0,1926928	0,3200878	0,4545300	0,1987254	0,4455057	0,1662222	0,4952249
360	0,1341142	0,6969541	0,2729138	0,3107597	0,2490356	0,2355846	0,0313247	0,0090661	0,2336811	0,2156816	0,2757664	0,5073920	0,1319990	0,4132359	0,2497569	0,5441020
380	0,1541506	0,6554192	0,2533939	0,2356005	0,2528568	0,2104894	0,0219859	0,0317706	0,2335557	0,1720320	0,3672153	0,5880689	0,1123252	0,4348958	0,2413869	0,5203807
400	0,1572619	0,9143745	0,3712356	0,3171515	0,2199984	0,1465075	0,0338904	0,0213945	0,1822512	0,2098607	0,3614997	0,6641713	0,1362825	0,4051897	0,1567745	0,6252365
420	0,1566786	0,7150444	0,3221657	0,2555009	0,1811944	0,1708269	0,0231534	0,0277151	0,2952894	0,1752793	0,4775297	0,5629236	0,0905253	0,4497014	0,2075698	0,5711470
440	0,1662080	0,6316057	0,2856804	0,2703549	0,2348156	0,1924337	0,0293811	0,0339010	0,2989458	0,1436736	0,2509392	0,5843357	0,2015790	0,5422378	0,1951739	0,6794134
460	0,1229940	0,7888730	0,3369143	0,2197173	0,2370071	0,2070646	0,0218809	0,0154984	0,2340205	0,1549379	0,3120055	0,5504713	0,1893932	0,5286045	0,2425382	0,5214241
480	0,1070906	0,8351699	0,3165857	0,2828330	0,2642683	0,2969434	0,0214760	0,0137615	0,1639403	0,1523427	0,3902392	0,5910793	0,1938091	0,4445106	0,2573433	0,6493375
500	0,1448336	0,6876785	0,3155466	0,3168256	0,2057319	0,2693230	0,0264946	0,0261052	0,2207466	0,1809006	0,3605522	0,5197700	0,1787852	0,4085749	0,2125765	0,5645700
520	0,2210513	0,6318098	0,4286512	0,2626875	0,2058590	0,2123708	0,0333815	0,0101114	0,2862556	0,1336387	0,4312495	0,5525459	0,2226927	0,4841644	0,2704150	0,5866935
540	0,1454064	0,7036710	0,3826670	0,2908461	0,2095740	0,2026167	0,0149890	0,0040748	0,1796721	0,1308121	0,4132941	0,5284026	0,1647813	0,4318418	0,2182320	0,6006943
560	0,1690376	0,5090909	0,3604070	0,2053067	0,2418077	0,2061672	0,0211949	0,0137330	0,2267687	0,1534525	0,5470793	0,5638113	0,1930426	0,4409883	0,2689843	0,5494224
580	0,1854084	0,6539474	0,3161065	0,2941613	0,2306904	0,3364451	0,0223918	0,0293389	0,2104013	0,1432657	0,4182599	0,4797340	0,1276127	0,4053584	0,1940550	0,5911106
600	0,1890958	0,7962879	0,3511871	0,3143415	0,1532041	0,2267638	0,0233257	0,0219200	0,2164429	0,2047303	0,4261193	0,5120983	0,1538673	0,3886646	0,2115247	0,6407534
620	0,2011800	0,7631328	0,2734577	0,2161859	0,0669382	0,2750814	0,0174111	0,0190518	0,2384341	0,1937464	0,4504967	0,6920717	0,1105565	0,2902469	0,2219157	0,5639957
640	0,2076075	0,6169621	0,2923216	0,2557471	0,1205002	0,2917521	0,0395287	0,0300537	0,2087425	0,2785795	0,3171792	0,6077575	0,0949756	0,2609205	0,2242049	0,5845654
660	0,1783178	0,6071842	0,3601781	0,2942500	0,0732472	0,3329822	0,0060724	0,0209037	0,1570783	0,3065964	0,3773799	0,6521099	0,1145993	0,1593246	0,2157687	0,5483795
680	0,1523453	0,5917553	0,3899535	0,2782728	0,1004896	0,3613685	0,0129482	0,0177775	0,1989337	0,2810427	0,2651242	0,6518382	0,0459659	0,1079500	0,1952403	0,5807038
700	0,1752938	0,6787658	0,3345043	0,2962514	0,0499202	0,3496795	0,0023869	0,0295414	0,2728956	0,3584493	0,2271775	0,5204266	0,0319274	0,0990268	0,2119273	0,5279800
720	0,1697743	0,7447049	0,4564006	0,3234864	0,0544990	0,3954750	0,0017402	0,0113860	0,2489890	0,3502291	0,1667234	0,5101120	0,0686888	0,0658384	0,1605892	0,6194711
740	0,1161015	0,7096956	0,4250761	0,3677368	0,0126726	0,4520011	0,0280959	0,0147369	0,2616178	0,3694532	0,1369372	0,4979758	0,0444797	0,0416914	0,1221886	0,5218512
760	0,2063684	0,6037303	0,3370522	0,2301419	0,0182631	0,5283213	0,0089402	0,0112274	0,2193900	0,3659888	0,1479695	0,4855215	0,0070390	0,0554903	0,1599365	0,5667821
780	0,1987611	0,6219504	0,3117347	0,2281709	0,0141437	0,4168964	0,0102212	0,0430925	0,2213786	0,3055860	0,1496532	0,3722963	0,0161052	0,0254569	0,1413203	0,5086514
800	0,1492591	0,8276132	0,3401610	0,3047575	0,0057058	0,5085018	0,0059261	0,0322357	0,2117544	0,2451703	0,1077855	0,3389933	0,0081429	0,0126106	0,0983422	0,3755744
820	0,1548592	0,9779058	0,3015606	0,2232221	0,0054211	0,3587886	0,0025674	0,0242735	0,0897053	0,2663872	0,1021517	0,3191496	0,0073785	0,0051592	0,0769296	0,3454080
840	0,1877049	0,7592475	0,3327781	0,3800642	0,0036854	0,3844058	0,0093352	0,0376246	0,0985500	0,2595254	0,1623059	0,2212454	0,0017402	0,0103358	0,0371759	0,3357350
860	0,1905651	0,7336045	0,3827359	0,3193197	0,0001625	0,3660946	0,0050633	0,0365021	0,0544301	0,2578169	0,1061786	0,2342207	0,0195608	0,0092893	0,0329501	0,2130167
880	0,1672647	0,8800923	0,3431990	0,2932468	0,0035283	0,3480498	0,0159562	0,0290603	0,0517068	0,2860814	0,0773533	0,2788363	0,0067796	0,0068311	0,0297945	0,2592221
900	0,2304299	0,7892710	0,3676057	0,2866262	0,0029317	0,3154054	0,0294854	0,0143383	0,0568201	0,3400503	0,1077542	0,3110193	0,0200701	0,0021661	0,0302044	0,2228216
920	0,1960932	0,7265488	0,3863174	0,2471749	0,0042757	0,3577222	0,0075147	0,0149320	0,0576141	0,2913716	0,0926820	0,2549745	0,0356100	0,0004903	0,0203325	0,1983958
940	0,1121208	0,8091378	0,4270346	0,2252862	0,0020365	0,3978037	0,0033662	0,0246235	0,0507246	0,2874346	0,1071120	0,1940978	0,0087546	0,0006606	0,0675604	0,1179150
960	0,1176440	0,7471121	0,3391523	0,2549411	0,0019133	0,4715993	0,0065528	0,0338611	0,0684162	0,3035421	0,1229516	0,2142741	0,0409077	0,0008478	0,0247644	0,1230476
980	0,1900171	0,9366781	0,2618647	0,2599155	0,0035388	0,4022719	0,0056967	0,0224377	0,0774939	0,2658183	0,0900778	0,2076879	0,0067658	0,0017075	0,0371038	0,0448696
1000	0,1933098	0,7751081	0,2834830	0,2650336	0,0024807	0,3964080	0,0164507	0,0493998	0,0670400	0,3509696	0,1273405	0,2070829	0,0067388	0,0047598	0,0230766	0,0611651
1020	0,1649337	0,6128038	0,2744920	0,2690043	0,0000000	0,4250759	0,0012691	0,0681978	0,0612190	0,3008913	0,1241289	0,2418812	0,0032141	0,0047104	0,0129158	0,0565534
1040	0,1590137	0,6505092	0,3177098	0,2643040	0,0000000	0,3182916	0,0055367	0,0261931	0,0482980	0,2226936	0,1399380	0,1764710	0,0118314	0,0050161	0,0103386	0,0538177
