"Time"	hipA	hipB	ihfB	yeiL	tdcA	tdcF	tdcG	tdcE	tdcC	tdcD	tdcB	hemF	amiA	ibpB	uspB	ecpD
520	0,5180642	0,2076504	0,3210391	0,6487194	0,5460478	0,7725285	0,6664156	0,4185441	0,3658379	0,6125823	0,6090791	0,3693574	0,7126193	0,1514987	0,7407896	0,2507016
540	0,5021506	0,2331065	0,2611926	0,5238222	0,5058927	0,6765219	0,6788448	0,4011246	0,4724490	0,8232450	0,6155991	0,2909503	0,6034880	0,1437589	0,6929423	0,2414146
560	0,4863427	0,1987660	0,2181700	0,7004778	0,5101662	0,6561865	0,6994298	0,3908287	0,4310553	0,8607117	0,6237562	0,2767743	0,5360359	0,1518316	0,5655936	0,2269428
580	0,6382165	0,1458794	0,3863059	0,7238851	0,5611569	0,6629295	0,5849241	0,3655720	0,4067788	0,6652252	0,5307380	0,2579900	0,5878942	0,1961157	0,6527740	0,2104990
600	0,4924896	0,2115192	0,2873300	0,6291262	0,5722496	0,4896686	0,4955469	0,3008457	0,4493039	0,6357428	0,5797108	0,2796499	0,6792445	0,1695052	0,6337318	0,2204270
620	0,4930580	0,2148456	0,2357448	0,5882156	0,4578364	0,3534593	0,5581498	0,2545661	0,4247441	0,7584062	0,4743310	0,3031305	0,5317431	0,1262742	0,5480313	0,2198437
640	0,6706073	0,1376433	0,2749242	0,7017921	0,6040664	0,3317439	0,4836167	0,1915045	0,5269764	0,7118040	0,5857028	0,2580583	0,5540581	0,1150498	0,6183714	0,1582497
660	0,6614599	0,1795680	0,2706322	0,5231635	0,5421199	0,3741218	0,3480262	0,2040856	0,4395106	0,6006646	0,5636706	0,3439924	0,6763444	0,1541448	0,6190855	0,1893602
680	0,6801948	0,2071802	0,2350112	0,5827527	0,4295273	0,1953996	0,3113179	0,2280595	0,4247749	0,6926385	0,7095188	0,3299292	0,5800003	0,1254265	0,6949419	0,1883724
700	0,4716827	0,2320950	0,3366740	0,5262249	0,4892902	0,1927272	0,2297185	0,1465836	0,5327337	0,6614770	0,6629280	0,2297740	0,6541412	0,1770065	0,6141434	0,2684319
720	0,5094834	0,2036220	0,3103275	0,4585241	0,5094524	0,1266649	0,3153754	0,1558471	0,5291317	0,6332898	0,6516799	0,2766483	0,6579610	0,1441527	0,6613825	0,1650802
740	0,4464544	0,2237638	0,2222840	0,3982716	0,4886522	0,1868104	0,2531685	0,1542679	0,5738341	0,7308035	0,7247071	0,2488397	0,4832910	0,1324478	0,8216815	0,1804997
760	0,6121738	0,2258680	0,3283670	0,3715407	0,5290849	0,0932484	0,2075431	0,1001792	0,5103254	0,7513766	0,6285470	0,2642365	0,6586778	0,0898851	0,7071197	0,2531520
780	0,4926309	0,3212554	0,3938881	0,4255747	0,5535514	0,0829815	0,1733544	0,1465603	0,4538603	0,6520949	0,5926353	0,1977708	0,6302608	0,1130647	0,6678819	0,2424438
800	0,5919474	0,3462544	0,2634550	0,5396194	0,5654416	0,1106075	0,2226081	0,2347270	0,5270850	0,7060342	0,6791947	0,2238187	0,6203249	0,0898238	0,6288169	0,2748434
820	0,5823293	0,2453177	0,2242220	0,4302511	0,7614285	0,1416765	0,1496625	0,1693827	0,4861523	0,7241856	0,8164585	0,2203165	0,6445658	0,1062227	0,6111568	0,1932014
840	0,5008482	0,3359024	0,2633879	0,4048806	0,4759609	0,2084916	0,1944131	0,1451892	0,7046769	0,7089660	0,6834311	0,2347467	0,6853699	0,1487599	0,6412441	0,2577260
860	0,4086041	0,2949024	0,2807346	0,4169621	0,6394828	0,1288030	0,1873184	0,1182713	0,4439784	0,7060069	0,5726589	0,3695371	0,5675601	0,1028964	0,7121952	0,2074423
880	0,5215280	0,3821986	0,2426799	0,4494044	0,6614618	0,1552164	0,1837936	0,1627823	0,4612857	0,7557650	0,6294232	0,3063692	0,5605524	0,1781875	0,7482528	0,1940757
900	0,5546382	0,3129207	0,2781272	0,4604081	0,4848891	0,1912822	0,2125968	0,1714013	0,5183983	0,8603965	0,4606264	0,3105681	0,5030023	0,1321223	0,6415300	0,1983778
920	0,6764420	0,3390739	0,3229183	0,3851913	0,6104609	0,1629872	0,1996678	0,1480634	0,4776108	0,7605247	0,5395579	0,3042357	0,6080822	0,1352709	0,6427298	0,1885870
940	0,5003744	0,3172933	0,2724129	0,5049750	0,5508018	0,2174975	0,2841250	0,2336715	0,4129462	0,6739208	0,5803169	0,2984816	0,6044629	0,1564015	0,8015833	0,1916258
960	0,4394377	0,2709576	0,2838058	0,4298992	0,5910644	0,2621902	0,2610183	0,1964300	0,4901688	0,7078918	0,5094948	0,4364853	0,5260342	0,1606401	0,7786472	0,1972276
980	0,4787950	0,3079104	0,2157158	0,5164177	0,5672455	0,2735179	0,2618642	0,1859437	0,5294793	0,7222943	0,6181893	0,3316993	0,5371672	0,1356629	0,7064053	0,1790804
1000	0,4772873	0,2128063	0,2445320	0,4873426	0,6651877	0,2530678	0,2329605	0,1612012	0,4616236	0,7326666	0,5526503	0,3268378	0,5902732	0,1725221	0,7579036	0,1407830
1020	0,5666251	0,2122186	0,2194488	0,4283177	0,5475789	0,1388643	0,1774554	0,1601292	0,4387930	0,7880957	0,5875668	0,3045789	0,5011983	0,1276068	0,6889121	0,1388407
1040	0,5021557	0,2103618	0,2980993	0,3850632	0,5379968	0,1252034	0,2086571	0,1459657	0,3332171	0,7419947	0,5947856	0,3025719	0,4869255	0,1406835	0,5930699	0,1496726
1060	0,5826025	0,2557585	0,2393626	0,3696988	0,5136991	0,1628829	0,2424172	0,1636863	0,3898167	0,8053321	0,5352254	0,3736319	0,5722058	0,1312347	0,6349983	0,2229353
1080	0,5034821	0,2215486	0,3494894	0,4740137	0,4662430	0,1924064	0,2448706	0,1815389	0,4531743	0,6500431	0,5669376	0,2872609	0,5899709	0,0754149	0,6632556	0,2516240
1100	0,5981368	0,1665168	0,2960262	0,3368058	0,5754225	0,1942979	0,1529563	0,2004689	0,5390702	0,7708280	0,6506084	0,3174364	0,6732703	0,1047519	0,7232795	0,2360908

0	0,5537985	0,3145882	0,3195465	0,3860711	0,5846949	0,1258367	0,1513820	0,1449876	0,4041448	0,7303927	0,5471064	0,3140449	0,6272905	0,2102311	0,6810224	0,3098430
20	0,4650686	0,2318037	0,2902979	0,5594959	0,5854377	0,1798196	0,2111836	0,0710351	0,3532025	0,8098353	0,7132803	0,2808573	0,6179462	0,1485454	0,7282758	0,1996283
40	0,5066585	0,3405674	0,1532559	0,5060948	0,5753278	0,2098632	0,1631550	0,1014438	0,3803504	0,9289751	0,6441937	0,3176154	0,6208858	0,1320861	0,7500064	0,2147973
60	0,4665235	0,1850928	0,1911438	0,5212563	0,6064588	0,1777517	0,1875997	0,1013426	0,4616570	0,9155978	0,5278835	0,2144575	0,5546506	0,1766058	0,7919027	0,1574504
80	0,5309286	0,3129600	0,2452658	0,5349056	0,6925496	0,2057669	0,1859965	0,0790718	0,5913742	0,7721906	0,6491695	0,2935663	0,5634686	0,0982329	0,7232176	0,1962422
100	0,5654100	0,2146341	0,1928169	0,4554924	0,5205316	0,1778962	0,1354284	0,0884900	0,5317126	0,7621381	0,5759345	0,2680948	0,5458657	0,1177871	0,7451393	0,2654091
120	0,6114695	0,1768275	0,2218665	0,4169415	0,3965089	0,1808158	0,1352854	0,1229492	0,5461893	0,9263784	0,6069860	0,3805516	0,5312604	0,1208750	0,6363285	0,1720391
140	0,6131906	0,1945299	0,2541424	0,4563880	0,5328148	0,1641453	0,1568479	0,1040830	0,5477583	0,9000499	0,6287920	0,3252854	0,7513128	0,1382028	0,7284886	0,1969854
160	0,4629865	0,1971730	0,1742491	0,4492497	0,4231247	0,1391614	0,1230591	0,1148638	0,5008019	0,6990085	0,5733324	0,3558989	0,5708300	0,1012417	0,6792252	0,1268200
180	0,5454633	0,2252034	0,1658206	0,4930833	0,5058267	0,1281799	0,1217523	0,1345853	0,5306064	0,7428657	0,4799793	0,3313321	0,6082956	0,0946923	0,8215999	0,1249714
200	0,5960906	0,1047058	0,2210385	0,4470072	0,4188270	0,1346824	0,0955806	0,0817711	0,7275001	0,8864873	0,3922897	0,4528181	0,5940299	0,0993644	0,7470747	0,1631924
220	0,6216570	0,2045517	0,2811308	0,3965938	0,5921886	0,1249440	0,0657007	0,0822994	0,5665153	0,7226662	0,4267487	0,3349612	0,6131479	0,1051242	0,7704138	0,1247026
240	0,5958079	0,1598860	0,2865117	0,3973005	0,6543681	0,1761883	0,0840374	0,0807672	0,6245629	0,7490418	0,4469497	0,4080117	0,5672851	0,1165650	0,7269480	0,1522693
260	0,5369104	0,2547966	0,2652967	0,3812088	0,5282689	0,1173879	0,1080569	0,0716913	0,5314615	0,7576465	0,6209983	0,3400689	0,5288149	0,1151526	0,6409903	0,1302066
280	0,5756087	0,1484865	0,2322041	0,3981571	0,5613168	0,2573675	0,0864607	0,0988005	0,5657284	0,7748394	0,5324680	0,3855743	0,5067226	0,1348640	0,6493470	0,1602606
300	0,5878745	0,1886411	0,2135561	0,4375421	0,4961517	0,1660226	0,1378909	0,0892156	0,5404797	0,7776355	0,4869620	0,3618008	0,6887980	0,1654741	0,8107891	0,1207968
320	0,6047661	0,1898781	0,3012227	0,4134780	0,4579319	0,1163591	0,1032946	0,1404538	0,5798122	0,8431731	0,5525752	0,3970396	0,6192355	0,0976064	0,8006647	0,1341455
340	0,5020180	0,1508094	0,2472096	0,3834525	0,4839373	0,2784444	0,1156447	0,1539038	0,6141278	0,6635283	0,5233923	0,2712481	0,6181576	0,1284377	0,8361782	0,1523655
360	0,4633267	0,1634112	0,2595775	0,2975617	0,4331855	0,1364658	0,1239698	0,0937200	0,6584017	0,6943482	0,5335492	0,2837072	0,5764923	0,1156814	0,9604558	0,1033832
380	0,5541958	0,1752372	0,2299280	0,3672256	0,6976969	0,2116643	0,1090388	0,0983702	0,6718215	0,8160559	0,5671940	0,2956695	0,5383306	0,0688995	0,8108415	0,1347067
400	0,5621505	0,2156289	0,2052796	0,3160166	0,6288049	0,1189397	0,0918552	0,1229520	0,5624566	0,6884943	0,6319844	0,2270496	0,7152928	0,1338379	0,9165831	0,1592133
420	0,4580451	0,2084509	0,2282984	0,3570267	0,3590628	0,1014201	0,1184383	0,1180361	0,5782790	0,8077118	0,5626368	0,3316311	0,7653860	0,0712400	0,7458605	0,1071908
440	0,5638873	0,1686430	0,2139978	0,2885679	0,4664662	0,0994263	0,1548972	0,1086186	0,4971886	0,8430251	0,5856824	0,3637365	0,6888225	0,0772612	0,8114808	0,1036445
460	0,5725899	0,2409161	0,2095406	0,3832838	0,5669594	0,0935229	0,0865572	0,1247237	0,5041952	0,7096630	0,6275696	0,3681660	0,6281069	0,1498152	0,7862612	0,1182870
480	0,5652632	0,1795542	0,3372757	0,2896307	0,5394480	0,1025564	0,1602316	0,1223231	0,5860216	0,6996588	0,7107848	0,4350469	0,6641307	0,0883045	0,7871330	0,1757429
500	0,6413635	0,1696521	0,2291715	0,4368073	0,6069631	0,1103027	0,1112824	0,1046171	0,6533786	0,6669357	0,5598411	0,3732356	0,5432110	0,1335018	0,8564895	0,1721492
520	0,5256725	0,2003479	0,2547534	0,4039525	0,6228704	0,0915110	0,1320531	0,1079094	0,6658275	0,6780179	0,5735539	0,3568141	0,6895187	0,1222271	0,7074197	0,1618372
540	0,4487200	0,1627928	0,1968392	0,3537504	0,6113344	0,1242505	0,1068188	0,0893956	0,6393202	0,6778339	0,5480369	0,3192253	0,6709367	0,1041395	0,6762201	0,1845654
560	0,4890168	0,2031448	0,2209869	0,3400379	0,4298098	0,1641716	0,1442746	0,1555197	0,6212960	0,6507865	0,5186627	0,2938144	0,5894586	0,1002773	0,7427509	0,1519987
580	0,5348297	0,1644376	0,2534087	0,2626457	0,5429804	0,1187560	0,1024953	0,1478315	0,6192148	0,7820494	0,4821543	0,2412851	0,6313385	0,0608850	0,5945104	0,2628923
600	0,4510122	0,2090251	0,3033815	0,5451763	0,5891454	0,1551003	0,1508614	0,1677218	0,4999408	0,6889808	0,6942847	0,2768921	0,6255775	0,0748229	0,6417626	0,2188958
620	0,5590582	0,2090420	0,3322767	0,4049947	0,5437270	0,1437559	0,1764551	0,1710883	0,4670799	0,8514384	0,5472123	0,2503948	0,6460811	0,1048706	0,6587088	0,1765386
640	0,5601317	0,2455585	0,2846676	0,3973919	0,4941145	0,1611763	0,1405584	0,1075568	0,3798909	0,6795658	0,7115257	0,2362377	0,6621346	0,0844181	0,7266059	0,2398661
660	0,6095027	0,1788137	0,3186354	0,4436061	0,5990559	0,1050108	0,2044581	0,1694591	0,3750164	0,7313216	0,5664546	0,2407904	0,6474336	0,1101066	0,5742936	0,2173622
680	0,5448736	0,2545391	0,2167027	0,3921934	0,5835057	0,1404510	0,1240306	0,0801654	0,4898243	0,7523603	0,5124597	0,2235090	0,6239529	0,0829980	0,7201147	0,2365628
700	0,5072482	0,2825554	0,2575812	0,4195567	0,5785412	0,1885904	0,2651434	0,1538626	0,4071640	0,8304015	0,5886435	0,3427395	0,6659135	0,1186796	0,6353729	0,2638962
720	0,5021367	0,2457363	0,2184088	0,5084116	0,5825212	0,1271571	0,1568790	0,1100816	0,4430641	0,8445475	0,5476489	0,3019484	0,6301582	0,1765146	0,5902464	0,1843728
740	0,6687798	0,2634684	0,2968710	0,4606233	0,5123284	0,1248074	0,1788094	0,1466081	0,3877863	0,7557301	0,4946906	0,2990631	0,6528764	0,1384951	0,6807105	0,1810098
760	0,6339312	0,2415400	0,2822900	0,5999413	0,4914206	0,1118970	0,2399635	0,1493107	0,4454562	0,7566347	0,5868894	0,2701879	0,5953683	0,1149704	0,6579416	0,1866577
780	0,5324686	0,2042509	0,2969690	0,4364201	0,5165966	0,1472745	0,3221370	0,1785704	0,4670324	0,7131883	0,6587168	0,3294876	0,6391644	0,1925504	0,7989413	0,2253016
800	0,5826909	0,2378767	0,2938118	0,4257060	0,5965941	0,1410605	0,1801439	0,1380742	0,4543587	0,7777507	0,5038100	0,3068933	0,5085234	0,1460007	0,6225152	0,2160992
820	0,5580489	0,3132749	0,3671454	0,5540031	0,4966900	0,1729075	0,1817283	0,0928643	0,3865056	0,7852451	0,4792656	0,2271398	0,5334827	0,1544672	0,6668505	0,2154427
840	0,4431772	0,2991101	0,3477718	0,5089647	0,5288620	0,1506280	0,1763441	0,1048736	0,4597122	0,7427851	0,5548565	0,2939019	0,5761541	0,1270816	0,6245272	0,2284515
860	0,5189523	0,2697153	0,4034797	0,5425083	0,5408127	0,2316224	0,1712315	0,0750305	0,4149714	0,7425678	0,5908782	0,3835446	0,5890452	0,1218928	0,7736581	0,1873787
880	0,5228699	0,2144812	0,3328177	0,4792049	0,4811324	0,1498493	0,1880570	0,0783948	0,3324430	0,7745087	0,6283853	0,3221637	0,6302888	0,1775183	0,7841667	0,2494731
900	0,6327889	0,2680810	0,3025709	0,3209394	0,6426719	0,1282448	0,1364190	0,1504643	0,5046953	0,7344193	0,7235371	0,3791722	0,6512861	0,1886503	0,5864553	0,2104960
920	0,5250889	0,3234462	0,3636305	0,5915708	0,5434979	0,0915583	0,1732935	0,1229241	0,3682883	0,7120761	0,6799192	0,2647368	0,5348544	0,1668921	0,5899887	0,2227064
940	0,6297365	0,2846908	0,3423567	0,5794924	0,4739774	0,1445410	0,1345778	0,1560769	0,4673778	0,7751437	0,5796114	0,4145832	0,6030155	0,2205694	0,7423473	0,1636422
960	0,5518531	0,2709582	0,3021689	0,4699023	0,4367590	0,1166546	0,1617662	0,1918927	0,4598929	0,7321699	0,4877220	0,2958384	0,5782061	0,2030113	0,6679219	0,2599652
980	0,4624771	0,3101430	0,2964640	0,5519204	0,5342846	0,1245200	0,1636691	0,1478885	0,4335468	0,7710003	0,5691413	0,3502356	0,6398586	0,2054649	0,6083842	0,1943310
1000	0,6215884	0,2507582	0,2702029	0,5069267	0,5652802	0,1142112	0,1780251	0,2297608	0,5112601	0,7189237	0,4951141	0,2607609	0,5917887	0,1269116	0,7997906	0,1842072
1020	0,6428755	0,3155732	0,2412065	0,4840849	0,5154821	0,2028599	0,2124366	0,1106391	0,5359864	0,7331208	0,5398599	0,2328394	0,6424936	0,1129955	0,7103964	0,1575060
1040	0,4975408	0,2571501	0,2784061	0,4311723	0,5610115	0,1551769	0,2430896	0,1547579	0,4900499	0,7978479	0,6088263	0,2649085	0,6349134	0,1141695	0,6239698	0,2442817
1060	0,4398635	0,2167016	0,3186978	0,4793650	0,5830586	0,1527767	0,2126919	0,1585401	0,3909629	0,7552497	0,5722165	0,2460339	0,6162523	0,1658918	0,5616497	0,1867482
1080	0,5419344	0,1591931	0,2774219	0,4605590	0,5249362	0,1531108	0,1967813	0,1299185	0,4646497	0,7315416	0,6092989	0,2226394	0,5674905	0,1734158	0,5835090	0,1620079
1100	0,6448647	0,2990892	0,1884827	0,4386832	0,5244713	0,1519349	0,2287724	0,2026551	0,4744366	0,7573455	0,5346198	0,2713102	0,7015425	0,1686837	0,6681091	0,2120033

0	0,4804645	0,2201107	0,2907927	0,4532546	0,5218928	0,1572202	0,1987564	0,1349641	0,4287417	0,7291739	0,6266327	0,3108268	0,5395466	0,1470622	0,8221214	0,2128182
20	0,5418758	0,2736635	0,3481599	0,4363368	0,5379924	0,2350793	0,2048122	0,2267600	0,4811525	0,7409989	0,6249756	0,3710664	0,5887440	0,1119889	0,5673100	0,1851016
40	0,7569207	0,2405850	0,2982131	0,4161461	0,5380692	0,3362662	0,2081986	0,2396007	0,5154940	0,6462628	0,6080693	0,2351412	0,7790665	0,2446336	0,5755954	0,1776296
60	0,8368674	0,3754006	0,2209110	0,3842022	0,6094150	0,4732483	0,2933960	0,3216602	0,5799643	0,6153763	0,6444264	0,2575671	0,7079661	0,2122474	0,5837897	0,1747067
80	0,6928646	0,2855470	0,2896665	0,5875797	0,5506485	0,5950440	0,3147018	0,4426124	0,6816365	0,5943835	0,6091649	0,1525439	0,6367860	0,2156377	0,6391938	0,2345038
100	0,7484880	0,2331983	0,2959972	0,4085290	0,4947732	0,5965036	0,3893842	0,4439302	0,5898017	0,7614489	0,5913672	0,1163440	0,5766389	0,3193951	0,4716704	0,2202327
120	0,5946190	0,2106636	0,2353772	0,4623611	0,4476667	0,6970843	0,4528085	0,4434927	0,5946546	0,6826598	0,6093173	0,1345362	0,6986801	0,1846214	0,8340052	0,2018096
140	0,5227854	0,2677131	0,2548446	0,4164793	0,5437020	0,5747313	0,3889910	0,5321059	0,6618497	0,7947659	0,7081745	0,0833215	0,7790867	0,3404462	0,6373651	0,2118583
160	0,6739411	0,2474536	0,3391394	0,4051022	0,5228980	0,6200839	0,4573934	0,7177125	0,7372681	0,6298013	0,5503965	0,0802191	0,5372718	0,2326003	0,6762162	0,2442757
180	0,6089952	0,2965347	0,2650074	0,4014941	0,5158540	0,8377854	0,4358036	0,6669753	0,5548442	0,6013214	0,5689357	0,1275975	0,7356394	0,2977669	0,7295666	0,1872255
200	0,6864586	0,1649546	0,2465384	0,4299645	0,4924424	0,8676394	0,4316103	0,6280131	0,6212811	0,6165656	0,5802545	0,1252347	0,5678884	0,2436886	0,6599233	0,2472669
220	0,6855654	0,1917974	0,2854773	0,4243048	0,4868133	0,8411375	0,4060113	0,6121467	0,6781778	0,7004795	0,6159632	0,0798944	0,4917149	0,2702602	0,5952721	0,1739993
240	0,7115651	0,2678503	0,2873894	0,4678349	0,4315110	0,6956266	0,3560939	0,6397356	0,6202529	0,6325743	0,7852944	0,0407521	0,5521191	0,3490401	0,7531679	0,1957894
260	0,5097962	0,2380424	0,2285541	0,4631614	0,4979632	0,8072866	0,3555237	0,6227991	0,7253641	0,6905151	0,6171690	0,0435917	0,6286926	0,2204884	0,6911933	0,1858542
280	0,6394871	0,2537504	0,2688318	0,4471365	0,5913254	0,7058380	0,3755194	0,6213426	0,5506786	0,6906565	0,6288919	0,0336757	0,5336875	0,3270402	0,7202127	0,2155095
300	0,5181977	0,2472654	0,2526140	0,4193205	0,5479959	0,7620019	0,3830727	0,7120742	0,4466703	0,6841363	0,5765634	0,0606112	0,4931570	0,2162968	0,5820493	0,1751871
320	0,5758949	0,2542569	0,2562516	0,4330957	0,5289807	0,7627815	0,5076231	0,7385640	0,7209331	0,8126612	0,6189368	0,0942738	0,5999126	0,2763456	0,5973322	0,2149874
340	0,5702558	0,2289002	0,3411197	0,3898263	0,5591330	0,7364932	0,4464644	0,5987620	0,5858464	0,6285339	0,4364454	0,0713871	0,5503974	0,3048380	0,7549454	0,3221429
360	0,7475752	0,2553416	0,2104144	0,3433250	0,6057465	0,6872467	0,5403950	0,7551005	0,7087555	0,7463069	0,6073019	0,0772132	0,5767020	0,3630577	0,7863722	0,1924398
380	0,5924057	0,1892212	0,3086780	0,2976560	0,5273967	0,7536763	0,5881854	0,6571674	0,6675929	0,7817092	0,5340599	0,1190591	0,6779368	0,2652753	0,6165496	0,1905056
400	0,8678076	0,2257249	0,2573383	0,4761254	0,5235447	0,8051369	0,4419334	0,7646065	0,6704265	0,8344360	0,4770873	0,0829922	0,5500121	0,2940606	0,6084801	0,2296572
420	0,6715912	0,2624503	0,2569026	0,3076179	0,4778244	0,7362652	0,4568952	0,7259509	0,6637746	0,5825825	0,5471354	0,0390713	0,5635405	0,3629501	0,5950039	0,1813539
440	0,5599125	0,2789315	0,2582117	0,4023932	0,7041053	0,8208581	0,3973560	0,6495113	0,6055114	0,6985911	0,7043255	0,0422559	0,5077331	0,3273963	0,6669763	0,2280888
460	0,6541026	0,2178329	0,1931167	0,4590005	0,5048794	0,7746774	0,3629807	0,7876733	0,5619742	0,7845691	0,5980321	0,0698485	0,4793201	0,2918059	0,6837597	0,2096899
480	0,6122464	0,2076252	0,2440453	0,4026679	0,6056626	0,7367314	0,4316640	0,7948905	0,5881491	0,7098139	0,6012425	0,0717145	0,5280156	0,3241767	0,5971259	0,2446905
500	0,5641161	0,2574466	0,3025375	0,3787110	0,5992667	0,7523877	0,4345025	0,6774063	0,6263772	0,6793574	0,5700639	0,0578466	0,6550146	0,3315110	0,7727884	0,2267627
520	0,5022443	0,2243099	0,1799140	0,4111657	0,5434042	0,8830158	0,3998133	0,7294107	0,6464190	0,7346724	0,5677492	0,0734774	0,5406990	0,4928910	0,5944999	0,1861217
540	0,6170564	0,2047776	0,2768892	0,3432452	0,4912627	0,6682572	0,4194538	0,7232923	0,5022784	0,8071135	0,5210504	0,0722547	0,5980370	0,2702481	0,6384940	0,1803956
560	0,6347804	0,2272879	0,2925972	0,3101704	0,4267615	0,7626904	0,5207074	0,6776967	0,6057555	0,7135373	0,4658587	0,0835063	0,6925941	0,2996643	0,5979718	0,2029289
580	0,6409108	0,1580387	0,3274554	0,4312439	0,5085948	0,7584216	0,4343537	0,5914778	0,6434242	0,8351165	0,5503849	0,0686243	0,4987495	0,3408070	0,6962344	0,2202645
600	0,5285848	0,2252214	0,2199915	0,3991420	0,6107999	0,4231752	0,3696261	0,4027057	0,5771642	0,8150733	0,6140937	0,1186835	0,4840260	0,2557037	0,6817559	0,2092847
620	0,4323997	0,2465038	0,3486732	0,5020198	0,4721825	0,3011387	0,3689973	0,4623301	0,4906053	0,7721843	0,5864639	0,1432624	0,6011845	0,1787749	0,5796835	0,2440613
640	0,7734451	0,2902593	0,2949003	0,3759244	0,5647317	0,2412391	0,2884581	0,3231907	0,4359702	0,7265646	0,6772990	0,2293973	0,5068616	0,1298948	0,5922135	0,2651182
660	0,5041233	0,2209767	0,2280901	0,3169793	0,6235642	0,1804893	0,2067849	0,2863393	0,5141867	0,8172967	0,6971538	0,1992918	0,6649251	0,1762381	0,8125820	0,2603999
680	0,6943846	0,3564583	0,2986426	0,5402857	0,5318817	0,1849063	0,2107042	0,1352220	0,4330944	0,6998278	0,5510613	0,2612573	0,5157559	0,1842470	0,6651886	0,2219863
700	0,6153810	0,3190219	0,2969286	0,4315939	0,5079781	0,1872004	0,1750954	0,1153091	0,5154174	0,7409439	0,6908100	0,3314870	0,6078335	0,1778361	0,5793270	0,2093013
720	0,4928727	0,3531016	0,2495097	0,3474586	0,5644277	0,2239339	0,1214184	0,0888560	0,5168659	0,6954594	0,5618814	0,1900510	0,6125265	0,1137832	0,5712953	0,2018766
740	0,5155769	0,2479932	0,2965193	0,2908946	0,6114833	0,1989370	0,2020138	0,1237485	0,3926340	0,8139377	0,5418078	0,2586058	0,7176303	0,1506513	0,6973819	0,2022742
760	0,5721829	0,2889341	0,3517158	0,4010080	0,5456249	0,1826815	0,1500746	0,1625861	0,4982304	0,7766473	0,4894078	0,2666045	0,6685588	0,1693017	0,6587305	0,2136024
780	0,6669277	0,2625681	0,3052513	0,4589157	0,6214940	0,1478537	0,2094438	0,1720608	0,5063854	0,7918794	0,5832788	0,2348995	0,6389239	0,1600628	0,7128549	0,2541847
800	0,5186466	0,3168080	0,2885564	0,3342214	0,5658308	0,1830380	0,1494899	0,1704475	0,3390065	0,9571422	0,5707196	0,2317120	0,6076114	0,1096251	0,7758010	0,2155255
820	0,6610556	0,2708513	0,3346908	0,3855560	0,6598103	0,2022267	0,1813580	0,1263491	0,4663075	0,6387770	0,6213515	0,2878016	0,5849464	0,1535825	0,8225905	0,2422929
840	0,5938640	0,3041284	0,2754996	0,4498204	0,6342729	0,1722495	0,1699251	0,0993197	0,4290870	0,8339964	0,6828299	0,2188430	0,5943186	0,1121463	0,6315263	0,2178713
860	0,6758054	0,2908375	0,2865162	0,4241215	0,5987826	0,1885304	0,2739848	0,1573013	0,4991058	0,6893483	0,5657750	0,2742816	0,5316788	0,1492452	0,4917154	0,2504926
880	0,5391595	0,3690905	0,2886363	0,4834975	0,5007161	0,2432484	0,2652464	0,1643245	0,5305732	0,6857630	0,6848974	0,3036990	0,4597484	0,1674217	0,7023592	0,2545879
900	0,5616468	0,3416628	0,2586004	0,4786371	0,7002174	0,1995149	0,2726351	0,1385109	0,4951595	0,6945115	0,6219949	0,3400403	0,4587961	0,1708041	0,5935247	0,2982255
920	0,5777237	0,4434685	0,3042926	0,4117362	0,5630280	0,1644928	0,2498985	0,1556680	0,4810683	0,7979733	0,6427169	0,2596993	0,3937887	0,1419370	0,7082621	0,2628653
940	0,4725673	0,3122680	0,2991484	0,5546009	0,5095035	0,2401521	0,2046233	0,1672707	0,4987093	0,8147823	0,5953635	0,3106594	0,6089298	0,1896345	0,5516647	0,1997068
960	0,4630790	0,2936721	0,2831338	0,4314814	0,4341573	0,1938657	0,1964587	0,1623978	0,4650114	0,7469358	0,5878481	0,2736860	0,5628463	0,2202924	0,5998362	0,2320999
980	0,5366699	0,2970226	0,3058026	0,6046784	0,5186562	0,2098517	0,2231609	0,1539100	0,5219299	0,8352535	0,9073120	0,2086781	0,6071338	0,1728884	0,6217268	0,2608159
1000	0,6204925	0,3571547	0,2903160	0,5325167	0,5371558	0,2199028	0,2193120	0,1655362	0,4359245	0,7320469	0,6344070	0,2483380	0,5831169	0,2028180	0,8373631	0,2603340
1020	0,6353919	0,3220892	0,2159490	0,5039302	0,5632559	0,1996049	0,1131531	0,1423225	0,3854304	0,6432519	0,7875495	0,3006445	0,5249476	0,1484612	0,7128640	0,2671356
1040	0,5908378	0,3017597	0,2995720	0,6043132	0,5683248	0,1295053	0,1371403	0,0770878	0,4958754	0,7850928	0,6269559	0,2542934	0,5492505	0,2037757	0,6333578	0,2174509
1060	0,5285356	0,2218112	0,2259722	0,5102759	0,5720625	0,2254709	0,1292582	0,1242549	0,4635258	0,6202006	0,6221669	0,3368876	0,6574854	0,1672373	0,6496222	0,2134196
1080	0,5762888	0,2563964	0,2800336	0,5913513	0,6404140	0,1815193	0,1316389	0,1613566	0,4999432	0,7668623	0,5603904	0,3165887	0,6542732	0,2099403	0,6759651	0,1592965
