"Time"	yoeB	yefM	alaS	mngB	mngR	mngA	artJ	argR	argB	artI	artQ	argA	artM	argC	argE	artP
560	0,3528865	0,6365817	0,3553233	0,8021087	0,4594799	0,2276711	0,3119065	0,3923424	0,0000000	0,7604968	0,1598723	0,8747344	0,6595201	0,7453126	0,0105117	0,3628414
580	0,4082264	0,6108931	0,3832766	0,8059159	0,4831396	0,2375431	0,3141698	0,3461529	0,0150314	0,7361992	0,1250523	0,9207689	0,6958365	0,7166372	0,0108701	0,3326595
600	0,4103177	0,6665558	0,4772725	0,8746039	0,4438867	0,2494420	0,2979790	0,3493755	0,0150795	0,7793493	0,1205049	0,8638420	0,8108537	0,6649818	0,0073448	0,3418563
620	0,3982614	0,6684770	0,5568990	0,9622856	0,5056313	0,2349489	0,3647420	0,4034039	0,0076617	0,8117482	0,1188082	0,9220879	0,8125967	0,6021880	0,0094390	0,3347477
640	0,4207882	0,6295307	0,5862429	0,9662815	0,5605248	0,2404345	0,3472391	0,4322091	0,0135709	0,8720559	0,1118135	0,8960890	0,7885371	0,6136599	0,0098898	0,3063669
660	0,4341429	0,6557123	0,5720900	0,9765510	0,5261723	0,2106310	0,2952479	0,4530858	0,0149058	0,8902853	0,1276229	0,9280533	0,7373404	0,5810847	0,0117306	0,3110970
680	0,4106385	0,6629227	0,5706640	0,9486044	0,4655725	0,1933972	0,3479130	0,3867028	0,0175865	0,8888794	0,1508908	0,9529351	0,7499415	0,5855233	0,0125700	0,2633783
700	0,4403532	0,6697225	0,6036097	0,9735441	0,5311822	0,1927260	0,3324143	0,4393823	0,0100128	0,8686038	0,1454930	0,9184130	0,7621036	0,5874498	0,0091792	0,2273269
720	0,4407743	0,6663506	0,6000713	0,9192248	0,5129998	0,1725988	0,3103560	0,4417846	0,0108578	0,8690118	0,1557596	1,0407021	0,9203513	0,5901968	0,0099271	0,2258293
740	0,4441292	0,7124530	0,6232951	0,9207388	0,4341006	0,1925597	0,3099574	0,4536440	0,0082617	0,8560596	0,1379328	1,1079802	0,9160552	0,5039964	0,0124421	0,2455902
760	0,3967994	0,7186264	0,6579085	0,8819428	0,4218523	0,1614669	0,2989242	0,4205175	0,0100275	0,9104014	0,1023749	0,9592775	0,9011772	0,6367432	0,0097118	0,2481843
780	0,4008335	0,6524087	0,6297562	0,9093754	0,4743685	0,1534125	0,3443380	0,4113080	0,0091931	0,8604475	0,0975289	1,0219239	0,8819777	0,5711464	0,0193515	0,2583902
800	0,4110606	0,6514942	0,5917857	0,9214744	0,5422566	0,1614987	0,2873062	0,4434528	0,0141338	0,8308987	0,0835876	1,0437900	0,8485383	0,5391002	0,0184419	0,3091508
820	0,4363260	0,6986655	0,6218900	0,9307700	0,5283912	0,1573205	0,2638224	0,4641472	0,0238355	0,8624836	0,0844480	1,0881995	0,9659632	0,5465588	0,0221333	0,2575684
840	0,4165229	0,6787788	0,6913556	0,9484625	0,4809662	0,1675070	0,2657642	0,4045784	0,0181344	0,8432402	0,0903104	1,0322195	0,9264543	0,5270879	0,0244120	0,2151214
860	0,4012739	0,6591815	0,7639615	0,9066582	0,5162142	0,1641704	0,2514760	0,4287069	0,0140414	0,7738058	0,0894752	1,0384403	0,9173547	0,5749251	0,0189004	0,2249130
880	0,3900744	0,6931084	0,7938910	0,9194237	0,5562482	0,1845427	0,2384151	0,4285819	0,0228375	0,7710597	0,0974461	1,1064008	0,8602424	0,5893866	0,0123567	0,2538488
900	0,4077265	0,6609987	0,7234272	0,9506092	0,5446591	0,2039765	0,3134538	0,4240505	0,0264009	0,8251447	0,0956794	1,0108165	0,8860424	0,5441823	0,0067844	0,2290933
920	0,4204716	0,6474622	0,6651217	0,9741987	0,5182669	0,1841653	0,3533477	0,4853692	0,0255323	0,7740214	0,1332666	1,0136988	0,8152551	0,5274816	0,0059970	0,2414142
940	0,3260505	0,6197227	0,6523031	1,0136208	0,4604405	0,1646673	0,3324778	0,3968769	0,0234750	0,7949513	0,1516136	0,9999863	0,9139617	0,6117388	0,0048347	0,2671948
960	0,3430873	0,6838508	0,6135743	0,9982317	0,4865101	0,1725672	0,3096942	0,3609873	0,0290678	0,8579176	0,1726622	1,0383351	0,9201036	0,5968473	0,0025898	0,2668760
980	0,3487824	0,6706192	0,5898536	0,9702541	0,5071397	0,2149951	0,2765631	0,4027344	0,0203936	0,8833352	0,1555831	1,0536662	0,9243627	0,6150360	0,0074112	0,2867194
1000	0,3770316	0,7313376	0,5775770	0,9630297	0,5268263	0,2428209	0,2931596	0,3849050	0,0167511	0,8977977	0,1404654	1,0150318	0,9430561	0,6381956	0,0071397	0,2965941
1020	0,3422462	0,7470975	0,5626855	0,9263435	0,5097042	0,2418271	0,3239970	0,3991413	0,0220295	0,8931176	0,1526161	1,0183001	1,0275898	0,6167418	0,0012496	0,2622753
1040	0,3516431	0,7251030	0,5976030	0,9237237	0,4655989	0,2510555	0,3619825	0,4231354	0,0226865	0,8826515	0,1543906	0,9286092	1,0183744	0,6463899	0,0036539	0,2651155
1060	0,3371258	0,7441658	0,6442993	1,0014252	0,4587236	0,2366891	0,3978833	0,4160450	0,0156870	0,9072294	0,1369539	1,1038028	0,9716454	0,6047262	0,0137220	0,2295985
1080	0,3169921	0,7622084	0,6620147	0,9955768	0,4878208	0,2276334	0,3590805	0,4379712	0,0157343	1,0117875	0,1372177	1,0187061	0,9962016	0,6498646	0,0046041	0,2541488
1100	0,3024384	0,7536204	0,6629011	0,9670327	0,5263569	0,2373124	0,3737652	0,4454725	0,0147714	0,9908828	0,1573280	0,9029642	0,9841053	0,6907544	0,0131132	0,2472679

0	0,4563836	0,6569254	0,6275925	0,9955480	0,4832859	0,1843241	0,3957313	0,4476964	0,0085664	0,9521242	0,1361506	0,9823080	0,9188061	0,6338424	0,0171187	0,2811143
20	0,4011795	0,6248272	0,6742132	0,9353674	0,4299227	0,2701544	0,2458419	0,3965468	0,0065814	0,9375030	0,1615768	0,9137321	0,8113102	0,6300236	0,0172758	0,3484357
40	0,4240057	0,6174019	0,6528874	0,8931590	0,4237096	0,2268188	0,2140979	0,3575178	0,0130710	0,9102786	0,1622474	0,9326916	0,7336464	0,6603468	0,0198079	0,3475468
60	0,4022710	0,5865372	0,6046404	0,8304363	0,4142960	0,1567642	0,1811055	0,3825841	0,0078830	0,9064932	0,1426949	0,9426934	0,6566892	0,6607386	0,0147764	0,3128923
80	0,4332077	0,6049359	0,6130094	0,8609356	0,4964993	0,1179909	0,1537857	0,4389041	0,0072500	0,9233963	0,1625244	0,9625049	0,5952751	0,6931239	0,0123557	0,3092681
100	0,4284392	0,6075677	0,6040199	0,8285657	0,5145734	0,0901829	0,1469372	0,4202134	0,0056211	0,8828097	0,1609361	1,0742997	0,5354596	0,7111548	0,0092336	0,2866392
120	0,4341107	0,5602024	0,6232843	0,7674945	0,4936487	0,0705267	0,1022914	0,3939677	0,0031679	0,9344753	0,1656956	0,9611387	0,5252766	0,7222038	0,0094927	0,2543191
140	0,4120946	0,5647728	0,6405940	0,7451987	0,4982321	0,0566019	0,1035217	0,3514450	0,0027243	0,9003566	0,2002656	0,9764372	0,5326361	0,7078672	0,0078642	0,3004346
160	0,4016923	0,6622122	0,6512252	0,7620108	0,5187480	0,0413225	0,1043074	0,3999635	0,0022121	0,9381183	0,1710000	0,9213944	0,5373943	0,6555350	0,0098903	0,2994523
180	0,4174160	0,6841675	0,6169840	0,6941266	0,4640184	0,0343538	0,0751816	0,4482267	0,0007470	1,0044303	0,1739691	0,9332027	0,4946334	0,6406400	0,0128203	0,2808554
200	0,4496439	0,6811366	0,6051564	0,6580671	0,4421370	0,0357727	0,0479717	0,3915864	0,0022915	0,9247606	0,2090504	0,9003674	0,5178852	0,6028859	0,0135996	0,2896650
220	0,4615772	0,6455468	0,5504043	0,6716652	0,4459073	0,0325220	0,0490274	0,3695018	0,0028292	0,9515906	0,2112498	0,9481723	0,4606976	0,5665210	0,0089515	0,2983670
240	0,4323021	0,6116991	0,5913797	0,6800420	0,5047231	0,0279748	0,0215090	0,3729465	0,0024952	1,0034317	0,1995773	0,8769403	0,5098277	0,5739861	0,0117032	0,2912258
260	0,4141747	0,6129498	0,6056986	0,6653090	0,4902676	0,0246237	0,0537805	0,4237316	0,0017266	0,9819648	0,1872274	0,9062390	0,4538524	0,5740720	0,0050181	0,3418919
280	0,4244874	0,6129254	0,6057114	0,6598939	0,4817133	0,0248182	0,0463508	0,4299529	0,0027074	0,8841023	0,2112527	0,8993386	0,4405567	0,5922584	0,0014478	0,3495472
300	0,4001468	0,5869299	0,5900505	0,6481571	0,4514289	0,0234857	0,0368307	0,4096440	0,0046772	0,8826206	0,1890422	0,9224030	0,4412124	0,5483502	0,0057189	0,2980837
320	0,4032677	0,6486776	0,6450908	0,6263134	0,4730162	0,0266002	0,0385645	0,3756933	0,0016428	0,9242445	0,1743127	1,0541429	0,4853012	0,5468464	0,0091857	0,3043609
340	0,4041626	0,5940635	0,6119131	0,6500643	0,4986473	0,0213907	0,0355543	0,3962887	0,0008833	0,8615337	0,1783594	1,0692322	0,4815409	0,5670369	0,0146720	0,3451618
360	0,3804050	0,5987576	0,5821893	0,6523187	0,4870977	0,0120147	0,0376009	0,4497256	0,0012176	0,8777618	0,1788776	0,9666256	0,4875533	0,5688801	0,0315412	0,3202487
380	0,4013879	0,6179579	0,5717814	0,6292037	0,5031898	0,0163897	0,0427652	0,4338912	0,0012794	0,8520175	0,1731463	0,9231537	0,4897405	0,6394561	0,0234713	0,3313224
400	0,3397418	0,6740698	0,5850853	0,6110475	0,4883774	0,0146675	0,0389486	0,4696369	0,0020040	0,9303374	0,1702489	1,0415539	0,4099033	0,5988379	0,0187527	0,3030793
420	0,3620867	0,6408090	0,5761216	0,5950156	0,4720619	0,0220579	0,0380580	0,4513828	0,0007048	1,0065987	0,1620910	1,0165629	0,4234204	0,5852460	0,0147691	0,3075741
440	0,4146735	0,6361727	0,6338314	0,6082993	0,5053132	0,0194172	0,0416320	0,4182578	0,0000000	1,0366134	0,1357672	1,0293586	0,4099349	0,6144386	0,0130986	0,2757531
460	0,4120754	0,6906680	0,6089126	0,6208185	0,4843084	0,0214072	0,0417986	0,3784179	0,0033214	0,9646311	0,1394284	1,0298556	0,3928933	0,6157756	0,0204808	0,2774096
480	0,3511002	0,6729236	0,6208451	0,6355671	0,4731400	0,0192949	0,0324412	0,4109216	0,0020488	0,9784588	0,1625017	0,9762254	0,3760260	0,5554551	0,0173339	0,2834522
500	0,3155639	0,6422607	0,6570481	0,6457013	0,4994859	0,0150539	0,0157284	0,4420853	0,0052046	0,9179902	0,1534041	1,0020773	0,4174256	0,5582341	0,0137784	0,2743180
520	0,3484338	0,6380463	0,6967990	0,6516804	0,5184304	0,0192918	0,0257970	0,4030764	0,0037922	0,8969726	0,1366383	0,9866489	0,3706734	0,5618214	0,0196831	0,2865115
540	0,3393791	0,7170145	0,7216819	0,6127996	0,5204114	0,0171817	0,0330462	0,4108369	0,0051433	0,9351647	0,1322169	0,9236097	0,3727764	0,5430096	0,0231709	0,2638256
560	0,3474222	0,7164276	0,6464629	0,6181162	0,4751042	0,0223689	0,0332453	0,3920988	0,0037142	0,9274106	0,1298964	1,0716653	0,3577432	0,5630963	0,0180665	0,3085104
580	0,3440706	0,6674507	0,6220213	0,6427289	0,4266086	0,0438368	0,0756781	0,3837671	0,0007519	0,9602808	0,1301631	0,9517144	0,3567826	0,5215494	0,0160418	0,2772470
600	0,3632153	0,6270521	0,5905420	0,7106026	0,4566971	0,0819374	0,1453056	0,4179207	0,0042436	0,9367947	0,1338835	0,9249043	0,5024709	0,4618897	0,0144318	0,3044369
620	0,3902718	0,6091857	0,5877760	0,7575130	0,5266566	0,1002287	0,1870812	0,4103159	0,0057233	0,9060697	0,1461839	0,9625055	0,5664519	0,5659258	0,0047959	0,2889789
640	0,4586505	0,5942556	0,6086092	0,8080200	0,5308256	0,1359098	0,2202543	0,4283507	0,0087899	0,9190895	0,1705502	0,8949885	0,6100854	0,6234987	0,0096379	0,2551982
660	0,4127058	0,6543751	0,6276528	0,8346730	0,5119335	0,1439130	0,2524545	0,4079894	0,0144886	0,9569066	0,1365175	0,9733405	0,6358362	0,6877590	0,0108248	0,2655352
680	0,3912875	0,6408458	0,6827069	0,7951730	0,4878863	0,1354194	0,2144618	0,4377941	0,0185484	0,9702952	0,1430347	0,9540636	0,6596540	0,6647837	0,0247028	0,2698750
700	0,4021021	0,6701456	0,6738490	0,8315218	0,4847395	0,1677366	0,2466169	0,4280006	0,0179347	0,9634591	0,1335258	1,0530408	0,6887721	0,6002009	0,0226946	0,3146567
720	0,4040510	0,7009776	0,6502708	0,9233428	0,4974380	0,1626435	0,2455923	0,3941851	0,0296229	0,8888031	0,1288799	0,9760282	0,7694846	0,6388798	0,0220036	0,3812499
740	0,3502297	0,6850933	0,5665373	0,9727859	0,4875026	0,1876192	0,2798566	0,3520476	0,0238734	0,9060231	0,1368815	0,9516594	0,7591239	0,6064961	0,0147378	0,3575174
760	0,3427438	0,6692251	0,5640307	1,0277837	0,4935628	0,2201226	0,3022865	0,3980673	0,0188720	0,9381533	0,1443088	1,0042492	0,8218524	0,6222581	0,0152830	0,3400231
780	0,3745290	0,6557414	0,5891288	0,9681895	0,5064916	0,2315390	0,2739259	0,4234150	0,0150899	0,9449868	0,1593092	0,9264944	0,9616390	0,6218948	0,0101476	0,3388726
800	0,3397722	0,6697960	0,5766022	0,8910661	0,4966238	0,2437046	0,3123100	0,3941170	0,0073378	0,9783021	0,1647839	0,9348292	0,8782962	0,6616497	0,0156939	0,3115875
820	0,3514584	0,7498210	0,6199920	0,8907237	0,4934195	0,2485185	0,3757789	0,4124868	0,0146260	0,9544024	0,1415959	0,9101211	0,8664109	0,6800503	0,0113649	0,2349628
840	0,3642607	0,6951820	0,6545106	0,9020890	0,4617698	0,2238843	0,3726403	0,3884915	0,0101201	0,9040966	0,1381791	1,0061180	0,8472174	0,6661422	0,0111951	0,2601448
860	0,4061669	0,7207575	0,6439858	0,9343687	0,4760000	0,2394668	0,4085068	0,3516294	0,0072700	0,9431180	0,1399440	0,9802298	0,8276977	0,6314992	0,0180442	0,2779636
880	0,3868401	0,6613992	0,6213604	0,9865694	0,4661012	0,2312559	0,3602096	0,3968029	0,0136653	0,9600671	0,1396533	0,9037545	0,8902192	0,6836690	0,0226166	0,3052062
900	0,4076419	0,6875239	0,5999207	0,9660775	0,4868127	0,2192950	0,3389372	0,4409455	0,0163663	0,9399842	0,1384703	0,9742887	0,8990376	0,7232573	0,0135447	0,3333224
920	0,3650782	0,6322150	0,6079072	0,9249697	0,5118361	0,2319189	0,3334730	0,4142661	0,0129010	0,9053614	0,1280044	0,9517558	0,9362991	0,6806417	0,0142146	0,3042908
940	0,3801105	0,6407077	0,6285636	0,9524883	0,4682985	0,1816388	0,3394561	0,3810079	0,0151312	0,8800935	0,1484473	0,9440158	0,8978798	0,7420402	0,0058335	0,2638835
960	0,4108092	0,6507401	0,6136777	0,9739097	0,4508763	0,1942197	0,4110589	0,3828024	0,0113262	0,8165665	0,1258126	0,8251205	0,9327330	0,6960967	0,0101625	0,2552320
980	0,3876235	0,6360663	0,6413741	0,9274629	0,4575539	0,1906225	0,3862613	0,3792043	0,0083856	0,8393710	0,1001486	0,9148331	0,9930645	0,7257192	0,0055776	0,2774503
1000	0,4101065	0,6226586	0,6528892	0,9064767	0,4433406	0,2126352	0,3501961	0,4133515	0,0114508	0,8956010	0,1213736	0,9434008	0,9846714	0,7284919	0,0035700	0,2443691
1020	0,4540566	0,5930215	0,6276215	0,9353223	0,5039671	0,2018116	0,3847165	0,4014013	0,0076766	0,8550665	0,1493147	0,9046742	0,9773008	0,7412347	0,0053687	0,2390723
1040	0,3975254	0,5765394	0,6236493	0,9809379	0,5267635	0,2232530	0,3833751	0,4102908	0,0125196	0,9117748	0,1299821	0,9449475	0,9819710	0,7497079	0,0032911	0,2303958
1060	0,3754543	0,5909064	0,6358255	0,9907221	0,5309084	0,2015925	0,3727772	0,3722102	0,0125897	0,8957595	0,1138352	1,0043776	0,8763612	0,7061294	0,0000000	0,2437522
1080	0,3652136	0,5483323	0,5988492	0,9472500	0,4980895	0,2207248	0,3258453	0,3995653	0,0279836	0,8850706	0,1323679	0,9483709	0,8499178	0,7197849	0,0054160	0,3044294
1100	0,3588621	0,5594398	0,6254910	0,9299958	0,4931574	0,2360909	0,2683815	0,3768257	0,0290696	0,8895085	0,1586225	0,9963116	0,7869564	0,6966120	0,0107799	0,3067668

0	0,4563836	0,6569254	0,6275925	0,9955480	0,4832859	0,1843241	0,3957313	0,4476964	0,0085664	0,9521242	0,1361506	0,9823080	0,9188061	0,6338424	0,0171187	0,2811143
20	0,2880756	0,5613378	0,5777677	0,9729476	0,5051001	0,1457249	0,3197717	0,3470484	0,0150058	0,7792424	0,1626677	0,8321269	0,8495785	0,6525863	0,0157859	0,2257473
40	0,3079418	0,5360464	0,5815341	0,8429165	0,4061329	0,1336383	0,3508498	0,3458584	0,0117544	0,7606089	0,1410872	0,7605544	0,9408010	0,7048216	0,0165239	0,2891663
60	0,3378865	0,5089709	0,6693336	0,7178157	0,3786568	0,0987534	0,3281699	0,3644699	0,0094390	0,6759871	0,1263021	0,6939081	0,9063457	0,6972385	0,0211178	0,2858160
80	0,4015973	0,4498832	0,6609666	0,5648753	0,3320091	0,0877240	0,3036597	0,3443056	0,0081159	0,5666257	0,1333462	0,5224019	0,8844745	0,6859277	0,0197023	0,2852174
100	0,4268825	0,4823451	0,6014086	0,4549402	0,3093494	0,0668378	0,2927276	0,4074335	0,0102088	0,5153081	0,1505528	0,3836395	0,9447165	0,7288492	0,0106959	0,2704083
120	0,3977412	0,4610701	0,5786344	0,3863845	0,3573369	0,0570289	0,3140102	0,3837235	0,0156779	0,4838479	0,1511043	0,3179663	0,8851647	0,7093444	0,0141628	0,2734621
140	0,4091866	0,4186161	0,5888669	0,3393462	0,3441644	0,0483964	0,3935129	0,3609684	0,0050562	0,4515039	0,1551098	0,2657136	0,8800928	0,7617669	0,0189252	0,3009916
160	0,4208309	0,3619628	0,5891139	0,2922850	0,3367726	0,0394492	0,4164057	0,4206565	0,0018529	0,4184850	0,1446663	0,2474647	0,9399837	0,6921808	0,0165546	0,2741447
180	0,4330038	0,3758949	0,6371732	0,2578510	0,3401712	0,0300083	0,4358865	0,4301047	0,0081983	0,3796286	0,1525054	0,2469327	0,9400803	0,6686094	0,0169991	0,2596572
200	0,4241376	0,3382877	0,6267790	0,2446027	0,3228124	0,0412933	0,4623191	0,3694534	0,0048613	0,3881841	0,1697472	0,2752499	0,9735984	0,6559896	0,0122502	0,2509005
220	0,4025753	0,2888562	0,6438332	0,2261917	0,3460920	0,0455401	0,3969324	0,3827889	0,0016336	0,3389580	0,1820312	0,2186585	0,9826514	0,6417885	0,0049542	0,2559270
240	0,4559775	0,2712168	0,5791695	0,1924387	0,3339068	0,0481586	0,3673922	0,3484555	0,0033276	0,3445260	0,1799562	0,2002628	0,9701871	0,6947471	0,0168148	0,2657226
260	0,3945616	0,2687905	0,5393845	0,1469554	0,3173542	0,0304931	0,4193721	0,3488701	0,0055166	0,4016223	0,1689034	0,1304713	0,9058337	0,7282772	0,0227535	0,2975287
280	0,4569365	0,2490022	0,5600811	0,1486205	0,3608252	0,0348009	0,3604626	0,3490866	0,0045195	0,4128720	0,1864199	0,1518362	0,8934409	0,6950691	0,0285832	0,3236547
300	0,4547699	0,2310779	0,5853797	0,1137819	0,3721216	0,0329789	0,3907378	0,3070296	0,0006150	0,4192927	0,1633871	0,1725251	0,9850365	0,7386301	0,0316441	0,2935254
320	0,5200642	0,2528309	0,6126189	0,1238987	0,3364228	0,0487954	0,4148629	0,2874137	0,0018672	0,4367806	0,1553912	0,1416402	0,9676257	0,8025507	0,0170151	0,3184891
340	0,5413828	0,2469003	0,5947698	0,1454832	0,3412733	0,0403077	0,4304592	0,3274395	0,0011306	0,4329068	0,1308597	0,1454329	0,9878978	0,7190045	0,0116833	0,2868240
360	0,5637714	0,2346538	0,6074569	0,1438653	0,3448450	0,0325240	0,4562432	0,2987923	0,0007364	0,4249259	0,1492856	0,1646482	0,9645513	0,7781545	0,0102827	0,3581145
380	0,5749196	0,2567197	0,6382946	0,1379802	0,3384955	0,0453182	0,4875994	0,3201532	0,0036973	0,3962665	0,1671334	0,1758933	0,9762850	0,7685960	0,0121703	0,3446983
400	0,5960928	0,2429999	0,6644818	0,1448382	0,3353047	0,0318620	0,5053701	0,3961422	0,0066104	0,3921304	0,1575724	0,1519531	0,9495553	0,8299430	0,0080689	0,3517581
420	0,5038388	0,2234008	0,5987005	0,1356706	0,3190151	0,0250250	0,4876129	0,3959924	0,0076636	0,3913265	0,1345511	0,1302579	0,9452606	0,8386519	0,0101494	0,3312481
440	0,4632348	0,2155009	0,5987002	0,1290692	0,3239312	0,0242774	0,4597233	0,3727804	0,0077356	0,4009943	0,1448348	0,1460655	0,9227089	0,8484431	0,0078611	0,2904080
460	0,4587162	0,2023438	0,5772175	0,1344759	0,3601286	0,0324404	0,4240207	0,3840572	0,0069368	0,4225237	0,1370341	0,1552233	0,9539713	0,8447186	0,0065568	0,3256161
480	0,5320022	0,2114569	0,6293139	0,1470378	0,3440904	0,0379848	0,3659038	0,3521267	0,0022969	0,3979551	0,1496763	0,1359636	0,9456115	0,7487100	0,0123866	0,3218725
500	0,5198545	0,2239864	0,6486529	0,1284271	0,3747593	0,0366052	0,3653654	0,3816018	0,0024791	0,4075342	0,1589299	0,1515228	0,9315914	0,7722411	0,0168556	0,3208303
520	0,5357758	0,2061499	0,6444532	0,1468288	0,3485233	0,0482525	0,3942618	0,3286106	0,0050054	0,3481941	0,1516316	0,1653319	0,9177396	0,7353806	0,0132563	0,3042331
540	0,5208365	0,1748747	0,6251630	0,1348991	0,3497804	0,0547271	0,3745025	0,3297027	0,0069049	0,3415275	0,1810244	0,1909635	0,9070943	0,7241262	0,0180091	0,3057667
560	0,4906678	0,1810241	0,6455929	0,1285870	0,3101912	0,0434718	0,4211184	0,3752405	0,0088989	0,3961342	0,1647094	0,1519579	0,8807166	0,7841369	0,0253403	0,3372228
580	0,4626180	0,2504785	0,6315061	0,1880754	0,3489385	0,0860536	0,3824013	0,3141291	0,0072663	0,4288621	0,1347438	0,2017968	0,9259160	0,8116277	0,0235302	0,3150624
600	0,4275531	0,2907630	0,6539594	0,3346704	0,4081061	0,1455722	0,4250205	0,3921571	0,0082180	0,5038807	0,1531324	0,3292864	0,8987550	0,8217892	0,0141439	0,3418360
620	0,4736700	0,3741261	0,6370005	0,4783364	0,4998973	0,1892872	0,3550315	0,4276276	0,0154828	0,6445528	0,1407161	0,4629784	0,9002301	0,8486024	0,0075639	0,3536488
640	0,4448484	0,4767804	0,6353638	0,6370517	0,5375757	0,2277899	0,3870014	0,4474614	0,0120110	0,7217085	0,1514701	0,6349761	0,8364286	0,8174636	0,0097383	0,3462482
660	0,4878951	0,4786111	0,6147481	0,7003594	0,4737368	0,2053725	0,4252914	0,4017846	0,0120289	0,7999243	0,1453713	0,7717984	0,8436185	0,7195205	0,0078583	0,3658266
680	0,5258901	0,5113197	0,5916761	0,7718958	0,4485174	0,2230641	0,4113018	0,3724271	0,0064660	0,8653188	0,1369646	0,8540596	0,8689256	0,6079645	0,0055273	0,3426907
700	0,4694499	0,5751211	0,5633380	0,7791049	0,4873776	0,2428194	0,3832290	0,4115615	0,0109500	0,8626706	0,1287999	0,8684309	0,8537041	0,6263886	0,0091349	0,3303535
720	0,4357455	0,5773615	0,6693168	0,7949391	0,4920011	0,2172329	0,3442260	0,4352186	0,0131055	0,9078163	0,1248982	0,9671311	0,8624076	0,6450904	0,0105833	0,2935450
740	0,4430759	0,5711129	0,6782172	0,8600409	0,5489755	0,2076788	0,3475222	0,3904216	0,0098783	0,9398599	0,1340820	1,0314141	0,8879610	0,6529995	0,0093908	0,2504168
760	0,4355914	0,5489264	0,6187424	0,9315856	0,5204647	0,2401791	0,3667570	0,4179555	0,0104965	0,9321928	0,1559638	1,0292520	0,8677789	0,6408536	0,0071684	0,2589524
780	0,3724590	0,5768389	0,6701262	0,9257117	0,4702043	0,2139872	0,3157801	0,4082163	0,0049247	1,0428745	0,1513021	0,9367718	0,8526853	0,6291798	0,0140167	0,2881597
800	0,3209691	0,6105786	0,5924914	0,9237506	0,4524053	0,2081439	0,3320713	0,4234873	0,0115944	0,9578623	0,1370512	0,9831611	0,8394529	0,6260088	0,0132294	0,3186902
820	0,3782680	0,6527276	0,6811194	0,8927956	0,4253153	0,2497453	0,3364426	0,3974874	0,0167947	0,9745074	0,1171822	0,9357074	0,8890820	0,6174078	0,0131980	0,2666399
840	0,3491996	0,6656437	0,6992556	0,9092214	0,4708826	0,2523829	0,3139027	0,4018780	0,0114873	0,9478176	0,0963657	0,9224275	0,8860741	0,6217458	0,0191214	0,2751764
860	0,3359687	0,6860154	0,6822548	0,8793866	0,4732651	0,2479429	0,2881952	0,4576754	0,0099893	0,9415328	0,1079989	0,9697764	0,8879297	0,5847909	0,0185887	0,2794070
880	0,3763718	0,6883629	0,6718004	0,8844115	0,4829522	0,2389330	0,2839257	0,4601454	0,0048906	0,9503589	0,1030171	0,9634960	0,9262906	0,6107916	0,0182454	0,2760656
900	0,3898010	0,6930631	0,6244103	0,9200795	0,5051855	0,2188828	0,2630922	0,4284780	0,0103170	0,9530002	0,0997955	0,9938525	0,9280306	0,5611811	0,0140921	0,2439392
920	0,4190931	0,6812308	0,6126521	0,9479892	0,5008853	0,2171201	0,2463770	0,4041704	0,0074126	0,9169712	0,1468337	0,9522933	0,8815125	0,5418592	0,0067120	0,1993137
940	0,3749522	0,6647793	0,5979037	0,8818930	0,4391763	0,2597184	0,2601990	0,3832429	0,0023412	0,8811571	0,1332400	1,0423192	0,8575245	0,4941607	0,0056994	0,2415666
960	0,4051734	0,6395117	0,6274262	0,8888330	0,3958976	0,2632001	0,2579593	0,4603249	0,0004374	0,8755295	0,1255683	0,9963900	0,9020177	0,5900686	0,0069787	0,2351592
980	0,4232034	0,6414341	0,6201873	0,9188311	0,4476737	0,2190467	0,2914577	0,4139775	0,0025319	0,8316968	0,1370517	0,9711410	0,9291944	0,5991593	0,0153593	0,2379096
1000	0,4156521	0,6797672	0,6218162	0,9404415	0,5148826	0,2390203	0,2997754	0,3646446	0,0053960	0,8780555	0,1303095	0,9174495	0,8919230	0,6957498	0,0114260	0,2431716
1020	0,3949485	0,6517853	0,6302669	1,0228109	0,5127144	0,2133392	0,3152342	0,4138630	0,0151171	0,9029431	0,1311263	0,9247219	0,7837519	0,7372030	0,0129382	0,2440234
1040	0,3716274	0,6372071	0,6742718	0,9850136	0,5326810	0,1999320	0,3461484	0,4576011	0,0165430	0,8813324	0,1213871	0,9680021	0,8004617	0,7424132	0,0132762	0,3286605
1060	0,3698943	0,6650839	0,7012184	0,9890140	0,5247300	0,2118018	0,3235155	0,4310249	0,0151919	0,8695811	0,1190694	0,9856419	0,7747749	0,7065601	0,0157464	0,2938315
1080	0,4126512	0,6650986	0,7379468	0,9894298	0,5466810	0,2131387	0,3625183	0,4684087	0,0151529	0,9046553	0,1491480	1,0370752	0,7902635	0,6608007	0,0141225	0,2806706
1100	0,3697427	0,6979583	0,6631398	0,9741774	0,5144943	0,2199791	0,3465271	0,4445135	0,0123849	0,9184843	0,1454769	1,0269375	0,7499508	0,6415722	0,0131324	0,2536672

0	0,4563836	0,6569254	0,6275925	0,9955480	0,4832859	0,1843241	0,3957313	0,4476964	0,0085664	0,9521242	0,1361506	0,9823080	0,9188061	0,6338424	0,0171187	0,2811143
20	0,3028617	0,6121791	0,5948216	0,9505956	0,4792823	0,2012215	0,2721512	0,4358403	0,0072233	0,8583821	0,1401823	1,0493875	0,8222533	0,6007980	0,0054535	0,2562587
