"Time"	narL	nikR	dcuR	caiF	modE	nikD	nikC	nikB	frdB	frdC	frdA	nikE	nikA	frdD	dcuB	ccmF
500	0,7761536	0,0418129	0,3329147	0,2249965	0,7227736	0,6120379	0,7297520	0,8763489	0,1746612	0,0303973	0,0566302	0,2511873	0,0003382	0,1847764	0,1175874	0,3054278
520	0,6384555	0,0715185	0,3726749	0,2261852	0,6711899	0,7572120	0,7222171	0,7694758	0,2308468	0,0417699	0,0828406	0,2704132	0,0001582	0,1553734	0,0817362	0,2045076
540	0,7018988	0,0500015	0,3910814	0,1774218	0,7506113	0,6127892	0,7527314	0,6545084	0,2467705	0,0787872	0,1061916	0,2133538	0,0029668	0,1823434	0,0756662	0,2746042
560	0,6810719	0,0351905	0,3758714	0,1810608	0,6267068	0,8147836	0,7925839	0,7138294	0,3183460	0,0731684	0,0793792	0,2613525	0,0043562	0,1621648	0,1108368	0,2116529
580	0,6467192	0,0692335	0,3480221	0,2194533	0,6099007	0,8290900	0,7436610	0,8077515	0,2613226	0,1253692	0,0742450	0,3041816	0,0018684	0,3413803	0,1192863	0,1840555
600	0,7679014	0,2110590	0,3747525	0,2251576	0,6256087	0,7870098	0,6404602	0,7986535	0,2039916	0,3224806	0,0931758	0,2693175	0,0000000	0,2056716	0,1592006	0,2069509
620	0,6478969	0,2947190	0,5141699	0,2015216	0,6442907	0,6954408	0,8084304	0,7257770	0,3506083	0,4631334	0,1745865	0,2502233	0,0298901	0,2451457	0,2319428	0,2956186
640	0,6570289	0,3822027	0,3786814	0,2057490	0,5786019	0,7620086	0,6017600	0,7400966	0,3803528	0,4708649	0,1954933	0,2740900	0,0047468	0,2816489	0,1684241	0,2335447
660	0,6161541	0,3637931	0,3466691	0,2181644	0,6756203	0,7050141	0,5478356	0,6142692	0,4041362	0,7528446	0,1417399	0,1223729	0,0084975	0,2040167	0,1838637	0,1986850
680	0,5797357	0,4051107	0,3725964	0,2362670	0,7715849	0,4607996	0,5778638	0,4680533	0,2620837	0,5407559	0,1574602	0,1414130	0,0076745	0,2532081	0,1599288	0,2284817
700	0,6497861	0,4223927	0,3815874	0,2616428	0,8052813	0,3510604	0,6270167	0,5233953	0,3693235	0,6928194	0,1640428	0,0963821	0,0189585	0,2544763	0,1111557	0,2289487
720	0,6312351	0,3753614	0,3913090	0,2338610	0,6458076	0,3081691	0,5691513	0,5036142	0,2412053	0,5160896	0,1763981	0,0541612	0,0017658	0,2645639	0,1426366	0,2298889
740	0,6595406	0,4721499	0,3169051	0,3349155	0,5782648	0,2931140	0,5504277	0,4293215	0,2649832	0,6814197	0,2372130	0,0685085	0,0042747	0,1729267	0,1301940	0,1644644
760	0,7604876	0,5192471	0,4328227	0,2346569	0,7733846	0,2635835	0,5910079	0,4020330	0,4232904	0,7871696	0,2150926	0,0696607	0,0023026	0,1920381	0,1988280	0,1830192
780	0,7525247	0,5128064	0,4038416	0,2461565	0,7606486	0,1522347	0,5096873	0,3274220	0,4208323	0,9153202	0,2121877	0,0286194	0,0089998	0,2113996	0,1526961	0,2684606
800	0,6897772	0,3663879	0,3968299	0,2359355	0,6495544	0,1698230	0,5376789	0,2343654	0,4094516	0,6806870	0,2160899	0,0175863	0,0020674	0,1845855	0,2208324	0,2447703
820	0,7021368	0,3631121	0,3642005	0,2576271	0,6273871	0,2246754	0,5508126	0,2922832	0,4266715	0,8371932	0,1451670	0,0283614	0,0023522	0,1842742	0,1617267	0,2345303
840	0,5393339	0,4568896	0,3258342	0,1748045	0,6346932	0,1779219	0,5728549	0,3049186	0,3589547	0,7035714	0,2198311	0,0152882	0,0065077	0,2445118	0,1011651	0,2235415
860	0,6761974	0,3500612	0,3909604	0,2071009	0,6670483	0,1925138	0,4829827	0,2206784	0,3337669	0,9718594	0,1981738	0,0148133	0,0012535	0,2104667	0,0656655	0,2232036
880	0,8611171	0,3931211	0,3195543	0,1936117	0,7760052	0,2054125	0,4621208	0,2795662	0,3245750	0,7189873	0,1421966	0,0194787	0,0012407	0,2391283	0,1256643	0,2442334
900	0,6563022	0,3792903	0,3291815	0,1588830	0,5950475	0,1937754	0,5629789	0,2745386	0,3545947	0,7928362	0,1698239	0,0262965	0,0014049	0,1365672	0,1125352	0,2541840
920	0,8971566	0,4770760	0,3088793	0,1659728	0,6532230	0,1963438	0,6524639	0,2665874	0,3716669	0,8191797	0,2325081	0,0239263	0,0320688	0,2156517	0,0705205	0,2421608
940	0,6380250	0,3430629	0,2673325	0,1627967	0,7266965	0,1837752	0,4765213	0,3115099	0,3058356	0,8783638	0,1847082	0,0383671	0,0022897	0,1472128	0,0880829	0,1611949
960	0,7475572	0,3816164	0,2735194	0,2001369	0,7749961	0,1512281	0,5734236	0,2865847	0,2060578	0,7746180	0,1717104	0,0356228	0,0024142	0,1468428	0,0938747	0,1915922
980	0,8520189	0,3211619	0,2957338	0,2029500	0,7102358	0,1378734	0,4360461	0,3011218	0,2440124	0,8254247	0,1075438	0,0481981	0,0005052	0,2079580	0,0906035	0,1799850
1000	0,7154995	0,4116783	0,2647809	0,2101486	0,8007712	0,1041932	0,4909375	0,2565102	0,1617039	0,6839782	0,1525253	0,0254179	0,0008062	0,1597521	0,0614809	0,2204115
1020	0,7877582	0,2455247	0,4272830	0,1734253	0,7575332	0,0809489	0,4699642	0,2720940	0,1565182	0,6438226	0,1338318	0,0189971	0,0001571	0,1931284	0,0806864	0,2121930
1040	0,6390519	0,3934347	0,2552078	0,1572405	0,6906643	0,1436126	0,5886093	0,2868723	0,1745427	0,5773528	0,1208632	0,0467118	0,0000000	0,2021017	0,0930140	0,1918448
1060	0,5725287	0,4178679	0,2939858	0,2141895	0,7430870	0,1146358	0,5446592	0,3577694	0,2197752	0,7309322	0,0919691	0,0379961	0,0000759	0,1883410	0,0560364	0,1659939
1080	0,7954329	0,5209454	0,2725901	0,1868050	0,8424511	0,1304478	0,6614050	0,3146052	0,1451115	0,6670210	0,1154926	0,0391868	0,0020776	0,1833416	0,0726737	0,2148240
1100	0,5822033	0,4475043	0,4004854	0,1979752	0,7242753	0,2081429	0,5151999	0,2456584	0,2609461	0,6125358	0,1469908	0,0187589	0,0082571	0,2197875	0,1240616	0,1548577

0	0,5825711	0,4462344	0,3313163	0,2614971	0,5940057	0,1905048	0,4381152	0,2890633	0,2509230	0,6933190	0,1465706	0,0362986	0,0018451	0,2435653	0,0730459	0,2085396
20	0,6143569	0,4303282	0,3188796	0,2349800	0,6668830	0,1426598	0,4625836	0,2665344	0,3271057	0,6691402	0,1642037	0,0101430	0,0061071	0,3222369	0,0968395	0,1854714
40	0,6533622	0,3919827	0,4000397	0,1676726	0,6976073	0,1813477	0,4211730	0,2363744	0,2875659	0,6792601	0,2013395	0,0178388	0,0027125	0,2779424	0,1307490	0,2422730
60	0,5617624	0,4371561	0,3518735	0,2264080	0,7101960	0,1418492	0,3186035	0,2653560	0,2413494	0,6453747	0,1524370	0,0033115	0,0018080	0,2976223	0,1337486	0,3176407
80	0,6897043	0,3954255	0,3191608	0,2108292	0,4648322	0,2136566	0,2548004	0,1890480	0,2236831	0,6886182	0,1833535	0,0201076	0,0018893	0,3031064	0,1172221	0,3090830
100	0,6888763	0,4250509	0,3921180	0,2622249	0,6093270	0,1366166	0,1957674	0,2498191	0,2571375	0,6461481	0,1452318	0,0309893	0,0009537	0,2930800	0,0805058	0,4695093
120	0,6848123	0,3466759	0,3063274	0,2191706	0,3740954	0,1889344	0,1948541	0,3518342	0,2860707	0,7068110	0,1225554	0,0232107	0,0007599	0,4449234	0,1000445	0,4086524
140	0,6205655	0,4393365	0,3508906	0,2604759	0,3981839	0,1730362	0,1721490	0,2463885	0,2057813	0,7812633	0,1423426	0,0203857	0,0002540	0,3677893	0,0915393	0,4737987
160	0,5642373	0,4802306	0,4198882	0,2469605	0,3389851	0,2316216	0,1842217	0,2226941	0,3609389	0,5775309	0,1349152	0,0149327	0,0062030	0,3961059	0,0784017	0,4507249
180	0,5027678	0,4590190	0,3845378	0,1838302	0,4517809	0,1948734	0,1628280	0,1892934	0,3535516	0,6842546	0,1517951	0,0167624	0,0019903	0,4475537	0,0760022	0,5196641
200	0,4451826	0,4659657	0,3725657	0,2572206	0,4050940	0,2556522	0,1550744	0,1884547	0,4065148	0,8118196	0,2089283	0,0279106	0,0060985	0,3386861	0,1291604	0,3902860
220	0,5115940	0,4604774	0,4003438	0,2602480	0,3371742	0,2128584	0,1115131	0,1824134	0,3173297	0,6179698	0,1935376	0,0251475	0,0014166	0,4067631	0,2009604	0,3732026
240	0,4145807	0,4559877	0,3642209	0,1817152	0,3274817	0,4812301	0,1446629	0,2511535	0,4106698	0,6279926	0,2436236	0,0344122	0,0041906	0,3699605	0,1434954	0,4166791
260	0,4154947	0,4030623	0,5366996	0,3009734	0,3580181	0,4190252	0,1373961	0,2797821	0,4344318	0,7659798	0,2530254	0,0128222	0,0010065	0,4120256	0,1476203	0,4194064
280	0,4300530	0,4258238	0,3517940	0,3298283	0,4311150	0,4215970	0,2014956	0,2021097	0,4462035	0,5189446	0,2188503	0,0298633	0,0002948	0,4125454	0,2521287	0,5217725
300	0,3689313	0,4673836	0,6086282	0,4128395	0,5027662	0,6279504	0,2311901	0,2005536	0,4941862	0,6899853	0,2065610	0,0297734	0,0018494	0,4593950	0,2909805	0,5779274
320	0,4094455	0,4819483	0,5029365	0,4585285	0,3289602	0,5489147	0,2157370	0,2196089	0,6402272	0,6372513	0,2154770	0,0332913	0,0045821	0,3344422	0,3505693	0,5648145
340	0,4471333	0,5190932	0,3905522	0,3735287	0,3182635	0,8284732	0,1943549	0,2395464	0,6169301	0,6487004	0,3096372	0,0206894	0,0024456	0,4265873	0,3033951	0,4964324
360	0,4603269	0,5620960	0,4506268	0,3209677	0,3296288	0,6185294	0,1482557	0,2657557	0,5034719	0,7071939	0,2679723	0,0285975	0,0004900	0,4580389	0,3386898	0,5196611
380	0,2644797	0,4596784	0,4675766	0,2964016	0,2910364	0,6069252	0,1374287	0,2229779	0,4133481	0,7014970	0,3210891	0,0209146	0,0006216	0,3675457	0,2377502	0,4238434
400	0,3750081	0,3818283	0,3795335	0,4330163	0,3211689	0,5805144	0,1543158	0,2098802	0,3791094	0,7375049	0,2463199	0,0198979	0,0006589	0,3864103	0,2850012	0,4821248
420	0,3253491	0,4957059	0,4066680	0,3717582	0,2902860	0,5532723	0,1382158	0,2374027	0,5336444	0,6521464	0,3390654	0,0275974	0,0016339	0,4646933	0,3229144	0,4478414
440	0,3617903	0,4935271	0,4348152	0,4244985	0,3143079	0,5840455	0,1591014	0,2606101	0,5497277	0,6811485	0,3977369	0,0432950	0,0104247	0,3376401	0,2780120	0,4392110
460	0,3879391	0,4629449	0,5326734	0,4078489	0,3138751	0,5677244	0,1218988	0,2876182	0,5470494	0,5564383	0,4177095	0,0095247	0,0076903	0,3460716	0,3048224	0,5279387
480	0,3639330	0,4835117	0,4372680	0,3739000	0,2544468	0,6210574	0,1310658	0,1528710	0,4976360	0,6618414	0,2742742	0,0441794	0,0020608	0,4083759	0,2303502	0,4845371
500	0,2748014	0,4247213	0,3882222	0,4922630	0,3080947	0,6357640	0,1934353	0,1965744	0,5018941	0,6527404	0,3379101	0,0168905	0,0027170	0,4324193	0,2006657	0,5067738
520	0,3599267	0,3799920	0,5341406	0,5586226	0,2464744	0,5878899	0,1755538	0,2491677	0,4989663	0,7697113	0,2925636	0,0129393	0,0030311	0,4487486	0,3643458	0,5984894
540	0,3649375	0,4906500	0,4893003	0,4793938	0,3741139	0,6544598	0,1513844	0,2509757	0,6009558	0,8145869	0,3358032	0,0195559	0,0074049	0,3343152	0,2497546	0,5295571
560	0,2533767	0,5513441	0,5065826	0,4797391	0,3664698	0,6237540	0,1585987	0,2755286	0,6776062	0,7218318	0,3098618	0,0270123	0,0029652	0,3631197	0,3418180	0,6528083
580	0,3440300	0,6704101	0,4897771	0,4588097	0,3236248	0,5452838	0,2614348	0,3031802	0,5536701	0,6351234	0,3294025	0,0258047	0,0025550	0,4613003	0,2736061	0,4255723
600	0,3928576	0,4318368	0,5421987	0,5114359	0,4335477	0,6894102	0,3179661	0,2645453	0,6050274	0,6160664	0,3039120	0,0474937	0,0081716	0,3837878	0,2188496	0,4550399
620	0,4807020	0,4890501	0,4684426	0,5758710	0,3870670	0,6805840	0,3473114	0,2343025	0,5759213	0,7317152	0,3544084	0,0130151	0,0066974	0,4169651	0,2402124	0,4324746
640	0,4608866	0,4695932	0,4482837	0,4451156	0,4635627	0,6586812	0,4375516	0,2617178	0,4573739	0,8679041	0,3184926	0,0216715	0,0069558	0,4091195	0,1905810	0,3611031
660	0,5110961	0,4376337	0,4678842	0,4162151	0,6215839	0,6398033	0,4991000	0,2611646	0,5534763	0,7631999	0,2981082	0,0124904	0,0060434	0,3633623	0,1896666	0,3168469
680	0,6362847	0,3039067	0,4601332	0,4390228	0,6308770	0,4974713	0,5552250	0,2988824	0,4877562	0,6768452	0,2435469	0,0229993	0,0113106	0,3259179	0,2018591	0,3159612
700	0,5599013	0,4335957	0,3923461	0,4608040	0,5418230	0,5907307	0,6962589	0,3076452	0,5591782	0,7717458	0,2576632	0,0118548	0,0028586	0,3148919	0,1783146	0,2205410
720	0,6078779	0,3461525	0,3720325	0,4471832	0,5668946	0,3653660	0,5647123	0,2678082	0,6014547	0,8281465	0,2842501	0,0142990	0,0005705	0,2991217	0,1587990	0,1968319
740	0,6828709	0,4177397	0,3808357	0,3861081	0,6051550	0,3571982	0,5034079	0,2280438	0,4352326	0,6839577	0,2510499	0,0136355	0,0007383	0,2411660	0,1290029	0,2175294
760	0,6136000	0,3965891	0,3715364	0,3067672	0,7227835	0,3697779	0,6007797	0,2444515	0,3594640	0,7486551	0,1877904	0,0171584	0,0002523	0,2416999	0,1081318	0,2189849
780	0,7803443	0,4618362	0,2963182	0,2841526	0,7603827	0,3163165	0,5727681	0,2631206	0,3344612	0,8862855	0,1924158	0,0174362	0,0018073	0,2581837	0,0863429	0,1873851
800	0,5884929	0,5241081	0,3069737	0,3447004	0,7955727	0,2498051	0,6662676	0,2920007	0,3511687	0,7713796	0,2066690	0,0166523	0,0056609	0,2687400	0,1023511	0,1940689
820	0,6318669	0,4323910	0,2661038	0,1899089	0,8039187	0,2162012	0,5924957	0,2280527	0,3040757	0,8006349	0,1260699	0,0195637	0,0014135	0,2013344	0,0799518	0,2830314
840	0,5969094	0,4603772	0,3197145	0,2200935	0,6836855	0,1936523	0,5069642	0,2917848	0,2707629	0,9433439	0,1429986	0,0057801	0,0044141	0,2509978	0,0934855	0,1592144
860	0,6043129	0,4380422	0,2664019	0,2338661	0,7706588	0,1125584	0,4272086	0,2458166	0,3767690	0,8951160	0,1908957	0,0222914	0,0043114	0,2021279	0,0978773	0,1478894
880	0,5879613	0,4527808	0,3178975	0,2351602	0,7530982	0,1936369	0,5638200	0,1783619	0,2401848	0,7206025	0,1770454	0,0151815	0,0040548	0,2042437	0,1277229	0,1674873
900	0,6654747	0,4322980	0,2311428	0,2000642	0,9421224	0,1656566	0,4870884	0,2142303	0,2558228	0,6591422	0,1392149	0,0141348	0,0019762	0,2040525	0,1109263	0,2209870
920	0,6339134	0,4669189	0,3500608	0,1890360	0,7837220	0,1902327	0,5304136	0,2436707	0,2593803	0,7503683	0,1534156	0,0101739	0,0046237	0,2424500	0,1035698	0,2126761
940	0,6313050	0,4482935	0,3355915	0,1683808	0,8605325	0,1616553	0,4890776	0,3073550	0,1945170	0,6830389	0,1057356	0,0165932	0,0026238	0,1744888	0,0958929	0,1993339
960	0,6820707	0,5397534	0,2569430	0,2875685	0,6781628	0,1921309	0,5825572	0,2970098	0,2732222	0,6352140	0,2016732	0,0155735	0,0022374	0,1896713	0,0970153	0,2421016
980	0,5491359	0,5228419	0,3852691	0,2364985	0,8073573	0,1335008	0,5350264	0,2612951	0,2433376	0,6051432	0,1681095	0,0140553	0,0056402	0,2160310	0,1952948	0,2644596
1000	0,6484395	0,4688961	0,3831175	0,1818388	0,7966120	0,1098416	0,6997904	0,2131575	0,2272943	0,6669165	0,1479202	0,0139983	0,0024943	0,2268969	0,1718855	0,1856504
1020	0,6128962	0,4764406	0,3769882	0,2149832	0,7002626	0,1285866	0,6201408	0,2621300	0,2079238	0,7353665	0,1463765	0,0306360	0,0065260	0,2696506	0,1224042	0,2888983
1040	0,6278810	0,4434070	0,3461799	0,1852573	0,8259621	0,1712170	0,5915121	0,2525421	0,2957807	0,8085365	0,1433515	0,0311605	0,0057162	0,2420857	0,0690950	0,2210774
1060	0,6162176	0,4233617	0,3787935	0,2213191	0,8209407	0,1654401	0,6728606	0,2798624	0,3049109	0,7294708	0,1354784	0,0255122	0,0359802	0,1419076	0,1180695	0,2614258
1080	0,6319432	0,4524411	0,2452677	0,1569651	0,7374271	0,1590254	0,5293659	0,2133343	0,2796963	0,6232280	0,1381760	0,0233283	0,0115139	0,2033339	0,0981371	0,2297889
1100	0,5808219	0,4224796	0,3576741	0,1768346	0,7360550	0,1703809	0,6008552	0,2554527	0,3087936	0,7783906	0,1756597	0,0413527	0,0041419	0,2146472	0,1294553	0,2658821

0	0,7002063	0,3765226	0,2857189	0,1849889	0,7141947	0,2425106	0,5550375	0,2644843	0,2497737	0,7363367	0,1952287	0,0190464	0,0010779	0,2065061	0,0816877	0,1501047
20	0,6793666	0,3165512	0,3282240	0,2275247	0,9302492	0,2507071	0,6437809	0,3028632	0,2243752	0,7213196	0,1025163	0,0084483	0,0003308	0,2017210	0,1513438	0,2274379
40	0,7937411	0,2462597	0,3036054	0,2242821	0,7319796	0,1924248	0,4963469	0,4052801	0,2788730	0,7577623	0,1274101	0,0227913	0,0000932	0,1824059	0,1183954	0,3187616
60	0,6393820	0,1801185	0,4587289	0,1396333	0,8746691	0,1449518	0,5121201	0,3777517	0,2005310	0,7580816	0,1075597	0,0325181	0,0015607	0,1115198	0,1030555	0,3622447
80	0,5781286	0,1153692	0,2780721	0,0957820	0,6469533	0,1185328	0,6788999	0,3347837	0,1873369	0,6887989	0,0732157	0,0251091	0,0001660	0,1284793	0,1312615	0,4471089
100	0,6304266	0,0981025	0,3718450	0,0857739	0,7184905	0,1483187	0,5903403	0,4247790	0,1431088	0,7807159	0,0493910	0,0733929	0,0004990	0,0590807	0,0934238	0,4632048
120	0,5845171	0,0486180	0,3277429	0,1323055	0,7139761	0,1128138	0,6310050	0,4258383	0,1960596	0,6586022	0,0382536	0,0680254	0,0029865	0,0767312	0,1429945	0,5091058
140	0,7306613	0,0383841	0,2628011	0,0422407	0,6502336	0,0893486	0,6190568	0,4784878	0,0804844	0,7726820	0,0552737	0,1115317	0,0022069	0,0621078	0,1033716	0,5113159
160	0,6733074	0,0297128	0,3504750	0,0137739	0,6091056	0,0737516	0,6085794	0,5272329	0,1108307	0,6692759	0,0597418	0,1290230	0,0051653	0,0377377	0,0668962	0,4615385
180	0,7101639	0,0097340	0,3387327	0,0287244	0,6872663	0,0560344	0,6049625	0,4960017	0,0581735	0,6589352	0,0303899	0,1831782	0,0108602	0,0478220	0,0952690	0,6373752
200	0,5925838	0,0299441	0,2755138	0,0502445	0,7704201	0,0683327	0,6012478	0,6669662	0,0828289	0,7769923	0,0505245	0,2106970	0,0149683	0,0311582	0,0582616	0,5219332
220	0,7335062	0,0207939	0,2915934	0,0497106	0,6245854	0,1095390	0,5910607	0,6009151	0,0770843	0,7357605	0,0586914	0,2413062	0,0269842	0,0524844	0,0912302	0,5089450
240	0,7395882	0,0199355	0,3193286	0,0244716	0,7105217	0,0927075	0,6682146	0,5519514	0,1159439	0,8561609	0,0817543	0,2805270	0,0280945	0,0525039	0,0741622	0,5505789
260	0,8196686	0,0412995	0,3159365	0,0140127	0,6458130	0,1335934	0,8132251	0,6759304	0,0956817	0,7672926	0,0875367	0,2515823	0,0280294	0,0532844	0,0865522	0,4194914
280	0,6906753	0,0150577	0,2840900	0,0285821	0,7318512	0,1069917	0,8124005	0,7321915	0,0578566	0,6954336	0,0475160	0,2567068	0,0523907	0,0354021	0,0603934	0,5344457
300	0,7002957	0,0048189	0,2812556	0,0197577	0,7527390	0,1234180	0,7124783	0,6451443	0,1053206	0,7387796	0,0567342	0,2631921	0,0877995	0,0628965	0,1117026	0,5084833
320	0,6263571	0,0176443	0,2935190	0,0168564	0,7221647	0,0906534	0,7708402	0,7701361	0,1107159	0,6986067	0,0247931	0,2915495	0,0437482	0,0691269	0,1230155	0,5559810
340	0,6141055	0,0088252	0,2927741	0,0462225	0,7671714	0,1349990	0,8713339	0,8160750	0,0742547	0,7180689	0,0263287	0,2861876	0,0355008	0,0506905	0,0811590	0,5288462
360	0,6638064	0,0244985	0,2762215	0,0240324	0,7560163	0,0967189	0,7591503	0,7493039	0,0537145	0,7858457	0,0300376	0,2898327	0,0186736	0,1042062	0,0931134	0,6255457
380	0,5893927	0,0172831	0,4635528	0,0360770	0,7769334	0,1027458	0,7272241	0,7230173	0,1177906	0,5940352	0,0327684	0,2916812	0,1265987	0,0540213	0,0946444	0,5700199
400	0,6493528	0,0169671	0,3588760	0,0475337	0,8016100	0,0622938	0,8316409	0,7978054	0,1259301	0,6778378	0,0199405	0,2578876	0,0826278	0,0609781	0,1572187	0,5212121
420	0,6366125	0,0141884	0,3655835	0,0577894	0,7550353	0,1124941	0,9426761	0,8677537	0,1060418	0,7912092	0,0609075	0,2347854	0,1071758	0,0813761	0,1338041	0,6806937
440	0,6173650	0,0119636	0,4340018	0,0081629	0,8813283	0,0558379	0,8042189	0,9658837	0,1489458	0,7958499	0,0433563	0,3308332	0,0458996	0,0864452	0,1664311	0,6256309
460	0,6509244	0,0143297	0,3284371	0,0355693	0,6590541	0,0745026	0,7417588	0,7778145	0,1484769	0,9143238	0,0360917	0,3447745	0,0555080	0,0694169	0,1455260	0,6770002
480	0,5535389	0,0093710	0,3567861	0,0208948	0,6659927	0,1256460	0,7463318	0,6375118	0,1465038	0,7530483	0,0594627	0,2530488	0,0924488	0,0415995	0,1441423	0,6406202
500	0,7217364	0,0105541	0,3491515	0,0150668	0,7239494	0,0692130	0,7789346	0,6728922	0,1104616	0,8289254	0,0543132	0,2354746	0,0545152	0,0729773	0,1281705	0,6558015
520	0,6211232	0,0176478	0,3931764	0,0202793	0,7688873	0,1126361	0,7539474	0,7159283	0,0807310	0,8417038	0,0321644	0,2644883	0,0167911	0,1132246	0,0765878	0,6087714
540	0,6711112	0,0161805	0,3004394	0,0170255	0,7248909	0,1077263	0,7775944	0,6546148	0,0723203	0,6456980	0,0457409	0,3839316	0,0273216	0,0626710	0,1035027	0,5881668
560	0,6290184	0,0217579	0,2969539	0,0230563	0,8288433	0,0854460	0,6831129	0,7408521	0,0889609	0,7815037	0,0203695	0,2439282	0,0288381	0,0629055	0,0690332	0,5457760
580	0,6734541	0,1011427	0,3403266	0,0389283	0,7062609	0,1073217	0,6697523	0,6441080	0,0723780	0,9219744	0,1089827	0,3517070	0,0482861	0,0698024	0,0632897	0,5489222
600	0,5908880	0,1783044	0,3142466	0,0839135	0,6690026	0,2766958	0,7123552	0,7504268	0,1384902	0,6717219	0,1253612	0,2683305	0,0489102	0,1003970	0,0876229	0,4531998
620	0,6378279	0,2955484	0,3069191	0,1374875	0,5876624	0,3725123	0,6923520	0,7049165	0,1420444	0,7410249	0,1041701	0,2552174	0,0244346	0,1294246	0,0875315	0,5416725
640	0,6272769	0,4014879	0,3150520	0,1874506	0,5910946	0,3877160	0,7916994	0,8094817	0,1835076	0,6280599	0,1142757	0,1944989	0,0136848	0,1649493	0,1613673	0,4719278
660	0,6945685	0,3701852	0,4039580	0,1437004	0,6224239	0,4094150	0,6501739	0,7344720	0,2705657	0,6962769	0,1571323	0,1609133	0,0087803	0,1731647	0,1008437	0,3354775
680	0,5960285	0,3714829	0,2995639	0,1780929	0,7221819	0,4810472	0,5227217	0,5878970	0,3204037	0,8066430	0,0936080	0,1293459	0,0037869	0,2773049	0,0732731	0,2949785
700	0,5044493	0,4006592	0,2978531	0,1952353	0,6528755	0,4350336	0,5268197	0,5930647	0,2485821	0,7862439	0,1404494	0,1484412	0,0028596	0,2069721	0,1141765	0,2643975
720	0,6396174	0,4312037	0,2631868	0,1622962	0,6400566	0,2861172	0,5440115	0,4883781	0,2306435	0,7219110	0,1307982	0,0708602	0,0000000	0,2090336	0,1075842	0,2167710
740	0,6406637	0,3841015	0,3277778	0,2378962	0,7397405	0,2886903	0,4861925	0,3708534	0,1922859	0,6414106	0,1524312	0,0504048	0,0019335	0,2771517	0,0822011	0,3455837
760	0,5674467	0,4025384	0,3282349	0,2527312	0,8526653	0,2049940	0,4488148	0,4184604	0,2093057	0,6790007	0,1693159	0,0344896	0,0075005	0,2130356	0,0315893	0,1646931
780	0,6327034	0,5213329	0,2561623	0,2479288	0,6796305	0,2055248	0,6277396	0,3388687	0,1183025	0,7281741	0,0996516	0,0200990	0,0072920	0,2855500	0,0890507	0,2521368
800	0,5579699	0,4497410	0,3034495	0,1622051	0,6400449	0,1441098	0,5074385	0,2653989	0,2198514	0,8167600	0,1170107	0,0513736	0,0102462	0,1995206	0,0755462	0,2717531
820	0,4942800	0,3773916	0,2818952	0,1734792	0,6815312	0,1476574	0,5406653	0,2473932	0,1733526	0,7844082	0,0866957	0,0586793	0,0186420	0,2172102	0,1529908	0,2037944
840	0,6395137	0,3323804	0,3183112	0,1562595	0,7611015	0,2325373	0,5639954	0,3108389	0,2303968	0,7938494	0,1115407	0,0257052	0,0063127	0,2042081	0,0891029	0,1939032
860	0,6868861	0,4159954	0,2647320	0,2249789	0,7895380	0,1928990	0,5470880	0,2146831	0,1466844	0,7704976	0,1327358	0,0127373	0,0089433	0,2095858	0,1461521	0,1990192
880	0,7525085	0,4232969	0,3473388	0,1820904	0,7496832	0,2006368	0,5788240	0,2663039	0,2336733	0,5952766	0,1190665	0,0309081	0,0016765	0,1754974	0,0976553	0,1827989
900	0,6989477	0,4666556	0,3242406	0,1920264	0,7705290	0,2693308	0,5389204	0,2460272	0,1919574	0,7631862	0,1079282	0,0176793	0,0063282	0,1593606	0,0898245	0,1929216
920	0,6509137	0,4248324	0,3287534	0,1667614	0,6541181	0,2043607	0,4951154	0,2711288	0,2169266	0,6806670	0,1821899	0,0406621	0,0006485	0,2494728	0,1328892	0,2021811
940	0,6512955	0,3835207	0,3015145	0,2186759	0,7920779	0,1934742	0,7378389	0,2942606	0,2392307	0,7657374	0,1679477	0,0274173	0,0028986	0,1828738	0,1617625	0,3464404
960	0,5709861	0,4059688	0,4293576	0,1915445	0,7163547	0,1664693	0,4777442	0,2273651	0,3255538	0,6191885	0,1522469	0,0599332	0,0019676	0,3036752	0,0949799	0,2691679
980	0,6823076	0,5226583	0,4058811	0,1893657	0,7329254	0,1598303	0,5292285	0,2615585	0,2815363	0,6413850	0,1426805	0,0295318	0,0044510	0,2665113	0,1036463	0,2603174
1000	0,6799131	0,5030206	0,3805960	0,2138137	0,7546273	0,1660253	0,6028785	0,2062932	0,3256926	0,7134049	0,1420428	0,0377493	0,0071070	0,2332163	0,1545739	0,2352108
1020	0,7317309	0,4512044	0,3053428	0,2063410	0,8806062	0,1448190	0,4933698	0,3085548	0,2751813	0,7722303	0,1306229	0,0185100	0,0142983	0,2329709	0,1026429	0,2056836
1040	0,7025810	0,3704913	0,2851825	0,1558638	0,9246376	0,1826909	0,5575705	0,2973383	0,2002454	0,7802289	0,2066819	0,0255357	0,0096861	0,2060421	0,0648482	0,2186870
1060	0,8108993	0,3889264	0,3754148	0,2828311	0,8286432	0,1454600	0,4802226	0,2241588	0,3321914	0,8150726	0,0995994	0,0063163	0,0143611	0,1953540	0,1134537	0,2019327
