"Time"	yoeB	yefM	alaS	mngB	mngR	mngA	artJ	argR	argB	artI	artQ	argA	artM	argC	argE	artP
200	0,3786525	0,6643924	0,3418606	0,7899126	0,4870600	0,2043701	0,3354332	0,4046523	0,0018076	0,6183794	0,1415001	0,9725508	0,6305689	0,6356699	0,0111103	0,2881517
220	0,3786501	0,6643969	0,3430673	0,7897424	0,4870600	0,2043701	0,3354331	0,4046523	0,0017969	0,6175577	0,1415000	0,9725509	0,6281358	0,6356699	0,0111103	0,2881517
240	0,3786482	0,6644004	0,3438387	0,7896509	0,4870600	0,2043701	0,3354330	0,4046523	0,0017913	0,6170539	0,1415000	0,9725510	0,6264147	0,6356699	0,0111103	0,2881517
260	0,3786466	0,6644033	0,3443061	0,7896017	0,4870600	0,2043701	0,3354329	0,4046523	0,0017882	0,6167451	0,1414999	0,9725511	0,6251973	0,6356699	0,0111103	0,2881517
280	0,3786454	0,6644056	0,3445734	0,7895753	0,4870600	0,2043701	0,3354329	0,4046523	0,0017866	0,6165557	0,1414999	0,9725511	0,6243361	0,6356699	0,0111103	0,2881517
300	0,3786444	0,6644074	0,3447155	0,7895611	0,4870600	0,2043701	0,3354328	0,4046523	0,0017858	0,6164396	0,1414999	0,9725511	0,6237269	0,6356699	0,0111103	0,2881517
320	0,3786436	0,6644089	0,3447837	0,7895534	0,4870600	0,2043701	0,3354328	0,4046523	0,0017853	0,6163685	0,1414999	0,9725511	0,6232960	0,6356699	0,0111103	0,2881517
340	0,3786430	0,6644100	0,3448107	0,7895493	0,4870600	0,2043701	0,3354328	0,4046523	0,0017851	0,6163248	0,1414999	0,9725512	0,6229912	0,6356699	0,0111103	0,2881517
360	0,3786424	0,6644110	0,3448168	0,7895471	0,4870600	0,2043701	0,3354327	0,4046523	0,0017849	0,6162981	0,1414999	0,9725512	0,6227756	0,6356699	0,0111103	0,2881517
380	0,3786420	0,6644117	0,3448134	0,7895459	0,4870600	0,2043701	0,3354327	0,4046523	0,0017849	0,6162817	0,1414998	0,9725512	0,6226231	0,6356699	0,0111103	0,2881517
400	0,3786417	0,6644123	0,3448068	0,7895453	0,4870600	0,2043701	0,3354327	0,4046523	0,0017848	0,6162716	0,1414998	0,9725512	0,6225152	0,6356699	0,0111103	0,2881517
420	0,3786414	0,6644128	0,3448001	0,7895449	0,4870600	0,2043701	0,3354327	0,4046523	0,0017848	0,6162654	0,1414998	0,9725512	0,6224389	0,6356699	0,0111103	0,2881517
440	0,3786412	0,6644132	0,3447944	0,7895447	0,4870600	0,2043701	0,3354327	0,4046523	0,0017848	0,6162617	0,1414998	0,9725512	0,6223849	0,6356699	0,0111103	0,2881517
460	0,3786411	0,6644135	0,3447901	0,7895446	0,4870600	0,2043701	0,3354327	0,4046523	0,0017848	0,6162594	0,1414998	0,9725512	0,6223467	0,6356699	0,0111103	0,2881517
480	0,3786409	0,6644138	0,3447870	0,7895446	0,4870600	0,2043701	0,3354327	0,4046523	0,0017848	0,6162579	0,1414998	0,9725512	0,6223197	0,6356699	0,0111103	0,2881517
500	0,3786408	0,6644140	0,3447850	0,7895446	0,4870600	0,2043701	0,3354327	0,4046523	0,0017848	0,6162571	0,1414998	0,9725512	0,6223006	0,6356699	0,0111103	0,2881517
520	0,3786407	0,6644141	0,3447838	0,7895445	0,4870600	0,2043701	0,3354327	0,4046523	0,0017848	0,6162565	0,1414998	0,9725512	0,6222871	0,6356699	0,0111103	0,2881517
