narL	nikR	dcuR	caiF	modE	nikD	nikC	nikB	frdB	frdC	frdA	nikE	nikA	frdD	dcuB	ccmF
0,5190149	0,3786841	0,2499180	0,2251961	0,7982180	0,1456853	0,4992554	0,2039177	0,2530650	0,7147901	0,1857749	0,0279284	0,0012197	0,2330366	0,0682298	0,2477231
