rstA	csgD	ompR	bolA	rcsB	csgE	csgG	csgF	sra	ompF	omrA	ampC	omrB	iraP	adrA	tppB
0,7033528	0,4909306	0,6436678	0,1263885	0,7290997	0,1922715	0,3423020	0,7527102	0,0319488	0,2028803	0,7024601	0,2894242	0,7231848	0,4390229	0,5710232	0,6997334
