"Time"	narL	nikR	dcuR	caiF	modE	nikD	nikC	nikB	frdB	frdC	frdA	nikE	nikA	frdD	dcuB	ccmF
540	0,8842764	0,0545226	0,4364219	0,2779985	1,0000000	0,9996912	0,9983859	0,9834881	0,3521859	0,0842307	0,0788491	0,3423689	0,0062052	0,2890010	0,1346248	0,2738595
560	0,8842764	0,0545219	0,4364219	0,2779985	1,0000000	0,9997007	0,9983871	0,9836021	0,3521859	0,0842293	0,0788491	0,3424171	0,0062103	0,2890010	0,1346248	0,2738594
580	0,8842764	0,1278856	0,4364219	0,2779985	1,0000000	0,9996168	0,9981610	0,9827397	0,3521859	0,1864995	0,0958179	0,3396199	0,0087465	0,2890010	0,1346248	0,2738594
600	0,8842764	0,2587061	0,4364219	0,2779985	1,0000000	0,9956484	0,9945451	0,9700133	0,3521859	0,3722958	0,1244224	0,3143550	0,0104495	0,2890010	0,1346248	0,2738594
620	0,8842764	0,3801663	0,4364219	0,2779985	1,0000000	0,9650443	0,9801663	0,9291256	0,3521859	0,5499256	0,1495816	0,2652422	0,0102288	0,2890010	0,1346248	0,2738594
640	0,8842764	0,4703582	0,4364219	0,2779985	1,0000000	0,8837792	0,9508819	0,8600717	0,3521859	0,6915223	0,1680159	0,2098685	0,0091159	0,2890010	0,1346248	0,2738594
660	0,8842764	0,5260963	0,4364219	0,2779985	1,0000000	0,7647817	0,9105799	0,7757208	0,3521859	0,7949282	0,1803885	0,1600565	0,0078008	0,2890010	0,1346248	0,2738594
680	0,8842764	0,5539576	0,4364219	0,2779985	1,0000000	0,6372660	0,8675404	0,6897946	0,3521859	0,8666357	0,1882745	0,1201505	0,0066057	0,2890010	0,1346248	0,2738593
700	0,8842764	0,5640920	0,4364219	0,2779985	1,0000000	0,5225105	0,8290778	0,6116695	0,3521859	0,9146894	0,1931326	0,0903386	0,0056404	0,2890010	0,1346248	0,2738593
720	0,8842764	0,5653735	0,4364219	0,2779985	1,0000000	0,4299561	0,7990307	0,5459697	0,3521859	0,9461186	0,1960541	0,0690975	0,0049124	0,2890010	0,1346248	0,2738593
740	0,8842764	0,5635036	0,4364219	0,2779985	1,0000000	0,3608071	0,7779617	0,4937849	0,3521859	0,9663047	0,1977797	0,0544824	0,0043882	0,2890010	0,1346248	0,2738593
760	0,8842764	0,5613007	0,4364219	0,2779985	1,0000000	0,3120284	0,7644775	0,4540852	0,3521859	0,9790881	0,1987850	0,0446955	0,0040229	0,2890010	0,1346248	0,2738593
780	0,8842764	0,5597414	0,4364219	0,2779985	1,0000000	0,2791115	0,7565110	0,4248555	0,3521859	0,9870931	0,1993641	0,0382814	0,0037747	0,2890010	0,1346248	0,2738593
800	0,8842764	0,5589069	0,4364219	0,2779985	1,0000000	0,2576346	0,7521273	0,4038518	0,3521859	0,9920599	0,1996949	0,0341484	0,0036090	0,2890010	0,1346248	0,2738593
820	0,8842764	0,5585765	0,4364219	0,2779985	1,0000000	0,2439558	0,7498591	0,3890204	0,3521859	0,9951182	0,1998823	0,0315197	0,0034998	0,2890010	0,1346248	0,2738593
840	0,8842764	0,5585125	0,4364219	0,2779985	1,0000000	0,2353760	0,7487397	0,3786724	0,3521859	0,9969892	0,1999879	0,0298635	0,0034286	0,2890010	0,1346248	0,2738593
860	0,8842764	0,5585517	0,4364219	0,2779985	1,0000000	0,2300353	0,7481993	0,3715093	0,3521859	0,9981275	0,2000470	0,0288267	0,0033823	0,2890010	0,1346248	0,2738593
880	0,8842764	0,5586094	0,4364219	0,2779985	1,0000000	0,2267164	0,7479334	0,3665764	0,3521859	0,9988167	0,2000800	0,0281806	0,0033524	0,2890010	0,1346248	0,2738593
900	0,8842764	0,5586533	0,4364219	0,2779985	1,0000000	0,2246500	0,7477935	0,3631916	0,3521859	0,9992322	0,2000984	0,0277791	0,0033330	0,2890010	0,1346248	0,2738593
920	0,8842764	0,5586782	0,4364219	0,2779985	1,0000000	0,2233597	0,7477126	0,3608757	0,3521859	0,9994818	0,2001085	0,0275302	0,0033206	0,2890010	0,1346248	0,2738593
940	0,8842764	0,5586888	0,4364219	0,2779985	1,0000000	0,2225525	0,7476622	0,3592957	0,3521859	0,9996313	0,2001141	0,0273761	0,0033125	0,2890010	0,1346248	0,2738593
960	0,8842764	0,5586915	0,4364219	0,2779985	1,0000000	0,2220476	0,7476300	0,3582211	0,3521859	0,9997205	0,2001172	0,0272810	0,0033074	0,2890010	0,1346248	0,2738593
980	0,8842764	0,5586908	0,4364219	0,2779985	1,0000000	0,2217327	0,7476096	0,3574925	0,3521859	0,9997737	0,2001189	0,0272224	0,0033041	0,2890010	0,1346248	0,2738593
1000	0,8842764	0,5586894	0,4364219	0,2779985	1,0000000	0,2215374	0,7475972	0,3570001	0,3521859	0,9998052	0,2001198	0,0271865	0,0033019	0,2890010	0,1346248	0,2738593
1020	0,8842764	0,5586881	0,4364219	0,2779985	1,0000000	0,2214169	0,7475901	0,3566685	0,3521859	0,9998239	0,2001203	0,0271644	0,0033006	0,2890010	0,1346248	0,2738593
1040	0,8842764	0,5586874	0,4364219	0,2779985	1,0000000	0,2213431	0,7475862	0,3564459	0,3521859	0,9998350	0,2001206	0,0271510	0,0032997	0,2890010	0,1346248	0,2738593
1060	0,8842764	0,5586871	0,4364219	0,2779985	1,0000000	0,2212981	0,7475843	0,3562967	0,3521859	0,9998415	0,2001208	0,0271428	0,0032992	0,2890010	0,1346248	0,2738593
1080	0,8842764	0,5586870	0,4364219	0,2779985	1,0000000	0,2212709	0,7475833	0,3561971	0,3521859	0,9998454	0,2001209	0,0271379	0,0032988	0,2890010	0,1346248	0,2738593
1100	0,8842764	0,5586870	0,4364219	0,2779985	1,0000000	0,2212544	0,7475829	0,3561307	0,3521859	0,9998477	0,2001209	0,0271349	0,0032986	0,2890010	0,1346248	0,2738593

0	0,8842761	0,5586873	0,4364270	0,2781468	1,0000000	0,2212620	0,7475792	0,3559946	0,3525983	0,9998511	0,2001824	0,0271346	0,0033142	0,2890467	0,1346971	0,2743157
20	0,8837859	0,5586890	0,4364275	0,2780986	0,9590558	0,2212547	0,6715220	0,3559955	0,3524636	0,9954894	0,2001594	0,0267619	0,0030149	0,3147352	0,1346702	0,2999553
40	0,8792405	0,5587559	0,4365194	0,2781212	0,8772344	0,2214439	0,5430888	0,3559957	0,3524356	0,9875654	0,2001568	0,0260784	0,0024634	0,3590360	0,1346708	0,3541862
60	0,8670380	0,5591697	0,4370883	0,2784709	0,7898242	0,2227011	0,4299329	0,3559858	0,3528059	0,9799899	0,2002394	0,0254297	0,0019214	0,3990611	0,1347857	0,4151588
80	0,8460487	0,5603987	0,4387829	0,2796736	0,7114424	0,2266518	0,3468895	0,3559265	0,3542109	0,9739513	0,2005850	0,0249464	0,0014786	0,4293602	0,1352286	0,4721202
100	0,8171446	0,5628958	0,4422737	0,2824533	0,6466864	0,2352677	0,2910391	0,3557284	0,3575600	0,9695420	0,2015053	0,0246664	0,0011517	0,4506922	0,1363509	0,5206291
120	0,7825397	0,5669256	0,4480472	0,2876359	0,5956164	0,2504200	0,2552956	0,3552546	0,3638824	0,9664856	0,2034174	0,0245880	0,0009306	0,4654806	0,1386166	0,5596628
140	0,7451115	0,5724827	0,4562929	0,2960523	0,5564979	0,2734714	0,2330584	0,3543478	0,3741290	0,9644395	0,2067724	0,0246932	0,0007981	0,4761323	0,1425460	0,5898908
160	0,7077125	0,5792938	0,4668710	0,3084124	0,5271123	0,3048907	0,2193749	0,3528715	0,3889579	0,9631042	0,2119640	0,0249580	0,0007382	0,4845218	0,1486364	0,6126711
180	0,6726435	0,5868856	0,4793461	0,3251441	0,5053354	0,3439898	0,2108894	0,3507480	0,4085524	0,9622502	0,2192388	0,0253555	0,0007380	0,4919185	0,1572676	0,6295031
200	0,6414059	0,5946972	0,4930756	0,3462373	0,4893530	0,3889500	0,2054704	0,3479826	0,4325287	0,9617135	0,2286289	0,0258577	0,0007869	0,4990640	0,1686054	0,6417627
220	0,6147136	0,6022006	0,5073266	0,3711660	0,4777062	0,4371881	0,2018309	0,3446642	0,4599749	0,9613816	0,2399253	0,0264353	0,0008758	0,5062933	0,1825313	0,6505997
240	0,5926582	0,6089927	0,5213924	0,3989398	0,4692633	0,4859168	0,1992293	0,3409473	0,4896114	0,9611798	0,2527000	0,0270582	0,0009959	0,5136592	0,1986260	0,6569232
260	0,5749222	0,6148376	0,5346819	0,4282762	0,4631670	0,5326651	0,1972569	0,3370208	0,5200178	0,9610592	0,2663745	0,0276973	0,0011383	0,5210458	0,2162227	0,6614257
280	0,5609693	0,6196594	0,5467700	0,4578252	0,4587781	0,5755988	0,1956969	0,3330760	0,5498550	0,9609886	0,2803131	0,0283263	0,0012936	0,5282611	0,2345155	0,6646220
300	0,5501862	0,6235029	0,5574082	0,4863722	0,4556256	0,6136131	0,1944356	0,3292802	0,5780256	0,9609485	0,2939165	0,0289228	0,0014534	0,5351044	0,2526893	0,6668879
320	0,5419725	0,6264853	0,5665057	0,5129684	0,4533651	0,6462593	0,1934106	0,3257605	0,6037529	0,9609265	0,3066918	0,0294705	0,0016098	0,5414092	0,2700311	0,6684943
340	0,5357893	0,6287529	0,5740944	0,5369818	0,4517463	0,6735891	0,1925823	0,3225993	0,6265871	0,9609150	0,3182904	0,0299589	0,0017570	0,5470620	0,2860005	0,6696346
360	0,5311793	0,6304519	0,5802897	0,5580841	0,4505882	0,6959837	0,1919203	0,3198368	0,6463625	0,9609097	0,3285129	0,0303832	0,0018907	0,5520067	0,3002548	0,6704459
380	0,5277691	0,6317118	0,5852540	0,5761997	0,4497603	0,7140059	0,1913984	0,3174786	0,6631317	0,9609076	0,3372923	0,0307434	0,0020086	0,5562370	0,3126364	0,6710249
400	0,5252629	0,6326394	0,5891683	0,5914401	0,4491689	0,7282885	0,1909922	0,3155059	0,6770955	0,9609073	0,3446639	0,0310428	0,0021099	0,5597853	0,3231390	0,6714399
420	0,5234307	0,6333188	0,5922120	0,6040383	0,4487466	0,7394596	0,1906800	0,3138841	0,6885418	0,9609078	0,3507326	0,0312873	0,0021949	0,5627095	0,3318651	0,6717385
440	0,5220972	0,6338146	0,5945505	0,6142942	0,4484452	0,7480986	0,1904425	0,3125704	0,6977969	0,9609087	0,3556434	0,0314835	0,0022650	0,5650821	0,3389852	0,6719544
460	0,5211302	0,6341751	0,5963285	0,6225320	0,4482301	0,7547138	0,1902636	0,3115200	0,7051910	0,9609096	0,3595580	0,0316389	0,0023216	0,5669804	0,3447035	0,6721113
480	0,5204309	0,6344366	0,5976684	0,6290713	0,4480766	0,7597362	0,1901298	0,3106896	0,7110363	0,9609105	0,3626375	0,0317602	0,0023668	0,5684806	0,3492327	0,6722258
500	0,5199266	0,6346257	0,5986703	0,6342084	0,4479671	0,7635206	0,1900304	0,3100394	0,7156141	0,9609112	0,3650322	0,0318540	0,0024023	0,5696530	0,3527765	0,6723098
520	0,5195636	0,6347621	0,5994145	0,6382070	0,4478890	0,7663535	0,1899569	0,3095348	0,7191695	0,9609119	0,3668755	0,0319257	0,0024300	0,5705602	0,3555194	0,6723717
540	0,5193027	0,6348602	0,5999641	0,6412939	0,4478333	0,7684618	0,1899029	0,3091462	0,7219103	0,9609124	0,3682817	0,0319801	0,0024512	0,5712560	0,3576224	0,6724175
560	0,5191155	0,6349308	0,6003680	0,6436596	0,4477936	0,7700229	0,1898634	0,3088489	0,7240089	0,9609128	0,3693459	0,0320210	0,0024675	0,5717855	0,3592211	0,6724514
580	0,5215066	0,6349694	0,6006407	0,6454308	0,4887095	0,7711263	0,2616042	0,3086227	0,7255898	0,9652747	0,3701318	0,0325937	0,0031107	0,5475698	0,3604056	0,6416979
600	0,5416938	0,6345940	0,6000938	0,6457094	0,5705107	0,7702745	0,3826979	0,3084462	0,7262122	0,9731988	0,3702562	0,0335612	0,0042600	0,5052800	0,3605610	0,5794329
620	0,5844365	0,6324068	0,5962438	0,6405139	0,6579065	0,7610202	0,4891189	0,3083213	0,7237038	0,9807745	0,3682270	0,0342389	0,0052276	0,4662721	0,3573504	0,5151973
640	0,6388416	0,6270142	0,5867275	0,6249767	0,7362780	0,7347688	0,5669584	0,3083751	0,7150551	0,9868132	0,3626870	0,0342890	0,0057403	0,4351661	0,3487501	0,4620055
660	0,6930050	0,6183984	0,5715106	0,5976126	0,8010267	0,6881173	0,6195282	0,3088895	0,6985418	0,9912224	0,3535286	0,0337153	0,0058198	0,4110984	0,3347379	0,4222405
680	0,7401340	0,6078698	0,5525878	0,5611004	0,8520915	0,6257971	0,6541734	0,3101807	0,6745552	0,9942788	0,3414417	0,0327335	0,0056146	0,3920797	0,3165144	0,3934592
700	0,7780333	0,5971328	0,5325332	0,5200775	0,8912063	0,5569119	0,6774463	0,3124465	0,6449617	0,9963249	0,3272968	0,0316012	0,0052737	0,3763936	0,2955827	0,3722604
720	0,8070846	0,5874991	0,5134416	0,4789168	0,9205892	0,4899310	0,6938711	0,3156839	0,6121059	0,9976605	0,3119536	0,0305160	0,0049006	0,3629039	0,2734386	0,3559195
740	0,8287011	0,5796180	0,4965764	0,4407029	0,9423642	0,4302973	0,7061350	0,3197000	0,5781686	0,9985149	0,2962437	0,0295884	0,0045534	0,3509918	0,2514546	0,3426808
760	0,8444893	0,5735848	0,4824556	0,4071312	0,9583453	0,3803811	0,7156775	0,3241867	0,5449172	0,9990521	0,2809337	0,0288559	0,0042571	0,3403898	0,2307564	0,3315475
780	0,8558879	0,5691739	0,4710880	0,3788107	0,9699911	0,3403891	0,7232364	0,3288101	0,5136591	0,9993845	0,2666556	0,0283102	0,0040175	0,3310175	0,2121272	0,3219953
800	0,8640590	0,5660423	0,4622005	0,3556407	0,9784333	0,3093378	0,7292167	0,3332806	0,4852662	0,9995866	0,2538514	0,0279209	0,0038305	0,3228605	0,1959883	0,3137530
820	0,8698918	0,5638532	0,4554034	0,3371281	0,9845292	0,2857674	0,7338907	0,3373891	0,4602241	0,9997073	0,2427580	0,0276519	0,0036882	0,3159000	0,1824485	0,3066655
840	0,8740455	0,5623301	0,4502915	0,3226099	0,9889177	0,2681663	0,7374836	0,3410143	0,4386967	0,9997777	0,2334305	0,0274705	0,0035818	0,3100828	0,1713906	0,3006222
860	0,8770000	0,5612677	0,4464960	0,3113933	0,9920699	0,2551792	0,7401994	0,3441095	0,4206019	0,9998175	0,2257877	0,0273502	0,0035033	0,3053184	0,1625597	0,2955228
880	0,8791004	0,5605220	0,4437054	0,3028318	0,9943303	0,2456813	0,7422220	0,3466831	0,4056894	0,9998392	0,2196622	0,0272713	0,0034459	0,3014885	0,1556380	0,2912670
900	0,8805935	0,5599948	0,4416691	0,2963619	0,9959490	0,2387818	0,7437104	0,3487773	0,3936096	0,9998503	0,2148444	0,0272202	0,0034042	0,2984614	0,1502965	0,2877528
920	0,8816552	0,5596200	0,4401919	0,2915128	0,9971070	0,2337959	0,7447956	0,3504518	0,3839712	0,9998553	0,2111152	0,0271872	0,0033740	0,2961044	0,1462280	0,2848795
940	0,8824103	0,5593526	0,4391249	0,2879035	0,9979347	0,2302077	0,7455818	0,3517715	0,3763817	0,9998571	0,2082677	0,0271661	0,0033524	0,2942930	0,1431627	0,2825513
960	0,8829475	0,5591616	0,4383569	0,2852327	0,9985261	0,2276339	0,7461488	0,3527993	0,3704743	0,9998573	0,2061183	0,0271527	0,0033368	0,2929167	0,1408743	0,2806802
980	0,8833298	0,5590252	0,4378054	0,2832661	0,9989484	0,2257925	0,7465564	0,3535917	0,3659223	0,9998566	0,2045114	0,0271442	0,0033257	0,2918814	0,1391789	0,2791872
1000	0,8836021	0,5589279	0,4374103	0,2818241	0,9992498	0,2244779	0,7468489	0,3541974	0,3624458	0,9998557	0,2033201	0,0271389	0,0033178	0,2911091	0,1379311	0,2780037
1020	0,8837959	0,5588586	0,4371276	0,2807706	0,9994649	0,2235407	0,7470584	0,3546571	0,3598112	0,9998548	0,2024428	0,0271356	0,0033122	0,2905372	0,1370176	0,2770710
1040	0,8839340	0,5588092	0,4369255	0,2800032	0,9996184	0,2228733	0,7472083	0,3550037	0,3578282	0,9998540	0,2018005	0,0271335	0,0033081	0,2901163	0,1363518	0,2763397
1060	0,8840324	0,5587741	0,4367811	0,2794458	0,9997278	0,2223985	0,7473155	0,3552635	0,3563445	0,9998532	0,2013326	0,0271322	0,0033053	0,2898082	0,1358686	0,2757690
1080	0,8841025	0,5587491	0,4366781	0,2790418	0,9998059	0,2220608	0,7473921	0,3554574	0,3552404	0,9998527	0,2009930	0,0271314	0,0033032	0,2895837	0,1355189	0,2753255
1100	0,8841524	0,5587312	0,4366046	0,2787496	0,9998616	0,2218206	0,7474467	0,3556013	0,3544225	0,9998522	0,2007475	0,0271310	0,0033018	0,2894207	0,1352665	0,2749821

0	0,8842761	0,5586873	0,4364270	0,2781468	1,0000000	0,2212620	0,7475792	0,3559946	0,3525983	0,9998511	0,2001824	0,0271346	0,0033142	0,2890467	0,1346971	0,2743157
20	0,8842762	0,4951606	0,4364250	0,2593469	1,0000000	0,2015358	0,7491111	0,3567864	0,3303658	0,9998510	0,1793762	0,0272276	0,0030164	0,2616196	0,1346698	0,3030717
40	0,8842763	0,3821204	0,4364237	0,2216442	1,0000000	0,1671047	0,7625052	0,3653630	0,2888574	0,9998510	0,1443278	0,0283306	0,0024825	0,2143684	0,1346527	0,3643141
60	0,8842764	0,2764871	0,4364230	0,1813312	1,0000000	0,1390195	0,7933788	0,3918990	0,2476600	0,9998509	0,1135048	0,0324227	0,0020027	0,1717455	0,1346421	0,4341977
80	0,8842764	0,1940438	0,4364225	0,1453266	1,0000000	0,1231249	0,8351846	0,4415483	0,2134133	0,9998509	0,0909218	0,0426925	0,0017096	0,1396845	0,1346355	0,5010003
100	0,8842764	0,1349543	0,4364223	0,1158477	1,0000000	0,1166622	0,8778887	0,5109194	0,1872310	0,9998509	0,0757651	0,0632344	0,0016938	0,1175773	0,1346314	0,5596948
120	0,8842764	0,0946470	0,4364221	0,0929212	1,0000000	0,1152956	0,9146426	0,5904781	0,1681537	0,9998509	0,0661047	0,0964404	0,0020724	0,1030913	0,1346288	0,6088066
140	0,8842764	0,0680224	0,4364220	0,0756862	1,0000000	0,1160837	0,9429328	0,6699983	0,1546731	0,9998509	0,0601536	0,1398144	0,0030289	0,0939111	0,1346273	0,6486264
160	0,8842764	0,0508267	0,4364220	0,0630389	1,0000000	0,1175088	0,9631102	0,7422053	0,1453443	0,9998509	0,0565748	0,1869102	0,0048138	0,0882283	0,1346263	0,6802192
180	0,8842764	0,0399023	0,4364219	0,0539238	1,0000000	0,1189121	0,9767465	0,8034827	0,1389838	0,9998509	0,0544610	0,2313309	0,0076814	0,0847710	0,1346257	0,7048956
200	0,8842764	0,0330483	0,4364219	0,0474455	1,0000000	0,1200662	0,9856083	0,8530186	0,1346940	0,9998509	0,0532295	0,2692165	0,0117634	0,0826953	0,1346253	0,7239464
220	0,8842764	0,0287896	0,4364219	0,0428923	1,0000000	0,1209354	0,9912020	0,8916568	0,1318244	0,9998509	0,0525201	0,2993138	0,0169524	0,0814620	0,1346251	0,7385241
240	0,8842764	0,0261639	0,4364219	0,0397210	1,0000000	0,1215567	0,9946558	0,9209934	0,1299168	0,9998509	0,0521149	0,3220414	0,0228912	0,0807354	0,1346250	0,7496022
260	0,8842764	0,0245552	0,4364219	0,0375288	1,0000000	0,1219857	0,9967523	0,9428086	0,1286547	0,9998509	0,0518853	0,3385800	0,0290834	0,0803102	0,1346249	0,7579752
280	0,8842764	0,0235745	0,4364219	0,0360230	1,0000000	0,1222748	0,9980083	0,9587658	0,1278228	0,9998509	0,0517560	0,3502858	0,0350468	0,0800628	0,1346249	0,7642763
300	0,8842764	0,0229791	0,4364219	0,0349944	1,0000000	0,1224660	0,9987530	0,9702841	0,1272761	0,9998509	0,0516835	0,3583965	0,0404236	0,0799195	0,1346248	0,7690017
320	0,8842764	0,0226190	0,4364219	0,0342950	1,0000000	0,1225907	0,9991911	0,9785079	0,1269177	0,9998509	0,0516431	0,3639233	0,0450168	0,0798369	0,1346248	0,7725355
340	0,8842764	0,0224018	0,4364219	0,0338213	1,0000000	0,1226711	0,9994471	0,9843262	0,1266832	0,9998509	0,0516206	0,3676392	0,0487721	0,0797894	0,1346248	0,7751721
360	0,8842764	0,0222711	0,4364219	0,0335018	1,0000000	0,1227225	0,9995959	0,9884109	0,1265299	0,9998509	0,0516082	0,3701105	0,0517341	0,0797621	0,1346248	0,7771356
380	0,8842764	0,0221927	0,4364219	0,0332868	1,0000000	0,1227550	0,9996822	0,9912595	0,1264298	0,9998509	0,0516013	0,3717392	0,0540026	0,0797466	0,1346248	0,7785957
400	0,8842764	0,0221456	0,4364219	0,0331427	1,0000000	0,1227756	0,9997320	0,9932347	0,1263646	0,9998509	0,0515976	0,3728044	0,0556983	0,0797377	0,1346248	0,7796800
420	0,8842764	0,0221175	0,4364219	0,0330463	1,0000000	0,1227884	0,9997608	0,9945973	0,1263221	0,9998509	0,0515955	0,3734964	0,0569403	0,0797326	0,1346248	0,7804843
440	0,8842764	0,0221007	0,4364219	0,0329819	1,0000000	0,1227964	0,9997773	0,9955332	0,1262944	0,9998509	0,0515943	0,3739436	0,0578348	0,0797298	0,1346248	0,7810806
460	0,8842764	0,0220907	0,4364219	0,0329390	1,0000000	0,1228014	0,9997868	0,9961734	0,1262764	0,9998509	0,0515937	0,3742310	0,0584696	0,0797281	0,1346248	0,7815222
480	0,8842764	0,0220847	0,4364219	0,0329105	1,0000000	0,1228045	0,9997923	0,9966097	0,1262647	0,9998509	0,0515934	0,3744150	0,0589147	0,0797272	0,1346248	0,7818491
500	0,8842764	0,0220811	0,4364219	0,0328916	1,0000000	0,1228064	0,9997954	0,9969062	0,1262571	0,9998509	0,0515932	0,3745323	0,0592235	0,0797267	0,1346248	0,7820909
520	0,8842764	0,0220790	0,4364219	0,0328791	1,0000000	0,1228075	0,9997972	0,9971071	0,1262521	0,9998509	0,0515931	0,3746068	0,0594357	0,0797264	0,1346248	0,7822698
540	0,8842764	0,0220777	0,4364219	0,0328708	1,0000000	0,1228082	0,9997983	0,9972428	0,1262489	0,9998509	0,0515930	0,3746540	0,0595805	0,0797262	0,1346248	0,7824021
560	0,8842764	0,0220770	0,4364219	0,0328653	1,0000000	0,1228087	0,9997989	0,9973342	0,1262468	0,9998509	0,0515930	0,3746838	0,0596785	0,0797261	0,1346248	0,7824998
580	0,8842764	0,0992484	0,4364219	0,0516120	1,0000000	0,2129541	0,9996856	0,9968509	0,1483414	0,9998509	0,0723756	0,3728860	0,0628648	0,1071359	0,1346248	0,7536980
600	0,8842764	0,2369196	0,4364219	0,0892792	1,0000000	0,3785627	0,9970447	0,9867532	0,1897567	0,9998509	0,1074091	0,3492843	0,0573155	0,1543761	0,1346248	0,6924214
620	0,8842764	0,3651295	0,4364219	0,1295684	1,0000000	0,5193100	0,9845284	0,9490800	0,2308918	0,9998509	0,1382228	0,2968714	0,0467779	0,1969922	0,1346248	0,6225121
640	0,8842764	0,4611686	0,4364219	0,1655574	1,0000000	0,5801968	0,9568576	0,8812133	0,2650968	0,9998509	0,1608002	0,2353154	0,0359757	0,2290489	0,1346248	0,5556904
660	0,8842764	0,5214050	0,4364219	0,1950258	1,0000000	0,5655106	0,9170737	0,7957523	0,2912515	0,9998509	0,1759536	0,1790787	0,0268157	0,2511536	0,1346248	0,4969816
680	0,8842764	0,5521571	0,4364219	0,2179455	1,0000000	0,5093458	0,8734487	0,7072531	0,3103105	0,9998509	0,1856120	0,1337029	0,0197298	0,2656380	0,1346248	0,4478592
700	0,8842764	0,5637805	0,4364219	0,2351759	1,0000000	0,4414936	0,8337653	0,6259731	0,3237789	0,9998509	0,1915619	0,0996738	0,0145360	0,2748173	0,1346248	0,4080315
720	0,8842764	0,5656244	0,4364219	0,2478202	1,0000000	0,3790400	0,8023608	0,5571500	0,3330997	0,9998509	0,1951400	0,0753682	0,0108616	0,2804995	0,1346248	0,3764329
740	0,8842764	0,5638419	0,4364219	0,2569333	1,0000000	0,3289294	0,7801171	0,5022109	0,3394550	0,9998509	0,1972535	0,0586131	0,0083262	0,2839565	0,1346248	0,3517522
760	0,8842764	0,5615511	0,4364219	0,2634103	1,0000000	0,2920986	0,7657634	0,4602581	0,3437413	0,9998509	0,1984847	0,0473743	0,0066091	0,2860320	0,1346248	0,3326981
780	0,8842764	0,5598802	0,4364219	0,2679626	1,0000000	0,2666582	0,7572245	0,4292813	0,3466086	0,9998509	0,1991940	0,0399971	0,0054624	0,2872651	0,1346248	0,3181181
800	0,8842764	0,5589645	0,4364219	0,2711334	1,0000000	0,2498601	0,7524989	0,4069749	0,3485148	0,9998509	0,1995991	0,0352364	0,0047050	0,2879917	0,1346248	0,3070382
820	0,8842764	0,5585898	0,4364219	0,2733252	1,0000000	0,2391119	0,7500432	0,3911993	0,3497759	0,9998509	0,1998287	0,0322042	0,0042087	0,2884168	0,1346248	0,2986639
840	0,8842764	0,5585076	0,4364219	0,2748307	1,0000000	0,2323679	0,7488285	0,3801807	0,3506072	0,9998509	0,1999580	0,0302916	0,0038856	0,2886642	0,1346248	0,2923619
860	0,8842764	0,5585429	0,4364219	0,2758592	1,0000000	0,2281753	0,7482427	0,3725477	0,3511534	0,9998509	0,2000304	0,0290933	0,0036762	0,2888075	0,1346248	0,2876357
880	0,8842764	0,5586024	0,4364219	0,2765585	1,0000000	0,2255720	0,7479559	0,3672884	0,3515116	0,9998509	0,2000709	0,0283459	0,0035409	0,2888901	0,1346248	0,2841014
900	0,8842764	0,5586492	0,4364219	0,2770321	1,0000000	0,2239494	0,7478063	0,3636782	0,3517460	0,9998509	0,2000933	0,0278814	0,0034538	0,2889376	0,1346248	0,2814644
920	0,8842764	0,5586764	0,4364219	0,2773516	1,0000000	0,2229326	0,7477206	0,3612073	0,3518991	0,9998509	0,2001057	0,0275932	0,0033978	0,2889648	0,1346248	0,2795006
940	0,8842764	0,5586883	0,4364219	0,2775665	1,0000000	0,2222929	0,7476673	0,3595210	0,3519991	0,9998509	0,2001126	0,0274149	0,0033619	0,2889804	0,1346248	0,2780404
960	0,8842764	0,5586916	0,4364219	0,2777106	1,0000000	0,2218903	0,7476332	0,3583736	0,3520643	0,9998509	0,2001164	0,0273048	0,0033389	0,2889893	0,1346248	0,2769559
980	0,8842764	0,5586911	0,4364219	0,2778070	1,0000000	0,2216375	0,7476116	0,3575954	0,3521067	0,9998509	0,2001184	0,0272370	0,0033242	0,2889943	0,1346248	0,2761514
1000	0,8842764	0,5586896	0,4364219	0,2778714	1,0000000	0,2214798	0,7475984	0,3570694	0,3521344	0,9998509	0,2001196	0,0271954	0,0033147	0,2889972	0,1346248	0,2755551
1020	0,8842764	0,5586883	0,4364219	0,2779142	1,0000000	0,2213821	0,7475907	0,3567150	0,3521524	0,9998509	0,2001202	0,0271699	0,0033087	0,2889988	0,1346248	0,2751135
1040	0,8842764	0,5586875	0,4364219	0,2779427	1,0000000	0,2213220	0,7475866	0,3564770	0,3521641	0,9998509	0,2001205	0,0271543	0,0033049	0,2889998	0,1346248	0,2747865
1060	0,8842764	0,5586871	0,4364219	0,2779616	1,0000000	0,2212854	0,7475844	0,3563175	0,3521717	0,9998509	0,2001207	0,0271448	0,0033025	0,2890003	0,1346248	0,2745446
1080	0,8842764	0,5586870	0,4364219	0,2779742	1,0000000	0,2212632	0,7475834	0,3562110	0,3521767	0,9998509	0,2001208	0,0271391	0,0033009	0,2890006	0,1346248	0,2743657
1100	0,8842764	0,5586870	0,4364219	0,2779825	1,0000000	0,2212498	0,7475829	0,3561399	0,3521799	0,9998509	0,2001209	0,0271356	0,0032999	0,2890008	0,1346248	0,2742334

