"Time"	paaX	maoC	ihfB	hipA	hipB	paaE	paaC	paaH	paaD	paaA	paaF	paaJ	paaI	paaB	paaG	paaK
540	1,0000000	0,5385561	0,2358784	0,9445707	0,3030900	0,4438902	0,9455155	0,6768392	0,2778201	0,0928672	0,1404655	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
560	1,0000000	0,5385561	0,2358784	0,9445707	0,3030900	0,4438902	0,9455155	0,6768394	0,2778201	0,0928672	0,1404648	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
580	1,0000000	0,5385561	0,2358784	0,9423439	0,3722851	0,4438902	0,4608463	0,4489983	0,2778201	0,0928672	0,2188036	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
600	1,0000000	0,5385561	0,2358784	0,9340034	0,3725535	0,4438902	0,2265155	0,3125787	0,2778201	0,0928672	0,2697288	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
620	1,0000000	0,5385561	0,2358784	0,9241746	0,3563166	0,4438902	0,1132198	0,2308976	0,2778201	0,0928672	0,3028333	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
640	1,0000000	0,5385561	0,2358784	0,9174066	0,3455288	0,4438902	0,0584430	0,1819912	0,2778201	0,0928672	0,3243533	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
660	1,0000000	0,5385561	0,2358784	0,9143372	0,3422106	0,4438902	0,0319591	0,1527085	0,2778201	0,0928672	0,3383427	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
680	1,0000000	0,5385561	0,2358784	0,9135581	0,3425131	0,4438902	0,0191545	0,1351755	0,2778201	0,0928672	0,3474366	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
700	1,0000000	0,5385561	0,2358784	0,9136811	0,3434657	0,4438902	0,0129637	0,1246777	0,2778201	0,0928672	0,3533483	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
720	1,0000000	0,5385561	0,2358784	0,9139718	0,3440159	0,4438902	0,0099705	0,1183921	0,2778201	0,0928672	0,3571912	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
740	1,0000000	0,5385561	0,2358784	0,9141947	0,3441561	0,4438902	0,0085233	0,1146286	0,2778201	0,0928672	0,3596893	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
760	1,0000000	0,5385561	0,2358784	0,9143331	0,3441212	0,4438902	0,0078236	0,1123752	0,2778201	0,0928672	0,3613133	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
780	1,0000000	0,5385561	0,2358784	0,9144200	0,3440658	0,4438902	0,0074854	0,1110260	0,2778201	0,0928672	0,3623690	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
800	1,0000000	0,5385561	0,2358784	0,9144798	0,3440374	0,4438902	0,0073218	0,1102182	0,2778201	0,0928672	0,3630552	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
820	1,0000000	0,5385561	0,2358784	0,9145226	0,3440311	0,4438902	0,0072427	0,1097345	0,2778201	0,0928672	0,3635013	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
840	1,0000000	0,5385561	0,2358784	0,9145526	0,3440333	0,4438902	0,0072045	0,1094449	0,2778201	0,0928672	0,3637913	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
860	1,0000000	0,5385561	0,2358784	0,9145723	0,3440361	0,4438902	0,0071860	0,1092715	0,2778201	0,0928672	0,3639798	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
880	1,0000000	0,5385561	0,2358784	0,9145846	0,3440373	0,4438902	0,0071771	0,1091677	0,2778201	0,0928672	0,3641024	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
900	1,0000000	0,5385561	0,2358784	0,9145918	0,3440374	0,4438902	0,0071727	0,1091055	0,2778201	0,0928672	0,3641820	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
920	1,0000000	0,5385561	0,2358784	0,9145959	0,3440372	0,4438902	0,0071707	0,1090683	0,2778201	0,0928672	0,3642338	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
940	1,0000000	0,5385561	0,2358784	0,9145983	0,3440370	0,4438902	0,0071696	0,1090460	0,2778201	0,0928672	0,3642675	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
960	1,0000000	0,5385561	0,2358784	0,9145996	0,3440369	0,4438902	0,0071692	0,1090326	0,2778201	0,0928672	0,3642894	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
980	1,0000000	0,5385561	0,2358784	0,9146003	0,3440369	0,4438902	0,0071689	0,1090246	0,2778201	0,0928672	0,3643036	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
1000	1,0000000	0,5385561	0,2358784	0,9146007	0,3440369	0,4438902	0,0071688	0,1090199	0,2778201	0,0928672	0,3643128	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
1020	1,0000000	0,5385561	0,2358784	0,9146009	0,3440369	0,4438902	0,0071688	0,1090170	0,2778201	0,0928672	0,3643189	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
1040	1,0000000	0,5385561	0,2358784	0,9146010	0,3440369	0,4438902	0,0071687	0,1090153	0,2778201	0,0928672	0,3643228	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
1060	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1090143	0,2778201	0,0928672	0,3643253	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
1080	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1090136	0,2778201	0,0928672	0,3643270	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
1100	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1090133	0,2778201	0,0928672	0,3643280	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939

0	1,0000000	0,5385482	0,2358806	0,9146014	0,3440369	0,4438891	0,0071687	0,1090132	0,2778417	0,0928674	0,3643314	0,0181000	0,4115610	0,1694385	0,1626532	0,0402006
20	0,6708095	0,5391681	0,1702184	0,9146041	0,3437300	0,5048591	0,2015990	0,1082487	0,1907488	0,0936978	0,3625027	0,0893223	0,4142171	0,1776674	0,1611733	0,0400573
40	0,5294318	0,5408137	0,1337750	0,9146629	0,3427038	0,5469421	0,2956035	0,1046606	0,1378352	0,0999666	0,3524034	0,1419101	0,4267239	0,2146413	0,1536975	0,0394414
60	0,4687141	0,5416904	0,1161906	0,9148687	0,3416862	0,5811635	0,3410535	0,0986587	0,1087949	0,1193370	0,3311099	0,1807430	0,4491970	0,2697999	0,1401696	0,0385128
80	0,4426377	0,5411361	0,1102540	0,9152231	0,3411567	0,6091310	0,3630278	0,0918257	0,0943929	0,1562164	0,3008148	0,2091826	0,4780050	0,3119295	0,1237975	0,0375507
100	0,4314386	0,5402573	0,1108029	0,9156366	0,3410676	0,6307915	0,3736521	0,0854926	0,0877424	0,2041560	0,2675430	0,2297969	0,5087998	0,3236003	0,1078295	0,0367179
120	0,4266289	0,5405389	0,1141917	0,9160107	0,3411864	0,6468964	0,3787888	0,0803423	0,0848542	0,2516957	0,2372734	0,2446688	0,5380756	0,3135630	0,0941427	0,0360644
140	0,4245633	0,5426752	0,1181018	0,9162905	0,3413389	0,6588971	0,3812725	0,0765338	0,0837257	0,2917188	0,2133016	0,2554184	0,5637216	0,2978706	0,0833587	0,0355820
160	0,4236761	0,5464663	0,1213502	0,9164688	0,3414549	0,6681579	0,3824736	0,0739315	0,0833981	0,3225143	0,1962841	0,2632344	0,5848947	0,2861498	0,0753642	0,0352412
180	0,4232951	0,5512284	0,1235695	0,9165653	0,3415268	0,6755470	0,3830546	0,0722805	0,0834163	0,3451025	0,1853398	0,2689584	0,6016220	0,2809415	0,0697197	0,0350088
200	0,4231315	0,5562001	0,1248481	0,9166070	0,3415670	0,6814944	0,3833359	0,0713110	0,0835655	0,3612476	0,1790053	0,2731780	0,6144031	0,2810429	0,0658954	0,0348553
220	0,4230612	0,5607837	0,1254465	0,9166169	0,3415878	0,6862074	0,3834721	0,0707899	0,0837471	0,3726130	0,1758057	0,2763034	0,6239198	0,2841783	0,0633926	0,0347567
240	0,4230311	0,5646311	0,1256321	0,9166114	0,3415971	0,6898331	0,3835383	0,0705392	0,0839185	0,3805290	0,1745244	0,2786240	0,6308631	0,2883552	0,0617982	0,0346949
260	0,4230181	0,5676248	0,1256100	0,9166003	0,3415996	0,6925258	0,3835704	0,0704368	0,0840641	0,3859926	0,1742826	0,2803474	0,6358469	0,2923027	0,0607995	0,0346566
280	0,4230125	0,5698092	0,1255110	0,9165889	0,3415987	0,6944551	0,3835861	0,0704065	0,0841810	0,3897305	0,1745141	0,2816255	0,6393771	0,2954316	0,0601761	0,0346330
300	0,4230101	0,5713166	0,1254051	0,9165796	0,3415965	0,6957912	0,3835937	0,0704053	0,0842714	0,3922656	0,1748940	0,2825710	0,6418506	0,2976207	0,0597825	0,0346184
320	0,4230091	0,5723065	0,1253217	0,9165730	0,3415943	0,6966883	0,3835975	0,0704119	0,0843398	0,3939703	0,1752622	0,2832685	0,6435681	0,2989968	0,0595277	0,0346091
340	0,4230087	0,5729291	0,1252671	0,9165688	0,3415925	0,6972748	0,3835993	0,0704176	0,0843906	0,3951076	0,1755571	0,2837816	0,6447519	0,2997745	0,0593570	0,0346030
360	0,4230085	0,5733068	0,1252369	0,9165664	0,3415914	0,6976503	0,3836002	0,0704203	0,0844277	0,3958615	0,1757695	0,2841583	0,6455626	0,3001629	0,0592387	0,0345989
380	0,4230084	0,5735300	0,1252236	0,9165652	0,3415908	0,6978873	0,3836007	0,0704202	0,0844547	0,3963588	0,1759122	0,2844345	0,6461152	0,3003261	0,0591547	0,0345961
400	0,4230084	0,5736604	0,1252202	0,9165648	0,3415906	0,6980361	0,3836009	0,0704185	0,0844740	0,3966859	0,1760041	0,2846367	0,6464901	0,3003754	0,0590943	0,0345941
420	0,4230084	0,5737374	0,1252215	0,9165647	0,3415906	0,6981298	0,3836010	0,0704163	0,0844878	0,3969009	0,1760621	0,2847848	0,6467437	0,3003771	0,0590506	0,0345927
440	0,4230084	0,5737843	0,1252244	0,9165647	0,3415906	0,6981898	0,3836011	0,0704143	0,0844975	0,3970424	0,1760991	0,2848933	0,6469147	0,3003657	0,0590194	0,0345918
460	0,4230084	0,5738144	0,1252272	0,9165648	0,3415907	0,6982288	0,3836011	0,0704127	0,0845044	0,3971357	0,1761236	0,2849728	0,6470298	0,3003559	0,0589973	0,0345911
480	0,4230083	0,5738349	0,1252294	0,9165649	0,3415907	0,6982547	0,3836011	0,0704116	0,0845093	0,3971975	0,1761405	0,2850311	0,6471071	0,3003517	0,0589819	0,0345906
500	0,4230083	0,5738494	0,1252307	0,9165649	0,3415908	0,6982724	0,3836011	0,0704109	0,0845126	0,3972386	0,1761529	0,2850739	0,6471590	0,3003526	0,0589714	0,0345903
520	0,4230083	0,5738600	0,1252314	0,9165650	0,3415908	0,6982845	0,3836011	0,0704105	0,0845150	0,3972660	0,1761622	0,2851053	0,6471937	0,3003564	0,0589642	0,0345901
540	0,4230083	0,5738677	0,1252317	0,9165650	0,3415908	0,6982928	0,3836011	0,0704104	0,0845166	0,3972842	0,1761694	0,2851284	0,6472169	0,3003613	0,0589594	0,0345900
560	0,4230083	0,5738732	0,1252318	0,9165650	0,3415908	0,6982986	0,3836011	0,0704103	0,0845178	0,3972965	0,1761748	0,2851454	0,6472324	0,3003659	0,0589562	0,0345899
580	0,7521988	0,5768381	0,2284353	0,9165619	0,3418783	0,6562860	0,1891727	0,0714102	0,3893034	0,3927184	0,1822992	0,2144256	0,6399470	0,3273577	0,0608686	0,0346548
600	0,8935766	0,5874380	0,2663265	0,9165039	0,3429680	0,6233552	0,0951701	0,0761756	0,5654885	0,3616020	0,2104046	0,1637437	0,6118193	0,4000575	0,0709250	0,0350412
620	0,9542942	0,5966043	0,2699524	0,9162889	0,3442191	0,5890877	0,0497213	0,0840400	0,6338890	0,3026902	0,2503987	0,1269678	0,5735073	0,4216908	0,0890219	0,0358647
640	0,9803707	0,5984283	0,2615533	0,9158939	0,3449316	0,5557793	0,0277468	0,0924938	0,6260325	0,2426717	0,2874338	0,0996156	0,5361340	0,3862518	0,1097047	0,0369622
660	0,9915698	0,5938469	0,2514979	0,9154125	0,3450018	0,5268990	0,0171213	0,0995808	0,5799251	0,1955458	0,3159738	0,0790630	0,5044907	0,3332222	0,1280780	0,0380499
680	0,9963795	0,5856573	0,2435529	0,9149755	0,3447174	0,5037881	0,0119831	0,1045655	0,5226900	0,1620447	0,3358618	0,0636058	0,4794742	0,2851775	0,1420153	0,0389285
700	0,9984451	0,5762042	0,2384657	0,9146675	0,3443798	0,4862218	0,0094980	0,1075755	0,4681719	0,1391095	0,3487021	0,0520020	0,4604171	0,2483761	0,1514334	0,0395362
720	0,9993322	0,5670393	0,2357870	0,9145032	0,3441396	0,4733154	0,0082960	0,1091057	0,4217455	0,1236212	0,3563993	0,0433107	0,4462354	0,2222188	0,1571879	0,0399036
740	0,9997132	0,5590551	0,2347401	0,9144495	0,3440178	0,4640598	0,0077144	0,1096938	0,3845231	0,1132149	0,3606495	0,0368156	0,4358673	0,2043073	0,1603596	0,0400969
760	0,9998768	0,5526443	0,2346094	0,9144603	0,3439785	0,4575489	0,0074330	0,1097722	0,3557713	0,1062474	0,3627781	0,0319720	0,4284047	0,1922903	0,1619050	0,0401816
780	0,9999471	0,5478415	0,2348785	0,9144968	0,3439805	0,4530443	0,0072967	0,1096314	0,3341179	0,1016050	0,3637200	0,0283674	0,4231121	0,1843312	0,1625354	0,0402079
800	0,9999773	0,5444584	0,2352394	0,9145356	0,3439965	0,4499740	0,0072307	0,1094375	0,3181086	0,0985337	0,3640709	0,0256901	0,4194111	0,1791091	0,1627152	0,0402082
820	0,9999902	0,5422035	0,2355453	0,9145662	0,3440130	0,4479089	0,0071988	0,1092685	0,3064381	0,0965200	0,3641710	0,0237051	0,4168567	0,1757082	0,1627129	0,0402005
840	0,9999958	0,5407725	0,2357516	0,9145864	0,3440254	0,4465352	0,0071833	0,1091487	0,2980246	0,0952121	0,3641901	0,0222357	0,4151142	0,1735058	0,1626632	0,0401932
860	0,9999982	0,5399007	0,2358658	0,9145976	0,3440331	0,4456291	0,0071758	0,1090759	0,2920131	0,0943703	0,3641984	0,0211495	0,4139368	0,1720843	0,1626207	0,0401888
880	0,9999992	0,5393850	0,2359143	0,9146026	0,3440371	0,4450347	0,0071721	0,1090378	0,2877486	0,0938321	0,3642157	0,0203475	0,4131470	0,1711673	0,1625991	0,0401873
900	0,9999997	0,5390837	0,2359245	0,9146041	0,3440386	0,4446454	0,0071704	0,1090212	0,2847411	0,0934893	0,3642412	0,0197557	0,4126196	0,1705745	0,1625948	0,0401877
920	0,9999999	0,5389055	0,2359168	0,9146039	0,3440388	0,4443902	0,0071695	0,1090159	0,2826301	0,0932708	0,3642685	0,0193194	0,4122682	0,1701892	0,1626000	0,0401890
940	0,9999999	0,5387959	0,2359039	0,9146030	0,3440384	0,4442224	0,0071691	0,1090155	0,2811543	0,0931310	0,3642923	0,0189978	0,4120339	0,1699372	0,1626082	0,0401906
960	1,0000000	0,5387246	0,2358923	0,9146022	0,3440379	0,4441114	0,0071689	0,1090163	0,2801258	0,0930408	0,3643103	0,0187609	0,4118776	0,1697711	0,1626153	0,0401918
980	1,0000000	0,5386753	0,2358842	0,9146016	0,3440374	0,4440377	0,0071688	0,1090169	0,2794111	0,0929821	0,3643222	0,0185865	0,4117730	0,1696609	0,1626200	0,0401928
1000	1,0000000	0,5386399	0,2358794	0,9146012	0,3440371	0,4439886	0,0071688	0,1090169	0,2789157	0,0929434	0,3643290	0,0184580	0,4117028	0,1695873	0,1626220	0,0401934
1020	1,0000000	0,5386142	0,2358773	0,9146010	0,3440369	0,4439557	0,0071687	0,1090164	0,2785730	0,0929178	0,3643321	0,0183635	0,4116557	0,1695382	0,1626222	0,0401937
1040	1,0000000	0,5385955	0,2358767	0,9146010	0,3440368	0,4439337	0,0071687	0,1090156	0,2783366	0,0929008	0,3643331	0,0182939	0,4116241	0,1695053	0,1626212	0,0401939
1060	1,0000000	0,5385823	0,2358769	0,9146010	0,3440368	0,4439190	0,0071687	0,1090148	0,2781738	0,0928894	0,3643330	0,0182427	0,4116029	0,1694834	0,1626198	0,0401939
1080	1,0000000	0,5385732	0,2358773	0,9146010	0,3440368	0,4439092	0,0071687	0,1090142	0,2780619	0,0928818	0,3643324	0,0182051	0,4115887	0,1694688	0,1626183	0,0401939
1100	1,0000000	0,5385670	0,2358778	0,9146010	0,3440369	0,4439027	0,0071687	0,1090136	0,2779852	0,0928768	0,3643317	0,0181774	0,4115792	0,1694591	0,1626170	0,0401939

0	1,0000000	0,5385482	0,2358806	0,9146014	0,3440369	0,4438891	0,0071687	0,1090132	0,2778417	0,0928674	0,3643314	0,0181000	0,4115610	0,1694385	0,1626532	0,0402006
20	1,0000000	0,5385497	0,2358811	0,9146014	0,3440370	0,4438893	0,0071687	0,2945727	0,2778340	0,1033341	0,3643294	0,0181002	0,4115604	0,1694389	0,1626393	0,0401983
40	1,0000000	0,5385519	0,2358806	0,9146013	0,3440370	0,4438895	0,0071687	0,4056764	0,2778291	0,1095668	0,3643289	0,0181003	0,4115603	0,1694395	0,1626305	0,0401968
60	1,0000000	0,5385539	0,2358799	0,9146012	0,3440370	0,4438898	0,0071687	0,4721998	0,2778260	0,1132781	0,3643292	0,0181004	0,4115603	0,1694400	0,1626250	0,0401958
80	1,0000000	0,5385552	0,2358792	0,9146012	0,3440370	0,4438900	0,0071687	0,5120306	0,2778240	0,1154881	0,3643295	0,0181005	0,4115604	0,1694403	0,1626214	0,0401952
100	1,0000000	0,5385560	0,2358787	0,9146011	0,3440369	0,4438901	0,0071687	0,5358793	0,2778227	0,1168040	0,3643299	0,0181006	0,4115605	0,1694405	0,1626191	0,0401948
120	1,0000000	0,5385563	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5501586	0,2778218	0,1175876	0,3643301	0,0181007	0,4115605	0,1694405	0,1626174	0,0401945
140	1,0000000	0,5385564	0,2358783	0,9146011	0,3440369	0,4438902	0,0071687	0,5587084	0,2778213	0,1180541	0,3643302	0,0181007	0,4115605	0,1694406	0,1626163	0,0401943
160	1,0000000	0,5385563	0,2358783	0,9146011	0,3440369	0,4438902	0,0071687	0,5638275	0,2778209	0,1183319	0,3643302	0,0181007	0,4115605	0,1694405	0,1626155	0,0401942
180	1,0000000	0,5385563	0,2358783	0,9146011	0,3440369	0,4438902	0,0071687	0,5668926	0,2778206	0,1184973	0,3643302	0,0181007	0,4115605	0,1694405	0,1626149	0,0401941
200	1,0000000	0,5385562	0,2358783	0,9146011	0,3440369	0,4438902	0,0071687	0,5687278	0,2778205	0,1185958	0,3643301	0,0181008	0,4115605	0,1694405	0,1626144	0,0401940
220	1,0000000	0,5385561	0,2358783	0,9146011	0,3440369	0,4438902	0,0071687	0,5698266	0,2778204	0,1186544	0,3643301	0,0181008	0,4115605	0,1694405	0,1626141	0,0401940
240	1,0000000	0,5385561	0,2358783	0,9146011	0,3440369	0,4438902	0,0071687	0,5704846	0,2778203	0,1186893	0,3643301	0,0181008	0,4115605	0,1694405	0,1626139	0,0401940
260	1,0000000	0,5385561	0,2358783	0,9146011	0,3440369	0,4438902	0,0071687	0,5708785	0,2778202	0,1187101	0,3643300	0,0181008	0,4115605	0,1694405	0,1626138	0,0401939
280	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5711144	0,2778202	0,1187225	0,3643300	0,0181008	0,4115605	0,1694405	0,1626137	0,0401939
300	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5712556	0,2778202	0,1187299	0,3643300	0,0181008	0,4115605	0,1694405	0,1626136	0,0401939
320	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5713401	0,2778202	0,1187343	0,3643300	0,0181008	0,4115605	0,1694405	0,1626136	0,0401939
340	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5713908	0,2778202	0,1187369	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
360	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5714211	0,2778202	0,1187384	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
380	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5714392	0,2778202	0,1187394	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
400	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5714501	0,2778202	0,1187399	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
420	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5714566	0,2778202	0,1187403	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
440	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5714605	0,2778201	0,1187404	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
460	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5714628	0,2778201	0,1187406	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
480	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5714642	0,2778201	0,1187406	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
500	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5714651	0,2778201	0,1187407	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
520	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5714656	0,2778201	0,1187407	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
540	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5714659	0,2778201	0,1187407	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
560	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,5714660	0,2778201	0,1187407	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
580	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,3859061	0,2778201	0,1082734	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
600	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,2748023	0,2778201	0,1020408	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
620	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,2082791	0,2778201	0,0983296	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
640	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1684483	0,2778201	0,0961197	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
660	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1445997	0,2778201	0,0948039	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
680	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1303204	0,2778201	0,0940204	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
700	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1217707	0,2778201	0,0935539	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
720	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1166515	0,2778201	0,0932761	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
740	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1135865	0,2778201	0,0931107	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
760	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1117512	0,2778201	0,0930122	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
780	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1106524	0,2778201	0,0929535	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
800	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1099945	0,2778201	0,0929186	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
820	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1096006	0,2778201	0,0928978	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
840	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1093647	0,2778201	0,0928855	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
860	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1092235	0,2778201	0,0928781	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
880	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1091389	0,2778201	0,0928737	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
900	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1090883	0,2778201	0,0928711	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
920	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1090580	0,2778201	0,0928695	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
940	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1090398	0,2778201	0,0928686	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
960	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1090289	0,2778201	0,0928680	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
980	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1090224	0,2778201	0,0928677	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
1000	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1090185	0,2778201	0,0928675	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
1020	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1090162	0,2778201	0,0928674	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
1040	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1090148	0,2778201	0,0928673	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
1060	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1090140	0,2778201	0,0928673	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
1080	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1090135	0,2778201	0,0928673	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939
1100	1,0000000	0,5385561	0,2358784	0,9146011	0,3440369	0,4438902	0,0071687	0,1090132	0,2778201	0,0928673	0,3643300	0,0181008	0,4115605	0,1694405	0,1626135	0,0401939

