Accuracy	Precision	Recall	F1	MCC	BM
0.8238636363636364	0.11320754716981132	0.11538461538461539	0.11428571428571428	0.016504688352672013	0.016645119586295998
0.8409090909090909	0.16666666666666666	0.15384615384615385	0.16	0.07235979912947643	0.06981254040077567
0.8371212121212122	0.11363636363636363	0.09615384615384616	0.10416666666666666	0.015331635874507012	0.014221073044602406
0.8503787878787878	0.2	0.17307692307692307	0.18556701030927836	0.10399018073885366	0.09744667097608284
0.8295454545454546	0.1346153846153846	0.1346153846153846	0.1346153846153846	0.0400775694893342	0.040077569489334275
0.8181818181818182	0.09259259259259259	0.09615384615384616	0.09433962264150943	-0.006674489939771656	-0.006787330316742057
0.8333333333333334	0.125	0.11538461538461539	0.12000000000000001	0.028139921883685276	0.02714932126696823
0.8314393939393939	0.08888888888888889	0.07692307692307693	0.08247422680412371	-0.009829917582279699	-0.00921137685843565
0.8238636363636364	0.08163265306122448	0.07692307692307693	0.07920792079207921	-0.01808904105202776	-0.017614738202973435
0.8276515151515151	0.11764705882352941	0.11538461538461539	0.11650485436893204	0.021028111728237608	0.02084680025856489
