hupA	fis	mtlR	marR	marA	rob	putA	glcC	xylR	hupB	marB	micF	pgm	seqA	zwf	xylH	inaA	nfo	xylF	xylG	ygiA	ygiB	tolC	ygiC	mtlD	mtlA	fumC	tyrP	mtr	galM	galK	galE
0,3653043	0,2052678	0,1719301	0,2671451	0,3269297	0,6013482	0,1252315	0,4472340	0,6275314	0,7826152	0,3830100	0,6447371	0,1280968	0,4391886	0,4880070	0,5776669	0,5973772	0,6154618	0,3534602	0,0860842	0,2209038	0,1224093	0,7425671	0,1250139	0,6559142	0,6364437	0,4323621	0,5378460	0,0700408	0,0202106	0,1979475	0,3377906
