fur	rcnR	metJ	metR	oxyR	purR	soxS	soxR	marR	marA	fumC	marB	sodA	rfaY	poxB	glyA	fpr	ahpF	ahpC	uof	pqiA	fhuF	rcnA	pqiB	rfaZ	metE	metA	metH	purA	mntH	nfo	inaA
0,5661744	0,3255799	0,1658196	0,3565391	0,1442459	0,1360978	0,1712751	0,4181820	0,4402467	0,5410026	0,7727793	0,1550280	0,5129441	0,1864423	0,0600232	0,1597325	0,3119381	0,4492475	0,6517213	0,1058309	0,4884117	0,0646114	0,3284647	0,4558425	0,1101991	0,5872650	0,6881552	0,7104030	0,3247549	0,5322820	0,2121666	0,4605428
