"Time"	araC	crp	rhaR	rhaS	melR	malI	feaR	zraR	mtlR	rbsR	rbsD	rbsA	araA	rhaA	araB	zraS	araG	rbsB	melA	rbsK	melB	araF	rbsC	rhaB	rhaD	araJ	araD	araE	malX	araH	malY	xylA
560	0,7049656	0,6953281	0,0625718	0,0782864	0,6753830	1,0639185	0,6689660	0,0332586	0,2024302	0,2320163	0,9858608	0,5442652	0,1143049	0,3593369	0,5615207	0,4952342	0,9769875	0,9084883	0,2179046	0,5747539	0,9122865	0,4424204	0,9221340	0,3892362	0,0804461	0,6719667	0,9368975	0,7446474	0,2119773	0,4270662	0,9012949	0,0536641
580	0,5051948	0,6524493	0,0532221	0,0873088	0,6995690	1,0778466	0,4957125	0,0365336	0,5669016	0,2990659	0,8412729	0,5877772	0,1155678	0,2640831	0,5202188	0,5032827	0,8995937	0,8832149	0,3072500	0,7357726	1,0101393	0,4298737	0,9534847	0,4260253	0,0615259	0,7309413	0,9234745	0,6581689	0,1885206	0,5199403	0,9058665	0,1004925
600	0,5649775	0,7217233	0,0711081	0,0928922	0,6575590	1,0681803	0,5180175	0,0229517	0,7619913	0,3048819	0,8312833	0,5910035	0,1191724	0,2553404	0,5820872	0,4587779	0,6847560	0,8978384	0,3110347	0,8785807	0,9960811	0,4196384	0,9467967	0,4727312	0,0578349	0,5416931	0,9051103	0,6811932	0,1426278	0,4517845	0,8987015	0,1697861
620	0,5899907	0,8142481	0,0623684	0,0655782	0,6163270	1,0445598	0,3692244	0,0322607	0,9074654	0,2393383	0,7938505	0,5955827	0,1372862	0,2667186	0,6388305	0,5197232	0,6203251	0,8704031	0,3757778	1,0173327	0,9443215	0,4211329	0,9463889	0,4700858	0,0527938	0,4160276	0,9112248	0,6551791	0,1397691	0,4670793	0,8658135	0,1938432
640	0,5779104	0,7997575	0,0689113	0,0870189	0,6763254	1,0794418	0,4489196	0,0250814	0,8978625	0,2571786	0,8587372	0,6158582	0,1838070	0,3425261	0,5940383	0,5438970	0,5718161	0,8648346	0,4029771	0,9608598	0,9664774	0,4133665	0,9591845	0,4390568	0,0503085	0,4379879	0,8818251	0,6426980	0,1785292	0,4457352	0,8466640	0,2038972
660	0,5774565	0,6309797	0,0642831	0,0833847	0,7349107	1,0386250	0,5970320	0,0326768	0,9285252	0,2495467	0,8744220	0,5797277	0,1987395	0,3971939	0,6026343	0,5172313	0,5705885	0,8687589	0,4347614	0,9190801	1,0190040	0,4263188	0,9251388	0,4614804	0,0597638	0,4656413	0,9022515	0,5969696	0,1736130	0,5385644	0,8456146	0,2154910
680	0,5245887	0,6713637	0,0751876	0,0787882	0,6968730	1,0437109	0,4447701	0,0429843	0,9431508	0,2742492	0,7955357	0,6080030	0,1844695	0,4292928	0,6486615	0,5116294	0,5817963	0,8607279	0,4502042	0,9251075	1,0411039	0,4621319	0,9838754	0,5043414	0,0751226	0,5028681	0,8429441	0,6158273	0,1703048	0,5365909	0,8732626	0,2159702
700	0,5035402	0,7578455	0,0646919	0,0884841	0,6187920	1,0007194	0,4559515	0,0288516	0,9852501	0,2457902	0,8548282	0,6268679	0,1969334	0,4648773	0,6349339	0,4581969	0,4938975	0,7922291	0,4120732	0,9676526	1,0044538	0,4524258	0,9871778	0,5480294	0,0799863	0,5321767	0,8574840	0,6089100	0,1464082	0,4942571	0,8857023	0,2499602
720	0,5591719	0,6929755	0,0801571	0,0871125	0,6753888	1,0015415	0,4841020	0,0277325	0,9432204	0,2859325	0,8825214	0,6262857	0,2282759	0,4318207	0,6635902	0,4492992	0,4908283	0,8054299	0,4271617	0,9672951	0,9467335	0,5018720	1,0436393	0,4932635	0,0799119	0,4630509	0,9413306	0,5765338	0,1722742	0,4683819	0,8572990	0,2556820
740	0,5968450	0,6265290	0,0922945	0,0876725	0,6673032	1,0511025	0,5529271	0,0461050	0,9997156	0,2716588	0,8631285	0,6350021	0,2007561	0,4494915	0,7019202	0,5217169	0,5590432	0,8450189	0,4221095	0,9161397	0,9681541	0,5376304	1,1329019	0,4670087	0,1051697	0,5158357	0,9980613	0,6087381	0,2043184	0,4447753	0,9203597	0,2508952
760	0,5486595	0,7658358	0,0825913	0,0890551	0,6566355	1,0103693	0,4557946	0,0460284	0,9558968	0,3037608	0,8689894	0,6052779	0,1926614	0,4814866	0,6733030	0,5054464	0,5599982	0,8266655	0,4265155	0,9483549	0,9387421	0,4860096	1,0844519	0,4802479	0,1286385	0,4800255	1,0261042	0,5873779	0,2103517	0,4324662	0,9448541	0,2510615
780	0,5541908	0,7232232	0,0654243	0,1255962	0,6472942	1,0162031	0,5658609	0,0441246	1,0151117	0,2944103	0,8509677	0,6300705	0,2388417	0,5012204	0,6531937	0,5288749	0,4980418	0,8655978	0,4661619	1,0199253	0,8972055	0,4301990	1,0259354	0,4518608	0,1162971	0,4622814	0,9991869	0,5919533	0,1845969	0,4294173	0,8402547	0,2145082
800	0,5659534	0,7163154	0,0737172	0,1349072	0,6699375	1,0417707	0,5334160	0,0352831	1,0482108	0,2656785	0,8770206	0,5828144	0,2029062	0,4937085	0,6607954	0,5463056	0,5360975	0,8712324	0,4759821	1,0470452	0,9083984	0,3970456	1,0196319	0,4351535	0,0987363	0,4174651	1,0050030	0,5976494	0,1671758	0,4258502	0,9107933	0,2477191
820	0,5732519	0,6166452	0,0676992	0,1596159	0,7098306	1,0344797	0,5631396	0,0405405	1,0158757	0,2963579	0,8670772	0,5544430	0,2359026	0,5312305	0,6411435	0,5629736	0,5284527	0,8076844	0,4854378	0,9475436	0,8844897	0,3866164	1,0248758	0,4947663	0,1121415	0,3884883	1,0651193	0,5909529	0,2078411	0,4745440	0,9427216	0,2263403
840	0,5689647	0,7026870	0,0400579	0,1255644	0,6289053	1,0404385	0,4781313	0,0352376	1,0366840	0,2904085	0,8781658	0,5206818	0,2341700	0,4633376	0,6395196	0,5098387	0,4849826	0,8056015	0,4906845	0,9832740	0,9197160	0,4327848	1,0790244	0,4536320	0,0899300	0,4184832	1,0613230	0,6164348	0,1943785	0,5438142	0,9281675	0,2063925
860	0,5301073	0,7278233	0,0408978	0,1341711	0,6667071	1,0219668	0,5086824	0,0375702	0,9624001	0,2696770	0,8204286	0,4976407	0,2181985	0,4681520	0,6896110	0,5128126	0,4922692	0,7926618	0,4834351	0,9802631	0,9715206	0,4465220	0,9688323	0,4344376	0,0959460	0,4092231	1,0787729	0,5688779	0,2115491	0,4319223	0,9309025	0,2287288
880	0,5570379	0,6354939	0,0319254	0,0906798	0,7042578	1,0553571	0,5502951	0,0390090	0,9786712	0,2566156	0,7749006	0,5326023	0,2217849	0,4303421	0,6739026	0,5334062	0,5165331	0,7824936	0,4683621	1,0274370	0,9039657	0,4266348	0,9908844	0,4425431	0,1134632	0,3685343	1,0479754	0,5818594	0,1924630	0,4432465	0,9337375	0,2523558
900	0,6194089	0,6892707	0,0388902	0,0824140	0,7076337	1,0095257	0,4812440	0,0521524	0,9407878	0,2721746	0,8062704	0,5555485	0,2324632	0,4191994	0,6782689	0,5511572	0,4846358	0,7850942	0,4151370	1,0604359	0,9340250	0,4266916	0,9920910	0,4539595	0,0961848	0,4229807	1,0730418	0,5723549	0,1831363	0,3922552	0,8723222	0,2288671
920	0,5769252	0,7899608	0,0366325	0,0842118	0,6731456	0,9356375	0,4229689	0,0367124	0,9698765	0,2356508	0,7572376	0,5086298	0,2335534	0,3846885	0,6011659	0,4798408	0,4822932	0,8466609	0,3909424	1,0690274	0,9109578	0,4134552	1,0139984	0,4240811	0,0773129	0,4891654	1,0010425	0,5835830	0,2064535	0,4295866	0,8514356	0,2256957
940	0,5418530	0,7399750	0,0520163	0,0713009	0,6501158	0,9165484	0,4582078	0,0586513	0,9170337	0,2503080	0,8345923	0,5839986	0,2270374	0,4645139	0,5918323	0,4813623	0,5473784	0,7942514	0,3836723	1,0705662	0,8888239	0,4686058	1,0204934	0,4313215	0,0739955	0,5731226	0,9731380	0,5664023	0,1700155	0,5144404	0,8657629	0,1990315
960	0,4979537	0,5952673	0,0548846	0,0694362	0,6687296	0,9063948	0,4586268	0,0554511	0,9926416	0,2686758	0,8587237	0,6278732	0,2516633	0,4529016	0,6022174	0,4833766	0,5792877	0,8348593	0,4132800	0,9866567	0,9551511	0,5345557	0,9555422	0,4570698	0,0934661	0,5788876	1,0399002	0,5580084	0,1851451	0,5324359	0,8518166	0,2145535
980	0,4402203	0,6790168	0,0534298	0,0764354	0,6708698	0,9449876	0,4200683	0,0574599	1,0273179	0,2418892	0,8460084	0,5939122	0,2214665	0,4606187	0,6893969	0,4654537	0,6260809	0,8257193	0,4252721	1,0746466	0,9069115	0,5256744	0,9574495	0,4075997	0,0908720	0,5113028	1,0099677	0,5581481	0,2509292	0,5217528	0,8653101	0,1981048
1000	0,4859716	0,7497364	0,0529959	0,0899309	0,6274120	0,9911321	0,4258961	0,0356873	0,9671538	0,2184429	0,7877679	0,6454340	0,1900711	0,4979316	0,6276171	0,4592609	0,6042075	0,8540084	0,4215303	0,9878108	0,9173854	0,5276406	0,9341123	0,4321312	0,0797882	0,4796386	1,0300332	0,5981788	0,2315725	0,4497299	0,8748026	0,1992626
1020	0,5525580	0,6498349	0,0617691	0,0815878	0,6033730	0,9887680	0,4438550	0,0337654	0,9478557	0,2649727	0,8552792	0,6400305	0,2206542	0,5211476	0,6381231	0,4721550	0,5964741	0,8287292	0,4100890	0,9263285	0,8852192	0,5314481	0,9648029	0,4717445	0,0694207	0,4075460	0,9578638	0,5788313	0,2153233	0,4320331	0,8946587	0,2028969
1040	0,5822297	0,7706897	0,0632222	0,1083639	0,6004996	1,0284478	0,4055928	0,0320029	1,0762982	0,2175116	0,8351398	0,6533854	0,2025350	0,4829243	0,6388441	0,4401679	0,5597114	0,8028836	0,4166634	0,9572803	0,8678544	0,5219414	0,9408753	0,4391240	0,0809291	0,3797357	0,9871571	0,5701522	0,2845699	0,4222708	0,8218463	0,1911126
1060	0,4400899	0,7343922	0,0752815	0,1102298	0,7088996	1,0638011	0,5159746	0,0388247	1,0011310	0,2866266	0,8760385	0,6620080	0,2060165	0,4014875	0,6183015	0,4764607	0,5548311	0,8410110	0,4435378	0,9614546	0,9321382	0,5435538	0,9651971	0,4676728	0,0608680	0,4435927	0,9374038	0,5762447	0,2372163	0,4069404	0,9275958	0,2734116
1080	0,5368592	0,6448486	0,0693200	0,1020880	0,7103614	1,0423736	0,5629712	0,0431381	1,0372933	0,3573196	0,9011243	0,6990627	0,2155484	0,3983489	0,6272202	0,5228724	0,5459936	0,7868611	0,4826390	0,9856874	0,9322370	0,4975164	0,9407155	0,5107693	0,0714126	0,3952140	0,9417345	0,6147076	0,2307605	0,4726782	0,8993314	0,2362853
1100	0,6313761	0,7009302	0,0667684	0,1343206	0,6580754	1,0039460	0,4615446	0,0670496	1,0432470	0,3208378	0,9287020	0,6734201	0,2323363	0,4340859	0,6204231	0,6143484	0,5282223	0,7577476	0,4657145	1,0328420	0,9722155	0,4146331	1,0069036	0,4898711	0,0827815	0,4091591	0,9307233	0,6499776	0,2145198	0,4090228	0,8663438	0,2297109

0	0,6363647	0,7317095	0,0687239	0,0916775	0,7164224	1,0310062	0,4908869	0,0360215	1,0080749	0,3046068	0,8605657	0,6539104	0,2718953	0,4216120	0,6683942	0,5359544	0,5323589	0,8216236	0,4544726	0,9571130	0,9667292	0,4100141	0,9557758	0,4318763	0,0837170	0,4143511	0,8534289	0,6950457	0,2035969	0,3619425	0,8742307	0,2173012
20	0,5721039	0,7324632	0,0760302	0,1496744	0,4529281	0,9899975	0,4278756	0,0379370	0,6410210	0,2848664	0,9174935	0,6064257	0,2250797	0,5125999	0,6706127	0,5216315	0,5546746	0,8548535	0,3963371	0,6146764	0,9938457	0,4414467	0,6371663	0,4538090	0,0734324	0,5075260	0,9797395	0,6908535	0,2255390	0,4272947	0,7245326	0,2309578
40	0,5849193	0,6642181	0,0725053	0,2008869	0,3650042	1,0215479	0,5058079	0,0360170	0,5148342	0,2559331	0,8586065	0,5681045	0,2047632	0,5444099	0,7189899	0,5022745	0,5069246	0,8369249	0,4710048	0,3778604	0,9746989	0,4406444	0,4304164	0,4193942	0,0964386	0,6414299	0,9457095	0,7944666	0,2353869	0,3861729	0,7408290	0,2231649
60	0,5950358	0,6992921	0,0786266	0,2418429	0,3212953	1,0334958	0,4269665	0,0311748	0,4051524	0,2399169	0,7863400	0,5505313	0,2142852	0,5857609	0,6670491	0,4576330	0,5083336	0,8415241	0,4921001	0,2600926	0,9636678	0,4704964	0,2474057	0,4100116	0,1089451	0,5757486	0,8608061	0,8835147	0,2589430	0,4338100	0,7495034	0,2625854
80	0,5042008	0,6518268	0,0658315	0,2880206	0,3412592	1,0461746	0,5108923	0,0237552	0,3704949	0,2549475	0,8493305	0,5464271	0,2327802	0,5799373	0,7385124	0,5016707	0,5119436	0,7837856	0,4945483	0,1922740	0,9092405	0,5015326	0,1706088	0,4321432	0,1316166	0,6330655	0,9039128	0,8873243	0,2168568	0,5188509	0,6897097	0,2269059
100	0,5940747	0,6613333	0,0626802	0,2979620	0,3148768	1,0751844	0,5526160	0,0322261	0,3281379	0,2661321	0,8681720	0,5688852	0,2507430	0,6146874	0,7451262	0,4845548	0,5082152	0,8121946	0,5751094	0,1490065	0,8872839	0,5154511	0,1336955	0,4618044	0,1173018	0,6102030	0,8866467	0,8633028	0,2140998	0,4886926	0,6987082	0,2428000
120	0,5357424	0,7383735	0,0482202	0,3177408	0,3237389	1,0763285	0,4707089	0,0322644	0,3025451	0,2664457	0,9448289	0,6078126	0,2357499	0,5822606	0,7457180	0,4794840	0,5188553	0,8256456	0,5352922	0,1622713	0,9089506	0,4657720	0,0985098	0,4898095	0,1475164	0,6870192	0,8341750	0,9025638	0,1870656	0,4806970	0,6959448	0,2479829
140	0,5730468	0,6648195	0,0380700	0,3127620	0,3120564	1,0401526	0,4600168	0,0385349	0,2661610	0,2699301	0,8793541	0,6343234	0,2574758	0,5558766	0,7295128	0,4733829	0,5414061	0,8301956	0,5788257	0,1574707	0,9117703	0,4618809	0,0846452	0,5099154	0,1652349	0,7089231	0,8088605	0,9309604	0,1804839	0,4876976	0,6246587	0,2703590
160	0,5580933	0,7365447	0,0553023	0,3056876	0,3853585	1,0407698	0,3968227	0,0553935	0,2380107	0,2328110	0,9099662	0,6027191	0,2482817	0,6326127	0,7214804	0,4825371	0,5715082	0,8320697	0,6054980	0,1542213	0,8868943	0,4502394	0,0568671	0,5324828	0,1991131	0,6737623	0,8094986	0,9439748	0,1864393	0,4732049	0,6480285	0,2654452
180	0,6046002	0,7180572	0,0619268	0,2864710	0,3585182	1,0112365	0,3701648	0,0525952	0,2453879	0,2569438	0,9338599	0,5967982	0,2416798	0,6174751	0,7447998	0,5230710	0,5505727	0,8380357	0,5931147	0,1640351	0,8478812	0,4345440	0,0566573	0,4894179	0,2366357	0,6608745	0,9122492	0,9087209	0,2078889	0,4630741	0,6231533	0,2448322
200	0,5286449	0,7231985	0,0892540	0,3280647	0,3512320	1,0277595	0,4807469	0,0595581	0,2619181	0,2470720	0,9103335	0,6046428	0,2584995	0,5773645	0,7875438	0,4931191	0,5771642	0,8664091	0,6109809	0,1582238	0,8899301	0,4260542	0,0421326	0,4853167	0,2354966	0,7296241	0,8993204	0,9397201	0,2126235	0,4230925	0,6332847	0,2435132
220	0,4506095	0,7557341	0,0898385	0,3447174	0,3568781	1,0174042	0,4168442	0,0446850	0,2485090	0,2629100	0,8451016	0,6320581	0,2284368	0,5833756	0,7869983	0,4504282	0,5452969	0,8246668	0,5721836	0,1389676	0,8623793	0,4603613	0,0481452	0,4591105	0,2865462	0,7581723	0,9030801	0,9164348	0,2293827	0,3965677	0,6494504	0,2453126
240	0,5292154	0,6701564	0,0770265	0,3047961	0,4107151	0,9823874	0,5234089	0,0289308	0,2315837	0,3116711	0,8206752	0,6250201	0,2551034	0,5320185	0,8160575	0,4904101	0,5360511	0,8420329	0,5499755	0,1412042	0,9598834	0,4784102	0,0316113	0,4589509	0,3444306	0,6945319	0,9349827	0,9653876	0,2104193	0,4166539	0,6446045	0,2323811
260	0,5908089	0,7082630	0,0699537	0,2997603	0,3914547	0,9528892	0,4577007	0,0235287	0,2030515	0,2386115	0,7405873	0,5959052	0,2380140	0,5274803	0,8099438	0,5145140	0,5704152	0,8932246	0,5135307	0,1787659	0,9544021	0,4987436	0,0396746	0,4646894	0,3411704	0,6965206	0,9755981	0,9885664	0,2209223	0,4660498	0,6506967	0,2645949
280	0,6024045	0,6622378	0,0725221	0,2786614	0,3461018	0,9912532	0,4588208	0,0326651	0,2346006	0,2622752	0,8392952	0,5544610	0,2807966	0,5135748	0,7941068	0,5202490	0,5512447	0,8711815	0,5059315	0,1403065	0,8886596	0,4899751	0,0434489	0,5009624	0,3566413	0,6690601	0,9115328	0,9627062	0,2323780	0,4369092	0,6654845	0,2365562
300	0,5175155	0,7697860	0,0811068	0,3192639	0,3474343	0,9740171	0,4123638	0,0368717	0,2356368	0,2762610	0,8049992	0,5592253	0,2456905	0,5147642	0,7944117	0,5270760	0,6004172	0,8890584	0,5330270	0,1457308	0,9087180	0,4649824	0,0382847	0,4756822	0,3461769	0,6789355	0,8975084	0,9641152	0,2228434	0,4219352	0,7258835	0,1995598
320	0,5016162	0,7101206	0,0758357	0,2853735	0,3435664	0,9751917	0,4979431	0,0318819	0,2403953	0,2666623	0,9152201	0,5813053	0,2602375	0,5469899	0,7273274	0,5553077	0,6083972	0,8256717	0,5429376	0,1608162	0,8633497	0,4295086	0,0496630	0,4640040	0,3561233	0,6444234	0,9066053	0,9573820	0,2395170	0,4082701	0,7334847	0,2665757
340	0,5297036	0,6640098	0,0675014	0,3655258	0,3066920	1,0401966	0,4719813	0,0313688	0,2679565	0,2978752	0,9360946	0,5517566	0,2378531	0,5927443	0,6863595	0,5684537	0,5045713	0,8441188	0,5975013	0,1510579	0,8632291	0,4124584	0,0425507	0,4591197	0,3116401	0,6404904	0,8839317	0,9910862	0,2281560	0,4062552	0,6542077	0,2412844
360	0,5464856	0,6709810	0,0709863	0,2908900	0,4103265	1,0119669	0,4714031	0,0463063	0,2520742	0,2709612	0,8649497	0,6003829	0,2210685	0,5915911	0,7181941	0,5065962	0,5556967	0,8709021	0,6058557	0,1402811	0,7965078	0,4073071	0,0358953	0,4777002	0,3332079	0,6632131	0,9165682	0,9688594	0,2067024	0,4083873	0,6481519	0,2098110
380	0,5263203	0,7114368	0,0908680	0,3511954	0,3839659	1,0530944	0,4006224	0,0411240	0,2614684	0,2184276	0,8455009	0,6069389	0,2379135	0,5572364	0,7184392	0,4945806	0,5560122	0,8606585	0,6104692	0,1577158	0,8522178	0,4439962	0,0347997	0,5115065	0,3144241	0,5930215	0,9142088	0,9554185	0,1898498	0,4130518	0,6375493	0,1815184
400	0,6223223	0,8696448	0,0774447	0,3480775	0,2801356	1,0287009	0,3421451	0,0438331	0,2382313	0,2435556	0,8064299	0,5483944	0,2422743	0,5627716	0,7712281	0,4310473	0,5456099	0,8511710	0,6091295	0,1601332	0,8239393	0,4192254	0,0266408	0,5211604	0,3546298	0,5200953	0,9534369	0,9526362	0,2119063	0,3985637	0,6278085	0,1922802
420	0,6109269	0,7381182	0,0557253	0,3402249	0,3581484	1,0576005	0,4542215	0,0319270	0,2356616	0,2917419	0,8623574	0,6033773	0,2622512	0,5694687	0,7546101	0,4304696	0,5243208	0,8298042	0,6023631	0,1292621	0,8017556	0,4262298	0,0383281	0,5225215	0,3592762	0,6293050	0,8993545	0,9186460	0,2140517	0,3691297	0,6645414	0,2109676
440	0,5245198	0,6493320	0,0515721	0,3715313	0,3193562	1,0572364	0,4931217	0,0281096	0,2186972	0,3025032	0,9148466	0,6386310	0,2811498	0,5382456	0,7947642	0,4489583	0,5770685	0,8556727	0,5857044	0,1260158	0,8024891	0,4455929	0,0379893	0,5353795	0,3917928	0,6557628	0,8924736	0,9643849	0,1987824	0,3704268	0,6493516	0,2155978
460	0,4762595	0,6356216	0,0695114	0,3396775	0,4009966	1,1102995	0,5301868	0,0290883	0,2400897	0,3095893	0,8621144	0,6025763	0,2554095	0,5835748	0,7594844	0,4870317	0,6038042	0,8681687	0,6079353	0,1260740	0,8563771	0,4060484	0,0496252	0,5442896	0,4076511	0,7267738	0,8785594	0,9214425	0,1964715	0,4144009	0,6137859	0,2262513
480	0,5827863	0,6204591	0,0711073	0,3553394	0,4160736	1,0771489	0,5065249	0,0414296	0,2650387	0,2690817	0,8340772	0,5619663	0,2573838	0,5574002	0,7648669	0,5374643	0,5707022	0,8965253	0,6141493	0,1475201	0,8962401	0,3842352	0,0472995	0,5322629	0,4325764	0,7070807	0,9643926	0,8622763	0,1990425	0,4151764	0,5680954	0,2118107
500	0,5431458	0,7220540	0,0743832	0,4358614	0,3139334	1,1174812	0,4663147	0,0428659	0,2820824	0,2036560	0,8085843	0,5608494	0,2438761	0,5838407	0,7873576	0,4847508	0,5478750	0,8801287	0,5352307	0,1139095	0,8763548	0,3781953	0,0374190	0,4972350	0,4169423	0,6629756	0,9694622	0,9358704	0,1779660	0,3512170	0,5455387	0,2004707
520	0,4989669	0,6927329	0,1131375	0,3816714	0,3819903	1,1183071	0,4877423	0,0381104	0,2747452	0,1853788	0,8259867	0,5799152	0,2343508	0,6021711	0,7983447	0,4555352	0,4940169	0,8497697	0,6384569	0,1058697	0,8900268	0,3418484	0,0387912	0,4982357	0,4278650	0,7134516	0,9584165	0,8848744	0,1436805	0,3963965	0,5820393	0,2271708
540	0,4972257	0,7451081	0,0958533	0,4008538	0,3973280	1,0787334	0,5152401	0,0461248	0,2763252	0,2267536	0,8059571	0,6109336	0,2245551	0,6203567	0,8094950	0,4758595	0,5732760	0,7669958	0,6748498	0,1107640	0,8536788	0,3383581	0,0288621	0,5202036	0,4738349	0,7288655	0,9788570	0,9216707	0,1493005	0,4305586	0,6579657	0,1993263
560	0,5083010	0,6056714	0,1090905	0,3800894	0,4182052	1,0563553	0,6011245	0,0475590	0,2388365	0,3161816	0,8373087	0,6146135	0,2735514	0,6014341	0,7585790	0,5005722	0,5339618	0,7962350	0,6385151	0,1245040	0,8302452	0,3835352	0,0384334	0,5002345	0,5299378	0,6976807	0,9554004	0,9304306	0,1610694	0,5307746	0,6221731	0,2053090
580	0,5325837	0,6246705	0,1438581	0,3363682	0,6303469	1,0807130	0,4549129	0,0395558	0,5828875	0,3162511	0,9294317	0,6527754	0,2371713	0,5869336	0,7599792	0,5287217	0,5545720	0,7544802	0,5901766	0,5594928	0,9028502	0,3926737	0,3250165	0,5714708	0,5549544	0,5670430	0,9428242	0,8114541	0,1657090	0,4776766	0,6995086	0,1619315
600	0,5948281	0,6845960	0,1259467	0,2995370	0,6447409	1,0495619	0,4416546	0,0401008	0,7883871	0,2644740	0,9157356	0,6155713	0,2350451	0,5476659	0,7089864	0,5154692	0,5695991	0,8177244	0,5322796	0,7612492	0,9641510	0,3836320	0,5125730	0,5701220	0,5150204	0,4682619	0,9264816	0,7322346	0,1738997	0,4517022	0,7065695	0,1928044
620	0,5277692	0,6498023	0,1108787	0,2640055	0,7088520	1,0518872	0,3935463	0,0398768	0,7901022	0,2245564	0,9044210	0,6406317	0,1987226	0,5469757	0,6747174	0,5003447	0,5875680	0,8419522	0,5257454	0,8607224	1,0333669	0,3938506	0,6324152	0,5648854	0,5274960	0,4899619	0,9352465	0,6521020	0,1829707	0,4041608	0,8292541	0,1969481
640	0,5181992	0,7938538	0,1025345	0,2294359	0,5801213	1,0740314	0,4237061	0,0443837	0,9607503	0,1961681	0,8052731	0,6161666	0,1894407	0,5732215	0,6275453	0,5139015	0,5640343	0,8551324	0,5199745	0,8564769	1,0136313	0,3927724	0,7578314	0,5304407	0,4730931	0,4247504	0,8930765	0,6883745	0,1871429	0,4079497	0,8651167	0,1862397
660	0,5560107	0,6643331	0,1085934	0,2205247	0,6168403	1,0512853	0,4472508	0,0383417	1,0341376	0,2633354	0,8702755	0,6062213	0,1857392	0,5581166	0,6310247	0,5479946	0,5908229	0,8256567	0,3956993	0,9165329	0,9812530	0,4226470	0,7633316	0,4930723	0,4076424	0,3451066	0,9324647	0,6385580	0,1925007	0,4264598	0,8577922	0,2061556
680	0,6141010	0,6767981	0,1107795	0,2300944	0,6460918	1,0280612	0,4194207	0,0503475	1,0344938	0,2381319	0,8224251	0,5054761	0,2157199	0,5373607	0,6450367	0,4692127	0,4833282	0,7734835	0,4510516	0,9254667	0,9363796	0,4200481	0,7781739	0,5201867	0,3620198	0,3462876	0,8846140	0,6286584	0,2125567	0,4649288	0,8080622	0,2493389
700	0,4827483	0,7749993	0,1008995	0,2099492	0,6679442	1,0643483	0,4160007	0,0301524	0,9811790	0,2876960	0,9320767	0,5329235	0,2137158	0,5462671	0,5473668	0,5176888	0,5220237	0,7387343	0,3920330	0,9570025	0,9415184	0,4243601	0,8091587	0,5180378	0,3312039	0,4239702	0,8653047	0,6212530	0,2008774	0,5339379	0,7978145	0,2287094
720	0,5104607	0,6722490	0,0898012	0,2079298	0,6568551	1,0262231	0,4870864	0,0385460	0,9750044	0,2769940	0,9005864	0,5716186	0,1961703	0,5769839	0,6250886	0,4897724	0,5672918	0,7713238	0,4252794	0,8810577	0,9507748	0,4473661	0,9147332	0,4478805	0,3192478	0,4945601	0,9695150	0,6138607	0,1881679	0,5278478	0,8353463	0,2083031
740	0,5324689	0,6406450	0,0684547	0,1799915	0,7353781	1,0186630	0,5043161	0,0268859	0,9934459	0,2341818	0,9081370	0,5770003	0,2009109	0,5773380	0,6108198	0,4958103	0,5786847	0,8034646	0,4444683	1,0039460	1,0338324	0,4446750	0,9076655	0,4316478	0,2696729	0,4655827	0,9045609	0,6296487	0,1814274	0,5068399	0,8451088	0,2234983
760	0,5158040	0,7618042	0,0802981	0,1741885	0,5969811	1,0228275	0,4788088	0,0231701	0,9901932	0,2430062	0,8656654	0,6094740	0,1944926	0,5629463	0,6206825	0,4583815	0,5418206	0,7887012	0,4453464	1,0591152	0,9833635	0,4262517	0,8792784	0,4779609	0,2522979	0,4593633	0,9240292	0,6121525	0,2093443	0,4570537	0,7914359	0,2032303
780	0,5729343	0,6973459	0,0715591	0,1734057	0,6871008	0,9962844	0,4903822	0,0186107	0,9590541	0,2676489	0,9095206	0,5540304	0,2163223	0,5189798	0,6180414	0,4481452	0,5256255	0,7629347	0,4242396	0,9692829	1,0131215	0,4304496	0,8641481	0,4865106	0,2321571	0,4369111	0,8887835	0,6587756	0,1996724	0,4226940	0,8607405	0,2356851
800	0,5643173	0,7080667	0,0644629	0,1539073	0,6549474	0,9742216	0,4389766	0,0113565	0,9763385	0,2581916	0,9489372	0,5643531	0,2364056	0,5049237	0,6546715	0,4114121	0,4913889	0,7585616	0,4415558	0,9961774	1,0109862	0,3814123	0,8920119	0,5456359	0,1655369	0,4025336	0,9185441	0,6284880	0,1622790	0,3846948	0,8236699	0,2393796
820	0,5300168	0,6398329	0,0763955	0,1284140	0,6432201	0,9462300	0,4957671	0,0111621	0,9841964	0,2310539	0,8469798	0,6085392	0,2198207	0,5888057	0,6568909	0,3932874	0,5494688	0,8207120	0,4143383	1,0376586	0,9927317	0,4320591	0,9440524	0,4948779	0,1415832	0,4364298	0,9727541	0,6805565	0,1908348	0,3921773	0,8017980	0,2158059
840	0,4746856	0,7627274	0,0751779	0,1512699	0,6063616	0,9474218	0,3410216	0,0295081	0,9773868	0,2189375	0,7946732	0,6561981	0,2288892	0,5744732	0,6237363	0,3838622	0,4975806	0,7639858	0,3705740	0,9347709	0,9349465	0,4523321	0,9989042	0,4650747	0,1556869	0,4800725	0,9574909	0,7080306	0,1892262	0,3732475	0,8525743	0,2087557
