"Time"	araC	crp	rhaR	rhaS	melR	malI	feaR	zraR	mtlR	rbsR	rbsD	rbsA	araA	rhaA	araB	zraS	araG	rbsB	melA	rbsK	melB	araF	rbsC	rhaB	rhaD	araJ	araD	araE	malX	araH	malY	xylA
20	0,5031187	0,3268759	0,0577701	0,1060869	0,5999884	0,9542019	0,6097620	0,0346617	1,0315712	0,1759560	0,8664057	0,6557782	0,4137613	0,4734102	0,7104507	0,6743134	0,5933178	0,8435753	0,4075704	1,0635385	0,9750845	0,4396118	0,7173503	0,6261838	0,0537176	0,4251623	0,8725848	0,7792078	0,2197747	0,3651418	0,8644321	0,2294150
40	0,4993917	0,2380695	0,0447171	0,1004401	0,5557044	0,7791693	0,5261316	0,0380091	0,9539245	0,1564421	0,7073958	0,5719704	0,4611798	0,4648569	0,6634773	0,6908692	0,6081785	0,7360610	0,3471717	1,0546925	0,9187243	0,4496987	0,5208230	0,7707751	0,0797255	0,3700144	0,8743972	0,8410392	0,2632002	0,3004732	0,8061194	0,2118682
60	0,4531489	0,2626899	0,0604455	0,0844936	0,4911591	0,7042926	0,6141785	0,0511024	0,9879466	0,0997914	0,5919853	0,5341735	0,5088665	0,3919612	0,6909020	0,6681902	0,6269508	0,5891139	0,3208783	0,9747688	0,6937350	0,4394213	0,4306508	0,7976993	0,1007834	0,2977198	0,7839538	0,8476601	0,3400485	0,2066968	0,7512171	0,1766712
80	0,4398574	0,2431591	0,0557311	0,0840242	0,4647522	0,5838892	0,5559403	0,0465424	1,0180956	0,0574745	0,5258983	0,5006159	0,5784201	0,3616757	0,5992848	0,6189699	0,5654460	0,4715518	0,3209889	0,9516677	0,5142055	0,3929337	0,3648349	0,8747242	0,0916079	0,2080528	0,6737567	0,8599886	0,5052768	0,1407121	0,6514030	0,1580033
100	0,4135616	0,2281472	0,0748191	0,0918576	0,4528093	0,4819782	0,4891143	0,0367891	1,0176773	0,0270616	0,4211966	0,5092597	0,5923791	0,3506449	0,5901098	0,6701710	0,5297325	0,3708000	0,3087920	1,0126441	0,3449090	0,3282015	0,3323017	0,8538128	0,0882959	0,1998698	0,5025932	0,8681339	0,5774450	0,1046808	0,5567134	0,1136964
120	0,3568547	0,2123406	0,0844869	0,1057265	0,4252217	0,3936915	0,4838953	0,0371966	0,9848691	0,0068403	0,3180597	0,5177839	0,5500970	0,2681024	0,5738245	0,6065187	0,4249012	0,3272681	0,3725651	0,9645855	0,2478241	0,2677212	0,3028718	0,8290371	0,0968516	0,1592612	0,4171326	0,9852390	0,6253229	0,0703258	0,4590090	0,1174243
140	0,3691210	0,2348200	0,0779049	0,0742349	0,4799851	0,3719057	0,4804167	0,0289709	0,9638216	0,0082291	0,3398734	0,5219110	0,5219513	0,2464675	0,5391542	0,5922962	0,3732777	0,2631773	0,3595357	0,9396786	0,1869691	0,2884797	0,2639494	0,7992931	0,0729959	0,1371772	0,3499644	0,9427077	0,7113029	0,0549286	0,4762763	0,0847971
160	0,3573220	0,2885344	0,0887226	0,0551135	0,5087133	0,3178265	0,4947539	0,0239965	1,0570269	0,0107697	0,3410654	0,5260406	0,5322871	0,2405073	0,5575620	0,6137954	0,3728026	0,1907790	0,2962414	0,9681511	0,1342196	0,2684284	0,2442331	0,8419146	0,0637653	0,1140628	0,2886655	0,9147569	0,7235015	0,0488317	0,4599721	0,0743376
180	0,4373162	0,2509960	0,0830456	0,0694869	0,4779728	0,2964034	0,5768253	0,0424305	0,9842996	0,0145705	0,3865364	0,4790788	0,5223808	0,2849765	0,6216252	0,5918010	0,3864723	0,1661030	0,2858929	1,0069321	0,1280252	0,2460024	0,2268905	0,8400053	0,0724774	0,1226742	0,3012326	0,8682204	0,7537183	0,0417616	0,4891393	0,0893221
200	0,4433551	0,3259473	0,0750702	0,0704636	0,4145153	0,3198531	0,5607850	0,0279821	1,0221574	0,0168841	0,4694195	0,4980130	0,5333870	0,2629304	0,6154062	0,5733460	0,4265003	0,1716131	0,2810475	1,0608020	0,1064968	0,2391068	0,2442260	0,8451513	0,0607802	0,1196659	0,3202552	0,8570521	0,8341967	0,0580861	0,5555885	0,0845989
220	0,4814425	0,2739781	0,0493433	0,0605251	0,4601778	0,2870782	0,5400193	0,0263326	1,0231740	0,0202024	0,3912610	0,5146896	0,5723057	0,2374803	0,6111627	0,5526441	0,4281526	0,1595306	0,3760000	1,0009496	0,0866915	0,2381507	0,2185273	0,8027316	0,0593163	0,1133034	0,2991943	0,8908595	0,8538173	0,0439638	0,6078046	0,1140488
240	0,4817668	0,2883075	0,0601913	0,0662111	0,5102294	0,2832462	0,5076949	0,0424201	1,0754975	0,0197028	0,4107489	0,5396821	0,5972865	0,2327172	0,5912485	0,5264391	0,4714133	0,1429071	0,3706574	1,0127982	0,0916545	0,2568896	0,2306308	0,7978575	0,0552702	0,1341677	0,2774290	0,8528421	0,7885434	0,0485753	0,6479070	0,1167110
260	0,4657301	0,2427878	0,0575170	0,0742513	0,5006585	0,3000491	0,5056815	0,0242584	1,1267157	0,0234419	0,3771711	0,5310272	0,5523138	0,2231538	0,6056735	0,5173732	0,4556602	0,1600893	0,3626881	1,0154296	0,0852565	0,2431624	0,2124061	0,8240899	0,0656293	0,1319320	0,2786907	0,8437124	0,7898518	0,0446242	0,6397724	0,0894188
280	0,4492355	0,2214848	0,0620740	0,0751757	0,4347105	0,3055586	0,4945332	0,0334338	1,1001029	0,0074035	0,3935587	0,4960032	0,5461323	0,2074055	0,5719538	0,4809886	0,5036615	0,1541997	0,3424550	1,0082219	0,0847707	0,2556023	0,1973925	0,8314842	0,0828440	0,1395881	0,3163403	0,7944141	0,8534912	0,0378965	0,7206280	0,0936741
300	0,4509743	0,2280397	0,0674336	0,0892704	0,4814435	0,3080952	0,5438031	0,0282756	1,1244449	0,0123544	0,4113091	0,5429606	0,5602722	0,2312343	0,5905347	0,5173682	0,4770442	0,1560639	0,2978559	0,9871916	0,0858538	0,2448015	0,2052405	0,8589681	0,0796231	0,1517448	0,3262989	0,8573712	0,8608470	0,0430165	0,7131172	0,0799519
320	0,4774893	0,2636634	0,0618370	0,0792603	0,4693953	0,2963950	0,5800446	0,0275758	1,0604847	0,0142799	0,4196009	0,5349367	0,5226947	0,2420084	0,5743441	0,5953178	0,4444122	0,1762374	0,3135895	0,9723773	0,0765788	0,2270547	0,2007696	0,8361254	0,0697562	0,1315234	0,2834465	0,8859994	0,8915005	0,0460754	0,6974757	0,0783375
340	0,4930595	0,2603035	0,0382239	0,0793948	0,4819016	0,3090281	0,5185630	0,0303690	1,0285758	0,0151552	0,4956828	0,4939028	0,4932395	0,2821502	0,5934547	0,5952801	0,4535980	0,1874907	0,3258296	0,9527286	0,0893859	0,2479295	0,2141070	0,8748783	0,0651578	0,1260130	0,3318475	0,8502815	0,8438175	0,0340670	0,7105687	0,0790564
360	0,5249234	0,3121811	0,0498108	0,0848451	0,5190936	0,3112972	0,5347332	0,0275217	1,0358483	0,0133113	0,4530452	0,5437977	0,4821765	0,2773694	0,6259807	0,5346115	0,4780267	0,1971289	0,2852818	0,9223555	0,0957648	0,3055196	0,2136430	0,9056207	0,0526042	0,1346203	0,2880319	0,9096384	0,8445546	0,0412907	0,6534566	0,0883111
380	0,5371392	0,3501846	0,0521295	0,0786258	0,5288346	0,3084771	0,5368709	0,0264318	0,9861757	0,0213954	0,4727680	0,5592343	0,5090171	0,1892468	0,6238738	0,5922607	0,4231452	0,2429609	0,3075319	0,9441603	0,0844941	0,3113722	0,2099562	0,9730364	0,0760123	0,1735344	0,3426610	0,8966531	0,8784615	0,0612531	0,6905580	0,0857281
400	0,5090746	0,3025342	0,0308566	0,0754160	0,4434485	0,3185441	0,4751886	0,0339840	0,9327550	0,0189426	0,4717234	0,5603491	0,5150906	0,1552904	0,6111627	0,5680058	0,4899300	0,2406000	0,3364875	0,9815913	0,1071479	0,2831588	0,1976479	0,9467104	0,0698941	0,1685415	0,4267247	0,8799916	0,8152021	0,0568197	0,6435882	0,0999290
420	0,5210664	0,2420847	0,0466644	0,0722059	0,5182286	0,3351018	0,5271608	0,0466078	0,9189319	0,0297337	0,4664386	0,5385201	0,5019955	0,1647339	0,6082317	0,6599173	0,4644327	0,2296715	0,3284934	1,0066189	0,0926027	0,2853973	0,1637865	0,9194743	0,0587481	0,1744383	0,4327839	0,8408530	0,8636203	0,0801876	0,7153253	0,0895118
440	0,4537404	0,2455650	0,0504942	0,0645000	0,4666454	0,3304082	0,4922580	0,0285142	0,9802291	0,0298381	0,4986350	0,5037061	0,5157530	0,1994735	0,5555006	0,6900597	0,4431489	0,2047022	0,2916570	0,9948213	0,0758184	0,2744650	0,1619904	0,9453278	0,0554139	0,1678189	0,4361636	0,8836725	0,8263799	0,0490442	0,7270972	0,0936174
460	0,4227977	0,3106275	0,0374788	0,0639227	0,4499389	0,3189464	0,4984305	0,0524079	0,9585364	0,0230399	0,4406374	0,4819221	0,5481128	0,1802139	0,5729818	0,6055850	0,4889720	0,1721889	0,3019181	1,0411837	0,0661627	0,2270856	0,1605758	0,9044447	0,0578621	0,1430539	0,3797158	0,8836491	0,8279493	0,0391899	0,7528705	0,0909030
480	0,4707003	0,2328836	0,0455863	0,0723871	0,4423521	0,3148954	0,5013904	0,0621009	1,0200995	0,0118228	0,4445801	0,4907495	0,5827729	0,1555868	0,5612583	0,6147964	0,4517464	0,1988431	0,3233739	1,0375073	0,0802386	0,2530509	0,1842866	0,9136870	0,0691034	0,1739896	0,4527159	0,8991495	0,8534497	0,0464292	0,6905530	0,0911549
500	0,4385590	0,2866931	0,0541169	0,0639735	0,4530348	0,3099240	0,4982678	0,0337797	1,0539936	0,0118133	0,4449423	0,4991728	0,6114708	0,1620666	0,5440525	0,5893127	0,4392883	0,1825234	0,2906304	1,0195169	0,0748868	0,2753742	0,1931297	0,9909956	0,0698473	0,1576025	0,3957577	0,9425956	0,8044044	0,0503160	0,7902104	0,1043643
520	0,4544561	0,2351541	0,0679882	0,0413676	0,5156528	0,3380633	0,4868054	0,0422058	1,0341806	0,0138174	0,4542864	0,4872520	0,5803311	0,1539188	0,6356377	0,5843178	0,4689514	0,1750008	0,3450205	1,0515734	0,0747646	0,2548888	0,1904598	0,9031690	0,0596253	0,1594621	0,4036731	0,9180378	0,8092847	0,0504217	0,8011096	0,0860818
540	0,4986470	0,2611362	0,0621593	0,0662518	0,4676769	0,3302463	0,5893129	0,0218863	0,9879889	0,0177472	0,4494131	0,5307517	0,5298822	0,1337597	0,6328842	0,5793899	0,4580964	0,1984371	0,3371991	1,0483150	0,0989831	0,2825544	0,1600408	0,8619154	0,0823232	0,1579559	0,4317815	0,9128588	0,8528416	0,0531944	0,8098750	0,0793650
560	0,4560928	0,3209859	0,0640233	0,0649477	0,4437184	0,3506611	0,4977889	0,0298378	1,0441510	0,0328838	0,4760298	0,5432414	0,5107995	0,1491620	0,6344299	0,5534919	0,4838495	0,1974010	0,3450509	1,0444047	0,1002295	0,2609431	0,1924234	0,8389983	0,0734608	0,1646881	0,4576027	0,8757089	0,7953091	0,0570820	0,7773429	0,1033459
580	0,5417388	0,8843008	0,0500593	0,0631026	0,4058756	0,5130316	0,1301803	0,0305147	1,0520071	0,0557980	0,5926388	0,5865987	0,3744722	0,1181125	0,6585871	0,4289452	0,4373685	0,2651145	0,3786086	0,9684908	0,1729541	0,2960657	0,4749165	0,6016204	0,0689540	0,1262695	0,5353039	0,7000432	0,7151277	0,0810922	0,7207711	0,1149798
600	0,6203733	0,8525003	0,0512377	0,0622427	0,5656783	0,6195522	0,3291188	0,0425591	1,0176746	0,1646875	0,7769547	0,6703849	0,2964847	0,1609678	0,6222334	0,4232401	0,4769553	0,4239962	0,4066422	0,9938712	0,4150113	0,3466287	0,6431227	0,5509971	0,0728250	0,2105852	0,6647632	0,6562103	0,5790378	0,1821905	0,7423290	0,1574878
620	0,5603048	0,6963044	0,0636182	0,0749465	0,5776619	0,7332792	0,4521240	0,0440356	0,9516441	0,2441071	0,8402908	0,6786718	0,2381150	0,2537226	0,5929304	0,4279249	0,4891579	0,5604392	0,4229676	0,9355663	0,5524159	0,3780152	0,7852068	0,5106246	0,0738704	0,3690705	0,7815730	0,6542107	0,4988468	0,3121470	0,7833926	0,1774558
640	0,5047792	0,6856143	0,0552299	0,0563153	0,6434241	0,7808006	0,5005454	0,0432663	0,8756487	0,2949449	0,9160181	0,6918962	0,2017257	0,3175401	0,6184480	0,4451765	0,5071841	0,6243978	0,4576925	0,9103201	0,7625830	0,4182570	0,8491076	0,4890424	0,0840177	0,5101628	0,8646019	0,6218105	0,3388081	0,3352905	0,8129372	0,1883828
660	0,5600943	0,6101302	0,0441687	0,0610756	0,6253582	0,8532525	0,5852268	0,0311998	0,9619733	0,3092177	0,8150544	0,6511922	0,1871201	0,3219386	0,6094415	0,5040998	0,5003928	0,6732713	0,4496378	0,9662186	0,8602033	0,4268718	0,8636967	0,5126183	0,0732845	0,5248914	0,9132583	0,6489563	0,3128581	0,3789797	0,8351198	0,2572769
680	0,5810254	0,6791591	0,0418869	0,0823180	0,6211001	0,8718126	0,5470533	0,0265327	0,9601932	0,3107800	0,9033806	0,5835877	0,2111614	0,3292878	0,6215783	0,5333019	0,5031133	0,7181896	0,4476823	0,9633542	0,8929921	0,4244330	0,9444829	0,4579125	0,0707527	0,4844651	0,8995257	0,6569920	0,2557262	0,4524799	0,7839800	0,2349970
700	0,5821233	0,7538350	0,0325232	0,0762749	0,5842298	0,9020541	0,4782135	0,0232853	1,0256488	0,3041189	0,8736687	0,5743328	0,1978167	0,3664211	0,6070404	0,4889433	0,5287797	0,6703439	0,4477969	1,0406742	0,8856855	0,4553390	0,9188889	0,4542477	0,0799039	0,4489323	0,9069130	0,6663965	0,2291049	0,4804778	0,8628389	0,2309372
720	0,5562425	0,7573084	0,0320906	0,0751163	0,6039549	0,9610167	0,4763438	0,0332776	1,1177313	0,2630488	0,9038260	0,5439798	0,2007578	0,4008752	0,6236465	0,5158691	0,5543867	0,7295236	0,4145865	1,0451744	0,9182045	0,4527174	0,8884483	0,4233524	0,0723138	0,4105790	0,9707013	0,7265985	0,2679787	0,4348931	0,9135178	0,2451633
740	0,6195212	0,6840907	0,0368257	0,0715682	0,6372286	0,9551286	0,4213993	0,0234302	1,0411200	0,2572081	0,7905419	0,5485325	0,2406075	0,3926843	0,5977191	0,5191216	0,5706467	0,7760601	0,4554360	1,0885700	0,9363432	0,4061799	0,9539669	0,4698816	0,0601519	0,4150935	0,9702112	0,6383877	0,2455173	0,4140845	0,8783831	0,2595153
760	0,5796296	0,5960007	0,0586902	0,0780389	0,6592631	0,9766586	0,5359557	0,0283154	1,0090324	0,3252580	0,8075621	0,5803717	0,2311221	0,3613171	0,6255026	0,4973651	0,5892728	0,7662527	0,4228291	1,1485399	0,9489069	0,4468876	1,0274718	0,5019176	0,0488246	0,4561591	0,8951100	0,6704444	0,2336678	0,4542186	0,8326494	0,2398182
780	0,5154434	0,7653120	0,0566540	0,0923275	0,6681271	0,9539491	0,4526919	0,0247115	0,9946745	0,2892984	0,8128498	0,6141568	0,2636338	0,3617697	0,6449124	0,4507691	0,5801054	0,8014377	0,4258830	1,0915746	1,0407986	0,4778712	1,0144402	0,5083532	0,0617726	0,4352995	0,9307635	0,6018947	0,2285754	0,4397852	0,8413744	0,2163748
800	0,5316389	0,7789876	0,0629059	0,0862559	0,6626651	0,9294085	0,4309151	0,0279796	1,0417088	0,2578109	0,8170003	0,5409347	0,1938362	0,4051726	0,6136395	0,4359356	0,5225599	0,8910024	0,4462009	1,0327513	1,0225079	0,4684317	0,9907629	0,4797612	0,0571316	0,4458087	0,9185783	0,5722277	0,1741720	0,4204211	0,8733868	0,1993535
820	0,4972232	0,7129901	0,0624479	0,0905512	0,6840704	1,0366339	0,4510706	0,0435952	1,0735988	0,2607158	0,9520814	0,5623699	0,1833253	0,4130495	0,5977034	0,5016477	0,5565269	0,8430193	0,4063593	1,0355697	1,0052509	0,4737758	0,9707909	0,5105924	0,0684432	0,4657033	0,9007399	0,5967092	0,1805260	0,4677426	0,8513650	0,2176114
840	0,5241093	0,6113294	0,0579073	0,1046771	0,7098021	1,0407462	0,4830903	0,0429003	1,1224609	0,2537192	0,9487270	0,5602712	0,2093849	0,3902497	0,6412953	0,4660763	0,5630656	0,8488142	0,3930728	1,0828355	1,0239741	0,4607507	0,9068889	0,4679508	0,0615074	0,5113256	0,9246513	0,6034928	0,2233218	0,4971265	0,8413761	0,2253468
860	0,5438932	0,7121419	0,0582386	0,1004175	0,6434223	0,9883209	0,4995109	0,0256139	1,0458836	0,2851895	0,9285417	0,5696975	0,2339652	0,4356598	0,6701317	0,4500142	0,5314445	0,8438011	0,3946093	1,0234898	0,9509956	0,4876310	0,9783628	0,4368791	0,0597533	0,4448657	0,9465754	0,6461140	0,2178480	0,4741586	0,8397077	0,2245510
880	0,5456244	0,6315335	0,0571660	0,1155821	0,7346804	0,9790970	0,5111085	0,0184981	1,0065407	0,2694308	0,8915654	0,5889376	0,2054267	0,4296839	0,6510031	0,4468207	0,5456192	0,8765559	0,3960404	1,0044065	1,0051742	0,4415787	0,9928032	0,5141025	0,0549626	0,4516483	0,9944233	0,5920376	0,1817825	0,4800943	0,8512413	0,2645568
900	0,6425524	0,7459157	0,0658998	0,1109308	0,6475359	0,9709140	0,4820076	0,0282110	0,9777502	0,2388856	0,9187224	0,6284556	0,2294727	0,4613489	0,6518559	0,4262682	0,5161675	0,7777432	0,3239339	0,9998090	1,0252124	0,4486311	0,9165115	0,5160279	0,0648373	0,4347794	0,9524161	0,6074029	0,1964866	0,4690410	0,9100910	0,2406900
920	0,5985835	0,6566773	0,0642783	0,1042962	0,6447420	1,0066190	0,4769500	0,0325799	1,0259664	0,2770821	0,9116371	0,6240984	0,2579581	0,4364104	0,6695100	0,4384136	0,4904079	0,8030108	0,3559491	1,0451226	0,9536177	0,4345570	1,0272272	0,4741780	0,0782461	0,4412717	0,9476859	0,5783403	0,1687740	0,4850876	0,8725407	0,2192304
940	0,6078629	0,5889918	0,0616100	0,1221864	0,6829730	1,0580290	0,5683678	0,0317670	1,0633480	0,2921091	0,8266903	0,6032921	0,2854220	0,4507158	0,6488183	0,4969979	0,5389307	0,7632163	0,3944736	1,0322527	0,9761769	0,4633115	1,0050582	0,4678267	0,0739556	0,4518522	0,9189199	0,6203303	0,1766178	0,4788976	0,8203645	0,2162800
960	0,5711869	0,5892577	0,0543377	0,1262748	0,6716143	1,0336751	0,5711806	0,0526983	1,0554193	0,2847347	0,8679159	0,6179181	0,2498041	0,4997536	0,6674697	0,5822902	0,5604709	0,7692806	0,4089704	1,0801626	0,9284001	0,4852356	0,9934371	0,4321526	0,0995505	0,5051157	0,9542534	0,6426963	0,1951112	0,5119219	0,8645497	0,2635140
980	0,5357699	0,7178077	0,0741640	0,1092382	0,5915605	0,9940411	0,4574850	0,0415226	1,0917713	0,2682589	0,8379048	0,6077759	0,2376089	0,4905202	0,6435712	0,5400351	0,5229248	0,7978672	0,3648527	1,0069127	0,8978172	0,4649427	1,0516397	0,4209688	0,0639448	0,4839763	0,9464095	0,5952137	0,1945394	0,5150193	0,9025526	0,2631759
1000	0,5105638	0,6817826	0,0640158	0,1240592	0,6626965	0,9880883	0,4057912	0,0527557	1,1255293	0,2725955	0,8840300	0,6714792	0,2015787	0,5110847	0,6457594	0,4656143	0,6102034	0,8294889	0,4255669	0,9169477	0,9300826	0,5045095	1,0065802	0,4154180	0,0682864	0,5030799	1,0292673	0,5815775	0,2183325	0,5194924	0,9123537	0,2656070
1020	0,4556951	0,6641576	0,0575243	0,1103866	0,6706266	0,9726070	0,4623791	0,0308897	1,0354552	0,2666282	0,8602246	0,6473850	0,2197648	0,5307980	0,6615930	0,4708313	0,6001022	0,7554095	0,4437255	0,9919752	0,9232850	0,5281322	1,0030982	0,4225180	0,0789519	0,4607847	1,0466585	0,6315755	0,2114383	0,4531245	0,8111708	0,2450452
1040	0,4946425	0,6504210	0,0405319	0,1020520	0,6763442	0,9715492	0,4587864	0,0339308	0,9887000	0,2820398	0,8732978	0,6281926	0,2339807	0,5448316	0,5708296	0,4380192	0,5416401	0,8302305	0,4091968	0,9975959	0,9434444	0,5206597	0,9823344	0,4093108	0,0762084	0,4782398	0,9634080	0,6059464	0,2301803	0,3672317	0,8617932	0,2222388
1060	0,5059868	0,7287228	0,0592134	0,0955105	0,6684325	0,9600475	0,3268615	0,0312185	0,9380666	0,2146976	0,8924477	0,5437589	0,2483500	0,4923967	0,5523976	0,4542420	0,5771465	0,7906975	0,3749804	0,9135451	1,0170665	0,4619084	0,9903296	0,4506298	0,1286495	0,4222225	0,9109843	0,5925049	0,2495573	0,3903956	0,8755138	0,1960182
1080	0,5452731	0,7796134	0,0600952	0,1024972	0,6334071	1,0014375	0,4023883	0,0276651	0,9255827	0,2409876	0,8429662	0,5912612	0,2211717	0,5383664	0,6122103	0,4996731	0,5765598	0,7139230	0,4002599	0,9296053	1,0140382	0,4494923	0,9501967	0,4369805	0,1136879	0,3914448	0,8975493	0,5134697	0,2383161	0,3696209	0,8489789	0,2025769
1100	0,5696148	0,7026964	0,0678296	0,0810391	0,6554137	1,0066834	0,4952793	0,0473252	0,9623571	0,2852604	0,7989802	0,5817070	0,2321456	0,5137080	0,6151946	0,5128152	0,5686517	0,7428788	0,3967944	0,9882281	0,9923818	0,4164597	0,9012303	0,4706176	0,0867191	0,4227720	0,9106558	0,5471690	0,2686466	0,4177587	0,8369866	0,1985859

0	0,6363647	0,7317095	0,0687239	0,0916775	0,7164224	1,0310062	0,4908869	0,0360215	1,0080749	0,3046068	0,8605657	0,6539104	0,2718953	0,4216120	0,6683942	0,5359544	0,5323589	0,8216236	0,4544726	0,9571130	0,9667292	0,4100141	0,9557758	0,4318763	0,0837170	0,4143511	0,8534289	0,6950457	0,2035969	0,3619425	0,8742307	0,2173012
20	0,5754719	0,7360267	0,0511154	0,4068058	0,7194055	0,9171409	0,5043189	0,0351198	1,0232585	0,2504943	0,8228577	0,5951907	0,2408004	0,4561529	0,5802669	0,4885306	0,5051769	0,7995225	0,2931973	1,0159656	0,8862687	0,4220916	1,0072445	0,4545241	0,0983222	0,4592298	0,9401675	0,6368667	0,2229616	0,4394868	0,7482152	0,1894934
40	0,5130490	0,7151877	0,0522945	0,6512917	0,6681564	0,9539826	0,4883212	0,0367111	1,0308804	0,2726014	0,8339415	0,6391943	0,2638974	0,4985513	0,5840841	0,4812534	0,5900671	0,8174364	0,2628220	1,0615209	0,9069964	0,4277928	0,9586776	0,5035506	0,1289363	0,4695403	1,0110969	0,6251045	0,2065595	0,4196366	0,6552875	0,2027110
60	0,4377128	0,7757025	0,0331992	0,6426487	0,6658443	0,8966058	0,4705545	0,0291509	0,9979258	0,3002095	0,8434718	0,6299917	0,2389688	0,5472933	0,6262245	0,4445333	0,6005270	0,8217825	0,2313158	1,1214693	0,9304617	0,4307161	0,9101602	0,4928790	0,1755738	0,4280851	1,0100713	0,6600044	0,2250929	0,4316272	0,6467608	0,1866484
80	0,4768868	0,7278578	0,0642959	0,7643903	0,7271929	0,9198530	0,5756097	0,0328671	1,0573766	0,3079116	0,8242768	0,6280520	0,2582813	0,5452018	0,6197902	0,4407400	0,6146021	0,7856055	0,2196534	1,1479126	0,9597160	0,4234933	0,9088729	0,5215625	0,2990053	0,4135278	0,9791363	0,6370223	0,2299853	0,4392713	0,6278348	0,1908187
100	0,5902834	0,6044905	0,1116222	0,7372958	0,6586435	0,9171423	0,6361012	0,0322949	0,9245234	0,2813534	0,8562770	0,6331271	0,2808425	0,5223287	0,6289394	0,4772447	0,5914529	0,8469445	0,1879026	1,1172181	0,9795652	0,4241322	0,8369375	0,5674472	0,4359482	0,4078224	0,9523141	0,6419266	0,1774079	0,4129750	0,6280257	0,1964662
120	0,6104122	0,6897458	0,1805677	0,7753322	0,6743442	0,9541860	0,5462770	0,0499216	0,9608671	0,2462703	0,7714879	0,6601691	0,2409319	0,5348365	0,7140352	0,5154937	0,5921341	0,8584351	0,1836724	1,0700081	0,9355808	0,3838601	0,9454479	0,5808595	0,5715838	0,4099697	0,9682421	0,6155076	0,1982012	0,4008900	0,6222772	0,2033684
140	0,5909281	0,6943385	0,1896530	0,8423163	0,6160350	1,0000519	0,5413326	0,0514985	0,9316997	0,2288626	0,7749031	0,6208163	0,2415627	0,5007533	0,7257242	0,4701891	0,5665075	0,8804142	0,1968539	0,9989848	0,9499627	0,4321433	0,9214691	0,5908377	0,6467868	0,4341566	1,0032506	0,6274314	0,1882546	0,3919091	0,6364408	0,2162959
160	0,5927231	0,6343035	0,1975626	0,8778602	0,6080472	0,9854875	0,4950646	0,0379712	0,9274776	0,1948732	0,8325461	0,6130016	0,2220924	0,5639993	0,6916453	0,4335071	0,5818913	0,7896168	0,2131336	0,9567233	0,9503874	0,4268436	0,9466801	0,5627656	0,6976533	0,3947115	0,9599508	0,5940776	0,2381199	0,4072511	0,6008984	0,2044346
180	0,5001247	0,7219615	0,2249672	0,8441941	0,6399428	0,9828758	0,4640082	0,0355511	0,9056327	0,2028005	0,7450306	0,5695217	0,2205510	0,5418499	0,6969170	0,3988421	0,5335569	0,7628729	0,2206156	1,0050447	0,9609106	0,4475832	0,9242246	0,5971962	0,7370118	0,3854780	0,9689587	0,5707985	0,2161359	0,4283201	0,5852350	0,1786746
200	0,5458624	0,7393915	0,2777346	0,8411054	0,6409256	1,0175822	0,5179893	0,0314542	1,0058520	0,2517267	0,7462628	0,5709382	0,2360987	0,4936779	0,6637811	0,3701999	0,5478599	0,7407982	0,2430042	1,0574825	1,0323210	0,4788019	0,9586114	0,6300722	0,7851563	0,3659536	1,0148594	0,5535397	0,2503568	0,4031235	0,6338624	0,1684824
220	0,5670034	0,6349894	0,3304542	0,8645874	0,7038986	0,9832654	0,5801464	0,0453388	0,9971971	0,2569856	0,8174243	0,6076639	0,2640795	0,4941253	0,6506203	0,4347608	0,5435840	0,7702674	0,2599207	1,0341155	1,0336375	0,4219389	1,0142919	0,6663999	0,8035551	0,4484657	0,9860578	0,6614324	0,2256635	0,4102023	0,6502914	0,1918880
240	0,5201230	0,6839646	0,3643428	0,8740620	0,7072216	1,0171260	0,5298149	0,0221387	1,0177727	0,2585207	0,8754685	0,6465921	0,2588783	0,4851349	0,6306011	0,4565838	0,5703621	0,7576680	0,2574631	1,0447263	1,0247377	0,4415596	1,0182065	0,6541112	0,9227589	0,4996056	1,0347267	0,5889414	0,1930887	0,4280801	0,6636965	0,1538227
260	0,5269226	0,6764203	0,3763282	0,9509428	0,7393975	0,9377576	0,5937870	0,0200040	1,0442576	0,2608827	0,8292483	0,6055353	0,2750674	0,4958179	0,6284435	0,4276139	0,5772089	0,8004606	0,2405285	0,9845207	1,0207377	0,4190838	0,9311755	0,6907623	0,9413418	0,4709166	0,9850754	0,6114586	0,1921132	0,4045800	0,7043619	0,1514083
280	0,5923899	0,7203867	0,3609477	0,8966572	0,6693132	1,0343244	0,5405340	0,0281246	1,0530981	0,2825961	0,8337889	0,5969862	0,2641504	0,5168449	0,6029986	0,4865752	0,5613629	0,7951237	0,2213691	0,9665980	0,9518504	0,4234420	0,9385061	0,7565618	0,8670374	0,4170671	0,9488177	0,6073390	0,1899431	0,4064422	0,6432051	0,1496609
300	0,5795631	0,5888333	0,4021194	0,8757904	0,6713649	0,9735488	0,6356491	0,0318755	1,0004392	0,2933658	0,8958166	0,5907470	0,2813798	0,5793924	0,6003281	0,4956420	0,5220448	0,7935491	0,2212685	1,0255944	0,9784037	0,4825732	0,9079732	0,7215498	0,9183605	0,4099719	1,0456402	0,6638912	0,1867738	0,4621174	0,6434445	0,1443214
