"Time"	slyA	hlyE	hns	cspA	bolA	stpA	bglJ	leuO	cadC	nhaR	bglF	bglB	bglG	yjjQ	nhaA	osmC	cadB	cadA	gspB	leuA	ampC	yciF	proW	smtA	leuC	gspO	yciG	pgaC	proV	pgaA	leuL	pgaB
580	1,0576486	0,9652436	0,7404865	1,0297221	0,0563247	0,4153768	0,9588298	0,0423869	0,6935853	0,4680107	1,1024222	0,3951934	0,5341697	0,1905035	0,0361099	0,3050274	0,5258915	0,7044536	0,7057913	0,6606042	0,8192154	0,4076539	0,1017379	0,6999097	0,0345817	0,0806104	0,0221327	0,6157209	0,0542752	0,5959681	0,0183548	0,0310605
600	1,1499290	0,9688971	0,7393257	1,0313586	0,0818435	0,4430226	0,7890445	0,0551750	0,6587282	0,5325938	1,0086615	0,3595959	0,5377384	0,1952714	0,0324947	0,2945739	0,5696871	0,7298248	0,6806208	0,4988647	0,8208521	0,3695823	0,1046745	0,7648209	0,0491562	0,0955689	0,0333244	0,6607644	0,0466313	0,5916557	0,0267201	0,0370930
620	1,0708654	1,0562407	0,7828613	1,0198446	0,0936623	0,4653797	0,6186773	0,0533353	0,6339412	0,6157419	0,9920082	0,3196398	0,5228466	0,2265754	0,0262397	0,2912146	0,5225391	0,7672311	0,6925840	0,3315125	0,8963940	0,4077607	0,1154430	0,7814820	0,0396195	0,1090600	0,0447592	0,7413291	0,0707887	0,6302407	0,0155622	0,0513506
640	1,1470265	1,0103440	0,8132332	1,0592907	0,0971125	0,4938248	0,4515941	0,0433677	0,6480294	0,6612272	0,9609321	0,2556593	0,4737450	0,2236134	0,0570303	0,3177612	0,5398253	0,7526109	0,7505596	0,2156732	0,9947111	0,4252559	0,1085256	0,7216285	0,0395675	0,1197794	0,0487257	0,8212489	0,0539174	0,5619878	0,0207652	0,0856310
660	1,0457692	1,0534860	0,8438457	1,0567472	0,1138154	0,4833606	0,3532612	0,0358238	0,6508280	0,6951081	0,9236838	0,1914884	0,5007972	0,2047341	0,0962382	0,3641174	0,6210824	0,7394485	0,7177044	0,1559408	1,0176214	0,4410569	0,0995320	0,6534018	0,0289613	0,1183323	0,0596113	0,9185514	0,0439711	0,5829342	0,0239879	0,0986783
680	1,0071316	1,0464655	0,7980729	1,0182131	0,0820406	0,5262507	0,2719497	0,0359173	0,6673694	0,7274338	0,7950041	0,1141247	0,4979892	0,2212447	0,1299625	0,4349446	0,6810657	0,6770222	0,6907531	0,1095829	1,0076427	0,4067965	0,0939579	0,6768922	0,0351388	0,1156917	0,0558785	0,8929783	0,0413881	0,6282111	0,0278885	0,1308251
700	0,9339530	0,9951564	0,8352516	1,0527601	0,1024123	0,5471844	0,1891811	0,0483002	0,6853690	0,7362503	0,7357114	0,0723043	0,4991731	0,2449439	0,1336283	0,4156474	0,6270423	0,6784534	0,7590075	0,0741550	1,0240898	0,3781115	0,1001388	0,7254952	0,0293760	0,1282197	0,0561477	0,8448627	0,0460339	0,7443810	0,0269675	0,1595100
720	0,9327846	1,0181935	0,8000166	1,1200758	0,0880462	0,5261071	0,1524572	0,0345044	0,6660040	0,7386289	0,6246537	0,0610880	0,4979928	0,2244268	0,1516165	0,4055373	0,5639482	0,7151671	0,6691843	0,0618331	1,0048115	0,4290234	0,1198263	0,7485264	0,0290636	0,1267887	0,0664751	0,7934325	0,0520258	0,7620156	0,0184591	0,1885696
740	0,9126560	1,1738501	0,8096648	1,0002466	0,0900932	0,5148654	0,1213380	0,0515600	0,7034301	0,6973043	0,5514761	0,0313247	0,4950416	0,1778329	0,1335305	0,4446239	0,6147057	0,7112662	0,6712503	0,0305133	0,9627313	0,4627158	0,1089744	0,6822642	0,0328076	0,1206209	0,0853583	0,8821072	0,0458580	0,6947332	0,0142823	0,2436716
760	0,9565993	1,0930670	0,8206170	0,9857309	0,0801135	0,5498003	0,0888253	0,0588787	0,7206860	0,7570053	0,3892287	0,0279859	0,3998810	0,1698040	0,1613397	0,4192526	0,5827107	0,6897511	0,7060827	0,0193378	0,9627576	0,4785311	0,0996613	0,7390576	0,0301329	0,1363706	0,0879615	0,8249879	0,0394062	0,7948626	0,0161609	0,2551203
780	0,8937810	1,0158814	0,8370672	0,9388419	0,0913496	0,5197268	0,0584788	0,0604536	0,6783386	0,7730125	0,3071825	0,0319349	0,3843317	0,1656839	0,1513066	0,4622274	0,5958166	0,6744068	0,7478594	0,0172007	0,9992076	0,4528530	0,0842635	0,7057614	0,0201149	0,1406925	0,0803582	0,9240583	0,0380071	0,8023294	0,0110521	0,2699178
800	0,9677146	0,9867376	0,8754894	0,9642431	0,0881466	0,5172859	0,0443469	0,0653688	0,6194620	0,7533795	0,2333525	0,0306889	0,3676572	0,1994305	0,1550490	0,5027826	0,6080100	0,6909763	0,6947629	0,0132473	1,0592574	0,4408246	0,0852046	0,6953327	0,0373440	0,1013188	0,0771644	0,8793879	0,0379411	0,7779398	0,0211306	0,3124500
820	1,0387654	1,0383507	0,8595277	0,9066124	0,0630218	0,4383749	0,0409944	0,0351835	0,5799186	0,6785821	0,1727608	0,0360651	0,4217831	0,2010487	0,1700721	0,5124452	0,5048987	0,6765540	0,6762983	0,0078226	0,9456343	0,4236824	0,0867585	0,7101373	0,0332301	0,1066568	0,0746100	0,8826460	0,0516823	0,8079845	0,0135295	0,2900298
840	0,9833745	0,9655366	0,9067598	1,0018652	0,0650750	0,5171277	0,0227430	0,0346380	0,5741464	0,7064722	0,1663602	0,0306930	0,4578686	0,2145204	0,1547625	0,5197339	0,5111754	0,6817410	0,6542095	0,0063390	1,0183842	0,4504383	0,0755521	0,7382681	0,0415263	0,1093115	0,0846108	0,9035361	0,0525569	0,8484929	0,0194677	0,3184818
860	0,9829938	1,0349021	0,9543373	0,9458880	0,0680499	0,5239922	0,0122051	0,0353947	0,5668765	0,7045209	0,1418943	0,0304490	0,4497852	0,1921892	0,1528498	0,5244188	0,5316231	0,6377371	0,7202981	0,0059497	0,9567292	0,4445508	0,0886245	0,7762749	0,0279586	0,1127142	0,0567111	0,8883277	0,0495487	0,7965546	0,0159794	0,3435028
880	0,9605375	1,0752505	0,8363760	0,9938599	0,0703217	0,5235277	0,0082335	0,0353545	0,6411113	0,6985964	0,1328330	0,0235800	0,4487447	0,1934922	0,1503667	0,5509584	0,4888727	0,7320054	0,6704376	0,0022115	0,9741624	0,3769413	0,1038273	0,7898881	0,0307970	0,1112294	0,0405625	0,8771595	0,0508215	0,6998615	0,0086063	0,3034794
900	0,9711775	1,0380116	0,8223672	1,0365529	0,0699218	0,5470686	0,0055649	0,0395721	0,6173292	0,6796976	0,1088728	0,0142117	0,3561977	0,2081517	0,1351639	0,5163325	0,5325387	0,7731888	0,6853517	0,0003149	1,0178671	0,4103052	0,0995045	0,7467993	0,0409557	0,1351401	0,0420909	0,8512726	0,0629736	0,6727768	0,0166132	0,2711013
920	0,9814348	1,0828545	0,8121190	1,0404602	0,0763565	0,5526982	0,0117686	0,0386559	0,6303535	0,6390659	0,0745718	0,0287441	0,3575491	0,1871114	0,1195498	0,5112725	0,6118130	0,7790884	0,6837018	0,0114262	1,0230112	0,4461237	0,0967186	0,7181204	0,0384604	0,1296592	0,0594095	0,9286128	0,0521850	0,7067100	0,0132290	0,2882660
940	1,0173409	1,0283842	0,7128416	0,9775355	0,0685495	0,5210365	0,0085620	0,0320802	0,6510308	0,6693251	0,0861295	0,0242056	0,3959884	0,1522974	0,1083697	0,5286285	0,6433228	0,7125040	0,6667504	0,0095657	1,0331408	0,4670781	0,1108664	0,7651428	0,0484010	0,1340061	0,0610179	0,9753618	0,0318396	0,7068994	0,0234027	0,2768991
960	1,0551298	0,9229581	0,7322625	0,9790538	0,0748370	0,5168167	0,0065834	0,0370588	0,6541076	0,6883748	0,0661204	0,0362143	0,3510360	0,1965095	0,0937560	0,5124587	0,6431925	0,7497990	0,7004266	0,0105093	1,0991776	0,4047476	0,1108107	0,8290856	0,0416686	0,1299021	0,0694655	1,0152682	0,0290263	0,7351750	0,0152748	0,2721942
980	1,0542780	0,9307448	0,7511825	0,9919468	0,0812364	0,5619319	0,0068039	0,0502246	0,7390609	0,6874847	0,0735292	0,0468454	0,3919234	0,2038136	0,1273360	0,4948957	0,6394568	0,7231701	0,7084931	0,0098734	1,1103134	0,4209145	0,1087908	0,8058190	0,0415792	0,1015439	0,0837022	0,9447416	0,0338777	0,7258624	0,0175888	0,2559963
1000	0,9846438	0,8836102	0,7876079	0,9647342	0,0694161	0,5296276	0,0148926	0,0327434	0,7037503	0,6656529	0,0592790	0,0422633	0,3711269	0,2087784	0,1139993	0,4968216	0,6776996	0,7493363	0,7683075	0,0135399	1,0534277	0,3713202	0,1147547	0,8601496	0,0377038	0,1299427	0,0893947	0,9951581	0,0394865	0,7929562	0,0225289	0,2369102
1020	1,0516523	0,8470825	0,8661872	0,8682362	0,0903916	0,5403206	0,0059242	0,0300895	0,6512651	0,6679343	0,0682887	0,0378522	0,3111853	0,2366437	0,1422078	0,4893528	0,6982982	0,6983500	0,7696583	0,0116791	1,0664048	0,3585444	0,1057163	0,8564964	0,0381307	0,1156177	0,0784895	1,0246058	0,0374152	0,7992130	0,0271033	0,2035002
1040	1,0798589	0,9597797	0,8530829	0,9079367	0,0829107	0,4551223	0,0082010	0,0339822	0,6615242	0,6817737	0,0484770	0,0361976	0,2801314	0,1842514	0,1465978	0,4417604	0,6008395	0,7317907	0,7436844	0,0103353	1,0072210	0,4371680	0,0873950	0,8516984	0,0405805	0,1280437	0,0707734	0,9553281	0,0288442	0,8131211	0,0279677	0,2058848
1060	1,0677756	0,9913166	0,8923313	1,0145687	0,0966594	0,4350709	0,0096917	0,0250427	0,6210700	0,7033542	0,0475747	0,0204870	0,2857492	0,1918593	0,1209302	0,4234359	0,5710848	0,7020116	0,6893083	0,0090404	1,0009079	0,4575107	0,1043703	0,7174111	0,0378033	0,1263848	0,0707811	0,9847444	0,0356941	0,7613693	0,0278363	0,2582314
1080	0,9910894	0,9510370	0,8858743	1,0029761	0,0923816	0,4539312	0,0058131	0,0320816	0,5969072	0,6439553	0,0498672	0,0231824	0,3243645	0,1938222	0,1118596	0,3936025	0,5859726	0,6060006	0,7040958	0,0153959	0,9826686	0,4496394	0,1116758	0,7635502	0,0346445	0,1189299	0,0823300	0,9785825	0,0327688	0,7808694	0,0339831	0,2643617
1100	0,9650556	1,0022767	0,7943860	0,9171021	0,0962598	0,5531125	0,0132992	0,0323800	0,6410063	0,6029552	0,0561271	0,0250448	0,3093612	0,1817709	0,1236178	0,4541249	0,6091962	0,6360675	0,7034911	0,0174745	1,0225902	0,4251806	0,1218706	0,7525806	0,0379433	0,1456919	0,0641598	0,9656002	0,0416410	0,7495027	0,0245373	0,2679812

0	0,9699000	1,0222942	0,8156372	1,0877287	0,0773524	0,5740270	0,0232497	0,0638209	0,6222844	0,7128575	0,0686160	0,0394401	0,3965124	0,2016556	0,1358196	0,4784798	0,5919526	0,7279910	0,7495454	0,0101729	0,9807003	0,4287019	0,1051630	0,7109878	0,0363419	0,1480082	0,0770028	0,9632782	0,0538470	0,7735614	0,0208329	0,2789843
20	1,1208016	1,0086528	0,7420358	1,0587874	0,0834236	0,4924823	0,0175159	0,0412782	0,6270733	0,6621665	0,0437464	0,0544681	0,2749753	0,1799116	0,1244345	0,4628921	0,5037911	0,7361875	0,5973593	0,0020406	0,9515882	0,4136669	0,0949876	0,8113742	0,0491595	0,1188042	0,0495318	0,9951551	0,0501945	0,7342484	0,0276363	0,3160061
40	1,0257147	1,0115860	0,6633266	1,0719960	0,0575560	0,4962779	0,0140278	0,0402737	0,6519959	0,5603833	0,0557816	0,0350585	0,3310218	0,1740848	0,1266552	0,4494804	0,4675797	0,6968365	0,5392612	0,0042847	0,9299847	0,3588258	0,0771076	0,7412377	0,0401589	0,1363215	0,0584052	0,9926174	0,0356332	0,8427073	0,0249543	0,4419504
60	0,9857403	1,0556329	0,7099067	1,0971681	0,0438444	0,4874797	0,0176781	0,0386377	0,7050954	0,5556074	0,0551660	0,0569436	0,3449400	0,2092258	0,1383727	0,4449823	0,4303580	0,7449791	0,4965951	0,0139529	0,8439440	0,3630349	0,0628459	0,7021813	0,0253740	0,1404942	0,0508989	1,0285852	0,0521783	0,9370192	0,0276127	0,6176962
80	0,9944826	1,0248282	0,7465007	1,0998272	0,0430937	0,5065734	0,0214634	0,0296448	0,7622515	0,4973545	0,0512223	0,0600258	0,3483694	0,2318761	0,1201842	0,4143341	0,3592928	0,7792782	0,4338946	0,0059930	0,8248799	0,3900604	0,0613570	0,7067850	0,0274559	0,1448794	0,0390396	0,9800330	0,0315359	0,9925898	0,0168535	0,6823437
100	0,9968393	0,9904412	0,7725990	1,0890409	0,0399409	0,5112123	0,0291375	0,0378475	0,8144604	0,4485334	0,0622189	0,0496950	0,3094628	0,2252862	0,1171762	0,4379718	0,3960081	0,7966737	0,3481228	0,0041823	0,8511131	0,3906764	0,0562530	0,7456370	0,0283431	0,1496296	0,0628225	0,9377386	0,0341545	0,9203290	0,0101854	0,8185865
120	1,0885569	1,0219527	0,8198412	0,9838895	0,0338607	0,4829602	0,0157589	0,0425766	0,8723091	0,4379387	0,0568255	0,0373354	0,3413296	0,2409755	0,0987799	0,4179037	0,4307068	0,7051266	0,2609313	0,0009853	0,8116694	0,3214200	0,0540447	0,7770735	0,0357323	0,1513985	0,0470470	0,9755394	0,0409348	1,0255348	0,0173956	0,9019600
140	1,1158843	1,0461776	0,8786302	0,9177015	0,0226534	0,4464817	0,0126291	0,0201443	0,9488705	0,3993583	0,0525295	0,0294325	0,4070623	0,2732195	0,0807233	0,3673421	0,4248095	0,7476394	0,2176770	0,0010058	0,7718074	0,3476725	0,0406727	0,7777813	0,0410065	0,1517060	0,0793296	0,9502082	0,0412083	0,9324030	0,0115981	0,9621761
160	1,0179430	0,9948106	0,8166934	0,8830123	0,0149323	0,4811875	0,0130019	0,0305674	0,9011035	0,3687688	0,0708471	0,0396085	0,4250565	0,2701993	0,0738082	0,3450981	0,4151450	0,8156103	0,1448217	0,0015727	0,7294977	0,3425584	0,0296358	0,8224318	0,0504231	0,1412364	0,0790869	0,9336372	0,0376173	0,9020806	0,0136001	0,9434333
180	0,9900307	1,0211075	0,7840697	0,8788772	0,0150282	0,5002765	0,0090258	0,0300957	0,9525376	0,3175721	0,0838020	0,0359671	0,3806490	0,2597957	0,0748134	0,3263703	0,4112375	0,8329022	0,1341115	0,0006864	0,7535972	0,3243620	0,0153530	0,8139397	0,0424128	0,1148846	0,0742982	0,8912353	0,0464072	0,9338171	0,0267029	0,9586980
200	1,0158210	0,9598966	0,7851975	0,9287196	0,0085476	0,5059517	0,0148849	0,0425004	0,9558235	0,2570642	0,0598072	0,0304377	0,4047691	0,2315885	0,0515771	0,2910397	0,4320216	0,7039256	0,1316925	0,0137132	0,7041679	0,3193804	0,0224253	0,7048248	0,0239976	0,1071538	0,0699705	0,9353067	0,0627106	0,9746655	0,0187409	0,9569710
220	0,9953423	0,9358033	0,8106549	0,9562202	0,0047308	0,4724031	0,0132868	0,0311211	0,9859703	0,2300076	0,0724396	0,0264072	0,4148546	0,2163624	0,0420531	0,2849100	0,3891116	0,7531511	0,1310804	0,0137175	0,7095614	0,3214965	0,0248825	0,6953483	0,0280345	0,1189467	0,0624923	0,8766242	0,0592689	0,8763406	0,0131405	1,0106769
240	1,0816777	0,9170376	0,8208864	0,8692159	0,0096253	0,4894863	0,0146101	0,0339704	1,0105460	0,2659153	0,0544717	0,0351599	0,3903280	0,2303316	0,0253518	0,2494031	0,4134098	0,8203503	0,1108239	0,0072138	0,6682872	0,2707731	0,0266362	0,6265567	0,0248207	0,1245212	0,0686455	0,9652003	0,0391817	0,9224812	0,0160270	0,9118335
260	1,0840347	1,0030025	0,8061798	0,9540118	0,0139445	0,5202080	0,0309942	0,0478617	1,0509632	0,2311251	0,0751562	0,0293435	0,3959400	0,2480862	0,0177121	0,2318717	0,4627493	0,8136122	0,1236566	0,0006689	0,6829446	0,2605973	0,0410398	0,6904281	0,0175380	0,1304846	0,0574247	1,0232720	0,0383441	0,8441134	0,0274725	0,8779937
280	1,0230609	0,9594637	0,7946603	0,9147753	0,0060010	0,5126628	0,0287157	0,0310166	1,0065081	0,2811262	0,0827019	0,0183291	0,4407650	0,2168376	0,0114711	0,1959284	0,4395087	0,8348964	0,1182089	0,0041662	0,6336019	0,2916782	0,0276070	0,6942875	0,0170733	0,1198450	0,0528937	1,0314229	0,0430687	0,8620417	0,0224839	0,9183192
300	1,0708324	0,9323483	0,7491098	0,9535808	0,0048181	0,4967165	0,0356570	0,0362753	1,0089424	0,2809128	0,0707058	0,0313331	0,3740286	0,2173293	0,0199932	0,2228852	0,4187650	0,8228484	0,1295492	0,0101916	0,6291075	0,3009113	0,0177720	0,7457794	0,0209901	0,1153269	0,0525840	1,0000197	0,0822306	0,8460743	0,0180119	0,8983119
320	0,9377713	0,9236915	0,7695374	0,9746667	0,0015973	0,4290548	0,0363614	0,0406206	1,0194516	0,2600134	0,0635029	0,0640047	0,3672360	0,2127155	0,0207796	0,2062970	0,4770183	0,8325610	0,1447264	0,0128463	0,6157438	0,3270186	0,0194362	0,7084000	0,0419531	0,1247648	0,0492856	0,9496494	0,0812054	0,8485434	0,0232482	0,8989686
340	0,9866725	0,9697586	0,7940514	0,9342561	0,0014527	0,4959072	0,0293189	0,0353060	1,0181551	0,2796619	0,0743619	0,0587342	0,3780535	0,2027538	0,0116266	0,2061892	0,5094763	0,7726392	0,1543423	0,0093958	0,6244967	0,3133327	0,0231338	0,6782571	0,0486118	0,1287595	0,0460786	0,9575264	0,0639252	0,8379697	0,0338703	0,9020417
360	0,9503903	0,9951702	0,8268984	1,0080180	0,0026879	0,5064832	0,0174819	0,0522287	0,9737733	0,2474746	0,0847390	0,0498062	0,3695539	0,1898271	0,0039171	0,2165835	0,4869276	0,7803643	0,1402047	0,0072532	0,6416244	0,2870861	0,0275929	0,7180447	0,0475767	0,1549563	0,0685077	0,8740023	0,0543367	0,8656764	0,0302685	0,9730628
380	0,9343789	1,0234688	0,8385336	1,0439321	0,0017011	0,4917587	0,0266140	0,0447505	0,8936740	0,2595532	0,0579294	0,0519200	0,3836787	0,2045324	0,0051428	0,1875237	0,4797296	0,8416636	0,1518844	0,0032735	0,6050978	0,2794577	0,0161800	0,7873056	0,0341536	0,1540779	0,0737515	0,8957830	0,0515268	0,9422566	0,0240279	0,9556144
400	0,8607661	0,9879790	0,8384241	1,1183480	0,0000000	0,5377255	0,0176002	0,0434404	0,9054650	0,2686471	0,0435352	0,0385385	0,4277988	0,2016113	0,0207137	0,1932281	0,4422015	0,8514477	0,1638923	0,0057002	0,6160302	0,2846328	0,0138677	0,7418578	0,0324101	0,1381244	0,0976179	0,9411913	0,0536406	0,9399562	0,0268070	0,9222625
420	0,8834358	1,0346957	0,8543760	1,0315962	0,0000000	0,4635650	0,0175946	0,0281245	0,8523648	0,2415827	0,0451104	0,0448492	0,4324484	0,2067010	0,0220214	0,1879201	0,4253062	0,8548860	0,1552203	0,0106319	0,6206729	0,2624623	0,0175588	0,6606265	0,0465065	0,1455607	0,0836000	0,9281815	0,0487729	0,9297379	0,0234369	0,9999470
440	1,0667949	1,1534849	0,8356765	0,9862376	0,0017635	0,4978501	0,0187291	0,0309583	0,8642337	0,2492061	0,0594569	0,0376743	0,3764714	0,2000113	0,0123977	0,1831886	0,4434708	0,8634826	0,1318909	0,0099986	0,6834891	0,2470157	0,0194836	0,7379336	0,0439015	0,1415489	0,0775281	0,9420516	0,0551531	0,9257418	0,0232289	0,9717658
460	1,0186938	0,9933019	0,8483376	0,9306051	0,0020999	0,4441572	0,0200315	0,0335126	0,8836224	0,2199372	0,0521400	0,0245975	0,3811409	0,1847359	0,0067233	0,1720256	0,4415280	0,8078660	0,1299646	0,0208310	0,7076087	0,2948579	0,0177042	0,7653940	0,0412211	0,1539884	0,0741757	0,9655837	0,0772025	0,9387029	0,0199416	0,9508642
480	0,9929549	1,0010563	0,7850213	0,9509192	0,0021980	0,4951360	0,0076608	0,0440307	0,8691672	0,2292250	0,0397214	0,0350391	0,3652197	0,1993113	0,0049070	0,1527984	0,3678480	0,7283131	0,1121146	0,0114013	0,7327626	0,2512983	0,0106973	0,7830228	0,0395896	0,1460076	0,0765667	0,9348057	0,0726356	0,9367005	0,0233351	0,9644145
500	0,9564304	1,0490571	0,7658782	0,9898502	0,0005879	0,4379002	0,0036787	0,0502285	0,9268242	0,2321115	0,0347489	0,0369471	0,4287300	0,2236139	0,0035993	0,1400501	0,3902871	0,7487130	0,1013188	0,0120022	0,6768874	0,2318554	0,0269588	0,8084306	0,0491475	0,1525122	0,0583756	0,9166622	0,0611727	0,9195023	0,0170300	0,9462323
520	0,9156577	1,0210066	0,7365980	1,0073539	0,0024612	0,4767771	0,0089485	0,0488071	0,9425945	0,2371938	0,0204487	0,0217494	0,3991576	0,2297691	0,0038460	0,1347792	0,4600498	0,7564857	0,0948246	0,0152400	0,6813052	0,2494152	0,0199797	0,8345022	0,0492439	0,1249281	0,0775163	0,9061958	0,0560667	0,9203266	0,0212014	0,9387390
540	0,9480504	1,0690694	0,7167255	1,0408973	0,0021003	0,4891920	0,0097840	0,0493283	0,8845624	0,2492678	0,0140623	0,0456741	0,4070724	0,2209735	0,0035087	0,1098128	0,4743536	0,7949232	0,1158105	0,0119505	0,6465722	0,2420136	0,0284444	0,7890737	0,0455615	0,1272857	0,0758928	0,9907891	0,0481687	0,8254746	0,0258359	0,9287836
560	0,9563060	1,0638830	0,8282603	1,0827086	0,0021366	0,4996776	0,0154922	0,0374481	0,9537023	0,2294671	0,0377440	0,0518527	0,4327841	0,2105467	0,0142208	0,1007664	0,4440816	0,8281983	0,1138308	0,0155513	0,7384665	0,2929060	0,0224097	0,7694374	0,0440764	0,1477575	0,0657501	0,9610488	0,0422821	0,8569935	0,0323972	0,8742637
580	0,9367436	1,0684832	0,8476010	0,9939961	0,0071028	0,4839433	0,0165797	0,0213832	0,9625406	0,2706223	0,0338742	0,0339302	0,3891416	0,2333246	0,0190100	0,0959328	0,5043675	0,8617223	0,1374774	0,0078776	0,7510312	0,2831484	0,0135201	0,7844877	0,0354837	0,1315524	0,0769710	0,8497564	0,0628645	0,8464648	0,0269436	0,8165353
600	0,9379041	1,0280245	0,8518027	0,9285880	0,0127606	0,4821658	0,0096932	0,0180759	0,8651813	0,3370835	0,0435190	0,0224470	0,3756964	0,2330876	0,0160660	0,0872607	0,6040232	0,8347523	0,2175114	0,0087675	0,7657984	0,2703777	0,0277122	0,7965684	0,0339942	0,1490101	0,0674989	0,7066469	0,0521275	0,7339113	0,0319757	0,6753282
620	1,0412156	1,0079861	0,8704832	0,9615334	0,0306953	0,4862676	0,0023338	0,0188320	0,8904279	0,4490106	0,0461271	0,0319334	0,3966492	0,2145614	0,0146514	0,1037669	0,6802704	0,7887904	0,3201460	0,0125207	0,8051855	0,3148694	0,0336815	0,7570281	0,0299205	0,1646232	0,0598589	0,6160830	0,0553261	0,6412171	0,0220786	0,5426271
640	1,1492946	0,9897758	0,8785272	0,9858771	0,0408342	0,4639317	0,0101511	0,0283458	0,8797237	0,5119419	0,0485367	0,0215529	0,3433094	0,2142128	0,0321967	0,1358203	0,7025576	0,8241467	0,3760893	0,0155861	0,9031905	0,3583354	0,0444873	0,7241587	0,0492304	0,1777397	0,0670828	0,5512615	0,0690729	0,6089083	0,0160341	0,3972474
660	1,1127168	1,0387203	0,8650070	1,0258548	0,0491102	0,5251203	0,0094540	0,0284525	0,8412678	0,4853134	0,0508729	0,0375945	0,3419653	0,2021915	0,0350356	0,1669335	0,8262848	0,8138149	0,4954230	0,0136602	0,9646573	0,4462373	0,0702554	0,7551701	0,0535610	0,1498833	0,0929024	0,5157989	0,0657538	0,5982941	0,0112109	0,2976539
680	1,0493742	1,0166595	0,8013194	1,0222560	0,0438535	0,5510983	0,0191882	0,0326638	0,8486537	0,5334239	0,0681396	0,0247195	0,3065864	0,1696706	0,0299450	0,2105430	0,8666568	0,8276460	0,4649110	0,0104543	0,9124440	0,4274551	0,1006376	0,7298819	0,0428823	0,1360462	0,1027354	0,5227651	0,0627092	0,5561543	0,0151026	0,2299683
700	1,0633264	0,9960673	0,8600332	1,0007568	0,0839163	0,5187719	0,0146670	0,0204571	0,7895414	0,6491456	0,0530109	0,0351303	0,3210984	0,1635257	0,0454875	0,2404904	0,8635436	0,7582372	0,5424028	0,0057602	0,9873664	0,4480516	0,0975830	0,8002336	0,0310608	0,1348330	0,0843723	0,5674340	0,0707038	0,6724714	0,0106669	0,1696307
720	1,0342827	0,9620640	0,8627347	1,0291360	0,0975758	0,5536374	0,0126995	0,0226379	0,7538339	0,7245364	0,0440537	0,0456067	0,3634793	0,1759016	0,0444473	0,2599685	0,6899184	0,7896367	0,5293150	0,0109819	0,9377117	0,4162807	0,0919670	0,7932665	0,0425820	0,1313407	0,0933425	0,6401636	0,0465996	0,7160318	0,0144099	0,1621319
740	1,0006091	0,9135985	0,8250586	0,9667521	0,0866928	0,4818328	0,0151812	0,0392831	0,6737381	0,7405465	0,0309337	0,0381132	0,3510107	0,1712486	0,0823453	0,3232265	0,6727461	0,7923167	0,5243629	0,0052494	0,9261103	0,4020478	0,1084839	0,8289544	0,0407840	0,1121049	0,0819153	0,6742282	0,0457059	0,8057435	0,0076269	0,1914712
760	1,0525530	0,9315713	0,8051835	0,9674240	0,0859590	0,4714379	0,0085588	0,0474501	0,6725574	0,7208592	0,0315484	0,0520922	0,3857771	0,1797325	0,1131475	0,3382993	0,6507371	0,7676361	0,5537749	0,0044195	0,9879686	0,4263439	0,0883519	0,7490173	0,0374512	0,1225403	0,0563288	0,8530856	0,0481852	0,8340467	0,0103430	0,2033991
780	1,0578393	0,9277585	0,8508295	1,0054614	0,1070022	0,4889668	0,0236924	0,0478773	0,7090074	0,7724652	0,0355202	0,0333421	0,4069352	0,1888724	0,1251998	0,3493392	0,6555268	0,7236540	0,6080883	0,0020161	1,0525785	0,4478248	0,1004581	0,7534307	0,0320850	0,1188414	0,0459123	0,8150974	0,0518715	0,8470593	0,0086996	0,2379989
800	1,0539616	0,9550070	0,8594181	0,9994890	0,0741080	0,5229833	0,0098996	0,0502588	0,6922797	0,7751356	0,0368298	0,0309583	0,4700500	0,1772533	0,1605606	0,3703286	0,5896863	0,7254030	0,7010017	0,0010414	0,9489969	0,4252670	0,1189654	0,7151890	0,0490927	0,1348328	0,0531859	0,8728305	0,0646096	0,8159398	0,0252091	0,2733117
820	1,0126607	1,0226211	0,8011599	0,9911743	0,0832995	0,5344586	0,0116657	0,0410099	0,6980186	0,8041531	0,0371083	0,0362232	0,4175593	0,1798437	0,1410434	0,4411644	0,6739509	0,7101979	0,7174302	0,0037819	0,9854240	0,3795187	0,1156521	0,7502459	0,0377182	0,1339136	0,0579941	0,8711190	0,0628074	0,8160519	0,0294382	0,2941618
840	0,9464603	1,0130522	0,8685396	0,9853162	0,0777442	0,5189166	0,0070118	0,0569655	0,6116061	0,8032826	0,0346053	0,0391530	0,3940459	0,1643664	0,1608927	0,4788877	0,6257095	0,7205462	0,7007341	0,0029272	0,9362886	0,4121674	0,1117814	0,8518312	0,0534695	0,1573484	0,0777728	0,9983735	0,0569984	0,8131349	0,0442905	0,3419664
860	1,0465971	0,9780297	0,9230430	0,9563571	0,0821833	0,5518630	0,0121709	0,0458926	0,6883975	0,7650868	0,0476729	0,0133132	0,3791980	0,1752570	0,1478307	0,4587932	0,6133057	0,7001993	0,6859332	0,0082453	0,9225030	0,4457429	0,1172005	0,8669183	0,0517637	0,1379564	0,0777069	1,0178879	0,0329879	0,8046551	0,0324042	0,3502634
