Time	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9	Gene10	Gene11	Gene12	Gene13	Gene14	Gene15	Gene16	Gene17	Gene18	Gene19	Gene20	Gene21	Gene22	Gene23	Gene24	Gene25	Gene26	Gene27	Gene28	Gene29	Gene30	Gene31	Gene32
200	0.6815367	0.6271428	0.6383039	0.7188243	0.0569855	0.4422867	0.0097825	0.045655	0.522071	0.4492615	0.0271227	0.0107723	0.2549302	0.0869899	0.0881488	0.1881334	0.4521391	0.2574245	0.5455804	0.0024894	0.7053466	0.3157005	0.0745297	0.4626565	0.0207612	0.1134402	0.0470404	0.7386879	0.0232083	0.5927648	0.0048157	0.3049789
220	0.6852055	0.7478999	0.5499058	0.6410315	0.0666331	0.3833478	0.0072523	0.0311324	0.7115749	0.580522	0.0166555	0.0196483	0.2924178	0.0683915	0.1112946	0.1172904	0.4906218	0.2338602	0.5478348	0.050749	0.7888233	0.3293325	0.0481972	0.575575	0.0208642	0.1273379	0.0605008	0.73006	0.025678	0.5370764	0.0084932	0.2419041
240	0.643512	0.6208443	0.5864878	0.7411807	0.0925531	0.3241828	0.0035195	0.0352204	0.4367277	0.5227387	0.0304862	0.0073363	0.352996	0.0728621	0.0958196	0.1296955	0.5684291	0.2502786	0.4597869	0.0120601	0.7323761	0.285449	0.0565579	0.4720133	0.0178638	0.1170363	0.0208475	0.7107017	0.0260518	0.6824542	0.0038651	0.2186031
260	0.7863039	0.7683953	0.6295168	0.754901	0.0942823	0.3285326	0.0023822	0.0318275	0.5022728	0.6729817	0.028523	0.0193055	0.3409174	0.0621271	0.1172404	0.1189551	0.5212264	0.3095088	0.5059936	0.0386444	0.6464469	0.3030153	0.0439803	0.599342	0.0273434	0.1217307	0.027873	0.7531608	0.0438683	0.6024739	0.0024082	0.1904103
280	0.8165008	0.6943967	0.6156453	0.7160959	0.0766558	0.3100847	0.0031768	0.0151884	0.4985893	0.5173559	0.0242717	0.0317639	0.2854027	0.0911647	0.0972076	0.1074421	0.5167982	0.2514367	0.572688	0.0069106	0.7256606	0.3188487	0.0975229	0.6229308	0.0374825	0.0966831	0.0279913	0.7032448	0.0282737	0.5318076	0.0065353	0.2129461
300	0.7305862	0.6318697	0.6043146	0.6439522	0.0877779	0.329207	0.0024116	0.0372701	0.4513432	0.5392835	0.0300399	0.0197711	0.2399224	0.0428662	0.1001139	0.1226593	0.7385949	0.2792386	0.562881	0.0034766	0.704164	0.3563465	0.0522977	0.6159259	0.0417294	0.1148847	0.008903	0.7574726	0.0303778	0.5678099	0.0138786	0.2178715
320	0.794923	0.6722968	0.675144	0.7929417	0.1154864	0.4001562	0.0037335	0.0143727	0.4947442	0.5526822	0.0359861	0.0292016	0.2068375	0.0846115	0.0972636	0.1256083	0.5032596	0.3254387	0.6910105	0.0043647	0.7128145	0.3992245	0.1028774	0.536621	0.0546769	0.1474696	0.019079	0.5721891	0.0174851	0.6454269	0.011897	0.1866149
340	0.6890498	0.7149016	0.6287335	0.7501453	0.0809818	0.3004447	0.0093931	0.0582097	0.4792813	0.4994703	0.0245962	0.0245122	0.2207721	0.0669421	0.091688	0.1222845	0.5183104	0.2224218	0.5346859	0.0059842	0.7818326	0.3169388	0.0671167	0.553881	0.0330848	0.124247	0.0365829	0.6488509	0.0338292	0.6393938	0.0458983	0.2471458
360	0.6765764	0.713367	0.6655678	0.7225058	0.061153	0.3883261	0.0107542	0.0183906	0.4800628	0.4452335	0.0334292	0.0140204	0.2518633	0.0700188	0.1005108	0.1459105	0.5769876	0.3122065	0.5371832	0.0132416	0.6426331	0.3561176	0.0625488	0.4885022	0.0360058	0.1068556	0.0595794	0.6890996	0.0160635	0.6008613	0.0110001	0.1857163
380	0.8437043	0.5917179	0.5581656	0.6807123	0.0687553	0.2645249	0.0088946	0.0240178	0.4994865	0.3464225	0.0626777	0.0204318	0.3038715	0.0500024	0.1409921	0.1383484	0.4580504	0.3165001	0.4930728	0.0129147	0.7693193	0.2910534	0.0615918	0.4384989	0.0142251	0.0973973	0.0328241	0.610099	0.0489582	0.7149804	0.0477515	0.2292171
400	0.8467047	0.7290775	0.6771423	0.7847699	0.0755715	0.3230142	0.0126467	0.0259442	0.3684024	0.4749556	0.0367325	0.0367493	0.2585702	0.0725631	0.1504095	0.1022506	0.4373637	0.2278982	0.5196054	0.0078139	0.6369298	0.2377127	0.0615081	0.5465238	0.0284816	0.1409068	0.0157926	0.6773102	0.0351017	0.6527835	0.0268954	0.1753901
420	0.6746387	0.6929989	0.6810156	0.7707764	0.0623045	0.3646739	0.006062	0.0333618	0.4485657	0.4632904	0.0787419	0.0223473	0.2193954	0.0449068	0.0838008	0.1150218	0.3800488	0.2935889	0.4931805	0.0043521	0.7302159	0.2700764	0.092234	0.5151192	0.0316131	0.0684482	0.0496773	0.7486142	0.0181398	0.6029967	0.0226324	0.2314448
440	0.7937435	0.6752002	0.7999697	0.6895937	0.0734661	0.4506984	0.0171994	0.025931	0.4682907	0.4894389	0.0232966	0.015236	0.2751301	0.0548977	0.1442494	0.1082722	0.4390742	0.2829591	0.4737215	0.0146422	0.6016557	0.3330253	0.0494632	0.5222913	0.0458765	0.0976438	0.0463929	0.6190981	0.052686	0.5610341	0.0291614	0.2157904
460	0.7134739	0.6894349	0.6270506	0.8772167	0.0482311	0.3710954	0.0166122	0.0434259	0.4429101	0.5801744	0.0440327	0.0204557	0.2941106	0.0718831	0.1134536	0.0952267	0.566653	0.1936307	0.5230635	0.0078261	0.6608953	0.3695607	0.0629603	0.4856009	0.0308439	0.0970936	0.0588889	0.8414541	0.012891	0.690199	0.0586872	0.2118299
480	0.7715373	0.8414293	0.6145352	0.6655247	0.0492911	0.2946669	0.0187977	0.0207733	0.4498332	0.568146	0.0325657	0.0305291	0.2704266	0.0443696	0.1122034	0.1136609	0.4338598	0.3104937	0.5250568	0.0020202	0.711354	0.3268883	0.0547568	0.5903308	0.025389	0.0835417	0.0419114	0.7485833	0.0421475	0.7011789	0.0144774	0.2414729
500	0.6329893	0.7350456	0.5914445	0.6604974	0.0680799	0.3784909	0.0206745	0.0237451	0.47421	0.422115	0.0518379	0.0261737	0.3301111	0.0363076	0.0903223	0.0744758	0.5346192	0.2499437	0.432586	0.0100578	0.7101912	0.2720962	0.0914486	0.636992	0.0298643	0.1032245	0.0378741	0.6950283	0.0360933	0.6370509	0.016929	0.2370098
520	0.7420442	0.6453645	0.5031123	0.7033607	0.0499	0.3934021	0.0118085	0.0238768	0.4655297	0.4996649	0.0256723	0.0131131	0.3177348	0.0563044	0.0786661	0.100469	0.5807879	0.1934902	0.490206	0.0023195	0.7995112	0.2643846	0.108461	0.531358	0.0436694	0.1116319	0.0339208	0.691275	0.0114918	0.6940363	0.0108278	0.3287261
540	0.6899701	0.6007764	0.5689406	0.6498299	0.0616338	0.3401107	0.0072137	0.0404101	0.4804695	0.5057713	0.0291443	0.0361788	0.3200593	0.0350379	0.0972512	0.0765956	0.5613385	0.2396985	0.5285927	0.008455	0.630735	0.3055502	0.0429676	0.5999259	0.0289541	0.0973006	0.0627159	0.8003836	0.0256072	0.6189125	0.010054	0.1470249
560	0.6454851	0.7347668	0.6239826	0.7205925	0.0603796	0.4213788	0.0389598	0.0433687	0.5943261	0.5403589	0.0220975	0.0313872	0.3077752	0.06216	0.0982579	0.1091771	0.5404367	0.2716867	0.5029132	0.0030012	0.9217847	0.2548752	0.0861496	0.5749945	0.0356353	0.0794354	0.0159514	0.6372397	0.0135812	0.588239	0.0153249	0.1484735
580	0.5581193	0.7359751	0.6757109	0.7147492	0.0885811	0.3897128	0.0176653	0.0191729	0.5238696	0.4141243	0.0424621	0.0164424	0.2276524	0.0545597	0.1272109	0.1850399	0.40176	0.4069318	0.5535902	0.013663	0.6542917	0.2540173	0.0885851	0.4953281	0.0365733	0.0820373	0.0490142	0.7366653	0.0384222	0.6215676	0.0191636	0.135135
600	0.6268105	0.5932692	0.6531216	0.6965897	0.0549956	0.4073109	0.0081592	0.0229148	0.4087711	0.4088706	0.0444067	0.0291112	0.3223073	0.1397214	0.1050497	0.2112992	0.5487681	0.5156507	0.5731946	0.0087918	0.7154947	0.2491448	0.0838733	0.4525259	0.02261	0.1259495	0.0400445	0.6926281	0.0253337	0.6201089	0.0297408	0.184714
620	0.6940675	0.6122001	0.5769533	0.7545333	0.0923314	0.4661407	0.0058498	0.0344787	0.56075	0.4501658	0.0241717	0.0287003	0.2350679	0.1490888	0.0552632	0.2482869	0.4533692	0.5917916	0.4361382	0.0064716	0.7156219	0.3208236	0.0647806	0.4442394	0.0219192	0.0882931	0.0333941	0.5897138	0.0142135	0.434935	0.0278219	0.2208935
640	0.6677684	0.7225525	0.5783335	0.8815307	0.0740071	0.4288371	0.0051817	0.0406167	0.5695771	0.4669744	0.030532	0.0065317	0.3282569	0.1459692	0.077242	0.3130328	0.587063	0.5636425	0.5448567	0.0074988	0.6927558	0.3554763	0.030266	0.4521744	0.0097007	0.0864328	0.0436302	0.7256057	0.0179005	0.4899063	0.0113168	0.170174
660	0.7036337	0.6809309	0.7024857	0.5910302	0.0699459	0.3415999	0.0064174	0.0411881	0.4812725	0.5729075	0.0478278	0.0131921	0.2475594	0.1465495	0.0624256	0.4116007	0.4964239	0.4798379	0.5211837	0.0090153	0.720213	0.2950297	0.1066518	0.512468	0.0251372	0.1216719	0.0720501	0.7777573	0.0221915	0.3983471	0.0942909	0.1921625
680	0.7511729	0.5512188	0.6254613	0.6529104	0.0607046	0.343311	0.0242718	0.0411755	0.6002527	0.4984462	0.0485143	0.0252007	0.2619726	0.1126546	0.1576582	0.3643179	0.4992677	0.5519292	0.5960455	0.0183329	0.7491597	0.2630603	0.0765223	0.4871386	0.0350028	0.1261423	0.0340849	0.6767773	0.011384	0.6142249	0.0211611	0.1363723
700	0.6936159	0.8086722	0.5552375	0.73612	0.0820546	0.2932682	0.0178929	0.0349867	0.4997138	0.4967453	0.0497591	0.0162443	0.2313295	0.1259444	0.1587625	0.3619273	0.5006186	0.4873344	0.4723147	0.0049693	0.6727787	0.3379262	0.0545701	0.5221242	0.0454151	0.0608004	0.0315273	0.7418482	0.0186888	0.4777992	0.0205317	0.2091659
720	0.6994308	0.6534916	0.8152478	0.7714955	0.0576197	0.2909225	0.02194	0.0476821	0.4988386	0.4599856	0.0571964	0.0109744	0.255979	0.1770864	0.113395	0.4043663	0.5123143	0.4768331	0.4358025	0.0114668	0.596903	0.2847705	0.0512334	0.5887627	0.0281643	0.0704318	0.0294663	0.7145525	0.0249518	0.508696	0.024989	0.165776
740	0.7760794	0.7771195	0.6119788	0.6678885	0.0590696	0.3949146	0.016032	0.0157599	0.4738141	0.6005519	0.0608325	0.011922	0.2841436	0.1441394	0.186703	0.3404308	0.3860359	0.4406682	0.4482774	0.0034352	0.6897789	0.3196391	0.07764	0.5364811	0.0071571	0.0993906	0.0406289	0.7042642	0.0195863	0.5165961	0.0106395	0.2154616
760	0.7343092	0.8053924	0.5685987	0.7374818	0.0706981	0.383207	0.0115737	0.0192915	0.4850739	0.5001376	0.0313403	0.0189345	0.2684871	0.1356492	0.1451331	0.3481376	0.5089579	0.4425671	0.3818578	0.0026917	0.7028368	0.2727182	0.0583102	0.6267039	0.0229072	0.1854964	0.0541041	0.70141	0.0224749	0.4800751	0.0046015	0.1667141
780	0.8032442	0.6868731	0.6726873	0.8507542	0.0632684	0.4111729	0.0111734	0.0176657	0.5532474	0.4919253	0.0243554	0.0134838	0.3589266	0.1522405	0.1062529	0.3347073	0.59548	0.4678954	0.5061731	0.0102527	0.5695809	0.3544041	0.0823992	0.6885058	0.0231907	0.1095663	0.0510207	0.6816442	0.0189155	0.556633	0.0148708	0.2514522
800	0.7744836	0.671012	0.6352724	0.8589314	0.0350647	0.3498048	0.0076272	0.0222426	0.5190189	0.5473725	0.0238334	0.0114482	0.3230442	0.1411202	0.0832346	0.4197106	0.3923949	0.6294855	0.4205772	0.0039404	0.7132281	0.2601116	0.1083259	0.6341779	0.0173851	0.1375012	0.0317715	0.6149012	0.0297948	0.5360811	0.0427248	0.2066511
820	0.7829096	0.602418	0.7044065	0.808935	0.0532534	0.4368529	0.0097054	0.025022	0.4649114	0.5116675	0.0269188	0.0130393	0.2619543	0.1545011	0.1058002	0.4537694	0.4735826	0.6149597	0.5894749	0.0083689	0.6654887	0.3275033	0.0669876	0.506963	0.0151901	0.094735	0.1323364	0.7123746	0.0279739	0.6315713	0.0271266	0.2112495
840	0.7237062	0.6188064	0.6450671	0.6250901	0.0527668	0.317668	0.0119684	0.0217183	0.5471507	0.537848	0.0328546	0.0143824	0.2221577	0.189097	0.1458183	0.4162941	0.5477327	0.6410313	0.5435514	0.0038006	0.5751966	0.2529598	0.0656898	0.5252739	0.0083962	0.0786849	0.0470732	0.6485524	0.0303364	0.5861596	0.0281334	0.1630529
860	0.7313452	0.7145133	0.645958	0.8070008	0.043446	0.3189161	0.0030384	0.0462512	0.4412824	0.5070741	0.0324393	0.0245276	0.3258476	0.2459401	0.0931288	0.3692546	0.5052776	0.5621851	0.6072057	0.0076153	0.7153589	0.2270118	0.0704351	0.5826324	0.0189091	0.084108	0.0766878	0.6467447	0.0764364	0.5425734	0.0162912	0.1602318
880	0.5714074	0.6664754	0.5554832	0.732809	0.0534991	0.3985286	0.0108968	0.0215113	0.5056464	0.4606148	0.0531695	0.0281824	0.2514275	0.2389654	0.1266419	0.3422938	0.5064978	0.5052928	0.3985318	0.0064356	0.7604475	0.2990055	0.0827702	0.6263879	0.0287076	0.0788548	0.0251696	0.6181497	0.0376456	0.5878778	0.0185777	0.2062876
900	0.671327	0.821484	0.6715062	0.7362605	0.0824466	0.407305	0.0029391	0.0266112	0.6884462	0.4898515	0.0223429	0.007886	0.2451521	0.1395328	0.1277066	0.3786094	0.4381257	0.5555668	0.5056435	0.0057668	0.5821891	0.3037828	0.0765377	0.5419474	0.0171121	0.1472885	0.0372018	0.6643039	0.0391942	0.5863685	0.0342093	0.2688082
920	0.7381894	0.67642	0.6312995	0.7364859	0.0560434	0.3910704	0.0088705	0.0218397	0.5693298	0.5981914	0.0428892	0.0204351	0.2450677	0.1616198	0.1317669	0.3663577	0.4134025	0.4722104	0.6514186	0.0132065	0.7373699	0.3758488	0.1071726	0.5179057	0.0216954	0.0709293	0.0564441	0.6783491	0.042222	0.4627026	0.0283571	0.1431865
940	0.7381653	0.6969834	0.5979319	0.615455	0.042932	0.305956	0.018748	0.0180646	0.5570382	0.6152542	0.036793	0.0041442	0.2375836	0.1699311	0.1329181	0.3584967	0.4744611	0.6027329	0.4945186	0.0068256	0.6842981	0.373188	0.1078822	0.6551638	0.0322503	0.0874989	0.0247035	0.7907652	0.0453365	0.4277339	0.0374076	0.255353
960	0.7095983	0.6511898	0.5518621	0.7561994	0.0335681	0.3110071	0.0059294	0.0340607	0.5680657	0.5680327	0.0360378	0.0133427	0.2901436	0.1163497	0.1687842	0.317072	0.511126	0.4977268	0.4103473	0.0084427	0.7779363	0.2941684	0.0908753	0.5727852	0.0389188	0.1045702	0.0480476	0.6356158	0.0512042	0.5989994	0.0076551	0.2489641
980	0.8002416	0.7934808	0.7162747	0.7416773	0.0332407	0.4353373	0.0070445	0.0284307	0.539047	0.5589694	0.050971	0.0183385	0.1756414	0.093956	0.1017401	0.364623	0.3973916	0.5669492	0.544053	0.0076048	0.6973359	0.3208647	0.0663355	0.6157504	0.0773208	0.0996286	0.0203551	0.6360987	0.0616389	0.6263192	0.0162979	0.2949057
1000	0.6917784	0.6115774	0.6688283	0.6751671	0.0404116	0.3090799	0.0086167	0.0597143	0.4850444	0.5601323	0.018104	0.026115	0.2525219	0.1237798	0.1318215	0.3882597	0.5190419	0.5292688	0.4179246	0.0170902	0.7942941	0.2797685	0.0647439	0.6583751	0.0134184	0.1505134	0.0510396	0.6765168	0.0448211	0.5942015	0.0225323	0.194721
1020	0.7570748	0.74818	0.601299	0.7233055	0.0738313	0.4248833	0.0098967	0.0355481	0.4849985	0.5915129	0.0441242	0.0179817	0.2422281	0.1000718	0.1081119	0.316534	0.4905243	0.5064921	0.4996625	0.011755	0.8191175	0.3641434	0.0588785	0.5136719	0.0270416	0.0922534	0.0314051	0.6862013	0.0255913	0.6195696	0.0106767	0.3050026
1040	0.8013814	0.6318668	0.6265057	0.7547658	0.0513045	0.37758	0.0191993	0.0344258	0.4421833	0.4986849	0.0369228	0.0117502	0.2719583	0.0836918	0.1220636	0.3834351	0.5764336	0.580773	0.5106586	0.0050254	0.7966712	0.2738651	0.091908	0.4631809	0.0281918	0.1032441	0.0442878	0.7145729	0.0206081	0.6680485	0.0314155	0.2117039
1060	0.7500237	0.6992784	0.6074022	0.6699174	0.0761579	0.3386455	0.0082906	0.0235685	0.5752722	0.553309	0.061495	0.0163183	0.2534028	0.0925093	0.1397045	0.4124957	0.4765323	0.5673264	0.4963925	0.0114404	0.8513009	0.2873128	0.0637699	0.5448939	0.0280382	0.0822861	0.059228	0.644983	0.0418217	0.6633466	0.028509	0.1819182
1080	0.873179	0.5969249	0.6990332	0.7896614	0.0642033	0.3500932	0.0131887	0.0196043	0.4558735	0.5070227	0.0642648	0.0080284	0.2536775	0.1709745	0.1506516	0.3458499	0.4182361	0.5147322	0.4854056	0.0029446	0.5861899	0.2567665	0.0521703	0.5028591	0.040627	0.1156233	0.0444823	0.6985704	0.0255728	0.5748773	0.0128084	0.1986112
1100	0.6726826	0.550845	0.7316896	0.73743	0.0593561	0.3350545	0.0096316	0.031213	0.3069173	0.5246572	0.0369746	0.015114	0.3007506	0.1867953	0.1224777	0.3767269	0.521144	0.4632132	0.4072505	0.0024551	0.7828194	0.3288856	0.0518212	0.6103257	0.0986742	0.113028	0.0320385	0.8323625	0.032547	0.5552535	0.016272	0.2426684
1120	0.7285702	0.8525496	0.5426467	0.760779	0.0588156	0.3775175	0.0106027	0.0429216	0.42611	0.56656	0.0387647	0.054486	0.3030498	0.2008605	0.1555351	0.3547273	0.3720592	0.4766972	0.520315	0.0068956	0.7167557	0.3439264	0.1026883	0.5649335	0.0399947	0.1170248	0.0594161	0.710205	0.05358	0.6636341	0.0041219	0.2474772
1140	0.8155879	0.6190499	0.5790399	0.4859255	0.0475629	0.4030304	0.2306561	0.1224254	0.4379315	0.4388049	0.0226823	0.0140645	0.3233578	0.127679	0.1413066	0.393642	0.3279497	0.4225523	0.4643136	0.0156902	0.6183688	0.181026	0.0872175	0.5059661	0.0244733	0.0353528	0.0422178	0.7238461	0.0140709	0.598774	0.0017494	0.5046978
1160	0.7773671	0.7501036	0.6539424	0.3075545	0.0369429	0.4016751	0.4204661	0.1549651	0.5218991	0.5395547	0.2033781	0.0154028	0.5089049	0.1724402	0.1081138	0.4802591	0.3787455	0.1748798	0.3720654	0.0317959	0.4180365	0.1450383	0.0783498	0.6021041	0.0526919	0.0310384	0.0399365	0.6724879	0.0268981	0.6689219	0.0028445	0.6362257
1180	0.7982627	0.8149667	0.5305318	0.1832878	0.0383828	0.3828224	0.5611205	0.2265035	0.3980167	0.4908412	0.3429951	0.0074489	0.463633	0.2195709	0.1438977	0.3747232	0.362655	0.1366801	0.4490609	0.0534228	0.4210436	0.1508548	0.0293688	0.6818838	0.1580036	0.0262631	0.0248061	0.6382659	0.0266837	0.5599461	0.0200884	0.7110112
1200	0.714903	0.7139154	0.6341565	0.1704121	0.0171633	0.3932506	0.6068474	0.2740288	0.3539854	0.581044	0.4555741	0.0199016	0.6240885	0.2011409	0.1096789	0.5029746	0.3557235	0.0941102	0.3790164	0.0335713	0.3709279	0.130959	0.1021828	0.6877216	0.1181076	0.0256595	0.0191041	0.6073752	0.0312306	0.6392733	0.0155496	0.8512716
1220	0.6355145	0.811742	0.6606536	0.167487	0.0270469	0.4162575	0.6096714	0.2571274	0.3579666	0.4738529	0.4079217	0.0439755	0.8381533	0.2530699	0.1294507	0.386269	0.3118653	0.0623261	0.4607487	0.0360695	0.3704811	0.1595765	0.053258	0.536221	0.1836916	0.0090297	0.0175718	0.7893409	0.0383255	0.5436832	0.009902	0.6905393
1240	0.7369282	0.7133448	0.7720127	0.1080403	0.006423	0.3380213	0.7826754	0.3238071	0.3285881	0.4498537	0.4282606	0.1192422	0.6816785	0.3020331	0.1337181	0.364542	0.347383	0.0751249	0.4589728	0.1215979	0.2797802	0.1044493	0.0908056	0.6354725	0.3436053	0.0064479	0.0558228	0.6841818	0.0327548	0.5831634	0.01951	0.745422
1260	0.747703	0.6647509	0.5337106	0.088067	0.0078017	0.2861888	0.6303659	0.3353415	0.4685031	0.4204455	0.4998138	0.0844045	0.6615111	0.2892733	0.1468232	0.3768874	0.257151	0.040241	0.5617574	0.1055625	0.2894283	0.1171288	0.0573006	0.589612	0.345168	0.0482439	0.0440411	0.7414416	0.0102381	0.6212251	0.0548713	0.667915
1280	0.6807244	0.6875037	0.5573375	0.0711989	0.0024126	0.4174254	0.6777934	0.4596617	0.3893307	0.5144452	0.5050822	0.2068325	0.7731386	0.3454979	0.1397041	0.3578746	0.2862897	0.0296126	0.4932253	0.1360743	0.3848597	0.1135349	0.1001668	0.5540379	0.3016879	0.0287229	0.0395736	0.6317146	0.0200085	0.5413918	0.198413	0.7044602
1300	0.6973991	0.798765	0.6982921	0.0988926	0.0058984	0.367119	0.7609229	0.3081296	0.3682741	0.5100835	0.565481	0.1279369	0.8110494	0.3170669	0.1535328	0.3179571	0.2881136	0.0284335	0.4802484	0.1856459	0.3303627	0.1214651	0.0654108	0.4820185	0.3874211	0.0150796	0.044202	0.5902808	0.0290292	0.4835725	0.115617	0.6972449
1320	0.6638522	0.6650612	0.5768463	0.0851777	0.0049801	0.2998747	0.5245443	0.2986323	0.3665816	0.4508471	0.4100938	0.2187943	0.8325154	0.3300198	0.056399	0.3695571	0.278901	0.0177655	0.4474713	0.2337758	0.3042761	0.1519041	0.0634391	0.6603757	0.3727094	0.0151237	0.0214712	0.6603133	0.0359745	0.5324427	0.2021059	0.7050305
1340	0.6013692	0.653377	0.5347246	0.0636674	0.0002252	0.357938	0.5575293	0.3189451	0.4402388	0.4707086	0.5367618	0.1333052	0.7149726	0.2909307	0.1316173	0.4102384	0.2028612	0.0340325	0.4800804	0.331994	0.2379524	0.1093921	0.0565105	0.6842603	0.4178284	0.0171585	0.03314	0.6370911	0.0525128	0.5265002	0.1232782	0.8160794
1360	0.6761825	0.6967692	0.4449007	0.1396362	0.0025634	0.4349998	0.6331232	0.3033486	0.379593	0.5621098	0.5869364	0.2124216	0.7752937	0.3540216	0.1292967	0.392299	0.2037554	0.0452972	0.416786	0.1911073	0.3735188	0.0706764	0.0710216	0.5030188	0.476938	0.038234	0.0249954	0.6176471	0.016865	0.5352777	0.1071148	0.8071788
1380	0.6650288	0.728668	0.5484712	0.08491	0.0008182	0.3263989	0.6863403	0.322815	0.4048088	0.5125327	0.6207716	0.2077718	0.6415161	0.2893627	0.1346496	0.3342454	0.2299639	0.0308333	0.4807844	0.1791183	0.3448144	0.137494	0.0716057	0.5111417	0.4324376	0.0107088	0.0286531	0.6868653	0.0501621	0.4640903	0.1424975	0.6269901
1400	0.7297027	0.6202508	0.5733108	0.059404	0.0019773	0.435306	0.8242087	0.2877009	0.4624941	0.5689219	0.6273352	0.2138703	0.6799414	0.3280034	0.0885766	0.3334032	0.2350903	0.0198472	0.5366342	0.1624399	0.3606264	0.1214916	0.0542678	0.4948534	0.492725	0.0312031	0.0451461	0.6439839	0.0306315	0.4597378	0.1396571	0.6521587
