baeR	cpxR	csgD	rstA	ompR	bolA	rcsB	rcsA	flhC	hdfR	csgF	csgE	csgG	sra	ompF	mdtA	wcaB	mdtD	mdtB	baeS	csgB	wzc	wcaA	spy	wza	csgA	bdm	csgC	mdtC	wzb	rprA	osmB
0,0602777	0,0431459	0,5646333	0,7959840	0,7101804	0,1411010	0,7519935	0,0473025	0,1842946	0,8470928	0,4547103	0,8899397	0,6948786	0,4429358	0,6126371	0,0284084	0,0501513	0,3367635	0,0521621	0,0086748	0,5470521	0,3329746	0,3780876	0,0021292	0,1015209	0,7247885	0,2934445	0,7061620	0,0327362	0,3595341	0,0828558	0,0011602
