"Time"	slyA	hlyE	hns	cspA	bolA	stpA	bglJ	leuO	cadC	nhaR	bglF	bglB	bglG	yjjQ	nhaA	osmC	cadB	cadA	gspB	leuA	ampC	yciF	proW	smtA	leuC	gspO	yciG	pgaC	proV	pgaA	leuL	pgaB
580	0,8857226	0,7142080	0,5061693	0,8040845	0,0697441	0,3454316	0,4892395	0,0397025	0,4003129	0,5000723	0,6486339	0,2519939	0,4065662	0,2262745	0,0100084	0,2062019	0,3740975	0,5165699	0,5537290	0,3362631	0,4971605	0,3478122	0,0507606	0,5130490	0,0272499	0,0884941	0,0317091	0,4580774	0,0322187	0,4671395	0,0167754	0,0156192
600	0,9807019	0,8246935	0,5683830	0,7986200	0,0728778	0,4440275	0,3187142	0,0347939	0,5271721	0,5328757	0,6784264	0,2550177	0,4192150	0,1741777	0,0166390	0,2048614	0,4770235	0,5707088	0,4927405	0,2098494	0,5977191	0,2425094	0,0883238	0,5095875	0,0267937	0,1331912	0,0374273	0,5551482	0,0395908	0,4763709	0,0196008	0,0382081
620	0,9191325	0,8124759	0,5649675	0,7012712	0,0487342	0,3905489	0,1611480	0,0266040	0,4408402	0,5222870	0,6253416	0,1620897	0,3689783	0,1667863	0,0326753	0,2061340	0,3153454	0,6006800	0,5680915	0,0948663	0,8296572	0,2998006	0,0487919	0,4932071	0,0554929	0,1055078	0,0510604	0,5828436	0,0247820	0,4879801	0,0295312	0,0461326
640	0,7520453	0,6824418	0,6682487	0,7707829	0,1064434	0,4706592	0,1188808	0,0291566	0,4189302	0,5586667	0,6817978	0,1636948	0,3746975	0,1713758	0,0642464	0,3021286	0,4148508	0,5030512	0,4612813	0,0589780	0,7730033	0,3664054	0,0302761	0,5321337	0,0542587	0,0733918	0,0141665	0,5339664	0,0371161	0,6263915	0,0097029	0,1013661
660	0,7350781	0,7997976	0,6309930	0,8070820	0,0883208	0,4807653	0,0872391	0,0181738	0,4499081	0,5700036	0,6103633	0,1112346	0,3613795	0,1317322	0,0981777	0,3023381	0,4269305	0,4936915	0,5141311	0,0564595	0,6827305	0,3228943	0,0530416	0,5069129	0,0451898	0,0910134	0,0442026	0,6962744	0,0324848	0,3952846	0,0068153	0,0950541
680	0,8466852	0,7829459	0,5865925	0,7934847	0,0858641	0,5187051	0,0410236	0,0195351	0,3952565	0,5439955	0,4961567	0,0484145	0,3681140	0,1513727	0,1222688	0,4170121	0,4281746	0,5165678	0,5214390	0,0316804	0,7984739	0,2237130	0,0489056	0,5502188	0,0229781	0,0602026	0,0398194	0,7207043	0,0383450	0,3958143	0,0129392	0,1452189
700	0,7429231	0,9732538	0,5177382	0,7836635	0,0678766	0,4455000	0,0292334	0,0283636	0,4537600	0,5914403	0,3708250	0,0301126	0,3410138	0,1543394	0,1029184	0,3654779	0,4478373	0,5092277	0,5244391	0,0286322	0,6914887	0,3538934	0,0919987	0,6975602	0,0164346	0,0876096	0,0275093	0,7010165	0,0354559	0,5246336	0,0215185	0,1925845
720	0,6889537	0,6635494	0,6168456	0,7442827	0,0521577	0,4168032	0,0192395	0,0495529	0,4835565	0,5692774	0,3197309	0,0118755	0,2975491	0,1275928	0,0958374	0,4192582	0,5563594	0,4686006	0,4778008	0,0115620	0,6310293	0,3156748	0,0815276	0,5289041	0,0228463	0,0588613	0,0443355	0,6543048	0,0372610	0,4966112	0,0076703	0,2822971
740	0,6577628	0,5985802	0,5890624	0,6559255	0,0627616	0,5619865	0,0121362	0,0349047	0,4615061	0,5202490	0,2054589	0,0175112	0,2143545	0,0872064	0,0761061	0,3870994	0,4157363	0,4737700	0,5611182	0,0190519	0,6992696	0,3224201	0,0856442	0,5780258	0,0347615	0,1117932	0,0252379	0,6720674	0,0280022	0,5174150	0,0084042	0,2731289
760	0,7970078	0,6661073	0,5418368	0,7620392	0,0519900	0,4960862	0,0185053	0,0501954	0,5075479	0,5458156	0,2086188	0,0195904	0,2995423	0,1100043	0,1404309	0,3783178	0,4103851	0,4595946	0,5812252	0,0185500	0,8090948	0,3440767	0,0531728	0,6592519	0,0230211	0,0995638	0,0338869	0,7453275	0,0453275	0,5710355	0,0182892	0,2033971
780	0,8046509	0,6680087	0,8079267	0,7707805	0,0504019	0,4151906	0,0232236	0,0359601	0,4646029	0,4961474	0,1864221	0,0092174	0,2466339	0,1530007	0,1155182	0,3811638	0,4704133	0,4324879	0,4920626	0,0099701	0,7665752	0,3878255	0,0611157	0,5413377	0,0356907	0,1225362	0,0210998	0,6487390	0,0153902	0,5016029	0,0131616	0,1770074
800	0,8598206	0,6125570	0,7030079	0,7013554	0,0808990	0,3877504	0,0196398	0,0388646	0,4595829	0,6015304	0,1326570	0,0303598	0,2225619	0,1206850	0,1258738	0,3313763	0,4984700	0,6109611	0,4533252	0,0027036	0,7034279	0,3492752	0,0334361	0,5230693	0,0210990	0,0962955	0,0424971	0,6001041	0,0307258	0,6954972	0,0138698	0,2639229
820	0,7959347	0,7952137	0,7230802	0,6785114	0,1077637	0,3468021	0,0015990	0,0429345	0,4246302	0,5644792	0,0981199	0,0242441	0,3029839	0,1672020	0,1324912	0,3391597	0,3995876	0,6252059	0,4923514	0,0081321	0,7823475	0,3751993	0,0660790	0,5945749	0,0773932	0,0800545	0,0524912	0,6068609	0,0373349	0,5168810	0,0266883	0,2034797
840	0,6971528	0,7045381	0,6948287	0,6909072	0,0672631	0,3957352	0,0164784	0,0396114	0,3844560	0,4271592	0,0757370	0,0153421	0,3022550	0,1149586	0,1074512	0,4446558	0,3845017	0,4672636	0,4605463	0,0085263	0,7053632	0,3816688	0,0574298	0,5344888	0,0458990	0,1067221	0,0375200	0,7808913	0,0265093	0,5739289	0,0179434	0,2348540
860	0,7274749	0,8009855	0,6192572	0,7167707	0,0412625	0,3958609	0,0023822	0,0265341	0,4610419	0,4752445	0,0879715	0,0159112	0,2472678	0,1045267	0,1494547	0,4126364	0,4211221	0,5844198	0,4580602	0,0131943	0,7886664	0,3039916	0,0646605	0,6969583	0,0226997	0,0587368	0,0390337	0,6570631	0,0401567	0,5789968	0,0044910	0,1942754
880	0,6341742	0,7259659	0,6050720	0,7604533	0,0717324	0,3593094	0,0104141	0,0234833	0,4558774	0,5301626	0,0987774	0,0378343	0,2950172	0,1264774	0,0953389	0,3097410	0,3726840	0,5055928	0,4593711	0,0004946	0,6435167	0,3099940	0,0644939	0,6587823	0,0247086	0,1016307	0,0280687	0,7048964	0,0529058	0,5493720	0,0116029	0,2492475
900	0,7859143	0,6709083	0,5382568	0,6867320	0,0877205	0,3595067	0,0205782	0,0153429	0,5129444	0,5008885	0,0527742	0,0111430	0,2197815	0,1320339	0,1157171	0,3210628	0,5031998	0,6554948	0,4311693	0,0021959	0,7675080	0,3203410	0,0569101	0,5132960	0,0268549	0,0596103	0,0212403	0,6912005	0,0263597	0,4821145	0,0147319	0,2464593
920	0,7360751	0,7592861	0,6347085	0,9350443	0,0395270	0,3690541	0,0177521	0,0171230	0,4458123	0,4953623	0,0666950	0,0223965	0,2401883	0,0736868	0,1079503	0,4617849	0,4226851	0,4183069	0,4785480	0,0053044	0,8534957	0,3607255	0,0824595	0,5920801	0,0371096	0,0723474	0,0488463	0,6263782	0,0166737	0,5112075	0,0151570	0,2196772
940	0,7472233	0,6346003	0,6559884	0,6772969	0,0533314	0,3407854	0,0076049	0,0289138	0,5395268	0,5153848	0,0478505	0,0073753	0,2457103	0,1199142	0,0643214	0,4458191	0,4238092	0,5576749	0,5374040	0,0040969	0,7246501	0,3552226	0,0930467	0,6493944	0,0250893	0,0953077	0,0423086	0,8271408	0,0345227	0,5439090	0,0218105	0,1534734
960	0,6403482	0,6303815	0,6819786	0,8425021	0,0630000	0,3467089	0,0053616	0,0400361	0,5481018	0,5097063	0,0521582	0,0258225	0,2399196	0,1301792	0,1072985	0,3162892	0,5055920	0,4723037	0,4470996	0,0009220	0,6075875	0,2218055	0,0887916	0,5691297	0,0127097	0,0946068	0,0598392	0,6566723	0,0211366	0,5461179	0,0148105	0,1454799
980	0,8442574	0,5971516	0,6093905	0,6979061	0,0621039	0,2986193	0,0051756	0,0155211	0,5362241	0,6050136	0,0500268	0,0361286	0,2525609	0,1688929	0,0870633	0,3226897	0,4822970	0,5248062	0,4784984	0,0023459	0,8072803	0,2686206	0,1059937	0,5823742	0,0258161	0,0969216	0,0382728	0,7668189	0,0317771	0,4518100	0,0209976	0,2333178
1000	0,7426299	0,7022352	0,6769342	0,7855649	0,1239930	0,3031969	0,0027135	0,0445270	0,6237547	0,4740529	0,0288294	0,0528941	0,2176662	0,1501540	0,1502083	0,3463629	0,5076498	0,5309713	0,5979089	0,0114458	0,7620476	0,3023854	0,0895755	0,5178869	0,0222021	0,0710570	0,0562700	0,7329068	0,0281346	0,7173738	0,0503458	0,1776609
1020	0,7763647	0,7499228	0,5281444	0,7608867	0,0671327	0,2782189	0,0097684	0,0215521	0,4889035	0,4556329	0,0378039	0,0226864	0,2044114	0,1143464	0,1214754	0,3129059	0,4480406	0,5057216	0,4171307	0,0035205	0,8435156	0,3557840	0,0766340	0,6676835	0,0493564	0,0783106	0,0611695	0,7026262	0,0340305	0,5774013	0,0188001	0,1605772
1040	0,7084293	0,7268626	0,6863923	0,7801446	0,0308701	0,3538151	0,0021763	0,0392406	0,4464275	0,4437919	0,0311292	0,0127555	0,2111940	0,1104487	0,0569983	0,3091177	0,3819980	0,5022578	0,4697531	0,0060800	0,7758112	0,2752450	0,0853795	0,6501515	0,0621546	0,1169747	0,0600711	0,6643399	0,0373016	0,6073892	0,0169354	0,1937647
1060	0,6938427	0,7405709	0,6387301	0,5829066	0,0457879	0,4678236	0,0121028	0,0507717	0,4233365	0,4797994	0,0429864	0,0237193	0,1904869	0,1163024	0,0776754	0,4364741	0,4146177	0,5083699	0,4422859	0,0069563	0,6807928	0,3077898	0,0605732	0,5826635	0,0247706	0,1204132	0,0664867	0,6734358	0,0183461	0,5428270	0,0248722	0,1912012
1080	0,6901581	0,7649005	0,5192607	0,6190256	0,0636730	0,4110341	0,0322827	0,0414423	0,4914853	0,4861199	0,0364927	0,0363203	0,2442710	0,1166149	0,1474399	0,3507343	0,4235544	0,4630017	0,4430265	0,0038136	0,7518593	0,2490392	0,0826948	0,5965764	0,0208317	0,0953293	0,0452359	0,5476674	0,0497861	0,5833279	0,0119759	0,1739680
1100	0,6699077	0,7333392	0,5444986	0,5960390	0,0488163	0,2946997	0,0059149	0,0136205	0,4623493	0,4674744	0,0223191	0,0468399	0,3154331	0,1335398	0,0654592	0,4083763	0,3813326	0,5096392	0,5280881	0,0059977	0,7413275	0,3685633	0,1121769	0,4953528	0,0283427	0,1074958	0,0474903	0,5497861	0,0208969	0,6176701	0,0120905	0,1746562

0	0,6965709	0,8096468	0,6648934	0,7043061	0,0650367	0,3413085	0,0156006	0,0388614	0,4004602	0,5142013	0,0652623	0,0415976	0,2625184	0,1870239	0,0986897	0,3426631	0,4174054	0,4992613	0,5094067	0,0058575	0,7353894	0,3482959	0,0949364	0,6418690	0,0342108	0,1372365	0,0612359	0,6424374	0,0394141	0,5338835	0,0190742	0,1889541
20	0,7598077	0,8495558	0,4854867	0,8088924	0,0344451	0,3180137	0,0146033	0,0582214	0,4683623	0,3943423	0,0349188	0,0442642	0,2883588	0,1799406	0,0637307	0,3566676	0,2968440	0,5785539	0,2939078	0,0002173	0,6186177	0,2562986	0,0796478	0,6688138	0,0374202	0,0952991	0,0462384	0,6626457	0,0403281	0,5837596	0,0155350	0,3799652
40	0,6788171	0,7155113	0,6073961	0,6609196	0,0113407	0,3593406	0,0260972	0,0259323	0,5952564	0,3776261	0,0432243	0,0312810	0,2965672	0,1293067	0,0852933	0,3822035	0,2818504	0,4697515	0,2133365	0,0010642	0,6846752	0,3073287	0,0203643	0,5038413	0,0159480	0,1199972	0,0233082	0,6977534	0,0212164	0,7446489	0,0133052	0,6252545
60	0,6809336	0,8025356	0,5535989	0,7888446	0,0100255	0,3728623	0,0049168	0,0154957	0,4421734	0,3202173	0,0440663	0,0247544	0,3114464	0,1887611	0,1002567	0,4288316	0,3007088	0,6429653	0,1966665	0,0003837	0,5850963	0,2884330	0,0296688	0,5725156	0,0257958	0,1364517	0,0720657	0,7613516	0,0216836	0,6676612	0,0144869	0,6299627
80	0,8173711	0,6950388	0,7769604	0,6724801	0,0376839	0,3248577	0,0078610	0,0187242	0,6979189	0,2167380	0,0399618	0,0828182	0,1725323	0,1600605	0,0425559	0,3592471	0,2298632	0,6831427	0,1243887	0,0008539	0,5564845	0,2747365	0,0153003	0,4463770	0,0109028	0,1704952	0,0465311	0,6381001	0,0405650	0,8433735	0,0135340	0,6560199
100	0,7569625	0,7008701	0,5800990	0,7771764	0,0085453	0,3771784	0,0063414	0,0395855	0,6353719	0,1918131	0,0323461	0,0380104	0,2623664	0,1538151	0,0305830	0,2862773	0,2988052	0,5735467	0,0899244	0,0022864	0,8116399	0,4142341	0,0287724	0,4959388	0,0165355	0,1023231	0,0689536	0,7297064	0,0155236	0,7956359	0,0156136	0,6918125
120	0,7388666	0,7709864	0,5823346	0,8023801	0,0119101	0,3376304	0,0089560	0,0259552	0,6602782	0,2133751	0,0312708	0,0143491	0,2723566	0,1496474	0,0329864	0,2270745	0,2662604	0,5551994	0,1041367	0,0031625	0,5036792	0,3161479	0,0200890	0,5601981	0,0109504	0,1141669	0,0585715	0,6212555	0,0217417	0,6085623	0,0111366	0,6763358
140	0,7625599	0,7467907	0,6331166	0,6366816	0,0133560	0,3457205	0,0112612	0,0229643	0,6853885	0,1506704	0,0320723	0,0204746	0,2610641	0,1599426	0,0295421	0,2154186	0,2883113	0,6254433	0,0807450	0,0090939	0,6843761	0,3026826	0,0315079	0,5194682	0,0171252	0,1103946	0,0531084	0,7418941	0,0564220	0,7216364	0,0191786	0,7024997
160	0,7552676	0,7218215	0,5620237	0,7603929	0,0095809	0,3981173	0,0047422	0,0121224	0,7573094	0,1909685	0,0988718	0,0121901	0,2784699	0,1199689	0,0187012	0,2656965	0,2635437	0,6008502	0,0730479	0,0011973	0,5820294	0,2524957	0,0181046	0,6587337	0,0156531	0,0719814	0,0556727	0,6632593	0,0294656	0,6414946	0,0130144	0,7031484
180	0,8115517	0,8661766	0,5923207	0,6718795	0,0119675	0,3778361	0,0081038	0,0293891	0,8635404	0,1432649	0,0763786	0,0253822	0,2586291	0,2545771	0,0095463	0,2455666	0,2750674	0,6431609	0,0670204	0,0058297	0,6176358	0,2358312	0,0203763	0,6336559	0,0092137	0,1272830	0,0324506	0,5879726	0,0412438	0,6032522	0,0056110	0,6672518
200	0,8718340	0,6612420	0,6178101	0,8139476	0,0064651	0,3986540	0,0065002	0,0363849	0,6473357	0,1498011	0,0335350	0,0257112	0,2788803	0,1277571	0,0253389	0,1717024	0,3123984	0,6031600	0,1300322	0,0078145	0,5458003	0,2161297	0,0202800	0,4942577	0,0075328	0,0806591	0,0163648	0,6786929	0,0512754	0,6549280	0,0119655	0,6822738
220	0,7645183	0,6955024	0,4641174	0,7237401	0,0028993	0,3131862	0,0152871	0,0456617	0,7888815	0,2246557	0,0458786	0,0647691	0,2535227	0,1263989	0,0090925	0,1103101	0,3466185	0,5482953	0,0343934	0,0068137	0,4460533	0,1987977	0,0141528	0,4480867	0,0232490	0,1039607	0,0519194	0,7004139	0,0682388	0,6170150	0,0173477	0,6267427
240	0,7225218	0,6522140	0,5580522	0,5951599	0,0047614	0,3178071	0,0189667	0,0226912	0,6757830	0,1544131	0,0547913	0,0490856	0,2210354	0,1345241	0,0025596	0,1326564	0,2839215	0,5809447	0,0565174	0,0015220	0,4847522	0,1863165	0,0276543	0,4681021	0,0093907	0,1324820	0,0543469	0,7191103	0,0410525	0,5378464	0,0628123	0,6681938
260	0,7646781	0,6882137	0,5088576	0,6579718	0,0073025	0,3000248	0,0065530	0,0508168	0,8431418	0,1831555	0,0387992	0,0195090	0,2388188	0,1355933	0,0035686	0,1627876	0,3432488	0,5628923	0,0855303	0,0102910	0,4805449	0,1836604	0,0164119	0,4714709	0,0197707	0,1287427	0,0294182	0,6489719	0,0245420	0,5847622	0,0300109	0,6678686
280	0,7546117	0,7986667	0,5133314	0,7591906	0,0017924	0,3609289	0,0100111	0,0158035	0,7584537	0,2101996	0,0585758	0,0405814	0,3336241	0,1300219	0,0209532	0,1834568	0,2784521	0,5658187	0,1405520	0,0119625	0,4371282	0,1922449	0,0109155	0,7941944	0,0468728	0,1048758	0,0467948	0,6958790	0,0363564	0,7047662	0,0238786	0,7773844
300	0,5817846	0,6807154	0,5941896	0,7104069	0,0003859	0,4011078	0,0043810	0,0150322	0,7328669	0,1906185	0,0418439	0,0153639	0,3269143	0,1189826	0,0212281	0,1445166	0,3172567	0,5653125	0,1415656	0,0146329	0,6001816	0,2747930	0,0149331	0,6469292	0,0227948	0,1014757	0,0222976	0,6405874	0,0646973	0,6691457	0,0120003	0,5803574
320	0,8107376	0,7315397	0,6048624	0,7410858	0,0022006	0,3550674	0,0191064	0,0279114	0,7579867	0,1407669	0,0369975	0,0312327	0,3129391	0,1548685	0,0039486	0,1891780	0,3606692	0,6213683	0,1124720	0,0050434	0,4937410	0,2253812	0,0145218	0,6089166	0,0118327	0,0827943	0,0279223	0,7314351	0,0207321	0,5992750	0,0130691	0,6701936
340	0,6996365	0,8099055	0,6845096	0,8720340	0,0005455	0,4057964	0,0307839	0,0313164	0,7304721	0,2083260	0,0867947	0,0280603	0,3128662	0,1280118	0,0105452	0,1617822	0,3790005	0,6763571	0,0864472	0,0044363	0,4872199	0,2031709	0,0103455	0,6254875	0,0287469	0,1384859	0,0292396	0,8161260	0,0278265	0,5505591	0,0421042	0,6780614
360	0,7760668	0,7786790	0,6424989	0,7901404	0,0005121	0,2813205	0,0131297	0,0272250	0,6673351	0,1918095	0,0258457	0,0217410	0,3400012	0,0943122	0,0087001	0,1394079	0,3758508	0,5621383	0,1303768	0,0036902	0,4278307	0,2330797	0,0098070	0,5857335	0,0282995	0,1108626	0,0403463	0,6477281	0,0746921	0,6894579	0,0120517	0,7588690
380	0,7068231	0,7265054	0,6078379	0,7415608	0,0001188	0,3202884	0,0121135	0,0149027	0,7363872	0,1769445	0,0197332	0,0288537	0,2989756	0,1650242	0,0091865	0,1419611	0,3109055	0,6624165	0,1178495	0,0013845	0,5656058	0,1747121	0,0179452	0,6297897	0,0366351	0,1330052	0,0448228	0,7447983	0,0631811	0,6179112	0,0150971	0,6787289
400	0,6606287	0,7421577	0,6743430	0,7000729	0,0000000	0,3605685	0,0124966	0,0174310	0,7141926	0,0984836	0,0248049	0,0454805	0,3297897	0,1446100	0,0070568	0,1154335	0,3357499	0,5456464	0,1734715	0,0068832	0,5129906	0,1871854	0,0207689	0,4965406	0,0304994	0,1111799	0,0353136	0,7173284	0,0461941	0,6658367	0,0144746	0,6917470
420	0,7353932	0,6941023	0,5736019	0,7156972	0,0002266	0,3048790	0,0326692	0,0317084	0,7078497	0,1254760	0,0292921	0,0210593	0,3096483	0,1663701	0,0035566	0,1511093	0,2286788	0,6259360	0,1283041	0,0052176	0,4868800	0,1815965	0,0209250	0,5461539	0,0368403	0,0942659	0,0573114	0,7027720	0,0303319	0,7880612	0,0227686	0,7111140
440	0,7339140	0,7962435	0,5431833	0,6496954	0,0002441	0,2916752	0,0095415	0,0254268	0,6944721	0,1701744	0,0404975	0,0564243	0,2625585	0,1602941	0,0019969	0,0972099	0,2324646	0,5759082	0,0686880	0,0159434	0,4818947	0,2168858	0,0239188	0,6178951	0,0490848	0,0779900	0,0685213	0,5843520	0,0479527	0,5364717	0,0208137	0,7012968
460	0,6577736	0,6789309	0,6406734	0,7457344	0,0015758	0,2814311	0,0159492	0,0166366	0,6621772	0,2090439	0,0212172	0,0310518	0,2511591	0,1596394	0,0092859	0,1110635	0,2282859	0,5527112	0,0577018	0,0153144	0,6639964	0,1566886	0,0058768	0,6064342	0,0207466	0,0848505	0,0511061	0,6531939	0,0762489	0,5385326	0,0175920	0,6060814
480	0,6572580	0,6901662	0,6017708	0,7694120	0,0014773	0,3513844	0,0215105	0,0258639	0,6452309	0,1476528	0,0151818	0,0459344	0,2582109	0,1257542	0,0043811	0,1110246	0,3022896	0,5800872	0,0505267	0,0112682	0,4404377	0,1985209	0,0039334	0,6056037	0,0425353	0,1076535	0,0456419	0,6844068	0,0273842	0,6080289	0,0135189	0,6422048
500	0,8233245	0,7931603	0,5825025	0,7038280	0,0022689	0,2636688	0,0036765	0,0272770	0,7028360	0,1826135	0,0291391	0,0361778	0,2485980	0,1747915	0,0216207	0,1372282	0,3534787	0,5408991	0,0589813	0,0080175	0,4021189	0,1601987	0,0046299	0,5401863	0,0472493	0,1377461	0,0519249	0,7048025	0,0287585	0,7122404	0,0197447	0,6993237
520	0,9056919	0,9032025	0,6706873	0,7249232	0,0019520	0,3497160	0,0342214	0,0646876	0,6493140	0,1446642	0,0595266	0,0316952	0,2376835	0,1708854	0,0116600	0,0705577	0,3547346	0,5673432	0,0999391	0,0126951	0,4944764	0,1674800	0,0113707	0,5076316	0,0317700	0,0802550	0,0544194	0,5940095	0,0283255	0,7560613	0,0165909	0,6662569
540	0,7148533	0,7993563	0,6599240	0,7041603	0,0005988	0,3347505	0,0166994	0,0264655	0,6956823	0,1699516	0,0219801	0,0272819	0,3232360	0,1949576	0,0117014	0,0973929	0,2726949	0,6039312	0,0717411	0,0171959	0,5010840	0,2366760	0,0207290	0,5448451	0,0257459	0,1293325	0,0341486	0,7732571	0,0421976	0,5661686	0,0581558	0,6342201
560	0,6020381	0,8444013	0,6076569	0,6679370	0,0000539	0,3083311	0,0076866	0,0156579	0,7703356	0,1830675	0,0160325	0,0229215	0,3588132	0,1776608	0,0089510	0,0808380	0,3372799	0,6455598	0,0493156	0,0072863	0,4347949	0,2176665	0,0086760	0,5483873	0,0266218	0,1230033	0,0373551	0,6380817	0,0299401	0,6322127	0,0084278	0,7932379
580	0,7258643	0,7374459	0,6231867	0,8647689	0,0071829	0,3713203	0,0104520	0,0188289	0,7440305	0,3122921	0,0123443	0,0256115	0,2120213	0,2133993	0,0036413	0,1192407	0,4805504	0,4523352	0,2094495	0,0052014	0,4653653	0,1705740	0,0238312	0,6565589	0,0206479	0,1029408	0,0326921	0,3562597	0,0316211	0,3734927	0,0285791	0,3418681
600	0,7656820	0,8063306	0,6307905	0,5777055	0,0210380	0,3719453	0,0045357	0,0156898	0,6458143	0,3916752	0,0368604	0,0267053	0,2538298	0,1801287	0,0135419	0,1162389	0,4353897	0,5725301	0,2218643	0,0034825	0,7000292	0,2474993	0,0341135	0,5541538	0,0343322	0,0966441	0,0388065	0,3003955	0,0268363	0,4011669	0,0026148	0,2567041
620	1,0000000	0,7047078	0,5577071	0,7221017	0,0514980	0,3406019	0,0054182	0,0324610	0,5849185	0,4681421	0,0606468	0,0129821	0,2742464	0,1761956	0,0361478	0,1482143	0,5992612	0,5550190	0,3275808	0,0035020	0,6585015	0,3666551	0,0878776	0,5168786	0,0247221	0,0945432	0,0282637	0,2711031	0,0558995	0,4083891	0,0049065	0,1169232
640	0,9028197	0,6711690	0,6349491	0,6806610	0,0447954	0,4306283	0,0072810	0,0131061	0,6068677	0,4796296	0,0351947	0,0184623	0,2849148	0,1374159	0,0168981	0,1454553	0,5745023	0,6433260	0,4497213	0,0131935	0,8340650	0,3438841	0,0859002	0,5859096	0,0240558	0,0960721	0,0550874	0,4087445	0,0306110	0,4122392	0,0055068	0,1013532
660	0,6768867	0,7161760	0,5424020	0,6853659	0,0459831	0,4150993	0,0087079	0,0202250	0,5360975	0,4512151	0,0734392	0,0206195	0,1596876	0,0955835	0,0548147	0,2239524	0,6766975	0,5234912	0,5363924	0,0011422	0,7640236	0,4214734	0,0538666	0,5034344	0,0370833	0,1003193	0,0428036	0,4252422	0,0466587	0,4066828	0,0467515	0,0520492
680	0,7272111	0,7480164	0,8177105	0,7421898	0,0604078	0,5126300	0,0153363	0,0465974	0,5403559	0,5375960	0,0155431	0,0186402	0,2848963	0,0928806	0,0289802	0,1909655	0,6936124	0,5467428	0,5114978	0,0000000	0,8331817	0,3498925	0,0872941	0,6050822	0,0327088	0,0746532	0,0388676	0,4978911	0,0570278	0,4565944	0,0129972	0,0851756
700	0,8020530	0,7818402	0,5012634	0,8492806	0,0994732	0,3192399	0,0051462	0,0379120	0,6138995	0,5092952	0,0245348	0,0157394	0,2978311	0,0920888	0,0632256	0,2955584	0,6108516	0,4574711	0,4685481	0,0040823	0,6620959	0,2834382	0,0668629	0,5504649	0,0315833	0,1206523	0,0520671	0,4937711	0,0223114	0,4743261	0,0414674	0,0889045
720	0,7305734	0,6336162	0,7120287	0,7202551	0,0310187	0,4067549	0,0133358	0,0181864	0,4661625	0,6285584	0,0239346	0,0177394	0,1787605	0,1226070	0,0666619	0,2734412	0,4748016	0,5224025	0,3880688	0,0057645	0,7613244	0,3319572	0,0604288	0,4932417	0,0381269	0,0794797	0,0551235	0,5896435	0,0265729	0,5538709	0,0151238	0,1131464
740	0,8012677	0,6469743	0,5687452	0,7315297	0,0465725	0,3306422	0,0091283	0,0595419	0,4843335	0,5153278	0,0236090	0,0151622	0,2487810	0,1101903	0,1402537	0,2708621	0,5396984	0,4987593	0,4625363	0,0004802	0,7891420	0,3083244	0,0826197	0,5255954	0,0081136	0,1652176	0,0462187	0,6672159	0,0398731	0,5066852	0,0198594	0,1272657
760	0,7535146	0,6942377	0,7902274	0,8278473	0,0642302	0,3170612	0,0238666	0,0390646	0,6067440	0,4585756	0,0241246	0,0109265	0,3147846	0,1102397	0,1510663	0,3418492	0,4536111	0,4479748	0,4508841	0,0058882	0,9042461	0,3215618	0,0531715	0,4645082	0,0304819	0,0690133	0,0245901	0,6825024	0,0672619	0,5469501	0,0198343	0,1825606
780	0,7287535	0,6625372	0,5395442	0,8202195	0,0317967	0,3101972	0,0051045	0,0272622	0,4062434	0,6114582	0,0448494	0,0152351	0,2680255	0,1139542	0,1523828	0,3188457	0,3966893	0,5758839	0,4637780	0,0011973	0,8306308	0,3037972	0,1278605	0,6045220	0,0219259	0,0766311	0,0355514	0,8052716	0,0421321	0,5331071	0,0257928	0,2325825
800	0,7427825	0,6793345	0,5945720	0,7561639	0,0704885	0,3415677	0,0078027	0,0402859	0,5513655	0,5362922	0,0766177	0,0162545	0,2707654	0,0981426	0,1151971	0,3544977	0,4815037	0,4793152	0,6050765	0,0004800	0,8848491	0,3322398	0,0619060	0,4625169	0,0358172	0,1135433	0,0352783	0,7081771	0,0274426	0,5250944	0,0205793	0,2423881
820	0,7278585	0,7686574	0,5842280	0,7697051	0,0778518	0,4850860	0,0063900	0,0429967	0,3901341	0,5848615	0,0240365	0,0240709	0,3232316	0,1184135	0,1053721	0,4284355	0,3720411	0,5826914	0,4717508	0,0058545	0,7603222	0,3145159	0,0723243	0,6683483	0,0164096	0,0943523	0,0348070	0,7161845	0,0392141	0,5906753	0,0410655	0,2748170
840	0,7190343	0,6375200	0,5982594	0,7819358	0,0817142	0,3602154	0,0158038	0,0310433	0,5011486	0,5737798	0,0414032	0,0192862	0,2689259	0,1431980	0,1078344	0,4401191	0,4235297	0,6136843	0,4807560	0,0012863	0,8311002	0,2973435	0,0588561	0,7636299	0,0266737	0,0728122	0,0883537	0,7181659	0,0351392	0,5536519	0,0136875	0,2948630
860	0,7266969	0,7153297	0,5749678	0,7490122	0,0475011	0,3188078	0,0013610	0,0261356	0,4755686	0,5163498	0,0510653	0,0124974	0,2627714	0,1282217	0,1414390	0,3071128	0,4769880	0,5545908	0,5126580	0,0058430	0,7363794	0,2949076	0,0560165	0,6108429	0,0539106	0,0662125	0,0275994	0,7294128	0,0259398	0,6449935	0,0152979	0,3047751
