Time	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9	Gene10	Gene11	Gene12	Gene13	Gene14	Gene15	Gene16	Gene17	Gene18	Gene19	Gene20	Gene21	Gene22	Gene23	Gene24	Gene25	Gene26	Gene27	Gene28	Gene29	Gene30	Gene31	Gene32
540	0.31539	0.1767804	0.3148367	0.4752735	0.5313739	0.6414614	0.5895219	0.5365671	0.5492847	0.4155547	0.7044672	0.5026498	0.6310906	0.6981832	0.5647388	0.5005272	0.3289859	0.478785	0.0515172	0.2318192	0.449338	0.2800948	0.0100113	0.1567577	0.4027851	0.1290474	0.4771504	0.1303118	0.0533377	0.8157183	0.5829574	0.0848797
560	0.2753741	0.1179705	0.2760938	0.4182486	0.5334756	0.5526353	0.6069412	0.4436713	0.4975076	0.4951628	0.6602383	0.5763127	0.5211177	0.8634932	0.7281966	0.3981047	0.2996244	0.5146062	0.0420987	0.1668086	0.4755869	0.3095616	0.0089744	0.11325	0.4371053	0.1293384	0.5675588	0.1666717	0.0983132	0.7350153	0.5850382	0.0999021
580	0.3798	0.1060343	0.324464	0.4816904	0.5171051	0.5857424	0.5822943	0.5491493	0.4175108	0.6320049	0.7997978	0.5923998	0.6852861	0.658275	0.6329481	0.3117836	0.2392936	0.2428218	0.2557895	0.2172771	0.4295013	0.3176736	0.0058155	0.1072653	0.4891223	0.1836789	0.6394873	0.1292188	0.1426469	0.628022	0.6287458	0.3694873
600	0.320352	0.1110849	0.3192529	0.4692174	0.428152	0.7806927	0.537097	0.5683172	0.5101003	0.5824066	0.6735869	0.5304875	0.4941739	0.728388	0.5292382	0.3506606	0.2514307	0.2479651	0.5251269	0.2243661	0.315699	0.2793655	0.0081844	0.0946612	0.4357955	0.2412381	0.5041073	0.1470993	0.0903058	0.6606088	0.5938999	0.5431009
620	0.4048588	0.1223262	0.3593495	0.4444324	0.5294295	0.8562902	0.5737423	0.6265153	0.4079868	0.5952045	0.7047216	0.5527407	0.4365553	0.6731138	0.4562594	0.3171542	0.2436137	0.1719	0.4865412	0.1465572	0.3057628	0.2982781	0.0147979	0.1138374	0.4048495	0.2721747	0.5373794	0.2909849	0.1642001	0.6292848	0.5447804	0.5667859
640	0.406537	0.1190138	0.3737276	0.4391793	0.4464575	0.6511393	0.5714306	0.524045	0.3673245	0.6130482	0.6916795	0.5732143	0.5501538	0.8982708	0.4643257	0.3742102	0.2737385	0.1012431	0.5786112	0.2395869	0.38475	0.3335969	0.0075544	0.1570313	0.3770806	0.3612189	0.4979183	0.2779434	0.1540852	0.7243631	0.6149453	0.5897542
660	0.3161535	0.0773884	0.3346226	0.4036271	0.5500142	0.8334952	0.6713338	0.5175935	0.2884887	0.4831534	0.6875766	0.5001102	0.4683688	0.6772156	0.522866	0.3826979	0.2452343	0.1050372	0.4980973	0.2037863	0.2501629	0.2814416	0.0102118	0.0804486	0.426984	0.2834287	0.5301424	0.1945412	0.1677299	0.6323173	0.5411214	0.604981
680	0.4391488	0.0883684	0.3395348	0.5176537	0.5387237	0.7116011	0.5619891	0.5319317	0.306387	0.5317396	0.7442777	0.5823205	0.430511	0.7075612	0.5380138	0.4709496	0.2481598	0.0800636	0.713927	0.1856773	0.3530174	0.2326752	0.0197501	0.133846	0.5062506	0.3098708	0.4211233	0.3551009	0.1049265	0.6963099	0.5773228	0.706903
700	0.3537391	0.1242037	0.3586587	0.509052	0.6801568	0.6990231	0.6474942	0.6158685	0.2934671	0.581852	0.7607803	0.6681157	0.5727413	0.6451943	0.5193154	0.4992443	0.2870145	0.0370922	0.6728584	0.2452612	0.279168	0.2638974	0.0094355	0.1245992	0.3644235	0.3335172	0.5229802	0.2451144	0.1540914	0.7189427	0.5662307	0.6172328
720	0.2996453	0.0961614	0.3499054	0.4439065	0.7374122	0.7739707	0.6832234	0.5410666	0.3467341	0.5784532	0.8101974	0.6655342	0.4489788	0.8207959	0.6505823	0.4599554	0.2373043	0.0469675	0.5671568	0.1866526	0.3506913	0.3342655	0.0089203	0.1318388	0.4054516	0.3276671	0.5724094	0.313879	0.2073863	0.7541089	0.5971486	0.6884787
740	0.2914512	0.1333355	0.3313934	0.3498574	0.7102175	0.7292427	0.8027713	0.6460389	0.3695652	0.6222543	0.8026051	0.6044372	0.450476	0.8478706	0.7259281	0.4529288	0.284822	0.0520848	0.7218256	0.1766065	0.2830121	0.3174292	0.00737	0.0902331	0.3778008	0.4092237	0.512337	0.3230305	0.1517398	0.7038123	0.6105099	0.7468142
760	0.2909477	0.1125252	0.3344533	0.3743254	0.5312599	0.7954753	0.6192704	0.5918596	0.42635	0.7371381	0.7691252	0.7242363	0.4252316	0.7689685	0.5419721	0.6059472	0.3036478	0.0338947	0.6820659	0.2170658	0.3070848	0.4127309	0.0021177	0.0897739	0.3438409	0.3658282	0.5769511	0.3733946	0.2186417	0.6077526	0.5947321	0.6535668
780	0.4490943	0.159666	0.2645286	0.4440672	0.5158861	0.8255722	0.5260791	0.4745582	0.2279223	0.676999	0.7734336	0.6868663	0.5325384	0.7394905	0.5688887	0.3922858	0.2570046	0.0628333	0.5603309	0.1685261	0.298765	0.2866212	0.0100314	0.1218095	0.3785229	0.3077132	0.6060714	0.3191708	0.3525555	0.8010164	0.5298228	0.6296342
800	0.3408412	0.19767	0.30298	0.3072939	0.5408486	0.7761968	0.4949873	0.5039458	0.3105697	0.5383156	0.7714164	0.6765856	0.4898405	0.7677102	0.6288468	0.4317129	0.2854612	0.0322659	0.5788855	0.2597606	0.3261381	0.3487087	0.0091902	0.1049211	0.4443458	0.4169871	0.5277974	0.3181488	0.2113467	0.6788714	0.5050122	0.6763046
820	0.3811983	0.1447821	0.3056515	0.3593625	0.5883504	0.8644565	0.5825536	0.525406	0.2533973	0.6630231	0.7634125	0.6578158	0.4737065	0.6804372	0.7131964	0.4123557	0.3213789	0.0495203	0.6891386	0.1765068	0.2479854	0.4042732	0.0084006	0.1206974	0.4549938	0.3462223	0.5765135	0.3771778	0.1809829	0.5772536	0.5082289	0.6348443
840	0.3479077	0.1312457	0.2935951	0.4162594	0.7170454	0.6486409	0.6570776	0.5588967	0.2812627	0.6426838	0.7239372	0.6470821	0.6180349	0.755249	0.5177946	0.4500436	0.2372882	0.0197382	0.6865092	0.2298042	0.2353429	0.3604077	0.0118735	0.1056837	0.4787036	0.3398888	0.5920774	0.247027	0.1507764	0.6273866	0.570478	0.6778555
860	0.3887216	0.182848	0.3308948	0.5352615	0.6045929	0.694465	0.6245159	0.5808777	0.2631183	0.5652661	0.74824	0.5110328	0.5239613	0.7422273	0.5405363	0.4547454	0.2364051	0.0596437	0.7187342	0.2027391	0.2758251	0.3928108	0.0022601	0.0939327	0.3378332	0.3635202	0.5280461	0.2899126	0.2230575	0.721459	0.6377107	0.6522131
880	0.3215761	0.1669155	0.3092999	0.4320989	0.6375893	0.7414899	0.6401614	0.5714834	0.3202395	0.5232109	0.6705161	0.6704572	0.6442019	0.7229112	0.5651585	0.4878602	0.3181645	0.039962	0.80577	0.1675763	0.3177591	0.2504901	0.0078396	0.0832309	0.3811845	0.4199527	0.5494629	0.2404431	0.2399435	0.622887	0.6088122	0.6784218
900	0.3653741	0.1575468	0.3157077	0.3945412	0.6455556	0.6073144	0.6845759	0.4805979	0.3631265	0.4854801	0.6879674	0.6274687	0.4881735	0.61544	0.5773975	0.4513216	0.184803	0.0158958	0.7433367	0.1496435	0.3275399	0.2554531	0.0040884	0.116703	0.4281181	0.3663705	0.5276546	0.3088945	0.1518127	0.5993399	0.5293276	0.7690872
920	0.3958842	0.1372791	0.2350848	0.4820746	0.6485209	0.7251095	0.6461473	0.6607595	0.229658	0.7072612	0.5439992	0.6450483	0.4766634	0.7287639	0.7063863	0.3515643	0.2351674	0.0342936	0.7081336	0.1860016	0.2854744	0.2929803	0.0083324	0.1280787	0.4979505	0.3068182	0.5195043	0.3360119	0.1582947	0.6364737	0.5254398	0.7024503
940	0.4466484	0.1286569	0.3102996	0.4261184	0.7040156	0.6671801	0.6548382	0.5335843	0.2291222	0.5894242	0.7884141	0.6266335	0.4328815	0.8637834	0.5443185	0.4440361	0.1744195	0.0419728	0.7563651	0.1631376	0.3396478	0.3029405	0.00801	0.0805974	0.4453476	0.2779248	0.5638359	0.267109	0.2410471	0.7049148	0.6053253	0.7762512
960	0.3390485	0.1446355	0.3286884	0.4446913	0.6826797	0.5804664	0.5380551	0.6607459	0.3043142	0.7457925	0.7747386	0.6703636	0.4403297	0.7270213	0.540164	0.3222945	0.2347635	0.0217463	0.8317802	0.2326087	0.3646124	0.3233139	0.0049166	0.1489691	0.463725	0.3896547	0.3870961	0.5187676	0.2363175	0.7555671	0.5723424	0.828147
980	0.3198325	0.1898878	0.3270273	0.5432727	0.8164777	0.5624973	0.5989411	0.6624548	0.3426716	0.6412348	0.7601821	0.675616	0.4912162	0.9385025	0.6753913	0.4302689	0.2214746	0.1008469	0.8965408	0.2112132	0.3313591	0.350819	0.0061639	0.1129514	0.4400814	0.376993	0.5226712	0.3387427	0.2614053	0.7126131	0.4302156	0.6646024
1000	0.2997825	0.1379778	0.3372535	0.4963197	0.7131854	0.763067	0.7849493	0.6345301	0.2462438	0.6821814	0.7548969	0.5983876	0.4305781	0.6407976	0.7517254	0.4760394	0.2666581	0.0272751	0.7050222	0.2294912	0.3583237	0.378305	0.0137126	0.1140961	0.4681533	0.3968002	0.5144078	0.5043019	0.3017726	0.6613842	0.4253431	0.8332456
1020	0.3843288	0.1325048	0.2855064	0.4294201	0.6452013	0.8716173	0.5960216	0.5842603	0.2509972	0.5865996	0.7750539	0.6222521	0.5584406	0.8219093	0.6343133	0.4657611	0.259674	0.1011962	0.8091382	0.2860247	0.3750814	0.41755	0.0262431	0.1471516	0.4166155	0.3864935	0.5394576	0.4202793	0.2083155	0.6825243	0.5144624	0.7767798
1040	0.4007212	0.1245354	0.3198923	0.3991897	0.7050003	0.7091919	0.4334573	0.6957974	0.3716577	0.6564746	0.6241152	0.5960641	0.5086701	0.7248201	0.6396338	0.3995164	0.2767373	0.0237311	0.7146869	0.3260794	0.3639199	0.3053524	0.0133424	0.1099606	0.4002849	0.3467003	0.5120311	0.3585866	0.2705018	0.7000929	0.620818	0.6853358
1060	0.3396816	0.1185404	0.4442747	0.5147381	0.5890599	0.827192	0.5527273	0.6162875	0.3275259	0.6626439	0.7197275	0.6062558	0.5741157	0.7380272	0.6848475	0.4507467	0.3533823	0.0435031	0.7632795	0.2297677	0.2882409	0.2796923	0.0058329	0.1134117	0.3785375	0.3189637	0.6265396	0.3324273	0.3061749	0.6130612	0.6262831	0.7611175
1080	0.2555953	0.1414319	0.2929855	0.5693028	0.6318076	0.7346618	0.5975631	0.5601193	0.3115541	0.468382	0.6459344	0.5490909	0.5223886	0.7528754	0.6377077	0.4289144	0.4145326	0.0250902	0.7419806	0.2043728	0.3603447	0.3432019	0.0080999	0.1687294	0.4111383	0.3739364	0.4676091	0.322169	0.2316996	0.7379707	0.5916676	0.8634464
1100	0.2894289	0.1082332	0.323777	0.4182969	0.5497344	0.6737731	0.5671336	0.6746542	0.2383488	0.6882766	0.6900702	0.715271	0.5432185	0.6227288	0.6715121	0.4157341	0.2978676	0.0266554	0.7005994	0.1920671	0.4001479	0.2545178	0.0008224	0.1269461	0.4289302	0.3625248	0.4642468	0.3321694	0.2393845	0.7871143	0.4605617	0.7487569
1120	0.507623	0.1492018	0.3072775	0.4658483	0.5383754	0.6954562	0.5206756	0.6305932	0.3178277	0.6612294	0.7197402	0.6119458	0.3880605	0.7817395	0.568281	0.4742925	0.2629972	0.0482109	0.8218028	0.1634766	0.3292089	0.3055177	0.0016999	0.0859558	0.3712494	0.5051838	0.539141	0.3501264	0.1930765	0.8013462	0.4739607	0.732278
1140	0.3337311	0.1723767	0.3811785	0.3742566	0.4603868	0.7460076	0.5354647	0.4250123	0.1632408	0.6514351	0.5744267	0.6041065	0.5406058	0.7140802	0.5409472	0.5710067	0.2647733	0.070895	0.5324242	0.2118007	0.2866274	0.3509874	0.2217334	0.1579858	0.3315136	0.3878859	0.6854168	0.3983596	0.1646061	0.6869877	0.5071392	0.655087
1160	0.2236719	0.1389333	0.308917	0.4295817	0.5597282	0.749571	0.5312643	0.3683852	0.1255052	0.6548879	0.6861815	0.6940397	0.4534544	0.7613271	0.5846397	0.7706145	0.2148184	0.0965257	0.5719493	0.1940432	0.2679728	0.2989271	0.4425245	0.1042927	0.4987288	0.3212635	0.526753	0.4319771	0.1848343	0.6705874	0.4104888	0.754929
1180	0.1898732	0.1661708	0.3082598	0.4919402	0.5840044	0.7266662	0.4324715	0.2471708	0.118559	0.5240066	0.7458994	0.5713985	0.6044112	0.6101143	0.4915824	0.7068322	0.3193365	0.2507221	0.3894924	0.2245687	0.2825658	0.2759832	0.5182135	0.1417223	0.4537875	0.3607555	0.4684492	0.5293711	0.1459376	0.6750579	0.6329158	0.7093279
1200	0.2351672	0.1648448	0.3416466	0.4974875	0.568197	0.7879253	0.4224516	0.2561676	0.0705389	0.5294416	0.699535	0.5396957	0.529159	0.7253874	0.4978626	0.5477713	0.2285143	0.2227305	0.4157861	0.2899514	0.2904786	0.3629461	0.6061133	0.165092	0.3064009	0.3130454	0.5182806	0.4939301	0.1484286	0.7616053	0.5489497	0.7461688
1220	0.1635836	0.1252432	0.4315224	0.473956	0.5169702	0.7090431	0.4012915	0.2989152	0.0575958	0.5106204	0.6551111	0.6580598	0.5039642	0.7777563	0.4872784	0.6406384	0.2483169	0.2190949	0.3360253	0.2056276	0.3203758	0.3827641	0.5076993	0.1311163	0.4523773	0.3070651	0.3837646	0.5255423	0.1463521	0.5556445	0.6174617	0.7066082
1240	0.1990092	0.1186692	0.4216664	0.5163571	0.592914	0.7213248	0.4945716	0.3377212	0.0844927	0.4335605	0.769104	0.6564822	0.636542	0.7179241	0.4830152	0.7521665	0.2216892	0.2050284	0.2484847	0.2168461	0.3657123	0.3131845	0.5775123	0.0862865	0.3774047	0.2353227	0.4789504	0.4901345	0.0794654	0.5026686	0.5447831	0.8072225
1260	0.2504929	0.1332447	0.4315462	0.4640776	0.6097782	0.7119667	0.4712084	0.3459968	0.0434522	0.453406	0.5596383	0.7132066	0.5773665	0.7568001	0.555538	0.7669755	0.1708534	0.1236132	0.2227016	0.1996557	0.2603177	0.2826212	0.528864	0.0962156	0.4313765	0.2970332	0.5141007	0.6310286	0.0709425	0.6479257	0.6988788	0.7564621
1280	0.2718355	0.123545	0.2894233	0.3142261	0.6609299	0.7774551	0.4520615	0.394637	0.075686	0.4289479	0.5779877	0.6278549	0.6602957	0.6833919	0.496753	0.8385143	0.2651861	0.1934975	0.2017183	0.2084981	0.24383	0.3304492	0.5405353	0.1330539	0.393301	0.3187293	0.5569355	0.5214157	0.07388	0.5734688	0.6714976	0.6230076
1300	0.3095459	0.1219328	0.3417089	0.4418168	0.5877628	0.8735031	0.5176704	0.2848348	0.0591225	0.321905	0.6249582	0.6387296	0.6622674	0.6523554	0.494504	0.723512	0.2490025	0.1900756	0.2745008	0.190488	0.2035883	0.2641213	0.4971708	0.0894967	0.3902556	0.3541314	0.5749381	0.5766647	0.083761	0.6643947	0.6627587	0.6572994
1320	0.2399893	0.0715499	0.3292967	0.4615689	0.63569	0.7378477	0.4707458	0.3082641	0.047258	0.4334797	0.8119945	0.5880963	0.7632986	0.7244993	0.55375	0.7298846	0.3015326	0.1525004	0.3254996	0.2417439	0.3137565	0.2316308	0.7331474	0.0933915	0.3726505	0.3975841	0.6117503	0.3902383	0.0569775	0.5510477	0.6243122	0.6867555
1340	0.2869285	0.0909943	0.3304721	0.4145082	0.5787655	0.6041995	0.5092227	0.3031529	0.0621857	0.393244	0.722847	0.7107229	0.736888	0.6382053	0.4675292	0.646781	0.3017507	0.1832389	0.2976472	0.1902437	0.3460107	0.2085812	0.5332231	0.10962	0.4770548	0.3239972	0.5468964	0.4404658	0.0336058	0.5677851	0.7090767	0.7023082
1360	0.2435872	0.1285303	0.429797	0.4590391	0.5825656	0.6063012	0.4970704	0.2488985	0.0587267	0.3126995	0.7261313	0.5901838	0.6698685	0.6445986	0.4347979	0.7422001	0.2225642	0.1601066	0.2871769	0.1675344	0.2393196	0.3367722	0.6933013	0.1154753	0.4539728	0.3093262	0.569366	0.5799317	0.0197458	0.5484568	0.8059192	0.7335761
1380	0.2375103	0.1169489	0.5467028	0.3882622	0.5413642	0.7198139	0.437538	0.2505707	0.0474966	0.244966	0.6314353	0.6273556	0.862266	0.7722592	0.5148053	0.7237435	0.264025	0.2008029	0.2564438	0.1729807	0.2392803	0.3367183	0.7181039	0.1141683	0.433975	0.295389	0.5924951	0.5235656	0.0235952	0.5750714	0.7183689	0.6369861
1400	0.285173	0.1474589	0.3436603	0.293501	0.6285099	0.6347455	0.475334	0.2784736	0.0327305	0.2686247	0.6490628	0.6950253	0.6774927	0.7505953	0.4529493	0.7705737	0.2201897	0.1843269	0.2711929	0.1782498	0.201797	0.2597209	0.5097581	0.1077339	0.4425789	0.4120544	0.4642826	0.4716449	0.0314106	0.4918925	0.6872511	0.72696
