"Time"	hupA	fis	mtlR	marR	marA	rob	putA	glcC	xylR	hupB	marB	micF	pgm	seqA	zwf	xylH	inaA	nfo	xylF	xylG	ygiA	ygiB	tolC	ygiC	mtlD	mtlA	fumC	tyrP	mtr	galM	galK	galE
560	0,5630980	0,3032005	0,0873488	0,3003490	0,7882785	0,5351420	0,3168258	0,3852539	0,9496501	0,0795426	0,5994700	0,9558960	0,5233456	0,9990872	0,7939866	0,8820727	0,9692389	0,6851516	0,6306055	0,3408705	0,8671641	0,8691327	0,9495959	0,6473623	0,7187614	0,9965952	0,9429694	0,9940084	0,3944406	0,0369130	0,2898846	0,0473350
580	0,4283626	0,3410012	0,1907612	0,2993072	0,7191676	0,5347882	0,3170065	0,4866321	0,9494873	0,3764882	0,6004199	0,9614376	0,5237533	0,9984772	0,7372437	0,8815217	0,9691180	0,6836767	0,6296549	0,3375285	0,6235967	0,6091911	0,9189468	0,6478938	0,8237255	0,9948038	0,9430912	0,9926689	0,6326122	0,0360306	0,2793120	0,2887642
600	0,3889077	0,3622307	0,2267167	0,2986429	0,6707935	0,5392575	0,3148234	0,5509938	0,9487068	0,5738817	0,6019739	0,9743650	0,5242519	0,9920477	0,7040279	0,8790691	0,9684955	0,6808985	0,6253135	0,3220218	0,4745548	0,4472278	0,8965684	0,6394351	0,8859536	0,9820937	0,9406329	0,9850819	0,5722261	0,0344365	0,2680632	0,4452848
620	0,3865276	0,3720215	0,2414324	0,2986523	0,6358053	0,5491419	0,3099818	0,5897295	0,9473586	0,7043688	0,6038506	0,9833504	0,5178939	0,9702708	0,6829221	0,8751726	0,9672343	0,6768947	0,6182093	0,2966338	0,3834099	0,3443323	0,8803745	0,6203582	0,9218791	0,9506210	0,9349058	0,9705260	0,3841435	0,0331971	0,2655881	0,5509730
640	0,3958144	0,3750867	0,2483021	0,2996200	0,6093719	0,5632500	0,3030717	0,6118770	0,9457396	0,7902337	0,6055902	0,9892154	0,4961706	0,9302480	0,6687029	0,8709013	0,9653720	0,6724302	0,6101450	0,2681516	0,3282663	0,2775873	0,8689606	0,5925004	0,9418317	0,9047597	0,9261077	0,9518807	0,2659350	0,0323207	0,2667132	0,6170188
660	0,4063667	0,3747915	0,2516406	0,3017121	0,5883895	0,5799820	0,2948841	0,6238449	0,9441282	0,8465926	0,6068869	0,9930131	0,4600768	0,8790820	0,6590066	0,8670600	0,9630090	0,6683432	0,6025767	0,2417461	0,2959443	0,2333574	0,8613397	0,5588632	0,9523960	0,8565312	0,9148503	0,9319380	0,1947444	0,0317131	0,2685442	0,6462603
680	0,4146396	0,3731965	0,2532686	0,3049352	0,5709309	0,5979073	0,2861244	0,6298576	0,9427026	0,8835897	0,6076011	0,9954673	0,4174476	0,8262523	0,6526730	0,8640319	0,9602534	0,6652470	0,5962843	0,2198921	0,2783663	0,2034048	0,8567592	0,5224185	0,9576992	0,8152991	0,9019078	0,9124343	0,1519934	0,0312947	0,2700747	0,6457510
700	0,4200357	0,3714026	0,2540532	0,3091563	0,5558386	0,6159588	0,2773175	0,6325552	0,9415420	0,9079447	0,6077057	0,9970523	0,3753001	0,7781889	0,6489853	0,8618790	0,9571951	0,6634409	0,5914937	0,2031490	0,2704378	0,1826577	0,8545970	0,4855459	0,9602146	0,7845496	0,8880405	0,8943564	0,1263302	0,0310072	0,2711031	0,6271411
720	0,4230477	0,3698979	0,2544251	0,3141518	0,5424343	0,6334406	0,2688055	0,6335131	0,9406557	0,9240568	0,6072411	0,9980756	0,3375022	0,7377355	0,6473692	0,8604846	0,9539000	0,6629460	0,5880950	0,1910621	0,2688297	0,1679319	0,8543140	0,4498855	0,9613411	0,7637104	0,8738872	0,8782646	0,1109233	0,0308100	0,2717017	0,6010514
740	0,4244218	0,3688229	0,2545988	0,3196610	0,5303249	0,6499575	0,2607821	0,6336293	0,9400130	0,9347816	0,6062860	0,9987362	0,3055031	0,7053745	0,6473095	0,8596652	0,9504126	0,6635939	0,5858259	0,1827669	0,2712886	0,1571930	0,8554403	0,4164179	0,9618209	0,7505685	0,8599256	0,8644399	0,1016717	0,0306748	0,2720047	0,5743527
760	0,4248217	0,3681476	0,2546798	0,3254298	0,5192801	0,6653272	0,2533358	0,6333901	0,9395668	0,9419664	0,6049392	0,9991624	0,2793954	0,6803910	0,6483465	0,8592382	0,9467634	0,6651210	0,5843920	0,1773296	0,2762469	0,1491229	0,8575734	0,3856290	0,9620218	0,7427479	0,8464779	0,8529441	0,0961150	0,0305822	0,2721324	0,5505169
780	0,4247297	0,3677776	0,2547183	0,3312391	0,5091597	0,6795024	0,2464874	0,6330421	0,9392679	0,9468070	0,6033052	0,9994371	0,2586321	0,6616075	0,6500924	0,8590534	0,9429748	0,6672425	0,5835306	0,1739156	0,2826001	0,1428599	0,8603796	0,3576733	0,9621121	0,7383170	0,8337411	0,8436678	0,0927770	0,0305188	0,2721709	0,5308118
800	0,4244498	0,3676110	0,2547375	0,3369174	0,4998722	0,6925125	0,2402193	0,6326990	0,9390735	0,9500821	0,6014841	0,9996139	0,2424277	0,6477755	0,6522403	0,8590025	0,9390664	0,6696994	0,5830364	0,1718569	0,2895725	0,1378377	0,8635917	0,3325055	0,9621614	0,7359099	0,8218212	0,8363835	0,0907717	0,0304755	0,2721731	0,5153091
820	0,4241482	0,3675635	0,2547477	0,3423431	0,4913521	0,7044247	0,2344949	0,6324051	0,9389495	0,9523032	0,5995643	0,9997272	0,2299645	0,6377596	0,6545629	0,8590147	0,9350580	0,6722815	0,5827628	0,1706594	0,2966303	0,1336836	0,8670041	0,3099712	0,9621950	0,7346452	0,8107627	0,8308006	0,0895673	0,0304458	0,2721670	0,5035298
840	0,4238993	0,3675755	0,2547535	0,3474388	0,4835469	0,7153206	0,2292705	0,6321706	0,9388714	0,9538101	0,5976185	0,9997995	0,2204903	0,6306070	0,6569030	0,8590488	0,9309710	0,6748337	0,5826136	0,1699823	0,3034208	0,1301520	0,8704645	0,2898655	0,9622203	0,7339933	0,8005712	0,8266118	0,0888441	0,0304255	0,2721642	0,4948080
860	0,4237233	0,3676100	0,2547569	0,3521630	0,4764111	0,7252829	0,2245026	0,6319912	0,9388219	0,9548310	0,5957027	0,9998451	0,2133567	0,6255574	0,6591596	0,8590840	0,9268296	0,6772516	0,5825302	0,1696043	0,3097258	0,1270816	0,8738647	0,2719676	0,9622392	0,7336555	0,7912284	0,8235258	0,0884101	0,0304116	0,2721676	0,4884772
880	0,4236139	0,3676467	0,2547588	0,3565010	0,4699026	0,7343889	0,2201508	0,6318578	0,9387900	0,9555207	0,5938575	0,9998735	0,2080276	0,6220261	0,6612743	0,8591116	0,9226597	0,6794731	0,5824795	0,1693906	0,3154258	0,1243661	0,8771321	0,2560597	0,9622522	0,7334727	0,7827018	0,8212868	0,0881499	0,0304022	0,2721760	0,4839527
900	0,4235547	0,3676768	0,2547598	0,3604567	0,4639811	0,7427090	0,2161789	0,6317604	0,9387688	0,9559848	0,5921096	0,9998907	0,2040726	0,6195751	0,6632184	0,8591298	0,9184894	0,6814679	0,5824445	0,1692635	0,3204719	0,1219354	0,8802209	0,2419364	0,9622603	0,7333656	0,7749502	0,8196825	0,0879940	0,0303957	0,2721871	0,4807579
920	0,4235286	0,3676980	0,2547602	0,3640460	0,4586072	0,7503057	0,2125553	0,6316904	0,9387542	0,9562958	0,5904755	0,9999005	0,2011533	0,6178840	0,6649834	0,8591402	0,9143472	0,6832288	0,5824173	0,1691814	0,3248635	0,1197422	0,8831054	0,2294088	0,9622645	0,7332966	0,7679279	0,8185442	0,0879007	0,0303913	0,2721986	0,4785227
940	0,4235217	0,3677112	0,2547603	0,3672914	0,4537427	0,7572352	0,2092522	0,6316408	0,9387438	0,9565033	0,5889630	0,9999057	0,1990081	0,6167225	0,6665728	0,8591448	0,9102615	0,6847631	0,5823947	0,1691233	0,3286312	0,1177541	0,8857744	0,2183050	0,9622660	0,7332488	0,7615869	0,8177424	0,0878449	0,0303883	0,2722091	0,4769695
960	0,4235242	0,3677182	0,2547602	0,3702189	0,4493500	0,7635480	0,2062448	0,6316063	0,9387361	0,9566412	0,5875742	0,9999078	0,1974376	0,6159272	0,6679974	0,8591460	0,9062597	0,6860874	0,5823758	0,1690793	0,3318246	0,1159479	0,8882267	0,2084701	0,9622659	0,7332147	0,7558778	0,8171804	0,0878116	0,0303862	0,2722180	0,4758955
980	0,4235302	0,3677213	0,2547600	0,3728554	0,4453930	0,7692902	0,2035109	0,6315826	0,9387303	0,9567325	0,5863072	0,9999079	0,1962916	0,6153839	0,6692711	0,8591455	0,9023670	0,6872227	0,5823601	0,1690450	0,3345028	0,1143063	0,8904677	0,1997646	0,9622651	0,7331905	0,7507516	0,8167878	0,0877918	0,0303848	0,2722248	0,4751553
1000	0,4235363	0,3677221	0,2547598	0,3752272	0,4418365	0,7745046	0,2010300	0,6315666	0,9387260	0,9567930	0,5851570	0,9999068	0,1954575	0,6150133	0,6704088	0,8591442	0,8986061	0,6881917	0,5823475	0,1690182	0,3367285	0,1128151	0,8925070	0,1920638	0,9622641	0,7331739	0,7461603	0,8165140	0,0877799	0,0303839	0,2722299	0,4746461
1020	0,4235413	0,3677217	0,2547596	0,3773592	0,4386469	0,7792309	0,1987831	0,6315562	0,9387228	0,9568329	0,5841174	0,9999049	0,1948520	0,6147607	0,6714253	0,8591428	0,8949966	0,6890168	0,5823378	0,1689976	0,3385632	0,1114626	0,8943566	0,1852558	0,9622630	0,7331630	0,7420573	0,8163233	0,0877729	0,0303832	0,2722336	0,4742964
1040	0,4235448	0,3677210	0,2547595	0,3792744	0,4357922	0,7835066	0,1967525	0,6315495	0,9387204	0,9568594	0,5831808	0,9999025	0,1944132	0,6145888	0,6723343	0,8591417	0,8915544	0,6897188	0,5823305	0,1689823	0,3400650	0,1102381	0,8960298	0,1792404	0,9622622	0,7331563	0,7383982	0,8161904	0,0877686	0,0303828	0,2722360	0,4740563
1060	0,4235469	0,3677203	0,2547594	0,3809940	0,4332421	0,7873670	0,1949212	0,6315453	0,9387187	0,9568769	0,5823395	0,9998999	0,1940959	0,6144718	0,6731481	0,8591409	0,8882920	0,6903164	0,5823251	0,1689712	0,3412868	0,1091319	0,8975403	0,1739282	0,9622616	0,7331524	0,7351409	0,8160978	0,0877661	0,0303825	0,2722377	0,4738917
1080	0,4235480	0,3677197	0,2547593	0,3825371	0,4309683	0,7908456	0,1932731	0,6315428	0,9387175	0,9568886	0,5815856	0,9998973	0,1938668	0,6143923	0,6738774	0,8591403	0,8852181	0,6908261	0,5823213	0,1689634	0,3422757	0,1081347	0,8989013	0,1692394	0,9622612	0,7331504	0,7322461	0,8160334	0,0877646	0,0303823	0,2722387	0,4737790
1100	0,4235485	0,3677192	0,2547593	0,3839210	0,4289441	0,7939741	0,1917931	0,6315414	0,9387166	0,9568964	0,5809114	0,9998946	0,1937018	0,6143384	0,6745319	0,8591400	0,8823380	0,6912621	0,5823187	0,1689581	0,3430724	0,1072378	0,9001260	0,1651027	0,9622609	0,7331496	0,7296771	0,8159886	0,0877638	0,0303822	0,2722394	0,4737019

0	0,4235454	0,3677182	0,2547592	0,3954188	0,4133336	0,8194120	0,1799186	0,6315418	0,9387010	0,9569055	0,5754630	0,9998606	0,1933202	0,6142134	0,6802773	0,8591384	0,8536010	0,6945128	0,5822755	0,1689264	0,3466841	0,1000235	0,9105462	0,1343966	0,9622593	0,7331536	0,7102302	0,8157874	0,0877619	0,0303905	0,2722302	0,4734732
20	0,6872036	0,3677188	0,2547593	0,3953795	0,4133553	0,8193887	0,1526723	0,6315416	0,8610386	0,8883044	0,5754875	0,9998618	0,1584178	0,4318754	0,7696236	0,8590753	0,8635581	0,6971098	0,5812439	0,1686752	0,3664754	0,1000237	0,9235075	0,1344231	0,9622600	0,7331532	0,7102448	0,8102691	0,0877080	0,0303863	0,2707219	0,4663672
40	0,7849743	0,3677191	0,2547593	0,3953501	0,4133760	0,8193670	0,1352085	0,6315414	0,8063601	0,8424477	0,5755087	0,9998603	0,1321869	0,3246390	0,8179924	0,8587711	0,8705441	0,6988217	0,5759190	0,1673995	0,3785118	0,1000254	0,9329028	0,1344473	0,9622604	0,7331523	0,7102588	0,7864853	0,0875652	0,0303799	0,2620675	0,4420048
60	0,8212301	0,3677192	0,2547593	0,3953280	0,4133954	0,8193466	0,1243670	0,6315412	0,7678604	0,8117945	0,5755269	0,9998531	0,1136615	0,2627110	0,8441762	0,8582229	0,8754470	0,6999502	0,5654204	0,1650276	0,3858323	0,1000282	0,9397131	0,1344698	0,9622606	0,7331515	0,7102724	0,7497062	0,0874341	0,0303735	0,2435171	0,4162946
80	0,8346746	0,3677191	0,2547593	0,3953110	0,4134133	0,8193272	0,1179277	0,6315410	0,7407498	0,7913042	0,5755423	0,9998404	0,1015446	0,2283128	0,8583494	0,8575129	0,8788893	0,7006943	0,5505194	0,1618865	0,3902849	0,1000317	0,9446495	0,1344909	0,9622606	0,7331509	0,7102855	0,7096835	0,0873407	0,0303682	0,2180726	0,3995157
100	0,8396602	0,3677191	0,2547593	0,3952977	0,4134297	0,8193087	0,1143344	0,6315409	0,7216571	0,7776073	0,5755553	0,9998240	0,0941866	0,2101849	0,8660206	0,8567337	0,8813074	0,7011850	0,5327532	0,1583778	0,3929937	0,1000357	0,9482275	0,1345109	0,9622607	0,7331504	0,7102982	0,6727849	0,0872795	0,0303640	0,1914147	0,3921551
120	0,8415090	0,3677190	0,2547593	0,3952871	0,4134446	0,8192912	0,1125046	0,6315408	0,7082094	0,7684516	0,5755661	0,9998058	0,0901011	0,2013341	0,8701719	0,8559621	0,8830072	0,7015086	0,5138716	0,1548440	0,3946422	0,1000400	0,9508209	0,1345298	0,9622607	0,7331502	0,7103104	0,6416969	0,0872411	0,0303610	0,1676656	0,3913331
140	0,8421946	0,3677189	0,2547593	0,3952784	0,4134581	0,8192747	0,1117040	0,6315408	0,6987366	0,7623314	0,5755752	0,9997876	0,0881319	0,1975548	0,8724178	0,8552505	0,8842030	0,7017222	0,4954182	0,1515261	0,3956458	0,1000443	0,9527004	0,1345475	0,9622607	0,7331500	0,7103219	0,6168589	0,0872177	0,0303588	0,1484509	0,3941157
160	0,8424488	0,3677189	0,2547593	0,3952712	0,4134701	0,8192593	0,1114568	0,6315408	0,6920631	0,7582403	0,5755827	0,9997708	0,0874505	0,1964005	0,8736324	0,8546285	0,8850453	0,7018633	0,4784984	0,1485651	0,3962573	0,1000485	0,9540626	0,1345641	0,9622607	0,7331500	0,7103328	0,5976576	0,0872037	0,0303572	0,1337735	0,3984132
180	0,8425431	0,3677189	0,2547593	0,3952650	0,4134809	0,8192450	0,1114733	0,6315408	0,6873612	0,7555056	0,5755889	0,9997559	0,0874971	0,1964975	0,8742887	0,8541067	0,8856393	0,7019564	0,4637351	0,1460222	0,3966302	0,1000526	0,9550497	0,1345795	0,9622607	0,7331500	0,7103429	0,5831238	0,0871955	0,0303560	0,1229433	0,4029751
200	0,8425781	0,3677189	0,2547593	0,3952596	0,4134905	0,8192317	0,1115907	0,6315407	0,6840481	0,7536776	0,5755941	0,9997433	0,0879127	0,1971064	0,8746429	0,8536831	0,8860589	0,7020179	0,4513456	0,1439024	0,3968579	0,1000564	0,9557649	0,1345938	0,9622607	0,7331500	0,7103523	0,5722733	0,0871909	0,0303552	0,1151169	0,4071585
220	0,8425910	0,3677188	0,2547593	0,3952548	0,4134989	0,8192196	0,1117264	0,6315407	0,6817135	0,7524557	0,5755984	0,9997330	0,0884781	0,1978511	0,8748337	0,8533480	0,8863560	0,7020585	0,4412644	0,1421770	0,3969972	0,1000599	0,9562830	0,1346068	0,9622607	0,7331500	0,7103609	0,5642453	0,0871884	0,0303546	0,1095308	0,4107005
240	0,8425958	0,3677188	0,2547593	0,3952505	0,4135064	0,8192086	0,1118448	0,6315407	0,6800683	0,7516389	0,5756020	0,9997248	0,0890681	0,1985571	0,8749360	0,8530886	0,8865669	0,7020853	0,4332615	0,1407992	0,3970826	0,1000632	0,9566583	0,1346188	0,9622607	0,7331500	0,7103687	0,5583406	0,0871870	0,0303542	0,1055723	0,4135510
260	0,8425976	0,3677188	0,2547593	0,3952466	0,4135131	0,8191986	0,1119354	0,6315407	0,6789088	0,7510929	0,5756050	0,9997184	0,0896169	0,1991566	0,8749906	0,8528912	0,8867170	0,7021030	0,4270339	0,1397165	0,3971350	0,1000661	0,9569301	0,1346296	0,9622607	0,7331500	0,7103759	0,5540144	0,0871864	0,0303539	0,1027780	0,4157654
280	0,8425983	0,3677188	0,2547593	0,3952431	0,4135189	0,8191895	0,1119989	0,6315407	0,6780916	0,7507279	0,5756075	0,9997136	0,0900953	0,1996350	0,8750194	0,8527430	0,8868244	0,7021146	0,4222656	0,1388766	0,3971674	0,1000688	0,9571269	0,1346394	0,9622607	0,7331500	0,7103823	0,5508525	0,0871861	0,0303537	0,1008093	0,4174414
300	0,8425985	0,3677189	0,2547593	0,3952400	0,4135240	0,8191814	0,1120408	0,6315408	0,6775157	0,7504839	0,5756096	0,9997099	0,0904952	0,2000018	0,8750342	0,8526330	0,8869015	0,7021222	0,4186628	0,1382323	0,3971874	0,1000712	0,9572692	0,1346482	0,9622607	0,7331500	0,7103880	0,5485452	0,0871860	0,0303536	0,0994232	0,4186847
320	0,8425986	0,3677189	0,2547593	0,3952371	0,4135285	0,8191742	0,1120669	0,6315408	0,6771098	0,7503208	0,5756114	0,9997072	0,0908197	0,2002754	0,8750416	0,8525522	0,8869572	0,7021271	0,4159702	0,1377427	0,3971998	0,1000733	0,9573722	0,1346561	0,9622607	0,7331500	0,7103932	0,5468633	0,0871859	0,0303535	0,0984472	0,4195922
340	0,8425986	0,3677189	0,2547593	0,3952345	0,4135325	0,8191677	0,1120824	0,6315408	0,6768237	0,7502118	0,5756129	0,9997052	0,0910773	0,2004753	0,8750450	0,8524932	0,8869977	0,7021303	0,4139760	0,1373736	0,3972076	0,1000752	0,9574467	0,1346632	0,9622607	0,7331500	0,7103978	0,5456381	0,0871860	0,0303534	0,0977598	0,4202461
360	0,8425987	0,3677189	0,2547593	0,3952322	0,4135359	0,8191620	0,1120912	0,6315408	0,6766220	0,7501390	0,5756143	0,9997037	0,0912784	0,2006190	0,8750463	0,8524505	0,8870273	0,7021323	0,4125102	0,1370973	0,3972124	0,1000769	0,9575005	0,1346694	0,9622607	0,7331500	0,7104019	0,5447460	0,0871860	0,0303533	0,0972753	0,4207121
380	0,8425987	0,3677189	0,2547593	0,3952300	0,4135389	0,8191569	0,1120960	0,6315408	0,6764799	0,7500903	0,5756154	0,9997027	0,0914332	0,2007212	0,8750465	0,8524197	0,8870492	0,7021335	0,4114395	0,1368916	0,3972155	0,1000784	0,9575393	0,1346750	0,9622607	0,7331500	0,7104055	0,5440968	0,0871860	0,0303533	0,0969337	0,4210411
400	0,8425987	0,3677189	0,2547593	0,3952281	0,4135416	0,8191524	0,1120984	0,6315408	0,6763797	0,7500577	0,5756164	0,9997019	0,0915512	0,2007930	0,8750461	0,8523975	0,8870656	0,7021342	0,4106617	0,1367394	0,3972174	0,1000797	0,9575673	0,1346800	0,9622607	0,7331500	0,7104087	0,5436245	0,0871861	0,0303533	0,0966927	0,4212715
420	0,8425987	0,3677189	0,2547593	0,3952264	0,4135439	0,8191484	0,1120997	0,6315408	0,6763091	0,7500359	0,5756172	0,9997014	0,0916401	0,2008431	0,8750455	0,8523817	0,8870779	0,7021346	0,4100991	0,1366272	0,3972186	0,1000808	0,9575874	0,1346843	0,9622607	0,7331500	0,7104115	0,5432810	0,0871861	0,0303532	0,0965225	0,4214318
440	0,8425987	0,3677189	0,2547593	0,3952249	0,4135460	0,8191449	0,1121004	0,6315408	0,6762593	0,7500214	0,5756179	0,9997010	0,0917068	0,2008777	0,8750448	0,8523703	0,8870873	0,7021348	0,4096937	0,1365449	0,3972193	0,1000818	0,9576019	0,1346882	0,9622607	0,7331500	0,7104140	0,5430313	0,0871861	0,0303532	0,0964023	0,4215425
460	0,8425987	0,3677189	0,2547593	0,3952235	0,4135478	0,8191418	0,1121009	0,6315408	0,6762242	0,7500117	0,5756186	0,9997008	0,0917564	0,2009016	0,8750441	0,8523623	0,8870945	0,7021348	0,4094026	0,1364847	0,3972198	0,1000827	0,9576123	0,1346916	0,9622607	0,7331500	0,7104162	0,5428499	0,0871861	0,0303532	0,0963174	0,4216185
480	0,8425987	0,3677189	0,2547593	0,3952223	0,4135493	0,8191390	0,1121012	0,6315408	0,6761995	0,7500052	0,5756191	0,9997006	0,0917930	0,2009180	0,8750435	0,8523565	0,8871002	0,7021347	0,4091941	0,1364408	0,3972200	0,1000835	0,9576198	0,1346946	0,9622607	0,7331500	0,7104182	0,5427181	0,0871861	0,0303532	0,0962574	0,4216705
500	0,8425987	0,3677189	0,2547593	0,3952212	0,4135507	0,8191366	0,1121015	0,6315408	0,6761821	0,7500008	0,5756196	0,9997005	0,0918200	0,2009291	0,8750428	0,8523525	0,8871047	0,7021346	0,4090451	0,1364089	0,3972202	0,1000842	0,9576251	0,1346972	0,9622607	0,7331500	0,7104199	0,5426225	0,0871861	0,0303532	0,0962150	0,4217059
520	0,8425987	0,3677189	0,2547593	0,3952203	0,4135519	0,8191345	0,1121018	0,6315408	0,6761698	0,7499979	0,5756200	0,9997004	0,0918398	0,2009367	0,8750423	0,8523496	0,8871083	0,7021345	0,4089388	0,1363857	0,3972202	0,1000848	0,9576288	0,1346995	0,9622607	0,7331500	0,7104214	0,5425532	0,0871861	0,0303532	0,0961850	0,4217299
540	0,8425987	0,3677189	0,2547593	0,3952194	0,4135530	0,8191327	0,1121021	0,6315408	0,6761611	0,7499960	0,5756204	0,9997003	0,0918543	0,2009418	0,8750418	0,8523476	0,8871112	0,7021343	0,4088632	0,1363690	0,3972203	0,1000853	0,9576315	0,1347016	0,9622607	0,7331500	0,7104227	0,5425029	0,0871861	0,0303532	0,0961638	0,4217460
560	0,8425987	0,3677189	0,2547593	0,3952187	0,4135539	0,8191311	0,1121024	0,6315408	0,6761550	0,7499947	0,5756207	0,9997003	0,0918648	0,2009453	0,8750413	0,8523461	0,8871136	0,7021342	0,4088094	0,1363569	0,3972203	0,1000857	0,9576334	0,1347033	0,9622607	0,7331500	0,7104238	0,5424665	0,0871861	0,0303532	0,0961488	0,4217569
580	0,5789418	0,3677189	0,2547593	0,3952180	0,4135547	0,8191296	0,1411714	0,6315408	0,7538075	0,8185974	0,5756210	0,9997036	0,1353053	0,3959319	0,7856576	0,8524779	0,8772378	0,6994812	0,4120525	0,1367189	0,3773459	0,1000861	0,9446111	0,1347049	0,9622607	0,7331500	0,7104248	0,5461236	0,0871860	0,0303533	0,1005603	0,4206150
600	0,4811717	0,3677189	0,2547593	0,3952174	0,4135554	0,8191284	0,1588348	0,6315408	0,8084876	0,8644551	0,5756213	0,9997184	0,1617014	0,5016611	0,7372621	0,8530525	0,8703143	0,6977284	0,4266002	0,1384668	0,3652521	0,1000865	0,9351698	0,1347063	0,9622607	0,7331500	0,7104257	0,5625270	0,0871866	0,0303538	0,1202422	0,4157594
620	0,4449163	0,3677189	0,2547593	0,3952169	0,4135560	0,8191273	0,1689990	0,6315408	0,8469964	0,8951089	0,5756215	0,9997414	0,1755893	0,5551437	0,7110590	0,8539459	0,8654607	0,6965702	0,4496464	0,1415050	0,3578929	0,1000868	0,9283247	0,1347075	0,9622607	0,7331500	0,7104265	0,5900569	0,0871920	0,0303549	0,1513298	0,4094238
640	0,4314719	0,3677189	0,2547593	0,3952165	0,4135566	0,8191263	0,1746265	0,6315408	0,8741177	0,9155996	0,5756217	0,9997664	0,1818040	0,5804740	0,6968717	0,8549275	0,8620581	0,6958050	0,4751388	0,1452432	0,3534147	0,1000870	0,9233620	0,1347086	0,9622607	0,7331500	0,7104272	0,6232322	0,0872067	0,0303566	0,1838177	0,4053922
660	0,4264864	0,3677189	0,2547593	0,3952161	0,4135571	0,8191255	0,1776268	0,6315408	0,8932192	0,9292967	0,5756219	0,9997895	0,1840478	0,5919788	0,6891901	0,8558432	0,8596729	0,6952994	0,4988836	0,1491321	0,3506896	0,1000873	0,9197639	0,1347095	0,9622607	0,7331500	0,7104278	0,6571272	0,0872342	0,0303589	0,2110089	0,4057842
680	0,4246377	0,3677189	0,2547593	0,3952157	0,4135575	0,8191248	0,1791515	0,6315408	0,9066723	0,9384525	0,5756220	0,9998089	0,1846524	0,5973665	0,6850309	0,8566236	0,8580008	0,6949653	0,5189990	0,1528030	0,3490313	0,1000875	0,9171552	0,1347103	0,9622607	0,7331500	0,7104283	0,6885209	0,0872751	0,0303614	0,2311330	0,4104593
700	0,4239521	0,3677189	0,2547593	0,3952154	0,4135579	0,8191241	0,1798728	0,6315408	0,9161473	0,9445728	0,5756222	0,9998242	0,1848485	0,6003507	0,6827789	0,8572532	0,8568287	0,6947446	0,5351013	0,1560583	0,3480223	0,1000877	0,9152639	0,1347110	0,9622607	0,7331500	0,7104287	0,7158026	0,0873271	0,0303642	0,2450584	0,4179753
720	0,4236979	0,3677189	0,2547593	0,3952151	0,4135582	0,8191235	0,1801736	0,6315408	0,9228205	0,9486639	0,5756223	0,9998358	0,1851539	0,6024994	0,6815596	0,8577435	0,8560072	0,6945987	0,5475399	0,1588239	0,3474082	0,1000878	0,9138926	0,1347116	0,9622607	0,7331500	0,7104291	0,7384985	0,0873859	0,0303669	0,2543570	0,4266887
740	0,4236036	0,3677189	0,2547593	0,3952149	0,4135585	0,8191230	0,1802664	0,6315408	0,9275204	0,9513986	0,5756224	0,9998444	0,1856996	0,6043605	0,6808993	0,8581163	0,8554313	0,6945023	0,5569263	0,1611013	0,3470346	0,1000880	0,9128984	0,1347122	0,9622607	0,7331500	0,7104295	0,7568017	0,0874463	0,0303695	0,2604600	0,4353422
760	0,4235687	0,3677189	0,2547593	0,3952147	0,4135587	0,8191226	0,1802655	0,6315408	0,9308305	0,9532267	0,5756225	0,9998505	0,1864461	0,6060634	0,6805418	0,8583950	0,8550277	0,6944386	0,5638983	0,1629332	0,3468072	0,1000881	0,9121776	0,1347127	0,9622607	0,7331500	0,7104298	0,7712296	0,0875040	0,0303718	0,2644414	0,4431885
780	0,4235557	0,3677189	0,2547593	0,3952145	0,4135590	0,8191222	0,1802294	0,6315408	0,9331618	0,9544486	0,5756226	0,9998549	0,1873033	0,6076016	0,6803482	0,8586008	0,8547448	0,6943965	0,5690202	0,1643800	0,3466688	0,1000882	0,9116549	0,1347131	0,9622607	0,7331500	0,7104301	0,7824089	0,0875561	0,0303738	0,2670407	0,4498952
800	0,4235509	0,3677189	0,2547593	0,3952143	0,4135591	0,8191219	0,1801860	0,6315408	0,9348038	0,9552655	0,5756226	0,9998579	0,1881847	0,6089466	0,6802433	0,8587515	0,8545466	0,6943686	0,5727531	0,1655061	0,3465846	0,1000883	0,9112760	0,1347135	0,9622607	0,7331500	0,7104303	0,7909569	0,0876008	0,0303755	0,2687462	0,4554000
820	0,4235491	0,3677189	0,2547593	0,3952142	0,4135593	0,8191216	0,1801471	0,6315408	0,9359602	0,9558115	0,5756227	0,9998599	0,1890269	0,6100846	0,6801865	0,8588611	0,8544077	0,6943502	0,5754580	0,1663722	0,3465333	0,1000884	0,9110012	0,1347138	0,9622607	0,7331500	0,7104305	0,7974251	0,0876380	0,0303769	0,2698737	0,4597894
840	0,4235485	0,3677189	0,2547593	0,3952141	0,4135595	0,8191213	0,1801165	0,6315408	0,9367746	0,9561765	0,5756228	0,9998613	0,1897914	0,6110204	0,6801557	0,8589403	0,8543105	0,6943381	0,5774092	0,1670316	0,3465022	0,1000884	0,9108020	0,1347141	0,9622607	0,7331500	0,7104307	0,8022787	0,0876679	0,0303780	0,2706254	0,4632154
