"Time"	ihfA	hipB	hipA	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	tdcF	tdcB	tdcE	tdcC	tdcG	tdcD	yiaK	sgbU	yiaO	yiaN	sgbE	sgbH	yiaL	lyxK	yiaM	sra	ompC	csgG	csgF	csgE	ompF	micF
560	0,4073428	0,3766843	0,1729973	0,8005628	0,5770970	0,1580287	0,0513263	0,1676035	0,5062578	0,4112941	0,4177725	0,7397889	0,0079454	0,4761125	0,2491717	0,6235090	0,5192881	0,0671900	0,6042697	0,4612411	0,4732731	0,4005656	0,2634995	0,3504305	0,6654247	0,7090451	0,0956258	0,0651477	0,5329513	0,3379134	0,3599201	0,3057301
580	0,3671623	0,5119855	0,1105544	0,6915871	0,4691173	0,1603583	0,0863001	0,2011618	0,5546051	0,4001179	0,5065972	0,8007495	0,0418737	0,4725836	0,2289964	0,7167089	0,4659793	0,1666880	0,6681541	0,5166678	0,4427370	0,3770624	0,2227176	0,3837031	0,6743507	0,8082643	0,1665409	0,0407809	0,5168402	0,3344706	0,3144961	0,3356263
600	0,3623978	0,3362989	0,1284279	0,5804174	0,4541893	0,3051978	0,0668133	0,2654860	0,5995625	0,4363369	0,4413123	0,6558362	0,0232205	0,3956265	0,2291092	0,6353533	0,6098901	0,3873764	0,6293491	0,4381777	0,3770503	0,4812680	0,2627716	0,2834428	0,7739516	0,7478251	0,2103334	0,0625450	0,4290866	0,3076027	0,2746690	0,3977170
620	0,4342811	0,4137963	0,1934982	0,6686432	0,6126994	0,3642135	0,0672302	0,3265159	0,6119687	0,4784231	0,5878367	0,6136616	0,0346826	0,4973662	0,2536877	0,7180114	0,5910605	0,4354724	0,6915594	0,4745150	0,5134371	0,4255238	0,3354235	0,3418086	0,6030003	0,4901419	0,2311271	0,1040939	0,4126373	0,3034289	0,3274298	0,3900798
640	0,3713062	0,3541149	0,1316364	0,6604837	0,6274676	0,4419259	0,0627145	0,3022972	0,8122053	0,4122871	0,5824322	0,5701524	0,0367493	0,5012546	0,2775107	0,7879902	0,6378874	0,4333812	0,7430923	0,4790561	0,3774376	0,5163408	0,2781271	0,2848256	0,6783613	0,5380532	0,3446733	0,0997858	0,4998991	0,3984154	0,3521934	0,4367910
660	0,4187223	0,3791546	0,1086868	0,6041254	0,5208913	0,5393067	0,0800175	0,3995153	0,7822313	0,3834321	0,5984387	0,6331500	0,0463583	0,4888561	0,3034481	0,6654808	0,5439486	0,6250882	0,6160323	0,4443398	0,5189092	0,3481820	0,2028219	0,3177329	0,7742661	0,6443540	0,3306261	0,1412117	0,4288367	0,4281228	0,4337979	0,3268477
680	0,3708657	0,3655237	0,1023334	0,6247776	0,5247893	0,6158611	0,0430048	0,4240807	0,5922513	0,3641245	0,6080238	0,5958040	0,0689954	0,4608554	0,2895546	0,7833952	0,5322937	0,5572710	0,7485582	0,5432825	0,4119764	0,4104796	0,2458737	0,3081159	0,7985660	0,5496256	0,3708128	0,2337057	0,4116265	0,4561710	0,3335270	0,3750443
700	0,3950242	0,4595479	0,1184828	0,5605323	0,5052512	0,6097456	0,0794834	0,4270992	0,6413294	0,4607436	0,7254489	0,6556511	0,0500900	0,3420750	0,3023810	0,7535885	0,6355644	0,6176470	0,6885030	0,5241267	0,4658454	0,4928887	0,3036678	0,2729421	0,6752712	0,5987901	0,4082774	0,2986989	0,4551779	0,5147363	0,4549029	0,3408941
720	0,3608674	0,4010087	0,1718969	0,4669426	0,5191533	0,5588757	0,0958041	0,5214569	0,5551798	0,5158367	0,5628491	0,6193968	0,0352991	0,4681469	0,3054948	0,7321784	0,6181229	0,4921739	0,6358709	0,4625580	0,5070783	0,4467460	0,3665400	0,2910443	0,7366999	0,6073452	0,3120392	0,2972231	0,4086984	0,6887949	0,4662199	0,3899200
740	0,4928103	0,3455108	0,1797091	0,6993219	0,6120932	0,5339498	0,0809675	0,4152779	0,4550730	0,4252721	0,5962503	0,5684367	0,0706007	0,6037909	0,3356568	0,6432175	0,5921479	0,5347834	0,6207261	0,4768884	0,4390832	0,4892655	0,2828776	0,3212146	0,7091713	0,5440786	0,3315164	0,3399100	0,4161573	0,6065890	0,5548883	0,3520164
760	0,4791943	0,3637739	0,1347335	0,6411745	0,5915941	0,7409699	0,1007165	0,4237846	0,5125586	0,4673666	0,7081825	0,6927898	0,0600738	0,6213419	0,4063814	0,7362972	0,6500518	0,4464768	0,6544858	0,5473180	0,4785116	0,4308843	0,3338449	0,3397939	0,6981765	0,7977076	0,3700838	0,4209039	0,4135708	0,5320728	0,6475893	0,4749746
780	0,4543358	0,4546698	0,1244240	0,5400199	0,5498002	0,6032861	0,0930829	0,4639453	0,4023095	0,5862043	0,7100319	0,4990163	0,0915315	0,5975974	0,3835505	0,7376005	0,6090992	0,4979606	0,7589972	0,5322933	0,4842085	0,4443973	0,2809741	0,3611069	0,6577996	0,6303026	0,4360693	0,4632152	0,4563053	0,5220280	0,4927839	0,5764564
800	0,4352705	0,4237094	0,1489982	0,4999942	0,5663761	0,7138321	0,0630422	0,3999996	0,5286180	0,5341087	0,5810449	0,6182030	0,1079123	0,7163521	0,2942314	0,8384812	0,6503445	0,5705616	0,7155040	0,4717290	0,4342665	0,4251958	0,3930489	0,3898259	0,6362607	0,6805019	0,3949310	0,5012055	0,4896311	0,7092714	0,4306004	0,5443047
820	0,2847638	0,4106572	0,1137807	0,5709457	0,5822292	0,5903401	0,0425237	0,5039339	0,5170958	0,6503025	0,6180325	0,6738782	0,0647439	0,5653047	0,3108051	0,7112267	0,5533312	0,5592026	0,7165676	0,5281422	0,5175336	0,4197796	0,3060682	0,3791333	0,6618549	0,5837452	0,4689993	0,5347406	0,4943757	0,6060842	0,4764888	0,4030911
840	0,3947889	0,4593298	0,1466127	0,5554449	0,7181290	0,6066077	0,0551446	0,4291551	0,4051989	0,6006634	0,7438782	0,5163798	0,1121835	0,5461763	0,3551350	0,7176505	0,7112864	0,6155167	0,8087193	0,4860803	0,4927044	0,5185470	0,3115329	0,4497955	0,7120687	0,6316069	0,4192484	0,5847970	0,6343185	0,6293966	0,5192768	0,5175758
860	0,4880216	0,4269660	0,1182182	0,5261810	0,6043248	0,6527351	0,0949181	0,4732464	0,5424299	0,5619471	0,6554823	0,6630599	0,1063644	0,4811909	0,4350815	0,6382669	0,5484570	0,6560405	0,6191344	0,5614607	0,6381642	0,4856749	0,2942113	0,2692432	0,7422838	0,6652048	0,3786486	0,5643484	0,4853216	0,6018422	0,6391718	0,5733184
880	0,2932795	0,4409091	0,1233121	0,5944931	0,5435170	0,5990266	0,0723055	0,4834608	0,5943767	0,6333142	0,8004752	0,6655645	0,0704899	0,5113511	0,4824541	0,6286269	0,4376974	0,4495938	0,6424159	0,4907641	0,6159720	0,5511927	0,3284439	0,2748865	0,7167033	0,7586403	0,4880374	0,5652868	0,5050326	0,6304998	0,4363322	0,4167224
900	0,3385844	0,5464656	0,1444223	0,7318179	0,7182376	0,7052264	0,1166506	0,4472603	0,4852514	0,6422189	0,6799652	0,6199900	0,0699480	0,4518802	0,4094427	0,7362752	0,8021711	0,5801076	0,6075292	0,5073338	0,4948667	0,4320850	0,3332512	0,2799623	0,7053223	0,6356591	0,4897247	0,6888237	0,4567087	0,7159598	0,5273000	0,3327270
920	0,4133158	0,3943704	0,1551391	0,6585860	0,5089429	0,7213291	0,1274208	0,4976656	0,5514869	0,4838712	0,6853700	0,6257721	0,0612292	0,4996834	0,3689352	0,6445658	0,5596138	0,5815703	0,6055067	0,4728996	0,5231513	0,5967916	0,2969553	0,3431446	0,8024857	0,6835093	0,3601021	0,4864871	0,5499779	0,7877897	0,5393107	0,3895231
940	0,3761123	0,3602684	0,1776775	0,6569293	0,7724023	0,6604469	0,0687263	0,4885067	0,4942148	0,6191865	0,7010523	0,7372737	0,0749019	0,4767322	0,4470045	0,6713085	0,5144048	0,6968671	0,6879411	0,4172212	0,5891732	0,4695646	0,3128504	0,2915808	0,7915578	0,6364655	0,4574217	0,5880723	0,5506767	0,6327351	0,4698029	0,5398054
960	0,4579118	0,4692171	0,1134806	0,6462849	0,6561422	0,7443366	0,0686641	0,3736281	0,4453104	0,6832204	0,6564667	0,6243063	0,0777716	0,4669463	0,5837748	0,7679437	0,5658952	0,5877425	0,5715944	0,4047319	0,5835353	0,5135143	0,3130421	0,2565539	0,7101589	0,7822099	0,3936336	0,7079160	0,4267016	0,6034412	0,5023431	0,4139244
980	0,4527318	0,3972911	0,1490770	0,5754879	0,5718324	0,6154919	0,0975308	0,3823516	0,5667891	0,6146082	0,6471824	0,6325789	0,1652292	0,4418745	0,4409835	0,7127235	0,6178376	0,7122377	0,4956944	0,4505980	0,4898873	0,4752119	0,2965742	0,3470560	0,7369721	0,7115563	0,3565174	0,5237513	0,4531157	0,6244962	0,6059039	0,3995974
1000	0,4533318	0,3569972	0,1544878	0,6391736	0,6064447	0,7867114	0,0956807	0,4325201	0,6413165	0,5737269	0,6260458	0,5504764	0,1600856	0,4746008	0,4342031	0,6528378	0,5632510	0,6349536	0,5529169	0,5002475	0,5060606	0,5795366	0,3285012	0,3644117	0,8606883	0,7075807	0,3273275	0,6029243	0,4411678	0,6115504	0,4638036	0,3609253
1020	0,3877905	0,4323876	0,1687442	0,7158144	0,6535958	0,6486350	0,0871368	0,3621743	0,6634668	0,6650482	0,7433330	0,6277517	0,1514719	0,5228895	0,3932225	0,6906669	0,5241710	0,7352987	0,6787995	0,5076792	0,4671331	0,4000240	0,2533199	0,3446421	0,8720969	0,6646356	0,2645464	0,5086523	0,5816795	0,6697131	0,4477105	0,3766785
1040	0,4057756	0,3049675	0,1131892	0,7043193	0,6388278	0,6946901	0,0837109	0,4577041	0,5258731	0,6848507	0,8028265	0,6985738	0,1257472	0,5067261	0,4171677	0,6671723	0,5495679	0,7158709	0,6363964	0,4925652	0,5060053	0,4710917	0,3222816	0,3227231	0,6501229	0,7431357	0,4293777	0,5165913	0,4500350	0,6292597	0,4969618	0,3042719
1060	0,4461654	0,4688854	0,0989545	0,5800188	0,6538729	0,6229858	0,0636834	0,5077500	0,4623585	0,5951959	0,8306223	0,6869791	0,1294870	0,5965115	0,4787632	0,7654792	0,5572867	0,6849017	0,6887607	0,5538915	0,4191051	0,5044290	0,3406398	0,5589964	0,6757792	0,5663568	0,3638651	0,5896840	0,5687273	0,6938050	0,4460423	0,4220248
1080	0,3932850	0,4897986	0,1437958	0,5479606	0,7111374	0,5397254	0,0535050	0,3650041	0,4786701	0,4302071	0,6012583	0,6332287	0,1493243	0,5572828	0,4520574	0,6226688	0,4925201	0,7485870	0,6692882	0,5471545	0,5146311	0,4256802	0,2900493	0,3686249	0,7082330	0,6658704	0,4607625	0,4972767	0,4965682	0,6160243	0,5728579	0,4576660
1100	0,4671312	0,4381767	0,1705168	0,6773524	0,6367009	0,6713719	0,0586714	0,4530665	0,4493684	0,5581077	0,6952011	0,6480168	0,1695057	0,6420906	0,4211884	0,7979350	0,5640410	0,5618711	0,6811249	0,4502414	0,5282420	0,4949363	0,3264842	0,4098121	0,7303431	0,5867307	0,4172988	0,5342168	0,5807180	0,6286043	0,5336272	0,4639766

0	0,4953475	0,4556764	0,2359402	0,6730021	0,5578610	0,6741170	0,1030460	0,4302906	0,5621108	0,6371752	0,8708004	0,7962946	0,1093966	0,7138459	0,4606505	0,6783108	0,5867936	0,5707216	0,6958596	0,5761417	0,5685915	0,4250280	0,2987982	0,3927578	0,8076674	0,6342410	0,3603741	0,5869987	0,4990159	0,6673700	0,5943522	0,4498725
20	0,3188968	0,4006955	0,1225352	0,5659430	0,5358238	0,6448565	0,0957550	0,4842824	0,5476556	0,6831733	0,6555108	0,6316314	0,1456717	0,5527918	0,4225242	0,6432676	0,5941898	0,5440613	0,6245127	0,5554726	0,5845686	0,5159852	0,3051541	0,4229263	0,7251182	0,5788267	0,3552089	0,5727870	0,4567020	0,6278113	0,5425503	0,3692656
40	0,4797622	0,4467574	0,1691572	0,6810808	0,6843546	0,7139546	0,0722568	0,3811903	0,5237444	0,6883117	0,7150201	0,6971432	0,2167779	0,4843856	0,4521488	0,7806753	0,5542356	0,5902912	0,5080766	0,4962033	0,6585394	0,5307914	0,4874063	0,4981712	0,8043949	0,8237948	0,3115764	0,6637122	0,4695609	0,6037254	0,7364837	0,3862226
60	0,3641265	0,4001651	0,1304941	0,6764049	0,6901090	0,7523321	0,0388472	0,4420982	0,5404232	0,7645216	0,7989090	0,5862739	0,1103746	0,5142381	0,4044296	0,7829178	0,5627273	0,5983015	0,6243336	0,5042805	0,6307250	0,4878474	0,4788714	0,4420652	0,7021016	0,6050563	0,3384137	0,6212499	0,5872552	0,6027796	0,5820777	0,3783032
80	0,4019971	0,3696749	0,1205545	0,6837752	0,6992990	0,6842712	0,0378220	0,4366167	0,4501021	0,7091443	0,5953886	0,6760906	0,1243283	0,6353760	0,4508504	0,6202864	0,5998547	0,7628995	0,7199169	0,4609030	0,5738985	0,5560566	0,5067426	0,4042473	0,7311483	0,5820115	0,2658537	0,4507675	0,5935689	0,6080390	0,5040211	0,3150702
100	0,4108826	0,3391659	0,1464333	0,7554042	0,7340429	0,6766322	0,0352066	0,4372775	0,4703658	0,6520519	0,6269882	0,7224434	0,1718932	0,5346553	0,5149730	0,6934199	0,4438913	0,5381049	0,6263749	0,4335687	0,5740938	0,5821377	0,5071240	0,3948051	0,7324061	0,6577018	0,3469983	0,4724741	0,5463676	0,6856142	0,5769053	0,3446694
120	0,3618971	0,4283312	0,2006481	0,6534936	0,7968005	0,6237859	0,0642026	0,3772874	0,4846016	0,6582450	0,6596775	0,8170077	0,2256904	0,5004650	0,4289118	0,6498219	0,5783255	0,5864503	0,6270913	0,4911966	0,5868709	0,3889841	0,5920163	0,3333661	0,5810804	0,5982877	0,2016128	0,5001212	0,5592233	0,6951949	0,6230384	0,3762308
140	0,3845190	0,3690162	0,1478174	0,6136645	0,6610335	0,5909189	0,0117123	0,4374273	0,4270393	0,7240343	0,5942519	0,6027643	0,1308602	0,5297963	0,5191800	0,6525973	0,5602560	0,6612547	0,6799724	0,4078276	0,5509848	0,4251038	0,6807509	0,3710520	0,7560907	0,6960562	0,2837824	0,6019682	0,6953723	0,8551318	0,7425891	0,4876863
160	0,3965229	0,3346130	0,1684384	0,7929396	0,7837776	0,6418174	0,0202177	0,3964512	0,4239767	0,7202663	0,6576121	0,6476751	0,1346725	0,4700597	0,4316128	0,6920446	0,5395560	0,6501196	0,6536657	0,3406977	0,6545327	0,4806561	0,6716227	0,3028030	0,6854900	0,8296504	0,2853004	0,4736189	0,7061055	0,6992795	0,5343355	0,4935375
180	0,3910923	0,3354491	0,1578762	0,7994747	0,8519696	0,6220939	0,0392275	0,4709523	0,4080114	0,7517155	0,6060870	0,6973769	0,0813187	0,5681251	0,4940676	0,7326497	0,5682262	0,6336285	0,6050180	0,4917393	0,5748345	0,3809046	0,5737971	0,4217532	0,7164944	0,7853858	0,2295570	0,5600992	0,5303400	0,6509514	0,5946336	0,5234541
200	0,3086514	0,3328514	0,1427040	0,7853389	0,8187890	0,6122269	0,0479432	0,4829481	0,3914626	0,8279280	0,5831104	0,6889752	0,0879235	0,6168991	0,5270858	0,6315271	0,4867999	0,5891409	0,5887271	0,4921066	0,6272050	0,5075226	0,6812412	0,3186364	0,7607375	0,6906243	0,2549490	0,5176419	0,5554705	0,6706330	0,8485382	0,5012024
220	0,3205875	0,4031668	0,1050306	0,7412425	0,7401888	0,7586005	0,0227981	0,4575596	0,4158835	0,7041151	0,6526997	0,7398049	0,1254333	0,6354038	0,4956216	0,6272654	0,6450507	0,8020324	0,7342659	0,4508142	0,5437195	0,4597581	0,6440741	0,2715998	0,7689529	0,7031626	0,2875762	0,5242633	0,5952050	0,6673081	0,8018316	0,5384254
240	0,4516170	0,3839763	0,1559896	0,6722313	0,5394494	0,7937012	0,0245482	0,5010307	0,3405932	0,8376522	0,6586561	0,6542037	0,1251540	0,6313025	0,4776901	0,6044143	0,6756938	0,5041029	0,7019368	0,3952726	0,5640365	0,5331706	0,7072543	0,2413500	0,8090969	0,6506021	0,2845282	0,6183637	0,4796284	0,6762069	0,7429526	0,5140528
260	0,4021858	0,3584229	0,1267585	0,7373003	0,6404005	0,7085805	0,0179225	0,4704723	0,3581719	0,8313108	0,7427458	0,6789779	0,1020981	0,6298906	0,4212443	0,6004972	0,5741079	0,7858039	0,5959928	0,3942872	0,6055963	0,5701462	0,6476482	0,3629401	0,5974093	0,7133256	0,2697900	0,5582990	0,5641825	0,6611701	0,5685744	0,4505903
280	0,2986922	0,4421667	0,1690690	0,5831885	0,7492017	0,6668910	0,0081568	0,5063336	0,3076795	0,7950092	0,6577716	0,6119811	0,0884787	0,5916087	0,4437884	0,6113207	0,6029291	0,6582294	0,6765547	0,4361962	0,4998356	0,4203388	0,7433274	0,3162910	0,6525429	0,7128817	0,2890696	0,5151345	0,5962201	0,6236469	0,6553807	0,4672972
300	0,3637958	0,2936042	0,1406470	0,7132724	0,6509104	0,7993924	0,0166381	0,5252446	0,3210840	0,7344360	0,6157334	0,6512135	0,1182525	0,5742127	0,4577198	0,6685657	0,6100065	0,6436264	0,5781461	0,3482902	0,4371540	0,4273538	0,7363930	0,2754148	0,7482153	0,6301375	0,2154445	0,4782172	0,6057417	0,6283146	0,8230086	0,4436427
320	0,3768553	0,3341228	0,1401408	0,6394291	0,6997976	0,8070825	0,0267193	0,5798671	0,3623099	0,8100888	0,7287306	0,5772844	0,0827365	0,5052675	0,4853575	0,5631153	0,5476551	0,7214330	0,5144488	0,4647339	0,6348592	0,4571217	0,5779217	0,2113119	0,7723622	0,6323534	0,2876453	0,5892930	0,6821869	0,6066342	0,6865155	0,5051158
340	0,4383776	0,3581292	0,1673770	0,6431807	0,6860909	0,7381293	0,0101703	0,4290495	0,3911549	0,7216775	0,6483311	0,6246963	0,0758711	0,5416531	0,4256190	0,6149303	0,6998036	0,7843002	0,6012482	0,4423599	0,5145606	0,4577475	0,7032846	0,2761982	0,8032652	0,7581136	0,2427167	0,6329532	0,6354809	0,6687842	0,5897314	0,4805558
360	0,3625529	0,2841756	0,2095784	0,7392924	0,6810220	0,8509041	0,0214123	0,3192514	0,3976262	0,6489226	0,5688873	0,6349190	0,0918495	0,6288687	0,4614008	0,6972072	0,6094692	0,7271156	0,6201725	0,4163046	0,5076323	0,4562123	0,6234634	0,3404982	0,7126689	0,7352415	0,2740996	0,5710867	0,5493190	0,7344808	0,6511568	0,5311755
380	0,3995396	0,3389114	0,1632044	0,6016616	0,7322673	0,7601798	0,0199286	0,3872655	0,3853670	0,6144815	0,5609133	0,6909499	0,0638736	0,5599307	0,5358603	0,7138858	0,5473490	0,7192611	0,7167020	0,4689486	0,5505281	0,3812840	0,6714952	0,2586557	0,6208647	0,7204969	0,2133734	0,5420617	0,5282855	0,7048436	0,6280284	0,4226687
400	0,3683601	0,2620665	0,2282168	0,5905360	0,6221175	0,7568800	0,0119617	0,3735098	0,4163902	0,6281991	0,6950414	0,5921507	0,0577322	0,6076789	0,5190501	0,6769650	0,5109646	0,7659716	0,6023114	0,3542152	0,5199274	0,4456404	0,5720307	0,3073122	0,7275786	0,7082511	0,2520066	0,5407283	0,6234387	0,7602941	0,6353319	0,4511557
420	0,3918022	0,3099358	0,1358355	0,7002589	0,7644510	0,8160839	0,0068627	0,4077467	0,4540612	0,6148720	0,7902317	0,6989630	0,0710067	0,6204198	0,4663006	0,7603508	0,5934228	0,7197043	0,6558202	0,4153399	0,7096558	0,4648853	0,7255432	0,3594094	0,7328443	0,6246424	0,2568712	0,4220121	0,5972295	0,7570499	0,6333465	0,4397370
440	0,3384115	0,3387045	0,1397101	0,6319470	0,6983605	0,7372868	0,0079721	0,4691253	0,4412216	0,7438193	0,7629933	0,7243317	0,1030744	0,5533768	0,4642033	0,6814101	0,5340384	0,6413438	0,6752534	0,4306948	0,5481547	0,4335779	0,6492182	0,3026916	0,7054601	0,7787638	0,2492840	0,4803904	0,5037287	0,7395016	0,7016408	0,4292499
460	0,3336279	0,4228831	0,1587381	0,7542129	0,6584815	0,7841856	0,0104188	0,5237508	0,3811409	0,6468024	0,7197391	0,7859779	0,1058588	0,6070793	0,5072336	0,7150277	0,5484903	0,6467785	0,5548387	0,4690951	0,5465663	0,4249704	0,6108712	0,3551869	0,6582100	0,7111846	0,2154628	0,4915313	0,5678259	0,5877195	0,7356728	0,4942513
480	0,2847775	0,3998574	0,1993632	0,8479552	0,7893470	0,7191949	0,0096933	0,4692224	0,3947590	0,6581639	0,6444985	0,7756197	0,0948866	0,5396911	0,4963481	0,7590363	0,5271601	0,6559249	0,7168780	0,4693506	0,5195533	0,5780233	0,5708180	0,3043811	0,6920371	0,5879165	0,2346286	0,4983778	0,5759487	0,7326975	0,6772118	0,4400702
500	0,3619025	0,3034171	0,1866939	0,7283991	0,7253185	0,7673889	0,0127730	0,5210359	0,3402980	0,7037482	0,6804004	0,8487939	0,1279826	0,4399475	0,5902036	0,5787132	0,5091610	0,6663305	0,6778931	0,4498305	0,5211880	0,4162204	0,6907791	0,2501019	0,6429759	0,6599255	0,3367149	0,5467772	0,4905674	0,6115312	0,5378663	0,4793634
520	0,4388955	0,3149993	0,1912345	0,6582922	0,7458216	0,7068630	0,0128489	0,5793206	0,3560466	0,6894347	0,7900966	0,6095601	0,1123225	0,5556052	0,4738157	0,7206427	0,5215537	0,8390694	0,6187775	0,4275824	0,5389731	0,4313507	0,8164270	0,2817350	0,5964126	0,7016065	0,3444768	0,5350196	0,5103455	0,6616261	0,5186319	0,5172522
540	0,2976129	0,3059836	0,2361220	0,7196640	0,6196953	0,7439801	0,0187244	0,4210653	0,3793888	0,5647064	0,7148720	0,7367154	0,1383730	0,6683746	0,4421021	0,7011422	0,4996349	0,6173482	0,7509671	0,5132282	0,4490984	0,3796134	0,6932050	0,2326170	0,5630710	0,7116823	0,3464631	0,6469344	0,5959877	0,7628252	0,5425323	0,4294084
560	0,3890054	0,2744141	0,1716528	0,8171981	0,6018161	0,6204905	0,0107166	0,4799945	0,4252906	0,6532704	0,7000585	0,6364240	0,0948138	0,4458312	0,4995708	0,8269638	0,5258173	0,6827058	0,6199166	0,4599515	0,5852810	0,4925320	0,7732753	0,3628353	0,5963196	0,6480783	0,3049422	0,6214367	0,5346148	0,6903730	0,6752504	0,4967289
580	0,3316131	0,4004088	0,1647333	0,6550166	0,5980987	0,6598365	0,0303710	0,4588053	0,4033116	0,6524185	0,8125822	0,5569609	0,1373844	0,5477505	0,5293605	0,6178530	0,4616493	0,5952692	0,6294525	0,4013400	0,5581492	0,5248765	0,6558755	0,2514880	0,6981153	0,7209920	0,3034008	0,4772561	0,5338500	0,7539073	0,6612615	0,4424158
600	0,3923188	0,3012752	0,1966976	0,6339933	0,6781263	0,7158795	0,0509890	0,3468749	0,4739781	0,6660084	0,7421979	0,6654204	0,0898391	0,6544994	0,4195372	0,7264367	0,5167035	0,6029109	0,6922105	0,4606850	0,4327838	0,4349901	0,6232008	0,2881004	0,6678182	0,7459153	0,3718836	0,5308336	0,5415961	0,6656151	0,5523041	0,5699096
620	0,3842055	0,2795477	0,2090331	0,7322501	0,6298357	0,7030809	0,0568740	0,4449327	0,5640418	0,6128933	0,7472501	0,6691627	0,1876045	0,5444101	0,4048251	0,6270339	0,5630835	0,7386821	0,6756589	0,4280595	0,5076507	0,3429450	0,5583644	0,2305594	0,6009938	0,7083594	0,3724027	0,5069343	0,5069128	0,7390656	0,7006632	0,6572069
640	0,3315552	0,3075889	0,1775487	0,7499550	0,6660039	0,6781624	0,0400065	0,4499918	0,4423182	0,6131482	0,7360287	0,6344868	0,0617046	0,4790195	0,3672396	0,6711544	0,4979540	0,6333713	0,6156567	0,4105640	0,5431597	0,4593689	0,4860978	0,2849503	0,7607552	0,6558601	0,4199604	0,5066881	0,5043848	0,7039463	0,5807315	0,4821506
660	0,3667610	0,3542326	0,1813878	0,7123462	0,7317486	0,6393340	0,0680864	0,4573302	0,4950742	0,6228004	0,7085031	0,5747476	0,0788264	0,5532697	0,3771180	0,7199439	0,4922590	0,5566344	0,8287087	0,4827897	0,4510999	0,5517482	0,5279233	0,2105441	0,7903763	0,7746039	0,4389810	0,5666719	0,6091195	0,6886734	0,5680386	0,5233441
680	0,4149609	0,3363633	0,1816170	0,7342664	0,7083781	0,8526465	0,1064577	0,4362285	0,5077448	0,4592700	0,7093789	0,6947000	0,0792391	0,6709558	0,3976669	0,7600721	0,4243129	0,4848703	0,6477048	0,4490027	0,5375964	0,4706341	0,3675335	0,3525403	0,7977578	0,7296540	0,3686401	0,5362590	0,5953919	0,7377097	0,4090146	0,5709489
700	0,4663139	0,3475298	0,1633704	0,6844868	0,7241021	0,7036756	0,0949204	0,3602328	0,5107187	0,5146034	0,7918087	0,6422469	0,0391152	0,6212355	0,4397640	0,5775366	0,4537124	0,5784621	0,4913706	0,5199775	0,3971156	0,5915171	0,3625935	0,3288083	0,7214621	0,6410195	0,3327704	0,5314359	0,5022946	0,7316053	0,3806214	0,4359717
720	0,5360354	0,3688694	0,1280676	0,6264667	0,6087358	0,6805061	0,1001574	0,4243774	0,6345720	0,5854626	0,7514751	0,5366871	0,0728267	0,5495395	0,4590648	0,6050577	0,5508243	0,5420968	0,5847704	0,6168377	0,5371481	0,5301132	0,2855704	0,3836249	0,7657151	0,7926134	0,3479318	0,6344870	0,5668127	0,7189144	0,4318507	0,4701747
740	0,4361270	0,3166626	0,1916153	0,6398365	0,5982421	0,6971589	0,0736450	0,3583826	0,6956233	0,5139967	0,6590265	0,6760250	0,1550312	0,6495482	0,5076632	0,5874858	0,6346697	0,6850212	0,5728053	0,4295544	0,4522981	0,4737995	0,3734237	0,2420172	0,6544401	0,7009471	0,3673151	0,5734976	0,5114089	0,6882870	0,4480747	0,4277593
760	0,5518753	0,3987008	0,1258315	0,6185629	0,6958676	0,7454328	0,0750543	0,4213894	0,7094528	0,6275931	0,6696807	0,7519878	0,1483534	0,5042048	0,5757344	0,6336422	0,5561294	0,7525039	0,7504730	0,5112687	0,4238775	0,4932673	0,4385583	0,4000832	0,5678348	0,5830364	0,3728230	0,4869068	0,5522927	0,7148876	0,4380155	0,3647814
780	0,4688254	0,4457213	0,1553504	0,5409455	0,6046084	0,7928652	0,0442487	0,4051843	0,6114440	0,4469720	0,7092656	0,6682638	0,1117731	0,7513007	0,4149884	0,6683548	0,4725236	0,6001743	0,6039481	0,4720276	0,4474832	0,4592181	0,3276885	0,2573269	0,7113320	0,6127441	0,3375801	0,4808448	0,5892304	0,8046840	0,4405855	0,4064778
800	0,4808581	0,4023564	0,1621781	0,5764569	0,6771641	0,7547930	0,1160591	0,3743384	0,6873899	0,4474911	0,6256314	0,6349601	0,1046888	0,6028655	0,4577517	0,7690841	0,6131186	0,6147244	0,5580118	0,5133535	0,5001354	0,4354307	0,2749222	0,3005403	0,7163089	0,7418822	0,2715973	0,5689546	0,4996664	0,6843935	0,5007869	0,3933334
820	0,4724044	0,3901248	0,1656549	0,5677618	0,6564419	0,8179513	0,1423193	0,3890361	0,5025500	0,4988870	0,7577549	0,6768965	0,1056912	0,6599922	0,4926398	0,6918671	0,5975355	0,4888382	0,6161190	0,4851975	0,5492729	0,5613321	0,3659756	0,3407538	0,6617272	0,6644317	0,3848570	0,6008678	0,5006431	0,7872414	0,5156171	0,3521795
840	0,4686380	0,4863534	0,2034872	0,5804828	0,6177719	0,7981929	0,1252251	0,3693016	0,5726795	0,5329602	0,7298311	0,8289252	0,0629412	0,5540469	0,4968902	0,6481553	0,5547824	0,5767052	0,6714139	0,5088174	0,4570774	0,4986112	0,3815558	0,4136940	0,6820733	0,6733709	0,3395586	0,4639036	0,5076015	0,7893874	0,5979639	0,3098702
