"Time"	argP	dnaA	phoB	recF	dnaN	nrdA	nrdR	fis	mtlR	marR	nrdB	guaB	mtlD	mtlA	guaA	marB	glyU	valX	phnK	lysV	glnV	phnP	phnH	leuV	pheU	psiF	topA	aspV	thrU	phnG	alaW	tyrU
560	0,7573737	0,8941964	0,9999905	0,2172897	0,3886568	0,9242893	0,6325220	0,5599390	0,4332874	0,5185811	0,6334464	0,5366534	0,1072890	0,5656337	0,4998004	0,3189739	0,3318999	0,3085485	0,9999991	0,0515829	0,9747399	0,9987569	0,8242840	0,8588070	0,8406071	0,9574259	0,9979673	0,8984300	0,9940654	0,8801999	0,9879834	0,3796094
580	0,7573758	0,8942077	0,9999813	0,2172314	0,3886219	0,9243216	0,6599349	0,5599390	0,4332874	0,5185811	0,6335295	0,5364149	0,1072890	0,5656337	0,4997225	0,3361604	0,3295350	0,3085485	0,9999994	0,0515829	0,9747399	0,9980661	0,8243088	0,8060067	0,8406071	0,9574354	0,9979673	0,8863614	0,9940654	0,8604622	0,9879834	0,3796094
600	0,7573755	0,8942143	0,9999689	0,2171904	0,3885967	0,9242960	0,7151673	0,5599390	0,4332874	0,5185811	0,6335852	0,5362516	0,1072890	0,5656337	0,4996698	0,3699868	0,3254128	0,3085485	0,9999996	0,0515829	0,9747399	0,9967568	0,8243249	0,7081965	0,8406071	0,9574412	0,9979673	0,8638914	0,9940654	0,8271364	0,9879834	0,3796094
620	0,7573731	0,8942181	0,9999603	0,2171617	0,3885786	0,9242029	0,7744884	0,5599390	0,4332874	0,5185811	0,6336223	0,5361406	0,1072890	0,5656337	0,4996343	0,4054859	0,3216365	0,3085485	0,9999997	0,0515829	0,9747399	0,9954705	0,8243350	0,6122849	0,8406071	0,9574447	0,9979673	0,8417928	0,9940654	0,7977780	0,9879834	0,3796094
640	0,7573698	0,8942199	0,9999554	0,2171417	0,3885655	0,9240720	0,8277644	0,5599390	0,4332874	0,5185811	0,6336468	0,5360655	0,1072890	0,5656337	0,4996106	0,4367261	0,3187424	0,3085485	0,9999998	0,0515829	0,9747399	0,9943982	0,8243410	0,5335310	0,8406071	0,9574465	0,9979673	0,8236467	0,9940654	0,7762368	0,9879834	0,3796094
660	0,7573664	0,8942205	0,9999528	0,2171278	0,3885559	0,9239353	0,8716791	0,5599390	0,4332874	0,5185811	0,6336629	0,5360151	0,1072890	0,5656337	0,4995948	0,4620357	0,3167029	0,3085485	0,9999999	0,0515829	0,9747399	0,9935635	0,8243444	0,4740485	0,8406071	0,9574475	0,9979673	0,8099803	0,9940654	0,7617621	0,9879834	0,3796094
680	0,7573635	0,8942203	0,9999515	0,2171182	0,3885490	0,9238123	0,9061056	0,5599390	0,4332874	0,5185811	0,6336732	0,5359814	0,1072890	0,5656337	0,4995844	0,4815959	0,3153330	0,3085485	0,9999999	0,0515829	0,9747399	0,9929354	0,8243462	0,4312189	0,8406071	0,9574479	0,9979673	0,8001965	0,9940654	0,7525277	0,9879834	0,3796094
700	0,7573613	0,8942196	0,9999508	0,2171115	0,3885439	0,9237109	0,9322241	0,5599390	0,4332874	0,5185811	0,6336798	0,5359591	0,1072890	0,5656337	0,4995775	0,4962686	0,3144405	0,3085485	0,9999999	0,0515829	0,9747399	0,9924710	0,8243472	0,4013027	0,8406071	0,9574481	0,9979673	0,7934208	0,9940654	0,7468351	0,9879834	0,3796094
720	0,7573597	0,8942188	0,9999505	0,2171069	0,3885401	0,9236316	0,9515905	0,5599390	0,4332874	0,5185811	0,6336839	0,5359445	0,1072890	0,5656337	0,4995731	0,5070561	0,3138709	0,3085485	1,0000000	0,0515829	0,9747399	0,9921312	0,8243476	0,3808322	0,8406071	0,9574481	0,9979673	0,7888363	0,9940654	0,7434102	0,9879834	0,3796094
740	0,7573586	0,8942179	0,9999503	0,2171038	0,3885374	0,9235719	0,9657109	0,5599390	0,4332874	0,5185811	0,6336864	0,5359351	0,1072890	0,5656337	0,4995703	0,5148761	0,3135127	0,3085485	1,0000000	0,0515829	0,9747399	0,9918838	0,8243477	0,3670275	0,8406071	0,9574481	0,9979673	0,7857872	0,9940654	0,7413869	0,9879834	0,3796094
760	0,7573579	0,8942171	0,9999503	0,2171018	0,3885355	0,9235280	0,9758756	0,5599390	0,4332874	0,5185811	0,6336879	0,5359290	0,1072890	0,5656337	0,4995685	0,5204873	0,3132898	0,3085485	1,0000000	0,0515829	0,9747399	0,9917044	0,8243478	0,3578164	0,8406071	0,9574480	0,9979673	0,7837856	0,9940654	0,7402084	0,9879834	0,3796094
780	0,7573574	0,8942165	0,9999502	0,2171004	0,3885342	0,9234962	0,9831202	0,5599390	0,4332874	0,5185811	0,6336887	0,5359253	0,1072890	0,5656337	0,4995675	0,5244834	0,3131522	0,3085485	1,0000000	0,0515829	0,9747399	0,9915745	0,8243477	0,3517189	0,8406071	0,9574479	0,9979673	0,7824852	0,9940654	0,7395295	0,9879834	0,3796094
800	0,7573571	0,8942160	0,9999502	0,2170995	0,3885332	0,9234735	0,9882428	0,5599390	0,4332874	0,5185811	0,6336892	0,5359230	0,1072890	0,5656337	0,4995668	0,5273132	0,3130677	0,3085485	1,0000000	0,0515829	0,9747399	0,9914805	0,8243477	0,3477065	0,8406071	0,9574479	0,9979673	0,7816472	0,9940654	0,7391421	0,9879834	0,3796094
820	0,7573569	0,8942156	0,9999502	0,2170989	0,3885325	0,9234574	0,9918418	0,5599390	0,4332874	0,5185811	0,6336894	0,5359216	0,1072890	0,5656337	0,4995665	0,5293085	0,3130162	0,3085485	1,0000000	0,0515829	0,9747399	0,9914125	0,8243476	0,3450784	0,8406071	0,9574479	0,9979673	0,7811108	0,9940654	0,7389228	0,9879834	0,3796094
840	0,7573568	0,8942153	0,9999502	0,2170986	0,3885321	0,9234461	0,9943571	0,5599390	0,4332874	0,5185811	0,6336895	0,5359209	0,1072890	0,5656337	0,4995663	0,5307107	0,3129848	0,3085485	1,0000000	0,0515829	0,9747399	0,9913634	0,8243476	0,3433631	0,8406071	0,9574478	0,9979673	0,7807694	0,9940654	0,7387993	0,9879834	0,3796094
860	0,7573567	0,8942151	0,9999502	0,2170983	0,3885318	0,9234382	0,9961074	0,5599390	0,4332874	0,5185811	0,6336895	0,5359205	0,1072890	0,5656337	0,4995662	0,5316937	0,3129657	0,3085485	1,0000000	0,0515829	0,9747399	0,9913280	0,8243475	0,3422466	0,8406071	0,9574478	0,9979673	0,7805530	0,9940654	0,7387302	0,9879834	0,3796094
880	0,7573567	0,8942149	0,9999502	0,2170982	0,3885316	0,9234326	0,9973209	0,5599390	0,4332874	0,5185811	0,6336895	0,5359203	0,1072890	0,5656337	0,4995662	0,5323815	0,3129542	0,3085485	1,0000000	0,0515829	0,9747399	0,9913024	0,8243475	0,3415215	0,8406071	0,9574478	0,9979673	0,7804165	0,9940654	0,7386918	0,9879834	0,3796094
900	0,7573567	0,8942148	0,9999502	0,2170982	0,3885314	0,9234287	0,9981597	0,5599390	0,4332874	0,5185811	0,6336895	0,5359202	0,1072890	0,5656337	0,4995662	0,5328619	0,3129472	0,3085485	1,0000000	0,0515829	0,9747399	0,9912838	0,8243475	0,3410514	0,8406071	0,9574478	0,9979673	0,7803305	0,9940654	0,7386704	0,9879834	0,3796094
920	0,7573566	0,8942148	0,9999502	0,2170981	0,3885313	0,9234260	0,9987380	0,5599390	0,4332874	0,5185811	0,6336894	0,5359202	0,1072890	0,5656337	0,4995662	0,5331971	0,3129430	0,3085485	1,0000000	0,0515829	0,9747399	0,9912705	0,8243475	0,3407471	0,8406071	0,9574478	0,9979673	0,7802767	0,9940654	0,7386587	0,9879834	0,3796094
940	0,7573566	0,8942147	0,9999502	0,2170981	0,3885313	0,9234242	0,9991359	0,5599390	0,4332874	0,5185811	0,6336894	0,5359202	0,1072890	0,5656337	0,4995662	0,5334308	0,3129405	0,3085485	1,0000000	0,0515829	0,9747399	0,9912608	0,8243475	0,3405502	0,8406071	0,9574478	0,9979673	0,7802429	0,9940654	0,7386522	0,9879834	0,3796094
960	0,7573566	0,8942147	0,9999502	0,2170981	0,3885312	0,9234229	0,9994090	0,5599390	0,4332874	0,5185811	0,6336894	0,5359203	0,1072890	0,5656337	0,4995662	0,5335936	0,3129390	0,3085485	1,0000000	0,0515829	0,9747399	0,9912538	0,8243475	0,3404230	0,8406071	0,9574478	0,9979673	0,7802219	0,9940654	0,7386486	0,9879834	0,3796094
980	0,7573566	0,8942147	0,9999502	0,2170981	0,3885312	0,9234220	0,9995963	0,5599390	0,4332874	0,5185811	0,6336893	0,5359203	0,1072890	0,5656337	0,4995662	0,5337069	0,3129380	0,3085485	1,0000000	0,0515829	0,9747399	0,9912488	0,8243475	0,3403408	0,8406071	0,9574478	0,9979673	0,7802087	0,9940654	0,7386466	0,9879834	0,3796094
1000	0,7573566	0,8942147	0,9999502	0,2170981	0,3885312	0,9234213	0,9997244	0,5599390	0,4332874	0,5185811	0,6336893	0,5359203	0,1072890	0,5656337	0,4995662	0,5337857	0,3129375	0,3085485	1,0000000	0,0515829	0,9747399	0,9912452	0,8243475	0,3402878	0,8406071	0,9574478	0,9979673	0,7802006	0,9940654	0,7386456	0,9879834	0,3796094
1020	0,7573566	0,8942147	0,9999502	0,2170981	0,3885312	0,9234209	0,9998121	0,5599390	0,4332874	0,5185811	0,6336893	0,5359204	0,1072890	0,5656337	0,4995662	0,5338406	0,3129371	0,3085485	1,0000000	0,0515829	0,9747399	0,9912425	0,8243475	0,3402536	0,8406071	0,9574478	0,9979673	0,7801955	0,9940654	0,7386450	0,9879834	0,3796094
1040	0,7573566	0,8942147	0,9999502	0,2170981	0,3885312	0,9234206	0,9998719	0,5599390	0,4332874	0,5185811	0,6336893	0,5359204	0,1072890	0,5656337	0,4995663	0,5338787	0,3129369	0,3085485	1,0000000	0,0515829	0,9747399	0,9912406	0,8243475	0,3402315	0,8406071	0,9574478	0,9979673	0,7801923	0,9940654	0,7386447	0,9879834	0,3796094
1060	0,7573566	0,8942147	0,9999502	0,2170981	0,3885312	0,9234204	0,9999128	0,5599390	0,4332874	0,5185811	0,6336893	0,5359204	0,1072890	0,5656337	0,4995663	0,5339052	0,3129368	0,3085485	1,0000000	0,0515829	0,9747399	0,9912393	0,8243475	0,3402173	0,8406071	0,9574478	0,9979673	0,7801904	0,9940654	0,7386445	0,9879834	0,3796094
1080	0,7573566	0,8942147	0,9999502	0,2170981	0,3885312	0,9234203	0,9999406	0,5599390	0,4332874	0,5185811	0,6336893	0,5359204	0,1072890	0,5656337	0,4995663	0,5339237	0,3129368	0,3085485	1,0000000	0,0515829	0,9747399	0,9912383	0,8243475	0,3402081	0,8406071	0,9574478	0,9979673	0,7801892	0,9940654	0,7386444	0,9879834	0,3796094
1100	0,7573566	0,8942147	0,9999502	0,2170981	0,3885312	0,9234202	0,9999596	0,5599390	0,4332874	0,5185811	0,6336893	0,5359204	0,1072890	0,5656337	0,4995663	0,5339365	0,3129367	0,3085485	1,0000000	0,0515829	0,9747399	0,9912376	0,8243475	0,3402022	0,8406071	0,9574478	0,9979673	0,7801884	0,9940654	0,7386444	0,9879834	0,3796094

0	0,0152137	0,6187872	0,0381285	0,0299582	0,2699802	0,6042189	1,0000000	0,5599425	0,4332840	0,5185874	0,3183098	0,7084450	0,1073020	0,5651686	0,5787377	0,5340843	0,3129343	0,3085535	0,9812115	0,0516745	0,9740519	0,0270940	0,0503944	0,3402248	0,8405864	0,0567969	0,9979629	0,7801793	0,9940651	0,0018461	0,9879704	0,3796092
20	0,0150235	0,6187872	0,0381285	0,0891467	0,2699735	0,6042174	1,0000000	0,5599412	0,4332855	0,5327913	0,3183070	0,7084515	0,1072970	0,5516409	0,5787419	0,4948846	0,3129360	0,3085520	0,9812464	0,0516427	0,9742429	0,0270942	0,0503948	0,3406724	0,8405938	0,0567969	0,9981051	0,7801827	0,9940653	0,0018461	0,9879754	0,3796100
40	0,0147307	0,6187872	0,0381285	0,1997328	0,2699669	0,6042163	1,0000000	0,5599403	0,4332862	0,5614546	0,3183001	0,7084556	0,1072939	0,5234623	0,5787445	0,4177362	0,3129369	0,3085512	0,9812698	0,0516221	0,9743811	0,0270943	0,0503951	0,3415147	0,8405987	0,0567970	0,9983528	0,7801849	0,9940654	0,0018461	0,9879785	0,3796104
60	0,0144930	0,6187872	0,0381285	0,3093801	0,2699589	0,6042156	1,0000000	0,5599397	0,4332866	0,5909578	0,3182861	0,7084583	0,1072920	0,4922249	0,5787462	0,3366543	0,3129372	0,3085506	0,9812853	0,0516086	0,9744812	0,0270944	0,0503952	0,3423428	0,8406019	0,0567970	0,9985810	0,7801862	0,9940654	0,0018461	0,9879804	0,3796104
80	0,0143288	0,6187872	0,0381285	0,4005759	0,2699498	0,6042151	1,0000000	0,5599394	0,4332869	0,6150596	0,3182667	0,7084600	0,1072909	0,4632581	0,5787473	0,2651374	0,3129373	0,3085501	0,9812957	0,0515997	0,9745534	0,0270944	0,0503954	0,3430234	0,8406039	0,0567970	0,9987568	0,7801869	0,9940654	0,0018461	0,9879816	0,3796103
100	0,0142226	0,6187872	0,0381285	0,4704598	0,2699406	0,6042147	1,0000000	0,5599392	0,4332870	0,6321010	0,3182449	0,7084611	0,1072902	0,4385903	0,5787482	0,2070327	0,3129372	0,3085497	0,9813026	0,0515939	0,9746056	0,0270945	0,0503954	0,3435377	0,8406052	0,0567970	0,9988811	0,7801872	0,9940654	0,0018461	0,9879823	0,3796101
120	0,0141562	0,6187872	0,0381285	0,5215911	0,2699322	0,6042145	1,0000000	0,5599391	0,4332871	0,6427636	0,3182236	0,7084619	0,1072898	0,4185992	0,5787487	0,1619852	0,3129371	0,3085494	0,9813072	0,0515901	0,9746432	0,0270945	0,0503955	0,3439080	0,8406059	0,0567970	0,9989647	0,7801873	0,9940654	0,0018461	0,9879827	0,3796099
140	0,0141153	0,6187872	0,0381285	0,5579352	0,2699250	0,6042143	1,0000000	0,5599390	0,4332872	0,6485889	0,3182046	0,7084624	0,1072895	0,4029104	0,5787491	0,1280840	0,3129370	0,3085491	0,9813102	0,0515876	0,9746704	0,0270945	0,0503955	0,3441667	0,8406064	0,0567970	0,9990191	0,7801874	0,9940654	0,0018461	0,9879830	0,3796098
160	0,0140905	0,6187872	0,0381285	0,5832765	0,2699190	0,6042142	1,0000000	0,5599390	0,4332873	0,6511760	0,3181886	0,7084628	0,1072893	0,3908695	0,5787494	0,1030823	0,3129369	0,3085489	0,9813122	0,0515860	0,9746899	0,0270945	0,0503955	0,3443436	0,8406067	0,0567970	0,9990538	0,7801873	0,9940654	0,0018461	0,9879831	0,3796096
180	0,0140754	0,6187872	0,0381285	0,6007122	0,2699143	0,6042141	1,0000000	0,5599390	0,4332873	0,6518382	0,3181759	0,7084630	0,1072892	0,3817769	0,5787496	0,0849090	0,3129368	0,3085488	0,9813136	0,0515849	0,9747040	0,0270946	0,0503956	0,3444630	0,8406069	0,0567970	0,9990756	0,7801873	0,9940654	0,0018461	0,9879832	0,3796095
200	0,0140663	0,6187872	0,0381285	0,6125955	0,2699107	0,6042140	1,0000000	0,5599390	0,4332874	0,6515153	0,3181661	0,7084631	0,1072892	0,3749938	0,5787498	0,0718406	0,3129367	0,3085487	0,9813145	0,0515842	0,9747141	0,0270946	0,0503956	0,3445426	0,8406070	0,0567970	0,9990890	0,7801873	0,9940654	0,0018461	0,9879833	0,3796095
220	0,0140608	0,6187872	0,0381285	0,6206390	0,2699079	0,6042140	1,0000000	0,5599390	0,4332874	0,6508081	0,3181587	0,7084633	0,1072891	0,3699808	0,5787498	0,0625200	0,3129367	0,3085486	0,9813151	0,0515837	0,9747214	0,0270946	0,0503956	0,3445953	0,8406070	0,0567970	0,9990973	0,7801873	0,9940654	0,0018461	0,9879833	0,3796094
240	0,0140575	0,6187872	0,0381285	0,6260560	0,2699059	0,6042139	1,0000000	0,5599390	0,4332874	0,6500561	0,3181533	0,7084633	0,1072891	0,3663033	0,5787499	0,0559149	0,3129367	0,3085485	0,9813155	0,0515834	0,9747266	0,0270946	0,0503956	0,3446300	0,8406071	0,0567970	0,9991023	0,7801872	0,9940654	0,0018461	0,9879833	0,3796094
260	0,0140555	0,6187872	0,0381285	0,6296903	0,2699044	0,6042139	1,0000000	0,5599390	0,4332874	0,6494203	0,3181494	0,7084634	0,1072891	0,3636213	0,5787499	0,0512579	0,3129367	0,3085485	0,9813157	0,0515832	0,9747303	0,0270946	0,0503956	0,3446528	0,8406071	0,0567970	0,9991054	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
280	0,0140543	0,6187872	0,0381285	0,6321219	0,2699033	0,6042139	1,0000000	0,5599390	0,4332874	0,6489520	0,3181466	0,7084634	0,1072891	0,3616746	0,5787500	0,0479874	0,3129367	0,3085485	0,9813159	0,0515831	0,9747331	0,0270946	0,0503956	0,3446676	0,8406071	0,0567970	0,9991072	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
300	0,0140535	0,6187872	0,0381285	0,6337452	0,2699025	0,6042139	1,0000000	0,5599390	0,4332874	0,6486441	0,3181447	0,7084634	0,1072891	0,3602670	0,5787500	0,0456978	0,3129366	0,3085485	0,9813160	0,0515830	0,9747350	0,0270946	0,0503956	0,3446772	0,8406071	0,0567970	0,9991083	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
320	0,0140531	0,6187872	0,0381285	0,6348272	0,2699019	0,6042139	1,0000000	0,5599390	0,4332874	0,6484641	0,3181433	0,7084634	0,1072890	0,3592524	0,5787500	0,0440987	0,3129366	0,3085485	0,9813161	0,0515830	0,9747364	0,0270946	0,0503956	0,3446835	0,8406071	0,0567970	0,9991090	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
340	0,0140528	0,6187872	0,0381285	0,6355476	0,2699015	0,6042139	1,0000000	0,5599390	0,4332874	0,6483743	0,3181424	0,7084634	0,1072890	0,3585231	0,5787500	0,0429837	0,3129366	0,3085485	0,9813161	0,0515829	0,9747374	0,0270946	0,0503956	0,3446876	0,8406071	0,0567970	0,9991094	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
360	0,0140527	0,6187872	0,0381285	0,6360267	0,2699012	0,6042139	1,0000000	0,5599390	0,4332874	0,6483415	0,3181418	0,7084634	0,1072890	0,3580000	0,5787500	0,0422073	0,3129366	0,3085485	0,9813162	0,0515829	0,9747381	0,0270946	0,0503956	0,3446902	0,8406071	0,0567970	0,9991096	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
380	0,0140526	0,6187872	0,0381285	0,6363451	0,2699010	0,6042139	1,0000000	0,5599390	0,4332874	0,6483401	0,3181413	0,7084634	0,1072890	0,3576254	0,5787500	0,0416670	0,3129366	0,3085485	0,9813162	0,0515829	0,9747386	0,0270946	0,0503956	0,3446919	0,8406071	0,0567970	0,9991097	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
400	0,0140525	0,6187872	0,0381285	0,6365566	0,2699009	0,6042139	1,0000000	0,5599390	0,4332874	0,6483532	0,3181411	0,7084634	0,1072890	0,3573576	0,5787500	0,0412912	0,3129366	0,3085485	0,9813162	0,0515829	0,9747390	0,0270946	0,0503956	0,3446930	0,8406071	0,0567970	0,9991098	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
420	0,0140525	0,6187872	0,0381285	0,6366970	0,2699008	0,6042139	1,0000000	0,5599390	0,4332874	0,6483704	0,3181409	0,7084634	0,1072890	0,3571665	0,5787500	0,0410298	0,3129366	0,3085485	0,9813162	0,0515829	0,9747393	0,0270946	0,0503956	0,3446937	0,8406071	0,0567970	0,9991099	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
440	0,0140525	0,6187872	0,0381285	0,6367903	0,2699007	0,6042139	1,0000000	0,5599390	0,4332874	0,6483863	0,3181407	0,7084634	0,1072890	0,3570301	0,5787500	0,0408479	0,3129366	0,3085485	0,9813162	0,0515829	0,9747394	0,0270946	0,0503956	0,3446942	0,8406071	0,0567970	0,9991099	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
460	0,0140525	0,6187872	0,0381285	0,6368521	0,2699007	0,6042139	1,0000000	0,5599390	0,4332874	0,6483987	0,3181406	0,7084634	0,1072890	0,3569329	0,5787500	0,0407214	0,3129366	0,3085485	0,9813162	0,0515829	0,9747396	0,0270946	0,0503956	0,3446945	0,8406071	0,0567970	0,9991099	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
480	0,0140525	0,6187872	0,0381285	0,6368932	0,2699006	0,6042139	1,0000000	0,5599390	0,4332874	0,6484073	0,3181406	0,7084634	0,1072890	0,3568637	0,5787500	0,0406334	0,3129366	0,3085485	0,9813162	0,0515829	0,9747397	0,0270946	0,0503956	0,3446947	0,8406071	0,0567970	0,9991099	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
500	0,0140525	0,6187872	0,0381285	0,6369204	0,2699006	0,6042139	1,0000000	0,5599390	0,4332874	0,6484127	0,3181405	0,7084634	0,1072890	0,3568145	0,5787500	0,0405721	0,3129366	0,3085485	0,9813162	0,0515829	0,9747398	0,0270946	0,0503956	0,3446948	0,8406071	0,0567970	0,9991099	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
520	0,0140525	0,6187872	0,0381285	0,6369385	0,2699006	0,6042139	1,0000000	0,5599390	0,4332874	0,6484156	0,3181405	0,7084634	0,1072890	0,3567795	0,5787500	0,0405295	0,3129366	0,3085485	0,9813162	0,0515829	0,9747398	0,0270946	0,0503956	0,3446949	0,8406071	0,0567970	0,9991099	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
540	0,0140525	0,6187872	0,0381285	0,6369505	0,2699006	0,6042139	1,0000000	0,5599390	0,4332874	0,6484168	0,3181405	0,7084634	0,1072890	0,3567546	0,5787500	0,0404998	0,3129366	0,3085485	0,9813162	0,0515829	0,9747398	0,0270946	0,0503956	0,3446949	0,8406071	0,0567970	0,9991099	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
560	0,0140524	0,6187872	0,0381285	0,6369584	0,2699006	0,6042139	1,0000000	0,5599390	0,4332874	0,6484171	0,3181405	0,7084634	0,1072890	0,3567369	0,5787500	0,0404791	0,3129366	0,3085485	0,9813162	0,0515829	0,9747399	0,0270946	0,0503956	0,3446950	0,8406071	0,0567970	0,9991099	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
580	0,0142427	0,6187872	0,0381285	0,5777698	0,2699008	0,6042139	1,0000000	0,5599390	0,4332874	0,6316906	0,3181411	0,7084634	0,1072890	0,3703897	0,5787500	0,0757855	0,3129366	0,3085485	0,9813162	0,0515829	0,9747399	0,0270946	0,0503956	0,3442365	0,8406071	0,0567970	0,9989696	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
600	0,0145354	0,6187872	0,0381285	0,4671786	0,2699029	0,6042139	1,0000000	0,5599390	0,4332874	0,5982740	0,3181464	0,7084634	0,1072890	0,3986558	0,5787500	0,1461666	0,3129366	0,3085485	0,9813162	0,0515829	0,9747399	0,0270946	0,0503956	0,3433871	0,8406071	0,0567970	0,9987229	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
620	0,0147731	0,6187872	0,0381285	0,3575274	0,2699077	0,6042139	1,0000000	0,5599390	0,4332874	0,5648114	0,3181591	0,7084634	0,1072890	0,4299547	0,5787500	0,2219838	0,3129366	0,3085485	0,9813162	0,0515829	0,9747399	0,0270946	0,0503956	0,3425543	0,8406071	0,0567970	0,9984953	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
640	0,0149374	0,6187872	0,0381285	0,2663308	0,2699145	0,6042139	1,0000000	0,5599390	0,4332874	0,5390245	0,3181776	0,7084634	0,1072890	0,4589647	0,5787500	0,2912608	0,3129366	0,3085485	0,9813162	0,0515829	0,9747399	0,0270946	0,0503956	0,3418704	0,8406071	0,0567970	0,9983199	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
660	0,0150435	0,6187872	0,0381285	0,1964485	0,2699221	0,6042140	1,0000000	0,5599390	0,4332874	0,5226907	0,3181989	0,7084634	0,1072890	0,4836631	0,5787500	0,3499520	0,3129366	0,3085485	0,9813162	0,0515829	0,9747399	0,0270946	0,0503956	0,3413539	0,8406071	0,0567970	0,9981958	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
680	0,0151100	0,6187872	0,0381285	0,1453204	0,2699294	0,6042140	1,0000000	0,5599390	0,4332874	0,5143985	0,3182199	0,7084634	0,1072890	0,5036759	0,5787500	0,3974549	0,3129366	0,3085485	0,9813162	0,0515829	0,9747399	0,0270946	0,0503956	0,3409820	0,8406071	0,0567970	0,9981124	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
700	0,0151508	0,6187872	0,0381285	0,1089799	0,2699360	0,6042140	1,0000000	0,5599390	0,4332874	0,5116335	0,3182388	0,7084634	0,1072890	0,5193799	0,5787500	0,4346235	0,3129366	0,3085485	0,9813162	0,0515829	0,9747399	0,0270946	0,0503956	0,3407222	0,8406071	0,0567970	0,9980580	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
720	0,0151757	0,6187873	0,0381285	0,0836422	0,2699415	0,6042141	1,0000000	0,5599390	0,4332874	0,5119877	0,3182548	0,7084634	0,1072890	0,5314316	0,5787500	0,4628884	0,3129366	0,3085485	0,9813162	0,0515829	0,9747399	0,0270946	0,0503956	0,3405444	0,8406071	0,0567970	0,9980233	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
740	0,0151908	0,6187873	0,0381285	0,0662096	0,2699459	0,6042141	1,0000000	0,5599390	0,4332874	0,5136627	0,3182677	0,7084634	0,1072890	0,5405319	0,5787500	0,4838413	0,3129366	0,3085485	0,9813162	0,0515829	0,9747399	0,0270946	0,0503956	0,3404245	0,8406071	0,0567970	0,9980016	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
760	0,0151999	0,6187873	0,0381285	0,0543289	0,2699494	0,6042141	1,0000000	0,5599390	0,4332874	0,5155470	0,3182776	0,7084634	0,1072890	0,5473205	0,5787500	0,4990209	0,3129366	0,3085485	0,9813162	0,0515829	0,9747399	0,0270946	0,0503956	0,3403446	0,8406071	0,0567970	0,9979881	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
780	0,0152054	0,6187873	0,0381285	0,0462875	0,2699520	0,6042141	1,0000000	0,5599390	0,4332874	0,5170925	0,3182851	0,7084634	0,1072890	0,5523373	0,5787500	0,5097979	0,3129366	0,3085485	0,9813162	0,0515829	0,9747399	0,0270946	0,0503956	0,3402916	0,8406071	0,0567970	0,9979799	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
800	0,0152087	0,6187873	0,0381285	0,0408721	0,2699540	0,6042141	1,0000000	0,5599390	0,4332874	0,5181301	0,3182906	0,7084634	0,1072890	0,5560175	0,5787500	0,5173217	0,3129366	0,3085485	0,9813162	0,0515829	0,9747399	0,0270946	0,0503956	0,3402568	0,8406071	0,0567970	0,9979749	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
820	0,0152107	0,6187873	0,0381285	0,0372389	0,2699554	0,6042141	1,0000000	0,5599390	0,4332874	0,5187004	0,3182946	0,7084634	0,1072890	0,5587014	0,5787500	0,5225085	0,3129366	0,3085485	0,9813162	0,0515829	0,9747399	0,0270946	0,0503956	0,3402339	0,8406071	0,0567970	0,9979718	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
840	0,0152119	0,6187873	0,0381285	0,0348083	0,2699565	0,6042141	1,0000000	0,5599390	0,4332874	0,5189292	0,3182975	0,7084634	0,1072890	0,5606495	0,5787500	0,5260569	0,3129366	0,3085485	0,9813162	0,0515829	0,9747399	0,0270946	0,0503956	0,3402191	0,8406071	0,0567970	0,9979700	0,7801872	0,9940654	0,0018461	0,9879834	0,3796094
