"Time"	baeR	cpxR	csgD	rstA	ompR	bolA	rcsB	rcsA	flhC	hdfR	csgF	csgE	csgG	sra	ompF	mdtA	wcaB	mdtD	mdtB	baeS	csgB	wzc	wcaA	spy	wza	csgA	bdm	csgC	mdtC	wzb	rprA	osmB
560	0,2643878	0,0130824	0,5049431	0,8102389	0,5192818	0,1463372	0,8429299	0,0264367	0,3786962	0,1237432	0,6430680	0,7277161	0,5330326	0,3906509	0,5879615	0,6853750	0,0508839	0,7066426	0,0774102	0,3684054	0,5567215	0,6715602	0,5207287	0,7395517	0,5114457	0,8223877	0,2805484	0,6902868	0,1351966	0,3386030	0,1395430	0,0075154
580	0,2306225	0,0444827	0,4386604	0,7797725	0,6272790	0,1747207	0,6662422	0,0533421	0,3796499	0,3332239	0,6628396	0,7580285	0,4870394	0,4560499	0,5899871	0,5721079	0,0634748	0,6637864	0,1029256	0,4424745	0,4951478	0,6693371	0,4559863	0,7455109	0,4167686	0,7213124	0,2426302	0,5922066	0,1267931	0,3121919	0,0791360	0,0067781
600	0,2555689	0,0343256	0,5717376	0,7973867	0,7104342	0,1789566	0,6541011	0,0184716	0,3616185	0,3970281	0,6310594	0,7342211	0,6175220	0,5944696	0,5065019	0,5490192	0,0375934	0,5763608	0,0782110	0,2565066	0,6219757	0,7208043	0,4990363	0,4966746	0,3790168	0,6508222	0,2593169	0,7423029	0,1266870	0,3828006	0,1024831	0,0036917
620	0,2107298	0,0204734	0,4141052	0,7894393	0,6241255	0,1808438	0,7228887	0,0265551	0,2961091	0,4865664	0,5215538	0,7349712	0,5351670	0,5253894	0,6518680	0,5646617	0,0792567	0,5479802	0,0482608	0,3494576	0,5953678	0,5445220	0,3964104	0,3659498	0,3875851	0,6045427	0,2188404	0,6703656	0,1108474	0,3293077	0,0735179	0,0007946
640	0,2271935	0,0380109	0,3822895	0,6389324	0,6180862	0,1182837	0,7509147	0,0620805	0,4062070	0,6390457	0,5195664	0,8612567	0,6592146	0,4427645	0,5788582	0,4041869	0,0594865	0,5299542	0,0755194	0,2043525	0,6547718	0,4569348	0,4997626	0,4094197	0,2796757	0,6786500	0,2162862	0,8148112	0,1058333	0,3324547	0,0731660	0,0130442
660	0,1912559	0,0224312	0,4044347	0,7175469	0,6019896	0,1288227	0,7086756	0,0121258	0,3466573	0,5393489	0,4850384	0,7430647	0,6049867	0,4419701	0,6184799	0,3230355	0,0484456	0,4779683	0,1126471	0,2105196	0,5487761	0,5437376	0,3870000	0,2893858	0,2532076	0,9031084	0,2798483	0,7823875	0,0927187	0,3735334	0,1286652	0,0027041
680	0,1327519	0,0441449	0,4917153	0,7081633	0,6666214	0,1756463	0,8505569	0,0226443	0,3502942	0,6454270	0,4712749	0,7216421	0,6192294	0,3542761	0,5458379	0,2552805	0,0477398	0,4434415	0,0879730	0,1036926	0,6982796	0,5529417	0,3448484	0,1507426	0,2229010	0,8158230	0,1940185	0,7819346	0,1193016	0,4579073	0,0787995	0,0137524
700	0,1340811	0,0544743	0,4542612	0,5791014	0,6010815	0,1218512	0,9355753	0,0349053	0,3783190	0,6496931	0,4443164	0,7797640	0,6568278	0,3509525	0,4981839	0,2066626	0,0481740	0,3440086	0,0686470	0,1015364	0,6074203	0,4259733	0,3496287	0,1155539	0,1966821	0,8306717	0,2832995	0,7202051	0,1046036	0,4465323	0,1194230	0,0038258
720	0,1234074	0,0289641	0,4704512	0,7655851	0,6934827	0,1461201	0,6858597	0,0373202	0,2465786	0,7685882	0,5346983	0,7747773	0,6623779	0,5224081	0,5907580	0,1731766	0,0943949	0,3706050	0,0641979	0,0426765	0,5801510	0,5453272	0,3849073	0,1010738	0,2036533	0,8150327	0,3613336	0,6330577	0,1038439	0,3643705	0,0727197	0,0011012
740	0,1207909	0,0598461	0,4807270	0,5984652	0,7149579	0,2001756	0,6685140	0,0169966	0,2663261	0,7860500	0,5529192	0,6346131	0,5894399	0,4008493	0,4874593	0,1171778	0,0761299	0,4150271	0,0638030	0,0581032	0,6859818	0,4227357	0,3808784	0,0453398	0,2580332	0,7779469	0,3244049	0,7379226	0,1277424	0,4070759	0,0818125	0,0000424
760	0,1713319	0,0293674	0,5095495	0,7928174	0,7129691	0,1288834	0,8060438	0,0367355	0,2754853	0,5985319	0,4825089	0,6566550	0,5564009	0,3802223	0,5499443	0,0743862	0,0697424	0,4918533	0,0927080	0,0274641	0,6639041	0,4459023	0,4073970	0,0324245	0,1287916	0,6819142	0,3108595	0,6697707	0,0804536	0,4926611	0,1289101	0,0005824
780	0,1113038	0,0243201	0,5287435	0,8587146	0,7047785	0,1536808	0,7370918	0,0307591	0,3245713	0,5708266	0,5225421	0,6612604	0,5627998	0,4478330	0,5421921	0,0662839	0,0442940	0,3134248	0,1036675	0,0130925	0,5391590	0,4302326	0,3857915	0,0326580	0,1486934	0,5670650	0,2366793	0,7546967	0,0586609	0,4046835	0,0740047	0,0008126
800	0,1117964	0,0412001	0,3535570	0,7264502	0,6709867	0,1300722	0,7204850	0,0325303	0,2983924	0,6838037	0,4528353	0,7398219	0,5819947	0,3140380	0,6057501	0,0400859	0,0489228	0,3563699	0,0483969	0,0131541	0,7313347	0,4281816	0,3498583	0,0201043	0,1665620	0,6952098	0,2891531	0,7033811	0,0444817	0,3773380	0,0790094	0,0001785
820	0,1083760	0,0216352	0,4709664	0,8184109	0,7217368	0,1210770	0,8473151	0,0279781	0,2707863	0,7501179	0,5319885	0,7415241	0,7298062	0,4020672	0,5346424	0,0658321	0,0394622	0,3262327	0,0378805	0,0365097	0,5478874	0,4766052	0,4688352	0,0178960	0,1559790	0,6215822	0,2733116	0,6327602	0,0959685	0,4479618	0,0617816	0,0003661
840	0,1111499	0,0165046	0,3965348	0,7644182	0,7647659	0,1160266	0,7340807	0,0265558	0,2959687	0,6556071	0,3959512	0,7000986	0,5631159	0,3351245	0,5637088	0,0342646	0,0785618	0,2507597	0,0523970	0,0105739	0,6550509	0,3334622	0,4369332	0,0276125	0,1291147	0,6995682	0,3010280	0,5616457	0,0555367	0,4158046	0,0860005	0,0005931
860	0,1206355	0,0201917	0,4863171	0,7941170	0,7727534	0,1312229	0,7454675	0,0358321	0,2576198	0,6734697	0,5474047	0,7559884	0,7546152	0,4990952	0,5314591	0,0591441	0,0807909	0,3670086	0,0873400	0,0106160	0,6464094	0,3166250	0,3936817	0,0098310	0,0953015	0,8728836	0,2813785	0,7052133	0,1472373	0,4501974	0,0855412	0,0015653
880	0,0934704	0,0203189	0,5526683	0,6474828	0,6458636	0,0886633	0,7110128	0,0359665	0,2341113	0,7362989	0,4134431	0,8450854	0,5301207	0,4671730	0,4369608	0,0903685	0,0631880	0,2855602	0,0575950	0,0169265	0,5652466	0,2025737	0,4756680	0,0060844	0,1050862	0,7815824	0,2429102	0,6692270	0,0774777	0,4214651	0,1186161	0,0008457
900	0,1807719	0,0109401	0,3940543	0,6487625	0,7979702	0,0972465	0,7710566	0,0243929	0,3124261	0,6953376	0,5522184	0,6774792	0,6866465	0,3734564	0,4800870	0,0255908	0,0523176	0,2993816	0,0598326	0,0139768	0,5798064	0,3285486	0,3499506	0,0115994	0,1383684	0,6333613	0,2416973	0,5953859	0,1224005	0,3505686	0,0674842	0,0049917
920	0,1385663	0,0214632	0,5010984	0,8073828	0,6892465	0,1224242	0,7192293	0,0534467	0,2683666	0,6735180	0,5332235	0,7393508	0,6105334	0,4275875	0,4833510	0,0481041	0,0244607	0,3233874	0,1111534	0,0061800	0,5474293	0,2908261	0,3843448	0,0075506	0,0836383	0,7477607	0,3481468	0,6193529	0,0725937	0,4100235	0,0843598	0,0014526
940	0,1070868	0,0147097	0,5337647	0,7137746	0,7144532	0,1389776	0,7827561	0,0219916	0,3138222	0,6836756	0,6027890	0,7241940	0,6034395	0,4925532	0,4841081	0,0801548	0,0569620	0,4329388	0,0653836	0,0130617	0,6457800	0,3514982	0,3983900	0,0077197	0,0653039	0,7856005	0,3062658	0,6265976	0,0535524	0,3298272	0,0824199	0,0007447
960	0,0800252	0,0303507	0,4266666	0,7506507	0,6933462	0,1768666	0,6610347	0,0238859	0,2080769	0,6327034	0,5553616	0,7949935	0,5695816	0,4718310	0,5306097	0,0216994	0,0688479	0,2897782	0,0617382	0,0068941	0,5627620	0,3757732	0,3325643	0,0197691	0,1489533	0,7519256	0,3416081	0,7577951	0,0656491	0,3424292	0,0510765	0,0002228
980	0,0629624	0,0068102	0,5425901	0,8205446	0,7067677	0,1899983	0,7071885	0,0440856	0,3174203	0,6251945	0,4167537	0,8006176	0,5630422	0,4958501	0,4960992	0,0279934	0,0494622	0,2336656	0,0594337	0,0086608	0,6192073	0,3018446	0,2790430	0,0131611	0,0945359	0,6960914	0,2210215	0,5841150	0,0825379	0,4639359	0,0884558	0,0000251
1000	0,1278591	0,0134287	0,5918410	0,8033593	0,6664291	0,1422400	0,8300567	0,0667004	0,2530527	0,7331494	0,5397761	0,6983637	0,7846402	0,4622749	0,5299511	0,0455666	0,0406417	0,3048708	0,0395985	0,0443200	0,5418403	0,3757521	0,3468038	0,0157258	0,1196554	0,7184666	0,2390958	0,7331501	0,0520324	0,3870618	0,0924760	0,0014611
1020	0,1344506	0,0226317	0,5381749	0,6880478	0,7763332	0,1073618	0,7079230	0,0197019	0,2519053	0,6667160	0,5118837	0,7059634	0,6070599	0,5793833	0,5968928	0,0162378	0,0247117	0,3217396	0,0122673	0,0178158	0,5780093	0,3662440	0,3142116	0,0180518	0,1357482	0,7039537	0,2244922	0,8477724	0,0307429	0,3816835	0,0674073	0,0001772
1040	0,1050985	0,0703942	0,5303966	0,5893649	0,7465500	0,1671953	0,7495803	0,0347722	0,2172016	0,7263692	0,5187737	0,7031452	0,6566653	0,4837828	0,5930312	0,0229445	0,0568699	0,4171403	0,0496435	0,0042117	0,6074960	0,2989489	0,3279478	0,0127885	0,1427516	0,7284410	0,2358577	0,7642429	0,0488952	0,4616735	0,0787019	0,0014426
1060	0,1471789	0,0266136	0,4401373	0,6680076	0,6683365	0,1401363	0,7264245	0,0478854	0,2656586	0,6875610	0,5095544	0,6846188	0,5415530	0,4598297	0,6169115	0,0225626	0,0594086	0,3059643	0,0861465	0,0254627	0,5533754	0,3851961	0,3523075	0,0102268	0,1444110	0,7960132	0,2032286	0,8170008	0,0640798	0,4236797	0,0394485	0,0061828
1080	0,0984339	0,0361601	0,4975675	0,6103405	0,6004639	0,1504795	0,6728658	0,0621285	0,3432582	0,7433331	0,5683143	0,7789595	0,5514113	0,4608158	0,5226871	0,0270389	0,0997340	0,3116975	0,0520785	0,0337013	0,6182090	0,3295867	0,3970215	0,0107765	0,1504898	0,7073193	0,3539894	0,8235396	0,0679005	0,4012422	0,1179230	0,0011670
1100	0,0991002	0,0402057	0,4938500	0,8303431	0,6842299	0,2057392	0,6090021	0,0372877	0,2789067	0,8983814	0,5088864	0,7851191	0,5814403	0,3183096	0,6321096	0,0414949	0,0865867	0,3497848	0,0389479	0,0246837	0,6597253	0,4207415	0,3778597	0,0080172	0,1171798	0,7055504	0,2828911	0,8970461	0,0495915	0,3925094	0,0885421	0,0011120

0	0,0354208	0,0201989	0,4836070	0,7284749	0,7482179	0,0907787	0,7932138	0,0518006	0,2125455	0,7957140	0,4818171	0,7775631	0,6085418	0,4980634	0,6300026	0,0323381	0,0654042	0,3231214	0,0928758	0,0079727	0,5562092	0,3266288	0,3437082	0,0057849	0,0721588	0,6788891	0,2987641	0,7974105	0,0197578	0,3763490	0,0733045	0,0040039
20	0,0739567	0,0308079	0,5084159	0,7971628	0,7271921	0,1550129	0,8965674	0,0187989	0,2307115	0,6013608	0,5008019	0,6675191	0,5293209	0,3337744	0,5237760	0,0040709	0,1105859	0,3041374	0,0893935	0,0052582	0,6326306	0,4074461	0,3932810	0,0199984	0,1160830	0,5943155	0,2155550	0,7876536	0,0286063	0,5421181	0,0812862	0,0047308
40	0,0556070	0,0401843	0,4629160	0,8221442	0,8360936	0,1190724	0,7424667	0,0252776	0,3304656	0,4244858	0,4371254	0,7400013	0,6344889	0,2661108	0,5621678	0,0072609	0,0415014	0,3706164	0,1504642	0,0142650	0,7776620	0,3816341	0,5289309	0,0146227	0,0723540	0,6549109	0,3576624	0,6909214	0,0447135	0,5347896	0,0430749	0,0089461
60	0,0440374	0,0399766	0,4794268	0,8043567	0,7005320	0,0963519	1,0034060	0,0102383	0,2448527	0,5604711	0,5356707	0,5832909	0,4241016	0,2461731	0,5391377	0,0080223	0,0474156	0,4523035	0,0823684	0,0215048	0,5994775	0,3742316	0,4706558	0,0128641	0,1157772	0,5948739	0,4196981	0,8656504	0,0484913	0,6274845	0,0596048	0,0059016
80	0,0937828	0,0849885	0,4824165	0,8082379	0,6973196	0,1085068	0,7317834	0,0166810	0,2676906	0,6186927	0,4151014	0,7075467	0,4035915	0,2039728	0,4530895	0,0146265	0,0280647	0,5146986	0,1220572	0,0081158	0,7802513	0,3460721	0,6185564	0,0089521	0,1386744	0,7024303	0,4545201	0,8091093	0,0367602	0,6095892	0,0790186	0,0126251
100	0,0895606	0,0315521	0,5645960	0,8922018	0,8564050	0,1600629	0,8715335	0,0325529	0,2536257	0,5684369	0,6622735	0,6737917	0,3360266	0,1709640	0,6382493	0,0099061	0,0244250	0,4831976	0,0889260	0,0115563	0,6144337	0,3404552	0,7139270	0,0213310	0,0808936	0,7116878	0,4254024	0,7250582	0,0566988	0,5916644	0,0627811	0,0188070
120	0,0603557	0,0460456	0,4565029	0,6747795	0,7524154	0,1738912	0,7864190	0,0406800	0,2843816	0,4166408	0,5921607	0,6460028	0,2903603	0,1333081	0,6315435	0,0329221	0,0827992	0,6889555	0,0612516	0,0081694	0,6716461	0,4571456	0,6356181	0,0083890	0,0919770	0,7517523	0,5250615	0,7776533	0,0224787	0,6321075	0,0886659	0,0048737
140	0,0650632	0,0419725	0,4036130	0,8926712	0,7999560	0,1293254	0,8760713	0,0296536	0,3368093	0,4681315	0,6519244	0,6856539	0,2083112	0,1314848	0,5987148	0,0209240	0,0705558	0,6589189	0,0840721	0,0039478	0,7244240	0,4608891	0,7467317	0,0181701	0,1436398	0,7096422	0,5563531	0,7226537	0,0260033	0,6188334	0,0536907	0,0024912
160	0,0557756	0,0375123	0,5790915	0,7898200	0,7488065	0,0914566	0,8133886	0,0312516	0,2688916	0,4903268	0,5760326	0,6154337	0,2084588	0,0795039	0,5005822	0,0263511	0,0872718	0,7133213	0,0837123	0,0133893	0,6940872	0,3153600	0,8105137	0,0114804	0,0560502	0,7368906	0,5491775	0,6557559	0,0479079	0,6448543	0,0966439	0,0003194
180	0,0560823	0,0406375	0,4061018	0,8092569	0,8213215	0,1390650	0,6523765	0,0112635	0,2635645	0,4178852	0,5910999	0,8208364	0,1609979	0,1098317	0,4978196	0,0187749	0,0719117	0,6683249	0,0824545	0,0206780	0,5938531	0,3267661	0,6628960	0,0127803	0,0767848	0,7645343	0,5332779	0,8108805	0,0421277	0,6073754	0,0822294	0,0022678
200	0,0478682	0,0678760	0,5028398	0,7123592	0,7105543	0,0970787	0,6961080	0,0221408	0,2985006	0,4430989	0,4592086	0,6575328	0,1460701	0,1010693	0,5305068	0,0225429	0,0793482	0,6344492	0,0884846	0,0102799	0,6591511	0,4411135	0,5336454	0,0144354	0,0752305	0,7637976	0,5815069	0,7144598	0,0338119	0,6625133	0,0817190	0,0085580
220	0,0623060	0,0364807	0,4502163	0,7290689	0,7967256	0,0978769	0,7951244	0,0575377	0,2772866	0,4795062	0,5025861	0,6367323	0,1732809	0,1036164	0,5946250	0,0131616	0,0375170	0,6427230	0,0660461	0,0137293	0,5829013	0,3123353	0,6850310	0,0111329	0,0654494	0,8385438	0,4488216	0,8621921	0,0336939	0,7706676	0,0582235	0,0136415
240	0,0564889	0,0447894	0,3922637	0,6164832	0,8161055	0,1782557	0,8379518	0,0211586	0,2950208	0,4158644	0,5063794	0,7047600	0,1001980	0,0722489	0,5265223	0,0174400	0,0497275	0,6415856	0,0814723	0,0361290	0,6342004	0,2469221	0,6198783	0,0132388	0,0519754	0,6416572	0,4569725	0,8021262	0,0338868	0,7183810	0,0762649	0,0060859
260	0,0424071	0,0225257	0,4512429	0,7121154	0,7787377	0,1213329	0,6265154	0,0413451	0,2261322	0,4531688	0,4470256	0,7899517	0,1447304	0,0848164	0,5848741	0,0244558	0,0430311	0,7182508	0,0610190	0,0149821	0,5666083	0,3385289	0,7404337	0,0201809	0,1335639	0,5927632	0,4949821	0,7680710	0,0378830	0,5794227	0,0780871	0,0048024
280	0,0328422	0,0294026	0,5629903	0,6569822	0,6598243	0,1508816	0,8694287	0,0165351	0,2944005	0,5199566	0,4359222	0,5698099	0,1412089	0,0712255	0,6517919	0,0265185	0,0535420	0,5354713	0,0633509	0,0024686	0,5917320	0,2861656	0,5989932	0,0117125	0,0918959	0,8395029	0,4769361	0,8350623	0,0282245	0,7125511	0,1189650	0,0075265
300	0,0283779	0,0169007	0,5575342	0,6805663	0,7884946	0,1495598	1,0145074	0,0277162	0,2666307	0,4235519	0,4700789	0,6350789	0,0948974	0,0824888	0,5532480	0,0248528	0,0511359	0,6206806	0,0404198	0,0090624	0,4520574	0,3180065	0,6590772	0,0119225	0,0827191	0,7222759	0,5100138	0,7366554	0,0538722	0,6815575	0,0998255	0,0217573
320	0,0356838	0,0256208	0,5204466	0,5661231	0,7139734	0,1023139	0,7139839	0,0149105	0,2190493	0,4790172	0,6625140	0,6793571	0,1467269	0,0715368	0,4770662	0,0341474	0,0619542	0,6948012	0,0780270	0,0183542	0,4864023	0,3233657	0,7436631	0,0116657	0,0990565	0,7747287	0,5436314	0,7652127	0,0241669	0,6612701	0,1016384	0,0063444
340	0,0212201	0,0271515	0,6016408	0,7212181	0,9068408	0,1659686	0,7003154	0,0174309	0,2596339	0,4841582	0,5899735	0,6629615	0,1357212	0,1174613	0,6405549	0,0243128	0,0812081	0,6749392	0,0508345	0,0053984	0,5329408	0,4119684	0,7154645	0,0059711	0,1313032	0,6825099	0,6185218	0,6671657	0,0622803	0,6757150	0,0905167	0,0071327
360	0,0217231	0,0147195	0,6712775	0,7103333	0,8021727	0,0802782	0,7902987	0,0186817	0,3055894	0,3543045	0,5535742	0,7413354	0,2082029	0,0830797	0,5391933	0,0262610	0,0331987	0,6420621	0,0679785	0,0332240	0,4918787	0,2539429	0,5888642	0,0037095	0,1125415	0,7884555	0,4453977	0,8882281	0,0339525	0,5920106	0,0963739	0,0043309
380	0,0314034	0,0480978	0,6969186	0,5748881	0,7968642	0,1099548	0,6534654	0,0315547	0,3209824	0,5016648	0,4604667	0,6782923	0,0844003	0,0809010	0,5521328	0,0213229	0,0569939	0,5436237	0,0879271	0,0184076	0,5795794	0,3361599	0,5513348	0,0057260	0,0718742	0,7020429	0,4570983	0,5869946	0,0549146	0,7372068	0,0929582	0,0091775
400	0,0462758	0,0264956	0,5017303	0,7676646	0,6651749	0,0859271	0,7774628	0,1247132	0,3208251	0,5292122	0,5314608	0,7130145	0,1108314	0,0793947	0,5574634	0,0517422	0,0344994	0,6558168	0,0721848	0,0028250	0,4906673	0,3127088	0,6276193	0,0038223	0,0856490	0,9647065	0,4416938	0,7491504	0,0281753	0,7218727	0,0616158	0,0031548
420	0,0338397	0,0605449	0,5050184	0,7000409	0,8868376	0,1279946	0,6259159	0,0517375	0,2941045	0,4082020	0,4738335	0,7468447	0,1304851	0,0624272	0,6056125	0,0240023	0,1033384	0,6558424	0,0606610	0,0026256	0,7104691	0,3053421	0,8009610	0,0033758	0,0844035	0,8540004	0,6034581	0,6737284	0,0272745	0,7206983	0,0868186	0,0043110
440	0,0269276	0,0426214	0,4804683	0,6986230	0,7203073	0,0828059	0,7403467	0,0594542	0,2797951	0,4550805	0,5602603	0,6572916	0,1553301	0,1039773	0,6530169	0,0240438	0,1090790	0,6652284	0,0508834	0,0286630	0,7241668	0,3225037	0,8068338	0,0029167	0,1381292	0,7973245	0,4479351	0,6681588	0,0208761	0,8214251	0,1202396	0,0178192
460	0,0576887	0,0204187	0,6259811	0,7137533	0,7775911	0,1097550	0,7370948	0,0412041	0,2876677	0,4125498	0,5788852	0,6032068	0,1230406	0,0961826	0,6394209	0,0267573	0,1227720	0,6847279	0,0699619	0,0075698	0,6697382	0,3375005	0,8579739	0,0063787	0,0935780	0,7845810	0,3834437	0,6618680	0,0683690	0,7084550	0,0935364	0,0079238
480	0,0684303	0,0596214	0,5290672	0,7798539	0,7630657	0,0982016	0,7461451	0,0516663	0,2694865	0,4058696	0,5550584	0,7030135	0,1264354	0,1043289	0,6423634	0,0163166	0,1372721	0,5826453	0,0437183	0,0426076	0,6362049	0,3136330	0,6399002	0,0041587	0,0717576	0,7272062	0,4828981	0,6811686	0,0461596	0,7971862	0,0844443	0,0042088
500	0,0443221	0,0313971	0,6747799	0,6945882	0,6916961	0,1411432	0,6776176	0,0568776	0,2832633	0,4492474	0,4544362	0,7476051	0,0906651	0,1228969	0,5665138	0,0137670	0,1316275	0,6189168	0,0757037	0,0087046	0,6738306	0,3858997	0,7629127	0,0119005	0,0631034	0,7950014	0,4834729	0,8534400	0,0237900	0,6796201	0,0882918	0,0045566
520	0,0524757	0,0221579	0,5244563	0,7873240	0,7339026	0,0992150	0,8216295	0,0586503	0,2991072	0,4771438	0,5704365	0,6153160	0,0890816	0,1123676	0,4489832	0,0378795	0,1402469	0,5683662	0,0521173	0,0065587	0,7155278	0,3400799	0,7496928	0,0117625	0,0938416	0,7218155	0,4690647	0,7497960	0,0735715	0,6205683	0,0894050	0,0018405
540	0,0705855	0,0100649	0,3194022	0,8554786	0,7208372	0,0941743	0,7816845	0,0858437	0,2656426	0,5562352	0,4719585	0,6703729	0,1191926	0,0895769	0,6142665	0,0366345	0,1758680	0,6096810	0,0645167	0,0050799	0,6337606	0,3651295	0,8265900	0,0126535	0,0639885	0,8352908	0,4962541	0,8526183	0,0555421	0,7382187	0,0908037	0,0030803
560	0,0703795	0,0462608	0,3659112	0,6500579	0,7374158	0,1159251	0,6620417	0,0635760	0,3542029	0,4658456	0,4496532	0,6481260	0,0729245	0,0760386	0,5828922	0,0204096	0,0914466	0,5885982	0,0358660	0,0203917	0,6589028	0,3492052	0,7355060	0,0015241	0,0545257	0,6887664	0,5315539	0,9069192	0,0697341	0,7176376	0,0876660	0,0032273
580	0,0767673	0,0137240	0,5336231	0,8328524	0,8295749	0,1361644	0,6479626	0,0319580	0,3008352	0,4645900	0,6497663	0,7011952	0,1705383	0,1911988	0,4926846	0,0336995	0,1181404	0,6668873	0,0779110	0,0107457	0,5743569	0,3473968	0,7056665	0,0040144	0,0612413	0,7017328	0,5289691	0,8479819	0,0317644	0,6193266	0,1051493	0,0093994
600	0,0710121	0,0532175	0,4733081	0,7360963	0,7590128	0,1231510	0,6909946	0,0476395	0,3512772	0,5098645	0,5283792	0,8013824	0,2277087	0,2476690	0,4469308	0,0228108	0,1412347	0,6198134	0,0474235	0,0257010	0,5832277	0,3743663	0,6590405	0,0233857	0,1306792	0,7186585	0,4247906	0,7531869	0,0574501	0,4991323	0,0969006	0,0021428
620	0,1005628	0,0401279	0,4113558	0,6801063	0,6652244	0,1182451	0,6782818	0,0516344	0,2560796	0,5322677	0,5334114	0,8565485	0,3424857	0,2587097	0,5646033	0,0432612	0,1155961	0,4497079	0,0606158	0,0174567	0,6320014	0,3728785	0,6047802	0,0200379	0,0908641	0,7073441	0,3969683	0,5190320	0,0234912	0,5408695	0,1349860	0,0035036
640	0,0790846	0,0783225	0,6101999	0,8569229	0,7495796	0,1399720	0,6208494	0,0467563	0,2809605	0,6581362	0,5473286	0,6824926	0,3794596	0,3269023	0,4984692	0,0094364	0,0496705	0,4621465	0,0844371	0,0117275	0,6038755	0,3615458	0,5876807	0,0248253	0,0746989	0,6859098	0,3348783	0,6117708	0,0481824	0,5643177	0,1278953	0,0081773
660	0,0741778	0,0540766	0,5590725	0,6754224	0,6095403	0,1049125	0,8513156	0,0319048	0,2876839	0,6555674	0,5017997	0,6777558	0,4489935	0,3997209	0,4679719	0,0119562	0,0682892	0,3572232	0,0688668	0,0058828	0,6691876	0,4037975	0,4629759	0,0116914	0,1036519	0,6959684	0,2850947	0,6951249	0,0208170	0,5810237	0,1126626	0,0086111
680	0,0539498	0,0452558	0,4323341	0,7828470	0,7115325	0,1785870	0,7383186	0,0407014	0,3276242	0,6901127	0,3846858	0,6429483	0,4732872	0,2938782	0,5409108	0,0076716	0,1001350	0,3733455	0,1074443	0,0038669	0,7433808	0,3255791	0,3869153	0,0106755	0,1222151	0,6720249	0,2748999	0,6803296	0,0256214	0,3551136	0,0829999	0,0113062
700	0,0796596	0,0328075	0,4903983	0,7035015	0,7041020	0,1102517	0,7833410	0,0554787	0,2541990	0,6364691	0,4975740	0,6868985	0,4779596	0,3308591	0,5270322	0,0122475	0,1014655	0,3317777	0,0509691	0,0094595	0,7402430	0,3244269	0,4569544	0,0257575	0,1393662	0,6237492	0,3083597	0,6433725	0,0362772	0,4207775	0,0746961	0,0036432
720	0,0633235	0,0362717	0,4768949	0,8511675	0,7398063	0,1413214	0,8826943	0,0202568	0,2431258	0,8084437	0,5621452	0,6021730	0,4951691	0,4103382	0,6251924	0,0018079	0,1036320	0,3520502	0,0831442	0,0171632	0,6708658	0,3795467	0,4170830	0,0059391	0,1314360	0,7193008	0,2807457	0,6596434	0,0178263	0,4727246	0,0764583	0,0016743
740	0,0916876	0,0284164	0,5108635	0,8059854	0,5785168	0,1019734	0,6711529	0,0578234	0,2104512	0,9016063	0,5595833	0,7427114	0,6110774	0,4227089	0,4897619	0,0045450	0,0854680	0,3736646	0,0705557	0,0144804	0,5667768	0,3742615	0,4660542	0,0209795	0,0871699	0,7581181	0,2658941	0,6586372	0,0159814	0,5186577	0,0960212	0,0006651
760	0,1332575	0,0302426	0,4286667	0,7593163	0,6431885	0,1079172	0,7121205	0,0324354	0,2421115	0,6495220	0,5584485	0,6980668	0,5001987	0,4026832	0,5963545	0,0167680	0,1094365	0,3475258	0,0518336	0,0225773	0,5865695	0,4567119	0,3823660	0,0253224	0,0876106	0,6446262	0,2200593	0,7815468	0,0246618	0,3862017	0,1186625	0,0007843
780	0,0700540	0,0459754	0,4362790	0,7218040	0,7416885	0,0929244	0,6394470	0,0695812	0,2519992	0,7061958	0,5545390	0,7473583	0,5785706	0,4294139	0,5637266	0,0191585	0,1060328	0,3579938	0,0322044	0,0162675	0,5695678	0,3407172	0,4454620	0,0216315	0,1086885	0,7761776	0,2240164	0,8058101	0,0192293	0,3735029	0,1156476	0,0020767
800	0,0647001	0,0324742	0,4909394	0,8157475	0,6471911	0,1248373	0,7036131	0,0283284	0,2381238	0,7316682	0,4873303	0,6552526	0,6113938	0,4029105	0,6097849	0,0117565	0,1451143	0,3431988	0,0706057	0,0254242	0,5065720	0,2917121	0,3310338	0,0373324	0,1472100	0,7771409	0,2000216	0,8057018	0,0139246	0,3842777	0,0934184	0,0058366
820	0,1138789	0,0335705	0,5001145	0,7400811	0,7744387	0,2209310	0,7728286	0,0376861	0,2763736	0,6708076	0,4612079	0,6291307	0,6967184	0,3811353	0,4969999	0,0372287	0,0841196	0,3863123	0,0564942	0,0225956	0,5927185	0,2861488	0,4569415	0,0209463	0,1425987	0,7064666	0,2229949	0,7994337	0,0178498	0,3652086	0,0814226	0,0049411
840	0,1051828	0,0269047	0,4468418	0,8285075	0,7346077	0,1256790	0,7840096	0,0246164	0,2217485	0,8279813	0,3667700	0,6667539	0,7144103	0,3836120	0,5716439	0,0219707	0,0751289	0,3447203	0,0583807	0,0093619	0,5450204	0,3028532	0,4136885	0,0174911	0,0765221	0,8262111	0,2210754	0,7774823	0,0119451	0,4019998	0,0847422	0,0096566
