"Time"	melR	crp	rhaR	rhaS	feaR	malI	zraR	mtlR	rbsR	prpR	rbsK	rhaB	malY	rbsB	prpB	prpE	rhaA	melA	prpD	rbsD	malX	rbsA	melB	zraS	rhaD	prpC	rbsC	rhaT	mtlD	mtlA	ychH	agp
560	0,6052116	0,9941021	0,8134963	0,9877695	0,9738930	0,2815510	0,9666173	0,6982800	0,9351674	0,9997091	0,0935867	0,9391178	0,2388242	0,3637202	0,9999999	0,9978306	0,4766116	0,9753860	0,9136299	0,5051431	0,8333120	0,4016100	0,5892751	0,9993787	0,7919102	0,9955902	0,5077841	0,9999680	0,5610886	0,4055305	0,9985626	0,6044508
580	0,6052116	0,9941021	0,8134082	0,9770460	0,9650055	0,2815510	0,8808856	0,6982800	0,9351674	0,9997091	0,0935867	0,9391178	0,2388242	0,3637202	0,9999999	0,9978306	0,4437433	0,8906579	0,9136299	0,4131879	0,8333120	0,4168196	0,5892751	0,9993685	0,7918394	0,9955902	0,5077841	0,9999680	0,5610886	0,6115616	0,9985626	0,6044508
600	0,6052116	0,9941021	0,8130306	0,9718884	0,9601933	0,2815510	0,8281461	0,6982800	0,9351674	0,9997091	0,0935867	0,9391176	0,2388242	0,3637202	0,9999999	0,9978306	0,4212830	0,8402239	0,9136299	0,3619582	0,8333120	0,4260311	0,5892751	0,9993136	0,7915198	0,9955902	0,5077841	0,9999678	0,5610886	0,7218473	0,9985626	0,6044508
620	0,6052116	0,9941021	0,8124390	0,9694077	0,9575876	0,2815510	0,7944222	0,6982800	0,9351674	0,9997091	0,0935867	0,9391174	0,2388242	0,3637202	0,9999999	0,9978306	0,4056471	0,8102033	0,9136299	0,3334173	0,8333120	0,4316098	0,5892751	0,9992002	0,7909899	0,9955902	0,5077841	0,9999676	0,5610886	0,7808817	0,9985626	0,6044508
640	0,6052116	0,9941021	0,8117778	0,9682145	0,9561767	0,2815510	0,7721347	0,6982800	0,9351674	0,9997091	0,0935867	0,9391170	0,2388242	0,3637202	0,9999999	0,9978306	0,3946388	0,7923337	0,9136299	0,3175167	0,8333120	0,4349885	0,5892751	0,9990314	0,7903649	0,9955902	0,5077841	0,9999674	0,5610886	0,8124821	0,9985626	0,6044508
660	0,6052116	0,9941021	0,8111498	0,9676406	0,9554127	0,2815510	0,7570225	0,6982800	0,9351674	0,9997091	0,0935867	0,9391167	0,2388242	0,3637202	0,9999999	0,9978306	0,3868418	0,7816969	0,9136299	0,3086583	0,8333120	0,4370347	0,5892751	0,9988209	0,7897413	0,9955902	0,5077841	0,9999671	0,5610886	0,8293973	0,9985626	0,6044508
680	0,6052116	0,9941021	0,8106069	0,9673645	0,9549991	0,2815510	0,7465858	0,6982800	0,9351674	0,9997091	0,0935867	0,9391164	0,2388242	0,3637202	0,9999999	0,9978306	0,3813063	0,7753654	0,9136299	0,3037231	0,8333120	0,4382740	0,5892751	0,9985874	0,7891777	0,9955902	0,5077841	0,9999668	0,5610886	0,8384518	0,9985626	0,6044508
700	0,6052116	0,9941021	0,8101645	0,9672317	0,9547751	0,2815510	0,7392889	0,6982800	0,9351674	0,9997091	0,0935867	0,9391161	0,2388242	0,3637202	0,9999999	0,9978306	0,3773757	0,7715966	0,9136299	0,3009736	0,8333120	0,4390246	0,5892751	0,9983492	0,7887004	0,9955902	0,5077841	0,9999666	0,5610886	0,8432986	0,9985626	0,6044508
720	0,6052116	0,9941021	0,8098180	0,9671679	0,9546538	0,2815510	0,7341469	0,6982800	0,9351674	0,9997091	0,0935867	0,9391158	0,2388242	0,3637202	0,9999999	0,9978306	0,3745883	0,7693533	0,9136299	0,2994419	0,8333120	0,4394791	0,5892751	0,9981208	0,7883140	0,9955902	0,5077841	0,9999664	0,5610886	0,8458930	0,9985626	0,6044508
740	0,6052116	0,9941021	0,8095540	0,9671371	0,9545881	0,2815510	0,7305057	0,6982800	0,9351674	0,9997091	0,0935867	0,9391157	0,2388242	0,3637202	0,9999999	0,9978306	0,3726157	0,7680179	0,9136299	0,2985885	0,8333120	0,4397544	0,5892751	0,9979120	0,7880116	0,9955902	0,5077841	0,9999662	0,5610886	0,8472817	0,9985626	0,6044508
760	0,6052116	0,9941021	0,8093567	0,9671223	0,9545526	0,2815510	0,7279196	0,6982800	0,9351674	0,9997091	0,0935867	0,9391155	0,2388242	0,3637202	0,9999999	0,9978306	0,3712230	0,7672231	0,9136299	0,2981131	0,8333120	0,4399211	0,5892751	0,9977278	0,7877808	0,9955902	0,5077841	0,9999661	0,5610886	0,8480251	0,9985626	0,6044508
780	0,6052116	0,9941021	0,8092112	0,9671152	0,9545333	0,2815510	0,7260796	0,6982800	0,9351674	0,9997091	0,0935867	0,9391154	0,2388242	0,3637202	0,9999999	0,9978306	0,3702422	0,7667499	0,9136299	0,2978482	0,8333120	0,4400221	0,5892751	0,9975699	0,7876081	0,9955902	0,5077841	0,9999660	0,5610886	0,8484230	0,9985626	0,6044508
800	0,6052116	0,9941021	0,8091050	0,9671118	0,9545229	0,2815510	0,7247690	0,6982800	0,9351674	0,9997091	0,0935867	0,9391153	0,2388242	0,3637202	0,9999999	0,9978306	0,3695534	0,7664683	0,9136299	0,2977006	0,8333120	0,4400833	0,5892751	0,9974376	0,7874809	0,9955902	0,5077841	0,9999659	0,5610886	0,8486360	0,9985626	0,6044508
820	0,6052116	0,9941021	0,8090281	0,9671101	0,9545173	0,2815510	0,7238350	0,6982800	0,9351674	0,9997091	0,0935867	0,9391153	0,2388242	0,3637202	0,9999999	0,9978306	0,3690708	0,7663006	0,9136299	0,2976184	0,8333120	0,4401203	0,5892751	0,9973287	0,7873884	0,9955902	0,5077841	0,9999659	0,5610886	0,8487500	0,9985626	0,6044508
840	0,6052116	0,9941021	0,8089726	0,9671093	0,9545142	0,2815510	0,7231690	0,6982800	0,9351674	0,9997091	0,0935867	0,9391152	0,2388242	0,3637202	0,9999999	0,9978306	0,3687335	0,7662009	0,9136299	0,2975726	0,8333120	0,4401427	0,5892751	0,9972403	0,7873219	0,9955902	0,5077841	0,9999658	0,5610886	0,8488111	0,9985626	0,6044508
860	0,6052116	0,9941021	0,8089327	0,9671089	0,9545125	0,2815510	0,7226941	0,6982800	0,9351674	0,9997091	0,0935867	0,9391152	0,2388242	0,3637202	0,9999999	0,9978306	0,3684983	0,7661415	0,9136299	0,2975471	0,8333120	0,4401563	0,5892751	0,9971695	0,7872745	0,9955902	0,5077841	0,9999658	0,5610886	0,8488437	0,9985626	0,6044508
880	0,6052116	0,9941021	0,8089041	0,9671087	0,9545116	0,2815510	0,7223554	0,6982800	0,9351674	0,9997091	0,0935867	0,9391151	0,2388242	0,3637202	0,9999999	0,9978306	0,3683346	0,7661061	0,9136299	0,2975329	0,8333120	0,4401645	0,5892751	0,9971134	0,7872409	0,9955902	0,5077841	0,9999658	0,5610886	0,8488612	0,9985626	0,6044508
900	0,6052116	0,9941021	0,8088836	0,9671087	0,9545112	0,2815510	0,7221137	0,6982800	0,9351674	0,9997091	0,0935867	0,9391151	0,2388242	0,3637202	0,9999999	0,9978306	0,3682209	0,7660851	0,9136299	0,2975250	0,8333120	0,4401695	0,5892751	0,9970692	0,7872173	0,9955902	0,5077841	0,9999658	0,5610886	0,8488706	0,9985626	0,6044508
920	0,6052116	0,9941021	0,8088689	0,9671086	0,9545109	0,2815510	0,7219414	0,6982800	0,9351674	0,9997091	0,0935867	0,9391151	0,2388242	0,3637202	0,9999999	0,9978306	0,3681421	0,7660725	0,9136299	0,2975206	0,8333120	0,4401725	0,5892751	0,9970348	0,7872008	0,9955902	0,5077841	0,9999658	0,5610886	0,8488756	0,9985626	0,6044508
940	0,6052116	0,9941021	0,8088585	0,9671086	0,9545108	0,2815510	0,7218184	0,6982800	0,9351674	0,9997091	0,0935867	0,9391151	0,2388242	0,3637202	0,9999999	0,9978306	0,3680875	0,7660651	0,9136299	0,2975181	0,8333120	0,4401744	0,5892751	0,9970080	0,7871893	0,9955902	0,5077841	0,9999657	0,5610886	0,8488783	0,9985626	0,6044508
960	0,6052116	0,9941021	0,8088510	0,9671086	0,9545107	0,2815510	0,7217307	0,6982800	0,9351674	0,9997091	0,0935867	0,9391151	0,2388242	0,3637202	0,9999999	0,9978306	0,3680498	0,7660606	0,9136299	0,2975167	0,8333120	0,4401755	0,5892751	0,9969873	0,7871813	0,9955902	0,5077841	0,9999657	0,5610886	0,8488797	0,9985626	0,6044508
980	0,6052116	0,9941021	0,8088457	0,9671086	0,9545106	0,2815510	0,7216681	0,6982800	0,9351674	0,9997091	0,0935867	0,9391151	0,2388242	0,3637202	0,9999999	0,9978306	0,3680238	0,7660580	0,9136299	0,2975160	0,8333120	0,4401761	0,5892751	0,9969715	0,7871758	0,9955902	0,5077841	0,9999657	0,5610886	0,8488805	0,9985626	0,6044508
1000	0,6052116	0,9941021	0,8088418	0,9671086	0,9545106	0,2815510	0,7216235	0,6982800	0,9351674	0,9997091	0,0935867	0,9391151	0,2388242	0,3637202	0,9999999	0,9978306	0,3680059	0,7660564	0,9136299	0,2975156	0,8333120	0,4401765	0,5892751	0,9969593	0,7871720	0,9955902	0,5077841	0,9999657	0,5610886	0,8488809	0,9985626	0,6044508
1020	0,6052116	0,9941021	0,8088391	0,9671086	0,9545106	0,2815510	0,7215917	0,6982800	0,9351674	0,9997091	0,0935867	0,9391151	0,2388242	0,3637202	0,9999999	0,9978306	0,3679936	0,7660555	0,9136299	0,2975153	0,8333120	0,4401768	0,5892751	0,9969501	0,7871694	0,9955902	0,5077841	0,9999657	0,5610886	0,8488811	0,9985626	0,6044508
1040	0,6052116	0,9941021	0,8088372	0,9671086	0,9545106	0,2815510	0,7215689	0,6982800	0,9351674	0,9997091	0,0935867	0,9391151	0,2388242	0,3637202	0,9999999	0,9978306	0,3679851	0,7660549	0,9136299	0,2975152	0,8333120	0,4401769	0,5892751	0,9969430	0,7871676	0,9955902	0,5077841	0,9999657	0,5610886	0,8488812	0,9985626	0,6044508
1060	0,6052116	0,9941021	0,8088358	0,9671086	0,9545106	0,2815510	0,7215527	0,6982800	0,9351674	0,9997091	0,0935867	0,9391151	0,2388242	0,3637202	0,9999999	0,9978306	0,3679793	0,7660546	0,9136299	0,2975151	0,8333120	0,4401770	0,5892751	0,9969377	0,7871664	0,9955902	0,5077841	0,9999657	0,5610886	0,8488813	0,9985626	0,6044508
1080	0,6052116	0,9941021	0,8088348	0,9671086	0,9545106	0,2815510	0,7215412	0,6982800	0,9351674	0,9997091	0,0935867	0,9391151	0,2388242	0,3637202	0,9999999	0,9978306	0,3679753	0,7660544	0,9136299	0,2975151	0,8333120	0,4401771	0,5892751	0,9969337	0,7871656	0,9955902	0,5077841	0,9999657	0,5610886	0,8488813	0,9985626	0,6044508
1100	0,6052116	0,9941021	0,8088341	0,9671086	0,9545106	0,2815510	0,7215329	0,6982800	0,9351674	0,9997091	0,0935867	0,9391151	0,2388242	0,3637202	0,9999999	0,9978306	0,3679725	0,7660543	0,9136299	0,2975151	0,8333120	0,4401771	0,5892751	0,9969307	0,7871650	0,9955902	0,5077841	0,9999657	0,5610886	0,8488813	0,9985626	0,6044508

0	0,6052105	0,9940999	0,8087400	0,9671007	0,9544960	0,2815511	0,7213674	0,6982747	0,9351497	0,9997090	0,0936126	0,9390875	0,2388217	0,3638255	0,9999999	0,9978301	0,3677288	0,7660332	0,9136176	0,2975083	0,8333102	0,4402807	0,5892217	0,9966744	0,7870784	0,9955890	0,5077335	0,9999541	0,5611089	0,8489041	0,9985614	0,6043204
20	0,6052108	0,9941005	0,8087654	0,9671030	0,9545002	0,2815511	0,7214068	0,6982763	0,9351549	0,7545498	0,0936052	0,9390956	0,1469126	0,3637967	0,9999999	0,9976971	0,5434266	0,7873323	0,9393549	0,2975103	0,8333107	0,4402515	0,5892370	0,9967413	0,7871034	0,9953187	0,6453100	0,9999577	0,6577828	0,7590449	0,9985618	0,6577795
40	0,6052111	0,9941010	0,8087838	0,9671046	0,9545033	0,2815511	0,7214355	0,6982774	0,9351585	0,6287180	0,0935999	0,9391013	0,0903742	0,3637756	0,9999998	0,9971070	0,6604290	0,8000111	0,9512351	0,2975117	0,8333111	0,4402305	0,5892479	0,9967901	0,7871211	0,9939255	0,7137607	0,9999602	0,7019116	0,7109433	0,9985620	0,6922521
60	0,6052112	0,9941013	0,8087971	0,9671058	0,9545054	0,2815511	0,7214565	0,6982781	0,9351611	0,5641364	0,0935961	0,9391053	0,0555942	0,3637603	0,9999997	0,9960919	0,7383445	0,8075585	0,9540463	0,2975127	0,8333113	0,4402153	0,5892557	0,9968257	0,7871337	0,9910828	0,7478185	0,9999620	0,7220548	0,6851944	0,9985622	0,7144815
80	0,6052114	0,9941015	0,8088068	0,9671066	0,9545069	0,2815511	0,7214717	0,6982787	0,9351630	0,5309928	0,0935934	0,9391082	0,0341991	0,3637492	0,9999996	0,9948768	0,7902307	0,8120513	0,9519667	0,2975134	0,8333115	0,4402045	0,5892613	0,9968517	0,7871425	0,9870864	0,7647645	0,9999631	0,7312493	0,6714107	0,9985623	0,7288161
100	0,6052114	0,9941017	0,8088138	0,9671072	0,9545080	0,2815511	0,7214828	0,6982790	0,9351643	0,5139844	0,0935915	0,9391102	0,0210378	0,3637411	0,9999994	0,9937220	0,8247834	0,8147258	0,9480671	0,2975138	0,8333117	0,4401967	0,5892653	0,9968706	0,7871488	0,9826901	0,7731964	0,9999640	0,7354461	0,6640321	0,9985624	0,7380597
120	0,6052115	0,9941018	0,8088189	0,9671076	0,9545088	0,2815511	0,7214909	0,6982793	0,9351652	0,5052566	0,0935901	0,9391116	0,0129415	0,3637353	0,9999993	0,9927933	0,8477931	0,8163179	0,9441046	0,2975142	0,8333118	0,4401911	0,5892681	0,9968844	0,7871532	0,9786415	0,7773921	0,9999645	0,7373617	0,6600821	0,9985625	0,7440205
140	0,6052115	0,9941019	0,8088226	0,9671079	0,9545093	0,2815511	0,7214968	0,6982795	0,9351659	0,5007780	0,0935891	0,9391126	0,0079611	0,3637310	0,9999991	0,9921317	0,8631160	0,8172657	0,9408166	0,2975144	0,8333119	0,4401871	0,5892701	0,9968945	0,7871563	0,9753578	0,7794800	0,9999649	0,7382359	0,6579676	0,9985625	0,7478644
160	0,6052116	0,9941019	0,8088253	0,9671081	0,9545097	0,2815511	0,7215011	0,6982796	0,9351663	0,4984800	0,0935884	0,9391134	0,0048973	0,3637280	0,9999990	0,9916998	0,8733199	0,8178300	0,9383597	0,2975146	0,8333119	0,4401843	0,5892716	0,9969018	0,7871585	0,9729218	0,7805191	0,9999651	0,7386349	0,6568355	0,9985625	0,7503431
180	0,6052116	0,9941020	0,8088272	0,9671082	0,9545099	0,2815511	0,7215042	0,6982797	0,9351666	0,4973008	0,0935879	0,9391139	0,0030126	0,3637258	0,9999989	0,9914347	0,8801151	0,8181659	0,9366371	0,2975147	0,8333119	0,4401822	0,5892726	0,9969072	0,7871601	0,9712248	0,7810363	0,9999653	0,7388169	0,6562295	0,9985626	0,7519416
200	0,6052116	0,9941020	0,8088286	0,9671083	0,9545101	0,2815511	0,7215064	0,6982798	0,9351669	0,4966958	0,0935876	0,9391142	0,0018532	0,3637242	0,9999988	0,9912791	0,8846402	0,8183659	0,9354793	0,2975148	0,8333120	0,4401808	0,5892733	0,9969111	0,7871612	0,9700943	0,7812938	0,9999655	0,7389000	0,6559050	0,9985626	0,7529724
220	0,6052116	0,9941020	0,8088296	0,9671084	0,9545103	0,2815511	0,7215081	0,6982798	0,9351670	0,4963853	0,0935873	0,9391145	0,0011400	0,3637231	0,9999988	0,9911907	0,8876536	0,8184849	0,9347238	0,2975149	0,8333120	0,4401797	0,5892739	0,9969139	0,7871619	0,9693654	0,7814220	0,9999655	0,7389378	0,6557312	0,9985626	0,7536372
240	0,6052116	0,9941021	0,8088303	0,9671084	0,9545104	0,2815511	0,7215093	0,6982799	0,9351671	0,4962260	0,0935872	0,9391147	0,0007013	0,3637222	0,9999988	0,9911417	0,8896604	0,8185558	0,9342415	0,2975149	0,8333120	0,4401790	0,5892742	0,9969160	0,7871625	0,9689066	0,7814858	0,9999656	0,7389551	0,6556382	0,9985626	0,7540659
260	0,6052116	0,9941021	0,8088309	0,9671085	0,9545104	0,2815510	0,7215101	0,6982799	0,9351672	0,4961443	0,0935870	0,9391148	0,0004314	0,3637216	0,9999988	0,9911150	0,8909967	0,8185980	0,9339385	0,2975149	0,8333120	0,4401785	0,5892745	0,9969175	0,7871629	0,9686232	0,7815177	0,9999656	0,7389629	0,6555884	0,9985626	0,7543423
280	0,6052116	0,9941021	0,8088313	0,9671085	0,9545105	0,2815510	0,7215108	0,6982799	0,9351673	0,4961024	0,0935870	0,9391149	0,0002654	0,3637212	0,9999987	0,9911006	0,8918866	0,8186232	0,9337505	0,2975150	0,8333120	0,4401781	0,5892747	0,9969187	0,7871632	0,9684507	0,7815335	0,9999657	0,7389665	0,6555617	0,9985626	0,7545206
300	0,6052116	0,9941021	0,8088315	0,9671085	0,9545105	0,2815510	0,7215112	0,6982799	0,9351673	0,4960809	0,0935869	0,9391149	0,0001633	0,3637209	0,9999987	0,9910929	0,8924793	0,8186381	0,9336351	0,2975150	0,8333120	0,4401778	0,5892748	0,9969195	0,7871634	0,9683468	0,7815414	0,9999657	0,7389681	0,6555474	0,9985626	0,7546356
320	0,6052116	0,9941021	0,8088317	0,9671085	0,9545105	0,2815510	0,7215115	0,6982799	0,9351674	0,4960698	0,0935868	0,9391150	0,0001004	0,3637207	0,9999987	0,9910889	0,8928739	0,8186471	0,9335648	0,2975150	0,8333120	0,4401776	0,5892749	0,9969200	0,7871635	0,9682848	0,7815454	0,9999657	0,7389689	0,6555397	0,9985626	0,7547097
340	0,6052116	0,9941021	0,8088319	0,9671085	0,9545105	0,2815510	0,7215118	0,6982799	0,9351674	0,4960641	0,0935868	0,9391150	0,0000618	0,3637205	0,9999987	0,9910868	0,8931367	0,8186524	0,9335222	0,2975150	0,8333120	0,4401775	0,5892750	0,9969205	0,7871636	0,9682481	0,7815474	0,9999657	0,7389692	0,6555356	0,9985626	0,7547576
360	0,6052116	0,9941021	0,8088320	0,9671086	0,9545106	0,2815510	0,7215120	0,6982800	0,9351674	0,4960612	0,0935868	0,9391150	0,0000380	0,3637204	0,9999987	0,9910857	0,8933117	0,8186555	0,9334966	0,2975150	0,8333120	0,4401774	0,5892750	0,9969208	0,7871637	0,9682265	0,7815484	0,9999657	0,7389693	0,6555334	0,9985626	0,7547884
380	0,6052116	0,9941021	0,8088321	0,9671086	0,9545106	0,2815510	0,7215121	0,6982800	0,9351674	0,4960598	0,0935868	0,9391150	0,0000234	0,3637204	0,9999987	0,9910851	0,8934283	0,8186574	0,9334813	0,2975150	0,8333120	0,4401773	0,5892751	0,9969210	0,7871637	0,9682139	0,7815489	0,9999657	0,7389694	0,6555322	0,9985626	0,7548083
400	0,6052116	0,9941021	0,8088321	0,9671086	0,9545106	0,2815510	0,7215122	0,6982800	0,9351674	0,4960590	0,0935868	0,9391151	0,0000144	0,3637203	0,9999987	0,9910848	0,8935059	0,8186585	0,9334721	0,2975150	0,8333120	0,4401773	0,5892751	0,9969212	0,7871637	0,9682065	0,7815491	0,9999657	0,7389694	0,6555316	0,9985626	0,7548211
420	0,6052116	0,9941021	0,8088322	0,9671086	0,9545106	0,2815510	0,7215122	0,6982800	0,9351674	0,4960586	0,0935868	0,9391151	0,0000088	0,3637203	0,9999987	0,9910846	0,8935576	0,8186592	0,9334666	0,2975150	0,8333120	0,4401773	0,5892751	0,9969213	0,7871638	0,9682023	0,7815493	0,9999657	0,7389694	0,6555312	0,9985626	0,7548294
440	0,6052116	0,9941021	0,8088322	0,9671086	0,9545106	0,2815510	0,7215123	0,6982800	0,9351674	0,4960584	0,0935868	0,9391151	0,0000054	0,3637202	0,9999987	0,9910846	0,8935920	0,8186596	0,9334634	0,2975150	0,8333120	0,4401772	0,5892751	0,9969214	0,7871638	0,9681998	0,7815493	0,9999657	0,7389695	0,6555310	0,9985626	0,7548347
460	0,6052116	0,9941021	0,8088322	0,9671086	0,9545106	0,2815510	0,7215123	0,6982800	0,9351674	0,4960583	0,0935867	0,9391151	0,0000033	0,3637202	0,9999987	0,9910845	0,8936149	0,8186598	0,9334615	0,2975150	0,8333120	0,4401772	0,5892751	0,9969215	0,7871638	0,9681984	0,7815494	0,9999657	0,7389695	0,6555309	0,9985626	0,7548382
480	0,6052116	0,9941021	0,8088322	0,9671086	0,9545106	0,2815510	0,7215123	0,6982800	0,9351674	0,4960582	0,0935867	0,9391151	0,0000021	0,3637202	0,9999987	0,9910845	0,8936302	0,8186600	0,9334603	0,2975150	0,8333120	0,4401772	0,5892751	0,9969215	0,7871638	0,9681976	0,7815494	0,9999657	0,7389695	0,6555309	0,9985626	0,7548404
500	0,6052116	0,9941021	0,8088322	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,4960582	0,0935867	0,9391151	0,0000013	0,3637202	0,9999987	0,9910845	0,8936404	0,8186601	0,9334597	0,2975150	0,8333120	0,4401772	0,5892751	0,9969215	0,7871638	0,9681971	0,7815494	0,9999657	0,7389695	0,6555309	0,9985626	0,7548418
520	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,4960582	0,0935867	0,9391151	0,0000008	0,3637202	0,9999987	0,9910845	0,8936471	0,8186601	0,9334593	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9681968	0,7815494	0,9999657	0,7389695	0,6555308	0,9985626	0,7548428
540	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,4960582	0,0935867	0,9391151	0,0000005	0,3637202	0,9999987	0,9910845	0,8936516	0,8186601	0,9334590	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9681967	0,7815494	0,9999657	0,7389695	0,6555308	0,9985626	0,7548434
560	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,4960582	0,0935867	0,9391151	0,0000003	0,3637202	0,9999987	0,9910845	0,8936546	0,8186602	0,9334589	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9681966	0,7815494	0,9999657	0,7389695	0,6555308	0,9985626	0,7548437
580	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,7412358	0,0935867	0,9391151	0,0919102	0,3637202	0,9999988	0,9919022	0,7180363	0,7973676	0,8744796	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9708761	0,6439903	0,9999657	0,6422876	0,7453834	0,9985626	0,7014257
600	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,8670635	0,0935867	0,9391151	0,1484492	0,3637202	0,9999991	0,9938694	0,6010874	0,7846933	0,8621871	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9776326	0,5755506	0,9999657	0,5981543	0,7934803	0,9985626	0,6669812
620	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,9316368	0,0935867	0,9391151	0,1832294	0,3637202	0,9999993	0,9955014	0,5232080	0,7771490	0,8693298	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9837662	0,5414999	0,9999657	0,5780083	0,8192259	0,9985626	0,6447710
640	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,9647751	0,0935867	0,9391151	0,2046247	0,3637202	0,9999995	0,9965337	0,4713460	0,7726583	0,8806059	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9881375	0,5245587	0,9999657	0,5688121	0,8330072	0,9985626	0,6304497
660	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,9817813	0,0935867	0,9391151	0,2177862	0,3637202	0,9999996	0,9971270	0,4368097	0,7699852	0,8906922	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9910025	0,5161300	0,9999657	0,5646142	0,8403841	0,9985626	0,6212152
680	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,9905088	0,0935867	0,9391151	0,2258825	0,3637202	0,9999997	0,9974541	0,4138111	0,7683941	0,8983506	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9928085	0,5119364	0,9999657	0,5626980	0,8443329	0,9985626	0,6152606
700	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,9949876	0,0935867	0,9391151	0,2308630	0,3637202	0,9999998	0,9976309	0,3984957	0,7674470	0,9037310	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9939219	0,5098500	0,9999657	0,5618232	0,8464466	0,9985626	0,6114211
720	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,9972861	0,0935867	0,9391151	0,2339268	0,3637202	0,9999998	0,9977253	0,3882967	0,7668832	0,9073432	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9945980	0,5088120	0,9999657	0,5614239	0,8475781	0,9985626	0,6089453
740	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,9984657	0,0935867	0,9391151	0,2358115	0,3637202	0,9999998	0,9977753	0,3815050	0,7665476	0,9096966	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9950042	0,5082955	0,9999657	0,5612417	0,8481837	0,9985626	0,6073489
760	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,9990710	0,0935867	0,9391151	0,2369709	0,3637202	0,9999999	0,9978017	0,3769822	0,7663479	0,9111975	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9952461	0,5080386	0,9999657	0,5611585	0,8485079	0,9985626	0,6063195
780	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,9993816	0,0935867	0,9391151	0,2376841	0,3637202	0,9999999	0,9978155	0,3739703	0,7662290	0,9121395	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9953891	0,5079107	0,9999657	0,5611205	0,8486815	0,9985626	0,6056558
800	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,9995411	0,0935867	0,9391151	0,2381229	0,3637202	0,9999999	0,9978228	0,3719647	0,7661582	0,9127234	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9954732	0,5078471	0,9999657	0,5611031	0,8487744	0,9985626	0,6052278
820	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,9996229	0,0935867	0,9391151	0,2383928	0,3637202	0,9999999	0,9978266	0,3706290	0,7661161	0,9130819	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9955224	0,5078155	0,9999657	0,5610952	0,8488241	0,9985626	0,6049518
840	0,6052116	0,9941021	0,8088323	0,9671086	0,9545106	0,2815510	0,7215124	0,6982800	0,9351674	0,9996648	0,0935867	0,9391151	0,2385588	0,3637202	0,9999999	0,9978285	0,3697396	0,7660910	0,9133003	0,2975150	0,8333120	0,4401772	0,5892751	0,9969216	0,7871638	0,9955510	0,5077997	0,9999657	0,5610916	0,8488507	0,9985626	0,6047739
