ihfA	hipB	hipA	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	tdcF	tdcB	tdcE	tdcC	tdcG	tdcD	yiaK	sgbU	yiaO	yiaN	sgbE	sgbH	yiaL	lyxK	yiaM	sra	ompC	csgG	csgF	csgE	ompF	micF
0,4220136	0,4109103	0,1983407	0,5621251	0,6166975	0,6892512	0,0910038	0,4060123	0,5688537	0,5531205	0,7686847	0,8274732	0,0889375	0,5856034	0,3376418	0,7082523	0,5112265	0,5603951	0,6350235	0,6311415	0,5422952	0,6005682	0,2492901	0,3169267	0,6462655	0,5888666	0,3522957	0,5603191	0,6127568	0,6703139	0,4912714	0,5077975
