slyA	hlyE	hns	cspA	bolA	stpA	bglJ	leuO	cadC	nhaR	bglF	bglB	bglG	yjjQ	nhaA	osmC	cadB	cadA	gspB	leuA	ampC	yciF	proW	smtA	leuC	gspO	yciG	pgaC	proV	pgaA	leuL	pgaB
0,7203846	0,7602969	0,5303152	0,8229706	0,0535788	0,3896133	0,0309130	0,0263554	0,3477299	0,4326760	0,0726376	0,0200254	0,2711696	0,1397386	0,0725364	0,4148644	0,4447004	0,5713676	0,5568183	0,0175205	0,6689284	0,3247161	0,0778049	0,5014819	0,0315858	0,1082078	0,0586738	0,7480002	0,0434358	0,6046446	0,0090131	0,1855602
