"Time"	ihfB	hipA	hipB	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	tdcG	tdcF	tdcB	tdcD	tdcE	tdcC	lyxK	yiaN	yiaO	sgbH	sgbE	sgbU	yiaK	yiaL	yiaM	sra	ompC	csgG	csgF	csgE	ompF	micF
580	0,3754967	0,1040433	0,5992779	0,3519270	0,5413747	1,0000000	0,9561135	0,9874065	0,1374825	0,9605652	0,6635019	0,7760252	0,4641974	0,9812882	0,6204030	0,4953908	0,1463363	0,0462268	0,5717021	0,3231624	0,2910738	0,1424594	0,0818521	0,0579772	0,4152731	0,3930275	0,9374731	0,7252717	0,4457199	0,9565055	0,7646489	0,9971992
600	0,4620015	0,1083715	0,6006709	0,3760947	0,5149338	1,0000000	0,9446791	0,9808797	0,2123707	0,9551886	0,6919490	0,7837424	0,4645262	0,9832830	0,6351674	0,4978418	0,1672664	0,0462312	0,7175961	0,2602205	0,2622587	0,1901319	0,0451096	0,0701587	0,4248519	0,4049845	0,9167051	0,6689794	0,4446516	0,9564751	0,7983352	0,9971960
620	0,5041911	0,1170273	0,5995092	0,4131089	0,5305099	1,0000000	0,9244075	0,9650889	0,2587175	0,9522821	0,7337618	0,7929257	0,4631357	0,9860399	0,6590732	0,5026220	0,2023959	0,0462456	0,8152473	0,2333273	0,2635975	0,2308765	0,0270307	0,0880445	0,4431868	0,4229719	0,8934727	0,6339479	0,4425829	0,9563099	0,7929844	0,9971800
640	0,5191631	0,1284358	0,5928171	0,4525749	0,5680542	1,0000000	0,9000857	0,9401244	0,2885087	0,9495640	0,7778118	0,8031231	0,4622673	0,9887070	0,6856517	0,5094891	0,2420839	0,0462767	0,8794485	0,2281733	0,2849563	0,2713746	0,0181389	0,1061942	0,4635483	0,4419288	0,8692861	0,6103407	0,4392956	0,9558381	0,7646435	0,9971356
660	0,5197994	0,1403851	0,5798193	0,4884983	0,6130928	1,0000000	0,8767937	0,9104025	0,3093132	0,9457681	0,8183761	0,8155136	0,4649308	0,9909310	0,7104484	0,5182549	0,2785493	0,0463273	0,9212338	0,2349224	0,3151689	0,3117763	0,0137688	0,1212556	0,4826831	0,4588411	0,8461100	0,5919559	0,4344245	0,9548849	0,7306861	0,9970485
680	0,5142141	0,1512101	0,5622947	0,5188420	0,6572962	1,0000000	0,8576942	0,8815041	0,3256662	0,9403310	0,8531661	0,8295926	0,4725818	0,9926542	0,7314077	0,5284113	0,3081560	0,0463937	0,9482823	0,2464696	0,3455623	0,3489896	0,0116240	0,1324454	0,4996017	0,4725474	0,8253339	0,5752351	0,4277092	0,9533561	0,7027657	0,9969129
700	0,5069487	0,1601463	0,5430937	0,5435750	0,6965678	1,0000000	0,8438317	0,8573340	0,3399360	0,9333116	0,8816990	0,8436644	0,4849962	0,9939347	0,7479666	0,5389243	0,3302707	0,0464684	0,9657308	0,2583880	0,3713908	0,3802446	0,0105739	0,1402772	0,5142281	0,4829476	0,8076297	0,5586521	0,4192172	0,9512876	0,6855992	0,9967347
720	0,5002425	0,1671337	0,5246955	0,5634054	0,7294122	1,0000000	0,8348330	0,8394228	0,3530099	0,9252867	0,9044089	0,8562324	0,5008530	0,9948613	0,7603721	0,5486530	0,3457596	0,0465430	0,9769544	0,2685194	0,3910791	0,4044279	0,0100619	0,1455726	0,5267343	0,4904351	0,7931258	0,5420915	0,4093925	0,9488373	0,6789781	0,9965307
740	0,4949739	0,1724798	0,5086531	0,5791956	0,7557988	1,0000000	0,8296702	0,8275300	0,3649097	0,9171260	0,9221186	0,8665726	0,5184359	0,9955204	0,7692557	0,5568334	0,3560064	0,0466113	0,9841534	0,2762114	0,4049052	0,4218663	0,0098139	0,1490667	0,5373098	0,4955745	0,7816186	0,5261875	0,3989360	0,9462351	0,6802588	0,9963225
760	0,4912824	0,1765930	0,4956444	0,5917481	0,7764190	1,0000000	0,8271872	0,8205095	0,3753132	0,9096865	0,9357377	0,8746221	0,5361718	0,9959841	0,7753687	0,5632120	0,3624095	0,0466695	0,9887562	0,2816103	0,4139561	0,4336778	0,0096952	0,1513246	0,5461205	0,4989376	0,7727351	0,5117496	0,3886058	0,9437150	0,6862351	0,9961305
780	0,4889566	0,1798329	0,4857102	0,6017455	0,7922342	1,0000000	0,8263759	0,8169712	0,3839184	0,9035609	0,9461130	0,8806748	0,5529023	0,9963087	0,7794282	0,5679100	0,3661670	0,0467164	0,9916889	0,2851784	0,4194973	0,4412209	0,0096392	0,1527567	0,5533261	0,5010281	0,7660393	0,4993922	0,3790403	0,9414607	0,6941782	0,9959689
800	0,4876626	0,1824573	0,4784984	0,6097455	0,8042245	1,0000000	0,8264770	0,8156579	0,3906176	0,8989812	0,9539692	0,8851396	0,5679306	0,9965360	0,7820429	0,5712311	0,3682124	0,0467526	0,9935507	0,2874261	0,4226608	0,4457630	0,0096135	0,1536536	0,5590987	0,5022529	0,7610967	0,4893925	0,3706635	0,9395791	0,7022053	0,9958439
820	0,4870683	0,1846274	0,4734665	0,6161918	0,8132644	1,0000000	0,8269808	0,8155986	0,3955192	0,8958702	0,9598967	0,8884081	0,5809473	0,9966961	0,7836878	0,5735174	0,3692215	0,0467798	0,9947285	0,2887911	0,4243301	0,4483329	0,0096022	0,1542147	0,5636270	0,5029202	0,7575114	0,4817119	0,3636746	0,9381019	0,7092508	0,9957550
840	0,4868991	0,1864360	0,4700377	0,6214303	0,8200766	1,0000000	0,8275820	0,8161266	0,3988848	0,8939659	0,9643618	0,8908028	0,5919164	0,9968101	0,7847102	0,5750729	0,3696522	0,0467998	0,9954716	0,2896026	0,4251324	0,4496902	0,0095975	0,1545724	0,5671086	0,5032496	0,7549460	0,4760941	0,3580877	0,9370047	0,7148726	0,9956968
860	0,4869546	0,1879387	0,4677027	0,6257253	0,8252282	1,0000000	0,8281233	0,8168330	0,4010441	0,8929444	0,9677249	0,8925683	0,6009695	0,9968927	0,7853490	0,5761348	0,3697937	0,0468142	0,9959397	0,2900867	0,4254777	0,4503544	0,0095958	0,1548105	0,5697368	0,5033889	0,7531267	0,4721748	0,3537912	0,9362305	0,7190313	0,9956622
880	0,4871036	0,1891753	0,4660687	0,6292768	0,8291484	1,0000000	0,8285429	0,8174987	0,4023250	0,8925035	0,9702605	0,8938823	0,6083243	0,9969536	0,7857596	0,5768732	0,3698143	0,0468247	0,9962345	0,2903871	0,4256124	0,4506560	0,0095954	0,1549789	0,5716897	0,5034311	0,7518416	0,4695671	0,3506034	0,9357107	0,7219063	0,9956442
900	0,4872694	0,1901814	0,4648656	0,6322350	0,8321541	1,0000000	0,8288333	0,8180302	0,4030113	0,8924031	0,9721756	0,8948703	0,6142288	0,9969992	0,7860378	0,5774022	0,3698019	0,0468323	0,9964205	0,2905887	0,4256707	0,4507894	0,0095955	0,1551060	0,5731219	0,5034310	0,7509327	0,4679164	0,3483171	0,9353784	0,7237647	0,9956368
920	0,4874139	0,1909920	0,4639262	0,6347131	0,8344762	1,0000000	0,8290138	0,8184077	0,4033244	0,8924741	0,9736251	0,8956206	0,6189272	0,9970341	0,7862392	0,5777949	0,3697954	0,0468380	0,9965384	0,2907379	0,4257159	0,4508589	0,0095957	0,1552065	0,5741619	0,5034177	0,7502858	0,4669278	0,3467301	0,9351766	0,7248808	0,9956354
940	0,4875233	0,1916405	0,4631570	0,6367973	0,8362820	1,0000000	0,8291125	0,8186490	0,4034236	0,8926095	0,9747248	0,8961950	0,6226422	0,9970610	0,7863945	0,5780960	0,3698062	0,0468421	0,9966134	0,2908577	0,4257708	0,4509134	0,0095960	0,1552881	0,5749121	0,5034046	0,7498207	0,4663733	0,3456630	0,9350607	0,7254927	0,9956370
960	0,4875974	0,1921578	0,4625099	0,6385546	0,8376931	1,0000000	0,8291563	0,8187858	0,4034145	0,8927498	0,9755610	0,8966375	0,6255667	0,9970820	0,7865195	0,5783327	0,3698328	0,0468453	0,9966616	0,2909583	0,4258380	0,4509706	0,0095962	0,1553546	0,5754514	0,5033965	0,7494821	0,4660875	0,3449672	0,9349981	0,7257868	0,9956396
980	0,4876424	0,1925702	0,4619613	0,6400381	0,8387991	1,0000000	0,8291674	0,8188510	0,4033618	0,8928672	0,9761981	0,8969799	0,6278620	0,9970984	0,7866224	0,5785214	0,3698690	0,0468477	0,9966927	0,2910435	0,4259118	0,4510328	0,0095963	0,1554083	0,5758388	0,5033938	0,7492325	0,4659572	0,3445271	0,9349666	0,7258969	0,9956422
1000	0,4876662	0,1928995	0,4614984	0,6412911	0,8396671	1,0000000	0,8291615	0,8188720	0,4033008	0,8929531	0,9766844	0,8972455	0,6296602	0,9971113	0,7867074	0,5786725	0,3699085	0,0468496	0,9967130	0,2911151	0,4259850	0,4510964	0,0095965	0,1554509	0,5761179	0,5033952	0,7490463	0,4659097	0,3442565	0,9349519	0,7259119	0,9956444
1020	0,4876761	0,1931630	0,4611119	0,6423491	0,8403482	1,0000000	0,8291489	0,8188691	0,4032482	0,8930094	0,9770561	0,8974517	0,6310674	0,9971214	0,7867770	0,5787932	0,3699462	0,0468511	0,9967262	0,2911737	0,4260520	0,4511569	0,0095966	0,1554840	0,5763196	0,5033989	0,7489061	0,4659013	0,3440943	0,9349456	0,7258861	0,9956459
1040	0,4876778	0,1933744	0,4607931	0,6432420	0,8408818	1,0000000	0,8291355	0,8188559	0,4032096	0,8930422	0,9773404	0,8976120	0,6321679	0,9971293	0,7868333	0,5788890	0,3699791	0,0468522	0,9967349	0,2912204	0,4261093	0,4512105	0,0095967	0,1555092	0,5764662	0,5034034	0,7488001	0,4659075	0,3439991	0,9349428	0,7258498	0,9956470
1060	0,4876756	0,1935442	0,4605331	0,6439951	0,8412990	1,0000000	0,8291239	0,8188402	0,4031846	0,8930584	0,9775582	0,8977364	0,6330283	0,9971355	0,7868781	0,5789644	0,3700061	0,0468530	0,9967406	0,2912567	0,4261558	0,4512555	0,0095967	0,1555279	0,5765734	0,5034079	0,7487197	0,4659165	0,3439436	0,9349413	0,7258172	0,9956476
1080	0,4876719	0,1936805	0,4603230	0,6446299	0,8416246	1,0000000	0,8291153	0,8188261	0,4031707	0,8930640	0,9777251	0,8978329	0,6337007	0,9971403	0,7869132	0,5790231	0,3700270	0,0468536	0,9967444	0,2912842	0,4261918	0,4512914	0,0095968	0,1555415	0,5766521	0,5034117	0,7486588	0,4659232	0,3439111	0,9349400	0,7257935	0,9956479
1100	0,4876682	0,1937901	0,4601542	0,6451648	0,8418780	1,0000000	0,8291096	0,8188153	0,4031644	0,8930639	0,9778530	0,8979078	0,6342261	0,9971440	0,7869403	0,5790685	0,3700425	0,0468541	0,9967469	0,2913044	0,4262187	0,4513188	0,0095968	0,1555512	0,5767101	0,5034147	0,7486127	0,4659265	0,3438915	0,9349385	0,7257791	0,9956480

0	0,4876555	0,1941916	0,4595439	0,6469937	0,8424405	1,0000000	0,8291040	0,8187942	0,4031944	0,8930290	0,9781013	0,8980726	0,6353967	0,9971521	0,7869989	0,5791661	0,3700958	0,0468565	0,9967515	0,2913821	0,4263165	0,4514275	0,0095969	0,1555879	0,5769732	0,5034227	0,7483318	0,4658169	0,3436135	0,9348957	0,7258238	0,9956473
20	0,4876579	0,1941997	0,4595331	0,6471550	0,8606532	1,0000000	0,7805382	0,5295324	0,3094902	0,8781950	0,9817288	0,9568005	0,6836988	0,9975654	0,7870217	0,5792035	0,4373845	0,0468607	0,9967520	0,2917903	0,5493276	0,3380602	0,0095980	0,3733881	0,5775474	0,5035257	0,7473056	0,4540623	0,3368698	0,9556178	0,7379020	0,5496986
40	0,4876594	0,1942064	0,4595242	0,6472910	0,8732976	1,0000000	0,7569441	0,3581629	0,2877442	0,7983161	0,9843697	0,9809707	0,7168758	0,9978155	0,7871055	0,5793346	0,4760257	0,0468828	0,9967551	0,2936318	0,6213036	0,2654766	0,0096029	0,3986111	0,5803705	0,5041435	0,7409556	0,3982875	0,3013764	0,9697264	0,7840517	0,3046277
60	0,4876602	0,1942117	0,4595168	0,6474059	0,8822614	1,0000000	0,7454816	0,2566373	0,3266273	0,6643304	0,9863236	0,9909410	0,7401717	0,9979728	0,7872424	0,5795460	0,4986641	0,0469239	0,9967609	0,2966468	0,6643182	0,2192721	0,0096110	0,4043355	0,5853651	0,5057562	0,7250485	0,3084855	0,2379551	0,9793082	0,8418963	0,1699334
80	0,4876607	0,1942161	0,4595108	0,6475028	0,8887073	1,0000000	0,7399126	0,1964896	0,3929985	0,5477890	0,9877825	0,9950709	0,7567851	0,9980752	0,7874047	0,5797946	0,5122397	0,0469787	0,9967684	0,3001686	0,6906336	0,1900406	0,0096204	0,4079316	0,5916586	0,5090349	0,6967145	0,2190274	0,1701882	0,9857563	0,8911277	0,0958731
100	0,4876608	0,1942196	0,4595058	0,6475845	0,8933866	1,0000000	0,7372070	0,1608559	0,4560633	0,4701202	0,9888769	0,9967944	0,7687593	0,9981439	0,7875690	0,5800448	0,5205917	0,0470406	0,9967767	0,3036601	0,7071323	0,1716719	0,0096299	0,4109216	0,5983675	0,5147558	0,6573043	0,1501673	0,1155083	0,9899652	0,9270395	0,0551006
120	0,4876608	0,1942224	0,4595017	0,6476535	0,8968045	1,0000000	0,7358923	0,1397451	0,5041091	0,4179183	0,9896997	0,9975230	0,7774519	0,9981910	0,7877208	0,5802749	0,5258671	0,0471033	0,9967850	0,3068068	0,7177295	0,1602159	0,0096385	0,4133791	0,6048433	0,5233871	0,6124753	0,1034814	0,0767167	0,9924673	0,9516670	0,0325845
140	0,4876607	0,1942247	0,4594984	0,6477117	0,8993112	1,0000000	0,7352536	0,1272383	0,5373169	0,3790656	0,9903187	0,9978378	0,7837928	0,9982238	0,7878533	0,5804749	0,5292848	0,0471628	0,9967928	0,3094742	0,7246910	0,1531322	0,0096459	0,4153289	0,6106989	0,5346075	0,5684314	0,0736454	0,0506130	0,9935342	0,9681344	0,0200778
160	0,4876606	0,1942265	0,4594956	0,6477607	0,9011544	1,0000000	0,7349432	0,1198288	0,5592487	0,3475038	0,9907843	0,9979788	0,7884335	0,9982471	0,7879643	0,5806421	0,5315506	0,0472162	0,9967996	0,3116429	0,7293562	0,1487960	0,0096519	0,4168345	0,6157567	0,5472755	0,5291047	0,0550956	0,0334205	0,9932607	0,9790255	0,0130729
180	0,4876605	0,1942280	0,4594934	0,6478021	0,9025121	1,0000000	0,7347924	0,1154391	0,5734079	0,3205923	0,9911345	0,9980454	0,7918376	0,9982638	0,7880548	0,5807783	0,5330828	0,0472624	0,9968054	0,3133549	0,7325361	0,1461736	0,0096567	0,4179753	0,6199814	0,5599473	0,4960167	0,0437130	0,0222006	0,9916429	0,9861915	0,0091128
200	0,4876605	0,1942291	0,4594916	0,6478369	0,9035132	1,0000000	0,7347191	0,1128385	0,5824383	0,2971382	0,9913976	0,9980792	0,7943386	0,9982758	0,7881271	0,5808870	0,5341361	0,0473011	0,9968102	0,3146776	0,7347338	0,1446116	0,0096604	0,4188283	0,6234216	0,5714571	0,4691938	0,0367715	0,0149088	0,9886561	0,9908942	0,0068546
220	0,4876604	0,1942300	0,4594902	0,6478663	0,9042520	1,0000000	0,7346835	0,1112978	0,5881569	0,2765101	0,9915952	0,9980978	0,7961781	0,9982845	0,7881839	0,5809725	0,5348697	0,0473329	0,9968141	0,3156835	0,7362698	0,1436993	0,0096632	0,4194602	0,6261687	0,5811704	0,4479673	0,0325485	0,0101792	0,9843302	0,9939756	0,0055576
240	0,4876604	0,1942308	0,4594890	0,6478911	0,9047974	1,0000000	0,7346662	0,1103850	0,5917624	0,2583010	0,9917435	0,9981090	0,7975323	0,9982909	0,7882281	0,5810390	0,5353859	0,0473584	0,9968172	0,3164396	0,7373526	0,1431805	0,0096653	0,4199254	0,6283285	0,5889288	0,4314413	0,0299796	0,0071139	0,9788059	0,9959929	0,0048087
260	0,4876604	0,1942314	0,4594881	0,6479119	0,9052003	1,0000000	0,7346579	0,1098442	0,5940288	0,2422070	0,9918546	0,9981162	0,7985298	0,9982955	0,7882621	0,5810902	0,5357520	0,0473787	0,9968196	0,3170029	0,7381212	0,1428968	0,0096669	0,4202663	0,6300055	0,5948759	0,4187223	0,0284138	0,0051276	0,9723515	0,9973127	0,0043744
280	0,4876604	0,1942318	0,4594874	0,6479295	0,9054978	1,0000000	0,7346538	0,1095239	0,5954503	0,2279834	0,9919379	0,9981211	0,7992649	0,9982989	0,7882881	0,5811295	0,5360131	0,0473945	0,9968215	0,3174197	0,7386695	0,1427508	0,0096681	0,4205154	0,6312946	0,5992956	0,4090151	0,0274557	0,0038400	0,9653323	0,9981758	0,0041218
300	0,4876604	0,1942322	0,4594868	0,6479443	0,9057176	1,0000000	0,7346518	0,1093341	0,5963404	0,2154240	0,9920003	0,9981246	0,7998068	0,9983014	0,7883079	0,5811593	0,5362002	0,0474068	0,9968229	0,3177266	0,7390622	0,1426835	0,0096689	0,4206969	0,6322773	0,6025033	0,4016531	0,0268659	0,0030046	0,9581456	0,9987399	0,0039745
320	0,4876604	0,1942325	0,4594864	0,6479568	0,9058801	1,0000000	0,7346509	0,1092216	0,5968968	0,2043516	0,9920469	0,9981270	0,8002064	0,9983033	0,7883229	0,5811819	0,5363346	0,0474162	0,9968240	0,3179518	0,7393443	0,1426596	0,0096696	0,4208290	0,6330212	0,6047890	0,3960963	0,0264998	0,0024620	0,9511526	0,9991086	0,0038885
340	0,4876604	0,1942328	0,4594860	0,6479674	0,9060001	1,0000000	0,7346504	0,1091550	0,5972443	0,1946100	0,9920818	0,9981288	0,8005011	0,9983046	0,7883341	0,5811990	0,5364315	0,0474234	0,9968248	0,3181165	0,7395474	0,1426583	0,0096700	0,4209250	0,6335811	0,6063943	0,3919175	0,0262699	0,0021090	0,9446305	0,9993495	0,0038383
360	0,4876604	0,1942330	0,4594857	0,6479763	0,9060887	1,0000000	0,7346502	0,1091156	0,5974611	0,1860599	0,9921079	0,9981301	0,8007186	0,9983056	0,7883426	0,5812118	0,5365013	0,0474288	0,9968254	0,3182367	0,7396939	0,1426678	0,0096704	0,4209948	0,6340005	0,6075088	0,3887841	0,0261234	0,0018788	0,9387554	0,9995068	0,0038088
380	0,4876604	0,1942331	0,4594855	0,6479837	0,9061543	1,0000000	0,7346501	0,1090922	0,5975961	0,1785753	0,9921273	0,9981311	0,8008790	0,9983064	0,7883489	0,5812215	0,5365518	0,0474329	0,9968259	0,3183242	0,7397997	0,1426813	0,0096706	0,4210454	0,6343133	0,6082752	0,3864398	0,0260283	0,0017282	0,9336097	0,9996095	0,0037916
400	0,4876604	0,1942333	0,4594853	0,6479901	0,9062027	1,0000000	0,7346500	0,1090783	0,5976802	0,1720413	0,9921419	0,9981318	0,8009975	0,9983069	0,7883536	0,5812287	0,5365884	0,0474359	0,9968262	0,3183880	0,7398761	0,1426954	0,0096708	0,4210822	0,6345458	0,6087981	0,3846890	0,0259652	0,0016294	0,9292025	0,9996766	0,0037814
420	0,4876604	0,1942334	0,4594851	0,6479954	0,9062385	1,0000000	0,7346500	0,1090701	0,5977325	0,1663528	0,9921527	0,9981323	0,8010849	0,9983073	0,7883572	0,5812341	0,5366148	0,0474382	0,9968265	0,3184343	0,7399314	0,1427084	0,0096709	0,4211089	0,6347181	0,6091527	0,3833832	0,0259222	0,0015642	0,9254936	0,9997204	0,0037755
440	0,4876604	0,1942334	0,4594850	0,6479999	0,9062649	1,0000000	0,7346500	0,1090653	0,5977650	0,1614137	0,9921608	0,9981327	0,8011494	0,9983076	0,7883598	0,5812381	0,5366339	0,0474399	0,9968267	0,3184680	0,7399714	0,1427196	0,0096710	0,4211282	0,6348454	0,6093919	0,3824105	0,0258922	0,0015210	0,9224143	0,9997490	0,0037720
460	0,4876604	0,1942335	0,4594849	0,6480036	0,9062845	1,0000000	0,7346500	0,1090624	0,5977852	0,1571361	0,9921668	0,9981330	0,8011970	0,9983078	0,7883618	0,5812411	0,5366478	0,0474412	0,9968268	0,3184924	0,7400004	0,1427289	0,0096711	0,4211422	0,6349393	0,6095524	0,3816864	0,0258707	0,0014921	0,9198839	0,9997676	0,0037699
480	0,4876604	0,1942336	0,4594848	0,6480068	0,9062989	1,0000000	0,7346500	0,1090607	0,5977977	0,1534401	0,9921713	0,9981332	0,8012322	0,9983080	0,7883632	0,5812433	0,5366578	0,0474422	0,9968269	0,3185101	0,7400214	0,1427363	0,0096711	0,4211524	0,6350084	0,6096597	0,3811479	0,0258548	0,0014727	0,9178203	0,9997798	0,0037687
500	0,4876604	0,1942336	0,4594848	0,6480095	0,9063096	1,0000000	0,7346500	0,1090597	0,5978054	0,1502537	0,9921747	0,9981334	0,8012582	0,9983081	0,7883643	0,5812450	0,5366651	0,0474428	0,9968270	0,3185230	0,7400366	0,1427422	0,0096712	0,4211598	0,6350591	0,6097312	0,3807476	0,0258427	0,0014594	0,9161462	0,9997878	0,0037680
520	0,4876604	0,1942336	0,4594847	0,6480118	0,9063175	1,0000000	0,7346500	0,1090591	0,5978102	0,1475119	0,9921772	0,9981335	0,8012774	0,9983082	0,7883651	0,5812462	0,5366704	0,0474434	0,9968270	0,3185324	0,7400476	0,1427468	0,0096712	0,4211651	0,6350964	0,6097787	0,3804501	0,0258334	0,0014503	0,9147930	0,9997929	0,0037676
540	0,4876604	0,1942337	0,4594847	0,6480137	0,9063233	1,0000000	0,7346500	0,1090587	0,5978132	0,1451569	0,9921790	0,9981336	0,8012915	0,9983083	0,7883657	0,5812471	0,5366742	0,0474437	0,9968271	0,3185391	0,7400556	0,1427503	0,0096712	0,4211690	0,6351236	0,6098102	0,3802291	0,0258260	0,0014440	0,9137012	0,9997963	0,0037674
560	0,4876604	0,1942337	0,4594847	0,6480153	0,9063276	1,0000000	0,7346500	0,1090585	0,5978151	0,1431371	0,9921804	0,9981336	0,8013020	0,9983083	0,7883661	0,5812478	0,5366770	0,0474440	0,9968271	0,3185441	0,7400614	0,1427530	0,0096712	0,4211718	0,6351436	0,6098310	0,3800650	0,0258201	0,0014395	0,9128209	0,9997985	0,0037672
580	0,4876604	0,1942337	0,4594846	0,6480167	0,8895931	1,0000000	0,7832175	0,3983233	0,7501199	0,1419266	0,9891964	0,9432884	0,7556831	0,9979339	0,7883541	0,5812317	0,4709200	0,0474349	0,9968259	0,3180721	0,6183021	0,2595845	0,0096697	0,2065273	0,6344051	0,5971595	0,3899718	0,0258796	0,0014541	0,6733594	0,9996019	0,3593312
600	0,4876604	0,1942337	0,4594846	0,6480178	0,8778591	1,0000000	0,8068123	0,5696945	0,8151295	0,1553293	0,9869676	0,9203046	0,7241932	0,9977043	0,7882960	0,5811521	0,4327118	0,0473936	0,9968205	0,3160094	0,5465340	0,3337011	0,0096631	0,1800469	0,6309658	0,5709407	0,4346485	0,0265668	0,0016658	0,5786700	0,9966228	0,6251909
620	0,4876604	0,1942337	0,4594846	0,6480188	0,8693755	1,0000000	0,8182749	0,6712212	0,7925024	0,2380650	0,9852405	0,9102933	0,7018350	0,9975554	0,7881929	0,5810082	0,4098807	0,0473274	0,9968118	0,3127316	0,5031533	0,3801255	0,0096530	0,1728391	0,6251655	0,5494796	0,4942234	0,0290213	0,0024716	0,5878238	0,9839835	0,7859070
640	0,4876604	0,1942337	0,4594846	0,6480196	0,8631013	1,0000000	0,8238436	0,7313693	0,7213743	0,3961124	0,9838711	0,9056251	0,6856089	0,9974539	0,7880621	0,5808217	0,3958876	0,0472515	0,9968019	0,3090209	0,4763253	0,4088851	0,0096422	0,1683164	0,6182057	0,5342987	0,5496325	0,0363638	0,0049924	0,6384088	0,9577137	0,8778235
660	0,4876604	0,1942337	0,4594846	0,6480203	0,8583864	1,0000000	0,8265489	0,7670033	0,6427601	0,5581982	0,9827713	0,9032169	0,6736380	0,9973818	0,7879208	0,5806164	0,3871137	0,0471776	0,9967922	0,3054504	0,4593896	0,4265106	0,0096322	0,1649191	0,6111183	0,5239606	0,5956323	0,0573596	0,0129045	0,7032520	0,9216674	0,9296325
680	0,4876604	0,1942338	0,4594846	0,6480208	0,8548043	1,0000000	0,8278632	0,7881142	0,5752573	0,6821401	0,9818830	0,9018160	0,6646991	0,9973289	0,7877822	0,5804110	0,3814985	0,0471115	0,9967836	0,3023183	0,4484988	0,4371867	0,0096238	0,1623801	0,6045502	0,5170240	0,6321429	0,1002662	0,0317687	0,7654634	0,8828699	0,9586873
700	0,4876604	0,1942338	0,4594846	0,6480213	0,8520632	1,0000000	0,8285017	0,8006210	0,5231918	0,7646393	0,9811644	0,9009050	0,6579658	0,9972892	0,7876542	0,5802179	0,3778379	0,0470555	0,9967764	0,2997251	0,4413772	0,4435642	0,0096170	0,1605125	0,5988174	0,5124042	0,6604907	0,1606653	0,0637351	0,8144004	0,8467837	0,9749512
720	0,4876604	0,1942338	0,4594846	0,6480217	0,8499556	1,0000000	0,8288119	0,8080306	0,4852256	0,8159435	0,9805835	0,9002620	0,6528614	0,9972591	0,7875409	0,5800443	0,3754118	0,0470098	0,9967705	0,2976589	0,4366498	0,4473075	0,0096118	0,1591513	0,5940134	0,5093407	0,6822238	0,2256499	0,1049469	0,8501912	0,8161652	0,9840511
740	0,4876604	0,1942338	0,4594845	0,6480221	0,8483300	1,0000000	0,8289626	0,8124203	0,4584595	0,8468594	0,9801150	0,8997850	0,6489740	0,9972360	0,7874435	0,5798930	0,3737802	0,0469733	0,9967659	0,2960554	0,4334692	0,4494538	0,0096079	0,1581637	0,5901031	0,5073153	0,6987505	0,2848426	0,1489256	0,8757272	0,7917191	0,9891441
760	0,4876604	0,1942338	0,4594845	0,6480224	0,8470738	1,0000000	0,8290358	0,8150209	0,4400094	0,8652771	0,9797383	0,8994216	0,6460031	0,9972181	0,7873617	0,5797642	0,3726687	0,0469448	0,9967623	0,2948339	0,4313037	0,4506444	0,0096049	0,1574485	0,5869878	0,5059791	0,7112467	0,3336184	0,1903525	0,8937414	0,7730083	0,9919963
780	0,4876604	0,1942338	0,4594845	0,6480226	0,8461018	1,0000000	0,8290714	0,8165616	0,4274965	0,8762433	0,9794361	0,8991413	0,6437266	0,9972043	0,7872940	0,5796566	0,3719032	0,0469228	0,9967595	0,2939156	0,4298140	0,4512723	0,0096027	0,1569311	0,5845462	0,5050993	0,7206561	0,3713928	0,2262814	0,9063643	0,7591181	0,9935953
800	0,4876604	0,1942338	0,4594845	0,6480228	0,8453491	1,0000000	0,8290886	0,8174743	0,4191148	0,8828059	0,9791946	0,8989237	0,6419786	0,9971936	0,7872389	0,5795679	0,3713709	0,0469059	0,9967574	0,2932320	0,4287800	0,4515761	0,0096012	0,1565567	0,5826569	0,5045207	0,7277188	0,3994918	0,2557375	0,9151682	0,7490396	0,9944926
820	0,4876604	0,1942338	0,4594845	0,6480230	0,8447658	1,0000000	0,8290970	0,8180151	0,4135558	0,8867628	0,9790020	0,8987546	0,6406343	0,9971854	0,7871944	0,5794957	0,3709979	0,0468931	0,9967558	0,2927267	0,4280567	0,4516990	0,0096000	0,1562858	0,5812095	0,5041408	0,7330070	0,4198260	0,2789458	0,9212868	0,7418542	0,9949967
840	0,4876604	0,1942338	0,4594845	0,6480232	0,8443137	1,0000000	0,8291011	0,8183355	0,4098986	0,8891677	0,9788489	0,8986231	0,6395990	0,9971789	0,7871587	0,5794373	0,3707348	0,0468834	0,9967546	0,2923550	0,4275474	0,4517255	0,0095991	0,1560896	0,5801099	0,5038916	0,7369590	0,4342536	0,2967059	0,9255272	0,7368018	0,9952803
860	0,4876604	0,1942338	0,4594845	0,6480233	0,8439631	1,0000000	0,8291031	0,8185253	0,4075091	0,8906403	0,9787274	0,8985208	0,6388009	0,9971739	0,7871303	0,5793905	0,3705482	0,0468762	0,9967537	0,2920827	0,4271870	0,4517044	0,0095985	0,1559477	0,5792799	0,5037283	0,7399080	0,4443404	0,3099991	0,9284592	0,7332884	0,9954401
