ihfB	hipA	hipB	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	tdcG	tdcF	tdcB	tdcD	tdcE	tdcC	lyxK	yiaN	yiaO	sgbH	sgbE	sgbU	yiaK	yiaL	yiaM	sra	ompC	csgG	csgF	csgE	ompF	micF
0,4231520	0,1440821	0,3331346	0,4874566	0,5814741	0,6351469	0,6608817	0,4435159	0,3370417	0,5608109	0,9135263	0,5682484	0,5890835	0,6771060	0,6204520	0,4114241	0,1943454	0,0415480	0,6202670	0,1908865	0,3049942	0,3084347	0,0156866	0,1281367	0,3793553	0,3930305	0,4623443	0,3026789	0,2352250	0,7398572	0,5283584	0,8475138
