"Time"	argP	dnaA	phoB	recF	dnaN	nrdA	nrdR	fis	mtlR	marR	nrdB	guaB	mtlD	mtlA	guaA	marB	glyU	valX	phnK	lysV	glnV	phnP	phnH	leuV	pheU	psiF	topA	aspV	thrU	phnG	alaW	tyrU
560	0,5428532	0,6567591	0,7129012	0,1807942	0,3764485	0,5356986	0,4656282	0,4294220	0,3038749	0,3296964	0,3710286	0,3916333	0,1184466	0,4087452	0,3393935	0,2224655	0,2275097	0,2769152	0,6243795	0,0316188	0,5614915	0,7822319	0,5824440	0,5876121	0,6811268	0,6289530	0,6510008	0,6657143	0,6805549	0,6922121	0,7417334	0,2894096
580	0,4813873	0,6961488	0,7029511	0,1498782	0,2782709	0,6022129	0,4468714	0,4422492	0,2880347	0,3606065	0,3268225	0,3614132	0,0851158	0,3412689	0,3294801	0,1682816	0,2034365	0,2396960	0,6240811	0,0657609	0,5605436	0,6906281	0,5919862	0,5670636	0,6160273	0,6737971	0,7308608	0,6030614	0,6357120	0,5396454	0,6392735	0,3448298
600	0,4594217	0,6394496	0,7256684	0,1910759	0,2963436	0,7123584	0,4806943	0,5510936	0,2777082	0,4382627	0,4647232	0,4370452	0,0713139	0,4871315	0,3413105	0,2395205	0,1871624	0,2397721	0,7461602	0,0265934	0,7367410	0,8251556	0,5811705	0,5008345	0,7016851	0,6345981	0,7130423	0,6112205	0,7613128	0,6188028	0,7115508	0,2789979
620	0,4831933	0,6854426	0,7916486	0,1861174	0,2734565	0,7133408	0,5478374	0,4865803	0,3002175	0,3752137	0,4311436	0,3245804	0,0594550	0,3229869	0,3014758	0,2957641	0,2029509	0,1880629	0,7840937	0,0470982	0,7399852	0,6968731	0,6946306	0,4396079	0,5822789	0,6307521	0,6064074	0,5684874	0,7146112	0,5962125	0,7301730	0,2197456
640	0,4861429	0,6716120	0,7601600	0,2016538	0,2816884	0,6081889	0,6099637	0,3790709	0,2390115	0,3111748	0,4237797	0,4176403	0,0938300	0,3259234	0,4021693	0,1959785	0,2237094	0,2556636	0,6914573	0,0444380	0,7360547	0,6069346	0,5726463	0,3461976	0,5122103	0,7660596	0,6546019	0,5742778	0,6222433	0,5396703	0,6935561	0,2937577
660	0,4979529	0,6906996	0,8981210	0,1466482	0,2592930	0,7777367	0,5585601	0,3996541	0,2720783	0,3399085	0,4348597	0,4294061	0,0543176	0,4293451	0,3711755	0,3696530	0,1994073	0,1662573	0,7604674	0,0947292	0,6901097	0,7281505	0,5098208	0,3522917	0,4389291	0,6252479	0,5718959	0,7508233	0,6829169	0,5316589	0,7379698	0,2288784
680	0,5866131	0,7538999	0,7037716	0,0947072	0,2589874	0,6482143	0,5211132	0,3960756	0,3258400	0,3995403	0,3909133	0,3941791	0,0594500	0,3469425	0,4148387	0,4233592	0,1498365	0,2914584	0,6974619	0,0493774	0,7706866	0,7133151	0,5513148	0,2851833	0,7038368	0,5720646	0,7217760	0,5981023	0,6754094	0,5574120	0,5830245	0,1918324
700	0,5196408	0,6453263	0,6720627	0,1209148	0,2439904	0,6607577	0,5579623	0,3325271	0,3295976	0,4165829	0,5720859	0,4576334	0,0978184	0,4144612	0,3601017	0,3400239	0,1912007	0,1995182	0,6790914	0,0455104	0,5375267	0,5559775	0,5652298	0,2389355	0,6828058	0,6737560	0,5945910	0,5232492	0,7408560	0,4581094	0,6509697	0,2423964
720	0,6607837	0,6595283	0,9031998	0,1566923	0,2820784	0,7068004	0,7461442	0,3823780	0,4100694	0,3579547	0,5102718	0,3366250	0,0463971	0,4600168	0,3603636	0,4322677	0,2720773	0,3248521	0,7171820	0,0346464	0,6065284	0,6101356	0,6796875	0,2607719	0,6763390	0,7480344	0,6196874	0,3863495	0,7347985	0,4771214	0,5951181	0,2556959
740	0,4860461	0,5816307	0,7460514	0,1274836	0,3352526	0,7000545	0,6673858	0,4075084	0,3697420	0,3899923	0,4932686	0,4046929	0,0320003	0,4851018	0,2869222	0,4202589	0,2299414	0,1854063	0,7570954	0,0231276	0,6297448	0,7039127	0,6037414	0,2292440	0,5339033	0,7475267	0,6085625	0,5050697	0,7773399	0,5402522	0,6906381	0,2977329
760	0,5535412	0,6240877	0,6538833	0,1184636	0,2977762	0,6083171	0,6212944	0,3510489	0,3942308	0,4765855	0,3769625	0,4161357	0,0614019	0,4101445	0,3831510	0,3798554	0,3162205	0,1928718	0,6813144	0,0435101	0,7547565	0,6778225	0,5298657	0,2544810	0,6753425	0,7092587	0,6573946	0,4663687	0,7871432	0,5402546	0,6014112	0,2864219
780	0,5203477	0,6245834	0,6910614	0,1166971	0,2684955	0,5430166	0,7220852	0,4014203	0,3464490	0,3536390	0,4536705	0,4043315	0,0947417	0,3712582	0,4010137	0,2922461	0,2866464	0,2450758	0,6753981	0,0278805	0,7457659	0,7759034	0,5366403	0,3124953	0,4963462	0,6503642	0,6980106	0,6791776	0,7414707	0,4123416	0,7522136	0,2138180
800	0,4941825	0,5774974	0,7763950	0,1696967	0,2126045	0,6501727	0,7257866	0,3907595	0,3741020	0,3311584	0,4079064	0,3997792	0,0974610	0,4117603	0,4178478	0,3150497	0,2560829	0,1775225	0,7368060	0,0132253	0,6826484	0,7843767	0,5606017	0,2389838	0,5640457	0,6373004	0,6617208	0,5081545	0,8712849	0,5394739	0,6574244	0,3293560
820	0,3870560	0,5974685	0,6448929	0,1365922	0,3174817	0,5483821	0,7872955	0,3657137	0,4352037	0,3171816	0,4659495	0,3524699	0,0803604	0,3874155	0,3756148	0,3823072	0,3115706	0,2378964	0,7669245	0,0323936	0,6587219	0,7535384	0,5480681	0,2536013	0,5800447	0,5878463	0,8381629	0,5276421	0,7769702	0,6197777	0,5896334	0,2521034
840	0,5526873	0,7290355	0,6533839	0,1337564	0,3023733	0,5471444	0,8183606	0,3652656	0,3195841	0,3979687	0,3618747	0,3337358	0,0586091	0,4316774	0,4976267	0,3345520	0,2290482	0,1656821	0,8058518	0,0177599	0,6137258	0,6511649	0,5177283	0,2612663	0,5307079	0,5659508	0,7677278	0,5468063	0,7768796	0,4457661	0,8318899	0,2539302
860	0,4460448	0,7593632	0,6052210	0,1555767	0,2979428	0,6447489	0,7124859	0,4179525	0,2884231	0,3008467	0,3686777	0,4697343	0,0760424	0,3801795	0,4017473	0,2399203	0,2461533	0,1508769	0,7592367	0,0381584	0,7223633	0,6790644	0,4877231	0,2586790	0,4774217	0,6341718	0,9624048	0,5246400	0,6715519	0,4311079	0,5802228	0,2684243
880	0,5151520	0,6187382	0,7245868	0,1037477	0,2247115	0,7808848	0,6740619	0,4336241	0,3437816	0,3999835	0,4370584	0,4111027	0,0489723	0,5137022	0,4406842	0,3177559	0,2605019	0,2699523	0,7152265	0,0225942	0,6425277	0,6300808	0,6559854	0,2021835	0,6076926	0,7374561	0,7744676	0,5523476	0,7529264	0,5015223	0,6845473	0,3246818
900	0,5304666	0,6797969	0,7789649	0,1417047	0,2700053	0,7468010	0,7478252	0,3582239	0,3363646	0,4162461	0,4192628	0,4311355	0,0966413	0,4716539	0,3653692	0,3318054	0,2048716	0,1761305	0,8711969	0,0306281	0,6872339	0,7800234	0,5162460	0,2301183	0,5768036	0,6709062	0,7909418	0,4660704	0,8832172	0,5558746	0,6864431	0,3181385
920	0,4534759	0,5866954	0,7097120	0,1577741	0,2936225	0,6811017	0,7141369	0,4122683	0,2833804	0,3942172	0,3697631	0,4027260	0,0689438	0,4577166	0,3588248	0,3759214	0,2855937	0,2424808	0,6555260	0,0301999	0,7058108	0,7962271	0,5660300	0,2247352	0,5511169	0,7064704	0,7289304	0,4659595	0,8026230	0,5258219	0,6196127	0,2256414
940	0,5608308	0,5475674	0,6862505	0,2195792	0,2972530	0,7555167	0,6810204	0,4865590	0,3003403	0,4055750	0,4397685	0,4910865	0,0971716	0,4601312	0,3389227	0,3628731	0,1830451	0,2544088	0,8016091	0,0422175	0,7639476	0,6801469	0,5967184	0,2254911	0,5634616	0,8214338	0,7078602	0,5272315	0,7153563	0,4599288	0,7758012	0,3181670
960	0,5501121	0,6447597	0,7308746	0,1204324	0,3340175	0,8222885	0,6147386	0,4214481	0,3033056	0,4346718	0,4054727	0,4778765	0,0563105	0,4062809	0,2580885	0,3693275	0,2745118	0,2716808	0,8131737	0,0663147	0,6976564	0,7765074	0,6007356	0,2785238	0,6786277	0,7326737	0,7232847	0,4762826	0,6955172	0,4062008	0,6391172	0,2478033
980	0,5083986	0,7655417	0,6293165	0,1862435	0,3337376	0,7686670	0,6755484	0,5083245	0,2327940	0,3986192	0,3649724	0,4586396	0,0521729	0,3694745	0,3145078	0,3048323	0,2491757	0,2364278	0,6671451	0,0560935	0,8074049	0,7007049	0,5595916	0,2755733	0,5827321	0,6717822	0,7789028	0,5176986	0,7544260	0,5091245	0,6753419	0,2988060
1000	0,5047899	0,6634282	0,8331411	0,2220580	0,2287026	0,7226019	0,8281852	0,3828754	0,2729772	0,4522587	0,5254514	0,4240252	0,0657801	0,3705900	0,3230048	0,2962279	0,2761374	0,2013156	0,8162272	0,0395436	0,6430412	0,9020625	0,6241076	0,2813083	0,6240586	0,6884493	0,6957659	0,5699998	0,9140794	0,5029664	0,6580281	0,2582596
1020	0,4905845	0,5717667	0,7572407	0,1923231	0,3507957	0,8504477	0,7759769	0,3888353	0,3423812	0,3036522	0,5909694	0,4962403	0,0942551	0,3325804	0,3595020	0,3928843	0,2367914	0,1859130	0,7306645	0,0487024	0,6622113	0,7125837	0,6293210	0,2056597	0,7163616	0,6226193	0,6896687	0,5905796	0,7372256	0,4226183	0,6381491	0,2087661
1040	0,6478922	0,6130687	0,6488448	0,2284966	0,2352765	0,7565347	0,6842698	0,4338049	0,2955667	0,4104590	0,5030320	0,5235638	0,0902285	0,3749935	0,2988284	0,3094601	0,2535784	0,2155234	0,7316722	0,0629963	0,5790035	0,7325744	0,5241814	0,1881630	0,6148545	0,7465687	0,6425890	0,5991957	0,8210222	0,6290862	0,6878098	0,3040656
1060	0,6290920	0,6645787	0,7700582	0,1484665	0,1800398	0,7515138	0,7013401	0,5157414	0,2501566	0,3636346	0,4636750	0,5091751	0,1249420	0,3888466	0,3565738	0,3873008	0,2608255	0,2684185	0,7664699	0,0287842	0,5766348	0,5655668	0,6019446	0,2299913	0,5906272	0,7640768	0,6938184	0,5729106	0,5984903	0,6191627	0,7081203	0,2398135
1080	0,5715021	0,7165152	0,7308582	0,1338617	0,2461719	0,6929153	0,6830793	0,3891494	0,2334288	0,3062320	0,5058223	0,4678143	0,0985806	0,4464199	0,3566799	0,3335408	0,2086658	0,2987316	0,6994506	0,0333712	0,5062984	0,7580354	0,6250451	0,2722698	0,5825418	0,7122499	0,7262678	0,6562122	0,7862540	0,6643014	0,6788844	0,3976992
1100	0,6275880	0,8329178	0,9127687	0,1240666	0,2638502	0,8740529	0,7524053	0,3886033	0,2836720	0,4309485	0,4116630	0,3524804	0,0941569	0,3502904	0,2885036	0,3626756	0,2245047	0,2346649	0,8753821	0,0408208	0,5681915	0,7804072	0,5922220	0,2086232	0,5478534	0,6582874	0,6498181	0,5502570	0,6716101	0,6797810	0,7242813	0,2596898

0	0,0265964	0,4392976	0,0262029	0,0185004	0,2210381	0,4085249	0,8059708	0,3754191	0,3103389	0,4835653	0,3325166	0,5019058	0,1238278	0,4112965	0,4223022	0,3937696	0,2498394	0,2089637	0,6353336	0,0244409	0,7362281	0,0186983	0,0323381	0,2614137	0,5236488	0,0321239	0,6999804	0,5746419	0,6173243	0,0058598	0,6135841	0,2924497
20	0,0187565	0,5314579	0,0255643	0,0881935	0,1637465	0,5157177	0,7776809	0,4004926	0,3186398	0,3930223	0,2895277	0,4541762	0,0868431	0,5522230	0,3461807	0,3961978	0,2095706	0,1993086	0,5945425	0,0190116	0,7748395	0,0256806	0,0483667	0,3114771	0,6286695	0,0428318	0,8087090	0,4605392	0,7267141	0,0100333	0,6729119	0,2987011
40	0,0305409	0,4566999	0,0225698	0,1788791	0,1696983	0,5575698	0,7626723	0,3736200	0,2522417	0,4261097	0,3056197	0,4550201	0,1028443	0,5092191	0,3269077	0,2653348	0,2494642	0,2920130	0,6219066	0,0448400	0,7519887	0,0200672	0,0235750	0,3456220	0,7362051	0,0484140	0,7687344	0,5611952	0,6285272	0,0004866	0,7606283	0,2992052
60	0,0129150	0,3817900	0,0476217	0,3005465	0,1967299	0,5857337	0,7693602	0,3459828	0,2804402	0,4261775	0,2279010	0,4715324	0,1357853	0,5369315	0,5358758	0,2303590	0,1486993	0,2171763	0,7008971	0,0385311	0,7702182	0,0215124	0,0347537	0,2124496	0,7494880	0,0430877	0,6641848	0,6816995	0,6472808	0,0035105	0,6771881	0,2413676
80	0,0410649	0,3789554	0,0498175	0,3643792	0,2159263	0,4548243	0,9259174	0,3766089	0,2936446	0,4787794	0,3078059	0,5889184	0,0790729	0,4005502	0,4428692	0,1406429	0,1763215	0,2068487	0,7095144	0,0341118	0,7469578	0,0240951	0,0257339	0,2057942	0,6016733	0,0415938	0,7145324	0,6194719	0,7532846	0,0110754	0,6525103	0,3263158
100	0,0075102	0,5126196	0,0434234	0,2450784	0,2244946	0,4341838	0,7658885	0,3338351	0,3583052	0,4446001	0,3002038	0,4981994	0,0719983	0,3549721	0,3780772	0,1522097	0,2057745	0,2654613	0,7062690	0,0435210	0,6969347	0,0350376	0,0950057	0,2472044	0,5672327	0,0445351	0,6537176	0,5834227	0,8149939	0,0025990	0,8154867	0,2992530
120	0,0019932	0,4757700	0,0249068	0,4201446	0,1883166	0,3744224	0,7982346	0,4312995	0,3187878	0,3328336	0,1719839	0,5564013	0,0665504	0,2737861	0,4498128	0,0936931	0,1920360	0,2150066	0,8242494	0,0492880	0,6635740	0,0319608	0,0348623	0,2556190	0,6003392	0,0344712	0,7849963	0,6030910	0,7107962	0,0045048	0,7032566	0,3033422
140	0,0200936	0,5160358	0,0275136	0,4745629	0,1743944	0,4897885	0,6597670	0,3890457	0,3251532	0,4849223	0,2732652	0,5179294	0,1127373	0,3466685	0,4554709	0,0999277	0,2246536	0,2317031	0,6796747	0,0380422	0,7648407	0,0469007	0,0323829	0,1845623	0,5871903	0,0750698	0,7462522	0,6223203	0,7143115	0,0041744	0,7341588	0,2612879
160	0,0087554	0,4331293	0,0621159	0,3820846	0,2398370	0,5361523	0,8108087	0,3753433	0,3331276	0,4309025	0,2681473	0,5413403	0,0790959	0,3125518	0,3951327	0,0843033	0,2313708	0,2167143	0,6998480	0,0273906	0,7464065	0,0170690	0,0660832	0,2049180	0,5933155	0,0388539	0,6151989	0,6070153	0,8267076	0,0058396	0,5956056	0,2963325
180	0,0084984	0,4377886	0,0589955	0,4404403	0,2626052	0,4797455	0,6087123	0,4267819	0,3383558	0,4805675	0,3524698	0,5601122	0,0746930	0,2555694	0,3744456	0,0619316	0,2283383	0,1834872	0,7670268	0,0226888	0,6793581	0,0298108	0,0597380	0,2368390	0,5355779	0,0512426	0,7636874	0,5290366	0,6980067	0,0100738	0,5675675	0,2328674
200	0,0106581	0,5166591	0,0241201	0,3485232	0,1939298	0,4695779	0,7725619	0,3181684	0,3078914	0,4597840	0,2676111	0,4941519	0,1196518	0,2977723	0,4140394	0,0671922	0,2749728	0,1751519	0,7884609	0,0252529	0,7659503	0,0233359	0,0625706	0,3292486	0,5639807	0,0470190	0,6111320	0,5408611	0,7213730	0,0047177	0,7311922	0,2616492
220	0,0306668	0,4170340	0,0073450	0,3825689	0,2261702	0,4282745	0,7010029	0,4529535	0,2743754	0,4392494	0,2760654	0,6097452	0,0875419	0,3154605	0,4673524	0,0338691	0,1590098	0,1942590	0,8303419	0,0316423	0,6032981	0,0071794	0,0837806	0,2163106	0,4680432	0,0421893	0,5957740	0,4783246	0,8288499	0,0100570	0,6122593	0,2286314
240	0,0069927	0,3822731	0,0192354	0,3774794	0,1847928	0,3560977	0,7085289	0,3435543	0,2996975	0,4917482	0,2227902	0,4948448	0,0848262	0,2278610	0,4202223	0,0492350	0,1798472	0,2076834	0,7507210	0,0404005	0,7194388	0,0082083	0,0593011	0,4585346	0,6362278	0,0553857	0,8604402	0,6534871	0,7159835	0,0004785	0,6413816	0,3024519
260	0,0555767	0,4978191	0,0196563	0,4035431	0,1951146	0,4942086	0,7081991	0,3205442	0,2897554	0,5166714	0,2505932	0,4229810	0,0588092	0,1978311	0,4650145	0,0385324	0,1764508	0,2328493	0,8221158	0,0602335	0,7144363	0,0443512	0,0310892	0,3866331	0,5940063	0,0310623	0,6377134	0,6748624	0,7659893	0,0022505	0,6606555	0,3030490
280	0,0134967	0,3773972	0,0220799	0,5014167	0,1608466	0,4690997	0,7760007	0,4219485	0,3015142	0,4358399	0,1479852	0,4849562	0,0732108	0,1670484	0,4897377	0,0401926	0,2857911	0,1852435	0,9172989	0,0657884	0,7283252	0,0291682	0,0340776	0,2394947	0,5864008	0,0595860	0,6872876	0,5076006	0,7896616	0,0057216	0,6743360	0,3469441
300	0,0131985	0,3290077	0,0267381	0,4262756	0,1240806	0,5533511	0,7149489	0,4866331	0,3512911	0,4475462	0,1923027	0,4841556	0,0898583	0,2310609	0,3852909	0,0259146	0,2591888	0,2188103	0,7599035	0,0264468	0,6811569	0,0153516	0,0445229	0,2268941	0,6322068	0,0720355	0,7417787	0,5793247	0,7202692	0,0019718	0,6532394	0,2622920
320	0,0193128	0,3864627	0,0162699	0,4198244	0,1987401	0,4448000	0,7742825	0,4780116	0,2752372	0,4366846	0,1917948	0,4565159	0,0749623	0,1797808	0,4351883	0,0225314	0,2618273	0,2260605	0,7921158	0,0455908	0,6484182	0,0206002	0,0352025	0,1876021	0,7173677	0,0548385	0,7759428	0,5585387	0,7345743	0,0049637	0,6186822	0,2920054
340	0,0135406	0,4089101	0,0137610	0,4759275	0,2301871	0,4190138	0,6464694	0,3453981	0,2739756	0,4181539	0,2410042	0,4735101	0,0555117	0,2309400	0,4633203	0,0122505	0,2249639	0,1581009	0,6459343	0,0277277	0,6206195	0,0239780	0,0750245	0,2382332	0,5835050	0,0756203	0,5643168	0,5050791	0,6067094	0,0060452	0,6654589	0,3121298
360	0,0108087	0,3522352	0,0193306	0,4766787	0,1507643	0,3804462	0,7237228	0,3974215	0,2554821	0,4758695	0,2452111	0,5145475	0,1071351	0,2811187	0,4418458	0,0113892	0,2068901	0,1751316	0,8557554	0,0182448	0,6193316	0,0205224	0,0340349	0,2426966	0,6181285	0,0370288	0,5573067	0,5566352	0,7620627	0,0038530	0,7756713	0,2271816
380	0,0100440	0,3691372	0,0409433	0,4529949	0,1154719	0,4209864	0,6139042	0,3347505	0,3075504	0,4692882	0,2229450	0,4611733	0,0994036	0,2897296	0,4963043	0,0100224	0,2372795	0,2151200	0,8018955	0,0397628	0,7447665	0,0187122	0,0235468	0,2218699	0,5989476	0,0455852	0,7295885	0,5463051	0,5748458	0,0056392	0,7508463	0,2054450
400	0,0083997	0,4039101	0,0549733	0,4552640	0,1632274	0,4131604	0,6487295	0,3926452	0,3844335	0,5022572	0,1705345	0,5491946	0,0667532	0,3043062	0,4906669	0,0171724	0,1696087	0,1928565	0,7828975	0,0516323	0,8233833	0,0387551	0,0228368	0,2253590	0,4572021	0,0455034	0,6200158	0,6796319	0,7000597	0,0006231	0,5874796	0,3080432
420	0,0053512	0,4698327	0,0232165	0,4832903	0,1952064	0,3303026	0,6974270	0,4592213	0,3664154	0,4911982	0,2253443	0,5870176	0,0821725	0,3319618	0,3872878	0,0095322	0,1738002	0,1995735	0,6972892	0,0349134	0,6251285	0,0269761	0,0546971	0,1758159	0,6852664	0,0417588	0,6665815	0,5666451	0,7230009	0,0147656	0,6843993	0,2366287
440	0,0076401	0,4639530	0,0168629	0,5325868	0,1701236	0,4381522	0,7620215	0,4150188	0,3924580	0,4442804	0,1950458	0,5831601	0,0636260	0,2760458	0,3823568	0,0214151	0,1912499	0,2128263	0,6676546	0,0293514	0,7653497	0,0291423	0,0327137	0,2580667	0,5879769	0,0574020	0,5349496	0,5101039	0,6638073	0,0014767	0,7385117	0,2268967
460	0,0047810	0,5264618	0,0087823	0,4271494	0,1686999	0,4034745	0,6913975	0,3503276	0,3825791	0,4285169	0,1489557	0,5690518	0,0539392	0,4049872	0,3700447	0,0111804	0,2563876	0,1662871	0,7613892	0,0440635	0,7218251	0,0095108	0,0308790	0,2118021	0,6447529	0,0282142	0,7409803	0,4724670	0,6927073	0,0062658	0,6531483	0,2767671
480	0,0113639	0,4663616	0,0267122	0,4904758	0,2154720	0,3522459	0,7033673	0,3502812	0,2964000	0,3631215	0,1489526	0,5530863	0,0802275	0,2838923	0,4362365	0,0138396	0,2311183	0,2076951	0,7480890	0,0255757	0,5993367	0,0269288	0,0419314	0,2320416	0,7354069	0,0361188	0,7694304	0,5874912	0,6932696	0,0039262	0,7205787	0,2985423
500	0,0069278	0,4232358	0,0389536	0,4929060	0,2091179	0,3735967	0,8014098	0,4106981	0,3338647	0,4009950	0,2016184	0,4369265	0,1543479	0,2779363	0,4558726	0,0228642	0,1682798	0,1334662	0,7632767	0,0250536	0,6461068	0,0088263	0,0334524	0,2551223	0,6223703	0,0390728	0,6462132	0,5559479	0,6478291	0,0021667	0,6967681	0,3019662
520	0,0089349	0,4617611	0,0271788	0,4927917	0,1668317	0,4237202	0,6739649	0,3037668	0,2678971	0,4390277	0,2152483	0,4919797	0,0805580	0,3507798	0,4078982	0,0128770	0,1846754	0,2435933	0,7740741	0,0146748	0,6543050	0,0365266	0,0224908	0,2618418	0,5502998	0,0241483	0,6268915	0,5106112	0,6724868	0,0034244	0,6915936	0,2855846
540	0,0128373	0,4753303	0,0375390	0,4976998	0,2116911	0,5132394	0,6457466	0,3906550	0,3082131	0,4660761	0,2342738	0,4717002	0,0690802	0,2519762	0,3585947	0,0267123	0,2037282	0,1897964	0,6706181	0,0471617	0,6482159	0,0572830	0,0340574	0,2061546	0,5554270	0,0280749	0,7784024	0,5724014	0,7001202	0,0083036	0,6857692	0,2769819
560	0,0024875	0,4570541	0,0205046	0,4218708	0,2169061	0,3799998	0,7962398	0,3492848	0,3353494	0,4954704	0,1894620	0,5616102	0,0759489	0,2710680	0,5133139	0,0160017	0,2627105	0,3372631	0,5942063	0,0595827	0,5955536	0,0074333	0,0484761	0,2707453	0,6332754	0,0599993	0,7053452	0,5274454	0,7401482	0,0058515	0,8213973	0,2486260
580	0,0017989	0,4209606	0,0300279	0,4465377	0,2335664	0,3620954	0,7655463	0,4222047	0,3182405	0,5091122	0,2336410	0,5486131	0,0907903	0,2350424	0,4003006	0,0385222	0,2078984	0,2657911	0,6199534	0,0567081	0,6595429	0,0204757	0,0271015	0,2966220	0,6211285	0,0451945	0,7169582	0,5190200	0,6273203	0,0022171	0,7722510	0,3083821
600	0,0033556	0,4772313	0,0243381	0,3039208	0,2157375	0,3756850	0,7796946	0,2970249	0,2763331	0,4726563	0,1740255	0,5292400	0,0462926	0,2671122	0,4141760	0,1043005	0,2209416	0,2443178	0,6913777	0,0357152	0,7508087	0,0366503	0,0588406	0,2493629	0,5996999	0,0394869	0,7934723	0,5874498	0,7601524	0,0029873	0,7494653	0,2168597
620	0,0117468	0,4444320	0,0297446	0,2437614	0,2036804	0,4755450	0,6608716	0,4211152	0,3041629	0,3342373	0,2287565	0,5524000	0,0839789	0,2811943	0,4948643	0,1346722	0,2105491	0,2520719	0,7954333	0,0336301	0,7041621	0,0207701	0,0337324	0,2466050	0,5392087	0,0717704	0,8139960	0,4610818	0,8036987	0,0016370	0,7223016	0,2555635
640	0,0070267	0,4715437	0,0256479	0,1739091	0,2406152	0,5167234	0,7406942	0,4582655	0,2873335	0,3454017	0,2077205	0,6319693	0,0800620	0,3138556	0,5151932	0,2262880	0,2027239	0,2657128	0,8440890	0,0540542	0,6065504	0,0529129	0,0174336	0,1725884	0,5351971	0,0631565	0,6873537	0,5940430	0,7200436	0,0005893	0,9557469	0,2219458
660	0,0112292	0,5233960	0,0324652	0,1148834	0,2453053	0,5055023	0,8310725	0,4394537	0,2986808	0,3611990	0,1794141	0,4713367	0,0653827	0,3091485	0,4403048	0,3353521	0,2304431	0,2397272	0,6873725	0,0615552	0,7034815	0,0298014	0,0196917	0,2152751	0,5516809	0,0392181	0,7226481	0,6062309	0,7765860	0,0000819	0,6426701	0,2761318
680	0,0144438	0,4885324	0,0488901	0,1137029	0,1728261	0,5408862	0,7139185	0,4838626	0,4019510	0,4005383	0,1811599	0,4443612	0,0693221	0,3100612	0,3973294	0,2701181	0,2048131	0,1750345	0,6256775	0,0330050	0,6605953	0,0141718	0,0338617	0,2824770	0,6795520	0,0500146	0,7682937	0,5647445	0,7856258	0,0014522	0,7024128	0,2752124
700	0,0154555	0,4536172	0,0326260	0,0731724	0,1134667	0,5618113	0,6757681	0,4369080	0,3340851	0,3540932	0,2207917	0,5914999	0,0662596	0,3425542	0,3419216	0,4282561	0,1909598	0,2988928	0,7195501	0,0491165	0,7469282	0,0389973	0,0278316	0,2271135	0,6363792	0,1049571	0,7026476	0,5933502	0,7432376	0,0014324	0,7688098	0,2906027
720	0,0071412	0,4630912	0,0374927	0,0816620	0,1374109	0,3696086	0,5557684	0,3854532	0,2150059	0,3042444	0,1732624	0,4209341	0,0731756	0,4115678	0,3299964	0,2987444	0,2300509	0,2213891	0,6682087	0,0454334	0,7486526	0,0172267	0,0295239	0,3353080	0,6058250	0,0396101	0,6883336	0,4614900	0,7593817	0,0011649	0,7135143	0,3050844
740	0,0083500	0,5471097	0,0486616	0,0416831	0,1797649	0,4226993	0,7096925	0,4297076	0,2384473	0,3345235	0,2070737	0,5494704	0,0773350	0,3676174	0,3488951	0,3601668	0,2658923	0,3645459	0,7528461	0,0470843	0,6351443	0,0178382	0,0223601	0,2209271	0,5711634	0,0587931	0,7224312	0,5563816	0,7520343	0,0000496	0,6689492	0,3085696
760	0,0124537	0,5380584	0,0346956	0,0145781	0,1368282	0,4447953	0,5682479	0,5649308	0,2634186	0,3251860	0,2235813	0,4641414	0,0651302	0,4353130	0,4607713	0,3393481	0,2538490	0,3114934	0,7279379	0,0865645	0,7335989	0,0183899	0,0282274	0,2715444	0,5932565	0,0399059	0,5353129	0,5795150	0,7125125	0,0039811	0,6816020	0,2483178
780	0,0256771	0,4271084	0,0154897	0,0239408	0,1612076	0,4305845	0,6933886	0,4014352	0,3039836	0,2737350	0,1843649	0,4460150	0,0465860	0,3150834	0,4283497	0,4801620	0,2202519	0,2293404	0,6379267	0,0572092	0,6808200	0,0069883	0,0645873	0,2762358	0,5628203	0,0313244	0,7496477	0,7218074	0,7885171	0,0015758	0,6845355	0,2720790
800	0,0090020	0,3396793	0,0115380	0,0208715	0,1709654	0,4966967	0,7444164	0,4935042	0,3078415	0,3122559	0,1629811	0,4513855	0,1177689	0,3223968	0,3943661	0,3610214	0,2234720	0,2115582	0,7450411	0,0498231	0,6951557	0,0407413	0,0333434	0,3061652	0,6067661	0,0872269	0,7684909	0,5604158	0,8004703	0,0035707	0,6485934	0,3211777
820	0,0158233	0,4749867	0,0356209	0,0358234	0,1647025	0,4056287	0,6644348	0,3860757	0,2234118	0,3584452	0,1390757	0,4415147	0,1307292	0,3095739	0,3772029	0,3672973	0,2348648	0,1897219	0,5825331	0,0751269	0,7285133	0,0412073	0,0169406	0,2767864	0,7211866	0,0218525	0,6874264	0,4945074	0,7921851	0,0005359	0,6862622	0,3531572
840	0,0205300	0,4045130	0,0106432	0,0258346	0,2293138	0,4005105	0,7760978	0,4046285	0,2255115	0,4263212	0,2141642	0,5972499	0,0983823	0,4230334	0,4211346	0,3577562	0,1776910	0,2256585	0,6650353	0,0306061	0,6425329	0,0104665	0,0441399	0,3651102	0,5994330	0,0186045	0,5910989	0,5708911	0,6430281	0,0022866	0,7366724	0,2913234
