fur	rcnR	metJ	metR	oxyR	purR	soxS	soxR	marR	marA	fumC	marB	sodA	rfaY	poxB	glyA	fpr	ahpF	ahpC	uof	pqiA	fhuF	rcnA	pqiB	rfaZ	metE	metA	metH	purA	mntH	nfo	inaA
0,5442076	0,2889539	0,1439078	0,4299311	0,1650556	0,1474985	0,1480296	0,3592472	0,4598073	0,4407792	0,6143593	0,1764216	0,6022061	0,1126330	0,0443777	0,1557630	0,3063087	0,6103076	0,6384935	0,1255354	0,6723661	0,0558093	0,3098181	0,4613742	0,1240786	0,6072411	0,8559291	0,6917680	0,3051362	0,7495978	0,3302429	0,5047398
