"Time"	ihfB	hipA	hipB	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	tdcG	tdcF	tdcB	tdcD	tdcE	tdcC	lyxK	yiaN	yiaO	sgbH	sgbE	sgbU	yiaK	yiaL	yiaM	sra	ompC	csgG	csgF	csgE	ompF	micF
560	0,2291986	0,1042485	0,5939710	0,3468582	0,6243930	1,0000000	0,9583731	0,9884515	0,0151401	0,9728422	0,6613140	0,7743533	0,4671004	0,9809009	0,6175468	0,4949926	0,1419564	0,0462264	0,3555697	0,4479861	0,3588496	0,0753777	0,1565017	0,0548530	0,4205870	0,3902587	0,9571683	0,8185381	0,4458534	0,9564690	0,6847999	0,9971992
580	0,2582220	0,1039483	0,5956155	0,3474678	0,6010418	1,0000000	0,9582088	0,9882665	0,0406531	0,9698889	0,6604585	0,7744220	0,4661719	0,9809252	0,6178179	0,4950279	0,1424944	0,0462264	0,4118115	0,4153328	0,3314727	0,1031304	0,1395614	0,0552831	0,4192420	0,3905685	0,9510157	0,7923849	0,4458619	0,9564824	0,7113394	0,9971992
600	0,3164990	0,1048918	0,5972119	0,3547985	0,5648286	1,0000000	0,9562110	0,9861237	0,0912147	0,9649370	0,6669126	0,7767739	0,4656738	0,9814853	0,6216666	0,4956991	0,1480072	0,0462272	0,5211448	0,3585770	0,2933521	0,1486516	0,1093110	0,0589688	0,4192622	0,3935634	0,9372760	0,7449932	0,4455740	0,9564869	0,7525690	0,9971986
620	0,3758170	0,1084592	0,5983478	0,3733441	0,5445918	1,0000000	0,9502598	0,9788019	0,1445793	0,9604429	0,6850666	0,7818446	0,4651403	0,9828551	0,6320963	0,4977367	0,1630931	0,0462311	0,6343590	0,3083678	0,2727700	0,1923451	0,0808310	0,0677923	0,4240857	0,4012046	0,9188904	0,6994197	0,4447004	0,9564566	0,7771904	0,9971938
640	0,4236958	0,1150803	0,5976744	0,4011561	0,5471324	1,0000000	0,9396572	0,9638613	0,1919181	0,9566687	0,7130702	0,7888474	0,4643503	0,9848037	0,6487081	0,5015101	0,1875518	0,0462421	0,7319374	0,2738951	0,2741159	0,2338176	0,0583851	0,0807042	0,4337455	0,4129580	0,8974603	0,6620959	0,4430120	0,9563224	0,7776807	0,9971765
660	0,4572009	0,1240681	0,5936349	0,4334858	0,5681368	1,0000000	0,9253334	0,9416826	0,2310050	0,9531095	0,7466492	0,7976970	0,4640355	0,9869570	0,6690330	0,5071314	0,2176157	0,0462644	0,8087630	0,2553222	0,2919974	0,2747311	0,0421118	0,0951938	0,4466937	0,4270087	0,8747537	0,6327852	0,4402419	0,9559745	0,7601300	0,9971349
680	0,4779750	0,1341560	0,5854650	0,4660795	0,6002324	1,0000000	0,9091051	0,9153911	0,2625304	0,9491148	0,7817557	0,8084901	0,4653821	0,9890251	0,6903547	0,5145196	0,2488167	0,0463005	0,8660864	0,2491198	0,3181259	0,3142374	0,0308631	0,1090226	0,4612656	0,4414913	0,8524883	0,6091540	0,4360950	0,9552930	0,7351742	0,9970580
700	0,4892025	0,1441212	0,5735621	0,4962453	0,6367533	1,0000000	0,8928418	0,8890170	0,2881301	0,9442031	0,8154329	0,8207393	0,4693815	0,9908456	0,7105749	0,5232696	0,2777307	0,0463497	0,9073752	0,2508445	0,3454234	0,3499880	0,0233196	0,1209195	0,4761976	0,4550299	0,8319751	0,5888437	0,4303660	0,9541922	0,7118271	0,9969405
720	0,4940785	0,1531339	0,5591553	0,5227089	0,6729313	1,0000000	0,8779620	0,8657754	0,3093980	0,9382214	0,8458905	0,8334533	0,4764725	0,9923569	0,7284055	0,5326492	0,3024248	0,0464085	0,9363852	0,2566251	0,3695346	0,3799883	0,0183637	0,1304674	0,4906618	0,4668270	0,8139966	0,5702816	0,4230642	0,9526562	0,6951471	0,9967856
740	0,4951921	0,1608138	0,5437464	0,5451421	0,7059142	1,0000000	0,8652815	0,8473671	0,3274875	0,9313760	0,8722899	0,8456009	0,4864906	0,9935605	0,7432687	0,5418245	0,3222274	0,0464721	0,9563960	0,2637230	0,3886214	0,4034268	0,0151551	0,1377631	0,5041584	0,4765622	0,7988652	0,5528026	0,4144608	0,9507484	0,6864878	0,9966047
760	0,4943874	0,1671228	0,5286822	0,5637438	0,7343564	1,0000000	0,8550816	0,8341099	0,3430633	0,9241417	0,8944576	0,8564445	0,4988217	0,9944900	0,7551047	0,5501189	0,3373070	0,0465354	0,9700035	0,2705198	0,4025323	0,4205948	0,0131000	0,1431359	0,5164059	0,4842447	0,7865520	0,5364188	0,4050394	0,9485963	0,6847975	0,9964142
780	0,4928437	0,1722155	0,5149422	0,5789563	0,7579328	1,0000000	0,8472659	0,8254193	0,3564300	0,9170933	0,9126278	0,8656258	0,5126276	0,9951917	0,7641754	0,5571425	0,3482867	0,0465946	0,9791507	0,2762533	0,4119920	0,4324516	0,0117944	0,1469785	0,5272653	0,4900780	0,7768164	0,5214772	0,3953810	0,9463574	0,6879728	0,9962307
800	0,4912304	0,1763140	0,5030906	0,5912992	0,7769229	1,0000000	0,8415227	0,8202986	0,3677081	0,9107363	0,9272465	0,8730967	0,5270484	0,9957126	0,7709031	0,5627838	0,3559636	0,0466471	0,9852409	0,2807122	0,4180292	0,4401987	0,0109702	0,1496619	0,5366956	0,4943569	0,7693089	0,5083646	0,3860420	0,9441842	0,6938248	0,9960678
820	0,4898667	0,1796319	0,4933234	0,6012806	0,7919054	1,0000000	0,8374538	0,8176939	0,3769787	0,9053989	0,9388390	0,8790016	0,5413366	0,9960947	0,7757560	0,5671289	0,3611324	0,0466918	0,9892626	0,2839846	0,4216485	0,4449917	0,0104524	0,1515009	0,5447276	0,4973977	0,7636443	0,4973309	0,3774644	0,9421972	0,7005878	0,9959332
840	0,4888557	0,1823410	0,4855637	0,6093545	0,8035573	1,0000000	0,8346613	0,8166925	0,3843651	0,9012059	0,9479294	0,8835752	0,5549212	0,9963731	0,7791769	0,5703704	0,3644911	0,0467285	0,9918998	0,2862851	0,4236816	0,4477961	0,0101285	0,1527449	0,5514449	0,4994958	0,7594491	0,4884286	0,3699352	0,9404728	0,7070769	0,9958295
860	0,4881831	0,1845672	0,4795673	0,6159051	0,8125371	1,0000000	0,8327956	0,8165995	0,3900560	0,8981132	0,9549966	0,8870707	0,5674194	0,9965753	0,7815456	0,5727346	0,3666025	0,0467578	0,9936185	0,2878530	0,4247471	0,4493435	0,0099265	0,1535815	0,5569673	0,5009042	0,7563892	0,4815329	0,3635878	0,9390433	0,7126427	0,9957546
880	0,4877833	0,1864005	0,4750174	0,6212462	0,8194248	1,0000000	0,8315747	0,8169392	0,3942924	0,8959689	0,9604556	0,8897221	0,5786170	0,9967223	0,7831665	0,5744358	0,3678918	0,0467809	0,9947329	0,2889015	0,4252676	0,4501475	0,0098008	0,1541457	0,5614360	0,5018257	0,7541829	0,4763971	0,3584278	0,9379056	0,7170411	0,9957042
900	0,4875785	0,1879068	0,4715937	0,6256270	0,8247017	1,0000000	0,8307859	0,8174183	0,3973391	0,8945748	0,9646524	0,8917266	0,5884344	0,9968297	0,7842707	0,5756546	0,3686620	0,0467986	0,9954526	0,2895986	0,4255100	0,4505436	0,0097229	0,1545311	0,5650003	0,5024153	0,7526041	0,4727155	0,3543700	0,9370328	0,7202889	0,9956726
920	0,4874991	0,1891382	0,4690141	0,6292424	0,8287503	1,0000000	0,8302774	0,8178782	0,3994558	0,8937312	0,9678681	0,8932420	0,5968896	0,9969087	0,7850254	0,5765313	0,3691182	0,0468123	0,9959160	0,2900665	0,4256286	0,4507361	0,0096745	0,1548000	0,5678067	0,5027853	0,7514779	0,4701742	0,3512757	0,9363848	0,7225439	0,9956546
940	0,4874909	0,1901388	0,4670527	0,6322437	0,8318663	1,0000000	0,8299458	0,8182492	0,4008760	0,8932641	0,9703267	0,8943900	0,6040649	0,9969674	0,7855474	0,5771693	0,3693922	0,0468226	0,9962137	0,2903881	0,4257037	0,4508393	0,0096447	0,1549926	0,5699913	0,5030145	0,7506737	0,4684858	0,3489828	0,9359181	0,7240171	0,9956456
960	0,4875168	0,1909473	0,4655397	0,6347474	0,8342739	1,0000000	0,8297240	0,8185151	0,4017959	0,8930367	0,9722040	0,8952627	0,6100799	0,9970115	0,7859153	0,5776411	0,3695639	0,0468305	0,9964049	0,2906170	0,4257707	0,4509107	0,0096262	0,1551344	0,5716754	0,5031558	0,7500966	0,4674074	0,3473290	0,9355910	0,7249185	0,9956421
980	0,4875539	0,1915979	0,4643542	0,6368444	0,8361417	1,0000000	0,8295701	0,8186865	0,4023706	0,8929497	0,9736367	0,8959286	0,6150711	0,9970448	0,7861807	0,5779961	0,3696797	0,0468365	0,9965277	0,2907864	0,4258407	0,4509747	0,0096149	0,1552411	0,5729629	0,5032434	0,7496791	0,4667467	0,3461663	0,9353672	0,7254292	0,9956416
1000	0,4875895	0,1921199	0,4634119	0,6386056	0,8375955	1,0000000	0,8294587	0,8187848	0,4027165	0,8929366	0,9747298	0,8964388	0,6191775	0,9970702	0,7863770	0,5782677	0,3697644	0,0468410	0,9966067	0,2909158	0,4259132	0,4510384	0,0096079	0,1553225	0,5739406	0,5032988	0,7493742	0,4663599	0,3453681	0,9352174	0,7256903	0,9956425
1020	0,4876182	0,1925383	0,4626551	0,6400877	0,8387300	1,0000000	0,8293753	0,8188325	0,4029168	0,8929560	0,9755641	0,8968308	0,6225320	0,9970898	0,7865252	0,5784782	0,3698306	0,0468445	0,9966576	0,2910169	0,4259841	0,4511010	0,0096036	0,1553852	0,5746790	0,5033348	0,7491493	0,4661445	0,3448323	0,9351189	0,7258036	0,9956439
1040	0,4876388	0,1928736	0,4620432	0,6413362	0,8396167	1,0000000	0,8293111	0,8188487	0,4030285	0,8929847	0,9762011	0,8971329	0,6252559	0,9971049	0,7866389	0,5786424	0,3698845	0,0468471	0,9966906	0,2910967	0,4260490	0,4511596	0,0096009	0,1554334	0,5752345	0,5033592	0,7489819	0,4660312	0,3444798	0,9350549	0,7258373	0,9956452
1060	0,4876520	0,1931425	0,4615472	0,6423886	0,8403099	1,0000000	0,8292610	0,8188478	0,4030886	0,8930112	0,9766876	0,8973662	0,6274567	0,9971165	0,7867270	0,5787711	0,3699286	0,0468492	0,9967119	0,2911596	0,4261051	0,4512116	0,0095993	0,1554702	0,5756509	0,5033763	0,7488564	0,4659752	0,3442519	0,9350136	0,7258337	0,9956462
1080	0,4876595	0,1933582	0,4611449	0,6432757	0,8408518	1,0000000	0,8292220	0,8188391	0,4031203	0,8930313	0,9770595	0,8975466	0,6292273	0,9971256	0,7867955	0,5788719	0,3699645	0,0468507	0,9967257	0,2912087	0,4261512	0,4512554	0,0095983	0,1554981	0,5759625	0,5033886	0,7487618	0,4659494	0,3441066	0,9349869	0,7258171	0,9956470
1100	0,4876631	0,1935313	0,4608191	0,6440235	0,8412749	1,0000000	0,8291918	0,8188285	0,4031371	0,8930443	0,9773439	0,8976861	0,6306465	0,9971326	0,7868489	0,5789506	0,3699932	0,0468519	0,9967347	0,2912466	0,4261874	0,4512905	0,0095977	0,1555189	0,5761953	0,5033977	0,7486905	0,4659380	0,3440147	0,9349694	0,7257995	0,9956474

0	0,4876561	0,1941666	0,4596072	0,6465838	0,8422232	1,0000000	0,8290495	0,8187820	0,4033070	0,8929994	0,9778617	0,8979931	0,6338826	0,9971467	0,7869661	0,5791237	0,3701289	0,0468588	0,9967518	0,2914211	0,4263378	0,4514490	0,0095971	0,1556087	0,5772832	0,5034301	0,7482456	0,4656674	0,3431871	0,9347662	0,7258404	0,9956473
20	0,4876563	0,1941799	0,4595825	0,6468099	0,8472123	1,0000000	0,8212385	0,7221960	0,3829667	0,8912359	0,9787479	0,9134311	0,6424171	0,9972504	0,7869826	0,5791490	0,3860423	0,0468584	0,9967517	0,2914595	0,4753051	0,4042746	0,0095971	0,2218407	0,5772364	0,5034386	0,7481161	0,4639717	0,3424540	0,9391300	0,7280550	0,8643101
40	0,4876572	0,1941905	0,4595632	0,6470004	0,8567919	1,0000000	0,8062456	0,5592132	0,3501106	0,8716497	0,9804734	0,9381787	0,6602508	0,9974429	0,7870144	0,5792016	0,4158011	0,0468630	0,9967525	0,2919893	0,5509228	0,3300052	0,0095984	0,2938152	0,5777550	0,5035701	0,7460453	0,4466104	0,3325964	0,9480996	0,7463537	0,6387771
60	0,4876581	0,1941990	0,4595479	0,6471609	0,8667942	1,0000000	0,7908427	0,4149497	0,3337432	0,8147052	0,9824013	0,9589564	0,6809990	0,9976367	0,7870794	0,5793101	0,4453357	0,0468780	0,9967550	0,2933924	0,6126751	0,2678243	0,0096017	0,3399241	0,5794082	0,5040591	0,7388479	0,4010642	0,3039465	0,9580069	0,7846186	0,4362285
80	0,4876589	0,1942059	0,4595356	0,6472962	0,8756430	1,0000000	0,7774729	0,3079632	0,3437878	0,7293102	0,9842312	0,9736149	0,7013902	0,9978018	0,7871797	0,5794750	0,4699544	0,0469055	0,9967594	0,2956409	0,6558764	0,2233338	0,0096071	0,3682106	0,5823875	0,5052655	0,7230796	0,3335093	0,2578826	0,9671451	0,8313595	0,2846143
100	0,4876596	0,1942114	0,4595258	0,6474103	0,8829119	1,0000000	0,7667094	0,2348736	0,3741544	0,6401653	0,9858385	0,9831734	0,7198831	0,9979325	0,7873060	0,5796786	0,4889021	0,0469448	0,9967655	0,2984516	0,6844529	0,1935176	0,0096141	0,3858359	0,5865277	0,5076918	0,6968096	0,2606598	0,2050546	0,9748380	0,8753576	0,1806093
120	0,4876600	0,1942158	0,4595179	0,6475065	0,8886504	1,0000000	0,7583856	0,1871941	0,4135202	0,5614732	0,9871890	0,9891453	0,7358882	0,9980321	0,7874451	0,5798985	0,5028675	0,0469927	0,9967726	0,3014840	0,7030205	0,1741976	0,0096219	0,3971062	0,5914699	0,5118967	0,6613555	0,1956204	0,1553386	0,9809092	0,9113722	0,1128055
140	0,4876603	0,1942194	0,4595115	0,6475877	0,8930764	1,0000000	0,7520980	0,1569718	0,4530545	0,4963430	0,9882917	0,9927833	0,7493240	0,9981063	0,7875853	0,5801158	0,5129048	0,0470455	0,9967801	0,3044544	0,7150899	0,1619327	0,0096298	0,4045047	0,5968073	0,5182600	0,6207692	0,1438624	0,1137052	0,9853877	0,9385776	0,0700257
160	0,4876604	0,1942222	0,4595063	0,6476562	0,8964409	1,0000000	0,7474165	0,1381761	0,4880041	0,4432422	0,9891745	0,9949653	0,7603638	0,9981609	0,7877177	0,5803174	0,5200126	0,0470997	0,9967875	0,3071733	0,7230111	0,1542615	0,0096372	0,4094775	0,6021774	0,5267337	0,5796345	0,1055731	0,0812578	0,9883539	0,9581510	0,0436222
180	0,4876605	0,1942245	0,4595021	0,6477139	0,8989748	1,0000000	0,7439626	0,1266390	0,5166546	0,3996704	0,9898714	0,9962615	0,7692918	0,9982009	0,7878370	0,5804961	0,5250036	0,0471521	0,9967943	0,3095418	0,7282813	0,1495250	0,0096438	0,4128864	0,6073033	0,5367886	0,5413979	0,0785894	0,0571235	0,9898716	0,9718050	0,0275698
200	0,4876605	0,1942264	0,4594986	0,6477626	0,9008717	1,0000000	0,7414293	0,1196227	0,5390140	0,3634239	0,9904157	0,9970273	0,7764242	0,9982300	0,7879407	0,5806490	0,5284934	0,0472008	0,9968005	0,3115292	0,7318394	0,1466385	0,0096495	0,4152602	0,6120019	0,5476017	0,5079446	0,0602027	0,0397369	0,9899735	0,9811389	0,0179115
220	0,4876605	0,1942278	0,4594958	0,6478037	0,9022859	1,0000000	0,7395786	0,1153842	0,5558760	0,3328341	0,9908373	0,9974785	0,7820670	0,9982512	0,7880283	0,5807764	0,5309300	0,0472444	0,9968058	0,3131493	0,7342750	0,1449053	0,0096542	0,4169330	0,6161730	0,5583269	0,4798973	0,0479730	0,0274937	0,9886800	0,9874334	0,0121423
240	0,4876604	0,1942290	0,4594936	0,6478383	0,9033373	1,0000000	0,7382299	0,1128362	0,5682772	0,3066946	0,9911618	0,9977441	0,7864961	0,9982666	0,7881007	0,5808804	0,5326320	0,0472824	0,9968103	0,3144403	0,7359626	0,1438833	0,0096581	0,4181221	0,6197812	0,5682945	0,4570863	0,0399815	0,0190159	0,9860354	0,9916387	0,0087135
260	0,4876604	0,1942300	0,4594918	0,6478674	0,9041175	1,0000000	0,7372487	0,1113101	0,5772256	0,2841383	0,9914103	0,9979008	0,7899499	0,9982779	0,7881595	0,5809639	0,5338229	0,0473146	0,9968140	0,3154507	0,7371438	0,1432949	0,0096612	0,4189729	0,6228368	0,5770871	0,4389380	0,0348276	0,0132196	0,9821447	0,9944302	0,0066832
280	0,4876604	0,1942307	0,4594903	0,6478920	0,9046958	1,0000000	0,7365356	0,1103985	0,5835865	0,2645332	0,9915997	0,9979934	0,7926283	0,9982861	0,7882066	0,5810300	0,5346581	0,0473416	0,9968170	0,3162301	0,7379773	0,1429672	0,0096636	0,4195842	0,6253789	0,5845251	0,4247314	0,0315357	0,0092951	0,9771932	0,9962747	0,0054839
300	0,4876604	0,1942313	0,4594892	0,6479127	0,9051239	1,0000000	0,7360179	0,1098550	0,5880540	0,2474087	0,9917437	0,9980485	0,7946956	0,9982920	0,7882438	0,5810818	0,5352456	0,0473637	0,9968194	0,3168244	0,7385692	0,1427937	0,0096655	0,4200249	0,6274624	0,5906076	0,4137445	0,0294473	0,0066579	0,9714407	0,9974896	0,0047769
320	0,4876604	0,1942318	0,4594882	0,6479302	0,9054408	1,0000000	0,7356421	0,1095315	0,5911608	0,2324047	0,9918528	0,9980814	0,7962848	0,9982964	0,7882729	0,5811220	0,5356600	0,0473816	0,9968212	0,3172732	0,7389917	0,1427093	0,0096669	0,4203432	0,6291483	0,5954456	0,4053252	0,0281281	0,0048962	0,9651919	0,9982879	0,0043607
340	0,4876604	0,1942322	0,4594875	0,6479449	0,9056752	1,0000000	0,7353695	0,1093392	0,5933036	0,2192377	0,9919352	0,9981012	0,7975022	0,9982996	0,7882955	0,5811530	0,5359533	0,0473958	0,9968227	0,3176097	0,7392944	0,1426749	0,0096680	0,4205734	0,6304975	0,5992067	0,3989187	0,0272964	0,0037246	0,9587567	0,9988115	0,0041159
360	0,4876604	0,1942325	0,4594869	0,6479573	0,9058485	1,0000000	0,7351717	0,1092249	0,5947712	0,2076781	0,9919974	0,9981132	0,7984318	0,9983019	0,7883129	0,5811767	0,5361615	0,0474071	0,9968238	0,3178602	0,7395118	0,1426672	0,0096689	0,4207401	0,6315671	0,6020753	0,3940701	0,0267717	0,0029481	0,9524131	0,9991545	0,0039719
380	0,4876604	0,1942328	0,4594864	0,6479678	0,9059767	1,0000000	0,7350283	0,1091571	0,5957702	0,1975350	0,9920443	0,9981206	0,7991398	0,9983037	0,7883263	0,5811948	0,5363097	0,0474160	0,9968246	0,3180459	0,7396684	0,1426728	0,0096695	0,4208609	0,6324079	0,6042281	0,3904160	0,0264397	0,0024346	0,9463831	0,9993791	0,0038874
400	0,4876604	0,1942330	0,4594861	0,6479766	0,9060714	1,0000000	0,7349243	0,1091168	0,5964468	0,1886452	0,9920795	0,9981252	0,7996777	0,9983049	0,7883364	0,5812085	0,5364154	0,0474229	0,9968253	0,3181830	0,7397814	0,1426840	0,0096700	0,4209484	0,6330641	0,6058218	0,3876713	0,0262283	0,0020956	0,9408224	0,9995259	0,0038377
420	0,4876604	0,1942331	0,4594858	0,6479840	0,9061415	1,0000000	0,7348489	0,1090930	0,5969029	0,1808668	0,9921059	0,9981282	0,8000855	0,9983059	0,7883441	0,5812188	0,5364909	0,0474282	0,9968258	0,3182838	0,7398630	0,1426967	0,0096703	0,4210119	0,6335728	0,6069876	0,3856150	0,0260924	0,0018718	0,9358227	0,9996219	0,0038085
440	0,4876604	0,1942333	0,4594855	0,6479903	0,9061932	1,0000000	0,7347942	0,1090788	0,5972091	0,1740743	0,9921257	0,9981300	0,8003940	0,9983065	0,7883500	0,5812266	0,5365451	0,0474322	0,9968261	0,3183577	0,7399219	0,1427090	0,0096706	0,4210579	0,6339650	0,6078317	0,3840776	0,0260040	0,0017242	0,9314213	0,9996847	0,0037914
460	0,4876604	0,1942334	0,4594853	0,6479956	0,9062315	1,0000000	0,7347545	0,1090704	0,5974140	0,1681556	0,9921406	0,9981312	0,8006270	0,9983070	0,7883544	0,5812325	0,5365840	0,0474354	0,9968264	0,3184118	0,7399646	0,1427198	0,0096708	0,4210912	0,6342658	0,6084376	0,3829300	0,0259454	0,0016266	0,9276139	0,9997256	0,0037814
480	0,4876604	0,1942334	0,4594852	0,6480000	0,9062597	1,0000000	0,7347258	0,1090654	0,5975506	0,1630097	0,9921517	0,9981320	0,8008027	0,9983074	0,7883577	0,5812369	0,5366119	0,0474377	0,9968266	0,3184513	0,7399955	0,1427288	0,0096709	0,4211154	0,6344954	0,6088689	0,3820744	0,0259058	0,0015619	0,9243679	0,9997524	0,0037754
500	0,4876604	0,1942335	0,4594850	0,6480038	0,9062806	1,0000000	0,7347049	0,1090625	0,5976414	0,1585457	0,9921600	0,9981326	0,8009350	0,9983077	0,7883601	0,5812402	0,5366320	0,0474395	0,9968268	0,3184801	0,7400178	0,1427362	0,0096710	0,4211330	0,6346699	0,6091739	0,3814372	0,0258785	0,0015189	0,9216331	0,9997698	0,0037720
520	0,4876604	0,1942336	0,4594849	0,6480069	0,9062961	1,0000000	0,7346898	0,1090607	0,5977016	0,1546818	0,9921662	0,9981329	0,8010344	0,9983079	0,7883620	0,5812426	0,5366465	0,0474408	0,9968269	0,3185011	0,7400340	0,1427421	0,0096711	0,4211457	0,6348021	0,6093883	0,3809631	0,0258591	0,0014902	0,9193514	0,9997812	0,0037699
540	0,4876604	0,1942336	0,4594849	0,6480096	0,9063075	1,0000000	0,7346789	0,1090597	0,5977414	0,1513440	0,9921708	0,9981332	0,8011092	0,9983080	0,7883634	0,5812444	0,5366570	0,0474418	0,9968270	0,3185164	0,7400458	0,1427467	0,0096711	0,4211549	0,6349019	0,6095381	0,3806105	0,0258450	0,0014709	0,9174623	0,9997887	0,0037687
560	0,4876604	0,1942336	0,4594848	0,6480119	0,9063159	1,0000000	0,7346709	0,1090591	0,5977677	0,1484664	0,9921743	0,9981334	0,8011652	0,9983081	0,7883644	0,5812458	0,5366645	0,0474426	0,9968270	0,3185275	0,7400543	0,1427502	0,0096712	0,4211616	0,6349770	0,6096423	0,3803485	0,0258344	0,0014578	0,9159078	0,9997935	0,0037680
580	0,4876604	0,1942337	0,4594847	0,6480138	0,9018323	1,0000000	0,7424914	0,2056525	0,6298726	0,1460369	0,9915250	0,9837614	0,7935743	0,9982164	0,7883636	0,5812445	0,5211193	0,0474421	0,9968269	0,3184698	0,6916024	0,1913855	0,0096710	0,3559815	0,6349604	0,6080849	0,3819446	0,0258349	0,0014510	0,8635231	0,9997670	0,1023212
600	0,4876604	0,1942337	0,4594847	0,6480154	0,8930571	1,0000000	0,7574915	0,3686398	0,6886739	0,1460956	0,9901435	0,9605803	0,7770385	0,9980426	0,7883489	0,5812220	0,4919433	0,0474322	0,9968253	0,3178625	0,6165637	0,2676662	0,0096693	0,2846479	0,6342675	0,5988774	0,3988509	0,0259906	0,0014902	0,7711208	0,9990268	0,3043144
620	0,4876604	0,1942337	0,4594847	0,6480167	0,8837937	1,0000000	0,7728998	0,5129061	0,7321381	0,1642584	0,9885457	0,9408880	0,7575805	0,9978654	0,7883064	0,5811578	0,4627787	0,0474053	0,9968211	0,3163040	0,5549155	0,3309876	0,0096649	0,2382620	0,6322545	0,5841931	0,4368573	0,0268009	0,0017319	0,7005259	0,9944406	0,5077284
640	0,4876604	0,1942337	0,4594846	0,6480178	0,8754818	1,0000000	0,7862734	0,6198942	0,7408428	0,2256993	0,9869761	0,9267043	0,7382832	0,9977116	0,7882330	0,5810469	0,4382447	0,0473615	0,9968145	0,3138683	0,5114485	0,3757063	0,0096582	0,2093083	0,6287892	0,5682944	0,4858458	0,0294392	0,0025645	0,6685794	0,9812959	0,6702915
660	0,4876604	0,1942337	0,4594846	0,6480188	0,8685254	1,0000000	0,7970396	0,6929847	0,7184028	0,3282662	0,9855421	0,9171486	0,7206093	0,9975868	0,7881338	0,5808970	0,4191742	0,0473060	0,9968065	0,3108958	0,4824709	0,4051615	0,0096500	0,1910323	0,6241526	0,5536627	0,5355051	0,0374191	0,0052636	0,6701056	0,9577368	0,7866671
680	0,4876604	0,1942337	0,4594846	0,6480196	0,8629035	1,0000000	0,8053652	0,7406648	0,6775611	0,4467016	0,9842826	0,9108870	0,7051377	0,9974886	0,7880179	0,5807219	0,4049824	0,0472451	0,9967979	0,3077609	0,4635317	0,4238432	0,0096415	0,1792974	0,6188025	0,5413155	0,5801735	0,0571322	0,0127611	0,6947929	0,9262595	0,8648910
700	0,4876604	0,1942337	0,4594846	0,6480203	0,8584451	1,0000000	0,8116541	0,7708873	0,6300784	0,5582301	0,9832028	0,9068134	0,6919778	0,9974125	0,7878951	0,5805359	0,3946944	0,0471843	0,9967897	0,3047546	0,4511911	0,4354010	0,0096333	0,1716401	0,6131982	0,5314374	0,6177716	0,0927745	0,0285336	0,7306993	0,8914604	0,9153904
720	0,4876604	0,1942337	0,4594846	0,6480209	0,8549461	1,0000000	0,8163365	0,7896831	0,5837526	0,6512888	0,9822918	0,9041493	0,6810020	0,9973539	0,7877732	0,5803514	0,3873577	0,0471273	0,9967823	0,3020553	0,4431076	0,4424092	0,0096260	0,1665707	0,6077115	0,5238139	0,6481824	0,1417922	0,0539661	0,7687093	0,8575694	0,9470969
740	0,4876604	0,1942338	0,4594846	0,6480213	0,8522161	1,0000000	0,8197910	0,8012203	0,5427074	0,7232452	0,9815322	0,9023840	0,6719766	0,9973088	0,7876583	0,5801771	0,3821794	0,0470764	0,9967758	0,2997446	0,4377632	0,4465755	0,0096198	0,1631711	0,6026004	0,5180805	0,6721656	0,1971148	0,0873072	0,8037997	0,8273457	0,9666065
760	0,4876604	0,1942338	0,4594846	0,6480218	0,8500929	1,0000000	0,8223246	0,8082366	0,5085090	0,7761668	0,9809046	0,9011933	0,6646333	0,9972742	0,7875538	0,5800186	0,3785471	0,0470324	0,9967705	0,2978357	0,4341910	0,4489964	0,0096146	0,1608648	0,5980161	0,5138516	0,6907658	0,2516297	0,1248988	0,8338422	0,8020480	0,9784303
780	0,4876604	0,1942338	0,4594846	0,6480221	0,8484444	1,0000000	0,8241756	0,8124752	0,4812089	0,8137838	0,9803898	0,9003738	0,6587072	0,9972475	0,7874615	0,5798785	0,3760081	0,0469955	0,9967661	0,2963008	0,4317767	0,4503617	0,0096105	0,1592841	0,5940245	0,5107795	0,7050266	0,3005434	0,1629202	0,8583695	0,7818457	0,9855127
800	0,4876604	0,1942338	0,4594846	0,6480224	0,8471657	1,0000000	0,8255245	0,8150231	0,4600935	0,8398905	0,9799700	0,8997983	0,6539557	0,9972270	0,7873820	0,5797576	0,3742358	0,0469651	0,9967626	0,2950925	0,4301276	0,4510995	0,0096072	0,1581910	0,5906306	0,5085747	0,7158722	0,3416132	0,1984457	0,8777513	0,7662796	0,9897160
820	0,4876604	0,1942338	0,4594845	0,6480226	0,8461743	1,0000000	0,8265059	0,8165492	0,4441548	0,8577003	0,9796295	0,8993864	0,6501656	0,9972111	0,7873146	0,5796551	0,3729986	0,0469406	0,9967599	0,2941568	0,4289904	0,4514718	0,0096047	0,1574291	0,5878005	0,5070080	0,7240723	0,3744672	0,2297347	0,8927073	0,7546146	0,9921924
840	0,4876604	0,1942338	0,4594845	0,6480228	0,8454056	1,0000000	0,8272190	0,8174608	0,4323542	0,8696975	0,9793545	0,8990866	0,6471552	0,9971988	0,7872583	0,5795695	0,3721341	0,0469210	0,9967577	0,2934417	0,4281995	0,4516370	0,0096027	0,1568945	0,5854782	0,5059040	0,7302454	0,3998111	0,2560770	0,9040413	0,7460634	0,9936426
