Time	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9	Gene10	Gene11	Gene12	Gene13	Gene14	Gene15	Gene16	Gene17	Gene18	Gene19	Gene20	Gene21	Gene22	Gene23	Gene24	Gene25	Gene26	Gene27	Gene28	Gene29	Gene30	Gene31	Gene32
1360	0.2975123	0.2236209	0.1710205	0.379613	0.1910856	0.6879337	0.0820484	0.1240383	0.7257257	0.1444789	0.3042373	0.6622633	0.290122	0.5286008	0.8116858	0.4980066	0.487288	0.7085749	0.487581	0.2568861	0.1355426	0.3751712	0.6802794	0.4200529	0.4000042	0.6381555	0.42709	0.730422	0.3203398	0.0012878	0.2109203	0.0831958
1380	0.2649691	0.1912937	0.2111331	0.3076986	0.19145	0.7466228	0.090156	0.1594257	0.7209508	0.1001128	0.3527925	0.7297361	0.4573271	0.6404945	0.6620928	0.6164097	0.5583597	0.6251997	0.7217226	0.2697252	0.2043655	0.3739101	0.6289864	0.3645087	0.4591084	0.63918	0.4374488	0.8089222	0.3273808	0.0013532	0.1959491	0.0528957
1400	0.2033582	0.2220049	0.1896128	0.2799151	0.2132871	0.5915458	0.1116155	0.129216	0.7202988	0.1370937	0.3073501	0.5125745	0.3862277	0.5640227	0.8282244	0.644132	0.5463154	0.6782002	0.6834759	0.2932063	0.1843626	0.4423578	0.5738616	0.3342903	0.4323068	0.4560496	0.5014894	0.7930999	0.3798836	0.0010233	0.2796972	0.0446216
1420	0.2411122	0.1549392	0.1928652	0.2071618	0.2121561	0.6244518	0.08109	0.1785956	0.7338514	0.1491018	0.3822604	0.5880164	0.4479593	0.571728	0.7568833	0.7660381	0.5249872	0.6135116	0.6422149	0.3771299	0.1653817	0.4180369	0.5912923	0.4189107	0.3739084	0.5100418	0.5648854	0.7522259	0.4322396	0.000685	0.1847955	0.1122274
1440	0.2947228	0.2631621	0.1964545	0.2536436	0.2752433	0.5492667	0.08885	0.2073502	0.6055633	0.1300743	0.4002111	0.5480796	0.3688306	0.5691985	0.8507092	0.6562828	0.5418326	0.6457207	0.5621926	0.2909785	0.2188178	0.4255735	0.6035019	0.347924	0.4682455	0.6524868	0.5004764	0.7660564	0.5054883	0.0018887	0.2109777	0.1061016
1460	0.2973869	0.1853557	0.1761394	0.2984667	0.2209184	0.6206821	0.1312375	0.264721	0.5981758	0.1248747	0.3280888	0.6253633	0.5120726	0.5276771	0.6963244	0.7569909	0.5319592	0.7126379	0.5329056	0.2778771	0.1640763	0.3976264	0.5642202	0.3946671	0.432354	0.510008	0.5730436	0.7337618	0.5723612	0.0017851	0.2087987	0.1147789
1480	0.2567106	0.2209552	0.1368957	0.2520105	0.2188969	0.6808449	0.0802166	0.195073	0.6947023	0.1365326	0.3256598	0.6057287	0.3901851	0.5401405	0.6804519	0.6087924	0.5335063	0.7188907	0.6277789	0.2574469	0.0967899	0.5131111	0.5375408	0.4357224	0.4447016	0.4732125	0.4473501	0.7275498	0.6542587	0.0016031	0.1557299	0.0828733
1500	0.2800846	0.1844311	0.2056985	0.288445	0.2057436	0.5812968	0.0822673	0.1918524	0.667276	0.1471887	0.3191332	0.6029899	0.4269592	0.5345509	0.8025805	0.6559258	0.4785436	0.6850717	0.5856529	0.2467991	0.2082499	0.4587971	0.5318846	0.4262767	0.5517632	0.5379956	0.492636	0.7195599	0.5646069	0.0006719	0.1584064	0.1017784
1520	0.2478669	0.2193278	0.1997221	0.3252761	0.3108465	0.5545366	0.1155336	0.1412059	0.7125697	0.1159533	0.34038	0.6703228	0.4444882	0.4898803	0.6277971	0.6748445	0.5130813	0.6383505	0.6007521	0.2772464	0.1690123	0.4350744	0.611825	0.3846825	0.5408193	0.5650642	0.621427	0.7319797	0.5847692	0.0009807	0.1745224	0.1137858
1540	0.3457919	0.1547924	0.1762604	0.3335094	0.2420943	0.5583999	0.0985188	0.2278118	0.8010585	0.1212396	0.3106051	0.5844983	0.4500511	0.4822483	0.5818622	0.6174748	0.5173008	0.8947603	0.664303	0.2479089	0.1657465	0.5346974	0.597778	0.4472581	0.4599013	0.6654069	0.4227914	0.796862	0.6897577	0.0004324	0.1722549	0.1207868
1560	0.2587845	0.1475699	0.2261947	0.2541114	0.1900294	0.562829	0.120222	0.2370306	0.6961107	0.1668789	0.4247693	0.7293145	0.3971741	0.4951737	0.6323588	0.7287836	0.4430052	0.7344865	0.4884982	0.1967408	0.1899404	0.3831659	0.8351471	0.398315	0.4836888	0.6156472	0.4441162	0.7945329	0.7818557	0.0004721	0.2439784	0.0888406
1580	0.2853249	0.1377691	0.1424706	0.236585	0.2294582	0.5344089	0.0772262	0.2039962	0.5900482	0.1754281	0.3145547	0.6498095	0.3542511	0.505352	0.7681319	0.7717989	0.4442331	0.7778747	0.5242546	0.1988197	0.1507611	0.352771	0.6489379	0.3500506	0.5532346	0.5044301	0.4277151	0.7773225	0.536861	0.0009381	0.1572716	0.0646295
1600	0.2681072	0.2024711	0.1713871	0.2707168	0.3202245	0.6104067	0.0762394	0.1607815	0.6757138	0.1021053	0.3707948	0.6297242	0.4133685	0.5121135	0.7642319	0.6628506	0.4871116	0.7056828	0.609377	0.2299481	0.28699	0.4538547	0.5919812	0.3009728	0.4961521	0.4949691	0.4524097	0.8155453	0.5535718	0.0005808	0.1460049	0.0781369
1620	0.2807769	0.1820303	0.1511353	0.2835756	0.2293505	0.6527427	0.1088582	0.2223878	0.6143891	0.1174372	0.3059736	0.6641294	0.4093025	0.462348	0.6893401	0.6760457	0.4916797	0.7325672	0.484191	0.2207394	0.2342439	0.3820795	0.6036875	0.3520687	0.4775584	0.4480874	0.5200905	0.8118821	0.4911352	0.000186	0.1520894	0.0784715
1640	0.3213433	0.2791339	0.183552	0.3079768	0.2551696	0.6457817	0.12073	0.1772689	0.7170217	0.2225534	0.4156235	0.8055073	0.3626914	0.6381573	0.8497547	0.7402727	0.6191048	0.7204834	0.5832487	0.1630815	0.3026958	0.3873932	0.6585199	0.3823417	0.5380261	0.5170504	0.5240961	0.790398	0.5799582	0.0008	0.2099605	0.0591444
1660	0.299309	0.2056284	0.2159879	0.2357523	0.1859431	0.7102398	0.0908889	0.2010321	0.7476386	0.1663505	0.4518065	0.6386221	0.4869553	0.4721222	0.6422459	0.6652044	0.5785387	0.6939659	0.4157292	0.2118847	0.2778877	0.4291642	0.7115542	0.3806853	0.568275	0.5671096	0.5661739	0.6617707	0.5840629	0.0007428	0.2882018	0.0630349
1680	0.2597445	0.1939944	0.148318	0.3322014	0.1792612	0.5224535	0.1241976	0.2017769	0.5642282	0.0993307	0.4128497	0.8404907	0.4469824	0.5993735	0.7141499	0.7168924	0.6036971	0.7625599	0.502748	0.2721657	0.2268311	0.397512	0.6074103	0.4985629	0.4800433	0.5845712	0.5249383	0.8985459	0.5419075	0.0029402	0.2256683	0.0371926
1700	0.3212009	0.1798971	0.1663581	0.3247492	0.2347672	0.6672912	0.1793652	0.2414911	0.6540432	0.3000071	0.4285846	0.8124033	0.4714517	0.4792302	0.6895408	0.6061969	0.5299136	0.7181356	0.5047047	0.2518971	0.2405309	0.3215106	0.6720203	0.2333407	0.6735913	0.6093187	0.5441413	0.8371514	0.4665399	0.004079	0.1815332	0.3317336
1720	0.2896629	0.3202313	0.1958655	0.2516758	0.2744193	0.8072293	0.1353713	0.3493346	0.6635749	0.4572507	0.403364	0.7087017	0.3836979	0.5500876	0.4978905	0.5907572	0.591941	0.5502282	0.4685265	0.1968802	0.2743301	0.1684899	0.6075216	0.2339764	0.6359133	0.6672323	0.4855587	0.8666033	0.3086659	0.0079874	0.1593975	0.3198373
1740	0.3212564	0.305411	0.2014475	0.2466319	0.2434095	0.6893826	0.1439198	0.4282156	0.6076422	0.5808247	0.4960166	0.7248058	0.3625777	0.6707978	0.4979554	0.5713351	0.6419263	0.5757817	0.472087	0.196475	0.2490005	0.1292319	0.730056	0.166895	0.6643542	0.565395	0.5078029	0.6714595	0.2032708	0.0233468	0.2572127	0.4063251
1760	0.2942189	0.2704643	0.2704193	0.320155	0.3304155	0.6288455	0.0940692	0.4806581	0.6841478	0.5939483	0.34039	0.6810676	0.2710169	0.5737097	0.5921644	0.609442	0.6497002	0.5141086	0.4495867	0.2176914	0.3243087	0.1274018	0.6038457	0.2060949	0.7668088	0.5849672	0.4580143	0.7154136	0.1940555	0.015757	0.1938738	0.3815216
1780	0.2949158	0.2840392	0.1291759	0.2359507	0.3170958	0.6999396	0.1343598	0.507981	0.598038	0.6218583	0.4235844	0.7729337	0.2551251	0.6965875	0.5748619	0.6633719	0.6396669	0.5961677	0.362724	0.1563372	0.3118853	0.0519798	0.589892	0.1431234	0.6830072	0.6637195	0.5043263	0.6627107	0.112659	0.0292994	0.1758729	0.4679719
1800	0.240816	0.2265542	0.1877686	0.323982	0.2630552	0.5982322	0.1487079	0.4967096	0.7059861	0.539799	0.449974	0.7739445	0.2473795	0.6156814	0.5304312	0.6689113	0.7568034	0.5592082	0.4127746	0.1493156	0.2747804	0.0552939	0.6491704	0.1108958	0.7628601	0.6374977	0.560107	0.6979396	0.1086685	0.0194527	0.1733645	0.5724182
1820	0.2708113	0.3063063	0.1819391	0.2325174	0.2360522	0.6691572	0.1272943	0.5350304	0.5915864	0.6513639	0.4815244	0.6032725	0.1938686	0.4733071	0.4864979	0.6087375	0.5861412	0.4921937	0.4832305	0.1585531	0.2435786	0.0695091	0.6026498	0.096677	0.6743577	0.6981938	0.5090512	0.6802537	0.0643744	0.0246629	0.2298042	0.4185483
1840	0.2089803	0.2675643	0.1869802	0.2729562	0.3380851	0.6625714	0.0975346	0.4512404	0.7244268	0.6291061	0.3273053	0.6797506	0.1888361	0.4911102	0.430647	0.6566783	0.7208487	0.5938537	0.4583918	0.1862472	0.2151238	0.0942776	0.6976556	0.0786421	0.5635594	0.5524896	0.4767175	0.6400699	0.0599832	0.012703	0.131851	0.4051392
1860	0.3422448	0.2898206	0.2096076	0.2963919	0.2562619	0.5567383	0.1125997	0.4560156	0.7048112	0.6803981	0.3407896	0.744881	0.2484261	0.5020853	0.4869434	0.6952976	0.6710787	0.594418	0.4886759	0.1372372	0.2137525	0.0783919	0.6959284	0.1175992	0.649836	0.4304282	0.3764804	0.6401477	0.0508446	0.0163441	0.2258858	0.4292624
1880	0.3392259	0.2514386	0.1781702	0.3179068	0.2397235	0.5761856	0.0913828	0.6560782	0.6929808	0.7057804	0.328064	0.7008759	0.1954753	0.5116336	0.4919528	0.5579074	0.6141055	0.6105192	0.4379883	0.0963	0.2616331	0.0574535	0.7134656	0.13185	0.6160073	0.6171569	0.4132609	0.6327614	0.0521932	0.0141062	0.1851676	0.4663985
1900	0.2777092	0.2119548	0.2436465	0.3620828	0.23809	0.538742	0.091401	0.4778843	0.7851387	0.7250795	0.3128685	0.6213651	0.246361	0.4810001	0.5932679	0.7238972	0.7098676	0.5729942	0.3559781	0.098889	0.2021131	0.0531882	0.7004578	0.1052344	0.5525997	0.4219165	0.4185469	0.6418974	0.0748736	0.0417434	0.2366339	0.300441
1920	0.3120215	0.2070432	0.1537341	0.290031	0.2821324	0.546027	0.1042067	0.3993114	0.6680335	0.7284284	0.3245995	0.6995998	0.1243627	0.4309295	0.6105892	0.5860186	0.6141601	0.5107588	0.4318162	0.1154439	0.1532153	0.0794784	0.7371448	0.1091165	0.6984729	0.4216391	0.4480247	0.6752269	0.0941917	0.0204388	0.1960539	0.3619678
1940	0.2285064	0.2774981	0.1283385	0.2674396	0.3673002	0.6414472	0.133124	0.5784861	0.8775321	0.8232773	0.382054	0.7486819	0.1390167	0.4299592	0.4850237	0.6302868	0.5406478	0.525839	0.3533948	0.1104214	0.1873506	0.0461101	0.6249852	0.0546768	0.6979744	0.4306293	0.4338075	0.7272715	0.0362203	0.0467923	0.2021757	0.3535265
1960	0.3537004	0.2061357	0.1958025	0.4820243	0.2840883	0.596376	0.1358448	0.4018423	0.6420345	0.7656767	0.4463905	0.8350159	0.1547646	0.4836287	0.3620782	0.6963668	0.569363	0.4817314	0.4588477	0.0976446	0.1144485	0.0478872	0.5984886	0.0490821	0.5669551	0.5103255	0.4480676	0.5998819	0.0698098	0.0236828	0.3295383	0.3529449
1980	0.3377378	0.2727567	0.2299588	0.292561	0.1943569	0.6296669	0.1488807	0.4379038	0.7818196	0.61897	0.4042357	0.8503792	0.1377967	0.4419651	0.5778776	0.5605102	0.57964	0.4813551	0.3444376	0.0880017	0.147119	0.0571232	0.604476	0.0735777	0.5851841	0.5655763	0.5327936	0.6718486	0.0603135	0.0315839	0.2109272	0.3439635
2000	0.3100627	0.3213068	0.1732955	0.2356334	0.2758545	0.6655664	0.0946447	0.5419765	0.7077455	0.7476267	0.3080131	0.8741908	0.1654226	0.4465173	0.6013103	0.5561097	0.5802217	0.4591193	0.3986918	0.0914309	0.2040999	0.0680131	0.6470466	0.0430984	0.7983372	0.4856423	0.4639419	0.7230042	0.0400309	0.033544	0.3211474	0.3507328
2020	0.3193829	0.2678354	0.2136537	0.2262445	0.2147934	0.5360988	0.1232641	0.4595641	0.7005845	0.6172061	0.3757226	0.7049917	0.1452053	0.4990083	0.5916945	0.6488842	0.6201647	0.4847638	0.4694426	0.07916	0.206691	0.0442384	0.7258686	0.0587152	0.6633117	0.4939813	0.4792797	0.5525132	0.0635461	0.0248901	0.2381011	0.3549878
2040	0.3280787	0.239506	0.2506421	0.2025615	0.2843654	0.5927799	0.1405711	0.4554372	0.6288541	0.6485271	0.3838559	0.6604708	0.185286	0.4493353	0.6327612	0.6079317	0.6273589	0.5927223	0.3978388	0.0743743	0.194515	0.0688779	0.6740047	0.067537	0.6467774	0.5005657	0.5150141	0.4268733	0.0614201	0.0453548	0.2584149	0.3235503
2060	0.3209085	0.2431665	0.2238136	0.3742522	0.3244181	0.7024318	0.0823207	0.4308398	0.6781465	0.6566418	0.3958456	0.7541881	0.1366109	0.4347092	0.4320704	0.6183582	0.5527058	0.5651845	0.3516183	0.0548312	0.1825334	0.048623	0.5849648	0.0457596	0.676709	0.4133189	0.4265953	0.458816	0.0851889	0.0499981	0.2089848	0.3926317
2080	0.306052	0.2058771	0.1573805	0.2507777	0.2525009	0.5938108	0.1064626	0.5186139	0.562706	0.7668042	0.4787413	0.7453879	0.1304219	0.3820773	0.5497915	0.624624	0.5778909	0.4551216	0.4366905	0.0823693	0.1782952	0.0631858	0.6459901	0.0384867	0.6548538	0.4709157	0.469466	0.4810369	0.0524898	0.0146963	0.171229	0.3601795
2100	0.2807705	0.2905045	0.2026504	0.2888085	0.3204804	0.6812685	0.0827435	0.4490411	0.6478396	0.6600574	0.4388167	0.7164818	0.1491797	0.3471071	0.5392144	0.5962085	0.6099002	0.4117008	0.4015681	0.0726062	0.19352	0.0961312	0.7821718	0.0322658	0.7183659	0.548918	0.4119208	0.4506109	0.0495612	0.0625911	0.1318196	0.3627097
2120	0.3059019	0.2283398	0.1797242	0.2440093	0.2212295	0.6635087	0.0971862	0.4382982	0.5433614	0.6408332	0.4425861	0.7090548	0.1264688	0.4108985	0.5328509	0.6475058	0.4998468	0.5065507	0.3072154	0.1012481	0.248887	0.0766241	0.7323193	0.0721691	0.6631087	0.3975612	0.5007947	0.6586327	0.0781315	0.0208284	0.1848734	0.2938608
2140	0.2485775	0.2510721	0.171178	0.3634998	0.3358878	0.5805369	0.1105889	0.461949	0.6130495	0.6705453	0.387987	0.7710305	0.1660019	0.4492088	0.5685653	0.6384725	0.5581525	0.5860465	0.4167664	0.089487	0.2771391	0.0548361	0.5504971	0.0795028	0.7455752	0.3832219	0.4414186	0.5974798	0.0627207	0.0176768	0.1421584	0.3430828
2160	0.2161259	0.2497549	0.2103091	0.3322741	0.3663673	0.5626702	0.0903658	0.4249295	0.6635448	0.8083562	0.4106955	0.6955327	0.1351629	0.4545068	0.6085619	0.6500737	0.5108585	0.474615	0.4043711	0.093092	0.1576771	0.0521581	0.6081168	0.0859124	0.7195201	0.4568612	0.4897756	0.424941	0.0540812	0.0396787	0.1728534	0.2381475
2180	0.3414444	0.3513534	0.1465542	0.2659895	0.3401135	0.7364211	0.1328687	0.5615343	0.5850409	0.6658018	0.5890668	0.7212388	0.1979142	0.5622026	0.5739458	0.5239419	0.5181085	0.5044155	0.3511885	0.1650605	0.1814795	0.0656966	0.6517803	0.0379875	0.5590032	0.5648859	0.5323376	0.5148034	0.0524797	0.0291604	0.2109148	0.2767969
2200	0.2646406	0.3010192	0.1901475	0.2987482	0.2746074	0.5610948	0.1168648	0.5131114	0.5180857	0.6507205	0.4014638	0.8137469	0.0844201	0.4580194	0.4495814	0.5398781	0.5082338	0.5651936	0.4156956	0.1059645	0.2325325	0.0505641	0.6330045	0.0510275	0.678418	0.4952942	0.5412017	0.504584	0.0676966	0.0500352	0.2049548	0.309884
2220	0.2474424	0.2642359	0.2318132	0.3262895	0.3558355	0.6729246	0.1367957	0.4278073	0.6904164	0.5825539	0.3743517	0.8596901	0.1954385	0.5779092	0.4576351	0.5737507	0.4951362	0.444667	0.4963164	0.0804606	0.2490399	0.0757429	0.5743841	0.0602644	0.7462245	0.4443625	0.5220229	0.460021	0.069968	0.0391267	0.1864785	0.4005202
2240	0.3138233	0.2982085	0.1645644	0.2777834	0.2716689	0.5839109	0.1805316	0.4278563	0.6969315	0.6619909	0.3954563	0.7408165	0.1970423	0.4695906	0.5009875	0.6034472	0.5687039	0.427714	0.3475291	0.0876074	0.2447057	0.0883041	0.7042549	0.1313684	0.659249	0.5329397	0.4437958	0.6046788	0.062384	0.0198878	0.1765601	0.3715076
2260	0.4148364	0.2800023	0.0762476	0.2553958	0.3596337	0.650117	0.2146142	0.3696067	0.6170358	0.4281406	0.4044751	0.6832246	0.1459373	0.4655071	0.6310365	0.5911111	0.5588864	0.4395979	0.4278255	0.1253247	0.4498455	0.3484177	0.6917555	0.1240161	0.6640925	0.6546277	0.495265	0.5962491	0.0388914	0.0184266	0.2457251	0.2816029
2280	0.4039809	0.2149481	0.0885663	0.2945464	0.3830495	0.5600285	0.1964782	0.3613734	0.7050798	0.2855758	0.4976128	0.6953981	0.1237419	0.4224219	0.6295049	0.5935129	0.6620781	0.5039194	0.3360372	0.1472615	0.5561973	0.4361835	0.7804335	0.1614215	0.5968006	0.7682841	0.545303	0.614965	0.0193708	0.0290807	0.2560676	0.1546292
2300	0.3945329	0.2568024	0.0283835	0.3212491	0.4534268	0.5409097	0.183314	0.3335672	0.6292774	0.2004066	0.5382357	0.7933078	0.1613796	0.5322072	0.4998551	0.5744855	0.7096763	0.513848	0.4378404	0.1194478	0.5713942	0.5357891	0.7102887	0.1469496	0.559006	0.6593311	0.6417098	0.6489718	0.0143862	0.0225858	0.1607773	0.1168225
2320	0.4339913	0.2307784	0.034162	0.2507461	0.5243409	0.4875327	0.1833833	0.3199156	0.699791	0.2116949	0.4466922	0.7683854	0.2100635	0.61191	0.5497016	0.7764967	0.6276498	0.4150039	0.6027253	0.1127179	0.6396204	0.588563	0.7265253	0.1919731	0.6335608	0.7095433	0.5782514	0.7273019	0.0174314	0.0333817	0.177896	0.115544
2340	0.4262988	0.1823141	0.0949059	0.301337	0.4592137	0.492977	0.1785145	0.2275982	0.7500871	0.1379503	0.4958691	0.5992468	0.3124424	0.7453416	0.5998577	0.6179685	0.5921767	0.5056107	0.4481554	0.1377131	0.6171496	0.5737186	0.8141815	0.2271791	0.5871465	0.7506684	0.5523552	0.6191853	0.0109745	0.0299664	0.1583698	0.1024844
2360	0.451391	0.1968391	0.0462832	0.3190797	0.4601182	0.6072558	0.2048076	0.2870735	0.7092489	0.119303	0.4505682	0.6661501	0.2769586	0.7301005	0.5716699	0.5606323	0.6612738	0.4038735	0.5679867	0.1038113	0.6298843	0.5414179	0.7609747	0.2614307	0.5353807	0.7483564	0.5684765	0.7369384	0.0498588	0.0261909	0.1693624	0.0804946
2380	0.4457105	0.1408397	0.0635685	0.2925293	0.5046314	0.5116652	0.1748809	0.2376659	0.6772008	0.1056418	0.4600092	0.7401955	0.3838705	0.664706	0.581478	0.548753	0.7255581	0.4833685	0.5363176	0.2429726	0.52568	0.6087158	0.7631697	0.2387946	0.4941244	0.6611279	0.6719219	0.6404656	0.0861983	0.0339989	0.1432587	0.0367261
2400	0.3417543	0.2015887	0.0567381	0.279815	0.5622906	0.4436254	0.1380342	0.1936522	0.7112357	0.0762233	0.3775354	0.6291864	0.3396013	0.7455243	0.7234511	0.7209771	0.5494142	0.4667357	0.4232	0.2628354	0.711198	0.7076699	0.7411381	0.2411492	0.4452925	0.6779277	0.5801557	0.6257716	0.1368754	0.01504	0.1843581	0.044846
2420	0.3626262	0.2220626	0.0452136	0.2671862	0.5237125	0.4423397	0.1736517	0.2244505	0.687673	0.0797531	0.4193219	0.7406554	0.3837228	0.7846746	0.5096508	0.6266278	0.7237134	0.5661608	0.3872434	0.2883775	0.7285981	0.5123467	0.6930436	0.2889601	0.5095606	0.7698891	0.6354241	0.7451944	0.2392092	0.0190385	0.1961151	0.0590835
2440	0.4532195	0.2524977	0.0444994	0.2977944	0.5428454	0.4919244	0.1778578	0.2762646	0.6941816	0.0490472	0.5133697	0.8067274	0.3968884	0.7649251	0.6136734	0.6540825	0.5641947	0.5478724	0.3454048	0.2759798	0.5996726	0.6213242	0.714782	0.262149	0.3969025	0.752709	0.6137804	0.6089224	0.2481613	0.0313121	0.1487959	0.0577093
2460	0.3825424	0.2378884	0.0695361	0.2223479	0.4475488	0.3591467	0.1574578	0.2804358	0.7102484	0.0728895	0.4583082	0.5812073	0.3241467	0.7668549	0.4983429	0.6419731	0.661742	0.5493252	0.4082985	0.2712376	0.6241374	0.5623071	0.6381601	0.3045122	0.435959	0.6964227	0.5895648	0.6801083	0.2538262	0.0130129	0.205705	0.0338344
2480	0.4089585	0.277539	0.1028295	0.2530246	0.4590713	0.3876329	0.0998283	0.2289009	0.7566933	0.0439753	0.4632109	0.8118409	0.3507904	0.7808865	0.4848914	0.598444	0.588744	0.5376815	0.4539272	0.2308692	0.608863	0.5768335	0.7825336	0.334854	0.4880705	0.6400534	0.7036585	0.5926436	0.2435313	0.0186515	0.2067853	0.0157453
2500	0.4292426	0.2072364	0.0931297	0.3640653	0.4947375	0.5324654	0.2095287	0.2242321	0.6460936	0.0342645	0.421079	0.6138732	0.3696261	0.7487352	0.6890797	0.6181896	0.7566942	0.4737823	0.5167343	0.1973889	0.6310825	0.6126577	0.6099209	0.2949357	0.3925644	0.7446397	0.7076662	0.7136486	0.2423632	0.0279767	0.2212903	0.0512928
2520	0.3974111	0.2647908	0.0863317	0.3207766	0.5619935	0.409029	0.1996152	0.2707043	0.6811941	0.0449885	0.4052174	0.6438359	0.4325707	0.8514801	0.7051265	0.7546267	0.6913692	0.6940725	0.4833249	0.1811783	0.6612545	0.6914471	0.7131891	0.2838101	0.4377936	0.8062449	0.5585248	0.7368163	0.2891011	0.0442147	0.2138617	0.0191781
2540	0.4004196	0.221341	0.0657993	0.2968192	0.5325914	0.4248604	0.2054408	0.2101332	0.7595683	0.0623206	0.327657	0.7572343	0.4122026	0.655481	0.6014395	0.6109784	0.657503	0.5069859	0.4044318	0.2972362	0.5874345	0.6082889	0.7271136	0.3258129	0.4515828	0.6863673	0.5936645	0.741314	0.3191126	0.0121302	0.2959893	0.0148038
2560	0.3525416	0.1663041	0.0960463	0.2870064	0.446871	0.4192627	0.2323533	0.1914617	0.9197336	0.0743215	0.3410285	0.6355124	0.4353703	0.7835001	0.5619652	0.7909183	0.7076489	0.5369982	0.4250563	0.1978135	0.5842258	0.6136716	0.5927325	0.312025	0.389101	0.635702	0.56866	0.6179456	0.3024793	0.0344091	0.1952883	0.0238127
2580	0.3910727	0.2283452	0.104275	0.2627706	0.5361649	0.4583519	0.2129705	0.2354874	0.7617553	0.0535714	0.4120819	0.6818974	0.3659006	0.6061872	0.5614514	0.6057596	0.713332	0.5110058	0.4185622	0.1926549	0.6454375	0.5222987	0.835723	0.2933967	0.4738109	0.6900825	0.60088	0.7223071	0.3194001	0.0178905	0.3578766	0.0262126
2600	0.4009969	0.1970619	0.0849776	0.3390547	0.4740176	0.4335341	0.2676711	0.2767089	0.6786448	0.040642	0.4883314	0.6431365	0.3492184	0.6421548	0.5754987	0.713584	0.8042437	0.5268679	0.424668	0.2564148	0.6146185	0.5841704	0.8267748	0.3515392	0.437935	0.8537059	0.5840398	0.779848	0.3031419	0.028559	0.2001849	0.011043
2620	0.5495962	0.2017767	0.0610638	0.1793952	0.6012154	0.4152421	0.338395	0.3205003	0.6385458	0.0593436	0.3612182	0.6499972	0.4814309	0.7210364	0.8021905	0.6928564	0.7293892	0.4159956	0.411432	0.2870469	0.7068562	0.6062612	0.7497728	0.3942362	0.4988659	0.7055452	0.6134662	0.6604976	0.3823158	0.0301545	0.2200446	0.02814
2640	0.4600416	0.1992362	0.0596074	0.2370017	0.6067845	0.3751328	0.1954456	0.2983092	0.6399816	0.0194229	0.419175	0.7842377	0.3608131	0.6970947	0.6233719	0.6075293	0.7665518	0.5399519	0.4888346	0.2137966	0.6382708	0.7200764	0.6649395	0.44012	0.4835146	0.7167264	0.6560358	0.805686	0.2893817	0.0297716	0.250591	0.0202988
2660	0.482523	0.2738072	0.0557994	0.3203523	0.5420161	0.3915126	0.2902929	0.3299712	0.6485571	0.0588835	0.4633503	0.6978271	0.3480114	0.694416	0.7234374	0.6265627	0.7622553	0.5507137	0.5680827	0.1985204	0.6307827	0.6039954	0.6602312	0.3541663	0.4521015	0.8076935	0.7266599	0.7902988	0.3058568	0.016887	0.2122134	0.0340122
2680	0.3872132	0.2048584	0.0423798	0.2599661	0.503458	0.4769586	0.2100099	0.2828815	0.6892768	0.0245788	0.4820836	0.6262375	0.3932559	0.8342492	0.6392233	0.7139259	0.6453346	0.5336777	0.4195755	0.2022073	0.5529675	0.6053787	0.5570795	0.3905071	0.5516148	0.7757642	0.6129652	0.695753	0.2563357	0.0189684	0.2769819	0.0326322
2700	0.36897	0.1772807	0.0462244	0.2230615	0.3322607	0.4635174	0.2475093	0.3783007	0.7785249	0.0465995	0.371555	0.584699	0.3497922	0.7165269	0.5476803	0.6410035	0.658021	0.5629662	0.4164586	0.1511673	0.6710562	0.625348	0.7275278	0.4301147	0.5448764	0.7811343	0.7505423	0.8016658	0.1880862	0.0105383	0.2575438	0.0475175
2720	0.4033313	0.2212085	0.0709566	0.2705669	0.5435086	0.4443818	0.1823908	0.2894518	0.7805987	0.0484485	0.4473689	0.5975345	0.3266997	0.9038346	0.4013583	0.614537	0.5970344	0.523825	0.5575331	0.21737	0.5438381	0.528926	0.8740777	0.4209073	0.5077435	0.7650167	0.7523583	0.6051243	0.279997	0.0206525	0.296519	0.0297539
2740	0.4120945	0.2162273	0.1246849	0.2200404	0.5771446	0.4108326	0.1767026	0.3922288	0.7090573	0.0541734	0.5153185	0.5400812	0.4201954	0.9146814	0.605972	0.7042264	0.7036731	0.5065718	0.4936754	0.1830455	0.5285195	0.5980317	0.7339622	0.3921563	0.5126019	0.6817214	0.8428919	0.7216903	0.3211712	0.0217507	0.2262371	0.0266562
2760	0.46394	0.158861	0.0714401	0.2415719	0.604367	0.4104921	0.1880855	0.3047364	0.5833526	0.0921511	0.4253984	0.6211519	0.4268262	0.7474027	0.4609207	0.6634834	0.607167	0.4629072	0.5048707	0.3340665	0.5997774	0.7693971	0.6352428	0.3624071	0.5807234	0.6420657	0.8713542	0.7453579	0.3527316	0.0437943	0.2963933	0.0784467
2780	0.3912481	0.2412145	0.0741275	0.1582788	0.6214776	0.435176	0.152421	0.2127861	0.797272	0.0632496	0.3824026	0.633617	0.3622828	0.7888044	0.6078283	0.684601	0.7094041	0.4715504	0.4548131	0.2116533	0.5895872	0.6132921	0.6209709	0.4248464	0.5236066	0.6342437	0.6817956	0.6824347	0.1849431	0.0248722	0.1923203	0.0287318
